EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsUnassisted2s,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,Charge Fouls Drawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGA,FG3A,FtPoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceFtPoints,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,PenaltyArc3FGA,PenaltyFG3A,ThreePtAssists,Arc3Assists,PenaltyArc3Frequency,PenaltyAtRimFGM,LongMidRangeFGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG2M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,Loose Ball Fouls Drawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,BadPassTurnovers,OffThreePtRebounds,SelfOReb,Steals,BadPassSteals,PenaltyTurnovers,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,on,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,Corner3Assists,FTOffRebounds,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,HeaveAttempts,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,DefensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,BlockedShortMidRange,OffensiveGoaltends,BlockedLongMidRange,BlockedArc3,3pt And 1 Free Throw Trips
1627098,1610612737,Malcolm Delaney,Malcolm Delaney,1627098,ATL,384.0,6,-2,11,11,4,3.0,3,22,1.0,1.0,1.0,1.0,4.0,1.0,5,2.0,10,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2,2,1,1.0,4,0.2,0.5,0.2,0.5,0.2,0.5,33.333333333333336,0.5,0.5,0.5,1.0,0.5,0.2,1.0,1.0,0.8,0.5,1.0,0.2,0.40964,0.4569,0.3946,1.0,15.540000000000001,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627752,1610612737,Taurean Prince,Taurean Prince,1627752,ATL,1022.0,17,-6,35,34,18,22.0,5,69,,1.0,,,,1.0,4,6.0,35,,,,2.0,,,1.0,1,1,2,,18,0.25,,0.16666666666666666,,0.375,,23.80952380952381,0.16666666666666666,,0.07692307692307693,0.5,,0.16666666666666666,,,,,,0.5,0.5042166666666666,,0.5578,,9.075,0.5142857142857142,1.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.16666666666666666,0.5,0.25,0.3333333333333333,0.6666666666666666,24.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627761,1610612737,DeAndre' Bembry,DeAndre' Bembry,1627761,ATL,990.0,16,-7,33,34,14,19.0,4,67,2.0,2.0,,,1.0,2.0,3,6.0,34,,,2.0,,,2.0,,2,3,4,,14,0.6666666666666666,,0.6666666666666666,,0.6,1.0,12.82051282051282,,0.3333333333333333,0.15384615384615385,,0.2,0.6666666666666666,1.0,1.0,0.3333333333333333,,,0.6666666666666666,0.5982666666666666,,,0.3333333333333333,5.7,0.42424242424242425,,,,,,,2.0,2.0,2.0,4.0,,2.0,2.0,1.0,4.0,,,,,1.0,1.0,5.0,2.0,2.0,1.0,1.0,0.5,,,,,,,,,,0.5,0.5,0.3333333333333333,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07142857142857142,0.047619047619047616,0.1111111111111111,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202390,1610612737,Gary Neal,Gary Neal,202390,ATL,1100.0,18,-5,37,37,18,22.0,5,74,,,,,4.0,,5,4.0,36,,,,2.0,,1.0,,1,1,2,,18,,,,,0.2222222222222222,,20.454545454545453,,0.14285714285714285,0.07142857142857142,,0.16666666666666666,,,,0.5714285714285714,,,0.2857142857142857,0.43734999999999996,,0.44511666666666666,,17.619999999999997,0.4864864864864865,,,1.0,,2.0,2.0,4.0,2.0,2.0,,2.0,,1.0,,3.0,,,,,,1.0,4.0,1.0,2.0,,,0.25,0.2857142857142857,,0.14285714285714285,,,,,0.2857142857142857,,0.125,0.16666666666666666,0.5,25.35,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,1610612737,Kris Humphries,Kris Humphries,2743,ATL,740.0,12,-4,24,24,14,14.0,3,48,1.0,1.0,,,1.0,2.0,2,11.0,25,,,2.0,2.0,,,1.0,1,3,4,,14,1.0,,0.875,,0.9166666666666666,1.0,21.428571428571427,0.16666666666666666,,0.1111111111111111,,,0.25,1.0,1.0,0.25,,,0.75,0.5451125,,0.5451125,0.18181818181818182,8.9,0.5833333333333334,1.0,,,1.0,1.0,2.0,4.0,2.0,9.0,4.0,1.0,1.0,1.0,,2.0,,,,,2.0,2.0,4.0,1.0,9.0,1.0,1.0,0.9,0.5,,,,,,0.25,0.25,0.25,0.2,0.3333333333333333,0.8181818181818182,26.1,2.0,,2.0,2.0,,,1.0,1.0,0.16666666666666666,0.125,0.125,,1.0,1.0,2.0,,,0.25,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.875,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203118,1610612737,Mike Scott,Mike Scott,203118,ATL,690.0,12,1,24,25,13,17.0,3,49,,,,,,,1,,20,,,,1.0,,2.0,1.0,3,3,1,,13,,,,,,,14.285714285714285,0.25,0.4,0.3333333333333333,,0.5,,,,,,,0.6666666666666666,0.4897666666666667,,0.4897666666666667,,7.6,0.5416666666666666,,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,,0.6666666666666666,1.0,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,,,,,24.5,,,,,1.0,,,,,,,,,1.0,2.0,,,0.3333333333333333,,,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.3333333333333333,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,1610612737,Mike Dunleavy,Mike Dunleavy,2399,ATL,574.0,10,-2,21,20,9,13.0,2,41,1.0,2.0,,1.0,1.0,1.0,3,2.0,20,,1.0,,2.0,,,1.0,1,3,1,,9,0.3333333333333333,,0.25,,0.25,,20.833333333333336,0.3333333333333333,,0.125,0.5,,0.5,0.5,0.5,0.25,1.0,,0.75,0.530175,,0.6157,,7.8,0.42857142857142855,2.0,,,,1.0,1.0,,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,2.0,1.0,1.0,0.5,0.25,1.0,,,,,,0.25,1.0,,,1.0,25.2,,,1.0,2.0,,,,,0.125,0.16666666666666666,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,0.5,0.5,,,,,,,,,0.5,,,,,1.0,1.0,2.0,2.0,1.0,0.25,0.5,0.25,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101141,1610612737,Ersan Ilyasova,Ersan Ilyasova,101141,ATL,38001.0,633,44,1285,1285,372,341.0,149,2570,32.0,71.0,9.0,28.0,37.0,61.0,134,270.0,1357,12.0,34.0,49.0,26.0,30.0,42.0,59.0,109,151,64,10.0,363,0.4552238805970149,0.35294117647058826,0.4823008849557522,0.44680851063829785,0.52734375,0.4803921568627451,19.661016949152543,0.1581769436997319,0.15730337078651685,0.1578125,0.16535433070866143,0.1657754010695187,0.3141592920353982,0.4507042253521127,0.5,0.16371681415929204,0.5957446808510638,0.32142857142857145,0.7212389380530974,0.5172393805309734,0.5641385714285715,0.4931510204081632,0.1814814814814815,7.867164179104478,0.28949416342412454,17.0,9.0,26.0,24.0,68.0,92.0,52.0,20.0,65.0,92.0,68.0,29.0,43.0,24.0,100.0,15.0,1.0,34.0,2.0,40.0,73.0,65.0,27.0,65.0,0.7540983606557377,0.9019607843137255,0.5327868852459017,0.40707964601769914,0.4411764705882353,0.11504424778761062,0.34615384615384615,0.42857142857142855,0.8888888888888888,0.10619469026548672,0.3008849557522124,0.3469387755102041,0.10887096774193548,0.17307692307692307,0.24074074074074073,24.54565217391304,7.0,,25.0,42.0,11.0,5.0,8.0,6.0,0.06631299734748011,0.06598984771573604,0.030303030303030304,0.1375,0.625,16.0,23.0,14.0,9.0,0.32653061224489793,6.0,20.0,7.0,23.0,6.0,32.0,12.0,7.0,90.0,23.0,5.0,8.0,0.9375,0.34782608695652173,0.30434782608695654,0.34782608695652173,0.46153846153846156,0.45918367346938777,0.058823529411764705,0.19607843137254902,0.5405405405405406,0.5405405405405406,0.9,0.3382352941176471,0.3484848484848485,0.9565217391304348,0.35294117647058826,0.14285714285714285,0.375,0.3382352941176471,14.0,14.0,14.0,22.0,15.0,7.0,0.06542056074766354,0.09090909090909091,0.07407407407407407,0.11965811965811966,False,9.0,1.0,4.0,1.0,5.0,9.0,6.0,13.0,6.0,20.0,12.0,2.0,5.0,3.0,8.0,7.0,4.0,19.0,3.0,2.0,3.0,5.0,1.0,7.0,5.0,8.0,8.0,8.0,2.0,1.0,4.0,0.46153846153846156,0.021739130434782608,0.08955223880597014,0.09859154929577464,0.19230769230769232,0.029411764705882353,0.23529411764705882,0.0625,0.038461538461538464,0.125,0.25,0.375,0.375,0.8888888888888888,0.0851063829787234,0.25,1.0,0.19148936170212766,0.5555555555555556,0.8,0.14285714285714285,,,,,,,,,,,,,,,,,
101181,1610612737,Jose Calderon,Jose Calderon,101181,ATL,14812.0,247,28,493,495,112,119.0,60,988,8.0,11.0,1.0,4.0,15.0,15.0,27,61.0,479,2.0,6.0,6.0,7.0,12.0,12.0,13.0,25,32,7,1.0,112,0.5555555555555556,0.3333333333333333,0.47368421052631576,0.2222222222222222,0.49166666666666664,0.3,13.043478260869565,0.09219858156028368,0.11650485436893204,0.10245901639344263,0.1111111111111111,0.11538461538461539,0.19298245614035087,0.7272727272727273,0.7272727272727273,0.2631578947368421,0.4444444444444444,0.25,0.7192982456140351,0.5240798245614035,0.4819000000000001,0.5137499999999999,0.09836065573770492,11.303703703703704,0.22718052738336714,3.0,,1.0,7.0,23.0,30.0,7.0,1.0,13.0,18.0,23.0,21.0,37.0,9.0,90.0,9.0,,15.0,,7.0,14.0,8.0,2.0,13.0,0.6,0.6,0.4642857142857143,0.5263157894736842,0.6,0.017543859649122806,,,,0.12280701754385964,0.40350877192982454,0.23076923076923078,0.03389830508474576,0.06896551724137931,0.21311475409836064,24.866666666666667,2.0,10.0,5.0,7.0,,,1.0,1.0,0.03333333333333333,0.02834008097165992,0.0625,0.12,0.625,5.0,6.0,16.0,13.0,0.38461538461538464,2.0,7.0,1.0,8.0,2.0,8.0,3.0,2.0,21.0,8.0,2.0,,0.875,0.26666666666666666,0.3333333333333333,0.26666666666666666,0.42857142857142855,0.46153846153846156,,0.03333333333333333,0.4666666666666667,0.4666666666666667,0.5714285714285714,0.34782608695652173,0.36363636363636365,0.875,0.6666666666666666,0.07692307692307693,0.4,0.34782608695652173,9.0,2.0,2.0,4.0,3.0,1.0,0.020618556701030927,0.030303030303030304,0.013888888888888888,0.06060606060606061,False,,,1.0,,,2.0,,3.0,3.0,,,1.0,3.0,,,1.0,4.0,6.0,,1.0,,,,,,,,,,,,,0.03333333333333333,,,,0.043478260869565216,,,0.04,0.10606060606060606,,,,,0.1111111111111111,,,0.2222222222222222,,,,2.0,1.0,,,,,,,,,,,,,,,
1627098,1610612737,Malcolm Delaney,Malcolm Delaney,1627098,ATL,74469.0,1241,34,2474,2473,700,602.0,270,4947,19.0,51.0,3.0,6.0,193.0,118.0,273,389.0,2566,13.0,25.0,37.0,87.0,180.0,51.0,60.0,111,121,113,12.0,693,0.43223443223443225,0.52,0.40992167101827676,0.48484848484848486,0.45390070921985815,0.5138888888888888,18.56783015473192,0.08695652173913043,0.10450819672131148,0.09422750424448217,0.1148936170212766,0.1092896174863388,0.13315926892950392,0.37254901960784315,0.4523809523809524,0.5039164490861618,0.18181818181818182,0.5,0.42036553524804177,0.4521089709762535,0.45302499999999996,0.42703373983739834,0.09511568123393316,14.452747252747246,0.28294260307194824,13.0,7.0,29.0,35.0,75.0,110.0,75.0,32.0,130.0,56.0,72.0,119.0,193.0,79.0,460.0,61.0,11.0,95.0,5.0,43.0,112.0,93.0,24.0,124.0,0.23728813559322035,0.23728813559322035,0.4413793103448276,0.28720626631853785,0.6421052631578947,0.07571801566579635,0.2413793103448276,0.30434782608695654,0.14285714285714285,0.09138381201044386,0.195822454308094,0.10236220472440945,0.0665024630541872,0.08191126279863481,0.3341902313624679,25.81727272727272,5.0,25.0,7.0,10.0,23.0,4.0,17.0,11.0,0.010401188707280832,0.00881057268722467,0.003968253968253968,0.09016393442622951,0.21052631578947367,35.0,40.0,74.0,60.0,0.2755905511811024,5.0,92.0,5.0,20.0,8.0,26.0,37.0,8.0,69.0,20.0,15.0,,0.8846153846153846,0.23636363636363636,0.2,0.24299065420560748,0.42528735632183906,0.3858267716535433,0.023391812865497075,0.07623318385650224,0.47668393782383417,0.4816753926701571,0.25,0.26666666666666666,0.2702702702702703,0.85,0.38461538461538464,0.03937007874015748,0.22857142857142856,0.2777777777777778,50.0,3.0,3.0,39.0,27.0,20.0,0.006493506493506494,0.008,0.005970149253731343,0.014705882352941176,False,6.0,1.0,2.0,,1.0,6.0,2.0,8.0,9.0,,17.0,3.0,14.0,,,12.0,10.0,34.0,3.0,2.0,5.0,11.0,2.0,4.0,8.0,1.0,1.0,1.0,1.0,,8.0,0.25,0.02727272727272727,0.06227106227106227,0.17647058823529413,0.20689655172413793,0.013333333333333334,,,0.007874015748031496,0.06896551724137931,1.0,0.17142857142857143,0.18181818181818182,1.0,0.06060606060606061,0.5,1.0,0.18181818181818182,0.16666666666666666,1.0,,7.0,0.6666666666666666,3.0,1.0,3.0,1.0,1.0,0.010362694300518135,0.05714285714285714,0.02654867256637168,,,,,,,
