EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,LongMidRangeFGM,SecondChanceArc3FGM,PenaltyFG2M,PtsAssisted2s,Charge Fouls,BlockingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Accuracy,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,FTDefRebounds,SelfOReb,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PtsPutbacks,SecondChanceFtPoints,HeaveAttempts,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,SecondChanceArc3PctAssisted,BlockedShortMidRange,OffCorner3ReboundPct,Travels,SecondChanceTurnovers,on,FTOffRebounds,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,3SecondViolations,Blocked3s,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,BlockedCorner3,Clear Path Fouls,HeaveMakes
101179,1610612756,Ronnie Price,Ronnie Price,101179,PHX,8052.0,134,-43,278,281,78.0,76,41,559,3.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,12.0,1.0,2.0,2.0,1.0,7,3.0,17.0,3.0,14,321,1.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,11.0,2.0,6.0,3.0,12.0,2.0,1.0,1.0,13.0,5.0,18.0,3.0,2.0,6.0,3.0,4.0,41.0,1.0,2.0,3.0,5.0,8,3.0,11,11.0,7.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,14.0,6.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,11.0,78.0,5.0,0.6666666666666666,0.17647058823529413,0.3333333333333333,0.75,0.17647058823529413,0.14285714285714285,0.22916666666666666,0.375,0.9,0.2692307692307692,0.375,0.9166666666666666,0.7083333333333334,0.058823529411764705,0.14285714285714285,0.3333333333333333,0.08333333333333333,8.761329305135952,0.6666666666666666,0.0684931506849315,0.018518518518518517,0.061224489795918366,0.020833333333333332,0.06557377049180328,0.019230769230769232,0.04878048780487805,0.02564102564102564,0.038461538461538464,0.16,0.05,0.1111111111111111,1.0,0.125,0.041666666666666664,1.0,1.0,0.125,0.20833333333333334,0.2,0.2,1.0,0.5,0.16666666666666666,0.18181818181818182,0.5,0.5,0.5,1.0,0.25,0.2,0.4,0.5,0.4,1.0,0.8333333333333334,0.16666666666666666,0.5132804347826088,0.50305,0.5140399999999999,0.07692307692307693,0.2222222222222222,0.21428571428571427,0.7857142857142857,10.114285714285714,25.847058823529412,0.2805755395683453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1626164,1610612756,Devin Booker,Devin Booker,1626164,PHX,1625.0,27,-14,54,55,18.0,23,11,109,4.0,3.0,1.0,3.0,7.0,,,,,,,1.0,3.0,1.0,,,3.0,14,1.0,3.0,7.0,16,70,,1.0,1.0,3.0,8.0,,,4.0,8.0,4.0,,3.0,3.0,1.0,1.0,,,,,,,,,,,,,1.0,2.0,3,,3,,,,3.0,2.0,1.0,,1.0,4.0,2.0,3.0,,6.0,8.0,,,8.0,4.0,,,,,8.0,18.0,,,0.3333333333333333,1.0,,0.3333333333333333,0.21428571428571427,0.2647058823529412,1.5,0.25,0.38095238095238093,1.5,0.4,0.17647058823529413,,0.07142857142857142,0.25,,36.76470588235294,0.75,0.2,,0.1,,0.15,,,,0.3333333333333333,,,0.25,,0.23529411764705882,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.4117647058823529,,,,,0.17647058823529413,0.3333333333333333,0.3333333333333333,,,,,1.0,0.375,,,,,0.4117647058823529,0.3333333333333333,0.43179999999999996,,0.44208749999999997,0.19047619047619047,0.2222222222222222,0.1875,0.5,11.107142857142858,25.133333333333336,0.3333333333333333,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.5,0.25,0.3333333333333333,0.14285714285714285,0.14285714285714285,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1626210,1610612756,Alan Williams,Alan Williams,1626210,PHX,5459.0,91,-41,187,190,46.0,44,27,377,26.0,6.0,4.0,18.0,1.0,,,,,,,,,,,,19.0,45,,,11.0,49,234,8.0,,,2.0,12.0,,,,12.0,2.0,,,,,2.0,,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,3.0,6.0,10.0,16.0,27,9.0,36,3.0,2.0,1.0,,,5.0,,,5.0,,6.0,,13.0,14.0,,,16.0,9.0,2.0,2.0,2.0,,12.0,46.0,1.0,,,,,,0.4222222222222222,0.4222222222222222,0.125,0.5,0.47115384615384615,0.125,0.5,,,0.044444444444444446,0.038461538461538464,,25.44642857142857,,0.3137254901960784,0.08450704225352113,0.3333333333333333,0.09090909090909091,0.32098765432098764,0.08653846153846154,0.11538461538461539,0.10344827586206896,0.375,0.375,0.38461538461538464,,,0.5777777777777777,0.4,0.2222222222222222,0.23529411764705882,0.022222222222222223,,,,,,,,,,,,,0.5,,,,,0.5777777777777777,,0.5008400000000001,0.5708166666666667,0.45505,0.17307692307692307,0.17307692307692307,0.04081632653061224,0.24489795918367346,4.3888888888888875,,0.24598930481283424,14.0,4.0,1.0,,6.0,36.0,1.0,,0.9473684210526315,0.9473684210526315,0.5,0.21052631578947367,0.5384615384615384,0.56,1.0,1.0,1.0,,0.6666666666666666,1.0,6.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,0.125,0.05555555555555555,0.3333333333333333,0.08333333333333333,0.047619047619047616,0.125,0.9285714285714286,1.0,0.75,0.16666666666666666,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1627733,1610612756,Dragan Bender,Dragan Bender,1627733,PHX,2271.0,38,-26,78,77,12.0,22,13,155,4.0,,1.0,1.0,1.0,1.0,2.0,,,,,1.0,8.0,2.0,,,2.0,6,2.0,10.0,,10,94,4.0,,2.0,2.0,,,,,,2.0,6.0,,8.0,1.0,,,5.0,,5.0,,,4.0,,1.0,10.0,1.0,3.0,3.0,1.0,4,4.0,8,,,,1.0,,1.0,1.0,1.0,2.0,,4.0,1.0,6.0,2.0,,,,,1.0,1.0,1.0,,,12.0,1.0,1.0,0.2,,,0.2,0.3333333333333333,0.3125,0.16666666666666666,,0.3125,0.16666666666666666,,0.625,,,,,18.75,0.5,0.05555555555555555,0.10344827586206896,0.21428571428571427,0.05,0.125,0.08163265306122448,0.14285714285714285,0.05555555555555555,,,0.16666666666666666,0.5,,0.25,0.0625,1.0,1.0,0.0625,0.125,0.5,0.5,1.0,0.5,0.125,0.125,1.0,,,,0.3333333333333333,,,,,,0.875,0.125,0.5369866666666667,0.5481333333333334,,,,0.2,,4.633333333333333,25.32,0.15384615384615385,1.0,,,,,2.0,,,0.5,1.0,,0.2,0.25,0.25,,,,,,1.0,4.0,1.0,,1.0,,,1.0,,0.25,,,,0.16666666666666666,0.08333333333333333,,1.0,0.6666666666666666,0.25,2.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1627755,1610612756,Tyler Ulis,Tyler Ulis,1627755,PHX,4018.0,67,-36,144,145,57.0,45,22,289,4.0,1.0,7.0,14.0,8.0,,1.0,,1.0,,,5.0,10.0,2.0,3.0,7.0,11.0,26,5.0,11.0,6.0,43,183,1.0,2.0,3.0,8.0,10.0,3.0,7.0,3.0,18.0,14.0,6.0,9.0,9.0,5.0,2.0,,15.0,,15.0,,,9.0,4.0,2.0,30.0,1.0,3.0,1.0,1.0,2,4.0,6,,,,3.0,2.0,2.0,,1.0,5.0,2.0,2.0,1.0,2.0,7.0,,,7.0,2.0,,,,,18.0,57.0,,0.4,0.45454545454545453,0.6666666666666666,0.42857142857142855,0.5,0.4230769230769231,0.5,0.75,0.4411764705882353,0.5375,0.8,0.47368421052631576,0.2972972972972973,,0.07692307692307693,,,25.862068965517242,0.6,0.027777777777777776,0.05084745762711865,0.047619047619047616,0.038461538461538464,0.03508771929824561,0.047058823529411764,0.041666666666666664,0.05263157894736842,0.07692307692307693,,0.058823529411764705,,,0.10810810810810811,0.3783783783783784,0.5,0.5384615384615384,0.21621621621621623,0.02702702702702703,,,,0.2702702702702703,0.5,0.5,0.4,0.25,,,0.5,0.058823529411764705,,,0.4117647058823529,0.42857142857142855,0.40540540540540543,0.5555555555555556,0.45793333333333336,0.5527500000000001,0.451246875,0.05263157894736842,0.07407407407407407,0.18604651162790697,0.4186046511627907,11.13846153846154,26.9,0.3958333333333333,2.0,1.0,2.0,2.0,3.0,8.0,,1.0,0.36363636363636365,0.36363636363636365,0.3,,0.5,0.5,0.25,0.2857142857142857,0.5,1.0,1.0,,,,,1.0,,,,1.0,,0.07142857142857142,,0.043478260869565216,0.08333333333333333,0.05555555555555555,0.5,0.2857142857142857,,,,2.0,1.0,2.0,2.0,2.0,0.125,1.0,,,,,True,,,,,,,,,,,,,,,,,,
201162,1610612756,Jared Dudley,Jared Dudley,201162,PHX,5563.0,93,-23,190,194,56.0,47,30,384,4.0,,,1.0,9.0,,1.0,,1.0,,,3.0,13.0,1.0,,4.0,7.0,14,3.0,14.0,2.0,25,211,2.0,,2.0,4.0,4.0,,4.0,2.0,6.0,6.0,9.0,,13.0,3.0,2.0,,4.0,2.0,6.0,2.0,,3.0,1.0,,14.0,2.0,3.0,7.0,11.0,19,5.0,24,4.0,3.0,1.0,5.0,4.0,2.0,,1.0,7.0,2.0,8.0,,13.0,4.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,6.0,56.0,1.0,1.0,0.21428571428571427,,,0.21428571428571427,0.5,0.4107142857142857,0.5,0.25,0.43103448275862066,0.5,0.3333333333333333,0.5,,0.14285714285714285,0.25,,15.65217391304348,0.7142857142857143,0.22916666666666666,0.038461538461538464,0.20588235294117646,0.058823529411764705,0.21951219512195122,0.044642857142857144,0.05714285714285714,0.08,0.19047619047619047,0.25,0.19230769230769232,0.25,1.0,0.14285714285714285,0.03571428571428571,,,0.32142857142857145,0.03571428571428571,,,,0.4642857142857143,0.23076923076923078,0.23076923076923078,1.0,0.25,,,0.25,,,,0.5,,0.6428571428571429,0.23076923076923078,0.4768517857142857,0.5747125,0.4247875,0.034482758620689655,0.06666666666666667,0.16,0.24,14.078571428571427,25.53571428571429,0.29473684210526313,2.0,,5.0,,2.0,8.0,,,0.5714285714285714,0.8,0.5,0.2727272727272727,0.5,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.8,,,2.0,2.0,2.0,1.0,1.0,3.0,,,,1.0,1.0,0.1111111111111111,,0.043478260869565216,0.0625,,,0.5,1.0,4.0,,,2.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1627884,1610612756,Derrick Jones Jr.,Derrick Jones Jr.,1627884,PHX,4520.0,75,-35,151,152,25.0,15,19,303,22.0,2.0,,3.0,3.0,1.0,1.0,,,,,,1.0,,,,14.0,28,1.0,2.0,2.0,33,176,9.0,,,14.0,2.0,,,,4.0,16.0,3.0,,1.0,,2.0,,1.0,3.0,4.0,3.0,,,,1.0,11.0,3.0,7.0,1.0,3.0,5,10.0,15,3.0,3.0,,1.0,1.0,1.0,,,2.0,,1.0,,5.0,2.0,,,2.0,1.0,1.0,,1.0,,4.0,25.0,1.0,1.0,0.5,,,0.5,0.5,0.5166666666666667,0.6666666666666666,1.0,0.532258064516129,0.7,1.0,0.06666666666666667,,0.07142857142857142,0.09090909090909091,,18.64406779661017,0.5,0.08108108108108109,0.11475409836065574,0.04,0.12,0.06451612903225806,0.11627906976744186,0.16666666666666666,0.05263157894736842,0.09090909090909091,,0.043478260869565216,,,0.7333333333333333,0.1,,,0.1,0.03333333333333333,1.0,1.0,1.0,0.03333333333333333,,,,,,,,1.0,,,,,0.8,,0.6222700000000001,0.5930833333333333,0.93865,0.03225806451612903,0.034482758620689655,0.42424242424242425,0.12121212121212122,3.978571428571428,23.6,0.16556291390728478,13.0,2.0,1.0,,2.0,12.0,1.0,,0.42857142857142855,0.6666666666666666,1.0,0.16666666666666666,0.5909090909090909,0.65,0.3333333333333333,0.3333333333333333,1.0,,1.0,6.0,9.0,6.0,1.0,3.0,,,,,0.6666666666666666,,0.25,0.1,0.058823529411764705,0.23076923076923078,0.38461538461538464,,1.0,0.6666666666666666,10.0,2.0,,,,,,,1.0,0.3333333333333333,,,True,,,,,,,,,,,,,,,,,,
203933,1610612756,TJ Warren,TJ Warren,203933,PHX,2946.0,49,3,105,106,41.0,42,15,211,6.0,1.0,4.0,6.0,8.0,,,,,,,1.0,1.0,,1.0,1.0,12.0,20,1.0,1.0,11.0,38,117,5.0,,,9.0,5.0,1.0,1.0,9.0,16.0,18.0,3.0,,1.0,1.0,,,2.0,2.0,4.0,1.0,1.0,2.0,,,10.0,,5.0,2.0,3.0,5,5.0,10,2.0,1.0,1.0,2.0,2.0,2.0,,,4.0,1.0,2.0,,5.0,6.0,,,12.0,5.0,,,,,16.0,41.0,1.0,1.0,1.0,,1.0,1.0,0.6,0.6428571428571429,0.6,0.5833333333333334,0.7037037037037037,0.6428571428571429,0.7272727272727273,0.047619047619047616,,,,,25.833333333333336,0.5,0.11538461538461539,0.15625,0.09523809523809523,,0.10638297872340426,0.10416666666666667,0.375,,0.09090909090909091,0.1111111111111111,0.0625,0.2,,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.38095238095238093,,,,,0.047619047619047616,1.0,1.0,1.0,,,,,0.16666666666666666,,,0.16666666666666666,1.0,0.3333333333333333,1.0,0.4750357142857143,0.50724,0.448525,0.19230769230769232,0.2,0.23684210526315788,0.42105263157894735,10.95,24.9,0.3904761904761905,5.0,,3.0,,2.0,6.0,1.0,1.0,0.25,0.3,0.4,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.375,0.375,0.3333333333333333,,,2.0,2.0,3.0,,,1.0,,,,0.6,,,0.07692307692307693,0.09090909090909091,,0.2,0.25,0.4,1.0,4.0,3.0,,,1.0,1.0,,,,,1.0,,True,,,,,,,,,,,,,,,,,,
1627737,1610612756,Marquese Chriss,Marquese Chriss,1627737,PHX,1477.0,25,6,58,58,33.0,25,9,116,5.0,,,3.0,2.0,,2.0,,,,,2.0,4.0,,,1.0,5.0,10,2.0,6.0,6.0,22,58,1.0,,,4.0,1.0,,1.0,5.0,5.0,4.0,6.0,,4.0,2.0,1.0,,1.0,,1.0,,,1.0,,,2.0,1.0,,1.0,1.0,4,1.0,5,,,,2.0,2.0,,,,2.0,1.0,2.0,,2.0,4.0,,,7.0,2.0,,,,,5.0,33.0,,1.0,0.3333333333333333,,,0.3333333333333333,0.5,0.5,1.0,,0.5789473684210527,1.0,0.5,0.375,,0.1,,,30.882352941176467,1.0,0.07692307692307693,,0.08333333333333333,0.1111111111111111,0.08,0.034482758620689655,,0.16666666666666666,,,0.09090909090909091,,,0.3125,0.1875,,,0.125,0.125,,,,0.25,0.5,0.5,1.0,,,,,,,,0.5,,0.6875,0.5,0.537565625,,0.492425,0.11764705882352941,0.18181818181818182,0.18181818181818182,0.22727272727272727,6.959999999999999,24.649999999999995,0.5689655172413793,5.0,,,,,6.0,,,0.6,0.75,,0.25,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,0.3333333333333333,1.0,,,,0.6,,1.0,1.0,2.0,2.0,,,2.0,2.0,,,,,,,True,,,,,,,,,,,,,,,,,,
203458,1610612756,Alex Len,Alex Len,203458,PHX,1824.0,30,-12,62,63,17.0,24,7,125,6.0,1.0,,3.0,,,,,,,,,,,,,3.0,9,,,8.0,14,68,1.0,,,4.0,1.0,,,2.0,2.0,2.0,,,,,1.0,,,1.0,1.0,1.0,,,,,3.0,1.0,1.0,2.0,3.0,8,2.0,10,1.0,1.0,,1.0,,1.0,,1.0,2.0,1.0,2.0,,3.0,3.0,,,8.0,3.0,2.0,1.0,2.0,1.0,2.0,17.0,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,0.5384615384615384,1.0,0.5,,,0.1111111111111111,0.16666666666666666,,21.126760563380284,0.5,0.17647058823529413,0.038461538461538464,0.15384615384615385,0.125,0.16666666666666666,0.058823529411764705,0.09090909090909091,0.14285714285714285,0.25,0.125,0.1111111111111111,0.25,0.5,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,,,,0.6666666666666666,,0.5794222222222223,0.854,0.6228,0.25,0.25,0.2857142857142857,0.14285714285714285,3.988888888888889,,0.27419354838709675,3.0,,,,,4.0,,,0.6666666666666666,1.0,,0.2,0.5,0.6,,,,,,1.0,1.0,1.0,3.0,,,1.0,1.0,,1.0,,0.6,,,,0.6666666666666666,,1.0,1.0,2.0,2.0,,,1.0,1.0,,,1.0,,,,True,,,,,,,,,,,,,,,,,,
