EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGA,PenaltyArc3FGA,PenaltyFG3A,Corner3Assists,FTDefRebounds,SelfOReb,LostBallTurnovers,Travels,PenaltyTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,HeaveAttempts,Fg3aBlocked,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,StepOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,on,Corner3PctBlocked
1626184,1610612752,Chasson Randle,Chasson Randle,1626184,NYK,5151.0,86,-17.0,172,173,34,57,13,345,6,13,2.0,2.0,2.0,3.0,2.0,3,1.0,2.0,9.0,8,17,2.0,9.0,13,35,203,2.0,2.0,1.0,5.0,3.0,4.0,4.0,10.0,2,14.0,3.0,3.0,4.0,9.0,2.0,3.0,11.0,3.0,14.0,3.0,4.0,1.0,6.0,31.0,2,1.0,1.0,3,4,7,4,11,2,1,1.0,1,1.0,1,2.0,1.0,3,1.0,8,1.0,13,2.0,10,1.0,14,3.0,7.0,1.0,10.0,34,0.125,0.16666666666666666,0.5,0.2222222222222222,0.2222222222222222,0.47058823529411764,1.0,0.75,0.4230769230769231,1.0,0.75,0.5645161290322581,1.25,1.0,0.34615384615384615,0.17647058823529413,0.23076923076923078,18.279569892473116,0.3333333333333333,0.2,0.08888888888888889,0.022727272727272728,0.0967741935483871,0.07692307692307693,0.09210526315789473,0.04285714285714286,0.0625,0.08695652173913043,0.15789473684210525,0.08333333333333333,0.07692307692307693,0.2,0.5,0.46153846153846156,0.6,0.16666666666666666,0.11538461538461539,0.6666666666666666,0.6666666666666666,0.038461538461538464,0.34615384615384615,0.2222222222222222,0.2222222222222222,0.5,1.0,1.0,0.75,0.6666666666666666,0.8461538461538461,0.2222222222222222,0.5154403846153847,0.77145,0.6017,0.25806451612903225,0.3333333333333333,0.1,0.14285714285714285,0.2857142857142857,3.694117647058824,25.577777777777776,0.19767441860465115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626195,1610612752,Willy Hernangomez,Willy Hernangomez,1626195,NYK,33460.0,558,-26.0,1131,1125,244,225,127,2256,86,138,20.0,36.0,18.0,30.0,16.0,39,18.0,,3.0,108,195,,4.0,31,247,1245,20.0,40.0,6.0,46.0,24.0,45.0,7.0,55.0,146,70.0,,,30.0,3.0,,14.0,30.0,14.0,44.0,10.0,15.0,8.0,7.0,102.0,8,47.0,3.0,41,69,130,58,188,20,16,4.0,30,3.0,20,17.0,2.0,47,2.0,23,7.0,57,8.0,58,,43,8.0,24.0,,55.0,244,0.6759259259259259,0.7849462365591398,,,,0.5538461538461539,0.5,0.5333333333333333,0.542713567839196,0.5,0.5,0.5691244239631337,0.5348837209302325,0.5092592592592593,0.020100502512562814,0.07179487179487179,0.08695652173913043,20.6598586017282,0.6382978723404256,0.13636363636363635,0.19436619718309858,0.13165266106442577,0.205,0.04938271604938271,0.1981981981981982,0.10597302504816955,0.1732283464566929,0.03937007874015748,0.18604651162790697,0.19230769230769232,0.2108843537414966,0.18867924528301888,0.6934673366834171,0.6231884057971014,0.6825396825396826,0.686046511627907,0.19597989949748743,0.41025641025641024,0.43243243243243246,0.09045226130653267,0.01507537688442211,,,,0.9,0.5555555555555556,0.625,0.6,0.7135678391959799,,0.5485840909090908,0.5290621621621622,0.526131914893617,0.11162790697674418,0.11374407582938388,,0.1862348178137652,0.22267206477732793,4.057948717948717,27.575000000000003,0.21573828470380194,6.0,1.0,3.0,3.0,4.0,20.0,7.0,10.0,4.0,6.0,3.0,5.0,1.0,12.0,1.0,2.0,21.0,19.0,2.0,21.0,16.0,2.0,4.0,1.0,0.05128205128205128,0.46511627906976744,0.1111111111111111,0.10655737704918032,0.08571428571428572,0.21518987341772153,0.09333333333333334,0.7619047619047619,0.5625,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.005025125628140704,0.15,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627758,1610612752,Ron Baker,Ron Baker,1627758,NYK,19474.0,325,-23.0,635,642,163,117,63,1277,19,35,2.0,3.0,8.0,14.0,1.0,8,7.0,7.0,21.0,23,50,9.0,32.0,10,83,689,3.0,4.0,,6.0,9.0,15.0,3.0,24.0,20,26.0,27.0,,2.0,20.0,7.0,5.0,32.0,13.0,45.0,9.0,21.0,8.0,3.0,103.0,1,6.0,,14,15,29,7,36,13,7,6.0,12,2.0,7,5.0,1.0,17,1.0,16,,27,1.0,24,1.0,15,2.0,5.0,1.0,24.0,163,0.43478260869565216,0.45454545454545453,1.0,0.28125,0.2903225806451613,0.46,0.75,0.6,0.4451219512195122,0.6,0.4772727272727273,0.4715909090909091,0.6,0.5,0.3902439024390244,0.1,0.14285714285714285,14.809590973201693,0.7058823529411765,,0.08064516129032258,0.03278688524590164,0.10294117647058823,0.008403361344537815,0.09006211180124224,0.023178807947019868,0.057971014492753624,0.01020408163265306,0.09183673469387756,0.09090909090909091,0.11224489795918367,0.07894736842105263,0.4268292682926829,0.5428571428571428,0.6333333333333333,0.42105263157894735,0.0975609756097561,0.125,0.125,0.08536585365853659,0.25609756097560976,0.3333333333333333,0.35,1.0,0.6,0.6666666666666666,0.6363636363636364,0.5714285714285714,0.8170731707317073,0.35,0.5400575949367089,0.6256125,0.5718125,0.06976744186046512,0.09433962264150944,0.030303030303030304,0.07228915662650602,0.2891566265060241,5.438000000000001,25.30625000000001,0.2566929133858268,3.0,11.0,6.0,7.0,4.0,,2.0,5.0,,5.0,,1.0,1.0,1.0,4.0,2.0,3.0,3.0,,3.0,2.0,,1.0,1.0,,,,0.044444444444444446,,0.045454545454545456,0.047619047619047616,0.6666666666666666,1.0,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.13414634146341464,,0.2727272727272727,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.03125,0.047619047619047616,0.18181818181818182,0.18181818181818182,1.0,0.2,0.045454545454545456,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,True,
203200,1610612752,Justin Holiday,Justin Holiday,203200,NYK,44249.0,737,24.0,1479,1465,307,282,175,2944,29,43,2.0,4.0,6.0,11.0,9.0,16,43.0,20.0,66.0,58,102,38.0,107.0,32,262,1577,5.0,8.0,2.0,21.0,7.0,20.0,13.0,57.0,94,22.0,114.0,,,63.0,20.0,6.0,35.0,13.0,48.0,9.0,21.0,3.0,11.0,109.0,3,5.0,,48,42,95,8,103,28,22,6.0,24,7.0,17,11.0,1.0,35,,23,1.0,57,5.0,29,2.0,37,1.0,12.0,2.0,55.0,304,0.8103448275862069,0.8103448275862069,1.0,0.35514018691588783,0.36538461538461536,0.5686274509803921,0.625,0.35,0.5502392344497608,0.5277777777777778,0.5,0.577433628318584,0.5526315789473685,0.5490196078431373,0.5119617224880383,0.058823529411764705,0.11627906976744186,15.485407980941037,0.6857142857142857,,0.09699769053117784,0.011363636363636364,0.1702127659574468,0.011811023622047244,0.1258741258741259,0.011527377521613832,0.018518518518518517,0.01485148514851485,0.07614213197969544,0.12173913043478261,0.15714285714285714,0.20833333333333334,0.20574162679425836,0.6744186046511628,0.7631578947368421,0.8275862068965517,0.07655502392344497,0.5625,0.6,0.20574162679425836,0.3157894736842105,0.30303030303030304,0.3076923076923077,1.0,0.2222222222222222,0.5,0.25,0.5454545454545454,0.7177033492822966,0.31746031746031744,0.5309475728155341,0.5343035714285714,0.5287926829268295,0.06306306306306306,0.10619469026548672,0.01834862385321101,0.08015267175572519,0.21755725190839695,9.890196078431375,25.67383177570093,0.20757268424611225,20.0,41.0,18.0,24.0,4.0,5.0,2.0,7.0,,3.0,1.0,1.0,2.0,2.0,2.0,4.0,17.0,11.0,3.0,17.0,11.0,,7.0,2.0,0.0625,0.10416666666666667,0.01639344262295082,,,0.10743801652892562,0.019417475728155338,0.6470588235294118,0.6666666666666666,0.46511627906976744,0.46511627906976744,0.85,0.19617224880382775,1.0,0.4090909090909091,18.0,3.0,6.0,7.0,10.0,10.0,3.0,1.0,0.4166666666666667,0.009345794392523364,0.015151515151515152,0.43902439024390244,0.43902439024390244,1.0,0.16666666666666666,0.13636363636363635,0.3888888888888889,2.0,3.0,1.0,7.0,3.0,1.0,1.0,3.0,0.3,0.6666666666666666,1.0,0.3888888888888889,0.14285714285714285,1.0,0.5,,,,,,,,,,True,
204001,1610612752,Kristaps Porzingis,Kristaps Porzingis,204001,NYK,129865.0,2164,-99.0,4345,4321,829,800,513,8666,151,222,36.0,63.0,29.0,40.0,104.0,260,189.0,96.0,278.0,331,671,112.0,314.0,198,1196,4796,43.0,97.0,24.0,137.0,50.0,105.0,55.0,197.0,442,220.0,330.0,6.0,52.0,278.0,96.0,31.0,58.0,39.0,97.0,27.0,24.0,13.0,21.0,233.0,35,73.0,3.0,124,202,364,111,475,47,33,14.0,63,11.0,30,56.0,12.0,119,6.0,145,4.0,244,20.0,219,1.0,251,27.0,115.0,2.0,197.0,820,0.6676737160120846,0.7245901639344262,0.9821428571428571,0.35668789808917195,0.35668789808917195,0.4932935916542474,0.44329896907216493,0.47619047619047616,0.5065989847715736,0.4708333333333333,0.45806451612903226,0.5439560439560439,0.5074074074074074,0.5157894736842106,0.3187817258883249,0.046199701937406856,0.07207207207207207,24.51417004048583,0.5294117647058824,0.033707865168539325,0.15040953090096798,0.05097765363128492,0.1561712846347607,0.051775147928994084,0.1525503041647169,0.051233396584440226,0.060851926977687626,0.04779411764705882,0.12033898305084746,0.18461538461538463,0.15798045602605862,0.15,0.22538071065989848,0.6801801801801802,0.7330097087378641,0.7152317880794702,0.2639593908629442,0.4,0.41935483870967744,0.1918781725888325,0.28223350253807106,0.34532374100719426,0.34532374100719426,0.9791666666666666,0.525,0.5714285714285714,0.25806451612903225,0.725,0.5441624365482234,0.34532374100719426,0.5080988832487313,0.5571057291666669,0.5072135483870966,0.10883720930232559,0.15151515151515152,0.006329113924050633,0.11454849498327759,0.16471571906354515,8.874515648286138,25.283439490445847,0.1907940161104718,76.0,36.0,44.0,50.0,12.0,38.0,23.0,33.0,6.0,20.0,4.0,14.0,,18.0,8.0,17.0,126.0,98.0,27.0,129.0,85.0,4.0,16.0,13.0,0.046153846153846156,0.3275862068965517,0.058426966292134834,0.03441295546558704,0.06818181818181818,0.162534435261708,0.045364891518737675,0.6589147286821705,0.5769230769230769,0.4021164021164021,0.40860215053763443,0.6973684210526315,0.03654822335025381,0.1388888888888889,0.2838709677419355,16.0,4.0,6.0,12.0,23.0,14.0,,,0.28,,,0.4444444444444444,0.4444444444444444,1.0,0.03333333333333333,0.03870967741935484,0.2727272727272727,2.0,2.0,7.0,19.0,9.0,2.0,9.0,1.0,0.391304347826087,0.5,1.0,0.15833333333333333,0.3684210526315789,0.8571428571428571,0.3333333333333333,1.0,3.0,1.0,2.0,2.0,2.0,8.0,0.015873015873015872,,True,
2546,1610612752,Carmelo Anthony,Carmelo Anthony,2546,NYK,82472.0,1375,-108.0,2768,2740,543,537,334,5508,54,97,14.0,26.0,13.0,27.0,50.0,121,237.0,67.0,188.0,208,455,77.0,214.0,140,787,3122,28.0,47.0,16.0,117.0,38.0,85.0,48.0,166.0,144,272.0,195.0,36.0,24.0,187.0,67.0,22.0,79.0,45.0,124.0,29.0,34.0,27.0,18.0,293.0,4,28.0,,74,127,211,32,243,33,18,15.0,43,11.0,25,38.0,7.0,81,7.0,41,,96,9.0,127,1.0,163,12.0,68.0,2.0,162.0,534,0.34615384615384615,0.3673469387755102,0.8441558441558441,0.3598130841121495,0.3615023474178404,0.45714285714285713,0.5957446808510638,0.4470588235294118,0.48355754857997013,0.6917808219178082,0.4154929577464789,0.5264227642276422,0.725,0.4823529411764706,0.31988041853512705,0.04835164835164835,0.12371134020618557,25.876777251184834,0.5308641975308642,,0.14580941446613088,0.029136316337148804,0.15778251599147122,0.009685230024213076,0.15,0.023289665211062592,0.05970149253731343,0.012048192771084338,0.13812154696132597,0.14942528735632185,0.15968586387434555,0.14942528735632185,0.14499252615844543,0.5567010309278351,0.6352941176470588,0.37037037037037035,0.18086696562032886,0.4132231404958678,0.4424778761061947,0.3542600896860987,0.28101644245142005,0.35638297872340424,0.35638297872340424,0.835820895522388,0.3561643835616438,0.5384615384615384,0.19014084507042253,0.48148148148148145,0.4648729446935725,0.3582887700534759,0.4690967065868263,0.51718,0.46651879432624127,0.09628610729023383,0.13307240704500978,0.009259259259259259,0.14866581956797967,0.21092757306226176,12.47098901098901,25.462149532710278,0.19617052023121387,104.0,26.0,52.0,57.0,16.0,10.0,14.0,18.0,5.0,10.0,,12.0,,1.0,,11.0,14.0,11.0,3.0,15.0,7.0,,8.0,7.0,0.06611570247933884,0.14925373134328357,0.02348993288590604,0.003048780487804878,,0.1532258064516129,0.03954802259887006,0.4666666666666667,0.24,0.4388185654008439,0.4425531914893617,0.38461538461538464,0.03886397608370702,0.07142857142857142,0.36619718309859156,10.0,2.0,5.0,12.0,26.0,14.0,1.0,,0.24561403508771928,,,0.38461538461538464,0.38461538461538464,0.9,0.0273972602739726,0.035211267605633804,0.23076923076923078,1.0,2.0,14.0,24.0,15.0,1.0,11.0,,0.5769230769230769,0.5,1.0,0.3287671232876712,0.5833333333333334,1.0,0.4,,1.0,1.0,,,,,0.008438818565400843,,True,
1627851,1610612752,Mindaugas Kuzminskas,Mindaugas Kuzminskas,1627851,NYK,19851.0,331,46.0,678,667,129,123,82,1345,25,45,3.0,8.0,5.0,8.0,2.0,7,3.0,13.0,38.0,28,55,19.0,51.0,27,140,686,3.0,8.0,9.0,21.0,5.0,9.0,10.0,29.0,34,22.0,54.0,3.0,6.0,38.0,13.0,12.0,20.0,12.0,32.0,8.0,12.0,1.0,7.0,76.0,4,7.0,2.0,11,18,29,13,42,9,4,5.0,11,4.0,5,12.0,1.0,23,3.0,13,,29,2.0,25,,31,,13.0,,29.0,129,0.6071428571428571,0.68,0.9473684210526315,0.37254901960784315,0.37254901960784315,0.509090909090909,0.375,0.5555555555555556,0.5330188679245284,0.46153846153846156,0.5277777777777778,0.5737704918032787,0.5833333333333334,0.6041666666666666,0.4811320754716981,0.21818181818181817,0.24444444444444444,18.78238341968912,0.4782608695652174,0.18181818181818182,0.08450704225352113,0.03626943005181347,0.08943089430894309,0.032520325203252036,0.08630952380952381,0.03481012658227848,0.06493506493506493,0.02,0.09803921568627451,0.0967741935483871,0.10526315789473684,0.06382978723404255,0.42452830188679247,0.5555555555555556,0.7352941176470589,0.68,0.0660377358490566,0.2857142857142857,0.2857142857142857,0.02830188679245283,0.3584905660377358,0.34210526315789475,0.34210526315789475,0.9230769230769231,0.6153846153846154,0.375,0.4444444444444444,0.625,0.9056603773584906,0.34210526315789475,0.5702570754716982,0.6186625000000001,0.5543638888888889,0.1092436974789916,0.19117647058823528,,0.15,0.20714285714285716,2.938181818181818,25.0078431372549,0.1902654867256637,1.0,13.0,7.0,9.0,4.0,,3.0,6.0,3.0,4.0,,3.0,,1.0,,3.0,2.0,2.0,,3.0,1.0,,2.0,3.0,,,0.03571428571428571,,0.08695652173913043,0.04081632653061224,0.06521739130434782,0.3333333333333333,,0.3333333333333333,0.5,,0.12264150943396226,,0.3888888888888889,6.0,2.0,2.0,2.0,5.0,3.0,,,0.3333333333333333,,,0.46153846153846156,0.46153846153846156,1.0,0.15384615384615385,0.1111111111111111,0.2857142857142857,1.0,1.0,1.0,3.0,2.0,1.0,,,0.4,0.5,1.0,0.23076923076923078,0.3333333333333333,1.0,0.5,,1.0,1.0,,,,,0.3333333333333333,,True,
201584,1610612752,Courtney Lee,Courtney Lee,201584,NYK,85850.0,1431,-137.0,2856,2845,573,505,329,5701,34,64,2.0,7.0,6.0,10.0,30.0,65,111.0,32.0,82.0,114,240,63.0,145.0,43,460,3234,10.0,26.0,3.0,56.0,15.0,29.0,16.0,76.0,120,108.0,165.0,24.0,2.0,82.0,32.0,9.0,81.0,36.0,117.0,23.0,41.0,18.0,22.0,270.0,12,17.0,,49,72,123,29,152,44,33,11.0,26,12.0,18,19.0,2.0,45,4.0,51,5.0,89,2.0,41,,49,6.0,18.0,1.0,74.0,568,0.5263157894736842,0.5309734513274337,0.873015873015873,0.43448275862068964,0.43448275862068964,0.475,0.38461538461538464,0.5172413793103449,0.5415584415584416,0.5520833333333334,0.5660377358490566,0.5654320987654321,0.56,0.6129032258064516,0.37662337662337664,0.0375,0.109375,13.88888888888889,0.5777777777777777,,0.08314087759815242,0.017189079878665317,0.0945945945945946,0.029411764705882353,0.08742774566473989,0.020758768790264854,0.017699115044247787,0.03323262839879154,0.049315068493150684,0.06563706563706563,0.0951219512195122,0.09259259259259259,0.16623376623376623,0.53125,0.5964912280701754,0.47058823529411764,0.16883116883116883,0.46153846153846156,0.46875,0.2883116883116883,0.21298701298701297,0.3902439024390244,0.3902439024390244,0.84375,0.14583333333333334,0.2857142857142857,0.18867924528301888,0.6,0.5428571428571428,0.3902439024390244,0.4984875324675325,0.512512857142857,0.49329433962264146,0.04773869346733668,0.07142857142857142,0.00684931506849315,0.12173913043478261,0.16521739130434782,11.072916666666663,24.493793103448276,0.20063025210084034,50.0,63.0,17.0,24.0,13.0,2.0,7.0,8.0,3.0,8.0,,,1.0,3.0,1.0,7.0,11.0,6.0,3.0,12.0,7.0,,6.0,6.0,0.015384615384615385,0.030303030303030304,0.006309148264984227,0.02702702702702703,0.012987012987012988,0.15289256198347106,0.03608247422680412,0.5833333333333334,0.5666666666666667,0.45045045045045046,0.45454545454545453,0.54,0.16363636363636364,,0.32075471698113206,31.0,8.0,7.0,8.0,22.0,10.0,,,0.4166666666666667,,,0.49206349206349204,0.49206349206349204,0.9032258064516129,0.16666666666666666,0.1320754716981132,0.47058823529411764,5.0,2.0,6.0,14.0,11.0,1.0,2.0,2.0,0.5,0.625,0.8,0.2916666666666667,0.42857142857142855,0.8333333333333334,0.2857142857142857,,1.0,1.0,,,,1.0,0.009009009009009009,,True,
2756,1610612752,Sasha Vujacic,Sasha Vujacic,2756,NYK,11617.0,194,4.0,391,395,68,89,44,786,1,6,,,,1.0,1.0,2,22.0,7.0,29.0,9,30,9.0,35.0,2,47,406,1.0,2.0,,2.0,1.0,3.0,,11.0,12,6.0,24.0,3.0,,28.0,7.0,,14.0,6.0,20.0,6.0,6.0,3.0,5.0,46.0,2,2.0,,15,15,31,4,35,4,3,1.0,2,,1,4.0,1.0,6,,2,1.0,13,,3,,3,,,1.0,11.0,68,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.2571428571428571,0.2647058823529412,0.3,0.5,0.3333333333333333,0.34615384615384615,0.25,0.4583333333333333,0.35384615384615387,0.25,0.4583333333333333,0.5384615384615384,,,16.099773242630384,0.3333333333333333,,0.11904761904761904,0.015151515151515152,0.189873417721519,0.03125,0.14634146341463414,0.02040816326530612,,0.041666666666666664,0.15,,0.18333333333333332,0.21052631578947367,0.09230769230769231,0.16666666666666666,0.16666666666666666,,0.03076923076923077,0.5,0.5,0.3384615384615385,0.4461538461538462,0.2413793103448276,0.2413793103448276,0.8571428571428571,,,0.08333333333333333,,0.6307692307692307,0.25,0.48835468750000005,0.47052499999999997,0.5095772727272727,0.015384615384615385,,0.02857142857142857,0.0425531914893617,0.23404255319148937,14.996666666666666,25.445714285714285,0.17391304347826086,7.0,6.0,6.0,9.0,,1.0,,1.0,,3.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,2.0,,,0.07142857142857142,0.023809523809523808,0.019230769230769232,,0.1875,,,,0.3181818181818182,0.3181818181818182,0.8571428571428571,0.09230769230769231,,0.5,2.0,,3.0,2.0,2.0,3.0,1.0,,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,1.0,,0.25,0.3333333333333333,,1.0,,2.0,,1.0,2.0,,,,,0.5,,,0.3333333333333333,,,,,,,,,1.0,True,
202498,1610612752,Lance Thomas,Lance Thomas,202498,NYK,23220.0,387,-50.0,772,770,125,138,88,1542,7,18,3.0,5.0,2.0,4.0,2.0,11,19.0,11.0,23.0,17,48,16.0,36.0,20,102,830,4.0,7.0,7.0,15.0,4.0,10.0,9.0,26.0,20,14.0,45.0,3.0,4.0,23.0,11.0,8.0,11.0,4.0,15.0,2.0,4.0,4.0,3.0,34.0,2,9.0,1.0,20,23,46,12,58,11,6,5.0,5,1.0,4,4.0,,9,2.0,10,,30,1.0,20,2.0,22,,7.0,2.0,26.0,124,0.5882352941176471,0.6666666666666666,0.9375,0.4444444444444444,0.4444444444444444,0.3541666666666667,0.5714285714285714,0.4,0.4880952380952381,0.4,0.53125,0.5425531914893617,0.5769230769230769,0.65,0.42857142857142855,0.16666666666666666,0.3888888888888889,11.907514450867051,0.5555555555555556,0.05263157894736842,0.09871244635193133,0.03474903474903475,0.12195121951219512,0.015748031496062992,0.10831234256926953,0.02849740932642487,0.012345679012345678,0.019230769230769232,0.05737704918032787,0.11475409836065574,0.11538461538461539,0.14705882352941177,0.21428571428571427,0.3888888888888889,0.6363636363636364,0.14285714285714285,0.13095238095238096,0.18181818181818182,0.2,0.2261904761904762,0.27380952380952384,0.4782608695652174,0.4782608695652174,0.9090909090909091,0.5,0.6,0.25,0.5,0.6428571428571429,0.4782608695652174,0.5031113095238094,0.5413388888888889,0.4851312499999999,0.0967741935483871,0.12727272727272726,0.05263157894736842,0.14705882352941177,0.2549019607843137,9.875,24.53333333333334,0.16191709844559585,8.0,13.0,5.0,6.0,2.0,3.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,,4.0,1.0,0.09090909090909091,0.15789473684210525,0.07608695652173914,0.011627906976744186,,0.18,0.046511627906976744,1.0,1.0,0.42105263157894735,0.42105263157894735,0.875,0.15476190476190477,,0.3125,5.0,,1.0,2.0,3.0,3.0,,,0.5,,,0.38461538461538464,0.38461538461538464,1.0,,0.0625,0.4,,1.0,,3.0,,,,,,,,0.3,,,1.0,,,,,,,,,,True,
