EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FtPoints,PenaltyFtPoints,Corner3Assists,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnoverPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,LostBallSteals,BlockedLongMidRange,DefensiveGoaltends,PenaltyFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,ShortMidRangeAssists,Travels,BlockingFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,SelfOReb,Loose Ball Fouls,SelfORebPct,Blocked3s,BlockedArc3,PenaltyCorner3FGA,PenaltyCorner3Frequency,on,BlockingFouls,Charge Fouls Drawn,3SecondViolations,OffCorner3ReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,Fg3aBlocked,Clear Path Fouls,Offensive Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,HeaveMakes
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,2021.0,34,-6,68,66,32.0,26.0,13.0,134,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,8.0,1.0,3.0,11.0,69,2.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,4.0,1.0,1.0,6.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,32.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.4,0.5,0.4,0.2727272727272727,0.25,0.2,0.5,14.634146341463415,0.5,0.3333333333333333,0.07142857142857142,0.08,0.36363636363636365,0.2,0.05555555555555555,0.1111111111111111,0.09090909090909091,0.25,0.3,1.0,0.45454545454545453,0.6,0.75,0.6666666666666666,0.18181818181818182,0.5,1.0,0.09090909090909091,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,0.2,0.7272727272727273,0.3333333333333333,0.5841181818181819,0.5216200000000001,0.36363636363636365,4.2125,26.0,0.47058823529411764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1627362,1610612744,Briante Weber,Briante Weber,1627362,GSW,1494.0,25,-3,51,51,20.0,12.0,7.0,102,2.0,3.0,2.0,3.0,,1.0,2.0,,2.0,1.0,2.0,6.0,,2.0,6.0,50,2.0,3.0,1.0,6.0,,4.0,,2.0,,1.0,1.0,3.0,4.0,2.0,,11.0,,,2.0,1.0,,3.0,,3.0,2.0,2.0,,2.0,1.0,,2.0,,6.0,20.0,,,,,,0.3333333333333333,0.6666666666666666,0.25,0.5,0.3333333333333333,0.6,0.25,0.16666666666666666,0.3333333333333333,,18.64406779661017,,,0.125,,0.2222222222222222,0.17647058823529413,,,,0.3333333333333333,0.25,,0.375,0.6666666666666666,1.0,,0.125,,,0.25,0.25,,,,0.75,0.6666666666666666,0.25,0.625,,0.48095,0.5877125,1.0,9.433333333333334,25.7,0.39215686274509803,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1627745,1610612744,Damian Jones,Damian Jones,1627745,GSW,5105.0,85,-28,171,171,69.0,38.0,23.0,342,7.0,9.0,3.0,4.0,,,7.0,,,,8.0,16.0,,,19.0,184,3.0,5.0,,6.0,12.0,4.0,,,,1.0,,,,,,,7.0,,,9.0,5.0,14.0,9.0,23.0,1.0,1.0,6.0,6.0,1.0,8.0,15.0,,6.0,69.0,0.75,0.8571428571428571,,,,0.5,0.6,0.5,0.6,0.4523809523809524,0.375,,0.0625,0.1111111111111111,,13.775510204081632,0.8333333333333334,,0.23684210526315788,0.125,,0.13846153846153847,0.1125,0.23529411764705882,0.04,0.15384615384615385,,,0.5625,0.7777777777777778,0.875,0.7142857142857143,,,,0.4375,,,,,0.8,0.75,,0.5625,,0.5654250000000001,0.62822,0.3157894736842105,8.39375,,0.40350877192982454,3.0,,,,,,,,6.0,10.0,,4.0,1.0,,1.0,,0.2,0.2,3.0,3.0,1.0,3.0,4.0,3.0,9.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,3.0,4.0,3.0,0.75,0.75,0.6428571428571429,0.08333333333333333,0.14285714285714285,0.1,0.23076923076923078,0.3333333333333333,0.75,0.14285714285714285,0.14285714285714285,1.0,0.75,1.0,0.6666666666666666,0.5161666666666667,0.47368421052631576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1627775,1610612744,Patrick McCaw,Patrick McCaw,1627775,GSW,4681.0,78,-17,158,158,65.0,38.0,21.0,316,6.0,10.0,4.0,4.0,1.0,3.0,4.0,3.0,9.0,4.0,7.0,17.0,5.0,13.0,31.0,164,4.0,7.0,4.0,14.0,4.0,10.0,15.0,9.0,3.0,,3.0,,3.0,,3.0,6.0,1.0,,4.0,1.0,,5.0,1.0,6.0,2.0,1.0,1.0,4.0,,2.0,2.0,,14.0,65.0,0.2857142857142857,0.2857142857142857,1.0,0.38461538461538464,0.38461538461538464,0.4117647058823529,0.5714285714285714,0.48333333333333334,0.6363636363636364,0.5166666666666667,0.6363636363636364,0.43333333333333335,,,,18.784530386740332,,,0.02857142857142857,0.018518518518518517,0.16,0.08333333333333333,0.013513513513513514,,,0.08333333333333333,0.14285714285714285,0.25,0.3333333333333333,0.6,0.6,0.3333333333333333,0.1,0.3333333333333333,0.3333333333333333,0.13333333333333333,0.3,0.3333333333333333,0.3333333333333333,1.0,0.36363636363636365,1.0,0.36363636363636365,0.7666666666666667,0.3333333333333333,0.5524283333333334,0.5470363636363637,0.45161290322580644,6.7294117647058815,24.976923076923075,0.41139240506329117,2.0,,,,3.0,3.0,,,6.0,2.0,2.0,2.0,,,,0.75,0.06666666666666667,0.11764705882352941,,1.0,,,1.0,,,,,1.0,,,,3.0,2.0,,3.0,1.0,,,,,0.07142857142857142,,,,0.3333333333333333,,,,0.5,,,0.582425,,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.13333333333333333,0.5,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
203546,1610612744,Ian Clark,Ian Clark,203546,GSW,4814.0,80,-23,161,161,69.0,38.0,23.0,322,3.0,7.0,2.0,3.0,8.0,11.0,12.0,3.0,11.0,6.0,18.0,30.0,3.0,12.0,48.0,170,8.0,11.0,6.0,22.0,16.0,20.0,9.0,11.0,3.0,3.0,6.0,2.0,8.0,1.0,3.0,18.0,,,6.0,2.0,,8.0,,8.0,6.0,6.0,2.0,6.0,5.0,2.0,4.0,,22.0,69.0,0.4444444444444444,0.4444444444444444,1.0,0.25,0.25,0.6,0.7272727272727273,0.5357142857142857,0.5588235294117647,0.5454545454545454,0.5789473684210527,0.2857142857142857,0.1,0.2857142857142857,0.09090909090909091,26.881720430107524,,,0.05555555555555555,,0.24,0.13114754098360656,,,,,0.22727272727272727,0.3333333333333333,0.16666666666666666,0.42857142857142855,0.6,0.3333333333333333,0.2619047619047619,0.7272727272727273,0.8,0.2857142857142857,0.2619047619047619,0.2727272727272727,0.2727272727272727,1.0,0.17647058823529413,0.6666666666666666,0.35294117647058826,0.4523809523809524,0.2727272727272727,0.45055357142857133,0.4366823529411765,0.4583333333333333,11.473333333333334,25.816666666666663,0.42857142857142855,3.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,10.0,7.0,3.0,3.0,2.0,,2.0,0.6666666666666666,0.07142857142857142,0.1,,1.0,7.0,1.0,2.0,1.0,6.0,,,,,1.0,,,,,,,0.5,0.5,0.5,,,,,0.18181818181818182,,0.5833333333333334,0.5833333333333334,0.5714285714285714,0.2,,,0.42651249999999996,0.125,,1.0,,1.0,3.0,1.0,,,,0.16666666666666666,0.023809523809523808,,,,,0.16666666666666666,1.0,3.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.375,0.6,0.3333333333333333,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
201142,1610612744,Kevin Durant,Kevin Durant,201142,GSW,305.0,5,1,11,10,5.0,,,21,,,,,,,1.0,,1.0,,,1.0,,1.0,,8,,,,,,,,1.0,,,,1.0,1.0,1.0,,3.0,,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,5.0,,,,,,,,,,,,0.5,,,,27.272727272727273,,,,,0.3333333333333333,0.14285714285714285,,,,,0.3333333333333333,,,,,,,,,0.5,0.5,,,,,,,0.5,,0.435475,,,20.4,26.3,0.45454545454545453,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2738,1610612744,Andre Iguodala,Andre Iguodala,2738,GSW,376.0,6,-6,13,13,3.0,,,26,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,20,,,1.0,3.0,,,,1.0,1.0,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,1.0,,,,,3.0,3.0,,,,1.0,1.0,,,0.75,1.5,0.75,1.5,0.5,,,,23.076923076923077,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,1.0,,,,1.0,0.5,1.0,0.44005,0.4725,1.0,19.8,25.9,0.23076923076923078,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
203949,1610612744,James Michael McAdoo,James Michael McAdoo,203949,GSW,2381.0,40,-18,79,79,36.0,19.0,13.0,158,2.0,4.0,1.0,1.0,,2.0,5.0,,,,3.0,11.0,,,8.0,93,2.0,4.0,,4.0,4.0,2.0,,,,3.0,5.0,1.0,6.0,1.0,1.0,13.0,2.0,,1.0,3.0,,4.0,2.0,6.0,3.0,2.0,,2.0,1.0,2.0,3.0,,4.0,36.0,0.6666666666666666,0.6666666666666666,,,,0.2727272727272727,0.5,0.2727272727272727,0.5,0.3076923076923077,0.5,,0.2727272727272727,0.25,1.0,16.129032258064516,,,0.17647058823529413,0.06896551724137931,0.09090909090909091,0.14285714285714285,0.05128205128205128,,0.07692307692307693,0.3333333333333333,0.1111111111111111,,0.36363636363636365,0.5,0.6666666666666666,0.5,0.18181818181818182,,,0.45454545454545453,,,,,0.25,1.0,,0.36363636363636365,,0.45787272727272726,0.528025,0.5,9.327272727272728,,0.45569620253164556,2.0,,,1.0,2.0,,2.0,,3.0,4.0,,2.0,,1.0,,1.0,0.15384615384615385,0.15384615384615385,,,1.0,,2.0,2.0,2.0,,,,,,,2.0,2.0,,2.0,,,,0.3333333333333333,,0.1,,,0.2,,0.2,0.2,1.0,,,,0.3706,0.25,,,,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,719.0,12,-9,24,25,6.0,,2.0,49,,,,,,1.0,,1.0,2.0,1.0,,1.0,2.0,3.0,8.0,27,,1.0,1.0,,,,3.0,2.0,1.0,,,1.0,1.0,1.0,,3.0,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,6.0,,,0.5,0.6666666666666666,0.6666666666666666,,,0.75,,0.8,,0.75,,,,23.076923076923077,,,,,0.25,0.1,,,,,0.3333333333333333,,,,,,0.25,,,,0.5,0.5,0.5,1.0,,,0.5,0.75,0.5,0.524025,0.46005,,13.0,25.266666666666666,0.25,2.0,,,,,,,,1.0,2.0,,1.0,,,,,0.2,0.5,,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.25,1.0,1.0,,,,,,,,,0.25,1.0,1.0,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
201580,1610612744,JaVale McGee,JaVale McGee,201580,GSW,364.0,6,1,13,13,13.0,,1.0,26,1.0,1.0,1.0,1.0,,2.0,,,,,1.0,3.0,,,2.0,9,1.0,3.0,,2.0,,2.0,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,2.0,13.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,21.428571428571427,,,,0.3333333333333333,,,0.2,,,,,,0.3333333333333333,1.0,1.0,,0.6666666666666666,,,,,,,,0.3333333333333333,1.0,,0.3333333333333333,,0.5032666666666666,0.5032666666666666,1.0,7.133333333333333,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,2.0,2.0,,,,,,,,,,,1.0,1.0,1.0,,0.5,,,,,,,,1.0,1.0,,0.8917,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
