EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked2s,BlockedAtRim,Blocks,ShortMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,FtPoints,SecondChanceFG3A,PtsAssisted2s,SelfOReb,Steals,BadPassSteals,LostBallTurnovers,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctBlocked,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,SecondChanceCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,Corner3FGM,Arc3FGM,FG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,DeadBallTurnovers,Travels,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,SecondChanceFg3Pct,PenaltyFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctAssisted,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,PenaltyCorner3FGM,PenaltyCorner3FGA,BlockingFouls,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGM,SecondChanceFtPoints,PenaltyFtPoints,Fg3aBlocked,FTOffRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,HeaveAttempts,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange
1626147,1610612755,Justin Anderson,Justin Anderson,1626147,PHI,1399.0,23,-3,46,49,13.0,20.0,7,95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,3.0,2.0,54,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,6.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,13.0,0.25,1.0,1.0,0.14285714285714285,1.0,0.5,0.14285714285714285,1.0,0.5,0.42857142857142855,0.25,1.0,14.814814814814813,1.0,0.5,0.3076923076923077,0.1,0.1111111111111111,0.22727272727272727,0.043478260869565216,0.25,0.2,0.4,0.3333333333333333,0.14285714285714285,0.14285714285714285,1.0,1.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,1.0,1.0,0.5,1.0,0.5,0.5714285714285714,0.45285000000000003,0.8792,0.685675,1.0,1.0,10.45,27.933333333333337,0.2826086956521739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626158,1610612755,Richaun Holmes,Richaun Holmes,1626158,PHI,286.0,5,-6,8,9,,9.0,1,17,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627789,1610612755,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,1627789,PHI,1561.0,26,-9,51,54,13.0,28.0,7,105,2.0,4.0,,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,8.0,3.0,8.0,64,,2.0,,2.0,2.0,1.0,4.0,4.0,,2.0,3.0,,,,,2.0,2.0,,,2.0,2.0,4.0,1.0,,1.0,2.0,5.0,3.0,4.0,13.0,0.375,,1.0,0.2727272727272727,,0.6666666666666666,0.3333333333333333,,0.6666666666666666,0.2727272727272727,0.375,0.6666666666666666,22.033898305084747,1.0,,,0.16666666666666666,0.2222222222222222,0.09523809523809523,0.07407407407407407,0.2,,,,0.14285714285714285,0.36363636363636365,0.5,0.6666666666666666,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.3333333333333333,,0.3333333333333333,1.0,0.3333333333333333,0.6363636363636364,0.48345,0.4959,0.5810666666666666,,0.5,4.7250000000000005,24.900000000000002,0.2549019607843137,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.25,0.5,0.2,0.5,0.3333333333333333,1.0,0.09090909090909091,0.3333333333333333,0.08333333333333333,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200771,1610612755,Sergio Rodriguez,Sergio Rodriguez,200771,PHI,1578.0,26,1,53,54,13.0,20.0,7,107,,,,,,,,2.0,5.0,1.0,1.0,2.0,6.0,14.0,56,,,,1.0,1.0,1.0,2.0,,,5.0,,3.0,8.0,2.0,19.0,,3.0,,,3.0,,3.0,,,1.0,,,,2.0,13.0,0.5,,1.0,0.875,,0.5,0.875,,0.5,0.75,,,14.754098360655737,,,,,0.2727272727272727,0.1111111111111111,,,,,,0.3333333333333333,,,,,0.25,0.625,,,,,0.5,0.75,0.5104124999999999,,0.470425,,0.14285714285714285,20.5,25.066666666666666,0.24528301886792453,,,,,1.0,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,0.125,,,,1.0,1.0,3.0,4.0,6.0,6.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.3333333333333333,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202712,1610612755,Justin Harper,Justin Harper,202712,PHI,1879.0,31,-11,64,66,13.0,28.0,8,130,1.0,3.0,1.0,2.0,1.0,1.0,,2.0,7.0,1.0,3.0,5.0,7.0,12.0,75,1.0,2.0,5.0,1.0,1.0,1.0,5.0,,,7.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,,3.0,2.0,5.0,2.0,1.0,4.0,2.0,2.0,,5.0,13.0,0.6,0.5,1.0,0.5,0.625,1.25,0.5,0.625,1.25,0.5833333333333334,0.2,,21.91780821917808,0.5,,0.11764705882352941,0.07142857142857142,0.09090909090909091,0.10714285714285714,0.06666666666666667,0.14285714285714285,,0.14285714285714285,0.25,0.1111111111111111,0.25,0.3333333333333333,0.5,,0.16666666666666666,0.5833333333333334,0.5,0.5,0.5,1.0,0.5,0.8333333333333334,0.4949958333333333,0.505875,0.565225,0.4166666666666667,0.4166666666666667,8.459999999999999,25.64285714285714,0.203125,,,,,,,,2.0,6.0,,,,1.0,,,,,,1.0,1.0,0.3333333333333333,,,,1.0,,,,,,,2.0,,2.0,2.0,6.0,,2.0,1.0,,,,1.0,2.0,,1.0,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,,,,0.2857142857142857,0.2857142857142857,1.0,0.2857142857142857,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0625,0.06666666666666667,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627848,1610612755,Shawn Long,Shawn Long,1627848,PHI,237.0,4,7,9,10,7.0,10.0,1,19,1.0,2.0,,,1.0,2.0,,,,,1.0,2.0,,2.0,6,,,,1.0,2.0,,2.0,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,1.0,2.0,7.0,0.5,,0.5,0.5,,0.5,0.3333333333333333,,0.3333333333333333,,,,30.0,,1.0,1.0,,,0.25,,,,1.0,,,1.0,0.5,0.5,,,,,,1.0,0.5,,1.0,0.76975,,0.76975,,1.0,1.2,,0.7777777777777778,,,,,,,,,2.0,,,,,,,2.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204456,1610612755,T.J. McConnell,T.J. McConnell,204456,PHI,572.0,10,-10,20,21,,9.0,3,41,1.0,3.0,,,,,3.0,,,,3.0,6.0,,6.0,30,,,,,,,,4.0,,,2.0,1.0,1.0,1.0,3.0,2.0,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,0.5,,,0.5,,,0.5,,,,0.3333333333333333,0.3333333333333333,30.434782608695652,1.0,,,0.2857142857142857,,,0.2,0.25,,,,,0.5,0.3333333333333333,0.5,0.5,,,,,,,,0.5,0.47325,,,,,6.733333333333334,,,,,,2.0,,,,,2.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203496,1610612755,Robert Covington,Robert Covington,203496,PHI,699.0,12,-17,26,25,,8.0,2,51,,,,,,,,,4.0,,,,4.0,6.0,34,,,,,,,,,,4.0,,1.0,2.0,,5.0,,,1.0,,1.0,,1.0,4.0,2.0,4.0,,1.0,,,,,,,0.75,,,0.75,,,1.0,,,28.57142857142857,1.0,,0.14285714285714285,,,0.1,,,,0.3333333333333333,,,,,,,,1.0,,,,,,1.0,0.5405625,,,,,,24.975,,1.0,,1.0,,,,,,,,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,2.0,1.0,1.0,,,1.0,,,0.5,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203917,1610612755,Nik Stauskas,Nik Stauskas,203917,PHI,866.0,14,-5,30,30,6.0,8.0,3,60,1.0,1.0,,,,,1.0,,3.0,1.0,2.0,2.0,4.0,10.0,34,,,,,,2.0,3.0,2.0,,3.0,,,,,,,2.0,2.0,,4.0,,4.0,,,1.0,1.0,2.0,,3.0,6.0,1.0,,,0.8333333333333334,,0.75,0.8333333333333334,,0.75,0.6666666666666666,,,20.588235294117645,,,0.25,,0.5,0.3333333333333333,,,1.0,0.2,,0.5,0.16666666666666666,1.0,1.0,0.16666666666666666,,0.5,,,,,0.5,0.8333333333333334,0.5580666666666666,,0.481425,,0.3,6.8999999999999995,25.65,0.2,,,,1.0,1.0,,,,2.0,,1.0,1.0,,,,,,,0.5,0.5,,,,,1.0,1.0,1.0,0.16666666666666666,,,,,1.0,1.0,2.0,6.0,,1.0,,,,,,1.0,1.0,1.0,0.5,0.5,,,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203967,1610612755,Dario Saric,Dario Saric,203967,PHI,318.0,5,-2,13,12,,,1,25,,,,,,,1.0,,,,1.0,1.0,,4.0,11,,,,,,,,2.0,,,,,1.0,,2.0,,,2.0,,2.0,,2.0,,,1.0,,1.0,1.0,,,1.0,,,1.0,,,1.0,,,,,,21.428571428571427,,,0.4,,,0.2857142857142857,,,,0.3333333333333333,1.0,,,,,1.0,,,,,,,,,0.4166,,,,,10.2,,,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,,2.0,1.0,,,,,,,,,1.0,1.0,,,0.5,0.5,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
