EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PenaltyFG3M,PtsPutbacks,HeaveAttempts,Fg2aBlocked,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,OffShortMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,Fg3aBlocked,BlockingFouls,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,3pt And 1 Free Throw Trips,Technical Free Throw Trips,PenaltyCorner3Accuracy,Charge Fouls,Charge Fouls Drawn,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceArc3PctAssisted,3SecondViolations,on,HeaveMakes,Arc3PctBlocked,Clear Path Fouls,OffensiveGoaltends
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,5760.0,96,7,196,199,33,53.0,17.0,395,2.0,2,1.0,1.0,4.0,4.0,10.0,16.0,1.0,1.0,1.0,1.0,7.0,15.0,1.0,1.0,1.0,16.0,22,8.0,16.0,2.0,58.0,203,2.0,2.0,6.0,3.0,4.0,1.0,2.0,8.0,2.0,30.0,3.0,21.0,15.0,7.0,18.0,10.0,28.0,7.0,3.0,12.0,3.0,3.0,66.0,3.0,6.0,9.0,15,3.0,18,1.0,8.0,5.0,3.0,6.0,1.0,3.0,2.0,3.0,8.0,1.0,3.0,11.0,1.0,7.0,2.0,1.0,8.0,31,2.0,0.0625,0.0625,0.125,0.5,1.0,0.5,0.7272727272727273,0.75,0.7368421052631579,1.5,0.6,0.7435897435897436,1.5,0.6666666666666666,0.42105263157894735,21.86046511627907,0.75,0.1323529411764706,0.23076923076923078,0.075,0.1595744680851064,0.03260869565217391,0.08571428571428572,0.14285714285714285,0.08333333333333333,0.17391304347826086,0.2,0.3333333333333333,0.07142857142857142,0.05263157894736842,1.0,1.0,0.5,0.10526315789473684,1.0,1.0,0.42105263157894735,0.625,0.625,0.02631578947368421,1.0,1.0,0.39473684210526316,0.4666666666666667,0.4666666666666667,0.14285714285714285,0.5,1.0,0.5,1.0,0.2,1.0,0.2,0.47368421052631576,0.4666666666666667,0.4700394736842106,0.5005,0.02564102564102564,0.043478260869565216,0.10344827586206896,0.13793103448275862,14.022727272727273,25.66875,0.1683673469387755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
101109,1610612746,Raymond Felton,Raymond Felton,101109,LAC,35249.0,587,-63,1157,1166,312,317.0,105.0,2323,46.0,76,6.0,14.0,5.0,21.0,15.0,36.0,3.0,5.0,,1.0,9.0,30.0,,,15.0,66.0,133,12.0,35.0,23.0,191.0,1233,,1.0,14.0,11.0,29.0,15.0,10.0,44.0,22.0,110.0,24.0,12.0,28.0,9.0,41.0,25.0,66.0,22.0,3.0,29.0,6.0,6.0,157.0,5.0,28.0,43.0,75,12.0,87,2.0,28.0,17.0,11.0,16.0,5.0,11.0,6.0,5.0,22.0,5.0,17.0,39.0,,27.0,29.0,10.0,41.0,309,1.0,0.16666666666666666,0.171875,0.6666666666666666,0.34285714285714286,,0.36363636363636365,0.49624060150375937,0.3793103448275862,0.5,0.42857142857142855,0.38636363636363635,0.5276243093922652,0.4666666666666667,0.44,0.20833333333333334,15.934065934065934,0.7272727272727273,0.11878453038674033,0.14583333333333334,0.01984126984126984,0.12815884476534295,0.019230769230769232,0.01485148514851485,0.08737864077669903,0.11538461538461539,0.14728682170542637,0.17105263157894737,0.05,0.02702702702702703,0.4523809523809524,0.6052631578947368,0.696969696969697,0.21739130434782608,0.125,0.23809523809523808,0.25,0.21428571428571427,0.4166666666666667,0.4166666666666667,0.02976190476190476,0.6,0.6,0.17857142857142858,0.3,0.3,0.5555555555555556,0.07142857142857142,,,,0.3181818181818182,0.42857142857142855,0.3409090909090909,0.6607142857142857,0.32142857142857145,0.4844527272727274,0.44425357142857136,0.062146892655367235,0.07092198581560284,0.07329842931937172,0.23036649214659685,7.6796992481203,27.408571428571424,0.2696629213483146,3.0,6.0,4.0,6.0,13.0,2.0,4.0,4.0,2.0,11.0,6.0,1.0,4.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,6.0,2.0,2.0,1.0,2.0,3.0,8.0,6.0,2.0,0.26666666666666666,0.46153846153846156,0.08270676691729323,0.13157894736842105,0.047619047619047616,0.125,0.041666666666666664,0.01875,0.043478260869565216,0.00847457627118644,0.04,0.75,0.2,1.0,0.42857142857142855,0.5,0.26666666666666666,0.5214125000000001,0.027777777777777776,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
101138,1610612746,Brandon Bass,Brandon Bass,101138,LAC,12670.0,211,-19,422,417,130,160.0,39.0,839,32.0,40,11.0,13.0,9.0,18.0,3.0,11.0,,,,,,,,,,44.0,69,,,34.0,122.0,470,,,25.0,16.0,20.0,,11.0,43.0,60.0,28.0,,,,,5.0,5.0,10.0,4.0,1.0,3.0,1.0,1.0,25.0,4.0,10.0,17.0,29,17.0,46,1.0,5.0,2.0,3.0,6.0,2.0,2.0,6.0,4.0,12.0,5.0,4.0,15.0,3.0,32.0,38.0,25.0,43.0,128,2.0,0.6818181818181818,0.7692307692307693,,,,,0.6376811594202898,0.8,0.6376811594202898,0.7272727272727273,0.8,0.7439024390243902,0.8333333333333334,0.8958333333333334,,20.21505376344086,0.5,0.14655172413793102,0.125,0.05194805194805195,0.1377551020408163,0.08673469387755102,0.06779661016949153,0.14634146341463414,0.10256410256410256,0.19444444444444445,0.12857142857142856,0.1,0.047619047619047616,0.5797101449275363,0.8,0.8648648648648649,0.71875,0.2608695652173913,0.5,0.5294117647058824,0.15942028985507245,0.2727272727272727,0.2727272727272727,,,,,,,,,,,,0.65,0.8461538461538461,,0.5797101449275363,,0.5260057971014493,0.5407200000000001,0.3048780487804878,0.3048780487804878,0.20491803278688525,0.3524590163934426,6.1637681159420294,,0.3080568720379147,7.0,10.0,,8.0,11.0,9.0,,10.0,,4.0,13.0,,2.0,,1.0,,1.0,12.0,,,6.0,,,3.0,2.0,1.0,6.0,4.0,,,0.7272727272727273,0.057971014492753624,0.075,0.05555555555555555,0.18181818181818182,,0.1092436974789916,0.25806451612903225,,,0.6666666666666666,0.5555555555555556,,0.9090909090909091,0.7,,0.5868727272727272,,1.0,1.0,3.0,1.0,0.12195121951219512,0.6666666666666666,0.14285714285714285,,,,,,,,,,,,,,,,,,,,True,,,,
202325,1610612746,Wesley Johnson,Wesley Johnson,202325,LAC,48600.0,810,-56,1620,1627,448,465.0,149.0,3247,19.0,30,4.0,5.0,6.0,10.0,19.0,42.0,13.0,47.0,1.0,2.0,16.0,71.0,,2.0,20.0,44.0,82,29.0,118.0,11.0,186.0,1729,1.0,4.0,22.0,11.0,19.0,28.0,8.0,42.0,68.0,20.0,87.0,,70.0,16.0,14.0,9.0,23.0,7.0,2.0,7.0,3.0,4.0,55.0,11.0,49.0,95.0,155,26.0,181,4.0,29.0,20.0,9.0,12.0,2.0,9.0,6.0,3.0,18.0,6.0,54.0,83.0,1.0,18.0,17.0,6.0,42.0,443,6.0,0.7727272727272727,0.8717948717948718,1.0,0.2457627118644068,0.25,0.24786324786324787,0.5365853658536586,0.5789473684210527,0.4375,0.4375,0.3617021276595745,0.4492753623188406,0.4583333333333333,0.4117647058823529,0.59,12.626262626262626,0.6666666666666666,0.18962075848303392,0.18421052631578946,0.032640949554896145,0.1877444589308996,0.03354838709677419,0.04119850187265917,0.16233766233766234,0.19428571428571428,0.20930232558139536,0.18396226415094338,0.18518518518518517,0.03361344537815126,0.15,0.6333333333333333,0.7037037037037037,0.7368421052631579,0.05,0.6,0.6,0.21,0.4523809523809524,0.4523809523809524,0.235,0.2765957446808511,0.2826086956521739,0.355,0.22535211267605634,0.22535211267605634,1.0,0.08333333333333333,0.5,0.08333333333333333,,0.10638297872340426,0.8,0.425531914893617,0.74,0.22857142857142856,0.5258592307692308,0.5070355555555556,0.03414634146341464,0.06976744186046512,0.11827956989247312,0.22580645161290322,11.254878048780487,25.150000000000002,0.2765432098765432,5.0,10.0,4.0,9.0,20.0,1.0,4.0,10.0,1.0,3.0,15.0,,11.0,3.0,7.0,2.0,1.0,2.0,1.0,2.0,28.0,2.0,2.0,18.0,2.0,8.0,30.0,15.0,2.0,0.14285714285714285,0.45,0.036585365853658534,0.1,,0.2391304347826087,,0.03424657534246575,0.041379310344827586,0.005917159763313609,,0.5,0.8333333333333334,1.0,0.4166666666666667,0.5,0.2,0.47763125000000006,0.008403361344537815,1.0,,2.0,,0.06451612903225806,0.7894736842105263,0.4,8.0,1.0,3.0,0.00847457627118644,0.02127659574468085,1.0,0.1702127659574468,,,,,,,,,,,,,True,,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,42345.0,706,-39,1416,1416,421,373.0,125.0,2832,28.0,50,13.0,23.0,22.0,57.0,50.0,127.0,4.0,13.0,,3.0,28.0,87.0,,2.0,30.0,100.0,234,32.0,100.0,64.0,360.0,1497,,5.0,15.0,34.0,73.0,35.0,21.0,125.0,42.0,158.0,51.0,45.0,85.0,28.0,57.0,31.0,88.0,19.0,12.0,41.0,11.0,5.0,207.0,2.0,24.0,20.0,44,5.0,49,3.0,21.0,16.0,5.0,24.0,9.0,13.0,18.0,11.0,42.0,13.0,12.0,35.0,1.0,62.0,75.0,27.0,123.0,416,7.0,0.21,0.21212121212121213,0.53125,0.32,,0.32653061224489793,0.42735042735042733,0.4657534246575342,0.4431137724550898,0.3333333333333333,0.48148148148148145,0.4876712328767123,0.4666666666666667,0.5254237288135594,0.2994011976047904,26.258064516129032,0.5714285714285714,0.04504504504504504,0.10480349344978165,0.006944444444444444,0.06537890044576523,0.005934718100890208,0.008849557522123894,0.04580152671755725,0.024844720496894408,0.06578947368421052,0.09392265193370165,0.14583333333333334,0.016304347826086956,0.1497005988023952,0.56,0.6086956521739131,0.21428571428571427,0.17065868263473055,0.38596491228070173,0.4,0.38023952095808383,0.3937007874015748,0.3937007874015748,0.038922155688622756,0.3076923076923077,0.3333333333333333,0.26047904191616766,0.3218390804597701,0.3218390804597701,0.4642857142857143,0.25,,0.16666666666666666,,0.21296296296296297,0.5652173913043478,0.2777777777777778,0.4491017964071856,0.32941176470588235,0.44669486404833825,0.43630141509433956,0.08611111111111111,0.10505836575875487,0.041666666666666664,0.3472222222222222,12.646153846153844,26.849,0.297316384180791,3.0,3.0,11.0,4.0,7.0,7.0,12.0,2.0,2.0,6.0,2.0,1.0,,6.0,1.0,4.0,1.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,,2.0,6.0,5.0,2.0,0.34285714285714286,0.5714285714285714,0.02564102564102564,0.08,0.03508771929824561,,0.03125,0.0051813471502590676,0.007692307692307693,0.00684931506849315,,0.8333333333333334,0.18181818181818182,1.0,0.25,1.0,0.36666666666666664,0.5712875,0.038834951456310676,1.0,,,2.0,,0.22,0.6666666666666666,5.0,1.0,,0.01,0.07692307692307693,,0.046296296296296294,1.0,1.0,5.0,0.2,,,,,,,,,True,,,,
201578,1610612746,Marreese Speights,Marreese Speights,201578,LAC,31714.0,529,54,1052,1052,271,271.0,96.0,2104,43.0,64,10.0,14.0,12.0,35.0,6.0,16.0,5.0,13.0,,,33.0,101.0,1.0,3.0,22.0,61.0,115,38.0,114.0,55.0,291.0,1068,1.0,3.0,50.0,12.0,21.0,26.0,17.0,68.0,80.0,42.0,111.0,3.0,98.0,33.0,16.0,14.0,30.0,10.0,4.0,10.0,1.0,5.0,74.0,10.0,36.0,75.0,126,38.0,164,6.0,11.0,8.0,3.0,10.0,3.0,9.0,17.0,1.0,27.0,5.0,54.0,104.0,7.0,69.0,63.0,29.0,68.0,270,5.0,0.6557377049180327,0.8,0.9736842105263158,0.3333333333333333,0.3333333333333333,0.34234234234234234,0.5304347826086957,0.5714285714285714,0.5152838427947598,0.546875,0.5425531914893617,0.563953488372093,0.625,0.6071428571428571,0.4978165938864629,24.52504317789292,0.37037037037037035,0.20949720670391062,0.2222222222222222,0.04149377593360996,0.21346153846153845,0.07465618860510806,0.026595744680851064,0.1981981981981982,0.2619047619047619,0.1652892561983471,0.224,0.21621621621621623,0.05217391304347826,0.2794759825327511,0.671875,0.7288135593220338,0.627906976744186,0.15283842794759825,0.34285714285714286,0.4,0.06986899563318777,0.375,0.4,0.056768558951965066,0.38461538461538464,0.38461538461538464,0.4410480349344978,0.32673267326732675,0.32673267326732675,1.0,,,0.09375,0.3333333333333333,0.2978723404255319,0.7142857142857143,0.46808510638297873,0.777292576419214,0.336734693877551,0.5108424444444444,0.5051431818181819,0.11507936507936507,0.21014492753623187,0.1718213058419244,0.23367697594501718,5.573043478260869,26.471929824561403,0.2576045627376426,16.0,24.0,8.0,16.0,29.0,15.0,9.0,22.0,3.0,11.0,28.0,,15.0,2.0,13.0,1.0,1.0,6.0,,6.0,12.0,1.0,,10.0,,2.0,13.0,5.0,5.0,0.34615384615384615,0.5517241379310345,0.09565217391304348,0.078125,0.14285714285714285,0.46875,,0.1044776119402985,0.16842105263157894,0.030927835051546393,0.09433962264150944,0.38461538461538464,0.75,0.8,0.75,0.6666666666666666,0.36363636363636365,0.525962962962963,,,2.0,3.0,8.0,0.11842105263157894,0.6666666666666666,0.125,4.0,,12.0,,,,0.0851063829787234,1.0,,,0.25,1.0,16.0,1.0,1.0,1.0,0.0625,1.0,,True,,,,
203085,1610612746,Austin Rivers,Austin Rivers,203085,LAC,32043.0,534,-21,1068,1066,328,324.0,100.0,2134,51.0,92,17.0,28.0,9.0,32.0,5.0,17.0,4.0,12.0,1.0,2.0,26.0,71.0,1.0,9.0,20.0,65.0,141,30.0,83.0,47.0,267.0,1138,2.0,11.0,6.0,17.0,39.0,25.0,16.0,89.0,20.0,110.0,60.0,30.0,71.0,26.0,24.0,25.0,49.0,18.0,7.0,11.0,1.0,12.0,123.0,2.0,14.0,19.0,35,6.0,41,3.0,19.0,14.0,5.0,20.0,3.0,10.0,15.0,10.0,35.0,10.0,12.0,42.0,2.0,64.0,68.0,31.0,89.0,325,5.0,0.15384615384615385,0.15384615384615385,0.6666666666666666,0.3614457831325301,0.18181818181818182,0.3614457831325301,0.46099290780141844,0.4358974358974359,0.49107142857142855,0.23076923076923078,0.5703125,0.5235294117647059,0.21428571428571427,0.5933333333333334,0.3705357142857143,24.595744680851062,0.5714285714285714,0.054285714285714284,0.0880503144654088,0.00881057268722467,0.06483300589390963,0.01195219123505976,0.011049723756906077,0.017094017094017096,0.07692307692307693,0.06896551724137931,0.08870967741935484,0.08571428571428572,0.026785714285714284,0.4107142857142857,0.5543478260869565,0.6538461538461539,0.13725490196078433,0.14285714285714285,0.28125,0.3103448275862069,0.07589285714285714,0.29411764705882354,0.29411764705882354,0.05357142857142857,0.3333333333333333,0.3333333333333333,0.3169642857142857,0.36619718309859156,0.36619718309859156,0.6153846153846154,0.15384615384615385,0.5,0.6923076923076923,0.1111111111111111,0.4375,0.6071428571428571,0.3125,0.78125,0.36619718309859156,0.5174154017857141,0.5363328125000001,0.125,0.18787878787878787,0.02247191011235955,0.3333333333333333,5.153900709219858,25.26626506024097,0.30711610486891383,,,10.0,,2.0,,13.0,,,17.0,4.0,,2.0,6.0,2.0,4.0,5.0,7.0,,7.0,1.0,,,1.0,,,1.0,1.0,5.0,0.52,,0.12056737588652482,0.15217391304347827,0.09375,0.08333333333333333,,0.014545454545454545,,0.020202020202020204,,1.0,0.1111111111111111,1.0,,,0.5,0.5259785714285714,,2.0,2.0,2.0,,0.02666666666666667,0.4,,5.0,,1.0,,,1.0,0.078125,3.0,,,0.6,2.0,1.0,,,,,1.0,,True,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,11076.0,185,-64,366,378,81,90.0,40.0,744,33.0,41,3.0,6.0,,4.0,,,,,,,,1.0,,1.0,,33.0,45,,1.0,9.0,75.0,418,,1.0,14.0,3.0,7.0,,2.0,8.0,54.0,12.0,,,1.0,,5.0,5.0,10.0,4.0,1.0,1.0,,4.0,25.0,5.0,24.0,23.0,54,16.0,70,1.0,4.0,1.0,3.0,8.0,1.0,5.0,5.0,3.0,13.0,4.0,9.0,22.0,3.0,22.0,29.0,16.0,8.0,81,1.0,0.8181818181818182,0.9310344827586207,,,,,0.7333333333333333,0.42857142857142855,0.717391304347826,0.5,0.42857142857142855,0.646551724137931,0.5,0.36363636363636365,0.021739130434782608,17.401960784313726,0.6153846153846154,0.21904761904761905,0.3582089552238806,0.08196721311475409,0.27325581395348836,0.08888888888888889,0.08,0.16666666666666666,0.2,0.275,0.38181818181818183,0.25,0.08333333333333333,0.8913043478260869,0.8048780487804879,0.8048780487804879,0.8181818181818182,0.08695652173913043,,,,,,,,,0.021739130434782608,,,,,,0.08333333333333333,,0.8571428571428571,0.5,,0.9130434782608695,,0.7125836956521737,0.6938428571428571,0.2807017543859649,0.2857142857142857,0.18666666666666668,0.10666666666666667,1.2155555555555557,25.0,0.22131147540983606,6.0,10.0,,6.0,11.0,2.0,,8.0,,,11.0,,7.0,,2.0,,,5.0,,1.0,7.0,,,7.0,,,7.0,1.0,,,0.5454545454545454,,,,0.7,,0.09243697478991597,0.05714285714285714,0.09615384615384616,0.09090909090909091,0.14285714285714285,,,0.8333333333333334,0.6,,0.6099349999999999,,,,2.0,3.0,0.125,,0.16666666666666666,,,,,,,,,,,,,,,,,,,1.0,True,,,,
201601,1610612746,Luc Mbah a Moute,Luc Mbah a Moute,201601,LAC,4976.0,83,-40,168,182,37,62.0,15.0,350,4.0,7,2.0,2.0,,,1.0,3.0,4.0,6.0,,,1.0,2.0,,,1.0,5.0,10,5.0,8.0,,25.0,209,,,2.0,2.0,2.0,2.0,,7.0,8.0,2.0,15.0,,2.0,1.0,2.0,,2.0,,,2.0,,,4.0,,3.0,4.0,7,1.0,8,1.0,2.0,2.0,,2.0,,2.0,1.0,,3.0,,7.0,10.0,2.0,1.0,,,7.0,37,,0.8,1.0,1.0,0.625,,0.625,0.5,1.0,0.6944444444444444,0.5,0.875,0.6944444444444444,0.5,0.875,0.4444444444444444,11.35135135135135,0.6666666666666666,0.09523809523809523,0.09090909090909091,,0.09333333333333334,0.012658227848101266,,0.07692307692307693,,0.1875,0.07692307692307693,0.14285714285714285,0.125,0.3888888888888889,0.5714285714285714,0.5714285714285714,0.75,,,,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.5,0.5,1.0,,,,,0.5,1.0,0.25,0.8333333333333334,0.5,0.5628294117647058,0.5603374999999999,,,0.08,0.28,6.5,24.2,0.22023809523809523,1.0,2.0,1.0,1.0,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,1.0,1.0,,0.5,0.5,,,,,,0.021739130434782608,0.058823529411764705,,,1.0,,1.0,1.0,0.5,1.0,0.4992,,,,1.0,,,1.0,,1.0,,,,,,0.25,,,,,,,,,,,,,True,,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,7664.0,128,-4,267,263,63,81.0,27.0,530,4.0,5,2.0,3.0,,3.0,4.0,13.0,1.0,3.0,,1.0,5.0,20.0,,,3.0,8.0,21,6.0,23.0,9.0,43.0,290,,1.0,4.0,2.0,6.0,3.0,7.0,11.0,12.0,4.0,15.0,3.0,20.0,5.0,4.0,3.0,7.0,1.0,2.0,4.0,,,17.0,2.0,1.0,8.0,9,3.0,12,2.0,3.0,2.0,1.0,5.0,1.0,2.0,2.0,3.0,7.0,,4.0,7.0,1.0,9.0,10.0,1.0,9.0,61,2.0,0.75,0.8571428571428571,0.8333333333333334,0.2608695652173913,,0.2608695652173913,0.38095238095238093,0.3333333333333333,0.38636363636363635,0.2857142857142857,0.2222222222222222,0.43,0.2857142857142857,0.39285714285714285,0.5227272727272727,18.58108108108108,0.7142857142857143,0.12121212121212122,0.0196078431372549,0.03571428571428571,0.07692307692307693,0.023809523809523808,0.0425531914893617,,0.21739130434782608,0.15,,0.14285714285714285,0.06666666666666667,0.11363636363636363,0.8,0.8,0.5,0.06818181818181818,,,0.29545454545454547,0.3076923076923077,0.3076923076923077,0.06818181818181818,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.25,0.25,0.8,0.14285714285714285,,,,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6363636363636364,0.25,0.47121477272727275,0.44228333333333336,0.022222222222222223,0.045454545454545456,0.09302325581395349,0.2558139534883721,14.171428571428573,26.108695652173907,0.23595505617977527,2.0,2.0,,2.0,6.0,,,2.0,,,1.0,,,1.0,,1.0,,,,5.0,1.0,,,1.0,,,1.0,,2.0,,0.3333333333333333,,,,,,0.014285714285714285,,,,,,1.0,0.2857142857142857,1.0,,0.47145714285714285,,,,,,0.041666666666666664,1.0,0.5,,,,,,,,,,,,,1.0,,,,,,,True,,,,
