EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceFtPoints,Charge Fouls,OffShortMidRangeReboundPct,FTDefRebounds,Travels,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,DefFTReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,BlockedLongMidRange,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,BlockedCorner3,OffensiveGoaltends,3SecondViolations,DefensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,FTOffRebounds,OffFTReboundPct
1626173,1610612749,Rashad Vaughn,Rashad Vaughn,1626173,MIL,3270.0,54,-5.0,106,108,42.0,37,5.0,214,6.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,8.0,2.0,4.0,20.0,124,3.0,3.0,6.0,8.0,6.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,6.0,42.0,2.0,1.0,0.5714285714285714,0.5714285714285714,0.5,0.5,0.5,0.875,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.3333333333333333,11.504424778761063,1.0,0.06060606060606061,0.058823529411764705,0.06,0.125,0.09090909090909091,0.16666666666666666,1.0,0.5,1.0,1.0,0.5,0.08333333333333333,0.08333333333333333,1.0,1.0,1.0,0.08333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5945874999999999,0.7223,0.3,4.2875,25.85,0.39622641509433965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1627763,1610612749,Malcolm Brogdon,Malcolm Brogdon,1627763,MIL,24928.0,415,39.0,800,790,148.0,194,74.0,1590,32.0,60.0,4.0,9.0,12.0,10.0,16.0,13.0,7.0,29.0,46.0,88.0,15.0,42.0,163.0,877,7.0,15.0,33.0,40.0,52.0,42.0,3.0,29.0,7.0,40.0,22.0,62.0,11.0,25.0,146.0,12.0,21.0,33.0,44.0,19.0,12.0,7.0,15.0,2.0,22.0,14.0,1.0,21.0,24.0,3.0,1.0,4.0,1.0,31.0,142.0,1.0,3.0,0.43478260869565216,0.47619047619047616,0.9333333333333333,0.35714285714285715,0.35714285714285715,0.5227272727272727,0.4666666666666667,0.5269230769230769,0.5909090909090909,0.5669014084507042,0.6346153846153846,0.3230769230769231,18.70011402508552,0.6818181818181818,0.09417040358744394,0.09448818897637795,0.09428571428571429,0.12280701754385964,0.06779661016949153,0.07407407407407407,0.25,0.46153846153846156,0.5333333333333333,0.6037735849056604,0.375,0.09230769230769231,0.12307692307692308,0.625,0.625,0.6,0.1,0.2230769230769231,0.2413793103448276,0.25,0.8571428571428571,0.4090909090909091,0.4444444444444444,0.7846153846153846,0.2413793103448276,0.5497678294573646,0.5352818181818182,0.20245398773006135,5.355681818181818,24.947619047619046,0.185,6.0,9.0,4.0,8.0,1.0,1.0,2.0,3.0,2.0,4.0,26.0,6.0,9.0,1.0,1.0,15.0,4.0,7.0,7.0,8.0,7.0,1.0,11.0,8.0,7.0,4.0,7.0,11.0,7.0,4.0,13.0,7.0,1.0,1.0,2.0,6.0,1.0,1.0,3.0,27.0,1.0,2.0,9.0,4.0,1.0,1.0,2.0,1.0,0.5714285714285714,0.6666666666666666,0.75,0.75,0.023809523809523808,0.07954545454545454,0.11666666666666667,0.034482758620689655,0.029288702928870293,0.03773584905660377,0.03188405797101449,0.049019607843137254,0.029850746268656716,0.038461538461538464,0.03571428571428571,0.09345794392523364,0.1,0.11666666666666667,0.3333333333333333,0.3333333333333333,0.5,0.6153846153846154,0.6153846153846154,1.0,0.9,0.6666666666666666,0.16666666666666666,0.1,1.0,1.0,0.13636363636363635,0.6666666666666666,0.18181818181818182,0.5,0.6184928571428571,0.06521739130434782,0.09375,0.09202453987730061,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201563,1610612749,Michael Beasley,Michael Beasley,201563,MIL,2049.0,34,-14.0,66,67,41.0,29,6.0,133,6.0,9.0,2.0,5.0,5.0,3.0,3.0,,,,10.0,17.0,,,23.0,79,5.0,10.0,11.0,4.0,16.0,,,,,1.0,,1.0,,,2.0,3.0,2.0,5.0,7.0,,,,1.0,1.0,2.0,3.0,,4.0,2.0,2.0,2.0,2.0,2.0,11.0,41.0,,,0.2,0.25,,,,0.5882352941176471,0.5,0.5882352941176471,0.5,0.6388888888888888,0.55,,27.397260273972602,0.5,0.16666666666666666,0.25,0.20833333333333334,,0.2,0.5,1.0,0.5294117647058824,0.6666666666666666,0.75,0.16666666666666666,0.29411764705882354,0.17647058823529413,1.0,1.0,0.3333333333333333,,,,,,0.5,0.4,0.5294117647058824,,0.5384411764705883,0.49804999999999994,0.4782608695652174,5.764705882352941,,0.6212121212121212,2.0,2.0,1.0,,,,,,,,3.0,2.0,2.0,,,5.0,,,1.0,4.0,1.0,,,1.0,,,2.0,2.0,,,,1.0,,,,1.0,,,1.0,3.0,1.0,,2.0,,,,,,,1.0,1.0,1.25,,0.058823529411764705,0.1111111111111111,,0.09090909090909091,,0.08,0.125,,,,0.25,0.125,,0.2,0.2,,,,,1.0,1.0,,,,,,,,,0.6265000000000001,0.1111111111111111,0.1111111111111111,0.21739130434782608,1.0,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,True,,
202328,1610612749,Greg Monroe,Greg Monroe,202328,MIL,25818.0,430,38.0,846,836,223.0,289,74.0,1682,74.0,121.0,19.0,27.0,46.0,3.0,11.0,,,,97.0,178.0,,,216.0,915,23.0,39.0,52.0,120.0,74.0,,,,,35.0,17.0,52.0,8.0,24.0,121.0,28.0,37.0,72.0,109.0,16.0,11.0,5.0,21.0,10.0,37.0,23.0,4.0,40.0,36.0,6.0,6.0,6.0,5.0,52.0,218.0,2.0,,0.6185567010309279,0.7058823529411765,,,,0.5449438202247191,0.5897435897435898,0.5449438202247191,0.5897435897435898,0.5714285714285714,0.6190476190476191,,24.301075268817204,0.5675675675675675,0.18226600985221675,0.19310344827586207,0.1867816091954023,0.19298245614035087,0.11475409836065574,0.14634146341463414,0.8333333333333334,0.6797752808988764,0.6115702479338843,0.6915887850467289,0.6621621621621622,0.25842696629213485,0.06179775280898876,0.2727272727272727,0.2727272727272727,0.3333333333333333,,,,,,0.6923076923076923,0.7037037037037037,0.6797752808988764,,0.5244286516853932,0.5058717948717949,0.24074074074074073,3.7112359550561798,,0.2635933806146572,16.0,30.0,20.0,,,,,,,,22.0,18.0,36.0,,,38.0,,,6.0,24.0,16.0,,9.0,4.0,7.0,6.0,31.0,37.0,8.0,6.0,11.0,16.0,4.0,,2.0,5.0,3.0,,1.0,28.0,6.0,,17.0,,,,,,,0.5,0.5,0.5,,0.0898876404494382,0.11570247933884298,,0.13191489361702127,0.05405405405405406,0.1069364161849711,0.17475728155339806,0.07692307692307693,0.029411764705882353,0.09302325581395349,0.2235294117647059,0.21153846153846154,0.125,0.43478260869565216,0.45454545454545453,0.5,,,,0.8333333333333334,0.5333333333333333,0.1875,,,,,,,,0.5201678571428572,0.08994708994708994,0.08994708994708994,0.17592592592592593,2.0,,0.1125,7.0,4.0,3.0,2.0,4.0,1.0,0.043478260869565216,0.3888888888888889,,,,,,,,,,,,,,,,True,,
203114,1610612749,Khris Middleton,Khris Middleton,203114,MIL,53343.0,889,90.0,1712,1704,351.0,429,150.0,3416,28.0,49.0,5.0,8.0,90.0,39.0,90.0,32.0,31.0,72.0,105.0,229.0,45.0,104.0,426.0,1829,23.0,50.0,101.0,104.0,106.0,123.0,12.0,72.0,31.0,73.0,26.0,99.0,15.0,64.0,224.0,46.0,64.0,112.0,123.0,41.0,26.0,15.0,44.0,8.0,65.0,37.0,4.0,79.0,74.0,5.0,2.0,7.0,4.0,96.0,341.0,8.0,10.0,0.49523809523809526,0.5,0.9111111111111111,0.4326923076923077,0.4326923076923077,0.4585152838427948,0.46,0.5180180180180181,0.5303030303030303,0.5636856368563685,0.5963855421686747,0.3123123123123123,23.04417243214476,0.676923076923077,0.13675213675213677,0.15593220338983052,0.14416775884665792,0.14393939393939395,0.17829457364341086,0.14102564102564102,0.5714285714285714,0.14714714714714713,0.5714285714285714,0.6511627906976745,0.6428571428571429,0.2702702702702703,0.2702702702702703,0.43333333333333335,0.4431818181818182,0.41025641025641024,0.0960960960960961,0.21621621621621623,0.4305555555555556,0.4305555555555556,0.9032258064516129,0.12121212121212122,0.625,0.4594594594594595,0.4305555555555556,0.4662554054054053,0.44504696969696966,0.23708920187793428,10.517467248908295,25.166346153846153,0.2050233644859813,2.0,2.0,38.0,14.0,1.0,1.0,1.0,4.0,7.0,12.0,81.0,6.0,9.0,2.0,5.0,21.0,8.0,16.0,31.0,2.0,11.0,1.0,11.0,8.0,1.0,2.0,9.0,11.0,1.0,5.0,36.0,21.0,2.0,1.0,3.0,13.0,2.0,2.0,5.0,92.0,9.0,12.0,30.0,15.0,2.0,2.0,2.0,0.4,0.5,0.6666666666666666,0.6428571428571429,0.65625,0.009615384615384616,0.048034934497816595,0.12244897959183673,,0.018907563025210083,0.007692307692307693,0.014945652173913044,0.005235602094240838,0.022727272727272728,0.0111731843575419,,0.10628019323671498,0.16129032258064516,0.005988023952095809,0.4222222222222222,0.4367816091954023,0.47368421052631576,0.4375,0.45161290322580644,0.9285714285714286,0.14285714285714285,1.0,0.5,0.07142857142857142,1.0,,0.06060606060606061,0.25,0.18181818181818182,0.5833333333333334,0.46071111111111107,0.0847457627118644,0.12,0.04929577464788732,3.0,4.0,0.032679738562091505,2.0,3.0,5.0,4.0,7.0,1.0,0.03333333333333333,0.047619047619047616,1.0,4.0,1.0,0.022222222222222223,0.03125,0.2857142857142857,0.25,1.0,,,,,,,,True,,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,38690.0,645,55.0,1250,1242,254.0,324,102.0,2492,99.0,142.0,15.0,23.0,36.0,20.0,58.0,1.0,10.0,28.0,129.0,236.0,11.0,29.0,407.0,1342,17.0,37.0,82.0,114.0,144.0,27.0,6.0,27.0,10.0,47.0,47.0,94.0,34.0,25.0,235.0,55.0,65.0,137.0,160.0,28.0,22.0,6.0,24.0,11.0,51.0,20.0,5.0,49.0,117.0,32.0,23.0,33.0,22.0,79.0,246.0,6.0,12.0,0.4418604651162791,0.4672131147540984,0.8181818181818182,0.3793103448275862,0.39285714285714285,0.5466101694915254,0.4594594594594595,0.5490566037735849,0.4444444444444444,0.6129518072289156,0.5774647887323944,0.10943396226415095,28.12041116005874,0.47058823529411764,0.18786127167630057,0.2696078431372549,0.21818181818181817,0.14432989690721648,0.24175824175824176,0.28846153846153844,0.6666666666666666,0.5358490566037736,0.6971830985915493,0.7443609022556391,0.5151515151515151,0.13584905660377358,0.2188679245283019,0.3448275862068966,0.3448275862068966,0.2,0.0037735849056603774,0.10566037735849057,0.35714285714285715,0.35714285714285715,0.8,0.5111111111111111,0.6521739130434783,0.6452830188679245,0.37037037037037035,0.576275855513308,0.522460465116279,0.20147420147420148,6.2262711864406795,27.365517241379315,0.2032,9.0,16.0,10.0,1.0,,,,,2.0,8.0,116.0,9.0,19.0,,2.0,21.0,2.0,8.0,42.0,14.0,12.0,,13.0,12.0,10.0,3.0,20.0,23.0,8.0,7.0,13.0,27.0,3.0,,2.0,16.0,,1.0,11.0,151.0,17.0,,66.0,18.0,1.0,,5.0,,0.25,0.47368421052631576,0.42857142857142855,0.4375,,0.05084745762711865,0.06338028169014084,,0.05917159763313609,0.015789473684210527,0.043560606060606064,0.045454545454545456,0.037037037037037035,0.014285714285714285,0.02,0.18354430379746836,0.2631578947368421,0.07476635514018691,0.2777777777777778,0.30303030303030304,0.2,1.0,1.0,1.0,0.7619047619047619,0.5625,0.1111111111111111,,,,,,0.17777777777777778,0.25,0.5562973684210525,0.21019108280254778,0.23157894736842105,0.051597051597051594,3.0,7.0,0.10204081632653061,17.0,5.0,4.0,2.0,1.0,,0.08333333333333333,0.4722222222222222,,2.0,4.0,,,0.09523809523809523,,,1.0,1.0,1.0,1.0,,,,True,,
1891,1610612749,Jason Terry,Jason Terry,1891,MIL,16411.0,274,74.0,515,511,86.0,125,48.0,1026,7.0,10.0,1.0,1.0,7.0,,3.0,17.0,10.0,18.0,13.0,20.0,17.0,35.0,82.0,518,2.0,4.0,8.0,12.0,14.0,45.0,6.0,18.0,10.0,5.0,9.0,14.0,5.0,3.0,37.0,8.0,14.0,22.0,26.0,13.0,7.0,6.0,2.0,,5.0,7.0,,15.0,6.0,2.0,,2.0,1.0,8.0,83.0,1.0,,0.46153846153846156,0.46153846153846156,0.8823529411764706,0.4857142857142857,0.4857142857142857,0.65,0.5,0.7,0.5,0.7068965517241379,0.5714285714285714,0.6363636363636364,11.072056239015817,0.4,0.09271523178807947,0.08791208791208792,0.09090909090909091,0.07692307692307693,0.1509433962264151,0.09090909090909091,0.5,0.18181818181818182,0.7,0.7777777777777778,0.42857142857142855,0.12727272727272726,0.05454545454545454,,,,0.3090909090909091,0.32727272727272727,0.5555555555555556,0.5555555555555556,0.9,0.14285714285714285,1.0,0.8181818181818182,0.5555555555555556,0.5169681818181818,0.4098642857142857,0.0975609756097561,6.68,24.84857142857143,0.1669902912621359,1.0,1.0,6.0,7.0,,1.0,,1.0,1.0,2.0,5.0,1.0,2.0,,2.0,2.0,1.0,3.0,1.0,,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,,,,1.0,,,7.0,1.0,,4.0,,,,1.0,,0.3333333333333333,0.5,0.25,0.25,0.02857142857142857,0.05,0.1,,0.007633587786259542,0.0375,0.018957345971563982,,0.043478260869565216,0.061224489795918366,,0.05084745762711865,0.08620689655172414,0.045454545454545456,0.8571428571428571,0.8571428571428571,0.5,0.4117647058823529,0.4375,0.8571428571428571,0.25,1.0,,0.25,,,0.14285714285714285,,0.2857142857142857,0.5,0.5601375,0.06896551724137931,0.17391304347826086,0.024390243902439025,,,,,,1.0,,,,,,,1.0,1.0,,0.058823529411764705,0.25,,,,,,,,,,True,,
201150,1610612749,Spencer Hawes,Spencer Hawes,201150,MIL,4962.0,83,1.0,160,160,20.0,40,15.0,320,10.0,10.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,10.0,14.0,19.0,5.0,14.0,51.0,179,4.0,4.0,13.0,22.0,6.0,15.0,,10.0,3.0,10.0,1.0,11.0,1.0,5.0,23.0,7.0,10.0,18.0,24.0,,,,,,3.0,4.0,1.0,8.0,10.0,3.0,2.0,3.0,2.0,13.0,20.0,1.0,1.0,0.7857142857142857,1.0,1.0,0.35714285714285715,0.35714285714285715,0.7368421052631579,1.0,0.6515151515151515,0.9166666666666666,0.6710526315789473,0.9285714285714286,0.42424242424242425,23.563218390804597,,0.23255813953488372,0.25,0.23943661971830985,0.26666666666666666,0.15384615384615385,0.3333333333333333,0.6666666666666666,0.30303030303030304,1.0,1.0,0.7,0.15151515151515152,0.12121212121212122,0.75,0.75,1.0,0.12121212121212122,0.30303030303030304,0.3,0.3,1.0,0.5,1.0,0.7272727272727273,0.3,0.5327075757575758,0.54885,0.2549019607843137,6.589473684210526,25.535714285714285,0.125,4.0,4.0,1.0,2.0,,,1.0,1.0,,1.0,8.0,4.0,4.0,,,10.0,1.0,2.0,2.0,6.0,1.0,,,2.0,3.0,1.0,5.0,6.0,2.0,3.0,,3.0,,,,,,1.0,,12.0,2.0,,6.0,1.0,,,1.0,,0.5,1.0,1.0,1.0,,0.05263157894736842,,,0.1388888888888889,0.03225806451612903,0.08955223880597014,,0.1111111111111111,0.04,,0.26666666666666666,0.21052631578947367,0.15384615384615385,0.2,0.25,1.0,0.5,0.5,1.0,1.0,1.0,0.25,,,,0.16666666666666666,1.0,0.16666666666666666,,0.482475,0.16216216216216217,0.2608695652173913,0.19607843137254902,2.0,,0.2857142857142857,1.0,,,,,1.0,0.2,0.3333333333333333,,,,,,,,,,,,,4.0,,,True,,
203089,1610612749,John Henson,John Henson,203089,MIL,6546.0,109,23.0,205,205,62.0,74,21.0,410,15.0,22.0,6.0,9.0,6.0,,1.0,,,,17.0,29.0,,,39.0,212,7.0,11.0,17.0,14.0,20.0,,,,,4.0,,4.0,,3.0,8.0,6.0,9.0,19.0,35.0,3.0,3.0,,3.0,2.0,4.0,6.0,,11.0,11.0,13.0,9.0,14.0,6.0,17.0,62.0,2.0,3.0,0.4117647058823529,0.875,,,,0.5862068965517241,0.6363636363636364,0.5862068965517241,0.6363636363636364,0.5571428571428572,0.6071428571428571,,16.521739130434785,0.75,0.13432835820895522,0.2,0.15463917525773196,0.17391304347826086,0.1111111111111111,,0.42857142857142855,0.7586206896551724,0.6818181818181818,0.6818181818181818,0.4666666666666667,0.20689655172413793,0.034482758620689655,,,,,,,,,0.8181818181818182,0.6666666666666666,0.7586206896551724,,0.6130379310344828,0.6698727272727273,0.4358974358974359,2.610344827586207,,0.3024390243902439,8.0,12.0,2.0,,,,,,,,5.0,10.0,15.0,,,20.0,,,3.0,18.0,,,,,1.0,1.0,15.0,16.0,2.0,,1.0,1.0,,,,2.0,2.0,2.0,,11.0,,,2.0,4.0,1.0,1.0,4.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,0.25,0.037037037037037035,0.1839080459770115,0.34782608695652173,0.07142857142857142,0.05,,0.11538461538461539,0.25,0.16666666666666666,0.3333333333333333,0.3333333333333333,,,,,0.8,0.6666666666666666,,,,,,,,,0.5858285714285714,0.06451612903225806,0.06451612903225806,0.5128205128205128,,,0.2608695652173913,4.0,1.0,1.0,,,,,0.5714285714285714,,,,,,,,,,,,,1.0,,,True,,
203503,1610612749,Tony Snell,Tony Snell,203503,MIL,35857.0,598,12.0,1159,1156,267.0,311,98.0,2315,23.0,33.0,1.0,2.0,4.0,7.0,22.0,37.0,17.0,49.0,32.0,59.0,37.0,86.0,189.0,1254,1.0,5.0,27.0,44.0,20.0,108.0,3.0,49.0,17.0,12.0,9.0,21.0,5.0,8.0,51.0,24.0,23.0,51.0,56.0,20.0,13.0,7.0,3.0,,14.0,19.0,,32.0,12.0,,,,,22.0,257.0,1.0,,0.6875,0.7096774193548387,0.972972972972973,0.43023255813953487,0.43023255813953487,0.5423728813559322,0.2,0.603448275862069,0.5263157894736842,0.6258278145695364,0.5869565217391305,0.593103448275862,13.012618296529968,0.21428571428571427,0.07419354838709677,0.11650485436893204,0.09108527131782945,0.06666666666666667,0.12162162162162163,0.0425531914893617,,0.22758620689655173,0.696969696969697,0.7931034482758621,0.6956521739130435,0.027586206896551724,0.15172413793103448,0.3181818181818182,0.3333333333333333,0.7142857142857143,0.25517241379310346,0.33793103448275863,0.3469387755102041,0.3541666666666667,0.9411764705882353,0.10526315789473684,0.5,0.8206896551724138,0.3469387755102041,0.55913006993007,0.49932105263157905,0.14285714285714285,8.218644067796612,24.751162790697673,0.23037100949094047,2.0,2.0,2.0,20.0,4.0,4.0,3.0,5.0,3.0,9.0,14.0,4.0,5.0,6.0,10.0,26.0,6.0,14.0,7.0,2.0,5.0,1.0,4.0,2.0,2.0,2.0,3.0,5.0,1.0,3.0,3.0,11.0,3.0,,1.0,1.0,,1.0,,16.0,3.0,,5.0,3.0,,,,0.6,0.42857142857142855,0.8,0.8666666666666667,0.8666666666666667,0.011627906976744186,0.0847457627118644,0.12121212121212122,0.02040816326530612,0.008902077151335312,0.011363636363636364,0.009746588693957114,0.015384615384615385,0.009009009009009009,0.015748031496062992,,0.0547945205479452,0.13836477987421383,0.014492753623188406,0.5,0.5,0.5,0.5405405405405406,0.5405405405405406,1.0,0.13333333333333333,1.0,0.5,0.26666666666666666,1.0,1.0,0.2631578947368421,0.6,0.47368421052631576,0.3333333333333333,0.5740653846153847,0.04054054054054054,0.08196721311475409,0.13756613756613756,,2.0,,4.0,2.0,2.0,,,,,0.1111111111111111,2.0,6.0,,0.045454545454545456,,0.4,0.3333333333333333,1.0,,,,,,1.0,0.011494252873563218,True,,
