EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,SecondChanceFtPoints,ShortMidRangeAssists,LostBallSteals,Travels,BlockingFouls,Offensive Fouls,BlockingFoulsDrawn,BlockedAtRim,RecoveredBlocks,OffAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,LongMidRangePctAssisted,PenaltyCorner3FGA,Corner3Assists,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,OffCorner3ReboundPct,PenaltyCorner3Frequency,PtsPutbacks,Charge Fouls Drawn,DefensiveGoaltends,Charge Fouls,SelfOReb,SelfORebPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Loose Ball Fouls,OffLongMidRangeReboundPct,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,HeaveAttempts,FTOffRebounds,Clear Path Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffensiveGoaltends,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3
1626144,1610612743,Emmanuel Mudiay,Emmanuel Mudiay,1626144,DEN,881.0,15.0,1.0,35,36.0,2.0,21.0,2.0,71,3.0,4.0,1.0,2.0,2.0,4.0,6.0,2.0,4.0,12.0,35.0,1.0,2.0,6.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,0.25,0.25,0.6666666666666666,0.5,0.6,0.25,34.21052631578947,0.6666666666666666,0.1,0.14285714285714285,0.0625,0.07692307692307693,0.16666666666666666,0.25,0.5,0.75,0.75,0.25,0.5,0.5,1.0,0.25,0.75,0.5054375,0.4201,0.2,0.25,4.316666666666666,24.65,0.05714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1627750,1610612743,Jamal Murray,Jamal Murray,1627750,DEN,7629.0,127.0,-25.0,278,284.0,97.0,123.0,26.0,562,9.0,18.0,2.0,8.0,23.0,16.0,35.0,25.0,11.0,70.0,308.0,3.0,2.0,30.0,23.0,6.0,8.0,14.0,8.0,5.0,36.0,,5.0,10.0,1.0,11.0,8.0,1.0,6.0,3.0,11.0,10.0,11.0,3.0,,,,97.0,0.0625,0.0625,0.45714285714285713,0.49166666666666664,0.546875,0.4166666666666667,24.35064935064935,0.7272727272727273,0.06666666666666667,,0.0743801652892562,0.00847457627118644,,,0.3,0.5,0.6428571428571429,0.13333333333333333,0.25,0.2857142857142857,,0.38333333333333336,0.7166666666666667,0.5353408333333332,0.4517125,0.07936507936507936,0.08108108108108109,7.4399999999999995,26.108,0.3489208633093525,4.0,9.0,5.0,9.0,2.0,9.0,1.0,2.0,5.0,12.0,9.0,1.0,1.0,2.0,5.0,5.0,14.0,5.0,12.0,3.0,28.0,12.0,15.0,9.0,5.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,7.0,3.0,8.0,1.0,1.0,1.0,2.0,1.0,28.0,1.0,1.0,0.4444444444444444,0.36,0.5,0.4166666666666667,0.36,0.3333333333333333,0.35714285714285715,0.5,0.4807692307692308,0.5,0.5185185185185185,0.14285714285714285,0.2222222222222222,0.125,0.2,0.016129032258064516,0.08695652173913043,0.05,0.125,0.07407407407407407,0.10810810810810811,0.1111111111111111,0.15,0.5555555555555556,0.5555555555555556,0.03333333333333333,0.391304347826087,0.391304347826087,0.4444444444444444,0.4,0.5,1.0,0.34615384615384615,0.4444444444444444,0.46153846153846156,0.4166666666666667,0.391304347826087,0.5601692307692306,0.07692307692307693,0.07142857142857142,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1627823,1610612743,Juan Hernangomez,Juan Hernangomez,1627823,DEN,6507.0,108.0,-6.0,232,230.0,72.0,84.0,23.0,462,5.0,10.0,1.0,5.0,15.0,6.0,16.0,20.0,6.0,42.0,257.0,1.0,10.0,2.0,15.0,2.0,2.0,4.0,2.0,1.0,10.0,1.0,13.0,19.0,2.0,21.0,1.0,3.0,,5.0,6.0,6.0,8.0,4.0,2.0,1.0,2.0,72.0,0.8333333333333334,0.8333333333333334,0.375,0.5,0.525,0.5555555555555556,17.760617760617762,0.16666666666666666,0.22033898305084745,0.02,0.18947368421052632,0.020202020202020204,0.025,0.13636363636363635,0.2777777777777778,0.5,0.625,0.1388888888888889,0.2,0.2,1.0,0.4166666666666667,0.8333333333333334,0.5525458333333333,0.6919,0.1,0.2,4.349999999999999,24.485000000000007,0.3103448275862069,1.0,1.0,,1.0,5.0,6.0,,,,3.0,8.0,1.0,,,4.0,1.0,3.0,,3.0,2.0,4.0,24.0,,6.0,2.0,,1.0,5.0,1.0,4.0,3.0,,1.0,2.0,6.0,9.0,1.0,,,,,4.0,,,1.0,0.4,,,0.4,1.0,0.3333333333333333,1.0,0.16666666666666666,1.0,0.2857142857142857,0.125,0.2,,0.3333333333333333,0.02040816326530612,0.1388888888888889,,0.13333333333333333,0.36363636363636365,0.12903225806451613,0.8,0.027777777777777776,,,0.1388888888888889,0.4,0.4,1.0,,,,0.16666666666666666,1.0,0.5,,0.4,0.4559,,0.09523809523809523,0.09523809523809523,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.041666666666666664,0.2,0.5,0.4,0.4,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
201589,1610612743,Darrell Arthur,Darrell Arthur,201589,DEN,2486.0,41.0,6.0,88,90.0,20.0,30.0,6.0,178,2.0,3.0,,,6.0,3.0,6.0,7.0,8.0,17.0,93.0,1.0,6.0,,6.0,,,,,,,,5.0,5.0,,5.0,,1.0,,1.0,1.0,6.0,9.0,2.0,1.0,,1.0,20.0,1.0,1.0,0.5,0.34615384615384615,0.5,0.5384615384615384,18.75,,0.1724137931034483,,0.11904761904761904,,,0.375,0.23076923076923078,0.6666666666666666,0.6666666666666666,,,,,0.46153846153846156,0.7692307692307693,0.5081230769230769,0.3566,0.1875,0.25,10.4,24.728571428571428,0.22727272727272727,1.0,1.0,1.0,3.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,,1.0,6.0,8.0,3.0,,1.0,,,,,,4.0,4.0,,,,2.0,2.0,1.0,,,1.0,1.0,8.0,,1.0,1.0,0.14285714285714285,,,0.14285714285714285,,1.0,,0.5,,0.8,,,,,,,,0.18181818181818182,,,1.0,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.07692307692307693,0.16666666666666666,0.16666666666666666,1.0,,,,0.5,1.0,0.5,,0.16666666666666666,0.554125,0.125,,0.47058823529411764,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2034,1610612743,Mike Miller,Mike Miller,2034,DEN,9031.0,151.0,-5.0,324,326.0,103.0,127.0,30.0,650,,,1.0,2.0,19.0,1.0,3.0,20.0,2.0,28.0,349.0,2.0,2.0,,19.0,12.0,10.0,22.0,6.0,8.0,54.0,1.0,23.0,36.0,2.0,38.0,8.0,2.0,8.0,5.0,13.0,1.0,2.0,,,,,103.0,1.0,1.0,0.3333333333333333,0.5652173913043478,0.5833333333333334,0.8695652173913043,10.30640668523677,0.6153846153846154,0.26744186046511625,0.015151515151515152,0.24822695035460993,0.014925373134328358,,0.2222222222222222,,,,0.08695652173913043,0.5,0.5,1.0,0.8260869565217391,0.8695652173913043,0.5233478260869565,0.52738,,,10.466666666666667,25.515,0.31790123456790126,,,,1.0,1.0,8.0,3.0,5.0,3.0,7.0,8.0,,3.0,5.0,11.0,,,3.0,8.0,2.0,11.0,24.0,,8.0,,1.0,1.0,12.0,1.0,2.0,,,,2.0,4.0,9.0,,,,,1.0,11.0,,1.0,1.0,0.4,0.6,0.375,0.4,,,0.6428571428571429,0.5625,0.6875,0.6111111111111112,,,,0.2,0.014705882352941176,0.21818181818181817,,0.23076923076923078,0.3333333333333333,0.15217391304347827,,0.043478260869565216,,,0.043478260869565216,0.42105263157894735,0.42105263157894735,1.0,0.7142857142857143,0.6,1.0,,,0.875,0.42857142857142855,0.42105263157894735,0.5289375,,0.39285714285714285,0.39285714285714285,,,,2.0,3.0,2.0,,,2.0,,,,0.03125,0.5555555555555556,,,,,,,,,1.0,4.0,1.0,1.0,1.0,0.07692307692307693,0.125,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
202702,1610612743,Kenneth Faried,Kenneth Faried,202702,DEN,268.0,4.0,,10,10.0,,2.0,2.0,20,1.0,1.0,,,,1.0,1.0,,,2.0,11.0,1.0,,2.0,,,,,,,,,,,2.0,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,16.666666666666668,1.0,,,,0.6666666666666666,,,1.0,1.0,1.0,,,,,,1.0,0.8808,0.8808,,,0.1,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,2.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
203486,1610612743,Mason Plumlee,Mason Plumlee,203486,DEN,2345.0,39.0,20.0,79,80.0,18.0,9.0,9.0,159,11.0,13.0,1.0,3.0,,12.0,16.0,,3.0,27.0,76.0,2.0,16.0,8.0,,1.0,,1.0,,1.0,2.0,1.0,2.0,6.0,3.0,9.0,,1.0,,1.0,1.0,3.0,5.0,3.0,3.0,,3.0,18.0,0.6666666666666666,0.8,0.75,0.75,0.75,,21.839080459770116,,0.08695652173913043,0.06666666666666667,0.14634146341463414,0.10344827586206896,,0.16666666666666666,0.8125,0.8461538461538461,0.9166666666666666,0.1875,0.3333333333333333,0.3333333333333333,,,0.8125,0.69166875,0.899,0.16666666666666666,0.16666666666666666,1.7437500000000001,,0.22784810126582278,1.0,2.0,,,,,,,,,,2.0,,,4.0,1.0,2.0,,,2.0,4.0,,,,1.0,,2.0,4.0,,1.0,1.0,,,,3.0,3.0,,1.0,,,,4.0,,,,,,,,1.0,0.5,1.0,0.5,1.0,0.6666666666666666,0.0625,0.07692307692307693,,,0.14285714285714285,0.2222222222222222,,0.2,,0.125,0.7272727272727273,,,,,,,,,,,1.0,0.5,,,,0.55475,,0.14814814814814814,0.14814814814814814,2.0,2.0,,,,,,,,1.0,3.0,1.0,0.3333333333333333,1.0,0.3333333333333333,,,,1.0,1.0,,,,,,,,0.5,,4.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
203948,1610612743,Johnny O'Bryant III,Johnny O'Bryant III,203948,DEN,1995.0,33.0,-16.0,69,70.0,21.0,27.0,7.0,139,3.0,4.0,1.0,4.0,2.0,4.0,10.0,2.0,4.0,15.0,89.0,1.0,8.0,,2.0,,2.0,2.0,2.0,,6.0,1.0,3.0,3.0,3.0,6.0,1.0,,,2.0,3.0,2.0,4.0,2.0,1.0,,1.0,21.0,1.0,1.0,0.4,0.4583333333333333,0.5357142857142857,0.16666666666666666,22.07792207792208,0.3333333333333333,0.23076923076923078,0.125,0.125,0.10714285714285714,0.125,,0.3333333333333333,0.75,0.75,0.3333333333333333,0.25,0.25,1.0,0.16666666666666666,0.5,0.47942916666666663,0.5869,0.14285714285714285,0.16666666666666666,7.7299999999999995,25.2,0.30434782608695654,1.0,1.0,,2.0,,1.0,,,1.0,2.0,1.0,,,,2.0,1.0,3.0,1.0,2.0,2.0,7.0,3.0,,1.0,,,2.0,,,,,1.0,1.0,,1.0,3.0,,,,,,7.0,,,1.0,0.5,,0.5,0.5,,0.3333333333333333,,0.5,0.5,0.5833333333333334,,,,,0.1,,0.14285714285714285,0.25,0.2857142857142857,,1.0,0.16666666666666666,,,,0.5,0.5,1.0,,,,0.2,1.0,0.4,0.5,0.5,0.41949,,0.13333333333333333,0.4666666666666667,,1.0,,2.0,,,,,1.0,,1.0,,0.1,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
202087,1610612743,Alonzo Gee,Alonzo Gee,202087,DEN,248.0,4.0,-6.0,9,10.0,,10.0,1.0,19,,,,1.0,,,1.0,,,,13.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,30.0,,0.3333333333333333,,0.3333333333333333,,,0.5,,,,1.0,,,,,,0.3832,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
203994,1610612743,Jusuf Nurkic,Jusuf Nurkic,203994,DEN,865.0,14.0,-9.0,34,36.0,18.0,32.0,2.0,70,,1.0,2.0,2.0,,2.0,3.0,,4.0,8.0,41.0,,2.0,2.0,,,,,,,,,1.0,2.0,1.0,3.0,,,,,,5.0,9.0,5.0,1.0,,1.0,18.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5714285714285714,,19.444444444444446,,0.1111111111111111,,0.16666666666666666,0.07692307692307693,,,0.3333333333333333,,,0.6666666666666666,1.0,1.0,0.5,,0.3333333333333333,0.41183333333333333,,0.7142857142857143,0.7142857142857143,3.5,,0.5294117647058824,,1.0,,,,,,,,,,,,,,2.0,3.0,,,4.0,8.0,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,8.0,,,,,,,,,0.6666666666666666,,0.6666666666666666,,0.8,0.3333333333333333,1.0,,,0.125,0.3333333333333333,0.25,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,,,,,0.41183333333333333,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
