EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3A,PtsAssisted2s,Corner3Assists,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,Defensive 3 Seconds Violations,PenaltyFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,3pt And 1 Free Throw Trips,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,on
1626184,1610612752,Chasson Randle,Chasson Randle,1626184,NYK,5263.0,88,-21,171,175,42,51,21,346,5,9,1.0,1,2.0,1.0,5,1.0,4.0,12.0,1.0,1.0,6,15,4.0,12.0,16,40,214,1.0,1,1.0,1.0,4.0,9,2,3.0,3,12,9.0,3.0,2.0,12.0,4.0,2,6,1.0,7,1.0,2.0,2.0,2.0,15,1.0,1,1.0,2,2,4,3,7,1.0,1.0,1,4,7,1.0,11,1.0,17,1.0,8,1.0,3,42,1.0,0.75,0.3333333333333333,1.0,0.3333333333333333,0.4,1.0,0.4444444444444444,1.25,0.5714285714285714,1.125,0.375,0.4444444444444444,0.13333333333333333,0.1111111111111111,0.2,18.75,1.0,0.3333333333333333,0.05714285714285714,0.018518518518518517,0.07407407407407407,0.037037037037037035,0.06451612903225806,0.024691358024691357,0.05,0.043478260869565216,0.09090909090909091,0.0625,0.08695652173913043,0.3333333333333333,0.5555555555555556,0.625,0.18518518518518517,0.2,0.25,0.037037037037037035,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.75,0.5,1.0,0.5,1.0,1.0,1.0,0.7777777777777778,0.3333333333333333,0.508275925925926,0.724175,0.6033,0.23529411764705882,0.36363636363636365,0.225,0.075,4.326666666666667,25.575,0.24561403508771928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1626195,1610612752,Willy Hernangomez,Willy Hernangomez,1626195,NYK,49754.0,829,-55,1642,1637,413,439,198,3279,116,191,41.0,65,46.0,33.0,68,23.0,1.0,3.0,,,155,282,2.0,6.0,57,373,1857,44.0,72,,,20.0,108,69,27.0,103,120,6.0,,60.0,3.0,1.0,22,33,21.0,54,15.0,16.0,6.0,11.0,129,22.0,85,3.0,73,119,217,110,327,26.0,14.0,53,43,98,11.0,78,1.0,81,9.0,32,14.0,103,411,12.0,1.0,0.3333333333333333,,0.3333333333333333,0.549645390070922,0.6111111111111112,0.5486111111111112,0.6111111111111112,0.5738461538461539,0.6506024096385542,0.5786516853932584,0.020833333333333332,0.07801418439716312,0.09424083769633508,0.058823529411764705,20.053333333333335,0.49056603773584906,0.075,0.2531914893617021,0.1501766784452297,0.2508591065292096,0.1004566210045662,0.25229960578186594,0.13630573248407643,0.17010309278350516,0.08875739644970414,0.22488038277511962,0.2727272727272727,0.27232142857142855,0.6631944444444444,0.6073298429319371,0.6705202312138728,0.2361111111111111,0.4852941176470588,0.515625,0.0798611111111111,0.010416666666666666,0.3333333333333333,0.3333333333333333,1.0,0.9027777777777778,0.6307692307692307,,,,0.647887323943662,0.6840277777777778,0.3333333333333333,0.54034181184669,0.5697046875,0.5291307142857141,0.10289389067524116,0.10491803278688525,0.289544235924933,0.2761394101876676,4.186524822695036,25.700000000000003,0.2515225334957369,30.0,6.0,1.0,3.0,2.0,38.0,2.0,190.0,6.0,25.0,12.0,26.0,19.0,7.0,5.0,27.0,12.0,6.0,2.0,9.0,8.0,4.0,8.0,12.0,3.0,16.0,14.0,2.0,16.0,12.0,2.0,2.0,1.0,10.0,0.6129032258064516,0.76,0.5507246376811594,0.5352112676056338,0.44642857142857145,0.1695906432748538,0.11442786069651742,0.14,0.2785714285714286,0.1791044776119403,0.1111111111111111,0.75,0.603448275862069,0.6363636363636364,0.2608695652173913,0.2608695652173913,0.6666666666666666,0.010416666666666666,0.3333333333333333,0.3333333333333333,1.0,0.14634146341463414,0.6521739130434783,0.028169014084507043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1626254,1610612752,Maurice Ndour,Maurice Ndour,1626254,NYK,9340.0,156,9,302,301,43,43,37,603,9,15,2.0,5,3.0,4.0,13,7.0,,,,,16,35,,1.0,11,43,306,2.0,6,,,,4,3,1.0,5,10,,,2.0,,,3,4,,4,,3.0,,1.0,8,1.0,9,,6,13,22,10,32,6.0,5.0,7,10,14,1.0,11,,15,2.0,7,2.0,4,41,,,,,,0.45714285714285713,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.5,0.3333333333333333,0.625,0.027777777777777776,0.08571428571428572,0.2,,14.202898550724637,0.8571428571428571,,0.14606741573033707,0.08333333333333333,0.11764705882352941,0.02564102564102564,0.1357142857142857,0.06802721088435375,0.125,0.034482758620689655,0.14634146341463414,0.1935483870967742,0.15625,0.4166666666666667,0.6,0.75,0.3611111111111111,0.3076923076923077,0.3076923076923077,0.19444444444444445,,,,,0.8333333333333334,0.4,,,,1.0,0.4444444444444444,,0.4989347222222222,0.5819666666666666,0.7170666666666667,0.17073170731707318,0.175,0.09302325581395349,0.11627906976744186,7.345714285714284,22.7,0.1423841059602649,2.0,3.0,,1.0,,2.0,,22.0,,3.0,2.0,8.0,4.0,4.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,6.0,6.0,,6.0,3.0,,,,,0.6875,0.7333333333333333,0.6666666666666666,0.6666666666666666,0.375,0.06451612903225806,0.05405405405405406,,0.058823529411764705,0.05263157894736842,0.11764705882352941,0.5,0.7777777777777778,0.5,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.027777777777777776,,,,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201584,1610612752,Courtney Lee,Courtney Lee,201584,NYK,147566.0,2459,-233,4884,4860,1139,1253,596,9744,72,128,8.0,18,27.0,53.0,117,190.0,58.0,157.0,14.0,29.0,213,435,108.0,269.0,85,835,5548,23.0,48,21.0,45.0,7.0,116,72,35.0,177,204,288.0,36.0,8.0,157.0,58.0,22,119,60.0,179,39.0,58.0,28.0,33.0,418,26.0,27,,89,111,206,53,259,41.0,29.0,69,71,141,3.0,75,1.0,98,9.0,36,13.0,169,1128,9.0,0.8888888888888888,0.40148698884758366,0.4666666666666667,0.40148698884758366,0.4896551724137931,0.4791666666666667,0.5326704545454546,0.5860215053763441,0.5563758389261745,0.5979381443298969,0.5756578947368421,0.3821022727272727,0.05057471264367816,0.140625,0.017094017094017096,14.566929133858267,0.5942028985507246,,0.07686980609418283,0.01596688350088705,0.10159817351598173,0.0364656381486676,0.08620689655172414,0.02204658901830283,0.01507537688442211,0.041666666666666664,0.05388272583201268,0.13350125944584382,0.10058309037900874,0.18181818181818182,0.5625,0.6545454545454545,0.16619318181818182,0.452991452991453,0.4608695652173913,0.26988636363636365,0.22301136363636365,0.36942675159235666,0.36942675159235666,0.8620689655172413,0.1935483870967742,0.4444444444444444,0.3118279569892473,0.4827586206896552,0.8571428571428571,0.20300751879699247,0.5639204545454546,0.36942675159235666,0.4995783380681816,0.5291777777777779,0.49163496240601506,0.050546448087431695,0.07792207792207792,0.13892215568862276,0.2119760479041916,10.720689655172409,24.50780669144982,0.2332104832104832,12.0,88.0,50.0,112.0,40.0,32.0,61.0,222.0,21.0,6.0,10.0,81.0,60.0,21.0,17.0,28.0,12.0,4.0,4.0,16.0,8.0,,,4.0,2.0,20.0,12.0,5.0,24.0,11.0,,,,17.0,0.5211267605633803,0.5311004784688995,0.4444444444444444,0.5338345864661654,0.04580152671755725,0.005905511811023622,0.025597269624573378,0.018633540372670808,0.057692307692307696,0.10526315789473684,0.02849002849002849,0.4583333333333333,0.5138888888888888,0.5471698113207547,0.4631578947368421,0.46808510638297873,0.5113636363636364,0.1590909090909091,0.44642857142857145,0.44642857142857145,0.92,0.125,0.4444444444444444,0.3007518796992481,7.0,16.0,7.0,21.0,19.0,26.0,4.0,2.0,3.0,6.0,1.0,4.0,3.0,1.0,3.0,1.0,0.4262295081967213,0.010526315789473684,0.17204301075268819,0.4375,0.8571428571428571,0.15789473684210525,0.3333333333333333,0.475,0.003703703703703704,,,,,,,,True
2546,1610612752,Carmelo Anthony,Carmelo Anthony,2546,NYK,114834.0,1914,-159,3809,3781,867,996,470,7590,78,144,20.0,37,45.0,92.0,208,390.0,97.0,275.0,20.0,35.0,356,742,113.0,314.0,212,1263,4348,38.0,74,21.0,42.0,19.0,158,169,84.0,329,488,255.0,84.0,34.0,272.0,97.0,26,114,51.0,165,27.0,58.0,28.0,28.0,381,6.0,45,,99,170,283,51,334,64.0,38.0,115,65,141,16.0,196,,255,22.0,108,17.0,328,856,16.0,0.7522123893805309,0.35987261146496813,0.5,0.3633440514469453,0.4797843665768194,0.5135135135135135,0.49763257575757575,0.5991379310344828,0.5369733447979363,0.6220472440944882,0.5415282392026578,0.29734848484848486,0.03504043126684636,0.1111111111111111,0.038461538461538464,29.21810699588477,0.5565217391304348,,0.1480836236933798,0.03391107761868877,0.14732142857142858,0.010948905109489052,0.1478021978021978,0.0272,0.05353319057815846,0.014218009478672985,0.13026052104208416,0.1590909090909091,0.149812734082397,0.13636363636363635,0.5416666666666666,0.609375,0.19696969696969696,0.4423076923076923,0.46,0.3693181818181818,0.2604166666666667,0.3527272727272727,0.3527272727272727,0.7216494845360825,0.31896551724137934,0.5405405405405406,0.3017241379310345,0.5714285714285714,1.0,0.17716535433070865,0.4337121212121212,0.35661764705882354,0.4622909220532319,0.5114311111111111,0.45558940000000003,0.09860383944153578,0.13043478260869565,0.1250989707046714,0.2604908946951702,12.714150943396225,25.45127388535032,0.22761879758466788,23.0,186.0,16.0,39.0,77.0,82.0,85.0,224.0,24.0,14.0,21.0,40.0,21.0,19.0,16.0,51.0,26.0,8.0,5.0,23.0,,,15.0,5.0,2.0,27.0,21.0,2.0,28.0,14.0,,,,19.0,0.3146067415730337,0.3303834808259587,0.48520710059171596,0.4822834645669291,0.14285714285714285,0.04060913705583756,0.008583690987124463,,0.16422287390029325,0.13768115942028986,0.03860294117647059,0.5,0.4230769230769231,0.20652173913043478,0.47692307692307695,0.4793814432989691,0.3225806451612903,0.036931818181818184,0.41025641025641024,0.41025641025641024,0.9375,0.15,0.5111111111111111,0.3031496062992126,1.0,7.0,4.0,8.0,23.0,27.0,8.0,1.0,2.0,14.0,5.0,1.0,1.0,,4.0,1.0,0.3176470588235294,0.005128205128205128,0.0603448275862069,0.14285714285714285,1.0,0.031496062992125984,0.5,0.2987012987012987,0.015723270440251572,3.0,1.0,,,,,,True
1627758,1610612752,Ron Baker,Ron Baker,1627758,NYK,24254.0,404,-95,776,783,229,196,88,1559,24,40,3.0,4,15.0,1.0,10,12.0,2.0,23.0,,1.0,30,62,5.0,35.0,13,88,906,3.0,5,1.0,4.0,,9,17,7.0,32,48,12.0,3.0,4.0,20.0,2.0,6,41,22.0,63,16.0,25.0,7.0,9.0,148,2.0,5,,13,19,33,7,40,21.0,16.0,30,18,34,,22,2.0,17,3.0,8,2.0,30,226,1.0,0.8,0.14285714285714285,0.25,0.15625,0.4838709677419355,0.6,0.3865979381443299,0.5,0.4230769230769231,0.5,0.5,0.36082474226804123,0.0967741935483871,0.125,,15.158371040723981,0.7,,0.09359605911330049,0.019762845849802372,0.08609271523178808,0.014925373134328358,0.0903954802259887,0.01808785529715762,0.03333333333333333,0.019230769230769232,0.08247422680412371,0.125,0.09615384615384616,0.41237113402061853,0.6,0.6857142857142857,0.10309278350515463,0.1,0.1,0.12371134020618557,0.23711340206185566,0.08695652173913043,0.09090909090909091,0.5,0.4444444444444444,0.75,0.1111111111111111,,,0.5357142857142857,0.7731958762886598,0.1,0.5290356382978725,0.5797062500000001,0.5575740000000001,0.0784313725490196,0.11940298507462686,0.10227272727272728,0.36363636363636365,6.209677419354841,26.951428571428576,0.29510309278350516,11.0,5.0,3.0,12.0,7.0,11.0,11.0,12.0,6.0,1.0,1.0,13.0,9.0,4.0,3.0,9.0,5.0,,3.0,11.0,1.0,,1.0,1.0,4.0,3.0,3.0,,3.0,2.0,,,,3.0,0.2,0.21428571428571427,0.6470588235294118,0.44642857142857145,0.047619047619047616,,0.02631578947368421,,0.08,0.06382978723404255,0.0196078431372549,0.6666666666666666,0.25,,0.4166666666666667,0.45454545454545453,,0.12371134020618557,0.25,0.2727272727272727,1.0,,0.7333333333333333,0.25,1.0,3.0,1.0,4.0,,1.0,2.0,1.0,1.0,,,,,,,,0.09090909090909091,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.25,,,3.0,,2.0,1.0,0.05714285714285714,0.08333333333333333,0.043478260869565216,True
203124,1610612752,Kyle O'Quinn,Kyle O'Quinn,203124,NYK,35175.0,586,-119,1160,1142,304,394,148,2302,48,82,20.0,36,16.0,13.0,30,72.0,1.0,7.0,,1.0,93,184,1.0,7.0,28,217,1347,21.0,40,,1.0,13.0,55,38,17.0,51,56,3.0,,32.0,5.0,1.0,10,40,12.0,52,11.0,20.0,9.0,11.0,116,11.0,64,,36,74,120,75,195,16.0,10.0,36,54,77,4.0,44,,40,7.0,17,7.0,51,301,6.0,1.0,0.14285714285714285,,0.2,0.5054347826086957,0.525,0.49476439790575916,0.5121951219512195,0.5216346153846154,0.5729166666666666,0.4636363636363636,0.03664921465968586,0.05434782608695652,0.0975609756097561,0.06666666666666667,18.215892053973015,0.4444444444444444,,0.21082621082621084,0.15609756097560976,0.18090452261306533,0.06321839080459771,0.2,0.1284246575342466,0.1888111888111888,0.06015037593984962,0.1411764705882353,0.25274725274725274,0.1888111888111888,0.4293193717277487,0.5853658536585366,0.6486486486486487,0.15706806282722513,0.43333333333333335,0.4642857142857143,0.3769633507853403,0.03664921465968586,0.14285714285714285,0.16666666666666666,1.0,0.8780487804878049,0.5555555555555556,0.024390243902439025,,,0.36363636363636365,0.46596858638743455,0.2,0.4874941798941799,0.5335087500000001,0.48216190476190474,0.0845771144278607,0.08762886597938144,0.2534562211981567,0.2350230414746544,9.108695652173914,40.814285714285724,0.2620689655172414,10.0,32.0,,,6.0,17.0,6.0,130.0,1.0,10.0,17.0,17.0,11.0,6.0,2.0,20.0,6.0,3.0,4.0,8.0,4.0,,8.0,15.0,1.0,43.0,35.0,7.0,45.0,22.0,1.0,,3.0,6.0,0.6989247311827957,0.8441558441558441,0.4473684210526316,0.38636363636363635,0.2702702702702703,0.16393442622950818,0.11724137931034483,0.07317073170731707,0.3,0.16071428571428573,0.2,0.4888888888888889,0.5416666666666666,1.0,0.4444444444444444,0.4444444444444444,0.8125,,,,,0.1,0.625,0.13636363636363635,,,,,,,2.0,,,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,2.0,,1.0,,0.14285714285714285,,0.14285714285714285,True
1627851,1610612752,Mindaugas Kuzminskas,Mindaugas Kuzminskas,1627851,NYK,20655.0,344,-5,692,680,179,203,90,1372,27,48,3.0,9,12.0,4.0,9,2.0,11.0,39.0,,1.0,32,59,18.0,55.0,17,135,753,3.0,10,2.0,4.0,5.0,17,14,9.0,36,24,51.0,3.0,4.0,39.0,11.0,10,14,5.0,19,4.0,12.0,1.0,1.0,43,4.0,8,1.0,10,16,26,13,39,2.0,2.0,15,13,23,2.0,19,,18,2.0,8,2.0,36,179,2.0,0.9444444444444444,0.32727272727272727,0.5,0.32727272727272727,0.5423728813559322,0.3,0.5175438596491229,0.42857142857142855,0.5532786885245902,0.53125,0.6206896551724138,0.4824561403508772,0.1694915254237288,0.20833333333333334,,17.146433041301627,0.13333333333333333,0.1111111111111111,0.0784313725490196,0.03669724770642202,0.078125,0.03305785123966942,0.0783132530120482,0.035398230088495575,0.06896551724137931,0.03260869565217391,0.09782608695652174,0.10416666666666667,0.09278350515463918,0.42105263157894735,0.5625,0.7105263157894737,0.07894736842105263,0.4444444444444444,0.4444444444444444,0.017543859649122806,0.34210526315789475,0.28205128205128205,0.28205128205128205,0.9090909090909091,0.6428571428571429,0.3333333333333333,0.07142857142857142,,,0.48,0.9035087719298246,0.28205128205128205,0.5631793859649122,0.6348550000000001,0.5833379999999999,0.06666666666666667,0.12307692307692308,0.1259259259259259,0.26666666666666666,2.7338983050847463,24.90181818181818,0.2586705202312139,9.0,1.0,7.0,16.0,8.0,9.0,11.0,40.0,1.0,,3.0,13.0,10.0,3.0,3.0,13.0,,3.0,2.0,3.0,,,2.0,1.0,,3.0,2.0,1.0,4.0,,,1.0,,1.0,0.625,0.6666666666666666,0.6428571428571429,0.54,,0.029850746268656716,,0.034482758620689655,0.03125,0.03225806451612903,0.05660377358490566,,0.6666666666666666,0.5,0.5,0.5,,0.14035087719298245,0.4375,0.4375,1.0,,0.75,0.32,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,,,,1.0,1.0,,,,0.2727272727272727,,0.21428571428571427,0.6666666666666666,1.0,0.12,0.3333333333333333,0.25,,,,,,,,,True
203200,1610612752,Justin Holiday,Justin Holiday,203200,NYK,27562.0,459,21,899,897,291,311,112,1796,15,20,1.0,1,7.0,3.0,10,29.0,15.0,54.0,,2.0,27,59,28.0,83.0,16,154,975,1.0,1,1.0,3.0,1.0,6,21,7.0,68,16,81.0,3.0,,52.0,15.0,4,22,5.0,27,3.0,13.0,4.0,5.0,59,,3,,24,22,51,3,54,8.0,7.0,11,16,36,3.0,15,,19,3.0,9,2.0,68,289,2.0,0.9642857142857143,0.3373493975903614,0.3333333333333333,0.345679012345679,0.4576271186440678,1.0,0.4859154929577465,0.625,0.5133333333333333,0.6,0.6181818181818182,0.5845070422535211,0.06779661016949153,0.15,,15.676728334956184,0.7272727272727273,,0.08943089430894309,0.010169491525423728,0.14035087719298245,,0.11031175059952038,0.006802721088435374,0.018518518518518517,,0.07207207207207207,0.1038961038961039,0.11538461538461539,0.14084507042253522,0.75,0.8823529411764706,0.07042253521126761,0.3,0.3,0.20422535211267606,0.38028169014084506,0.2777777777777778,0.2777777777777778,0.9333333333333333,0.25,1.0,0.5,,,0.13725490196078433,0.7253521126760564,0.28846153846153844,0.5197960714285713,0.56695,0.5128857142857143,0.060810810810810814,0.13846153846153847,0.03896103896103896,0.44155844155844154,11.389830508474576,25.46385542168675,0.3236929922135706,5.0,9.0,13.0,29.0,20.0,11.0,30.0,38.0,2.0,5.0,1.0,13.0,11.0,2.0,1.0,3.0,1.0,,,2.0,,,1.0,,1.0,7.0,7.0,,8.0,4.0,,,,7.0,0.7037037037037037,0.7037037037037037,0.5238095238095238,0.5980392156862745,0.1282051282051282,0.012345679012345678,,,0.10344827586206896,0.21951219512195122,0.012658227848101266,0.5,0.6666666666666666,0.6666666666666666,0.3103448275862069,0.32142857142857145,0.7777777777777778,0.20422535211267606,0.4482758620689655,0.4482758620689655,1.0,1.0,0.7142857142857143,0.39215686274509803,1.0,1.0,6.0,10.0,7.0,13.0,,1.0,,,,1.0,1.0,,,,0.43333333333333335,0.034482758620689655,0.25,1.0,1.0,0.19607843137254902,0.6,0.35,,2.0,,,,,,,True
204001,1610612752,Kristaps Porzingis,Kristaps Porzingis,204001,NYK,85850.0,1431,-137,2856,2845,573,505,329,5701,94,149,19.0,40,27.0,70.0,173,111.0,60.0,177.0,3.0,13.0,209,433,71.0,198.0,116,747,3234,24.0,60,4.0,15.0,20.0,80,70,45.0,145,134,207.0,6.0,28.0,177.0,60.0,22,43,26.0,69,17.0,19.0,10.0,14.0,164,18.0,47,3.0,86,125,233,68,301,44.0,20.0,72,96,153,12.0,132,,147,15.0,68,12.0,145,568,10.0,0.971830985915493,0.35858585858585856,0.26666666666666666,0.35858585858585856,0.48267898383371827,0.4,0.5,0.4,0.5352011494252874,0.46511627906976744,0.5538461538461539,0.31378763866877973,0.050808314087759814,0.08053691275167785,0.046242774566473986,23.703703703703706,0.6111111111111112,0.05,0.14434180138568128,0.047522750252780584,0.16602316602316602,0.04411764705882353,0.15245664739884393,0.046528274874731566,0.05309734513274336,0.045317220543806644,0.11506849315068493,0.1487603305785124,0.17073170731707318,0.23613312202852615,0.6308724832214765,0.6861313868613139,0.27416798732171155,0.4046242774566474,0.42424242424242425,0.17591125198098256,0.2805071315372425,0.3389830508474576,0.3389830508474576,0.9666666666666667,0.5333333333333333,0.475,0.17333333333333334,0.23076923076923078,0.6666666666666666,0.25961538461538464,0.5499207606973059,0.3389830508474576,0.5103433438985738,0.5574608333333334,0.5097538461538462,0.09941520467836257,0.13991769547325103,0.107095046854083,0.19410977242302543,8.596997690531177,25.276767676767673,0.20063025210084034,18.0,45.0,11.0,21.0,30.0,35.0,34.0,284.0,9.0,22.0,19.0,30.0,21.0,9.0,6.0,28.0,24.0,4.0,3.0,11.0,3.0,2.0,6.0,10.0,5.0,77.0,58.0,18.0,79.0,51.0,3.0,,1.0,7.0,0.6794258373205742,0.7282051282051282,0.5,0.4807692307692308,0.3333333333333333,0.06309148264984227,0.02702702702702703,0.03896103896103896,0.18146718146718147,0.14814814814814814,0.05828220858895705,0.6455696202531646,0.7021276595744681,0.6142857142857143,0.40540540540540543,0.41284403669724773,0.7333333333333333,0.03328050713153724,0.5238095238095238,0.5238095238095238,1.0,0.05263157894736842,0.6666666666666666,0.28846153846153844,1.0,2.0,2.0,4.0,8.0,10.0,7.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,7.0,0.29411764705882354,0.018018018018018018,0.02666666666666667,0.5,1.0,0.038461538461538464,0.5,0.26666666666666666,,,,,,,,,True
