EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,Fg2aBlocked,Arc3Assists,LongMidRangeAssists,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG2APctBlocked,ShortMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Fg3aBlocked,FTOffRebounds,SelfOReb,Travels,Charge Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,3SecondViolations,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,DefensiveGoaltends,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,HeaveAttempts,OffensiveGoaltends,on
101112,1610612739,Channing Frye,Channing Frye,101112,CLE,15618.0,260,78,533,521,165.0,106.0,64.0,1054,11.0,13.0,2.0,2.0,4.0,4.0,5.0,10.0,3.0,6.0,7.0,20.0,1.0,1.0,5.0,17.0,44.0,2.0,5.0,4.0,11.0,19.0,29.0,24.0,64.0,14.0,124.0,541,2.0,4.0,2.0,6.0,3.0,13.0,5.0,9.0,5.0,16.0,4.0,29.0,32.0,6.0,72.0,4.0,44.0,17.0,3.0,2.0,5.0,2.0,2.0,1.0,12.0,5.0,1.0,12.0,25.0,4.0,41.0,6.0,47.0,8.0,4.0,4.0,4.0,4.0,2.0,7.0,1.0,2.0,11.0,1.0,4.0,17.0,1.0,24,1.0,2.0,18.0,2.0,3.0,2.0,15.0,3.0,7.0,2.0,11.0,5.0,1.0,5.0,11.0,8.0,29.0,165.0,2.0,0.8421052631578947,0.9411764705882353,1.0,0.375,0.3333333333333333,0.3125,0.375,0.6551724137931034,0.5,0.5555555555555556,0.5913978494623656,0.5,0.5,0.6262626262626263,0.5909090909090909,0.5370370370370371,0.6881720430107527,17.973856209150327,0.36363636363636365,0.26666666666666666,0.16556291390728478,0.00847457627118644,0.1188118811881188,0.03597122302158273,0.14682539682539683,0.023346303501945526,0.023809523809523808,0.03125,0.046511627906976744,0.17391304347826086,0.21153846153846154,0.11320754716981132,0.08108108108108109,0.2222222222222222,0.7272727272727273,0.13978494623655913,0.8461538461538461,0.8461538461538461,0.7272727272727273,0.10752688172043011,0.5,0.5,1.0,0.06451612903225806,0.5,0.5,1.0,0.21505376344086022,0.35,0.35,1.0,0.4731182795698925,0.38636363636363635,0.38636363636363635,1.0,0.2,1.0,0.1,0.5,0.4,1.0,0.16,1.0,0.2,0.2,0.44,0.36363636363636365,0.8279569892473119,0.38636363636363635,0.5528951086956522,0.5728833333333334,0.535208,0.07216494845360824,0.21212121212121213,0.10483870967741936,0.23387096774193547,6.631034482758621,24.999999999999996,0.30956848030018763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101114,1610612739,Deron Williams,Deron Williams,101114,CLE,4751.0,79,-3,157,157,51.0,42.0,22.0,314,,1.0,,,,,3.0,7.0,2.0,3.0,,2.0,1.0,,1.0,3.0,6.0,,1.0,1.0,2.0,5.0,11.0,3.0,8.0,2.0,21.0,164,,,,2.0,1.0,1.0,4.0,6.0,1.0,3.0,1.0,12.0,,10.0,,,6.0,3.0,5.0,5.0,10.0,3.0,1.0,2.0,25.0,,,2.0,2.0,1.0,5.0,,5.0,1.0,,1.0,5.0,4.0,4.0,5.0,,1.0,10.0,2.0,3.0,5.0,,7,,1.0,2.0,,,,3.0,,1.0,,1.0,,,1.0,1.0,,12.0,51.0,,,,,0.375,,0.3333333333333333,0.375,0.45454545454545453,,0.6666666666666666,0.5,,0.6111111111111112,0.525,0.16666666666666666,0.6666666666666666,0.42105263157894735,16.483516483516482,0.5,0.2,0.047619047619047616,,0.058823529411764705,,0.05263157894736842,,,,,,0.05555555555555555,0.125,0.09523809523809523,,,0.05263157894736842,,,,0.3684210526315789,0.42857142857142855,0.5,,0.15789473684210525,0.6666666666666666,0.6666666666666666,,0.10526315789473684,,,,0.3157894736842105,0.5,0.5,,,,0.5,0.5,,,,,0.1111111111111111,,0.2222222222222222,0.5,0.47368421052631576,0.5,0.4598763157894737,0.521175,0.44688333333333335,0.1,0.08333333333333333,0.047619047619047616,0.5714285714285714,9.872727272727273,24.525000000000002,0.3248407643312102,9.0,1.0,2.0,2.0,1.0,1.0,0.09090909090909091,0.14285714285714285,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201567,1610612739,Kevin Love,Kevin Love,201567,CLE,113097.0,1885,337,3795,3779,1030.0,688.0,477.0,7574,107.0,195.0,41.0,78.0,41.0,60.0,73.0,175.0,45.0,108.0,60.0,145.0,22.0,16.0,32.0,85.0,244.0,9.0,23.0,18.0,57.0,225.0,478.0,145.0,389.0,257.0,1142.0,4123,53.0,103.0,15.0,45.0,44.0,195.0,58.0,115.0,34.0,89.0,135.0,353.0,248.0,202.0,429.0,66.0,244.0,85.0,76.0,40.0,116.0,18.0,64.0,3.0,272.0,69.0,75.0,193.0,293.0,32.0,518.0,148.0,666.0,53.0,41.0,12.0,75.0,14.0,44.0,47.0,8.0,31.0,122.0,14.0,35.0,63.0,8.0,125,13.0,9.0,241.0,7.0,17.0,5.0,295.0,20.0,105.0,39.0,21.0,15.0,,6.0,21.0,8.0,351.0,1026.0,37.0,0.5511111111111111,0.6458333333333334,0.9862068965517241,0.37275064267352187,0.3333333333333333,0.38202247191011235,0.37275064267352187,0.4707112970711297,0.5145631067961165,0.5043478260869565,0.5103806228373703,0.5101351351351351,0.5343137254901961,0.57007007007007,0.5701754385964912,0.6381818181818182,0.4486735870818916,25.711662075298438,0.6147540983606558,0.4,0.2646793134598013,0.075,0.26657458563535913,0.08668341708542714,0.2654287274713271,0.0801781737193764,0.08401084010840108,0.07592592592592592,0.109375,0.24744897959183673,0.27,0.27936507936507937,0.2623574144486692,0.2777777777777778,0.38095238095238093,0.22491349480968859,0.5487179487179488,0.6645962732919255,0.5046728971962616,0.20184544405997693,0.41714285714285715,0.4620253164556962,0.589041095890411,0.1245674740484429,0.4166666666666667,0.42857142857142855,0.6,0.16724336793540945,0.41379310344827586,0.4195804195804196,0.9833333333333333,0.28143021914648214,0.3483606557377049,0.3512396694214876,0.9882352941176471,0.527027027027027,0.5256410256410257,0.14864864864864866,0.1554054054054054,0.391304347826087,1.0,0.29411764705882354,0.6833333333333333,0.1568627450980392,0.5,0.27941176470588236,0.3157894736842105,0.6735870818915801,0.3483606557377049,0.5210373702422146,0.535765425531915,0.5276166666666667,0.11875,0.18650088809946713,0.17075306479859895,0.30910683012259194,7.531589958158996,24.745758354755775,0.27140974967061926,6.0,54.0,22.0,9.0,1.0,9.0,0.11297071129707113,0.09714285714285714,0.022670025188916875,6.0,4.0,4.0,17.0,6.0,8.0,5.0,3.0,1.0,9.0,0.010282776349614395,0.17435897435897435,0.027777777777777776,0.013793103448275862,0.00819672131147541,0.041237113402061855,0.07309941520467836,0.0657439446366782,0.03935185185185185,0.17073170731707318,0.2727272727272727,1.0,,,,,,,,True
202697,1610612739,Iman Shumpert,Iman Shumpert,202697,CLE,44710.0,745,60,1495,1494,501.0,332.0,192.0,2989,20.0,36.0,3.0,6.0,3.0,11.0,2.0,11.0,21.0,40.0,17.0,49.0,1.0,3.0,12.0,16.0,58.0,2.0,4.0,4.0,22.0,43.0,87.0,33.0,107.0,23.0,208.0,1635,4.0,8.0,2.0,5.0,1.0,15.0,7.0,24.0,7.0,34.0,15.0,50.0,26.0,60.0,93.0,6.0,58.0,16.0,27.0,21.0,48.0,7.0,17.0,5.0,117.0,9.0,13.0,24.0,30.0,,54.0,22.0,76.0,25.0,16.0,9.0,8.0,4.0,7.0,13.0,2.0,1.0,21.0,1.0,7.0,23.0,,61,1.0,3.0,35.0,,2.0,11.0,27.0,,8.0,4.0,6.0,5.0,1.0,,6.0,4.0,50.0,500.0,4.0,0.3023255813953488,0.325,0.9393939393939394,0.308411214953271,0.4,0.20588235294117646,0.308411214953271,0.4942528735632184,0.5,0.2916666666666667,0.47680412371134023,0.5384615384615384,0.3017241379310345,0.5024154589371981,0.5357142857142857,0.3787878787878788,0.5515463917525774,13.317757009345794,0.38095238095238093,,0.07263922518159806,0.033854166666666664,0.07453416149068323,0.026470588235294117,0.07346938775510205,0.03038674033149171,0.04195804195804196,0.02074688796680498,0.04040404040404041,0.03816793893129771,0.05228758169934641,0.13178294573643412,0.08974358974358974,0.03409090909090909,0.6666666666666666,0.18556701030927836,0.5555555555555556,0.6060606060606061,0.25,0.05670103092783505,0.18181818181818182,0.2,,0.20618556701030927,0.525,0.525,0.38095238095238093,0.25257731958762886,0.3469387755102041,0.3469387755102041,1.0,0.29896907216494845,0.27586206896551724,0.27586206896551724,0.875,0.46153846153846156,0.5,0.07692307692307693,0.3076923076923077,0.5,1.0,0.1896551724137931,0.2727272727272727,0.20689655172413793,0.25,0.3793103448275862,0.18181818181818182,0.7371134020618557,0.27586206896551724,0.5326835051546392,0.6008222222222223,0.5316310344827587,0.04433497536945813,0.08421052631578947,0.07211538461538461,0.2403846153846154,10.383908045977014,24.51588785046729,0.3351170568561873,6.0,4.0,14.0,5.0,,1.0,0.04597701149425287,0.09090909090909091,0.009259259259259259,,,,4.0,,2.0,,,,8.0,,0.08333333333333333,,,,,0.03937007874015748,0.017543859649122806,0.035398230088495575,,,,1.0,,,,,,,True
2544,1610612739,LeBron James,LeBron James,2544,CLE,88050.0,1468,327,2944,2924,681.0,476.0,375.0,5868,231.0,303.0,30.0,36.0,66.0,77.0,48.0,121.0,43.0,117.0,7.0,23.0,4.0,1.0,6.0,56.0,148.0,2.0,15.0,21.0,47.0,322.0,541.0,63.0,171.0,174.0,1007.0,3216,37.0,58.0,2.0,19.0,20.0,100.0,89.0,128.0,22.0,53.0,70.0,314.0,244.0,400.0,84.0,24.0,148.0,56.0,152.0,163.0,315.0,81.0,101.0,29.0,793.0,17.0,33.0,93.0,123.0,9.0,225.0,53.0,278.0,57.0,45.0,12.0,98.0,25.0,72.0,54.0,8.0,26.0,152.0,11.0,31.0,34.0,2.0,77,3.0,4.0,220.0,3.0,4.0,7.0,249.0,38.0,121.0,18.0,20.0,17.0,,3.0,20.0,14.0,312.0,679.0,17.0,0.37888198757763975,0.3935483870967742,0.4444444444444444,0.3684210526315789,0.10526315789473684,0.41509433962264153,0.3684210526315789,0.5951940850277264,0.6379310344827587,0.6953125,0.5849719101123596,0.5194805194805194,0.6740331491712708,0.6167076167076168,0.5617977528089888,0.7113636363636363,0.2401685393258427,28.474476246680435,0.6447368421052632,0.15517241379310345,0.1455621301775148,0.04411764705882353,0.16518650088809947,0.02702702702702703,0.1534090909090909,0.03631082062454612,0.0812720848056537,0.026634382566585957,0.027777777777777776,0.1237785016286645,0.1779935275080906,0.13100436681222707,0.17293233082706766,0.14634146341463414,0.7,0.425561797752809,0.7623762376237624,0.8309352517985612,0.46320346320346323,0.1699438202247191,0.39669421487603307,0.43243243243243246,0.22916666666666666,0.16432584269662923,0.36752136752136755,0.36752136752136755,0.09302325581395349,0.032303370786516857,0.30434782608695654,0.30434782608695654,0.2857142857142857,0.20786516853932585,0.3783783783783784,0.3783783783783784,0.4642857142857143,0.4675324675324675,0.8333333333333334,0.05194805194805195,0.19480519480519481,0.13333333333333333,,0.425414364640884,0.8571428571428571,0.03314917127071823,0.16666666666666666,0.2596685082872928,0.44680851063829785,0.6657303370786517,0.3783783783783784,0.5524502109704641,0.5869481818181818,0.545087777777778,0.15452261306532664,0.19391025641025642,0.09930486593843098,0.3118172790466733,6.456931608133087,25.76549707602339,0.2313179347826087,105.0,35.0,82.0,22.0,1.0,2.0,0.06469500924214418,0.08264462809917356,0.011627906976744186,,,3.0,9.0,4.0,9.0,8.0,5.0,1.0,7.0,,0.08250825082508251,,,,0.037037037037037035,0.03225806451612903,0.009216589861751152,0.03146853146853147,0.5,,,1.0,1.0,,,,,,True
2747,1610612739,JR Smith,JR Smith,2747,CLE,47979.0,800,148,1606,1595,362.0,285.0,186.0,3201,10.0,16.0,1.0,3.0,,1.0,2.0,10.0,3.0,14.0,27.0,56.0,5.0,4.0,9.0,42.0,122.0,5.0,16.0,10.0,26.0,15.0,40.0,69.0,178.0,4.0,241.0,1775,1.0,3.0,8.0,21.0,,26.0,1.0,7.0,14.0,35.0,4.0,48.0,14.0,16.0,198.0,2.0,122.0,42.0,27.0,16.0,43.0,3.0,18.0,6.0,102.0,6.0,6.0,28.0,20.0,5.0,53.0,12.0,65.0,32.0,24.0,8.0,9.0,3.0,7.0,8.0,,2.0,17.0,,2.0,25.0,1.0,52,2.0,4.0,12.0,1.0,1.0,5.0,4.0,,,2.0,9.0,7.0,,2.0,10.0,4.0,48.0,360.0,1.0,0.4666666666666667,0.5,0.9565217391304348,0.38764044943820225,0.38095238095238093,0.4,0.38764044943820225,0.375,0.3333333333333333,0.14285714285714285,0.5435779816513762,0.5416666666666666,0.5238095238095238,0.5477272727272727,0.5416666666666666,0.5454545454545454,0.8165137614678899,12.91735084838533,0.5294117647058824,0.14285714285714285,0.043010752688172046,0.014492753623188406,0.09032258064516129,0.017964071856287425,0.06193548387096774,0.016042780748663103,0.007462686567164179,0.02092050209205021,0.010526315789473684,0.028735632183908046,0.04666666666666667,0.05673758865248227,0.10619469026548672,0.047619047619047616,0.4,0.07339449541284404,0.625,0.7142857142857143,0.7,0.045871559633027525,0.2,0.25,,0.06422018348623854,0.21428571428571427,0.21428571428571427,,0.25688073394495414,0.48214285714285715,0.48214285714285715,0.9629629629629629,0.5596330275229358,0.3442622950819672,0.3442622950819672,0.9523809523809523,0.125,0.3333333333333333,0.20833333333333334,0.6666666666666666,0.3125,1.0,0.023809523809523808,,0.21428571428571427,0.4444444444444444,0.6190476190476191,0.38461538461538464,0.8899082568807339,0.3442622950819672,0.5439801843317971,0.5436421052631579,0.5007463414634147,,,0.1078838174273859,0.1991701244813278,8.962499999999999,25.14325842696629,0.22540473225404734,9.0,4.0,13.0,3.0,,,0.1,0.2,,3.0,,,1.0,,,,,,3.0,,0.125,,,,,0.012903225806451613,0.024,0.0078125,,0.6,1.0,,,1.0,1.0,,,,True
2210,1610612739,Richard Jefferson,Richard Jefferson,2210,CLE,24518.0,409,76,836,829,314.0,208.0,100.0,1665,16.0,23.0,2.0,3.0,1.0,5.0,2.0,7.0,2.0,7.0,2.0,17.0,1.0,,4.0,5.0,17.0,1.0,2.0,2.0,9.0,20.0,37.0,7.0,34.0,16.0,77.0,869,3.0,4.0,2.0,3.0,3.0,15.0,3.0,9.0,2.0,13.0,14.0,26.0,24.0,16.0,18.0,,17.0,5.0,12.0,9.0,21.0,3.0,6.0,1.0,51.0,5.0,1.0,14.0,34.0,3.0,51.0,6.0,57.0,10.0,6.0,4.0,6.0,4.0,5.0,6.0,1.0,1.0,12.0,5.0,2.0,18.0,1.0,37,,1.0,21.0,2.0,1.0,2.0,21.0,1.0,7.0,4.0,4.0,4.0,,,4.0,1.0,26.0,312.0,4.0,0.6,0.6,0.8571428571428571,0.20588235294117646,0.6666666666666666,0.15384615384615385,0.20588235294117646,0.5405405405405406,0.75,0.3333333333333333,0.4295774647887324,0.8571428571428571,0.2727272727272727,0.47530864197530864,0.75,0.43333333333333335,0.4788732394366197,9.697601668404587,0.5,0.13043478260869565,0.13765182186234817,0.004629629629629629,0.09395973154362416,0.029239766081871343,0.12121212121212122,0.015503875968992248,,0.008547008547008548,0.07407407407407407,0.12162162162162163,0.14444444444444443,0.14457831325301204,0.08928571428571429,0.10810810810810811,0.25,0.323943661971831,0.6956521739130435,0.8421052631578947,0.625,0.09859154929577464,0.2857142857142857,0.2857142857142857,,0.09859154929577464,0.2857142857142857,0.2857142857142857,1.0,0.23943661971830985,0.11764705882352941,0.11764705882352941,1.0,0.23943661971830985,0.29411764705882354,0.29411764705882354,0.8,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.2857142857142857,0.5,1.0,0.22727272727272727,0.2,0.18181818181818182,,0.4090909090909091,0.2222222222222222,0.8028169014084507,0.29411764705882354,0.5583028571428574,0.6456875,0.4807590909090908,0.09090909090909091,0.16279069767441862,0.19480519480519481,0.33766233766233766,5.9837837837837835,24.688235294117646,0.37559808612440193,3.0,4.0,6.0,5.0,,,0.10810810810810811,,,1.0,,,4.0,,,,,,1.0,,0.17391304347826086,,,,,0.0136986301369863,,0.10526315789473684,0.5,1.0,1.0,,,,,1.0,,,True
2594,1610612739,Kyle Korver,Kyle Korver,2594,CLE,14002.0,233,5,485,477,244.0,190.0,56.0,962,,1.0,,,,,1.0,1.0,8.0,15.0,8.0,19.0,2.0,5.0,11.0,12.0,17.0,,,8.0,11.0,9.0,17.0,20.0,36.0,7.0,85.0,546,,,1.0,2.0,,3.0,6.0,9.0,13.0,22.0,2.0,53.0,16.0,2.0,60.0,,17.0,12.0,4.0,4.0,8.0,1.0,3.0,1.0,20.0,1.0,,10.0,13.0,2.0,25.0,1.0,26.0,3.0,3.0,,6.0,1.0,4.0,2.0,,2.0,8.0,1.0,3.0,10.0,,15,,1.0,12.0,1.0,1.0,2.0,7.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,53.0,241.0,1.0,0.8888888888888888,0.8888888888888888,1.0,0.5555555555555556,0.5,0.5909090909090909,0.5555555555555556,0.5294117647058824,,0.6666666666666666,0.7358490566037735,0.75,0.8225806451612904,0.7589285714285714,0.75,0.828125,0.6792452830188679,11.678832116788321,0.75,0.13333333333333333,0.0948905109489051,,0.10752688172043011,0.010526315789473684,0.1,0.0045662100456621,,0.016666666666666666,,0.10526315789473684,0.08888888888888889,0.08571428571428572,0.09859154929577464,0.13636363636363635,1.0,0.018867924528301886,,,,0.018867924528301886,1.0,1.0,1.0,0.2830188679245283,0.5333333333333333,0.5333333333333333,0.875,0.3584905660377358,0.42105263157894735,0.42105263157894735,1.0,0.32075471698113206,0.7058823529411765,0.7058823529411765,1.0,,,1.0,,,,,,0.3548387096774194,0.45454545454545453,0.3548387096774194,0.7272727272727273,0.6981132075471698,0.7058823529411765,0.49737075471698106,,0.5004790322580646,0.03636363636363636,0.05555555555555555,0.03529411764705882,0.6235294117647059,18.01764705882353,24.31388888888889,0.5030927835051546,,,3.0,,,1.0,,,0.02702702702702703,1.0,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,,,,True
1627770,1610612739,Kay Felder,Kay Felder,1627770,CLE,2660.0,44,14,85,90,28.0,21.0,10.0,175,6.0,12.0,,1.0,1.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,,,,,1.0,,,,1.0,9.0,17.0,1.0,2.0,,21.0,79,,1.0,,,,,1.0,6.0,,1.0,,2.0,,18.0,3.0,,1.0,,4.0,6.0,10.0,1.0,1.0,,26.0,,,,3.0,,3.0,,3.0,2.0,1.0,1.0,1.0,,,1.0,,1.0,2.0,,1.0,2.0,,2,,,1.0,,,,,,,,,,,,,,2.0,28.0,,,,1.0,0.5,,,0.5,0.5294117647058824,,0.16666666666666666,0.5526315789473685,,0.14285714285714285,0.5526315789473685,,0.14285714285714285,0.10526315789473684,21.875,0.5,,0.0967741935483871,,,,0.057692307692307696,,,,,,0.07692307692307693,0.18181818181818182,,,,0.631578947368421,0.5,0.6,,0.05263157894736842,1.0,1.0,,0.21052631578947367,0.5,0.5,,0.05263157894736842,1.0,1.0,1.0,0.05263157894736842,,,,1.0,,,,,,0.7142857142857143,0.2,,,0.14285714285714285,,0.7368421052631579,,0.5220289473684211,,0.48928571428571427,,,,0.09523809523809523,5.7941176470588225,24.0,0.32941176470588235,,2.0,5.0,3.0,,,0.11764705882352941,,,,,,,1.0,,,,,,,0.16666666666666666,,,,,,,,,,,,1.0,,,,,,True
203895,1610612739,Jordan McRae,Jordan McRae,203895,CLE,5118.0,85,6,171,173,43.0,30.0,16.0,344,2.0,4.0,,,,,2.0,7.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,3.0,6.0,1.0,2.0,1.0,2.0,5.0,15.0,6.0,11.0,3.0,31.0,183,,1.0,1.0,3.0,,3.0,1.0,3.0,2.0,3.0,,8.0,4.0,6.0,15.0,,6.0,3.0,2.0,,2.0,,2.0,,4.0,,1.0,1.0,7.0,,8.0,1.0,9.0,1.0,1.0,,,,,2.0,1.0,,2.0,1.0,,1.0,,4,1.0,,4.0,,,1.0,3.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,8.0,43.0,,0.4,0.4,0.8333333333333334,0.5454545454545454,0.3333333333333333,0.6666666666666666,0.5454545454545454,0.3333333333333333,,0.3333333333333333,0.5384615384615384,0.375,0.6666666666666666,0.5740740740740741,0.375,0.6666666666666666,0.4230769230769231,15.18324607329843,,,0.1206896551724138,0.018867924528301886,0.04,,0.0963855421686747,0.011363636363636364,0.0625,,,0.19047619047619047,0.07142857142857142,0.1111111111111111,0.05555555555555555,,1.0,0.15384615384615385,0.5,0.6666666666666666,0.5,0.2692307692307692,0.2857142857142857,0.2857142857142857,,0.15384615384615385,0.25,0.25,1.0,0.19230769230769232,0.6,0.6,1.0,0.23076923076923078,0.5,0.5,0.6666666666666666,,,0.25,0.5,0.5,1.0,,,0.16666666666666666,1.0,0.3333333333333333,0.5,0.5769230769230769,0.5,0.5027480769230769,0.4527,0.4322333333333333,0.07407407407407407,0.125,0.0967741935483871,0.25806451612903225,9.04,24.19090909090909,0.25146198830409355,3.0,1.0,,,,,0.06666666666666667,,,,,,,,,,,,,,0.25,,,,,,,,,,,1.0,,,,,,,True
