EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,PtsPutbacks,HeaveAttempts,ShortMidRangeAssists,OffTwoPtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,Loose Ball Fouls Drawn,OffShortMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceFtPoints,BlockingFouls,Charge Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,3SecondViolations,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,Arc3PctBlocked,on
1626173,1610612749,Rashad Vaughn,Rashad Vaughn,1626173,MIL,9972.0,166,-1.0,333,338,115,121,29.0,671,5.0,10.0,1.0,2.0,1.0,3.0,3.0,10.0,4.0,11.0,2.0,9.0,1.0,3.0,9.0,23.0,2.0,3.0,6.0,8.0,12.0,31.0,11.0,32.0,1.0,58.0,347,1.0,2.0,2.0,3.0,8.0,4.0,13.0,7.0,11.0,1.0,30.0,16.0,8.0,30.0,3.0,23.0,9.0,4.0,4.0,2.0,6.0,1.0,1.0,3.0,1.0,14.0,1.0,12.0,11.0,1.0,24.0,1.0,25.0,7.0,6.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,7.0,2.0,4.0,7.0,1.0,3.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,30.0,115,1.0,0.6666666666666666,0.6666666666666666,0.9090909090909091,0.34375,0.6666666666666666,0.6363636363636364,0.34375,0.3870967741935484,0.5,0.3076923076923077,0.4523809523809524,0.8,0.6041666666666666,0.453125,0.8,0.6,0.5079365079365079,0.12903225806451613,0.1,0.2,0.09090909090909091,19.55922865013774,0.7142857142857143,0.07692307692307693,0.10185185185185185,0.1935483870967742,0.016129032258064516,0.13529411764705881,0.006622516556291391,0.022222222222222223,0.08163265306122448,0.07407407407407407,0.15625,0.18604651162790697,0.21052631578947367,0.2,0.15873015873015872,0.5,0.5555555555555556,0.8,0.15873015873015872,0.3,0.375,0.3333333333333333,0.1746031746031746,0.36363636363636365,0.4,0.75,0.14285714285714285,0.2222222222222222,0.2222222222222222,0.5,0.36507936507936506,0.391304347826087,0.391304347826087,1.0,0.4,0.5,1.0,0.6,0.6666666666666666,1.0,0.125,0.3333333333333333,0.125,0.3333333333333333,0.3333333333333333,0.75,0.6666666666666666,0.391304347826087,0.5104435483870968,0.489,0.4859208333333333,0.015625,0.03125,0.13793103448275862,0.5172413793103449,9.383870967741935,25.73125,0.34534534534534533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1626253,1610612749,Axel Toupane,Axel Toupane,1626253,MIL,195.0,3,-9.0,7,6,4,3,,13,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,1.0,,,,,14.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,0.5913,,,,,,,,23.0,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1627763,1610612749,Malcolm Brogdon,Malcolm Brogdon,1627763,MIL,36298.0,605,106.0,1170,1189,267,294,118.0,2359,53.0,85.0,6.0,7.0,7.0,15.0,11.0,28.0,7.0,26.0,6.0,15.0,,4.0,12.0,34.0,,1.0,4.0,9.0,71.0,139.0,18.0,49.0,42.0,238.0,1235,6.0,9.0,,2.0,12.0,11.0,28.0,4.0,13.0,15.0,49.0,46.0,96.0,51.0,3.0,33.0,12.0,9.0,75.0,50.0,125.0,38.0,12.0,47.0,13.0,300.0,3.0,20.0,28.0,,48.0,13.0,61.0,31.0,20.0,11.0,26.0,12.0,14.0,14.0,1.0,4.0,40.0,10.0,20.0,41.0,57.0,52.0,3.0,22.0,4.0,4.0,,4.0,2.0,49.0,267,2.0,0.323943661971831,0.3333333333333333,0.9444444444444444,0.3673469387755102,,0.3076923076923077,0.375,0.5107913669064749,0.6666666666666666,0.39285714285714285,0.5212765957446809,0.5454545454545454,0.4146341463414634,0.5645933014354066,0.5454545454545454,0.4897959183673469,0.26063829787234044,0.06474820143884892,0.058823529411764705,0.07142857142857142,0.07692307692307693,19.018404907975462,0.65,,0.07977207977207977,0.09174311926605505,0.014285714285714285,0.0843585237258348,0.025193798449612403,0.013513513513513514,0.0875,0.10101010101010101,0.043478260869565216,0.09285714285714286,0.08974358974358974,0.5,0.4521276595744681,0.6235294117647059,0.6625,0.3584905660377358,0.14893617021276595,0.39285714285714285,0.4230769230769231,0.18181818181818182,0.13829787234042554,0.2692307692307692,0.2916666666666667,0.2857142857142857,0.0797872340425532,0.4,0.4,1.0,0.18085106382978725,0.35294117647058826,0.35294117647058826,0.9166666666666666,0.6363636363636364,0.8571428571428571,0.16666666666666666,0.09090909090909091,,,0.36585365853658536,0.4666666666666667,0.0975609756097561,,0.21951219512195122,0.4444444444444444,0.7127659574468085,0.36363636363636365,0.5517578378378379,0.58099,0.5150649999999999,0.10837438423645321,0.14285714285714285,0.05042016806722689,0.20588235294117646,5.895683453237409,25.526530612244898,0.2282051282051282,1.0,4.0,1.0,15.0,10.0,4.0,5.0,2.0,3.0,1.0,2.0,7.0,1.0,7.0,6.0,1.0,5.0,0.032679738562091505,0.050724637681159424,0.04285714285714286,0.016129032258064516,0.046511627906976744,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,True
201150,1610612749,Spencer Hawes,Spencer Hawes,201150,MIL,4919.0,82,-31.0,165,163,26,51,4.0,328,4.0,5.0,,,1.0,1.0,1.0,6.0,2.0,2.0,2.0,3.0,,,1.0,7.0,,,,1.0,7.0,13.0,3.0,10.0,6.0,29.0,187,,,,,,1.0,1.0,,1.0,,2.0,12.0,2.0,9.0,,7.0,1.0,,7.0,2.0,9.0,1.0,1.0,4.0,2.0,20.0,,13.0,8.0,,21.0,1.0,22.0,1.0,1.0,,3.0,3.0,2.0,,,,5.0,,2.0,5.0,8.0,7.0,,4.0,2.0,1.0,1.0,2.0,1.0,2.0,26,,0.8571428571428571,0.8571428571428571,1.0,0.3,,,0.3,0.5384615384615384,,1.0,0.5,,0.5,0.5576923076923077,,0.5,0.43478260869565216,,,,,18.235294117647058,0.6,,0.21052631578947367,0.3611111111111111,,0.28378378378378377,0.013333333333333334,,0.21052631578947367,0.3333333333333333,0.1,0.3333333333333333,0.4444444444444444,0.5,0.21739130434782608,0.8,0.8,0.75,0.2608695652173913,0.16666666666666666,0.16666666666666666,1.0,0.08695652173913043,1.0,1.0,1.0,0.13043478260869565,0.6666666666666666,0.6666666666666666,1.0,0.30434782608695654,0.14285714285714285,0.14285714285714285,1.0,,,,,,,0.5,1.0,,,0.5,,0.6521739130434783,0.14285714285714285,0.516945652173913,,0.524525,0.15384615384615385,0.25,,0.06896551724137931,7.861538461538462,25.05,0.15757575757575756,,,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,,0.023809523809523808,,,,,,1.0,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,True
203141,1610612749,Mirza Teletovic,Mirza Teletovic,203141,MIL,68000.0,1133,72.0,2218,2220,456,572,219.0,4438,26.0,52.0,2.0,4.0,5.0,9.0,13.0,30.0,13.0,31.0,22.0,64.0,3.0,9.0,82.0,241.0,1.0,16.0,15.0,46.0,52.0,113.0,104.0,305.0,35.0,451.0,2356,4.0,8.0,4.0,21.0,23.0,7.0,20.0,18.0,55.0,14.0,82.0,78.0,26.0,303.0,9.0,239.0,82.0,9.0,30.0,18.0,48.0,12.0,6.0,18.0,4.0,114.0,6.0,56.0,83.0,12.0,151.0,11.0,162.0,12.0,11.0,1.0,17.0,12.0,20.0,5.0,1.0,1.0,37.0,6.0,56.0,109.0,45.0,45.0,,21.0,13.0,7.0,5.0,13.0,7.0,82.0,456,13.0,0.75,0.7647058823529411,0.9711538461538461,0.34098360655737703,0.19047619047619047,0.32727272727272727,0.3432343234323432,0.46017699115044247,0.5,0.35,0.49760765550239233,0.3448275862068966,0.4533333333333333,0.5148401826484018,0.359375,0.5,0.7296650717703349,0.07964601769911504,0.1346153846153846,0.03333333333333333,0.03225806451612903,19.254154843940007,0.4594594594594595,0.16666666666666666,0.1343042071197411,0.13176470588235295,0.014778325123152709,0.1332694151486098,0.010978043912175649,0.014234875444839857,0.12406015037593984,0.13714285714285715,0.14689265536723164,0.13175675675675674,0.13178294573643412,0.5384615384615384,0.12440191387559808,0.5,0.5777777777777777,0.7307692307692307,0.07177033492822966,0.43333333333333335,0.4482758620689655,0.6153846153846154,0.07416267942583732,0.41935483870967744,0.43333333333333335,0.9230769230769231,0.15311004784688995,0.34375,0.34375,0.9545454545454546,0.5765550239234449,0.34024896265560167,0.34024896265560167,0.975609756097561,0.13793103448275862,0.5,0.5,0.5517241379310345,0.0625,1.0,0.12,0.5555555555555556,0.12,0.3333333333333333,0.6133333333333333,0.32608695652173914,0.854066985645933,0.34309623430962344,0.5255910628019324,0.5098782608695653,0.4988486301369862,0.05045871559633028,0.16153846153846155,0.050997782705099776,0.18181818181818182,7.841592920353984,25.8744262295082,0.20559062218214608,5.0,2.0,2.0,8.0,5.0,2.0,6.0,5.0,2.0,5.0,3.0,1.0,5.0,4.0,2.0,1.0,2.0,0.008389261744966443,0.011406844106463879,,0.016,0.008097165991902834,0.1724137931034483,2.0,0.01,3.0,3.0,4.0,2.0,3.0,1.0,1.0,0.6,0.6666666666666666,0.0032679738562091504,,,,,,,,,,,,,True
1627748,1610612749,Thon Maker,Thon Maker,1627748,MIL,4777.0,80,16.0,159,159,58,54,16.0,318,8.0,10.0,2.0,2.0,2.0,3.0,3.0,6.0,,1.0,1.0,2.0,1.0,1.0,2.0,8.0,,2.0,1.0,3.0,11.0,17.0,3.0,10.0,8.0,39.0,141,2.0,2.0,,2.0,5.0,4.0,7.0,2.0,4.0,5.0,19.0,14.0,8.0,9.0,,8.0,2.0,2.0,2.0,,2.0,,,1.0,1.0,4.0,1.0,5.0,7.0,3.0,15.0,6.0,21.0,1.0,1.0,,1.0,,1.0,1.0,,,2.0,,8.0,12.0,9.0,12.0,,5.0,3.0,3.0,,3.0,2.0,19.0,58,,0.6363636363636364,0.7777777777777778,1.0,0.3,,0.5,0.3,0.6470588235294118,1.0,0.5714285714285714,0.5740740740740741,0.5,0.6363636363636364,0.609375,0.5,0.6785714285714286,0.37037037037037035,0.11764705882352941,0.1,0.16666666666666666,,19.318181818181817,0.5,0.42857142857142855,0.14893617021276595,0.18518518518518517,0.03225806451612903,0.16216216216216217,0.0821917808219178,0.043478260869565216,0.16666666666666666,0.1,0.15384615384615385,0.18181818181818182,0.2,0.6666666666666666,0.37037037037037035,0.8,0.8888888888888888,0.75,0.2222222222222222,0.5,0.6,0.3333333333333333,0.037037037037037035,,,,0.07407407407407407,0.5,0.5,1.0,0.2962962962962963,0.25,0.25,1.0,0.5,1.0,,0.5,,,0.2727272727272727,0.6666666666666666,0.09090909090909091,1.0,0.2727272727272727,0.3333333333333333,0.7407407407407407,0.25,0.5785592592592593,0.5393666666666667,0.5580954545454545,0.16666666666666666,0.25,0.1282051282051282,0.48717948717948717,5.223529411764706,25.01,0.36477987421383645,,4.0,,,5.0,1.0,,,,,1.0,1.0,,2.0,2.0,,2.0,0.11904761904761904,0.16666666666666666,0.11764705882352941,,0.09090909090909091,,1.0,0.07692307692307693,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,True
1891,1610612749,Jason Terry,Jason Terry,1891,MIL,38128.0,635,79.0,1224,1228,176,216,123.0,2452,9.0,16.0,2.0,2.0,1.0,2.0,8.0,16.0,4.0,12.0,18.0,44.0,1.0,5.0,20.0,37.0,,1.0,3.0,8.0,21.0,44.0,38.0,81.0,16.0,172.0,1289,2.0,3.0,2.0,5.0,10.0,1.0,4.0,4.0,13.0,1.0,15.0,26.0,16.0,108.0,6.0,37.0,20.0,2.0,41.0,18.0,59.0,13.0,5.0,32.0,6.0,136.0,6.0,13.0,22.0,,35.0,8.0,43.0,19.0,12.0,7.0,12.0,12.0,7.0,,1.0,2.0,19.0,1.0,20.0,51.0,15.0,18.0,2.0,7.0,9.0,4.0,2.0,9.0,7.0,15.0,176,1.0,0.6190476190476191,0.65,0.9473684210526315,0.4691358024691358,0.4,0.3076923076923077,0.4691358024691358,0.4772727272727273,0.6666666666666666,0.25,0.624,0.625,0.4117647058823529,0.6390977443609023,0.625,0.4166666666666667,0.648,0.045454545454545456,0.125,,,11.094890510948906,0.631578947368421,,0.05994550408719346,0.05752212389380531,0.02727272727272727,0.05902192242833052,0.014388489208633094,0.041379310344827586,0.05128205128205128,0.02,0.10810810810810811,0.05,0.07575757575757576,0.7777777777777778,0.128,0.5625,0.6428571428571429,0.5555555555555556,0.128,0.5,0.5,0.625,0.096,0.3333333333333333,0.3333333333333333,0.75,0.352,0.4090909090909091,0.4186046511627907,0.9444444444444444,0.296,0.5405405405405406,0.5405405405405406,0.95,0.25,1.0,,0.125,,,0.11764705882352941,0.5,0.29411764705882354,0.2,0.47058823529411764,0.375,0.776,0.5405405405405406,0.52570162601626,0.5743071428571428,0.48320625,0.05303030303030303,0.13725490196078433,0.05813953488372093,0.0872093023255814,8.661363636363637,24.49753086419753,0.1437908496732026,4.0,2.0,,3.0,2.0,2.0,2.0,,1.0,2.0,1.0,2.0,,,1.0,,1.0,0.005952380952380952,0.006666666666666667,,,0.03333333333333333,0.5,,0.00847457627118644,2.0,,2.0,,,,3.0,0.5,0.5,,,1.0,0.012345679012345678,0.022727272727272728,,,,,,,,,True
201563,1610612749,Michael Beasley,Michael Beasley,201563,MIL,11688.0,195,-29.0,384,385,55,107,39.0,769,22.0,32.0,3.0,4.0,2.0,2.0,15.0,29.0,12.0,25.0,1.0,6.0,,1.0,1.0,2.0,,,,,49.0,86.0,2.0,8.0,17.0,121.0,427,6.0,9.0,,1.0,14.0,7.0,11.0,,1.0,2.0,16.0,56.0,42.0,6.0,,2.0,1.0,5.0,4.0,4.0,8.0,2.0,2.0,3.0,,20.0,5.0,8.0,15.0,3.0,26.0,9.0,35.0,4.0,4.0,,9.0,3.0,7.0,6.0,,2.0,16.0,1.0,12.0,18.0,16.0,21.0,,13.0,1.0,1.0,,1.0,,16.0,55,,0.5714285714285714,0.5957446808510638,1.0,0.25,,,0.25,0.5697674418604651,0.6666666666666666,0.6363636363636364,0.5531914893617021,0.6,0.5833333333333334,0.5931372549019608,0.5833333333333334,0.6153846153846154,0.0851063829787234,0.05813953488372093,0.09375,0.06896551724137931,,27.764705882352942,0.5625,0.23076923076923078,0.12931034482758622,0.10666666666666667,0.07042253521126761,0.12041884816753927,0.05027932960893855,0.04,0.10869565217391304,0.12,0.15555555555555556,0.10638297872340426,0.10714285714285714,,0.3404255319148936,0.6875,0.7586206896551724,0.45454545454545453,0.30851063829787234,0.5172413793103449,0.5555555555555556,0.4,0.26595744680851063,0.48,0.48,1.0,0.06382978723404255,0.16666666666666666,0.16666666666666666,1.0,0.02127659574468085,0.5,0.5,1.0,0.4,0.75,0.3333333333333333,,,,0.16666666666666666,1.0,0.08333333333333333,,,,0.425531914893617,0.5,0.4972079787234042,0.48046874999999994,0.46737499999999993,0.12745098039215685,0.13829787234042554,0.11570247933884298,0.1322314049586777,8.37093023255814,24.3375,0.14322916666666666,1.0,4.0,,1.0,4.0,2.0,2.0,1.0,2.0,1.0,,,,5.0,,,,0.037037037037037035,0.05555555555555555,0.034482758620689655,0.14285714285714285,0.05263157894736842,0.1,1.0,0.023255813953488372,,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,True
203101,1610612749,Miles Plumlee,Miles Plumlee,203101,MIL,3199.0,53,-14.0,101,103,40,28,12.0,204,1.0,7.0,,,1.0,4.0,2.0,5.0,1.0,1.0,,,,,,,,,,,4.0,13.0,,,3.0,11.0,109,,1.0,,,,1.0,4.0,,,1.0,3.0,6.0,2.0,,,,,3.0,2.0,3.0,5.0,3.0,,1.0,1.0,13.0,3.0,3.0,3.0,,6.0,6.0,12.0,1.0,1.0,,2.0,,,2.0,,,2.0,,2.0,3.0,5.0,6.0,,3.0,3.0,2.0,1.0,3.0,1.0,3.0,40,,0.75,0.75,,,,,,0.3076923076923077,,0.25,0.3076923076923077,,0.25,0.34375,,0.3,,0.23076923076923078,0.2857142857142857,0.2,,15.789473684210527,1.0,,0.11538461538461539,0.11538461538461539,0.15789473684210525,0.11538461538461539,0.10204081632653061,0.08333333333333333,0.15384615384615385,,0.14285714285714285,0.1,0.16666666666666666,0.3333333333333333,0.5384615384615384,0.14285714285714285,0.2,1.0,0.38461538461538464,0.4,0.5,0.5,0.07692307692307693,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,0.25,,,,,0.5384615384615384,,0.5466,0.3989,0.657275,0.1875,0.1875,,0.2727272727272727,4.276923076923077,,0.39603960396039606,,,,,2.0,1.0,,,,1.0,,,,,,,,0.06666666666666667,,0.14285714285714285,0.2857142857142857,0.16666666666666666,,1.0,0.1,,,,,,,,,,,,,,,,1.0,0.2,,,,,,True
1627780,1610612749,Gary Payton II,Gary Payton II,1627780,MIL,4543.0,76,-29.0,149,147,29,50,11.0,296,5.0,6.0,,,2.0,2.0,,2.0,1.0,1.0,,1.0,,,,4.0,,2.0,,,6.0,9.0,,5.0,3.0,15.0,167,,,,2.0,,2.0,3.0,,,,4.0,6.0,6.0,,,4.0,,,5.0,6.0,11.0,4.0,2.0,3.0,1.0,28.0,,4.0,5.0,,9.0,,9.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,,1.0,6.0,,5.0,9.0,5.0,5.0,,3.0,4.0,4.0,,4.0,1.0,4.0,29,,0.5,0.5,,,,,,0.6666666666666666,,0.6666666666666666,0.42857142857142855,,0.6666666666666666,0.46875,,0.6666666666666666,0.35714285714285715,,,,,13.75,0.5,,0.13513513513513514,0.14285714285714285,,0.13846153846153847,,,0.058823529411764705,0.2222222222222222,0.18181818181818182,0.1,0.25,0.25,0.42857142857142855,0.8333333333333334,0.8333333333333334,0.6,0.14285714285714285,,,,0.07142857142857142,1.0,1.0,,0.07142857142857142,,,,0.2857142857142857,,,,,,,1.0,,,0.6666666666666666,1.0,,,,,0.7857142857142857,,0.526825,0.51375,0.5544333333333333,0.1875,0.2727272727272727,,0.26666666666666666,3.9555555555555557,25.119999999999997,0.19463087248322147,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,True
