EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,Arc3FGA,FG2A,FG3A,OpponentPoints,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,Steals,LostBallSteals,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,AtRimFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,ShortMidRangeFGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Corner3Assists,FTDefRebounds,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg3Pct,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,Offensive Fouls,BlockingFoulsDrawn,BlockedShortMidRange,ShortMidRangePctBlocked,DefCorner3ReboundPct,ShortMidRangePctAssisted,Charge Fouls Drawn,DefensiveGoaltends,OffCorner3ReboundPct,LongMidRangePctBlocked,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,FTOffRebounds,Charge Fouls,Clear Path Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,3SecondViolations,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3
1626144,1610612743,Emmanuel Mudiay,Emmanuel Mudiay,1626144,DEN,411.0,7,-2,17,18,7,7,35,1.0,1.0,1.0,1.0,16,1.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,7,0.5,11.76470588235294,0.5,0.5,1.0,0.5599,2.1,25.6,0.4117647058823529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1627736,1610612743,Malik Beasley,Malik Beasley,1627736,DEN,9893.0,165,58,359,355,138,133,714,34.0,16.0,45.0,28.0,340,16.0,8.0,3.0,11.0,3.0,1.0,25.0,7.0,1.0,4.0,10.0,138,0.3835616438356164,21.717171717171716,0.4657534246575342,0.2191780821917808,0.8493150684931506,0.5785226027397259,5.093333333333333,24.467857142857145,0.38440111420612816,35.0,21.0,6.0,6.0,8.0,15.0,2.0,3.0,9.0,5.0,12.0,2.0,4.0,3.0,1.0,5.0,24.0,9.0,8.0,83.0,6.0,6.0,3.0,12.0,8.0,17.0,1.0,7.0,5.0,24.0,20.0,28.0,27.0,6.0,4.0,6.0,5.0,2.0,2.0,3.0,4.0,8.0,12.0,5.0,17.0,3.0,6.0,3.0,2.0,5.0,2.0,1.0,2.0,8.0,3.0,1.0,1.0,9.0,1.0,3.0,10.0,3.0,2.0,24.0,2.0,2.0,0.4166666666666667,0.47619047619047616,1.0,0.32142857142857145,0.14285714285714285,0.32142857142857145,0.5333333333333333,1.0,0.47058823529411764,0.5136986301369864,0.6666666666666666,0.3958333333333333,0.532051282051282,0.6666666666666666,0.4444444444444444,0.13333333333333333,0.17647058823529413,0.375,0.07339449541284404,0.037037037037037035,0.06451612903225806,0.03225806451612903,0.07017543859649122,0.03496503496503497,0.08333333333333333,0.038461538461538464,0.09090909090909091,0.13157894736842105,0.0784313725490196,0.08823529411764706,0.6176470588235294,0.75,0.42857142857142855,0.0273972602739726,0.1232876712328767,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1643835616438356,0.4166666666666667,0.4166666666666667,1.0,0.25,0.25,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.625,0.5333333333333333,0.08333333333333333,0.20833333333333334,0.2,0.25,0.59649,0.5879645833333335,0.039473684210526314,0.0625,0.14457831325301204,0.2891566265060241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1627750,1610612743,Jamal Murray,Jamal Murray,1627750,DEN,8168.0,136,24,301,299,129,127,600,18.0,28.0,39.0,31.0,296,28.0,15.0,11.0,26.0,10.0,1.0,63.0,4.0,,2.0,7.0,129,0.44285714285714284,26.506024096385545,0.2571428571428571,0.4,0.7,0.5184652173913044,7.8717948717948705,25.774193548387096,0.42857142857142855,30.0,10.0,,,5.0,9.0,10.0,5.0,11.0,2.0,3.0,1.0,12.0,3.0,11.0,17.0,21.0,14.0,8.0,92.0,1.0,2.0,3.0,8.0,8.0,19.0,12.0,18.0,3.0,55.0,2.0,40.0,24.0,,12.0,4.0,12.0,2.0,,3.0,4.0,3.0,8.0,3.0,11.0,1.0,4.0,10.0,8.0,5.0,2.0,2.0,,15.0,11.0,,,11.0,,,9.0,3.0,1.0,55.0,2.0,1.0,0.047619047619047616,0.047619047619047616,0.5714285714285714,0.45161290322580644,0.6666666666666666,0.45161290322580644,0.5384615384615384,0.5,0.42105263157894735,0.6,0.8,0.7027027027027027,0.6301369863013698,0.8,0.7236842105263158,0.10256410256410256,0.2222222222222222,0.6666666666666666,0.03333333333333333,0.043478260869565216,0.07547169811320754,,0.04895104895104895,0.025,,,,0.03571428571428571,0.09302325581395349,0.03571428571428571,0.5555555555555556,0.7142857142857143,0.1,0.14285714285714285,0.15714285714285714,0.45454545454545453,0.45454545454545453,,0.04285714285714286,0.6666666666666666,0.6666666666666666,0.5,0.42857142857142855,0.42857142857142855,0.5833333333333334,,,,0.6,0.24324324324324326,0.5555555555555556,0.02702702702702703,0.4594594594594595,0.6470588235294118,0.42857142857142855,0.4714833333333333,0.5151388888888889,0.06944444444444445,0.07317073170731707,0.08695652173913043,0.5978260869565217,6.0,1.0,2.0,2.0,18.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.6666666666666666,0.09090909090909091,0.08333333333333333,0.08,0.0625,0.5,0.6,0.6,0.6666666666666666,1.0,1.0,0.06451612903225806,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1627823,1610612743,Juan Hernangomez,Juan Hernangomez,1627823,DEN,7923.0,132,31,290,280,119,111,570,11.0,18.0,18.0,22.0,283,18.0,1.0,5.0,6.0,4.0,1.0,17.0,3.0,,3.0,8.0,119,0.55,17.350157728706623,0.275,0.45,0.825,0.5575325,4.594444444444445,24.613636363636363,0.4103448275862069,26.0,6.0,1.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,4.0,,7.0,,1.0,6.0,9.0,9.0,10.0,55.0,2.0,2.0,,5.0,3.0,7.0,1.0,6.0,6.0,15.0,16.0,2.0,27.0,,7.0,2.0,,,1.0,1.0,12.0,20.0,35.0,2.0,37.0,,3.0,3.0,2.0,5.0,,1.0,1.0,8.0,4.0,1.0,,10.0,2.0,1.0,14.0,5.0,2.0,15.0,1.0,2.0,0.8888888888888888,0.8888888888888888,1.0,0.4090909090909091,0.16666666666666666,0.4090909090909091,0.5,1.0,0.42857142857142855,0.5625,1.0,0.34615384615384615,0.5851063829787234,0.8333333333333334,0.4411764705882353,0.1111111111111111,0.09090909090909091,0.375,0.23529411764705882,0.015625,0.2553191489361702,0.02127659574468085,0.24242424242424243,0.018018018018018018,0.03225806451612903,0.025,0.1935483870967742,0.34615384615384615,0.25,,0.5454545454545454,0.6,0.8333333333333334,0.125,0.05,0.5,0.5,1.0,0.1,0.5,0.5,1.0,0.3888888888888889,0.3888888888888889,1.0,0.5,1.0,1.0,,0.3076923076923077,0.75,,0.46153846153846156,0.16666666666666666,0.3888888888888889,0.5276,0.5386961538461539,0.1111111111111111,0.21739130434782608,0.09090909090909091,0.2727272727272727,2.0,,,,,1.0,3.0,2.0,1.0,1.0,,,,2.0,1.0,2.0,1.0,,0.375,,,0.17857142857142858,0.5,0.4,0.5,,,,,1.0,1.0,1.0,1.0,0.2,0.2857142857142857,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,
201579,1610612743,Roy Hibbert,Roy Hibbert,201579,DEN,323.0,5,-8,14,13,14,7,27,,,1.0,,14,,1.0,,1.0,,,2.0,,,1.0,3.0,14,,14.285714285714285,,,,0.373,9.2,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,2.0,,,,,1.0,1.0,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,2.0,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.373,,,,1.0,1.0,,,,,,,,,,,,,2.0,,2.0,2.0,,,,,,1.0,1.0,1.0,,,,,,1.0,,2.0,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,
203948,1610612743,Johnny O'Bryant III,Johnny O'Bryant III,203948,DEN,1563.0,26,-3,54,52,22,23,106,2.0,2.0,6.0,2.0,63,2.0,,2.0,2.0,2.0,,6.0,,,,2.0,22,0.25,21.05263157894737,0.25,0.25,0.5,0.44762500000000005,7.383333333333334,26.4,0.4074074074074074,4.0,2.0,,,2.0,2.0,3.0,,1.0,,,,1.0,,,1.0,3.0,1.0,4.0,13.0,,,,2.0,2.0,4.0,,1.0,2.0,6.0,6.0,,3.0,,1.0,,,,1.0,1.0,,4.0,4.0,2.0,6.0,,,1.0,,1.0,,1.0,,2.0,,,,2.0,,,4.0,2.0,,6.0,,,1.0,1.0,1.0,0.5,,0.5,0.5,,0.5,0.5625,,0.4,0.65,1.0,0.5,,,0.5,0.3076923076923077,0.1,,0.16666666666666666,0.19047619047619047,0.125,,0.2,,0.25,,,1.0,1.0,1.0,0.375,0.125,,,,,,,,0.5,0.5,1.0,,,,,0.4,1.0,,0.2,,0.5,,0.46955,0.2,0.25,0.15384615384615385,0.46153846153846156,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.5,,0.3333333333333333,0.3333333333333333,,,,,2.0,1.0,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,
202087,1610612743,Alonzo Gee,Alonzo Gee,202087,DEN,1265.0,21,10,47,46,21,20,93,1.0,,1.0,,37,,,1.0,1.0,1.0,,3.0,,,1.0,3.0,21,,1.923076923076923,1.0,,1.0,0.8975,0.1,,0.44680851063829785,5.0,1.0,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,2.0,4.0,,4.0,,,,,,,,,,,,1.0,,,,,,,,2.0,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,0.125,,,,0.1,,,,,0.4,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,1.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
202702,1610612743,Kenneth Faried,Kenneth Faried,202702,DEN,1658.0,28,4,60,63,27,27,123,5.0,,5.0,,62,,,1.0,1.0,,,3.0,1.0,1.0,3.0,4.0,27,,11.76470588235294,1.0,,1.0,0.611,1.56,,0.45,7.0,2.0,1.0,2.0,,2.0,,,,,,,,,,,2.0,,1.0,5.0,1.0,2.0,,2.0,,2.0,,,1.0,1.0,2.0,2.0,,2.0,,,,,,3.0,3.0,2.0,7.0,3.0,10.0,1.0,,1.0,1.0,1.0,,,,2.0,1.0,,1.0,3.0,,,2.0,,1.0,1.0,1.0,1.0,0.5,1.0,,,,,0.4,0.5,,0.4,0.5,,0.4166666666666667,0.5,0.16666666666666666,,,0.5,0.09523809523809523,0.16666666666666666,0.375,,0.1724137931034483,0.1111111111111111,0.2222222222222222,,,0.1111111111111111,0.42857142857142855,0.3333333333333333,0.4,0.4,0.5,,,,,,,,,,,,,1.0,0.5,,,1.0,,,,,,0.6980500000000001,0.4889,,,0.4,0.2,,,,,,1.0,2.0,,,,,,,1.0,1.0,1.0,,,0.6666666666666666,1.0,,0.1111111111111111,,,,,,,,,,,,,,,2.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,
203999,1610612743,Nikola Jokic,Nikola Jokic,203999,DEN,3408.0,57,41,134,135,61,54,269,8.0,1.0,19.0,1.0,108,1.0,8.0,3.0,11.0,2.0,,25.0,1.0,1.0,1.0,7.0,61,0.05,21.232876712328768,0.4,0.05,0.45,0.4735950000000001,8.594736842105263,24.2,0.4552238805970149,10.0,7.0,1.0,1.0,3.0,3.0,4.0,2.0,7.0,,,,1.0,,,,11.0,1.0,13.0,38.0,1.0,1.0,,5.0,4.0,7.0,,,3.0,11.0,12.0,10.0,3.0,2.0,1.0,2.0,8.0,,1.0,1.0,6.0,14.0,21.0,2.0,23.0,,,1.0,,2.0,,1.0,,3.0,1.0,,,12.0,1.0,,18.0,9.0,1.0,11.0,,1.0,0.5454545454545454,0.6,1.0,1.0,,1.0,0.5789473684210527,1.0,0.5714285714285714,0.625,1.0,0.5714285714285714,0.6785714285714286,0.8333333333333334,0.6111111111111112,0.10526315789473684,0.125,0.3333333333333333,0.28,0.027777777777777776,0.2608695652173913,0.05555555555555555,0.273972602739726,0.037037037037037035,,0.06666666666666667,0.36363636363636365,0.1875,0.25,,0.875,1.0,0.42857142857142855,0.2,0.35,0.2857142857142857,0.2857142857142857,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,0.42857142857142855,1.0,,,,1.0,0.534,0.4546428571428572,0.3333333333333333,0.34615384615384615,0.13157894736842105,0.2894736842105263,2.0,,,,,1.0,1.0,1.0,,,2.0,,,7.0,6.0,7.0,4.0,,0.14285714285714285,0.16666666666666666,,0.30434782608695654,0.5714285714285714,0.5,0.6666666666666666,,,,,3.0,1.0,2.0,1.0,0.25,0.2857142857142857,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,
201163,1610612743,Wilson Chandler,Wilson Chandler,201163,DEN,380.0,6,4,12,15,2,4,27,3.0,1.0,3.0,1.0,8,1.0,,,,,,,,,1.0,1.0,2,0.25,26.666666666666668,0.75,0.25,1.0,0.5568500000000001,1.7666666666666666,26.7,0.16666666666666666,3.0,2.0,,,,,,,,,,,,,,,2.0,,,4.0,,,,,,,,,,,2.0,2.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,0.6666666666666666,,,0.5,,,0.5,,,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,0.16666666666666666,0.125,0.1111111111111111,,0.2,,,0.3333333333333333,,0.6666666666666666,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
