EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,Corner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsAssisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,OffTwoPtRebounds,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Travels,BlockingFouls,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceFtPoints,FTDefRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockedAtRim,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,SecondChanceCorner3FGA,HeaveMakes,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,BlockedCorner3,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Clear Path Fouls,on,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,OffensiveGoaltends
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,3351.0,56,-9,112,122,29,16.0,8.0,234,1.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,5.0,9,3.0,5.0,6.0,25.0,129,1.0,1.0,4.0,1.0,6.0,8.0,10.0,3.0,6.0,4.0,3.0,18.0,6.0,24.0,4.0,2.0,10.0,3.0,5.0,54.0,2.0,4.0,6.0,10,2.0,12,1.0,5.0,2.0,3.0,3.0,3.0,2.0,5.0,1.0,2.0,3.0,6.0,1.0,6.0,9.0,1.0,4.0,8.0,29,4.0,0.3333333333333333,0.6,0.6,0.5555555555555556,0.25,0.6785714285714286,0.2,0.6944444444444444,0.4444444444444444,0.35714285714285715,19.00826446280992,0.6,0.13636363636363635,0.25,0.13333333333333333,0.16666666666666666,0.04,0.08333333333333333,0.3333333333333333,0.07142857142857142,0.23809523809523808,0.09090909090909091,0.6,0.16666666666666666,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.21428571428571427,1.0,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.07142857142857142,0.2857142857142857,0.75,0.75,0.3333333333333333,1.0,0.4,0.2,0.5714285714285714,0.75,0.47303571428571434,0.3805,0.49756999999999996,0.32,10.744444444444447,25.139999999999997,0.25892857142857145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101109,1610612746,Raymond Felton,Raymond Felton,101109,LAC,24598.0,410,-129,808,807,233,281.0,80.0,1615,21.0,38.0,5.0,13.0,3.0,13.0,12.0,34.0,4.0,1.0,7.0,29.0,36.0,85,10.0,33.0,12.0,114.0,966,9.0,13.0,27.0,8.0,6.0,35.0,60.0,24.0,6.0,27.0,7.0,27.0,17.0,44.0,16.0,1.0,18.0,5.0,4.0,105.0,1.0,20.0,31.0,51,6.0,57,2.0,11.0,5.0,6.0,20.0,10.0,6.0,26.0,,4.0,21.0,36.0,,11.0,15.0,,2.0,33.0,231,1.0,0.8,0.30303030303030304,0.3225806451612903,0.4235294117647059,0.48148148148148145,0.4322033898305085,0.4142857142857143,0.456,0.4605263157894737,0.2796610169491525,16.722037652270213,0.7692307692307693,0.14285714285714285,0.14388489208633093,0.007246376811594203,0.14325842696629212,0.015748031496062992,0.008695652173913044,,0.1794871794871795,0.12121212121212122,0.16101694915254236,0.047619047619047616,0.03076923076923077,0.3220338983050847,0.5526315789473685,0.6,0.11016949152542373,0.23076923076923078,0.25,0.288135593220339,0.35294117647058826,0.35294117647058826,0.03389830508474576,0.2457627118644068,0.2413793103448276,0.2413793103448276,0.7142857142857143,0.45454545454545453,0.37142857142857144,0.02857142857142857,0.6016949152542372,0.25925925925925924,0.46763793103448276,0.517725,0.4589411764705882,0.30701754385964913,9.627058823529412,27.33030303030302,0.28836633663366334,3.0,7.0,3.0,1.0,2.0,1.0,7.0,6.0,1.0,2.0,15.0,1.0,12.0,4.0,2.0,4.0,5.0,4.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,4.0,1.0,1.0,1.0,3.0,5.0,4.0,0.16666666666666666,0.17647058823529413,0.5,0.125,0.6666666666666666,0.6818181818181818,0.6818181818181818,0.047058823529411764,0.07894736842105263,0.07692307692307693,0.0205761316872428,0.043478260869565216,0.015625,0.1232876712328767,0.8,0.14285714285714285,0.3333333333333333,0.16666666666666666,0.75,0.75,1.0,0.6,0.18181818181818182,0.5,1.0,0.5384615384615384,0.2,0.14285714285714285,0.04878048780487805,0.06666666666666667,0.13157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101138,1610612746,Brandon Bass,Brandon Bass,101138,LAC,34604.0,577,-146,1141,1145,326,345.0,107.0,2286,71.0,103.0,25.0,26.0,19.0,41.0,16.0,39.0,1.0,,1.0,2.0,106.0,183,1.0,3.0,77.0,292.0,1351,31.0,32.0,49.0,2.0,17.0,84.0,68.0,3.0,,2.0,1.0,10.0,11.0,21.0,10.0,1.0,5.0,3.0,2.0,53.0,8.0,33.0,46.0,86,43.0,129,5.0,14.0,8.0,6.0,15.0,5.0,14.0,29.0,6.0,9.0,21.0,45.0,3.0,68.0,88.0,,2.0,84.0,324,2.0,1.0,0.3333333333333333,0.3333333333333333,0.5792349726775956,0.6530612244897959,0.5779569892473119,0.6568627450980392,0.6547085201793722,0.711864406779661,0.016129032258064516,19.92094861660079,0.5172413793103449,0.14153846153846153,0.16751269035532995,0.04145077720207254,0.15134099616858238,0.08206106870229007,0.04487179487179487,0.02702702702702703,0.1651376146788991,0.1574074074074074,0.18072289156626506,0.0967741935483871,0.08064516129032258,0.553763440860215,0.6893203883495146,0.797752808988764,0.22043010752688172,0.4634146341463415,0.475,0.20967741935483872,0.41025641025641024,0.42105263157894735,0.005376344086021506,0.010752688172043012,0.5,0.5,1.0,0.8064516129032258,0.5098039215686274,,0.5698924731182796,0.5,0.5384408602150537,0.5728884615384615,0.5244480392156863,0.2876712328767123,6.472131147540984,29.2,0.2857142857142857,13.0,20.0,,,,1.0,2.0,14.0,,,42.0,1.0,144.0,20.0,,16.0,35.0,3.0,10.0,2.0,,1.0,4.0,6.0,1.0,14.0,49.0,11.0,,,3.0,2.0,11.0,6.0,0.6792452830188679,0.75,,0.5,0.45161290322580644,0.45161290322580644,0.5526315789473685,0.08743169398907104,0.13592233009708737,0.024390243902439025,0.10574018126888217,0.1565217391304348,0.09782608695652174,0.10185185185185185,0.5454545454545454,0.704225352112676,0.631578947368421,0.625,,,,0.52,,,,0.7692307692307693,0.0392156862745098,0.5,0.22171945701357465,0.22477064220183487,0.14383561643835616,14.0,7.0,1.0,1.0,6.0,1.0,5.0,0.02564102564102564,0.17073170731707318,0.06451612903225806,0.15384615384615385,,,,,,,,,,,,,,,,,,,,True,,,,,
1718,1610612746,Paul Pierce,Paul Pierce,1718,LAC,1478.0,25,9,48,47,2,11.0,4.0,95,1.0,1.0,,,2.0,2.0,2.0,5.0,1.0,,3.0,9.0,5.0,8,3.0,10.0,,19.0,58,,,,,,,,9.0,,9.0,3.0,1.0,,1.0,,,1.0,,,2.0,,1.0,3.0,5,1.0,6,,,,,2.0,1.0,,2.0,,,,1.0,,4.0,1.0,,,,2,,1.0,0.3,0.3,0.625,,0.5277777777777778,,0.5277777777777778,,0.5555555555555556,37.73584905660377,1.0,0.1875,0.16666666666666666,,0.18181818181818182,0.058823529411764705,,,,0.2857142857142857,0.16666666666666666,,,0.05555555555555555,1.0,1.0,0.1111111111111111,1.0,1.0,0.2777777777777778,0.4,0.4,0.05555555555555555,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,0.6111111111111112,0.3333333333333333,0.46478611111111107,0.52695,,,14.2625,25.95,0.041666666666666664,,,,,1.0,,,,,1.0,,,10.0,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,0.1,0.3333333333333333,,0.3333333333333333,,1.0,1.0,1.0,,,,,1.0,,,,,,0.05555555555555555,0.125,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,29144.0,486,-125,967,961,276,269.0,91.0,1928,10.0,26.0,2.0,10.0,10.0,31.0,21.0,57.0,5.0,1.0,25.0,64.0,41.0,114,27.0,69.0,24.0,187.0,1132,3.0,9.0,31.0,25.0,8.0,47.0,70.0,39.0,42.0,59.0,24.0,44.0,22.0,66.0,14.0,8.0,30.0,11.0,3.0,154.0,1.0,13.0,14.0,27,4.0,31,1.0,15.0,9.0,6.0,22.0,13.0,12.0,34.0,1.0,12.0,8.0,19.0,1.0,33.0,29.0,3.0,4.0,46.0,274,3.0,0.48148148148148145,0.391304347826087,0.4,0.35964912280701755,0.2903225806451613,0.4453551912568306,0.3482142857142857,0.47435897435897434,0.38524590163934425,0.3770491803278688,21.38188608776844,0.6470588235294118,0.05017921146953405,0.08125,0.006097560975609756,0.06150341685649203,0.008948545861297539,0.007692307692307693,,0.06521739130434782,0.05555555555555555,0.08088235294117647,0.08333333333333333,0.009708737864077669,0.14207650273224043,0.38461538461538464,0.4166666666666667,0.16939890710382513,0.3225806451612903,0.3448275862068966,0.3114754098360656,0.3684210526315789,0.3684210526315789,0.0273224043715847,0.34972677595628415,0.390625,0.390625,0.44,0.25,0.17857142857142858,0.017857142857142856,0.5191256830601093,0.4067796610169492,0.4518160112359549,0.51353,0.45172596153846156,0.25133689839572193,12.171052631578947,27.7463768115942,0.2854188210961737,2.0,5.0,2.0,2.0,3.0,7.0,24.0,3.0,2.0,5.0,20.0,7.0,12.0,2.0,4.0,4.0,3.0,7.0,9.0,,1.0,,,1.0,1.0,1.0,9.0,3.0,1.0,1.0,,2.0,4.0,3.0,0.14634146341463414,0.15,0.4,0.28,1.0,0.75,0.7916666666666666,0.03508771929824561,0.07692307692307693,0.06451612903225806,0.01060070671378092,0.019230769230769232,,0.030927835051546393,0.75,0.1,0.3,0.09523809523809523,0.4,0.4,1.0,1.0,0.375,0.6666666666666666,0.5,0.5,0.42857142857142855,0.2916666666666667,0.05235602094240838,0.07377049180327869,0.10695187165775401,8.0,,2.0,2.0,1.0,,3.0,,,0.00980392156862745,0.5,,2.0,1.0,3.0,1.0,1.0,0.25,0.014492753623188406,,,,,,,,,,,,True,,,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,6008.0,100,-19,196,203,59,47.0,21.0,399,1.0,4.0,1.0,2.0,1.0,2.0,5.0,10.0,4.0,3.0,5.0,15.0,7.0,16,9.0,19.0,,41.0,245,2.0,3.0,4.0,7.0,,18.0,4.0,24.0,3.0,15.0,5.0,5.0,1.0,6.0,,1.0,2.0,2.0,1.0,13.0,,1.0,3.0,5,,5,,3.0,3.0,,4.0,3.0,1.0,5.0,1.0,2.0,3.0,4.0,,4.0,,,,18.0,59,,0.8888888888888888,0.47368421052631576,0.47368421052631576,0.4375,0.75,0.5857142857142857,0.8181818181818182,0.5857142857142857,0.8181818181818182,0.5428571428571428,18.18181818181818,0.8,0.04838709677419355,0.02564102564102564,,0.039603960396039604,,,,0.05555555555555555,0.08695652173913043,,0.14285714285714285,,0.11428571428571428,0.25,0.3333333333333333,0.05714285714285714,0.5,0.5,0.2857142857142857,0.5,0.5,0.11428571428571428,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.8,0.2,0.18181818181818182,0.2727272727272727,0.6571428571428571,0.3333333333333333,0.49283823529411774,0.49649999999999994,0.5463363636363637,0.43902439024390244,13.8125,25.321052631578947,0.3010204081632653,,1.0,4.0,,1.0,1.0,4.0,,2.0,3.0,6.0,4.0,10.0,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,1.0,,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.5714285714285714,,0.6,0.6,0.0625,0.25,,,,,,,1.0,1.0,0.6,1.0,1.0,1.0,,0.2,,,0.5,0.36363636363636365,0.25,,,0.14634146341463414,,1.0,1.0,,1.0,,,,0.125,,,1.0,2.0,,,,,0.4,,2.0,3.0,1.0,1.0,1.0,,,,,,,True,,,,,
201578,1610612746,Marreese Speights,Marreese Speights,201578,LAC,21239.0,354,-43,701,694,166,199.0,64.0,1395,19.0,36.0,14.0,8.0,9.0,21.0,6.0,11.0,10.0,2.0,24.0,66.0,34.0,68,30.0,76.0,34.0,192.0,811,17.0,5.0,15.0,16.0,6.0,34.0,22.0,87.0,3.0,66.0,24.0,14.0,7.0,21.0,7.0,,13.0,1.0,,49.0,8.0,20.0,42.0,76,19.0,95,3.0,5.0,4.0,1.0,6.0,4.0,7.0,13.0,,4.0,30.0,57.0,1.0,35.0,39.0,,3.0,34.0,166,1.0,0.9666666666666667,0.39473684210526316,0.39473684210526316,0.5,0.3333333333333333,0.5486111111111112,0.45161290322580644,0.5925925925925926,0.4722222222222222,0.5277777777777778,22.35142118863049,0.46153846153846156,0.2048780487804878,0.17094017094017094,0.06611570247933884,0.19254658385093168,0.059190031152647975,0.07291666666666667,0.04,0.23333333333333334,0.265625,0.16161616161616163,0.2222222222222222,0.04285714285714286,0.25,0.5277777777777778,0.6333333333333333,0.14583333333333334,0.42857142857142855,0.5294117647058824,0.0763888888888889,0.5454545454545454,0.5454545454545454,0.06944444444444445,0.4583333333333333,0.36363636363636365,0.36363636363636365,1.0,0.7368421052631579,0.25806451612903225,0.06451612903225806,0.7777777777777778,0.36363636363636365,0.5221482517482517,0.5596178571428571,0.5154435483870968,0.17708333333333334,6.457352941176471,25.328947368421055,0.23680456490727533,6.0,3.0,6.0,1.0,2.0,5.0,14.0,6.0,1.0,2.0,21.0,6.0,46.0,8.0,,10.0,11.0,2.0,2.0,,7.0,1.0,6.0,3.0,3.0,4.0,19.0,13.0,1.0,,,2.0,14.0,7.0,0.6764705882352942,0.7666666666666667,0.5,0.375,0.35294117647058826,0.39473684210526316,0.4772727272727273,0.14705882352941177,0.16666666666666666,0.19047619047619047,0.055,0.1095890410958904,0.031746031746031744,0.13580246913580246,0.5,0.631578947368421,0.6666666666666666,0.8333333333333334,0.6,0.6,0.8333333333333334,0.42857142857142855,0.10526315789473684,0.5,1.0,0.375,0.45161290322580644,0.35714285714285715,0.11949685534591195,0.2289156626506024,0.109375,6.0,14.0,2.0,,11.0,1.0,3.0,,0.5384615384615384,0.015625,0.16666666666666666,4.0,,,1.0,,,,,,1.0,,,0.5,1.0,1.0,,,,,True,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,5742.0,96,-50,188,197,86,56.0,25.0,385,14.0,16.0,6.0,7.0,1.0,2.0,,,,,,,15.0,18,,,10.0,40.0,224,7.0,7.0,9.0,,6.0,20.0,10.0,,,,,1.0,2.0,3.0,1.0,1.0,,1.0,,8.0,7.0,13.0,19.0,35,14.0,49,2.0,,,,4.0,2.0,2.0,6.0,1.0,1.0,4.0,8.0,1.0,16.0,22.0,,6.0,20.0,86,2.0,,,,0.8333333333333334,0.7777777777777778,0.8333333333333334,0.7777777777777778,0.6896551724137931,0.5882352941176471,,15.981735159817353,0.6666666666666666,0.31666666666666665,0.4482758620689655,0.23333333333333334,0.3595505617977528,0.15730337078651685,0.2,0.4,0.2916666666666667,0.3333333333333333,0.5,0.2,0.6666666666666666,0.8888888888888888,0.875,0.875,0.1111111111111111,0.5,0.5,,,,,,,,,0.8571428571428571,0.7777777777777778,,0.8888888888888888,,0.6776055555555556,0.7433333333333333,0.5862888888888889,0.5,1.6055555555555554,,0.4574468085106383,5.0,6.0,,,,,,6.0,,,14.0,,20.0,10.0,,,7.0,,2.0,,,,2.0,4.0,1.0,,5.0,2.0,,,,2.0,2.0,1.0,0.6666666666666666,1.0,,,0.8571428571428571,0.8571428571428571,0.7,,,,0.11864406779661017,0.2631578947368421,0.09090909090909091,0.3333333333333333,0.5,0.6428571428571429,1.0,,,,,0.8333333333333334,,,,0.8571428571428571,,,0.21739130434782608,0.21739130434782608,0.35,2.0,3.0,,,,,1.0,,0.3333333333333333,0.034482758620689655,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,696.0,12,-10,24,25,7,4.0,1.0,49,1.0,2.0,,,,,2.0,4.0,,,1.0,2.0,3.0,6,1.0,2.0,,9.0,36,,2.0,2.0,,,4.0,4.0,3.0,,2.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,5.0,,,2.0,2,,2,,1.0,1.0,,2.0,2.0,,2.0,,2.0,1.0,1.0,,1.0,,,,4.0,7,,1.0,0.5,0.5,0.5,1.0,0.5625,1.0,0.5625,1.0,0.25,40.0,1.0,0.2857142857142857,,,0.2,,,,,0.5,,,,0.25,0.5,0.5,,,,0.5,0.5,0.5,,0.25,0.5,0.5,1.0,,,,0.5,0.5,0.51628125,,0.3719,0.4444444444444444,12.866666666666667,26.25,0.2916666666666667,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,
202325,1610612746,Wesley Johnson,Wesley Johnson,202325,LAC,12670.0,211,-19,422,417,130,160.0,39.0,839,6.0,8.0,2.0,2.0,1.0,4.0,4.0,12.0,17.0,4.0,6.0,21.0,11.0,24,10.0,38.0,1.0,53.0,470,4.0,3.0,5.0,11.0,,12.0,4.0,30.0,,20.0,6.0,3.0,4.0,7.0,3.0,1.0,2.0,1.0,,18.0,3.0,15.0,27.0,45,7.0,52,1.0,6.0,5.0,1.0,2.0,2.0,,2.0,,,8.0,12.0,,2.0,3.0,,,12.0,128,,1.0,0.2631578947368421,0.2702702702702703,0.4583333333333333,0.6,0.41935483870967744,0.375,0.42063492063492064,0.375,0.6129032258064516,13.978494623655912,1.0,0.23275862068965517,0.1875,0.03896103896103896,0.21428571428571427,0.03571428571428571,0.05084745762711865,,0.358974358974359,0.19444444444444445,0.18571428571428572,0.2,0.02631578947368421,0.12903225806451613,0.75,0.8571428571428571,0.06451612903225806,0.25,0.25,0.1935483870967742,0.3333333333333333,0.3333333333333333,0.27419354838709675,0.3387096774193548,0.2857142857142857,0.2857142857142857,1.0,0.5,0.125,0.25,0.7419354838709677,0.3,0.5241456896551724,0.53955,0.5399321428571429,0.22641509433962265,11.4,25.592105263157897,0.3080568720379147,1.0,2.0,4.0,,,2.0,7.0,2.0,,,4.0,2.0,18.0,4.0,1.0,1.0,4.0,,,,,,,,,1.0,2.0,5.0,,,1.0,1.0,5.0,3.0,0.8181818181818182,1.0,,0.18181818181818182,0.5,0.5,0.5,0.041666666666666664,0.125,,0.03361344537815126,0.03225806451612903,0.07317073170731707,0.14634146341463414,0.6,0.8333333333333334,1.0,0.75,0.23529411764705882,0.25,1.0,0.5,,,,1.0,0.4375,0.2857142857142857,0.031746031746031744,0.08,0.07547169811320754,,3.0,,,3.0,,2.0,,0.2727272727272727,,,,,,,,,,,,,,,,,,1.0,0.02631578947368421,0.058823529411764705,,True,,,,,
