EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,FtPoints,PenaltyFtPoints,Fg2aBlocked,ShortMidRangeAssists,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,FG2APctBlocked,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,ThreePtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,PenaltyFG2M,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Fouls,BlockingFoulsDrawn,PenaltyFg2Pct,OffThreePtReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,LongMidRangeAssists,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,on,PenaltyDefPoss,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,HeaveAttempts,Corner3Assists,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PtsUnassisted3s,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,DefensiveGoaltends,3pt And 1 Free Throw Trips,3SecondViolations,OffensiveGoaltends
202682,1610612739,Derrick Williams,Derrick Williams,202682,CLE,720.0,12,2,20,21,12.0,2.0,41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,23,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,12.0,1.0,1.0,1.0,1.0,0.75,1.5,0.75,1.5,0.5,8.333333333333334,0.5,0.08333333333333333,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.403625,0.43395,1.0,21.4,24.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204002,1610612739,Edy Tavares,Edy Tavares,204002,CLE,720.0,12,2,20,21,12.0,2.0,41,,,,,,3.0,,,4.0,23,,,,,,,,1.0,,3.0,,2.0,4.0,,12.0,,,,,0.6666666666666666,,0.6666666666666666,,,12.5,,0.16666666666666666,,,,,,,,,0.3333333333333333,,0.47,0.3915,,4.566666666666666,,0.6,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,0.2,0.2857142857142857,0.15384615384615385,0.16666666666666666,1.0,0.16666666666666666,0.5,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,0.5,1.0,0.5757,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,1610612739,Richard Jefferson,Richard Jefferson,2210,CLE,720.0,12,2,20,21,12.0,2.0,41,,,1.0,,,1.0,,1.0,3.0,23,,,3.0,,1.0,,2.0,2.0,1.0,4.0,,3.0,3.0,3.0,12.0,,,,,,,0.5,0.75,0.5,12.5,,0.25,,,0.5,,,,,,0.5,,0.4565,0.3856,1.0,6.8,25.0,0.6,,,,,,1.0,,,,,1.0,,,,,,,3.0,,2.0,3.0,,,,,,,,,,,,,,0.3,,,,,0.3333333333333333,,,,,,0.5,,,,,,,0.3333333333333333,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,1610612739,Dahntay Jones,Dahntay Jones,2563,CLE,720.0,12,2,20,21,12.0,2.0,41,1.0,,,,,6.0,,2.0,9.0,23,,2.0,4.0,,,,,1.0,,3.0,1.0,1.0,2.0,4.0,12.0,,,,,0.375,0.25,0.5,0.4,0.25,41.66666666666667,0.5,0.08333333333333333,,0.125,,,,,,,0.5,,0.4961125,0.547725,0.4444444444444444,7.3500000000000005,22.8,0.6,2.0,2.0,,,,3.0,3.0,,,,2.0,6.0,,,1.0,1.0,,,1.0,3.0,4.0,2.0,3.0,,,,,,1.0,1.0,0.5,,,,,,0.07692307692307693,,,,,,0.25,1.0,1.0,0.375,,,,,,,0.3333333333333333,0.42857142857142855,,3.0,2.0,1.0,,,,0.16666666666666666,0.3333333333333333,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612739,James Jones,James Jones,2592,CLE,720.0,12,2,20,21,12.0,2.0,41,,1.0,3.0,1.0,2.0,2.0,1.0,4.0,6.0,23,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,,2.0,,1.0,2.0,3.0,12.0,1.0,0.25,0.5,0.25,0.4166666666666667,0.5,0.5,0.5,0.6666666666666666,25.0,,0.08333333333333333,,,0.5,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.8333333333333334,0.3333333333333333,0.5249916666666666,0.43273333333333336,0.5,3.35,26.025,0.6,1.0,1.0,,,,1.0,1.0,,,,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.5,,,,0.1,,,,,,0.5,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,,,,,,0.579525,0.16666666666666666,0.5,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,0.16666666666666666,,,,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101106,1610612739,Andrew Bogut,Andrew Bogut,101106,CLE,58.0,1,-2,1,1,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101112,1610612739,Channing Frye,Channing Frye,101112,CLE,83866.0,1398,58,2793,2781,687.0,234.0,5574,62.0,104.0,257.0,22.0,58.0,185.0,137.0,335.0,676.0,3102,30.0,75.0,153.0,411.0,256.0,104.0,23.0,45.0,18.0,112.0,73.0,253.0,290.0,151.0,684.0,1.0,0.408955223880597,0.4,0.4101796407185629,0.5894230769230769,0.5636363636363636,0.6112115732368897,0.6071428571428571,0.6442307692307693,19.80392156862745,0.1540084388185654,0.17047970479704797,0.15142857142857144,0.11923076923076924,0.49423076923076925,0.4046692607003891,0.4046692607003891,1.0,0.5272727272727272,0.3793103448275862,0.7769230769230769,0.40625,0.5359829150579151,0.5193422727272727,0.22633136094674555,8.9172972972973,24.975223880597017,0.24597207303974222,44.0,69.0,5.0,15.0,22.0,54.0,101.0,12.0,28.0,63.0,35.0,168.0,34.0,6.0,22.0,12.0,17.0,158.0,37.0,87.0,74.0,7.0,29.0,37.0,27.0,9.0,37.0,22.0,0.8316831683168316,0.8571428571428571,0.5459459459459459,0.42857142857142855,0.5869565217391305,0.6057692307692307,0.1793416572077185,0.02910958904109589,0.029983792544570502,0.0223463687150838,0.01694915254237288,0.21428571428571427,0.1828358208955224,0.5945945945945946,0.1326923076923077,0.6376811594202898,0.7213114754098361,0.10384615384615385,0.4074074074074074,0.41509433962264153,0.6818181818181818,0.32608695652173914,0.3333333333333333,0.5013616666666667,0.055248618784530384,0.14009661835748793,0.09319526627218935,63.0,29.0,9.0,2.0,10.0,1.0,0.04864864864864865,0.018518518518518517,0.14714714714714713,0.002976190476190476,7.0,11.0,35.0,78.0,17.0,17.0,20.0,7.0,32.0,53.0,138.0,1.0,0.4857142857142857,0.03076923076923077,0.040697674418604654,0.16129032258064516,0.8636363636363636,0.5645161290322581,0.5645161290322581,0.8857142857142857,0.15,0.1,0.6363636363636364,0.15454545454545454,3.0,15.0,18.0,3.0,,,0.06521739130434782,0.32608695652173914,False,482.0,33.0,1.0,8.0,9.0,10.0,9.0,1.0,10.0,22.0,8.0,33.0,22.0,11.0,21.0,16.0,2.0,5.0,1.0,3.0,4.0,12.0,88.0,4.0,2.0,7.0,17.0,3.0,3.0,10.0,1.0,4.0,6.0,9.0,0.5555555555555556,0.11594202898550725,0.39622641509433965,0.275,0.043859649122807015,0.027196652719665274,0.02952029520295203,0.4230769230769231,0.4230769230769231,1.0,0.4,0.3333333333333333,1.0,0.6,1.0,0.47058823529411764,,,,,,,,,,,,,
202681,1610612739,Kyrie Irving,Kyrie Irving,202681,CLE,151489.0,2525,334,5065,5048,1333.0,594.0,10113,306.0,141.0,348.0,45.0,113.0,979.0,177.0,441.0,1816.0,5654,53.0,131.0,518.0,282.0,344.0,141.0,241.0,418.0,162.0,1013.0,80.0,178.0,230.0,506.0,1324.0,0.5310734463276836,0.4013605442176871,0.40458015267175573,0.40503432494279173,0.5348591549295775,0.5291777188328912,0.5810019518542615,0.5920745920745921,0.3105633802816901,29.89726623715828,0.08686210640608034,0.0698989898989899,0.07988165680473373,0.21549295774647886,0.24507042253521127,0.4051724137931034,0.407514450867052,0.46808510638297873,0.29973474801061006,0.39823008849557523,0.5915492957746479,0.40988372093023256,0.5021527266288951,0.48941621621621606,0.2852422907488987,8.711950970377936,25.597732426303853,0.2631786771964462,231.0,399.0,14.0,30.0,114.0,274.0,494.0,30.0,73.0,132.0,246.0,220.0,768.0,10.0,177.0,121.0,31.0,93.0,52.0,244.0,328.0,39.0,113.0,24.0,19.0,3.0,24.0,10.0,0.22267206477732793,0.2249488752556237,0.5045965270684372,0.410958904109589,0.4868421052631579,0.532520325203252,0.059845559845559844,0.02442868400315209,0.022090059473237042,0.030303030303030304,0.008108108108108109,0.04895104895104895,0.04642166344294004,0.4166666666666667,0.28098591549295776,0.5789473684210527,0.648876404494382,0.19295774647887323,0.41605839416058393,0.4505928853754941,0.15789473684210525,0.2631578947368421,0.4666666666666667,0.4936166666666667,0.08603573792190602,0.10731244064577398,0.07268722466960352,297.0,119.0,72.0,50.0,,17.0,0.0735444330949949,0.07664233576642336,0.08817204301075268,0.03711790393013101,62.0,103.0,149.0,93.0,18.0,120.0,21.0,24.0,70.0,180.0,157.0,7.0,0.4878048780487805,0.01935483870967742,0.018808777429467086,0.10612244897959183,0.2683982683982684,0.4869281045751634,0.5,0.20134228187919462,0.06549295774647887,0.27320954907161804,0.6019417475728155,0.04774535809018567,17.0,24.0,41.0,29.0,,,0.14912280701754385,0.21052631578947367,False,906.0,36.0,7.0,8.0,10.0,17.0,21.0,4.0,56.0,5.0,19.0,83.0,50.0,33.0,110.0,71.0,18.0,39.0,8.0,6.0,13.0,52.0,65.0,3.0,4.0,5.0,7.0,4.0,7.0,26.0,2.0,,13.0,20.0,0.4146341463414634,0.10776942355889724,0.6111111111111112,0.04716981132075472,0.031914893617021274,0.0195822454308094,0.02909647779479326,0.3870967741935484,0.391304347826087,0.7777777777777778,0.35714285714285715,0.4117647058823529,1.0,0.4166666666666667,0.8,0.4444444444444444,249.0,3.0,38.0,0.006802721088435374,0.026143790849673203,0.010752688172043012,0.005747126436781609,,,,,,
202682,1610612739,Derrick Williams,Derrick Williams,202682,CLE,24911.0,415,-27,832,829,256.0,51.0,1661,7.0,11.0,27.0,3.0,9.0,54.0,20.0,51.0,153.0,924,5.0,14.0,38.0,60.0,27.0,11.0,4.0,12.0,2.0,32.0,19.0,53.0,56.0,38.0,255.0,1.0,0.39215686274509803,0.35714285714285715,0.39215686274509803,0.6,0.6346153846153846,0.6219512195121951,0.6333333333333333,0.4857142857142857,15.358744394618833,0.12418300653594772,0.11380145278450363,0.12598425196850394,0.06666666666666667,0.2571428571428571,0.4074074074074074,0.4230769230769231,1.0,0.34615384615384615,0.3333333333333333,0.8761904761904762,0.4074074074074074,0.5932390476190477,0.5477692307692308,0.24836601307189543,4.116666666666667,24.431372549019613,0.3076923076923077,27.0,41.0,1.0,1.0,2.0,6.0,33.0,2.0,2.0,7.0,12.0,50.0,16.0,,8.0,7.0,,28.0,3.0,29.0,39.0,2.0,18.0,1.0,1.0,,2.0,2.0,0.7575757575757576,0.7575757575757576,0.6111111111111112,1.0,0.875,0.875,0.1076923076923077,,0.008875739644970414,,,0.054945054945054944,0.0625,1.0,0.3904761904761905,0.6585365853658537,0.7105263157894737,0.05714285714285714,0.3333333333333333,0.3333333333333333,0.5,0.25,1.0,0.611225,0.1557377049180328,0.2571428571428571,0.0457516339869281,27.0,5.0,3.0,1.0,,1.0,0.05555555555555555,,0.20224719101123595,0.019230769230769232,5.0,8.0,4.0,24.0,5.0,9.0,3.0,3.0,10.0,14.0,27.0,2.0,0.75,0.020689655172413793,0.045454545454545456,0.11538461538461539,0.8518518518518519,0.5714285714285714,0.5714285714285714,0.25,0.22857142857142856,0.3076923076923077,0.625,0.19230769230769232,2.0,,2.0,1.0,,,0.5,,False,194.0,9.0,1.0,2.0,,1.0,,,1.0,6.0,,5.0,3.0,2.0,4.0,2.0,4.0,2.0,,,2.0,3.0,14.0,,2.0,3.0,,,,1.0,,,1.0,,0.5,0.07317073170731707,0.2857142857142857,0.23076923076923078,,0.009900990099009901,,0.375,0.375,1.0,1.0,0.5,1.0,,,0.4,,1.0,,0.0196078431372549,,,0.037037037037037035,1.0,1.0,,,,
2594,1610612739,Kyle Korver,Kyle Korver,2594,CLE,51518.0,859,-57,1732,1728,562.0,153.0,3460,51.0,59.0,128.0,16.0,39.0,69.0,97.0,200.0,373.0,2008,25.0,60.0,107.0,282.0,128.0,59.0,18.0,35.0,14.0,87.0,31.0,90.0,97.0,107.0,556.0,0.9690721649484536,0.485,0.4166666666666667,0.485,0.6672862453531598,0.6176470588235294,0.6715328467153284,0.622093023255814,0.7434944237918215,15.78395385422129,0.09841269841269841,0.10319410319410319,0.09322033898305085,0.1895910780669145,0.4758364312267658,0.4609375,0.46825396825396826,0.9491525423728814,0.4588235294117647,0.41025641025641024,0.7695167286245354,0.4609375,0.5130150557620818,0.49246176470588215,0.2868632707774799,15.902898550724638,24.865000000000006,0.3244803695150115,5.0,7.0,1.0,1.0,4.0,11.0,34.0,3.0,6.0,25.0,25.0,64.0,4.0,,17.0,11.0,3.0,53.0,7.0,25.0,15.0,,2.0,8.0,4.0,3.0,8.0,4.0,0.9411764705882353,0.9411764705882353,0.4927536231884058,0.5,0.7058823529411765,0.6944444444444444,0.1062124248496994,0.008064516129032258,0.009510869565217392,0.00909090909090909,,0.10052910052910052,0.08074534161490683,0.5,0.026022304832713755,0.7142857142857143,0.7142857142857143,0.040892193308550186,0.36363636363636365,0.4,0.75,0.058823529411764705,1.0,0.6000285714285715,0.011029411764705883,0.028169014084507043,0.06702412868632708,14.0,2.0,3.0,2.0,1.0,1.0,0.043478260869565216,0.09090909090909091,0.14093959731543623,0.004975124378109453,,,25.0,72.0,21.0,15.0,4.0,5.0,12.0,28.0,60.0,1.0,0.6,0.01098901098901099,0.01818181818181818,0.11392405063291139,1.0,0.49019607843137253,0.5102040816326531,0.96,0.26765799256505574,,,0.24705882352941178,7.0,4.0,11.0,2.0,,,0.4117647058823529,0.23529411764705882,False,399.0,38.0,3.0,9.0,3.0,6.0,1.0,,6.0,6.0,3.0,11.0,10.0,1.0,16.0,11.0,1.0,5.0,3.0,,2.0,8.0,40.0,3.0,,2.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,0.5454545454545454,,0.5714285714285714,0.14634146341463414,0.012578616352201259,0.007874015748031496,0.023255813953488372,0.5277777777777778,0.5277777777777778,1.0,1.0,0.42857142857142855,1.0,0.75,0.6666666666666666,0.42857142857142855,9.0,2.0,5.0,0.01,0.0392156862745098,,0.015625,,,1.0,,,
