EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,AtRimPctAssisted,PenaltyDefPoss,ShortMidRangeFGA,LongMidRangeFGA,ThreePtAssists,Arc3Assists,DefThreePtRebounds,SelfOReb,BadPassSteals,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeFrequency,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,PtsAssisted3s,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Arc3PctAssisted,Fouls,on,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,HeaveMakes,HeaveAttempts,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,ShootingFouls,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Blocked3s,BlockedArc3,BlockedLongMidRange,OffFTReboundPct,SecondChanceAtRimPctAssisted,Clear Path Fouls,Corner3PctBlocked,BlockedCorner3,DefensiveGoaltends,3SecondViolations,OffensiveGoaltends
101109,1610612746,Raymond Felton,Raymond Felton,101109,LAC,332.0,6,5,12,12,12,3.0,24,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,10,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,7.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,12,1.0,1.0,1.0,0.5,1.0,0.5,0.8333333333333334,1.0,0.8333333333333334,0.875,1.0,0.875,0.3333333333333333,0.5,0.5,26.666666666666668,0.2,0.2,0.16666666666666666,0.2,1.0,0.5,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,1.0,0.50165,0.6034,0.50165,0.25,0.3333333333333333,0.2857142857142857,1.0,1.85,26.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101138,1610612746,Brandon Bass,Brandon Bass,101138,LAC,332.0,6,5,12,12,12,3.0,24,2.0,2.0,1.0,1.0,2.0,2.0,,,,,2.0,2.0,,,,4.0,10,1.0,1.0,2.0,2.0,2.0,,,,4.0,2.0,,2.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,4.0,12,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,13.333333333333334,0.2,0.2,0.16666666666666666,0.2,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,0.72265,0.8336,0.72265,,,0.5,1.0,0.45,,1.0,2.0,0.5,1.0,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627744,1610612746,Brice Johnson,Brice Johnson,1627744,LAC,553.0,9,7,20,19,20,3.0,39,2.0,3.0,,,2.0,3.0,,,,,2.0,7.0,,,,4.0,15,,,,2.0,7.0,,,,4.0,2.0,,,,,1.0,,1.0,,3.0,1.0,1.0,2.0,1.0,3.0,2.0,,,,,,4.0,20,,,,0.2857142857142857,,0.2857142857142857,0.2857142857142857,,0.2857142857142857,0.2857142857142857,,0.2857142857142857,,0.14285714285714285,0.3333333333333333,34.78260869565217,0.14285714285714285,0.14285714285714285,0.2222222222222222,0.14285714285714285,,,0.42857142857142855,0.6666666666666666,1.0,,,,,,0.42857142857142855,0.6666666666666666,,,0.42857142857142855,,0.44214285714285717,,0.44214285714285717,,,,1.0,5.685714285714285,,1.0,2.0,0.5,0.5,0.25,,0.5,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.25,1.0,0.42857142857142855,0.14285714285714285,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202325,1610612746,Wesley Johnson,Wesley Johnson,202325,LAC,414.0,7,2,15,15,15,3.0,30,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,2.0,13,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,2.0,15,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,11.11111111111111,0.3333333333333333,,0.2857142857142857,,,0.5,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,,0.9062,,0.9062,,,,1.0,0.1,,1.0,2.0,1.0,1.0,,0.3333333333333333,1.0,3.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,553.0,9,7,20,19,20,3.0,39,,,,,,,,,,,,1.0,,,,,15,,,,,1.0,,,,,,,,,,,2.0,2.0,2.0,4.0,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,4.3478260869565215,,,,,,,,,,,,,,,,,,,,,0.4051,,0.4051,,,,,10.4,,1.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101187,1610612746,Alan Anderson,Alan Anderson,101187,LAC,221.0,4,2,8,7,8,,15,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,139.0,2,5,5,4,5,,9,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,5.0,2,,,,,,1.0,1.0,2.0,5.0,,,,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,2.0,,5.0,5,1.0,1.0,1.0,,,,1.5,,1.5,1.25,,1.25,1.0,,,40.0,1.0,,0.5,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.5178,,0.5178,,,,1.0,,25.5,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203085,1610612746,Austin Rivers,Austin Rivers,203085,LAC,221.0,4,2,8,7,8,,15,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,115256.0,1921,579,3833,3808,1170,405.0,7641,40.0,67.0,1.0,3.0,19.0,34.0,107.0,267.0,34.0,95.0,250.0,483.0,124.0,302.0,232.0,1104.0,3982,11.0,20.0,77.0,82.0,170.0,40.0,108.0,181.0,465.0,438.0,225.0,4.0,264.0,106.0,13.0,398.0,563.0,244.0,1291.0,22.0,161.0,264.0,40.0,304.0,119.0,56.0,225.0,18.0,260.0,31.0,447.0,1150,0.4105960264900662,0.37037037037037035,0.41,0.5175983436853002,0.55,0.4823529411764706,0.5554140127388535,0.7441860465116279,0.5107913669064749,0.6039106145251396,0.7549019607843137,0.6138211382113821,0.38471337579617837,0.026915113871635612,0.1044776119402985,24.288380774615025,0.1326194398682043,0.021235521235521235,0.14123989218328842,0.02447980416156671,0.018072289156626505,0.09669211195928754,0.08535031847133757,0.5970149253731343,0.6666666666666666,0.3401273885350318,0.40074906367041196,0.40225563909774437,0.06976744186046512,0.3333333333333333,0.1223021582733813,0.5588235294117647,0.34172661870503596,0.35789473684210527,0.47006369426751593,0.4015151515151515,0.46698797953964205,0.4719041666666666,0.4617665454545455,0.04779411764705882,0.0611439842209073,0.06974637681159421,0.421195652173913,13.389648033126296,25.593377483443707,0.3052439342551526,62.0,0.124,0.125,0.022727272727272728,0.11560693641618497,0.175,896.0,124.0,292.0,165.0,116.0,101.0,14.0,63.0,64.0,4.0,147.0,8.0,37.0,8.0,6.0,8.0,4.0,0.15756630265210608,0.17473684210526316,0.14345114345114346,0.03608247422680412,0.5,0.15796178343949044,0.3719745222929936,83.0,60.0,0.564625850340136,147.0,79.0,67.0,0.3951612903225806,0.3644859813084112,146.0,False,64.0,146.0,17.0,35.0,4.0,4.0,6.0,13.0,10.0,19.0,14.0,23.0,13.0,1.0,2.0,1.0,49.0,26.0,128.0,18.0,2.0,36.0,10.0,23.0,2.0,45.0,2.0,2.0,9.0,6.0,2.0,4.0,8.0,7.0,1.0,26.0,8.0,2.0,1.0,29.0,0.6086956521739131,0.0033112582781456954,0.024193548387096774,0.010273972602739725,0.003745318352059925,0.018518518518518517,0.030100334448160536,0.022727272727272728,0.034261241970021415,0.015267175572519083,0.2,0.5161290322580645,0.5289256198347108,0.078125,0.5,0.5051903114186851,0.13013698630136986,0.044585987261146494,0.4857142857142857,0.4857142857142857,0.5882352941176471,0.09302325581395349,1.0,0.5,0.4418604651162791,0.5263157894736842,0.7,0.046762589928057555,0.46153846153846156,0.025889967637540454,,,,,,,,,,,,
101109,1610612746,Raymond Felton,Raymond Felton,101109,LAC,101643.0,1694,-169,3371,3385,949,320.0,6756,104.0,174.0,7.0,13.0,22.0,38.0,29.0,115.0,6.0,37.0,174.0,368.0,45.0,143.0,48.0,531.0,3771,14.0,27.0,35.0,39.0,84.0,8.0,42.0,19.0,121.0,262.0,33.0,6.0,109.0,29.0,21.0,118.0,190.0,75.0,452.0,19.0,106.0,184.0,32.0,216.0,65.0,22.0,65.0,3.0,62.0,23.0,116.0,938,0.3146853146853147,0.19047619047619047,0.3284671532846715,0.47282608695652173,0.5185185185185185,0.4642857142857143,0.4726027397260274,0.484375,0.40476190476190477,0.49257884972170685,0.5147058823529411,0.4416058394160584,0.27984344422700586,0.057065217391304345,0.08620689655172414,16.617686347849318,0.10422812192723697,0.02021276595744681,0.11062225015713388,0.018412698412698412,0.027700831024930747,0.10914454277286136,0.3405088062622309,0.5977011494252874,0.6540880503144654,0.22504892367906065,0.25217391304347825,0.25217391304347825,0.40625,0.5384615384615384,0.30158730158730157,0.5789473684210527,0.29365079365079366,0.16216216216216217,0.6203522504892368,0.26605504587155965,0.4800026892430278,0.5131681818181817,0.45680991735537196,0.045283018867924525,0.05958549222797927,0.06591337099811675,0.2278719397363465,9.09891304347826,26.876223776223764,0.28151883714031445,86.0,0.2471264367816092,0.25146198830409355,0.017316017316017316,0.0778816199376947,0.2692307692307692,978.0,66.0,128.0,72.0,58.0,70.0,10.0,43.0,25.0,3.0,83.0,2.0,15.0,19.0,5.0,22.0,14.0,0.12195121951219512,0.12324929971988796,0.13053097345132744,0.038461538461538464,0.6363636363636364,0.12915851272015655,0.25048923679060664,58.0,36.0,0.6987951807228916,102.0,9.0,5.0,0.7555555555555555,0.6206896551724138,125.0,False,22.0,48.0,16.0,28.0,,1.0,2.0,5.0,1.0,4.0,1.0,5.0,4.0,,6.0,,14.0,15.0,28.0,10.0,8.0,13.0,5.0,22.0,2.0,68.0,1.0,1.0,2.0,,1.0,3.0,8.0,5.0,,,1.0,9.0,,8.0,0.2,,0.07575757575757576,0.0078125,,0.07207207207207207,0.015748031496062992,0.014367816091954023,0.015473887814313346,0.01694915254237288,0.09016393442622951,0.3333333333333333,0.36065573770491804,0.2727272727272727,0.375,0.3779527559055118,0.1875,0.0547945205479452,0.5714285714285714,0.5714285714285714,1.0,0.03125,,,0.125,0.25,1.0,0.03968253968253968,0.4,0.006944444444444444,3.0,3.0,3.0,5.0,0.03125,,,,,,,
