EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Corner3FGM,Corner3FGA,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,Loose Ball Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,PenaltyCorner3Accuracy,OffensiveGoaltends,3SecondViolations,HeaveAttempts,Clear Path Fouls,Defensive 3 Seconds Violations,Corner3PctBlocked,Blocked3s,BlockedCorner3,on,BlockedArc3,HeaveMakes
101141,1610612760,Ersan Ilyasova,Ersan Ilyasova,101141,OKC,183.0,3,-3,6,6,6,1,12,1.0,2.0,1.0,2.0,3,8,3.0,1.0,0.5,0.5,0.75,0.75,1.0,28.57142857142857,1.0,0.5,0.5,1.0,1.0,0.569625,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201566,1610612760,Russell Westbrook,Russell Westbrook,201566,OKC,28950.0,482,90,1059,1028,312,142,2087,3.0,10.0,36.0,114.0,503,1126,33.0,0.3055555555555556,0.3157894736842105,0.3157894736842105,0.4725274725274725,0.5670454545454545,0.3131868131868132,42.10097719869707,0.027472527472527472,0.3,0.3,0.6666666666666666,0.6538461538461539,0.5228964285714285,25.50263157894737,400.0,70.0,124.0,10.0,19.0,26.0,43.0,18.0,52.0,30.0,74.0,2.0,4.0,5.0,33.0,104.0,3.0,6.0,17.0,48.0,118.0,250.0,159.0,12.0,28.0,5.0,10.0,14.0,53.0,41.0,82.0,17.0,53.0,83.0,216.0,18.0,218.0,75.0,10.0,104.0,33.0,23.0,1.0,102.0,57.0,159.0,40.0,17.0,74.0,19.0,9.0,375.0,7.0,16.0,1.0,40.0,69.0,21.0,130.0,24.0,154.0,10.0,20.0,12.0,8.0,58.0,9.0,42.0,19.0,6.0,16.0,1.0,1.0,77.0,7.0,31.0,6.0,1.0,27.0,1.0,3.0,1.0,110.0,1.0,1.0,9.0,178.0,14.0,1.0,6.0,66.0,6.0,19.0,5.0,5.0,5.0,2.0,213.0,396.0,4.0,13.0,0.07627118644067797,0.07964601769911504,0.5,0.32075471698113206,0.472,0.42857142857142855,0.5,0.5131578947368421,0.4925925925925926,0.5760869565217391,0.6085714285714285,0.008771929824561403,0.092,0.14516129032258066,0.057692307692307696,0.02702702702702703,0.009615384615384616,0.7532467532467533,0.6774193548387096,0.038461538461538464,0.21100917431192662,0.05194805194805195,0.272108843537415,0.03482587064676617,0.229957805907173,0.04518664047151277,0.05194805194805195,0.07407407407407407,0.0273972602739726,0.03205128205128205,0.044444444444444446,0.15254237288135594,0.25806451612903225,0.2235294117647059,0.2857142857142857,0.22857142857142856,0.0546448087431694,0.4,0.34065934065934067,0.5645161290322581,0.660377358490566,0.1,0.14285714285714285,0.34615384615384615,0.3673469387755102,0.05555555555555555,0.2032967032967033,0.40540540540540543,0.4166666666666667,0.03333333333333333,0.2857142857142857,0.3173076923076923,0.32038834951456313,0.2727272727272727,0.5,0.5263157894736842,0.3,0.10526315789473684,0.5,1.0,0.15789473684210525,0.5,0.6666666666666666,0.31851851851851853,0.6046511627906976,0.037037037037037035,0.35555555555555557,0.3541666666666667,0.3173076923076923,0.5270348484848485,0.5237740740740741,0.171021377672209,0.2185430463576159,0.05042016806722689,0.10536779324055666,0.4294234592445328,7.976399999999999,0.3777148253068933,,,,,,,,,,,,,,,True,,
203460,1610612760,Andre Roberson,Andre Roberson,203460,OKC,23850.0,398,59,822,809,243,115,1631,5.0,12.0,10.0,26.0,84,899,30.0,1.0,0.38461538461538464,0.38461538461538464,0.5333333333333333,0.5121951219512195,0.3466666666666667,9.32642487046632,0.16,0.4166666666666667,0.4166666666666667,1.0,0.8666666666666667,0.574524,24.130769230769236,338.0,22.0,39.0,7.0,14.0,11.0,18.0,3.0,9.0,,1.0,1.0,1.0,6.0,5.0,14.0,,1.0,2.0,5.0,25.0,49.0,4.0,7.0,14.0,1.0,2.0,,17.0,12.0,22.0,3.0,11.0,2.0,35.0,28.0,22.0,,14.0,14.0,5.0,7.0,,7.0,9.0,16.0,6.0,3.0,5.0,1.0,1.0,41.0,5.0,13.0,2.0,25.0,24.0,4.0,53.0,20.0,73.0,3.0,13.0,5.0,8.0,6.0,,5.0,2.0,,1.0,,2.0,8.0,,4.0,9.0,,29.0,,2.0,,17.0,,2.0,,14.0,,,,5.0,,2.0,11.0,6.0,11.0,6.0,35.0,336.0,5.0,,0.56,0.7777777777777778,0.5,0.2727272727272727,0.5102040816326531,0.5,0.5454545454545454,0.53125,0.5,0.53125,0.47297297297297297,,0.14285714285714285,0.10256410256410256,0.2222222222222222,1.0,,0.75,0.19047619047619047,0.08333333333333333,0.10084033613445378,0.052845528455284556,0.1968503937007874,0.034013605442176874,0.13424657534246576,0.04580152671755725,0.05217391304347826,0.05405405405405406,0.05263157894736842,0.025210084033613446,0.07142857142857142,0.10227272727272728,0.06741573033707865,0.14754098360655737,0.20618556701030927,0.16666666666666666,0.09375,0.5454545454545454,0.52,0.5641025641025641,0.6285714285714286,0.5454545454545454,0.12,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.013333333333333334,,,,0.18666666666666668,0.35714285714285715,0.35714285714285715,1.0,0.875,0.5,,0.0625,1.0,1.0,0.0625,,,0.5454545454545454,0.6111111111111112,0.18181818181818182,0.15151515151515152,0.4,0.35714285714285715,0.5437884615384615,0.57455,0.0625,0.09259259259259259,,0.20238095238095238,0.4166666666666667,2.493877551020408,0.41119221411192214,1.0,3.0,2.0,3.0,2.0,0.16666666666666666,,,,,,,,,True,,
203500,1610612760,Steven Adams,Steven Adams,203500,OKC,23393.0,390,91,834,810,276,120,1644,,,,,147,870,,,,,0.5575221238938053,0.5653846153846154,,15.821501014198784,,,,,0.6371681415929203,0.5993893805309733,,308.0,45.0,72.0,14.0,25.0,15.0,22.0,18.0,41.0,,,,,,,,,,,,63.0,113.0,21.0,15.0,29.0,,,5.0,35.0,22.0,37.0,,,8.0,52.0,84.0,42.0,,24.0,,,5.0,,13.0,8.0,21.0,8.0,,11.0,1.0,1.0,50.0,15.0,35.0,1.0,18.0,33.0,3.0,54.0,51.0,105.0,5.0,15.0,8.0,7.0,8.0,1.0,4.0,19.0,2.0,4.0,2.0,2.0,27.0,5.0,9.0,11.0,,36.0,1.0,6.0,7.0,37.0,,,,38.0,5.0,,,19.0,,3.0,15.0,11.0,15.0,9.0,52.0,305.0,8.0,,0.6666666666666666,0.8235294117647058,,,0.5575221238938053,0.5172413793103449,0.5945945945945946,0.5172413793103449,0.5945945945945946,0.4861111111111111,0.6046511627906976,,0.04424778761061947,0.05555555555555555,0.024390243902439025,,,0.2962962962962963,0.1111111111111111,0.047619047619047616,0.12547528517110265,0.13108614232209737,0.16216216216216217,0.10273972602739725,0.13636363636363635,0.12106537530266344,0.11764705882352941,0.14457831325301204,0.13846153846153847,0.09734513274336283,0.12121212121212122,0.08695652173913043,0.13592233009708737,0.16176470588235295,0.14942528735632185,0.20833333333333334,0.11363636363636363,0.6,0.6371681415929203,0.625,0.6617647058823529,0.6666666666666666,0.36283185840707965,0.43902439024390244,0.45,0.6666666666666666,,,,,,,,,0.8620689655172413,0.56,0.14285714285714285,,,,,,,0.5945945945945946,0.6818181818181818,,,,,0.581391304347826,0.5600378378378378,0.14960629921259844,0.14960629921259844,,0.23809523809523808,0.35374149659863946,3.2823008849557516,0.36930455635491605,,8.0,,4.0,,,1.0,2.0,,,,,,,True,,
203518,1610612760,Alex Abrines,Alex Abrines,203518,OKC,63300.0,1055,3,2172,2138,696,289,4310,24.0,59.0,94.0,247.0,406,2380,273.0,0.9680851063829787,0.3805668016194332,0.38524590163934425,0.530791788856305,0.5555555555555556,0.7243401759530792,15.620031796502385,0.17302052785923755,0.4067796610169492,0.41379310344827586,1.0,0.8475073313782991,0.5340554896142432,25.22145748987855,811.0,20.0,42.0,1.0,7.0,6.0,15.0,10.0,24.0,10.0,28.0,1.0,2.0,25.0,70.0,188.0,9.0,25.0,29.0,64.0,40.0,94.0,44.0,1.0,10.0,10.0,27.0,4.0,36.0,11.0,28.0,39.0,89.0,28.0,167.0,48.0,32.0,9.0,2.0,185.0,70.0,7.0,1.0,26.0,14.0,40.0,10.0,4.0,16.0,5.0,5.0,94.0,8.0,10.0,,26.0,39.0,3.0,68.0,18.0,86.0,5.0,37.0,29.0,8.0,19.0,3.0,14.0,14.0,2.0,5.0,2.0,3.0,33.0,1.0,12.0,69.0,13.0,114.0,1.0,2.0,3.0,51.0,2.0,10.0,2.0,49.0,4.0,,7.0,14.0,,9.0,8.0,4.0,8.0,2.0,165.0,807.0,7.0,7.0,0.6,0.6153846153846154,0.37037037037037035,0.43820224719101125,0.425531914893617,0.1,0.39285714285714285,0.43243243243243246,0.594017094017094,0.4473684210526316,0.6335877862595419,0.004048582995951417,0.07446808510638298,0.11904761904761904,0.041666666666666664,0.03571428571428571,,0.5757575757575758,0.05263157894736842,,0.06103286384976526,0.015220700152207,0.08609271523178808,0.021108179419525065,0.06907545164718384,0.017374517374517374,0.022950819672131147,0.010471204188481676,0.006211180124223602,0.020477815699658702,0.023255813953488372,0.06299212598425197,0.04035874439461883,0.08641975308641975,0.08189655172413793,0.1,0.02577319587628866,0.25,0.12316715542521994,0.47619047619047616,0.5405405405405406,0.55,0.07038123167155426,0.4166666666666667,0.43478260869565216,0.5,0.08211143695014662,0.35714285714285715,0.37037037037037035,0.8,0.5513196480938416,0.3723404255319149,0.3723404255319149,0.9571428571428572,0.1891891891891892,0.14285714285714285,,0.05405405405405406,0.5,1.0,0.6756756756756757,0.36,0.8888888888888888,0.1282051282051282,0.4,0.21367521367521367,0.5470085470085471,0.453125,0.3783783783783784,0.5502850000000001,0.5252800884955753,0.039886039886039885,0.1346153846153846,,0.08866995073891626,0.41133004926108374,8.390425531914895,0.3733885819521179,10.0,3.0,1.0,3.0,,0.4,,,3.0,1.0,1.0,0.01694915254237288,,,True,,
202683,1610612760,Enes Kanter,Enes Kanter,202683,OKC,38397.0,640,33,1288,1273,426,165,2561,1.0,4.0,3.0,11.0,458,1429,9.0,1.0,0.2727272727272727,0.2727272727272727,0.559190031152648,0.6074270557029178,0.03426791277258567,29.079919408999327,0.012461059190031152,0.25,0.25,1.0,0.6728971962616822,0.5292496884735204,24.136363636363637,504.0,130.0,205.0,35.0,58.0,51.0,78.0,31.0,70.0,14.0,35.0,,,2.0,2.0,7.0,,,2.0,6.0,175.0,310.0,99.0,43.0,70.0,,,25.0,111.0,72.0,122.0,3.0,8.0,39.0,192.0,170.0,180.0,,56.0,7.0,2.0,35.0,,13.0,23.0,36.0,19.0,4.0,11.0,1.0,1.0,95.0,26.0,54.0,1.0,42.0,93.0,3.0,138.0,81.0,219.0,6.0,13.0,5.0,8.0,26.0,6.0,9.0,30.0,5.0,17.0,1.0,6.0,56.0,9.0,22.0,31.0,3.0,54.0,2.0,3.0,6.0,100.0,,1.0,1.0,124.0,12.0,,,59.0,,9.0,18.0,9.0,18.0,9.0,192.0,503.0,2.0,7.0,0.4857142857142857,0.5782312925170068,,0.375,0.5645161290322581,0.6142857142857143,0.5901639344262295,0.6142857142857143,0.5884615384615385,0.6453488372093024,0.6442953020134228,,0.11290322580645161,0.15609756097560976,0.04285714285714286,,,0.4642857142857143,0.12,0.030303030303030304,0.24155844155844156,0.14361702127659576,0.23204419889502761,0.12560386473429952,0.23851590106007067,0.137221269296741,0.19444444444444445,0.07476635514018691,0.12359550561797752,0.13333333333333333,0.09523809523809523,0.2375,0.2556390977443609,0.22826086956521738,0.19117647058823528,0.35555555555555557,0.05714285714285714,0.5,0.6386292834890965,0.6341463414634146,0.7514450867052023,0.47692307692307695,0.21806853582554517,0.44285714285714284,0.4626865671641791,0.41935483870967744,0.10903426791277258,0.4,0.4,0.7142857142857143,0.021806853582554516,0.2857142857142857,0.2857142857142857,1.0,0.8285714285714286,0.603448275862069,0.08571428571428572,,,,,,,0.6,0.6538461538461539,0.015384615384615385,0.046153846153846156,0.3333333333333333,0.2857142857142857,0.5356145833333333,0.5244076923076924,0.16032608695652173,0.16526610644257703,,0.2423580786026201,0.4192139737991266,4.7845161290322595,0.391304347826087,1.0,12.0,,9.0,,0.5,,3.0,,,,,,,True,,
202713,1610612760,Kyle Singler,Kyle Singler,202713,OKC,6573.0,110,-19,219,219,52,32,438,3.0,3.0,4.0,9.0,41,246,12.0,1.0,0.4444444444444444,0.4444444444444444,0.5714285714285714,0.6212121212121212,0.32142857142857145,14.624505928853756,0.10714285714285714,1.0,1.0,1.0,0.7857142857142857,0.5564732142857142,24.422222222222224,70.0,8.0,13.0,,,2.0,4.0,,3.0,2.0,3.0,,,1.0,1.0,6.0,1.0,2.0,,,10.0,19.0,9.0,,,1.0,2.0,,3.0,2.0,6.0,1.0,1.0,2.0,9.0,18.0,2.0,,,6.0,1.0,3.0,,1.0,2.0,3.0,2.0,,,1.0,,8.0,,1.0,,2.0,11.0,,13.0,1.0,14.0,,,,,3.0,,2.0,1.0,,1.0,,1.0,4.0,,1.0,4.0,1.0,6.0,,,,7.0,1.0,,1.0,10.0,,,,5.0,,,2.0,2.0,2.0,,9.0,70.0,1.0,,0.9,0.9,0.5,1.0,0.5263157894736842,,0.3333333333333333,0.75,0.5,0.75,0.5625,,0.15789473684210525,0.23076923076923078,,,,0.75,,,0.1774193548387097,0.014705882352941176,0.07692307692307693,,0.14772727272727273,0.009433962264150943,0.029411764705882353,,,,,0.3,0.1,0.13636363636363635,0.10526315789473684,,,,0.4642857142857143,0.6153846153846154,0.8,1.0,0.10714285714285714,,,,0.10714285714285714,0.6666666666666666,0.6666666666666666,0.5,0.21428571428571427,0.16666666666666666,0.16666666666666666,1.0,,,,,,,1.0,0.5,1.0,0.5714285714285714,0.5,0.14285714285714285,,,0.16666666666666666,0.47805,0.5826785714285714,0.15151515151515152,0.20833333333333334,,0.07317073170731707,0.21951219512195122,4.884210526315789,0.319634703196347,1.0,,,,,1.0,,,,,,,,,True,,
203902,1610612760,Semaj Christon,Semaj Christon,203902,OKC,24029.0,400,-74,769,772,277,108,1541,1.0,10.0,6.0,29.0,102,897,18.0,1.0,0.20689655172413793,0.2222222222222222,0.42201834862385323,0.4434782608695652,0.26605504587155965,15.09433962264151,0.09174311926605505,0.1,0.1111111111111111,1.0,0.5779816513761468,0.4889925233644861,27.310344827586206,289.0,18.0,34.0,1.0,3.0,7.0,11.0,11.0,23.0,8.0,23.0,,,2.0,5.0,19.0,,1.0,,8.0,37.0,80.0,10.0,2.0,8.0,,1.0,,4.0,13.0,27.0,,10.0,3.0,29.0,22.0,52.0,,2.0,17.0,5.0,4.0,1.0,43.0,22.0,65.0,12.0,10.0,24.0,8.0,11.0,152.0,5.0,5.0,,11.0,18.0,,29.0,10.0,39.0,1.0,12.0,8.0,4.0,11.0,4.0,9.0,10.0,1.0,2.0,,2.0,21.0,1.0,4.0,15.0,,30.0,1.0,,1.0,15.0,,1.0,2.0,13.0,1.0,,,7.0,,,1.0,,1.0,1.0,29.0,289.0,2.0,,0.2972972972972973,0.3055555555555556,,,0.4625,0.25,0.48148148148148145,0.2222222222222222,0.35135135135135137,0.2222222222222222,0.3717948717948718,0.034482758620689655,0.05,0.11764705882352941,,,,0.5238095238095238,,,0.08823529411764706,0.02040816326530612,0.10476190476190476,0.04,0.09385113268608414,0.02702702702702703,0.018018018018018018,0.025974025974025976,0.017543859649122806,0.021052631578947368,0.1,0.0851063829787234,0.0967741935483871,0.08333333333333333,0.09876543209876543,0.125,0.01818181818181818,1.0,0.3119266055045872,0.5294117647058824,0.6,0.4444444444444444,0.21100917431192662,0.4782608695652174,0.4782608695652174,0.18181818181818182,0.21100917431192662,0.34782608695652173,0.34782608695652173,0.125,0.1743119266055046,0.2631578947368421,0.2631578947368421,1.0,0.3333333333333333,0.3333333333333333,,,,,0.1111111111111111,,,0.2972972972972973,0.6363636363636364,0.05405405405405406,0.21621621621621623,,0.29411764705882354,0.46337142857142855,0.4648555555555556,0.06086956521739131,0.08139534883720931,,0.0392156862745098,0.28431372549019607,8.109999999999998,0.37581274382314694,,,,1.0,,,,,2.0,,,0.1,,,True,,
1626166,1610612760,Cameron Payne,Cameron Payne,1626166,OKC,8463.0,141,-28,283,278,85,31,561,1.0,1.0,7.0,25.0,51,309,18.0,0.8571428571428571,0.28,0.28,0.4298245614035088,0.4396551724137931,0.43859649122807015,20.9375,0.017543859649122806,1.0,1.0,1.0,0.5614035087719298,0.4804333333333333,25.343999999999998,89.0,3.0,7.0,,,,1.0,5.0,12.0,6.0,13.0,,,1.0,6.0,24.0,,3.0,1.0,6.0,14.0,32.0,2.0,2.0,2.0,,3.0,,4.0,,8.0,2.0,7.0,,6.0,2.0,26.0,3.0,,24.0,6.0,3.0,,12.0,6.0,18.0,3.0,3.0,8.0,,4.0,42.0,,1.0,,3.0,7.0,,10.0,1.0,11.0,,3.0,1.0,2.0,3.0,3.0,3.0,6.0,1.0,,,,9.0,,3.0,14.0,1.0,20.0,1.0,,,6.0,1.0,2.0,,2.0,,,,1.0,,,1.0,,1.0,1.0,6.0,89.0,2.0,,0.07142857142857142,0.07142857142857142,,0.2857142857142857,0.4375,1.0,,0.4,0.2,0.4,0.2,,0.09375,0.2857142857142857,0.08333333333333333,,,0.3333333333333333,,,0.07954545454545454,0.011764705882352941,0.08571428571428572,,0.08130081300813008,0.0072992700729927005,,,0.041666666666666664,,,0.058823529411764705,0.03571428571428571,0.15384615384615385,0.1,,,1.0,0.12280701754385964,0.42857142857142855,0.6,,0.21052631578947367,0.4166666666666667,0.45454545454545453,0.2,0.22807017543859648,0.46153846153846156,0.46153846153846156,,0.42105263157894735,0.25,0.25,0.8333333333333334,,,,,,,0.6,,,0.06666666666666667,,0.06666666666666667,0.4,0.16666666666666666,0.25,0.4267,0.4837166666666667,0.017241379310344827,0.030303030303030304,,0.0784313725490196,0.11764705882352941,10.771875,0.31448763250883394,1.0,,,1.0,,1.0,,,,,1.0,,,,True,,
1627734,1610612760,Domantas Sabonis,Domantas Sabonis,1627734,OKC,23271.0,388,-8,799,794,229,102,1593,1.0,7.0,10.0,33.0,119,847,30.0,1.0,0.30303030303030304,0.30303030303030304,0.42857142857142855,0.44074074074074077,0.2619047619047619,16.976998904709745,0.05555555555555555,0.14285714285714285,0.16666666666666666,1.0,0.5714285714285714,0.4867281746031746,24.666666666666675,266.0,18.0,39.0,1.0,8.0,8.0,17.0,10.0,27.0,11.0,27.0,,,2.0,9.0,26.0,,2.0,3.0,8.0,39.0,93.0,11.0,2.0,17.0,,2.0,3.0,7.0,18.0,38.0,3.0,10.0,2.0,47.0,50.0,28.0,,,26.0,9.0,10.0,1.0,7.0,13.0,20.0,9.0,4.0,6.0,,1.0,53.0,4.0,11.0,1.0,17.0,46.0,3.0,66.0,16.0,82.0,2.0,11.0,8.0,3.0,5.0,3.0,3.0,15.0,1.0,2.0,1.0,2.0,20.0,,5.0,27.0,,46.0,3.0,3.0,4.0,20.0,,1.0,1.0,21.0,3.0,,,11.0,,1.0,7.0,6.0,7.0,3.0,47.0,264.0,2.0,1.0,0.6410256410256411,0.6410256410256411,,0.3,0.41935483870967744,0.11764705882352941,0.47368421052631576,0.10526315789473684,0.46875,0.16666666666666666,0.47,0.030303030303030304,0.10752688172043011,0.20512820512820512,0.07407407407407407,,,0.25,0.14285714285714285,0.05555555555555555,0.19742489270386265,0.04263565891472868,0.14166666666666666,0.02857142857142857,0.17847025495750707,0.03768844221105527,0.05042016806722689,0.02702702702702703,0.046153846153846156,0.009615384615384616,0.08333333333333333,0.23232323232323232,0.1038961038961039,0.2631578947368421,0.1702127659574468,0.038461538461538464,0.031746031746031744,0.42857142857142855,0.30952380952380953,0.46153846153846156,0.5806451612903226,0.6666666666666666,0.21428571428571427,0.37037037037037035,0.4,0.4,0.21428571428571427,0.4074074074074074,0.4074074074074074,0.8181818181818182,0.20634920634920634,0.34615384615384615,0.34615384615384615,1.0,0.42105263157894735,0.125,,,,,0.10526315789473684,,,0.3541666666666667,0.47058823529411764,0.041666666666666664,0.16666666666666666,0.375,0.34615384615384615,0.44082812499999996,0.4760322916666666,0.08208955223880597,0.10891089108910891,,0.058823529411764705,0.3949579831932773,8.459139784946236,0.33291614518147683,,1.0,,1.0,2.0,,,,,1.0,,0.14285714285714285,,,True,,
