EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,FTOffRebounds,StepOutOfBoundsTurnovers,BlockingFouls,Offensive Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,LongMidRangeAssists,BlockedCorner3,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Technical Free Throw Trips,on,3pt And 1 Free Throw Trips,Clear Path Fouls
101150,1610612745,Lou Williams,Lou Williams,101150,HOU,13648.0,227,42,489,486,86.0,75.0,61.0,975,13.0,23.0,1.0,1.0,1.0,1.0,6.0,14.0,2.0,8.0,8.0,17.0,2.0,1.0,4.0,17.0,43.0,1.0,2.0,3.0,8.0,21.0,45.0,25.0,60.0,43.0,160.0,508,2.0,2.0,1.0,4.0,1.0,8.0,2.0,5.0,4.0,12.0,7.0,23.0,10.0,32.0,54.0,21.0,2.0,43.0,17.0,3.0,1.0,22.0,5.0,27.0,4.0,1.0,22.0,59.0,2.0,13.0,11.0,24.0,2.0,26.0,7.0,5.0,2.0,11.0,1.0,9.0,2.0,2.0,1.0,13.0,1.0,2.0,3.0,6.0,24.0,1.0,1.0,49.0,3.0,14.0,6.0,3.0,5.0,5.0,5.0,1.0,23.0,86.0,3.0,0.23809523809523808,0.25,0.72,0.4166666666666667,0.25,0.3333333333333333,0.4166666666666667,0.4666666666666667,1.0,0.4,0.5571428571428572,0.5833333333333334,0.47058823529411764,0.64,0.5714285714285714,0.5476190476190477,0.5714285714285714,0.016666666666666666,0.06666666666666667,0.043478260869565216,0.14285714285714285,0.023255813953488372,24.775583482944345,0.8461538461538461,0.07801418439716312,0.01834862385321101,0.11607142857142858,0.09486166007905138,0.00847457627118644,0.03125,0.08771929824561403,0.08695652173913043,0.05263157894736842,0.10714285714285714,0.14285714285714285,0.2,0.21904761904761905,0.5652173913043478,0.5909090909090909,0.38461538461538464,0.13333333333333333,0.42857142857142855,0.5,0.0761904761904762,0.25,0.25,0.1619047619047619,0.47058823529411764,0.47058823529411764,0.75,0.4095238095238095,0.3953488372093023,0.40476190476190477,0.7058823529411765,0.16666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.058823529411764705,1.0,0.23529411764705882,0.25,0.47058823529411764,0.375,0.7904761904761904,0.3953488372093023,0.5319361904761905,0.43735,0.5269176470588235,0.16393442622950818,0.25,0.09090909090909091,0.05,0.14375,6.513333333333334,25.30833333333333,0.17586912065439672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1626149,1610612745,Montrezl Harrell,Montrezl Harrell,1626149,HOU,181.0,3,2,6,6,,6.0,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1626155,1610612745,Sam Dekker,Sam Dekker,1626155,HOU,23375.0,390,-47,795,813,99.0,175.0,98.0,1608,27.0,50.0,6.0,9.0,2.0,6.0,2.0,7.0,2.0,4.0,11.0,21.0,,,1.0,10.0,32.0,1.0,2.0,2.0,4.0,31.0,61.0,21.0,53.0,13.0,138.0,913,6.0,9.0,1.0,2.0,2.0,17.0,2.0,7.0,2.0,5.0,1.0,11.0,48.0,14.0,63.0,,10.0,32.0,10.0,7.0,,11.0,9.0,20.0,7.0,2.0,10.0,49.0,11.0,19.0,22.0,44.0,20.0,64.0,8.0,5.0,3.0,3.0,1.0,3.0,6.0,,3.0,9.0,2.0,2.0,7.0,22.0,15.0,1.0,,20.0,4.0,11.0,,1.0,3.0,,3.0,1.0,11.0,99.0,,0.7741935483870968,0.9230769230769231,1.0,0.39622641509433965,0.5,0.4,0.39622641509433965,0.5081967213114754,0.6666666666666666,0.2857142857142857,0.5482456140350878,0.6818181818181818,0.4166666666666667,0.5655737704918032,0.6538461538461539,0.4230769230769231,0.4649122807017544,,0.11475409836065574,0.06,0.5714285714285714,,14.44321940463065,0.3333333333333333,0.09090909090909091,0.054455445544554455,0.1144578313253012,0.10049019607843138,0.05319148936170213,0.05660377358490566,0.08247422680412371,0.0641025641025641,0.13432835820895522,0.07751937984496124,0.24324324324324326,0.3333333333333333,0.43859649122807015,0.54,0.574468085106383,0.7407407407407407,0.06140350877192982,0.2857142857142857,0.6666666666666666,0.03508771929824561,0.5,0.5,0.18421052631578946,0.5238095238095238,0.5238095238095238,1.0,0.2807017543859649,0.3125,0.3125,1.0,0.8181818181818182,0.6666666666666666,,0.18181818181818182,0.5,1.0,0.5,0.3333333333333333,0.08333333333333333,,0.3333333333333333,0.5,0.9035087719298246,0.3125,0.5754377192982456,0.5913166666666667,0.5664833333333333,0.09090909090909091,0.16176470588235295,,0.12318840579710146,0.07971014492753623,3.30327868852459,24.594339622641513,0.12452830188679245,1.0,9.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,0.15,0.05172413793103448,0.06493506493506493,0.056338028169014086,0.03125,0.01818181818181818,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,,
201628,1610612745,Bobby Brown,Bobby Brown,201628,HOU,1208.0,20,21,46,41,19.0,23.0,1.0,87,,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,,,1.0,3.0,5.0,,,2.0,2.0,2.0,3.0,4.0,7.0,2.0,18.0,41,,,,,,,,1.0,2.0,3.0,2.0,8.0,2.0,2.0,12.0,,,5.0,3.0,,,,3.0,3.0,3.0,,,9.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,2.0,,,2.0,,1.0,,,,,,,8.0,19.0,,0.5,0.5,1.0,0.5714285714285714,,0.6666666666666666,0.5714285714285714,0.6666666666666666,,,0.8,,0.75,0.8181818181818182,,0.8,0.7,,,,,,22.916666666666668,,0.09090909090909091,,,0.045454545454545456,,,0.2,,,,,,,,,,0.2,0.5,0.5,0.1,1.0,1.0,0.2,0.5,0.5,1.0,0.5,0.6,0.6,1.0,,,,,,,,,0.25,,0.5,1.0,0.7,0.6,0.48458499999999993,,0.48141249999999997,0.09090909090909091,0.25,,,0.4444444444444444,12.866666666666667,25.599999999999998,0.41304347826086957,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,
203991,1610612745,Clint Capela,Clint Capela,203991,HOU,93074.0,1551,215,3164,3170,371.0,486.0,382.0,6334,332.0,474.0,69.0,111.0,34.0,45.0,29.0,87.0,1.0,2.0,,,,,,,,,,,,362.0,563.0,,,94.0,818.0,3485,74.0,124.0,,,21.0,169.0,36.0,54.0,,,14.0,86.0,598.0,126.0,,,76.0,,,58.0,,19.0,44.0,63.0,34.0,10.0,14.0,170.0,97.0,130.0,198.0,348.0,178.0,526.0,34.0,24.0,10.0,37.0,6.0,23.0,50.0,14.0,14.0,87.0,14.0,4.0,91.0,179.0,136.0,6.0,6.0,177.0,23.0,91.0,,9.0,78.0,50.0,79.0,47.0,86.0,369.0,1.0,0.8259668508287292,0.9228395061728395,,,,,,0.6429840142095915,0.5967741935483871,0.6666666666666666,0.6429840142095915,0.5967741935483871,0.6666666666666666,0.6390625,0.6035714285714285,0.6515151515151515,,,0.10301953818827708,0.09915611814345991,0.12643678160919541,,20.200055570991942,0.42528735632183906,0.2175824175824176,0.1430678466076696,0.2222222222222222,0.2193979933110368,0.12057220708446867,0.14171122994652408,0.19937694704049844,0.25961538461538464,0.19133574007220217,0.23908045977011494,0.17333333333333334,0.5949367088607594,0.8419182948490231,0.70042194092827,0.7775175644028103,0.8313253012048193,0.15452930728241562,0.3333333333333333,0.3815789473684211,0.003552397868561279,0.5,0.5,,,,,,,,,0.8951612903225806,0.6216216216216216,,,,,0.8333333333333334,0.7555555555555555,,,,,0.8419182948490231,,0.6411383658969805,0.5386086419753087,0.6484370370370371,0.14421553090332806,0.14421553090332806,,0.20660146699266504,0.10513447432762836,1.9827708703374793,,0.1172566371681416,5.0,80.0,20.0,25.0,5.0,6.0,35.0,,28.0,3.0,11.0,0.35714285714285715,0.10126582278481013,0.168141592920354,0.10112359550561797,0.10179640718562874,0.176056338028169,0.7931034482758621,,0.2753623188405797,6.0,1.0,1.0,8.0,11.0,6.0,1.0,1.0,10.0,2.0,3.0,0.010101010101010102,0.07692307692307693,,,,,,,,,,True,,
1627786,1610612745,Troy Williams,Troy Williams,1627786,HOU,2926.0,49,8,112,110,16.0,6.0,12.0,222,3.0,6.0,2.0,2.0,,,1.0,1.0,,,2.0,2.0,,,,2.0,7.0,,1.0,,,4.0,7.0,4.0,9.0,2.0,22.0,127,3.0,3.0,,1.0,,6.0,,,,,1.0,1.0,6.0,2.0,9.0,3.0,,7.0,2.0,1.0,,3.0,1.0,4.0,,1.0,2.0,9.0,,1.0,1.0,2.0,1.0,3.0,2.0,2.0,,,,,1.0,,,1.0,,,2.0,5.0,2.0,,,3.0,,2.0,,,,,,,1.0,16.0,,0.75,0.75,0.75,0.4444444444444444,,,0.4444444444444444,0.5714285714285714,1.0,,0.625,0.75,,0.6111111111111112,0.75,0.5,0.5625,,0.14285714285714285,0.16666666666666666,,,15.2,,0.02857142857142857,,0.047619047619047616,0.03571428571428571,0.022222222222222223,,0.05,,,0.0625,,,0.375,0.5,0.6,1.0,0.0625,1.0,1.0,,,,0.125,1.0,1.0,1.0,0.4375,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,,0.25,,,,,,,,,0.9375,0.2857142857142857,0.625134375,0.58065,,0.1111111111111111,0.2222222222222222,,0.2727272727272727,0.045454545454545456,1.3714285714285717,25.366666666666664,0.14285714285714285,1.0,1.0,,,,1.0,,,,,,,0.043478260869565216,,0.047619047619047616,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,
1627819,1610612745,Isaiah Taylor,Isaiah Taylor,1627819,HOU,703.0,12,-3,23,26,3.0,4.0,3.0,49,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,33,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,3.846153846153846,,,,0.3333333333333333,0.07142857142857142,,,,,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,0.5031,,,,,,,,,27.5,0.13043478260869565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201569,1610612745,Eric Gordon,Eric Gordon,201569,HOU,49354.0,823,16,1668,1680,204.0,274.0,215.0,3348,42.0,79.0,5.0,9.0,2.0,8.0,14.0,38.0,7.0,18.0,9.0,28.0,7.0,,3.0,61.0,185.0,7.0,15.0,4.0,18.0,63.0,135.0,70.0,213.0,51.0,387.0,1840,5.0,10.0,10.0,22.0,3.0,43.0,4.0,13.0,4.0,21.0,3.0,23.0,58.0,68.0,186.0,24.0,,185.0,61.0,20.0,3.0,36.0,23.0,59.0,14.0,9.0,33.0,141.0,6.0,33.0,33.0,68.0,12.0,80.0,20.0,14.0,6.0,27.0,5.0,17.0,17.0,10.0,4.0,44.0,3.0,2.0,30.0,52.0,57.0,4.0,2.0,60.0,8.0,33.0,,1.0,10.0,7.0,12.0,5.0,23.0,202.0,1.0,0.4603174603174603,0.4603174603174603,0.8857142857142857,0.3286384976525822,0.45454545454545453,0.19047619047619047,0.3286384976525822,0.4666666666666667,0.5,0.3076923076923077,0.4827586206896552,0.625,0.29411764705882354,0.517379679144385,0.6323529411764706,0.3194444444444444,0.6120689655172413,0.014084507042253521,0.14814814814814814,0.1518987341772152,0.18421052631578946,0.005405405405405406,21.87336473050759,0.6136363636363636,0.06846473029045644,0.015267175572519083,0.09939759036144578,0.08108108108108109,0.014814814814814815,0.023809523809523808,0.03680981595092025,0.06741573033707865,0.10638297872340426,0.11475409836065574,0.056818181818181816,0.4166666666666667,0.22701149425287356,0.5316455696202531,0.6268656716417911,0.4523809523809524,0.10919540229885058,0.3684210526315789,0.45161290322580644,0.05172413793103448,0.3888888888888889,0.4117647058823529,0.08045977011494253,0.32142857142857145,0.34615384615384615,0.8888888888888888,0.5316091954022989,0.32972972972972975,0.33152173913043476,0.8852459016393442,0.28125,0.5555555555555556,0.21875,0.46875,0.4666666666666667,0.8571428571428571,0.23529411764705882,0.25,0.08823529411764706,,0.5294117647058824,0.2222222222222222,0.8390804597701149,0.32972972972972975,0.5303306034482759,0.5339264705882353,0.5263279411764706,0.08847184986595175,0.20625,,0.1111111111111111,0.059431524547803614,5.691851851851852,25.763849765258218,0.1223021582733813,2.0,6.0,2.0,3.0,1.0,1.0,,2.0,1.0,,2.0,0.058823529411764705,0.014388489208633094,0.007142857142857143,0.011976047904191617,0.024096385542168676,0.015625,0.6428571428571429,0.14285714285714285,0.2,2.0,,4.0,3.0,1.0,2.0,2.0,1.0,,,,,,3.0,1.0,1.0,0.05555555555555555,0.07142857142857142,0.42857142857142855,1.0,,,True,,
201935,1610612745,James Harden,James Harden,201935,HOU,70531.0,1176,207,2399,2398,338.0,424.0,278.0,4797,95.0,153.0,11.0,17.0,8.0,16.0,38.0,98.0,17.0,35.0,4.0,15.0,4.0,,2.0,88.0,256.0,11.0,21.0,17.0,54.0,150.0,286.0,92.0,271.0,257.0,833.0,2657,18.0,30.0,12.0,25.0,6.0,78.0,16.0,38.0,17.0,56.0,53.0,136.0,26.0,274.0,96.0,180.0,12.0,254.0,88.0,36.0,6.0,247.0,152.0,399.0,113.0,39.0,221.0,950.0,16.0,68.0,112.0,193.0,30.0,223.0,58.0,45.0,13.0,117.0,31.0,89.0,56.0,28.0,4.0,173.0,10.0,24.0,29.0,77.0,179.0,4.0,3.0,303.0,12.0,72.0,48.0,6.0,15.0,8.0,15.0,5.0,134.0,336.0,6.0,0.08666666666666667,0.09027777777777778,0.34782608695652173,0.33948339483394835,0.48,0.30357142857142855,0.3420074349442379,0.5244755244755245,0.6,0.42105263157894735,0.5170556552962298,0.6545454545454545,0.44148936170212766,0.6110283159463488,0.6842105263157895,0.5689655172413793,0.4865350089766607,0.02214022140221402,0.1258741258741259,0.1503267973856209,0.1326530612244898,0.01953125,31.09801031687546,0.6763005780346821,0.16944024205748864,0.03411513859275053,0.1592505854800937,0.16544117647058823,0.026703499079189688,0.019011406844106463,0.10869565217391304,0.17674418604651163,0.22685185185185186,0.165625,0.14018691588785046,0.3333333333333333,0.2746858168761221,0.6209150326797386,0.7307692307692307,0.10526315789473684,0.17594254937163376,0.3877551020408163,0.4470588235294118,0.06283662477558348,0.4857142857142857,0.4857142857142857,0.026929982046678635,0.26666666666666666,0.2857142857142857,0.5,0.45960502692998206,0.34375,0.350597609561753,0.3409090909090909,0.3090909090909091,0.6470588235294118,0.07272727272727272,0.38181818181818183,0.5238095238095238,0.7272727272727273,0.1702127659574468,0.5,0.02127659574468085,,0.574468085106383,0.3148148148148148,0.7612208258527827,0.3464566929133858,0.5125275675675675,0.5029703125,0.4935641304347826,0.18045112781954886,0.20809248554913296,0.15047021943573669,0.0936374549819928,0.16326530612244897,5.777622377622378,25.691143911439113,0.14089203834931222,20.0,13.0,13.0,14.0,5.0,5.0,6.0,,7.0,2.0,6.0,0.3170731707317073,0.02106969205834684,0.0738255033557047,0.018789144050104383,0.028985507246376812,0.05303030303030303,0.07894736842105263,,,5.0,1.0,,2.0,6.0,4.0,,,,,,0.012987012987012988,,1.0,6.0,,,0.06666666666666667,0.25,1.0,2.0,15.0,True,,
201976,1610612745,Patrick Beverley,Patrick Beverley,201976,HOU,57995.0,967,262,1974,1955,147.0,162.0,249.0,3929,33.0,65.0,3.0,9.0,4.0,8.0,28.0,59.0,1.0,7.0,21.0,53.0,5.0,1.0,4.0,33.0,79.0,2.0,5.0,1.0,4.0,62.0,131.0,54.0,132.0,38.0,324.0,2140,6.0,13.0,4.0,10.0,7.0,31.0,7.0,12.0,2.0,8.0,10.0,30.0,30.0,94.0,129.0,33.0,4.0,79.0,33.0,15.0,2.0,67.0,56.0,123.0,44.0,12.0,56.0,302.0,9.0,52.0,69.0,121.0,44.0,165.0,43.0,16.0,27.0,28.0,9.0,25.0,20.0,3.0,6.0,48.0,3.0,2.0,41.0,97.0,78.0,20.0,5.0,50.0,4.0,18.0,2.0,6.0,8.0,3.0,9.0,6.0,29.0,145.0,5.0,0.24193548387096775,0.25,0.7962962962962963,0.4090909090909091,0.4,0.25,0.4090909090909091,0.4732824427480916,0.46153846153846156,0.5833333333333334,0.5437262357414449,0.5217391304347826,0.5,0.5684210526315789,0.5740740740740741,0.5769230769230769,0.5019011406844106,0.015151515151515152,0.11450381679389313,0.15384615384615385,0.0847457627118644,,14.741035856573705,0.5833333333333334,0.12432432432432433,0.020833333333333332,0.143646408839779,0.13195201744820065,0.04525862068965517,0.023346303501945526,0.09045226130653267,0.09424083769633508,0.2,0.14122137404580154,0.15,0.6666666666666666,0.24714828897338403,0.5076923076923077,0.6,0.18181818181818182,0.22433460076045628,0.4745762711864407,0.5185185185185185,0.026615969581749048,0.14285714285714285,0.14285714285714285,0.20152091254752852,0.39622641509433965,0.4117647058823529,0.9523809523809523,0.30038022813688214,0.4177215189873418,0.4177215189873418,0.696969696969697,0.391304347826087,0.3333333333333333,0.21739130434782608,0.21739130434782608,0.4,0.5,0.4,0.5,0.2,0.25,0.2,0.25,0.7490494296577946,0.4177215189873418,0.5255349809885932,0.5209136363636364,0.54667,0.07168458781362007,0.12413793103448276,0.014925373134328358,0.09567901234567901,0.09259259259259259,5.551908396946565,24.770454545454545,0.07446808510638298,10.0,33.0,,1.0,2.0,,2.0,,5.0,,5.0,,0.06653225806451613,0.014925373134328358,0.0759493670886076,0.0297029702970297,0.007692307692307693,0.2857142857142857,1.0,0.3333333333333333,10.0,2.0,2.0,4.0,1.0,8.0,1.0,1.0,,,,0.03571428571428571,0.024390243902439025,2.0,1.0,,,0.03773584905660377,0.4,0.5,,,True,,
