EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,DefensiveGoaltends,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,LongMidRangeAssists,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyDefPoss,ThreePtAssists,Arc3Assists,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,PenaltyFtPoints,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffArc3ReboundPct,AtRimPctAssisted,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,BlockingFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefAtRimReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,FTOffRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg3Pct,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Loose Ball Fouls,BlockedShortMidRange,Loose Ball Fouls Drawn,HeaveAttempts,Fg3aBlocked,Offensive Fouls,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawn,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,Defensive 3 Seconds Violations,on,SecondChanceTurnovers,BlockedLongMidRange,3SecondViolations,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,Charge Fouls,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ShortMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,StepOutOfBoundsTurnovers,Clear Path Fouls
101106,1610612742,Andrew Bogut,Andrew Bogut,101106,DAL,1187.0,20,12,38,38,9.0,1.0,76,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,34,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,9.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,10.256410256410255,0.23076923076923078,0.07142857142857142,0.25,0.23529411764705882,0.0625,0.3333333333333333,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5261,0.6735,0.5,3.275,0.23684210526315788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
101114,1610612742,Deron Williams,Deron Williams,101114,DAL,242.0,4,-1,7,7,1.0,1.0,14,,,,,,,1.0,2.0,2.0,9,,,,,2.0,,1.0,1.0,,2.0,,,,,,,,,,,,1.0,,,0.5,,0.5,,0.5,,25.0,,,,,,,,,,,,,,,,,,,,0.42369999999999997,,,16.85,0.14285714285714285,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.4335,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
202083,1610612742,Wesley Matthews,Wesley Matthews,202083,DAL,298.0,5,5,11,11,8.0,,22,,,,,,,,1.0,,11,,,,,,,,1.0,,3.0,,1.0,,1.0,,1.0,,,,,,8.0,,,,,,,,,9.090909090909092,,,1.0,0.2,,,,,1.0,,,,,,,,,,,0.414,,,15.7,0.7272727272727273,,1.0,,1.0,,,,,,,1.0,,,0.414,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
203084,1610612742,Harrison Barnes,Harrison Barnes,203084,DAL,2152.0,36,20,72,71,21.0,7.0,143,4.0,5.0,,,2.0,6.0,9.0,19.0,23.0,63,,1.0,,4.0,14.0,,1.0,1.0,,2.0,,1.0,2.0,3.0,1.0,4.0,,2.0,5.0,,,20.0,0.2222222222222222,0.2222222222222222,0.47368421052631576,,0.47368421052631576,,0.5476190476190477,,27.848101265822784,0.10526315789473684,,0.07692307692307693,0.09375,0.02702702702702703,,0.2857142857142857,,0.07692307692307693,0.2631578947368421,0.8,0.8,0.3157894736842105,0.3333333333333333,0.3333333333333333,,,,0.2631578947368421,0.4351315789473683,,,11.126315789473685,0.2916666666666667,3.0,8.0,2.0,5.0,6.0,1.0,6.0,0.4,0.4,0.5,0.42105263157894735,0.375,0.375,0.41251999999999994,0.2608695652173913,7.0,,,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,0.08333333333333333,0.09090909090909091,0.25,0.3333333333333333,0.2,1.0,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
203510,1610612742,Pierre Jackson,Pierre Jackson,203510,DAL,5063.0,84,55,169,171,43.0,25.0,340,6.0,12.0,,,,4.0,10.0,28.0,35.0,148,,1.0,,2.0,18.0,,12.0,19.0,9.0,45.0,,4.0,4.0,8.0,1.0,9.0,,5.0,9.0,1.0,,42.0,0.1,0.1,0.35714285714285715,,0.3717948717948718,,0.4268292682926829,,22.68041237113402,0.0851063829787234,,0.125,0.10126582278481013,0.011111111111111112,,0.043478260869565216,0.125,0.13333333333333333,0.3076923076923077,0.5,0.5454545454545454,0.10256410256410256,,,,,,0.5897435897435898,0.49072692307692306,0.4329,,10.217857142857145,0.25443786982248523,4.0,12.0,1.0,5.0,7.0,2.0,7.0,0.2,0.3125,0.3888888888888889,0.3076923076923077,0.3333333333333333,0.36363636363636365,0.54046875,0.2,35.0,7.0,5.0,1.0,3.0,6.0,2.0,1.0,2.0,,2.0,,3.0,,7.0,3.0,5.0,,,0.02631578947368421,0.02857142857142857,0.16666666666666666,,0.375,0.3333333333333333,0.12195121951219512,0.16666666666666666,1.0,1.0,1.0,1.0,2.0,10.0,3.0,2.0,3.0,11.0,3.0,1.0,3.0,6.0,3.0,10.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,0.6666666666666666,0.2727272727272727,0.3333333333333333,0.2727272727272727,0.28205128205128205,0.07142857142857142,0.08333333333333333,0.08333333333333333,1.0,0.125,0.02564102564102564,1.0,1.0,1.0,0.2564102564102564,0.2,0.2,0.5,0.75,0.125,1.0,0.25,0.2,24.836363636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1626147,1610612742,Justin Anderson,Justin Anderson,1626147,DAL,3427.0,57,38,113,116,33.0,18.0,229,4.0,7.0,1.0,3.0,2.0,3.0,6.0,14.0,41.0,100,2.0,5.0,19.0,6.0,6.0,2.0,3.0,5.0,3.0,12.0,2.0,2.0,8.0,11.0,6.0,17.0,3.0,5.0,11.0,,1.0,32.0,0.5,0.6,0.42857142857142855,0.4,0.45,0.8125,0.5394736842105263,0.7916666666666666,31.297709923664122,0.25,0.0625,0.08333333333333333,0.17857142857142858,0.08333333333333333,0.09090909090909091,0.3125,0.2222222222222222,0.09090909090909091,0.23333333333333334,0.5714285714285714,0.6666666666666666,0.1,0.6666666666666666,0.6666666666666666,,0.375,0.3333333333333333,0.7666666666666667,0.5097733333333333,0.50213,0.4634146341463415,8.657142857142857,0.2920353982300885,,4.0,2.0,5.0,17.0,,15.0,0.4,0.45454545454545453,0.5666666666666667,0.13333333333333333,,,0.5376136363636363,0.4146341463414634,34.0,2.0,2.0,2.0,4.0,14.0,7.0,3.0,6.0,4.0,2.0,3.0,3.0,1.0,17.0,1.0,8.0,1.0,,0.10714285714285714,0.11538461538461539,0.75,,0.36363636363636365,0.5,0.21621621621621623,0.38095238095238093,,1.0,,,5.0,15.0,3.0,6.0,5.0,16.0,3.0,2.0,6.0,12.0,3.0,15.0,5.0,2.0,,,,,,,0.8,0.3125,0.3333333333333333,0.3125,0.5333333333333333,0.14285714285714285,0.14285714285714285,0.25,,0.14285714285714285,0.03333333333333333,,,,0.5,0.3333333333333333,0.3333333333333333,0.8,0.375,,,0.5454545454545454,0.3333333333333333,25.631249999999998,3.0,2.0,3.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.5,0.3333333333333333,0.1111111111111111,0.058823529411764705,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1627852,1610612742,Nicolas Brussino,Nicolas Brussino,1627852,DAL,2436.0,41,30,81,84,20.0,13.0,165,,,,,1.0,1.0,2.0,2.0,13.0,71,,,,2.0,2.0,,2.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,7.0,1.0,2.0,,,,20.0,0.5,0.5,1.0,,0.5909090909090909,,0.5909090909090909,,12.765957446808512,0.10526315789473684,0.045454545454545456,0.125,0.11428571428571428,0.075,,0.09090909090909091,0.25,0.14285714285714285,,,,0.09090909090909091,1.0,1.0,1.0,,,0.8181818181818182,0.5176772727272727,,,15.5,0.24691358024691357,1.0,1.0,,,,,,,,,0.09090909090909091,1.0,1.0,0.50265,,27.0,,,,,,,2.0,3.0,3.0,,1.0,1.0,,,,,,,0.1111111111111111,0.11764705882352941,,,,,,,2.0,3.0,,,1.0,6.0,,2.0,3.0,9.0,,,2.0,9.0,,6.0,1.0,,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,0.8181818181818182,,,,,,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,0.5454545454545454,0.16666666666666666,0.16666666666666666,1.0,,,,1.0,0.16666666666666666,24.622222222222224,,,,,,,,,,,1.0,,1.0,,,,,0.125,,,,,,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
203552,1610612742,Seth Curry,Seth Curry,203552,DAL,1758.0,29,24,59,60,16.0,8.0,119,2.0,3.0,,,1.0,2.0,4.0,6.0,21.0,49,,,3.0,,8.0,,1.0,2.0,1.0,5.0,,1.0,2.0,3.0,,3.0,,1.0,2.0,,,15.0,,,0.6666666666666666,,0.6071428571428571,0.75,0.65625,0.75,23.88059701492537,0.14285714285714285,,0.07142857142857142,0.10714285714285714,,,,0.3333333333333333,0.07692307692307693,0.21428571428571427,0.6666666666666666,1.0,0.14285714285714285,0.5,0.5,,,,0.7857142857142857,0.5306142857142857,0.60825,0.14285714285714285,6.316666666666667,0.2711864406779661,1.0,1.0,1.0,1.0,7.0,,7.0,1.0,0.8333333333333334,0.875,0.07142857142857142,1.0,1.0,0.4868166666666667,0.3333333333333333,9.0,1.0,1.0,,,4.0,2.0,,4.0,3.0,1.0,,,,4.0,,1.0,1.0,1.0,,,,,,,0.06666666666666667,0.14285714285714285,1.0,1.0,,,2.0,7.0,2.0,2.0,3.0,8.0,2.0,1.0,2.0,9.0,,7.0,2.0,1.0,,,,,,,1.0,0.375,0.5,0.375,0.5714285714285714,0.16666666666666666,0.3333333333333333,,,,0.07142857142857142,1.0,1.0,1.0,0.5,0.2857142857142857,0.2857142857142857,1.0,1.0,,,0.6666666666666666,0.2857142857142857,24.3875,1.0,1.0,1.0,,,,,,,,,,,,0.5,,,,,,0.5,1.0,0.5,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,1032.0,17,3,36,35,7.0,6.0,71,2.0,5.0,,,,,2.0,5.0,10.0,32,,,,,4.0,,,,,,,2.0,1.0,3.0,,3.0,,,3.0,,,7.0,,,0.4,,0.35,,0.4166666666666667,,28.571428571428573,0.07142857142857142,,0.5,0.16666666666666666,,,,0.2,0.5,0.5,0.4,0.4,,,,,,,1.0,0.56085,,,1.5799999999999998,0.19444444444444445,,,1.0,1.0,2.0,,2.0,1.0,0.3333333333333333,0.3333333333333333,,,,0.5293833333333334,0.2,4.0,,,1.0,1.0,3.0,,,1.0,,1.0,,,,4.0,,2.0,,,,,,,0.3333333333333333,1.0,0.16666666666666666,0.2857142857142857,,,,,1.0,5.0,,2.0,1.0,5.0,,,2.0,,3.0,5.0,1.0,,,,,,,,,0.2,,0.2,0.5,,,,,,,,,,0.5,0.2,0.2,,,,,0.6666666666666666,0.2,24.759999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1627827,1610612742,Dorian Finney-Smith,Dorian Finney-Smith,1627827,DAL,2796.0,47,41,94,94,28.0,15.0,188,1.0,1.0,,,,1.0,1.0,2.0,6.0,79,,1.0,,2.0,,,,1.0,,3.0,,1.0,2.0,3.0,1.0,4.0,,2.0,2.0,,,27.0,1.0,1.0,0.5,,0.5,,0.5,,6.422018348623853,0.09523809523809523,,0.058823529411764705,0.07894736842105263,0.020833333333333332,,0.07142857142857142,0.16666666666666666,0.0625,0.2,1.0,1.0,0.2,,,,,,0.8,0.5073125,,,4.449999999999999,0.2978723404255319,,,,,,,,,,,,,,,,13.0,1.0,,,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,,1.0,,,0.043478260869565216,0.045454545454545456,1.0,,,,0.16666666666666666,0.3333333333333333,1.0,2.0,,,,1.0,,,1.0,3.0,,,,3.0,,,,,1.0,,,,,,1.0,0.3333333333333333,,0.5,0.6,,,,,,0.4,0.5,1.0,1.0,0.2,,,,,,,,,34.833333333333336,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
