EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffAtRimReboundPct,SecondChanceAtRimFGM,PenaltyCorner3FGM,PtsPutbacks,HeaveAttempts,Offensive Fouls,Loose Ball Fouls Drawn,BlockedArc3,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,Charge Fouls,DefensiveGoaltends,LongMidRangePctBlocked,Corner3PctBlocked,FTOffRebounds,BlockedShortMidRange,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,BlockedLongMidRange,on,HeaveMakes,Clear Path Fouls,OffensiveGoaltends
101150,1610612747,Lou Williams,Lou Williams,101150,LAL,30403.0,507,78,1028,1030,243,238,150,2058,34.0,50.0,1.0,6.0,11.0,29.0,63.0,12.0,36,9.0,18.0,2.0,5.0,3.0,36.0,100.0,4.0,10.0,8.0,25.0,75,149,45.0,118.0,99.0,384,1091,2.0,6.0,6.0,15.0,1.0,23.0,16.0,40.0,8.0,28.0,25.0,81.0,38.0,112.0,66.0,69.0,100.0,36.0,10.0,1.0,53,9.0,62,4.0,5.0,39.0,7.0,7.0,133,2.0,1.0,21.0,24,1.0,46,3.0,49,2.0,16.0,13.0,3.0,26,9.0,18.0,13.0,1.0,8.0,2.0,1.0,39,5.0,7.0,8,1.0,19,1.0,72.0,1.0,4.0,6.0,117.0,10.0,4.0,4.0,36.0,17.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,81.0,243,3.0,3.0,0.25333333333333335,0.25333333333333335,0.4888888888888889,0.3813559322033898,0.4,0.2857142857142857,0.3813559322033898,0.5033557046979866,0.3333333333333333,0.4,0.5337078651685393,0.5238095238095238,0.4117647058823529,0.617741935483871,0.5476190476190477,0.5,0.4419475655430712,0.00847457627118644,0.06711409395973154,0.1,0.07936507936507936,0.01,29.156223893065995,0.6666666666666666,0.029411764705882353,0.0781758957654723,0.002881844380403458,0.11666666666666667,0.013793103448275862,0.09240246406570841,0.006097560975609756,0.010869565217391304,0.009009009009009009,0.029411764705882353,0.053763440860215055,0.06862745098039216,0.10714285714285714,0.10869565217391304,0.14285714285714285,0.015384615384615385,0.6666666666666666,0.18726591760299627,0.68,0.7555555555555555,0.17647058823529413,0.23595505617977527,0.4603174603174603,0.5,0.3103448275862069,0.1348314606741573,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.06741573033707865,0.5,0.5,0.7777777777777778,0.37453183520599254,0.36,0.36363636363636365,0.4166666666666667,0.047619047619047616,0.23809523809523808,0.4,1.0,0.47619047619047616,0.4,0.25,0.16176470588235295,0.5454545454545454,0.04411764705882353,0.36764705882352944,0.32,0.6292134831460674,0.36,0.49370733082706764,0.48989,0.47097426470588233,0.17320261437908496,0.2057142857142857,0.1297709923664122,0.059895833333333336,0.2109375,8.536241610738253,25.530508474576273,0.23638132295719844,,,,,,,,,,,,,,,,,,,,,,,True,,,
101181,1610612747,Jose Calderon,Jose Calderon,101181,LAL,4367.0,73,-40,141,146,27,30,23,287,1.0,2.0,,,,,,2.0,5,,2.0,,,2.0,2.0,4.0,,1.0,,,3,7,2.0,6.0,,12,175,,,,1.0,,,1.0,1.0,,2.0,,2.0,2.0,4.0,6.0,,4.0,2.0,,,6,2.0,8,2.0,,2.0,3.0,1.0,18,1.0,1.0,4.0,6,,10,2.0,12,1.0,1.0,1.0,,9,,7.0,2.0,,2.0,1.0,,11,1.0,2.0,2,,4,,1.0,,,,,,,,,,,,,,,,,2.0,27,,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,0.3333333333333333,0.42857142857142855,,1.0,0.46153846153846156,,0.3333333333333333,0.46153846153846156,,0.3333333333333333,0.46153846153846156,,,,,,14.201183431952662,0.8181818181818182,,0.14634146341463414,0.016666666666666666,0.19047619047619047,0.05,0.16129032258064516,0.025,,,0.3333333333333333,0.16666666666666666,,0.16666666666666666,0.23529411764705882,,0.125,,0.15384615384615385,0.5,0.5,1.0,,,,,0.38461538461538464,0.4,0.4,,0.15384615384615385,,,,0.3076923076923077,0.5,0.5,1.0,,,,,1.0,,,,,0.6666666666666666,,,0.6153846153846154,0.5,0.5019076923076923,,0.50795,,,,,0.16666666666666666,13.028571428571427,25.083333333333332,0.19148936170212766,0.03225806451612903,,,,,,,,,,,,,,,,,,,,,,True,,,
1626204,1610612747,Larry Nance Jr.,Larry Nance Jr.,1626204,LAL,22349.0,372,5,748,743,156,186,105,1491,33.0,43.0,14.0,6.0,8.0,5.0,10.0,12.0,27,1.0,7.0,,1.0,2.0,2.0,9.0,,,1.0,2.0,50,80,3.0,16.0,7.0,116,805,10.0,15.0,,1.0,,20.0,10.0,15.0,2.0,4.0,4.0,30.0,76.0,24.0,9.0,,8.0,2.0,2.0,,18,6.0,24,4.0,2.0,8.0,5.0,5.0,54,7.0,17.0,19.0,42,6.0,67,24.0,91,,19.0,16.0,3.0,4,,4.0,3.0,,,,1.0,7,2.0,3.0,16,1.0,25,3.0,18.0,,2.0,,12.0,2.0,,,5.0,,2.0,6.0,2.0,6.0,1.0,8.0,3.0,30.0,156,4.0,2.0,0.76,0.8837209302325582,1.0,0.1875,,0.5,0.2,0.625,0.6666666666666666,0.6666666666666666,0.5677083333333334,0.625,0.6842105263157895,0.5742574257425742,0.625,0.7142857142857143,0.16666666666666666,,0.025,0.046511627906976744,,,12.543554006968641,0.5714285714285714,0.2608695652173913,0.208955223880597,0.06614785992217899,0.1366906474820144,0.06930693069306931,0.17941176470588235,0.0670391061452514,0.0625,0.05333333333333334,0.11538461538461539,0.13559322033898305,0.25757575757575757,0.2236842105263158,0.1320754716981132,0.15151515151515152,,0.375,0.4479166666666667,0.7674418604651163,0.8048780487804879,0.6666666666666666,0.10416666666666667,0.5,0.5,0.8,0.28125,0.4444444444444444,0.4444444444444444,1.0,0.07291666666666667,0.14285714285714285,0.14285714285714285,1.0,0.09375,0.2222222222222222,0.2222222222222222,1.0,0.875,0.0625,,,,,,0.42105263157894735,0.75,0.10526315789473684,0.10526315789473684,0.5,0.6145833333333334,0.25,0.5512739361702125,0.5451576923076924,0.560178947368421,0.050505050505050504,0.060240963855421686,,0.1724137931034483,0.25862068965517243,7.937500000000002,26.16875,0.20855614973262032,0.08433734939759036,10.0,1.0,14.0,1.0,2.0,4.0,1.0,0.05454545454545454,0.7142857142857143,0.2,0.5,,,,,,,,,,,True,,,
203903,1610612747,Jordan Clarkson,Jordan Clarkson,203903,LAL,41160.0,686,-31,1384,1394,321,386,192,2778,45.0,75.0,7.0,13.0,22.0,47.0,99.0,24.0,57,4.0,14.0,,3.0,1.0,21.0,67.0,2.0,5.0,4.0,15.0,116,231,25.0,81.0,44.0,351,1536,3.0,11.0,2.0,8.0,4.0,16.0,34.0,57.0,4.0,16.0,12.0,92.0,50.0,182.0,57.0,18.0,67.0,21.0,17.0,1.0,47,14.0,61,9.0,5.0,29.0,13.0,5.0,136,2.0,11.0,29.0,27,1.0,57,13.0,70,1.0,28.0,23.0,5.0,29,6.0,22.0,18.0,1.0,7.0,3.0,3.0,47,3.0,10.0,12,,42,1.0,50.0,1.0,3.0,2.0,54.0,7.0,,4.0,21.0,3.0,3.0,1.0,,1.0,,1.0,1.0,92.0,321,4.0,3.0,0.21551724137931033,0.21551724137931033,0.76,0.30864197530864196,0.25,0.25,0.30864197530864196,0.5021645021645021,0.2727272727272727,0.5964912280701754,0.49198717948717946,0.3157894736842105,0.547945205479452,0.5240963855421686,0.36363636363636365,0.5897435897435898,0.25961538461538464,0.012345679012345678,0.0735930735930736,0.10666666666666667,0.08080808080808081,,23.584318606098318,0.6170212765957447,0.021739130434782608,0.0661764705882353,0.02301255230125523,0.12236286919831224,0.010309278350515464,0.08682170542635659,0.019345238095238096,0.00909090909090909,0.013245033112582781,,0.05511811023622047,0.06201550387596899,0.07894736842105263,0.11475409836065574,0.14814814814814814,0.006756756756756757,1.0,0.2403846153846154,0.6,0.6716417910447762,0.3333333333333333,0.3173076923076923,0.47474747474747475,0.5164835164835165,0.10638297872340426,0.18269230769230768,0.42105263157894735,0.42857142857142855,0.20833333333333334,0.04487179487179487,0.2857142857142857,0.3076923076923077,1.0,0.21474358974358973,0.31343283582089554,0.31343283582089554,0.7142857142857143,0.3684210526315789,0.15789473684210525,,,0.2631578947368421,0.4,1.0,0.3013698630136986,0.5909090909090909,0.0136986301369863,0.2054794520547945,0.26666666666666666,0.5,0.31343283582089554,0.48107115384615373,0.5109285714285713,0.476891095890411,0.0729483282674772,0.08571428571428572,0.03571428571428571,0.045584045584045586,0.2621082621082621,8.647186147186144,25.49506172839506,0.2319364161849711,0.02702702702702703,2.0,,,,2.0,2.0,,0.0273224043715847,0.2857142857142857,,,1.0,1.0,0.017543859649122806,0.07142857142857142,,,,,,,True,,,
204028,1610612747,Tarik Black,Tarik Black,204028,LAL,65457.0,1091,-49,2211,2224,471,542,309,4435,127.0,222.0,75.0,26.0,40.0,21.0,59.0,1.0,11,,,,,,1.0,2.0,,,,1.0,149,292,1.0,2.0,82.0,383,2417,43.0,87.0,,,31.0,117.0,34.0,54.0,,1.0,28.0,96.0,204.0,94.0,,3.0,1.0,1.0,30.0,,20,19.0,39,13.0,6.0,10.0,5.0,5.0,97,37.0,104.0,57.0,125,18.0,200,143.0,343,14.0,29.0,23.0,6.0,23,7.0,10.0,35.0,3.0,13.0,,4.0,58,5.0,12.0,108,4.0,173,17.0,101.0,7.0,2.0,1.0,109.0,17.0,,,56.0,,7.0,44.0,,32.0,,44.0,24.0,96.0,471,12.0,5.0,0.6845637583892618,0.8571428571428571,,0.5,,,1.0,0.5102739726027398,0.4942528735632184,0.6296296296296297,0.5119047619047619,0.4942528735632184,0.6181818181818182,0.5632352941176471,0.5679611650485437,0.6857142857142857,0.006802721088435374,,0.10273972602739725,0.11711711711711711,0.06779661016949153,,15.522620904836193,0.39655172413793105,0.2571428571428571,0.19290123456790123,0.13811420982735723,0.15240641711229946,0.11144578313253012,0.1780821917808219,0.12995391705069123,0.08808290155440414,0.1015625,0.14473684210526316,0.1813953488372093,0.23618090452261306,0.16666666666666666,0.15807560137457044,0.13253012048192772,0.125,0.5454545454545454,0.7551020408163265,0.5720720720720721,0.6479591836734694,0.6929133858267716,0.20068027210884354,0.3559322033898305,0.38181818181818183,0.6190476190476191,0.03741496598639456,0.09090909090909091,0.09090909090909091,1.0,,,,,0.006802721088435374,0.5,0.5,,0.8620689655172413,,,,,,,0.7272727272727273,0.65,,0.01818181818181818,,0.7619047619047619,1.0,0.575991467576792,0.5836791666666667,0.5625314814814815,0.16816816816816818,0.1691842900302115,,0.30548302872062666,0.2506527415143603,3.092465753424659,36.9,0.2130257801899593,0.13494809688581316,38.0,,60.0,1.0,12.0,8.0,,0.17712177121771217,0.5066666666666667,0.15789473684210525,,3.0,2.0,,,2.0,12.0,4.0,1.0,0.029850746268656716,,True,,,
1627742,1610612747,Brandon Ingram,Brandon Ingram,1627742,LAL,41281.0,688,-33,1393,1401,330,349,194,2794,36.0,61.0,7.0,6.0,11.0,12.0,49.0,17.0,48,10.0,25.0,3.0,6.0,7.0,11.0,33.0,2.0,5.0,1.0,6.0,65,158,21.0,58.0,45.0,238,1535,7.0,14.0,5.0,11.0,4.0,33.0,14.0,37.0,2.0,13.0,15.0,49.0,62.0,68.0,63.0,,33.0,11.0,14.0,,40,19.0,59,14.0,5.0,31.0,7.0,2.0,137,3.0,13.0,38.0,45,9.0,92,17.0,109,4.0,17.0,15.0,2.0,29,3.0,21.0,13.0,2.0,8.0,4.0,1.0,42,1.0,8.0,28,,44,2.0,61.0,,1.0,5.0,70.0,7.0,,,30.0,1.0,7.0,15.0,2.0,9.0,,17.0,8.0,49.0,330,3.0,6.0,0.47692307692307695,0.5,1.0,0.3620689655172414,0.45454545454545453,0.15384615384615385,0.3620689655172414,0.41139240506329117,0.5,0.3783783783783784,0.44675925925925924,0.58,0.34,0.4817813765182186,0.5892857142857143,0.4224137931034483,0.26851851851851855,,0.08860759493670886,0.11475409836065574,0.08163265306122448,,17.79975278121137,0.6904761904761905,0.20930232558139536,0.10948905109489052,0.028384279475982533,0.1688888888888889,0.014084507042253521,0.13050314465408805,0.02384500745156483,0.03305785123966942,0.012195121951219513,0.02040816326530612,0.05426356589147287,0.12142857142857143,0.14788732394366197,0.16022099447513813,0.20454545454545456,0.034782608695652174,0.47058823529411764,0.2824074074074074,0.5901639344262295,0.6666666666666666,0.5,0.22685185185185186,0.24489795918367346,0.26666666666666666,0.4166666666666667,0.2222222222222222,0.3541666666666667,0.37777777777777777,0.47058823529411764,0.11574074074074074,0.4,0.4,1.0,0.1527777777777778,0.3333333333333333,0.3333333333333333,1.0,0.28,0.24,0.5,1.0,0.2,0.4,1.0,0.22,0.5454545454545454,0.14,0.12,0.16666666666666666,0.5509259259259259,0.3333333333333333,0.5107693023255814,0.553145,0.488059,0.12916666666666668,0.16574585635359115,0.01694915254237288,0.13865546218487396,0.20588235294117646,8.669620253164556,24.57931034482759,0.23689877961234745,0.03048780487804878,6.0,1.0,6.0,,1.0,1.0,2.0,0.023121387283236993,0.8571428571428571,0.3333333333333333,0.14285714285714285,1.0,,0.0625,,1.0,4.0,,,0.022222222222222223,2.0,True,,,
203080,1610612747,Thomas Robinson,Thomas Robinson,203080,LAL,10276.0,171,-16,343,340,74,77,43,683,26.0,42.0,13.0,6.0,10.0,7.0,16.0,,8,,1.0,,,1.0,,,,,,,33,66,,1.0,6.0,72,387,8.0,17.0,,,2.0,18.0,9.0,18.0,,1.0,2.0,20.0,32.0,34.0,,,,,4.0,,4,6.0,10,4.0,2.0,3.0,1.0,,26,10.0,13.0,12.0,18,6.0,36,23.0,59,1.0,6.0,5.0,1.0,6,1.0,3.0,8.0,2.0,3.0,1.0,,14,2.0,2.0,13,,24,1.0,14.0,2.0,,,19.0,1.0,,,10.0,,,2.0,,2.0,,2.0,1.0,20.0,74,,,0.48484848484848486,0.64,,,,,,0.5,0.47058823529411764,0.5,0.4925373134328358,0.47058823529411764,0.47368421052631576,0.47368421052631576,0.5,0.47619047619047616,0.014925373134328358,,0.06060606060606061,0.07142857142857142,0.0625,,22.84263959390863,0.42857142857142855,0.5,0.1978021978021978,0.1111111111111111,0.2222222222222222,0.24390243902439024,0.20689655172413793,0.14556962025316456,0.10714285714285714,0.28125,0.1111111111111111,0.11538461538461539,0.15384615384615385,0.28205128205128205,0.23684210526315788,0.1875,0.03333333333333333,0.5,0.6268656716417911,0.6190476190476191,0.6666666666666666,0.4230769230769231,0.23880597014925373,0.4375,0.4666666666666667,0.7142857142857143,0.11940298507462686,,,,0.014925373134328358,,,,,,,,0.7647058823529411,,,,,,,0.5263157894736842,0.6,0.05263157894736842,,,0.6417910447761194,,0.5536977611940298,0.6060636363636364,0.5130131578947369,0.13157894736842105,0.13333333333333333,,0.25,0.2777777777777778,4.677272727272727,25.0,0.21574344023323616,0.0784313725490196,8.0,,16.0,,3.0,1.0,,0.15789473684210525,0.6153846153846154,,,1.0,,,,,,,,,,True,,,
203944,1610612747,Julius Randle,Julius Randle,203944,LAL,18518.0,309,-54,632,645,121,140,99,1277,37.0,72.0,25.0,5.0,16.0,19.0,46.0,3.0,11,,1.0,,,,3.0,7.0,,,1.0,1.0,59,129,3.0,8.0,22.0,149,709,16.0,29.0,,,7.0,39.0,9.0,24.0,1.0,1.0,4.0,25.0,56.0,62.0,9.0,,7.0,3.0,18.0,,13,14.0,27,10.0,4.0,11.0,1.0,1.0,68,5.0,28.0,25.0,48,6.0,79,33.0,112,9.0,6.0,4.0,2.0,11,6.0,7.0,19.0,3.0,4.0,,4.0,30,2.0,7.0,16,2.0,30,1.0,20.0,,,2.0,31.0,7.0,,,18.0,,1.0,6.0,,5.0,,6.0,4.0,25.0,121,,1.0,0.4745762711864407,0.5714285714285714,1.0,0.375,,1.0,0.375,0.4573643410852713,0.5517241379310345,0.375,0.4635036496350365,0.5517241379310345,0.42,0.5,0.5909090909090909,0.44642857142857145,0.058394160583941604,,0.13953488372093023,0.2222222222222222,0.043478260869565216,,23.866666666666667,0.36666666666666664,0.35294117647058826,0.23300970873786409,0.12612612612612611,0.25252525252525254,0.0423728813559322,0.23934426229508196,0.09705882352941177,0.038461538461538464,0.043478260869565216,0.038461538461538464,0.2,0.26153846153846155,0.24242424242424243,0.25301204819277107,0.25,0.15789473684210525,0.6666666666666666,0.5255474452554745,0.5138888888888888,0.6607142857142857,0.40540540540540543,0.3357664233576642,0.41304347826086957,0.4318181818181818,0.5789473684210527,0.08029197080291971,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.0072992700729927005,,,,0.051094890510948905,0.42857142857142855,0.42857142857142855,1.0,0.8620689655172413,,,,,,,0.64,0.3125,,0.04,1.0,0.583941605839416,0.42857142857142855,0.4951419708029196,0.5252416666666667,0.43795199999999995,0.12162162162162163,0.12857142857142856,,0.26174496644295303,0.16778523489932887,4.953488372093024,24.875,0.19145569620253164,0.2,15.0,,20.0,,5.0,,,0.09333333333333334,0.6,0.06666666666666667,,,1.0,,,,,,,,1.0,True,,,
2736,1610612747,Luol Deng,Luol Deng,2736,LAL,11603.0,193,16,389,397,78,107,55,786,13.0,23.0,9.0,3.0,3.0,2.0,7.0,2.0,8,2.0,6.0,,1.0,1.0,4.0,13.0,,2.0,1.0,2.0,17,38,6.0,19.0,2.0,54,393,8.0,11.0,,3.0,,16.0,3.0,7.0,1.0,3.0,,9.0,12.0,22.0,18.0,,13.0,4.0,4.0,1.0,2,2.0,4,2.0,,1.0,,1.0,10,2.0,10.0,11.0,16,6.0,33,12.0,45,3.0,9.0,5.0,4.0,5,1.0,4.0,3.0,,1.0,,,8,2.0,,7,1.0,12,,5.0,,1.0,,3.0,1.0,,,2.0,,,1.0,,1.0,,1.0,1.0,9.0,78,,,0.35294117647058826,0.5,1.0,0.3157894736842105,,0.3333333333333333,0.3157894736842105,0.4473684210526316,0.7272727272727273,0.42857142857142855,0.45614035087719296,0.5714285714285714,0.45,0.46551724137931033,0.5714285714285714,0.45,0.3333333333333333,0.05263157894736842,0.10526315789473684,0.13043478260869565,0.14285714285714285,0.07692307692307693,14.56953642384106,0.625,0.46153846153846156,0.13114754098360656,0.07751937984496124,0.1375,0.029850746268656716,0.13366336633663367,0.061224489795918366,0.044444444444444446,0.03773584905660377,,0.06382978723404255,0.23529411764705882,0.12195121951219512,0.13114754098360656,0.15789473684210525,0.10344827586206896,1.0,0.40350877192982454,0.5652173913043478,0.65,0.38461538461538464,0.12280701754385964,0.2857142857142857,0.3333333333333333,,0.14035087719298245,0.25,0.25,0.5,0.10526315789473684,0.3333333333333333,0.3333333333333333,1.0,0.22807017543859648,0.3076923076923077,0.3333333333333333,1.0,0.6428571428571429,0.07142857142857142,,,0.14285714285714285,,,0.3,1.0,0.1,0.2,0.5,0.7368421052631579,0.3076923076923077,0.5504008771929824,0.5548666666666667,0.554735,0.034482758620689655,0.05128205128205128,,0.2962962962962963,0.16666666666666666,6.523684210526317,24.952631578947365,0.20051413881748073,0.10416666666666667,7.0,,10.0,,,,,0.08333333333333333,0.7777777777777778,0.2857142857142857,,2.0,,,,,,,1.0,,,True,,,
1627826,1610612747,Ivica Zubac,Ivica Zubac,1627826,LAL,2271.0,38,-18,83,82,6,25,7,165,2.0,7.0,1.0,,,5.0,7.0,1.0,1,,,,,,,,,,,,8,15,,,,16,101,,1.0,,,,,,,,,,,16.0,,,,,,1.0,,1,,1,,,,1.0,,2,,2.0,3.0,5,1.0,9,2.0,11,,1.0,1.0,,1,,,1.0,1.0,1.0,,,2,,,3,,3,,,,,,,,,,,,,2.0,,2.0,,2.0,2.0,,6,,,1.0,1.0,,,,,,0.5333333333333333,,,0.5333333333333333,,,0.5333333333333333,,,,,0.06666666666666667,0.14285714285714285,,,18.88888888888889,0.5,0.2,0.2777777777777778,0.07692307692307693,0.1875,,0.23529411764705882,0.05714285714285714,0.4,,,0.3,,0.2857142857142857,0.16666666666666666,0.25,,1.0,0.4666666666666667,0.2857142857142857,0.3333333333333333,1.0,0.4666666666666667,0.7142857142857143,0.7142857142857143,1.0,0.06666666666666667,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,0.4666666666666667,,0.44688000000000005,0.4837,,,,,,,5.4399999999999995,,0.07228915662650602,,,,,,,,,,,,,,,,,,,,,,,True,,,
