EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyAtRimFGM,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyFG2M,PenaltyFtPoints,PtsPutbacks,HeaveAttempts,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,ShortMidRangePctBlocked,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,BlockedCorner3,LongMidRangePctBlocked,on,Clear Path Fouls,HeaveMakes
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,2829.0,47,6.0,98,97,7,11,16.0,195,5,12,2.0,5.0,2.0,1.0,5,13,10,103.0,2.0,5.0,4.0,2,10.0,4.0,3.0,3.0,6.0,3.0,1.0,2.0,15.0,1.0,5.0,3.0,3.0,6.0,6.0,12,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7,1.0,1.0,0.38461538461538464,0.4,0.38461538461538464,0.4,0.38461538461538464,0.4,0.3076923076923077,0.3333333333333333,11.111111111111112,0.125,0.15625,0.15,0.05263157894736842,0.13636363636363635,0.11764705882352941,0.14285714285714285,0.3333333333333333,0.5,0.09090909090909091,0.18181818181818182,0.16666666666666666,1.0,0.9230769230769231,0.4166666666666667,0.625,1.0,0.07692307692307693,1.0,0.4,1.0,1.0,0.9230769230769231,0.7061846153846154,0.649775,0.6512,0.4,1.3384615384615384,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1627775,1610612744,Patrick McCaw,Patrick McCaw,1627775,GSW,19886.0,331,,682,688,83,70,78.0,1370,18,26,,1.0,,7.0,20,37,81,736.0,,1.0,5.0,1,36.0,5.0,6.0,12.0,18.0,8.0,5.0,,48.0,2.0,4.0,8.0,18.0,28.0,6.0,34,8.0,2.0,6.0,13.0,6.0,,,1.0,,2.0,1.0,83,0.9,0.9,0.5405405405405406,,0.5352112676056338,0.5,0.5547945205479452,0.625,0.13513513513513514,0.19230769230769232,10.553410553410554,0.08035714285714286,0.020100502512562814,0.06779661016949153,0.014492753623188406,0.07602339181286549,0.017804154302670624,0.011494252873563218,0.017857142857142856,,0.08536585365853659,0.05,0.047058823529411764,0.5,0.36619718309859156,0.6923076923076923,0.8571428571428571,0.8888888888888888,0.09859154929577464,0.3333333333333333,,,,0.8450704225352113,0.5796112676056338,0.542725,0.4970583333333333,0.06172839506172839,4.51081081081081,0.1217008797653959,2.0,4.0,5.0,15.0,1.0,7.0,19.0,1.0,2.0,1.0,4.0,12.0,34.0,5.0,1.0,2.0,2.0,1.0,5.0,3.0,4.0,33.0,3.0,19.0,7.0,1.0,4.0,1.0,2.0,1.0,4.0,3.0,4.0,5.0,1.0,9.0,9.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9166666666666666,0.35294117647058826,0.5,0.2,0.35294117647058826,0.25,0.25,0.4788732394366197,0.029411764705882353,0.06666666666666667,0.4444444444444444,0.15384615384615385,0.03571428571428571,0.017699115044247787,0.11290322580645161,0.12121212121212122,0.030303030303030304,0.2857142857142857,0.2857142857142857,1.0,0.056338028169014086,0.2112676056338028,0.3333333333333333,0.35714285714285715,1.0,0.2676056338028169,0.3684210526315789,0.3684210526315789,0.8571428571428571,0.6666666666666666,0.5,1.0,0.16666666666666666,0.6666666666666666,0.25,0.3684210526315789,0.0410958904109589,0.07692307692307693,0.037037037037037035,24.591176470588238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,67922.0,1132,431.0,2370,2361,287,232,233.0,4731,86,137,5.0,12.0,28.0,37.0,136,252,791,2447.0,12.0,23.0,60.0,40,146.0,17.0,153.0,67.0,220.0,50.0,117.0,19.0,507.0,11.0,10.0,48.0,59.0,108.0,21.0,129,61.0,47.0,14.0,77.0,107.0,3.0,,7.0,3.0,7.0,3.0,287,0.5367647058823529,0.5447761194029851,0.5396825396825397,0.5217391304347826,0.6143375680580763,0.5581395348837209,0.6505016722408027,0.6276595744680851,0.06746031746031746,0.11678832116788321,26.60377358490566,0.08194444444444444,0.017513134851138354,0.11320754716981132,0.025056947608200455,0.09353146853146853,0.020792079207920793,0.015810276679841896,0.028169014084507043,0.0375,0.037037037037037035,0.09398496240601503,0.11598746081504702,0.42857142857142855,0.24863883847549909,0.6277372262773723,0.7107438016528925,0.5,0.06715063520871144,0.27906976744186046,0.4166666666666667,0.2,0.3218390804597701,0.7912885662431942,0.5346005474452556,0.4920722222222222,0.5398130952380952,0.07585335018963338,8.058333333333332,0.12109704641350211,13.0,78.0,18.0,41.0,8.0,117.0,258.0,7.0,17.0,13.0,39.0,135.0,299.0,114.0,8.0,20.0,12.0,17.0,47.0,133.0,126.0,279.0,126.0,255.0,117.0,3.0,17.0,17.0,1.0,1.0,68.0,22.0,56.0,39.0,4.0,107.0,37.0,2.0,133.0,9.0,41.0,,,4.0,,133.0,4.0,0.6888888888888889,0.451505016722408,0.4,0.3617021276595745,0.4560810810810811,0.6149425287356322,0.6683673469387755,0.542649727767695,0.010033444816053512,0.024390243902439025,0.6355140186915887,0.022222222222222223,0.011363636363636364,0.022284122562674095,0.11848341232227488,0.10476190476190476,0.003937007874015748,0.35135135135135137,0.3611111111111111,0.6923076923076923,0.14156079854809436,0.07441016333938294,0.43902439024390244,0.45,0.8888888888888888,0.46823956442831216,0.45348837209302323,0.45703125,0.6581196581196581,0.3953488372093023,0.4117647058823529,0.8571428571428571,0.09195402298850575,0.4482758620689655,0.3333333333333333,0.4588235294117647,0.09106239460370995,0.1443661971830986,0.168141592920354,26.27391304347826,22.0,37.0,1.0,3.0,4.0,28.0,26.0,4.0,3.0,5.0,12.0,2.0,4.0,16.0,1.0,2.0,1.0,8.0,2.0,3.0,17.0,13.0,5.0,5.0,0.7,0.02702702702702703,0.007751937984496124,0.47435897435897434,0.47435897435897434,0.5675675675675675,0.06976744186046512,0.3333333333333333,1.0,0.7857142857142857,0.5,0.042071197411003236,,,,,,,,True,,
2585,1610612744,Zaza Pachulia,Zaza Pachulia,2585,GSW,76101.0,1268,418.0,2638,2635,333,268,271.0,5273,132,222,27.0,57.0,25.0,43.0,164,305,426,2724.0,30.0,69.0,74.0,30,264.0,34.0,90.0,42.0,132.0,36.0,59.0,22.0,306.0,47.0,87.0,103.0,159.0,271.0,139.0,410,59.0,34.0,25.0,166.0,147.0,1.0,25.0,33.0,21.0,33.0,17.0,333,0.8048780487804879,0.9166666666666666,0.5377049180327869,0.43478260869565216,0.5342019543973942,0.43478260869565216,0.5835616438356165,0.4868421052631579,0.11147540983606558,0.13963963963963963,15.265113137453563,0.19850187265917604,0.13122171945701358,0.21548117154811716,0.09494949494949495,0.20484753713838938,0.1157167530224525,0.1678832116788321,0.12571428571428572,0.12087912087912088,0.20363636363636364,0.21993127147766323,0.20498614958448755,0.5151515151515151,0.7231270358306189,0.5945945945945946,0.6910994764397905,0.7878787878787878,0.14006514657980457,0.8260869565217391,0.47368421052631576,0.25925925925925924,0.8064516129032258,0.7296416938110749,0.5365209150326798,0.5210315789473683,0.5723766666666666,0.17370892018779344,4.607213114754097,0.12623199393479909,18.0,40.0,,,,,2.0,,,,1.0,,2.0,98.0,,,14.0,,1.0,55.0,64.0,,,1.0,,,6.0,9.0,9.0,14.0,44.0,8.0,31.0,43.0,4.0,87.0,77.0,19.0,126.0,10.0,63.0,,,11.0,3.0,55.0,7.0,,,,,,0.5806451612903226,0.6395348837209303,0.006514657980456026,,,0.5057471264367817,0.1836734693877551,0.08878504672897196,0.0891089108910891,0.16595744680851063,0.24786324786324787,0.12962962962962962,0.4186046511627907,0.45,0.7777777777777778,0.13029315960912052,,,,,0.006514657980456026,,,,,,,,0.03225806451612903,,,0.175,0.17597765363128492,0.12910798122065728,44.8,16.0,14.0,,,,18.0,19.0,40.0,1.0,2.0,13.0,,11.0,10.0,4.0,2.0,24.0,6.0,2.0,,,,5.0,4.0,0.6,0.06976744186046512,,0.35,0.35,1.0,,,,0.64,,,5.0,1.0,2.0,3.0,0.11363636363636363,,,True,,
2733,1610612744,Shaun Livingston,Shaun Livingston,2733,GSW,14815.0,247,7.0,502,508,95,85,65.0,1010,12,14,3.0,4.0,3.0,27.0,32,60,68,542.0,3.0,5.0,6.0,10,30.0,1.0,19.0,8.0,27.0,3.0,6.0,8.0,62.0,2.0,5.0,9.0,8.0,17.0,7.0,24,8.0,6.0,2.0,24.0,7.0,,,3.0,,5.0,3.0,95,0.46875,0.4838709677419355,0.5333333333333333,0.6,0.5333333333333333,0.6,0.53125,0.6,0.016666666666666666,,12.886597938144329,0.058823529411764705,0.03333333333333333,0.08823529411764706,0.020618556701030927,0.07142857142857142,0.02834008097165992,0.061224489795918366,,,0.09090909090909091,0.0196078431372549,0.06172839506172839,0.6,0.23333333333333334,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.45,0.8,0.75,0.6666666666666666,0.3,0.23333333333333334,0.48960833333333337,0.49689999999999995,0.52481,0.08823529411764706,9.92,0.1892430278884462,12.0,19.0,,,,,,,,,,,,4.0,,,,,,14.0,34.0,,,,,,5.0,5.0,,1.0,5.0,5.0,4.0,7.0,,12.0,12.0,,8.0,1.0,3.0,2.0,2.0,2.0,1.0,14.0,2.0,,,,,,0.6,0.5833333333333334,,,,0.4166666666666667,,0.038461538461538464,0.024691358024691357,0.07317073170731707,0.19047619047619047,0.037037037037037035,0.4444444444444444,0.46153846153846156,0.25,0.31666666666666665,,,,,,,,,,,,,,,,0.04838709677419355,0.04838709677419355,0.20588235294117646,,3.0,8.0,,,,6.0,2.0,2.0,,2.0,1.0,,1.0,2.0,,,,1.0,,,,,2.0,1.0,0.6,0.037037037037037035,,0.42105263157894735,0.42105263157894735,0.25,,,,1.0,,,,1.0,,,,,,True,,
203546,1610612744,Ian Clark,Ian Clark,203546,GSW,6551.0,109,-51.0,220,231,48,61,24.0,451,9,10,1.0,1.0,2.0,7.0,13,26,40,258.0,1.0,4.0,2.0,6,16.0,3.0,2.0,3.0,5.0,2.0,2.0,,13.0,1.0,,6.0,6.0,13.0,1.0,14,4.0,2.0,2.0,12.0,5.0,,,,,,,48,0.6153846153846154,0.6666666666666666,0.5,0.25,0.48717948717948717,0.25,0.5128205128205128,0.25,0.11538461538461539,0.1,17.551020408163264,0.09836065573770492,,0.125,0.024390243902439025,0.11009174311926606,0.00980392156862745,,,0.125,0.13333333333333333,,0.06060606060606061,,0.2564102564102564,0.9,1.0,0.6666666666666666,0.1794871794871795,0.25,1.0,,0.25,0.5897435897435898,0.5092294871794872,0.41364999999999996,0.46406250000000004,0.05,8.784615384615385,0.21818181818181817,2.0,9.0,1.0,4.0,1.0,3.0,9.0,,,1.0,1.0,4.0,13.0,2.0,,,,2.0,2.0,13.0,10.0,12.0,,9.0,3.0,,1.0,,1.0,,4.0,,3.0,,,4.0,5.0,,2.0,2.0,2.0,,,,,13.0,,1.0,0.3076923076923077,,1.0,0.3076923076923077,0.75,0.8125,0.3333333333333333,,,1.0,0.2,,,0.125,0.26666666666666666,,0.2857142857142857,0.4,1.0,0.23076923076923078,0.10256410256410256,0.25,0.25,1.0,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,,,,0.125,0.125,1.0,0.3333333333333333,0.05128205128205128,0.07692307692307693,0.325,25.292307692307688,2.0,2.0,,,1.0,3.0,1.0,2.0,,,1.0,,,,,,,1.0,,,,,,,0.5,0.2857142857142857,,0.2222222222222222,0.2222222222222222,,,,,1.0,1.0,,,,,,,,,True,,
2440,1610612744,Matt Barnes,Matt Barnes,2440,GSW,5307.0,88,-14.0,177,177,11,26,28.0,354,4,4,1.0,1.0,,1.0,5,7,30,197.0,1.0,3.0,5.0,1,10.0,,7.0,3.0,10.0,2.0,5.0,1.0,23.0,1.0,1.0,5.0,6.0,11.0,2.0,13,3.0,2.0,1.0,8.0,2.0,,1.0,2.0,,2.0,1.0,11,1.0,1.0,0.7142857142857143,0.3333333333333333,0.6086956521739131,0.4166666666666667,0.625,0.4166666666666667,,,13.875598086124404,0.11538461538461539,0.016666666666666666,0.14705882352941177,0.02631578947368421,0.12790697674418605,0.02040816326530612,0.04,,0.09090909090909091,0.05,0.1111111111111111,0.17857142857142858,0.5,0.17391304347826086,1.0,1.0,1.0,0.043478260869565216,0.16666666666666666,1.0,1.0,,0.8695652173913043,0.5625652173913044,0.5075125,0.5397166666666666,0.16666666666666666,7.442857142857143,0.062146892655367235,,2.0,2.0,6.0,1.0,4.0,10.0,1.0,3.0,,1.0,6.0,16.0,2.0,1.0,3.0,,,2.0,,,15.0,3.0,10.0,4.0,1.0,1.0,1.0,,,2.0,1.0,2.0,3.0,2.0,5.0,4.0,,2.0,,1.0,,,2.0,,,,0.8333333333333334,0.375,0.3333333333333333,,0.375,,,0.6956521739130435,0.0625,,0.4,,,,0.21428571428571427,,,,,,0.08695652173913043,0.2608695652173913,0.3333333333333333,0.3333333333333333,1.0,0.43478260869565216,0.4,0.4444444444444444,0.75,0.5,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.4,0.041666666666666664,0.125,,24.493750000000002,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.1,0.5,0.5,1.0,,,,,,,,,,,,,,True,,
201142,1610612744,Kevin Durant,Kevin Durant,201142,GSW,46246.0,771,348.0,1611,1609,174,101,151.0,3220,91,117,7.0,9.0,19.0,68.0,170,268,561,1607.0,13.0,20.0,67.0,32,220.0,10.0,60.0,54.0,114.0,37.0,36.0,17.0,282.0,7.0,8.0,51.0,101.0,160.0,16.0,176,28.0,23.0,5.0,34.0,76.0,,,26.0,19.0,29.0,17.0,174,0.6470588235294118,0.6626506024096386,0.6343283582089553,0.65,0.646505376344086,0.7763157894736842,0.6746987951807228,0.7857142857142857,0.03731343283582089,0.06837606837606838,25.76858580212409,0.20867768595041322,0.021333333333333333,0.16721311475409836,0.02287581699346405,0.1926489226869455,0.022026431718061675,0.03333333333333333,0.010638297872340425,,0.13414634146341464,0.25287356321839083,0.1702127659574468,0.5862068965517241,0.31451612903225806,0.7777777777777778,0.8348623853211009,0.7032967032967034,0.1827956989247312,0.23684210526315788,0.7777777777777778,0.42857142857142855,0.4222222222222222,0.5940860215053764,0.5480822580645162,0.541004,0.5948022222222222,0.11942959001782531,8.074253731343282,0.10800744878957169,35.0,83.0,6.0,7.0,1.0,41.0,97.0,9.0,16.0,7.0,12.0,47.0,104.0,80.0,11.0,18.0,8.0,8.0,13.0,79.0,120.0,120.0,21.0,97.0,41.0,1.0,17.0,7.0,8.0,4.0,28.0,8.0,20.0,18.0,1.0,46.0,17.0,,101.0,11.0,49.0,3.0,2.0,6.0,1.0,79.0,1.0,0.851063829787234,0.4519230769230769,0.6111111111111112,0.6153846153846154,0.4519230769230769,0.7777777777777778,0.8061224489795918,0.27956989247311825,0.009615384615384616,,0.6086956521739131,0.3076923076923077,0.015267175572519083,0.027777777777777776,0.23972602739726026,0.15714285714285714,0.027777777777777776,0.5147058823529411,0.5223880597014925,0.5142857142857142,0.22311827956989247,0.01881720430107527,0.8571428571428571,0.8571428571428571,1.0,0.260752688172043,0.422680412371134,0.4270833333333333,0.8292682926829268,0.42105263157894735,0.5625,0.8888888888888888,0.022222222222222223,0.26666666666666666,0.5833333333333334,0.422680412371134,0.1262135922330097,0.16013071895424835,0.1408199643493761,25.941346153846155,16.0,44.0,2.0,2.0,1.0,23.0,9.0,8.0,,1.0,8.0,2.0,3.0,3.0,,4.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,0.71875,0.014705882352941176,0.010309278350515464,0.5301204819277109,0.5365853658536586,0.6363636363636364,0.05263157894736842,1.0,1.0,0.8421052631578947,1.0,0.02830188679245283,1.0,1.0,,1.0,0.038461538461538464,1.0,0.012048192771084338,True,,
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,63028.0,1050,459.0,2193,2185,215,152,215.0,4378,52,85,5.0,8.0,9.0,71.0,156,305,742,2234.0,20.0,32.0,68.0,21,236.0,12.0,49.0,16.0,65.0,10.0,36.0,7.0,146.0,3.0,9.0,34.0,51.0,87.0,12.0,99,36.0,26.0,10.0,53.0,49.0,,1.0,13.0,5.0,13.0,7.0,215,0.7564102564102564,0.7612903225806451,0.5114754098360655,0.625,0.5876288659793815,0.5423728813559322,0.6027732463295269,0.5483870967741935,0.03934426229508197,0.08235294117647059,27.124183006535947,0.07555555555555556,0.016981132075471698,0.08673469387755102,0.007317073170731708,0.07966260543580131,0.01276595744680851,0.017857142857142856,0.038461538461538464,,0.049107142857142856,0.06719367588932806,0.09395973154362416,0.5384615384615384,0.14604810996563575,0.611764705882353,0.6666666666666666,0.8269230769230769,0.12199312714776632,0.13559322033898305,0.625,0.8,0.17647058823529413,0.6219931271477663,0.5134417525773194,0.4970726190476191,0.5420676470588236,0.09164420485175202,11.55245901639344,0.09803921568627451,31.0,149.0,36.0,78.0,10.0,88.0,199.0,5.0,14.0,12.0,20.0,124.0,277.0,58.0,8.0,27.0,4.0,18.0,30.0,88.0,76.0,360.0,12.0,199.0,88.0,1.0,6.0,6.0,2.0,2.0,33.0,6.0,20.0,19.0,2.0,52.0,25.0,3.0,68.0,4.0,29.0,,,7.0,,88.0,1.0,0.967741935483871,0.44765342960288806,0.2962962962962963,0.6,0.44765342960288806,0.7647058823529411,0.7719298245614035,0.47594501718213056,0.0036101083032490976,,0.6346153846153846,0.04878048780487805,,0.008928571428571428,0.11616161616161616,0.06382978723404255,0.006944444444444444,0.43661971830985913,0.4626865671641791,0.5806451612903226,0.25601374570446733,0.13402061855670103,0.46153846153846156,0.46153846153846156,1.0,0.34192439862542956,0.44221105527638194,0.4444444444444444,0.9545454545454546,0.23728813559322035,0.35714285714285715,1.0,0.19607843137254902,0.39215686274509803,0.6,0.44221105527638194,0.047775947281713346,0.08787878787878788,0.11859838274932614,25.202166064981945,8.0,73.0,3.0,13.0,6.0,12.0,10.0,2.0,,4.0,13.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,,,3.0,,6.0,4.0,0.5714285714285714,0.056338028169014086,0.005025125628140704,0.4899328859060403,0.49324324324324326,0.7808219178082192,0.22033898305084745,0.23076923076923078,1.0,0.8888888888888888,0.6,,,1.0,,1.0,,,0.006711409395973154,True,,
2738,1610612744,Andre Iguodala,Andre Iguodala,2738,GSW,11794.0,197,112.0,414,400,141,126,38.0,814,9,12,1.0,1.0,5.0,3.0,12,21,50,412.0,1.0,1.0,5.0,6,16.0,,18.0,9.0,27.0,7.0,14.0,2.0,63.0,2.0,1.0,6.0,11.0,20.0,3.0,23,15.0,5.0,10.0,18.0,5.0,1.0,1.0,5.0,4.0,5.0,2.0,141,0.6666666666666666,0.7272727272727273,0.5714285714285714,1.0,0.6666666666666666,1.25,0.6756756756756757,1.25,,,8.49673202614379,0.08870967741935484,0.010309278350515464,0.10714285714285714,0.03278688524590164,0.09444444444444444,0.0189873417721519,0.03125,,0.07692307692307693,0.044444444444444446,0.047619047619047616,0.08108108108108109,0.4,0.3333333333333333,0.75,0.75,0.7777777777777778,0.08333333333333333,0.5,1.0,,0.5,0.75,0.595601388888889,0.715875,0.706835,0.1,7.0809523809523816,0.34057971014492755,,6.0,2.0,7.0,4.0,6.0,8.0,1.0,1.0,,,8.0,15.0,2.0,1.0,1.0,,1.0,4.0,11.0,8.0,21.0,3.0,8.0,6.0,,2.0,2.0,3.0,,,1.0,,2.0,,2.0,8.0,,2.0,,1.0,,,1.0,,11.0,1.0,0.875,0.5333333333333333,1.0,0.25,0.5333333333333333,0.55,0.55,0.4166666666666667,,,,0.2,,0.020833333333333332,0.1891891891891892,0.15789473684210525,,,,,0.16666666666666666,0.19444444444444445,0.2857142857142857,0.2857142857142857,1.0,0.2222222222222222,0.75,0.75,0.8333333333333334,0.5,1.0,1.0,0.4,,,0.75,0.02702702702702703,0.045454545454545456,0.22,24.44666666666667,4.0,3.0,,,1.0,4.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,0.6666666666666666,,,0.5,0.5,0.3333333333333333,,,,0.8,0.25,,,,1.0,,,,,True,,
