EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Clear Path Fouls,NonShootingFoulsDrawn,BlockedCorner3,NonShootingPenaltyNonTakeFoulsDrawn,OffArc3ReboundPct,Offensive Fouls,DefensiveGoaltends,Defensive 3 Seconds Violations,Fg3aBlocked,SelfOReb,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SelfORebPct,FTOffRebounds,BlockedLongMidRange,3SecondViolations,OffFTReboundPct,3pt And 1 Free Throw Trips,Corner3PctBlocked,on,OffensiveGoaltends
101139,1610612754,CJ Miles,CJ Miles,101139,IND,24246.0,404,-47,801,801,194,205,104,1602,20,30,5.0,6.0,6.0,8.0,7.0,18.0,8.0,25.0,14.0,33.0,3.0,8.0,4.0,9.0,28.0,62.0,2.0,2.0,6.0,12.0,35,73,42.0,95.0,32.0,228,896,8.0,11.0,5.0,10.0,5.0,36.0,10.0,16,10.0,21.0,7.0,57.0,50.0,20.0,111.0,15.0,6.0,62.0,28.0,5.0,5.0,3.0,8,2.0,1.0,3.0,1.0,1.0,19,1.0,6.0,26.0,23.0,2.0,51,7.0,58,19.0,13.0,6.0,8.0,1.0,5.0,4.0,1.0,3.0,12.0,3.0,19,4.0,36,1.0,1.0,27.0,2.0,1.0,1.0,1.0,36.0,5.0,1.0,17.0,2.0,5.0,1.0,1.0,2.0,3.0,6.0,3.0,57.0,194,4.0,0.7142857142857143,0.78125,0.8809523809523809,0.4421052631578947,0.5,0.47619047619047616,0.4421052631578947,0.4794520547945205,0.7272727272727273,0.625,0.5833333333333334,0.7380952380952381,0.6756756756756757,0.6236263736263736,0.7954545454545454,0.7125,0.5654761904761905,0.0684931506849315,0.1,0.1111111111111111,20.972972972972972,0.6666666666666666,0.10526315789473684,0.10454545454545454,0.02214022140221402,0.2,0.007692307692307693,0.14,0.017456359102244388,0.0125,0.03488372093023256,0.01904761904761905,0.027777777777777776,0.07462686567164178,0.09210526315789473,0.14285714285714285,0.22857142857142856,0.08,0.5,0.17857142857142858,0.6666666666666666,0.7407407407407407,0.6,0.10714285714285714,0.3888888888888889,0.4375,0.7142857142857143,0.1488095238095238,0.32,0.32,1.0,0.19642857142857142,0.42424242424242425,0.42424242424242425,0.8571428571428571,0.36904761904761907,0.45161290322580644,0.45161290322580644,0.8928571428571429,0.2857142857142857,0.8333333333333334,0.6,0.38095238095238093,0.375,0.6666666666666666,0.09523809523809523,1.0,1.0,0.21621621621621623,0.75,0.24324324324324326,0.4444444444444444,0.32432432432432434,0.5,0.7440476190476191,0.45161290322580644,0.5164342424242424,0.5144264705882352,0.5182175675675676,0.1043956043956044,0.2,0.020618556701030927,0.15789473684210525,0.25,8.949315068493153,25.17473684210527,0.2421972534332085,,,,,,,,,,,,,,,,,,,,,,,,,True,
101145,1610612754,Monta Ellis,Monta Ellis,101145,IND,24969.0,416,-6,802,823,210,248,109,1625,28,44,3.0,3.0,6.0,11.0,7.0,16.0,22.0,56.0,1.0,8.0,,1.0,,1.0,8.0,18.0,,4.0,3.0,6.0,57,116,9.0,26.0,14.0,155,915,5.0,10.0,,5.0,,10.0,11.0,26,3.0,7.0,6.0,37.0,36.0,78.0,18.0,9.0,,17.0,8.0,8.0,41.0,13.0,54,10.0,3.0,25.0,12.0,4.0,121,1.0,3.0,19.0,25.0,1.0,45,4.0,49,11.0,5.0,6.0,18.0,6.0,13.0,12.0,3.0,5.0,30.0,9.0,16,,34,2.0,,27.0,2.0,1.0,,3.0,21.0,4.0,1.0,9.0,,2.0,1.0,,2.0,,3.0,1.0,37.0,209,4.0,0.3157894736842105,0.3157894736842105,0.6666666666666666,0.34615384615384615,,0.42857142857142855,0.36,0.49137931034482757,0.5,0.4230769230769231,0.4964788732394366,0.3333333333333333,0.4696969696969697,0.5133333333333333,0.3333333333333333,0.4864864864864865,0.18309859154929578,0.06896551724137931,0.09090909090909091,0.25,19.271948608137045,0.6,0.04,0.1059322033898305,0.010169491525423728,0.12837837837837837,0.011363636363636364,0.11458333333333333,0.010443864229765013,0.0125,0.010526315789473684,0.008333333333333333,,0.011627906976744186,0.06493506493506493,0.2602739726027397,0.11666666666666667,0.17857142857142858,0.3333333333333333,0.30985915492957744,0.6363636363636364,0.7,0.4642857142857143,0.11267605633802817,0.4375,0.5833333333333334,0.14285714285714285,0.39436619718309857,0.39285714285714285,0.39285714285714285,0.18181818181818182,0.056338028169014086,0.125,0.125,1.0,0.1267605633802817,0.4444444444444444,0.4444444444444444,0.625,0.2,1.0,0.3333333333333333,0.06666666666666667,,,0.26666666666666666,,,0.3333333333333333,0.5454545454545454,0.030303030303030304,,0.18181818181818182,0.5,0.49295774647887325,0.47058823529411764,0.48807000000000006,0.46138214285714285,0.49011874999999994,0.061224489795918366,0.0743801652892562,,0.06451612903225806,0.23870967741935484,10.335344827586203,26.119230769230764,0.26184538653366585,1.0,2.0,3.0,1.0,3.0,0.016129032258064516,,,,,,,,,,,,,,,,,,,True,
1626167,1610612754,Myles Turner,Myles Turner,1626167,IND,18517.0,309,1,599,608,150,133,77,1207,25,32,10.0,12.0,7.0,8.0,8.0,18.0,17.0,44.0,,1.0,,,,,2.0,10.0,1.0,2.0,1.0,3.0,50,94,2.0,11.0,38.0,144,672,11.0,16.0,1.0,2.0,3.0,28.0,12.0,22,1.0,3.0,9.0,36.0,80.0,20.0,6.0,,12.0,10.0,2.0,10.0,6.0,9.0,15,4.0,5.0,2.0,1.0,3.0,39,6.0,10.0,13.0,34.0,5.0,52,16.0,68,12.0,10.0,2.0,9.0,2.0,5.0,7.0,2.0,4.0,16.0,3.0,12,2.0,24,,3.0,34.0,,3.0,2.0,,47.0,5.0,,23.0,,13.0,,,9.0,4.0,13.0,10.0,36.0,150,1.0,0.8,0.9090909090909091,1.0,0.18181818181818182,0.5,0.3333333333333333,0.18181818181818182,0.5319148936170213,0.6875,0.5454545454545454,0.5047619047619047,0.6944444444444444,0.54,0.5714285714285714,0.7368421052631579,0.5625,0.10476190476190476,0.10638297872340426,0.15625,0.2777777777777778,20.63953488372093,0.5625,0.3125,0.19767441860465115,0.056818181818181816,0.11926605504587157,0.06315789473684211,0.16725978647686832,0.05904059040590406,0.13043478260869565,0.038461538461538464,0.02564102564102564,0.1111111111111111,0.1724137931034483,0.29508196721311475,0.11320754716981132,0.08974358974358974,0.1935483870967742,0.7692307692307693,0.3047619047619048,0.78125,0.9259259259259259,0.64,0.17142857142857143,0.4444444444444444,0.6153846153846154,0.875,0.41904761904761906,0.38636363636363635,0.38636363636363635,1.0,0.009523809523809525,,,,0.09523809523809523,0.2,0.2,1.0,0.6666666666666666,0.8333333333333334,0.2,,,,0.1111111111111111,0.5,1.0,0.32,0.875,,,0.12,0.3333333333333333,0.4095238095238095,0.2,0.4814047619047619,0.5945230769230769,0.521326,0.18699186991869918,0.20535714285714285,,0.19444444444444445,0.25,10.464893617021277,25.127272727272725,0.25041736227045075,,,3.0,,3.0,0.04411764705882353,3.0,1.0,1.0,,,,,,,,,,,,,,,,True,
201166,1610612754,Aaron Brooks,Aaron Brooks,201166,IND,24881.0,415,-66,811,814,181,222,114,1625,17,35,1.0,7.0,3.0,6.0,11.0,27.0,10.0,26.0,2.0,6.0,,,,,23.0,60.0,4.0,6.0,9.0,20.0,38,88,25.0,66.0,11.0,162,909,3.0,11.0,4.0,6.0,2.0,20.0,8.0,22,9.0,20.0,3.0,46.0,4.0,72.0,39.0,36.0,,58.0,23.0,8.0,52.0,10.0,62,10.0,,16.0,18.0,18.0,134,2.0,5.0,9.0,12.0,1.0,22,7.0,29,10.0,6.0,4.0,24.0,6.0,17.0,14.0,4.0,7.0,38.0,4.0,30,2.0,52,1.0,1.0,24.0,3.0,,3.0,4.0,15.0,,1.0,6.0,,4.0,,,3.0,1.0,4.0,1.0,46.0,181,4.0,0.05263157894736842,0.05263157894736842,0.52,0.3787878787878788,0.6666666666666666,0.45,0.390625,0.4318181818181818,0.2727272727272727,0.36363636363636365,0.4902597402597403,0.5294117647058824,0.5119047619047619,0.5031055900621118,0.5555555555555556,0.5227272727272727,0.42857142857142855,0.09090909090909091,0.17142857142857143,0.037037037037037035,20.969441517386723,0.631578947368421,0.037037037037037035,0.05357142857142857,0.016611295681063124,0.06870229007633588,0.017857142857142856,0.059154929577464786,0.01694915254237288,,0.021739130434782608,0.023622047244094488,0.037037037037037035,0.06944444444444445,0.014492753623188406,0.07228915662650602,0.0297029702970297,0.2,0.25,0.22727272727272727,0.4857142857142857,0.5862068965517241,,0.17532467532467533,0.4074074074074074,0.4230769230769231,0.09090909090909091,0.16883116883116883,0.38461538461538464,0.4,0.1,0.03896103896103896,0.3333333333333333,0.3333333333333333,1.0,0.38961038961038963,0.38333333333333336,0.3898305084745763,0.4782608695652174,0.4117647058823529,0.14285714285714285,,,,,0.35294117647058826,0.6666666666666666,0.5,0.14285714285714285,0.5,,,0.47619047619047616,0.45,0.6558441558441559,0.39655172413793105,0.48124342105263157,0.5185428571428572,0.455145,0.0375,0.06382978723404255,,0.12345679012345678,0.2839506172839506,8.517045454545455,26.986363636363635,0.22318125770653513,2.0,,1.0,,1.0,0.011764705882352941,1.0,,,1.0,2.0,1.0,1.0,6.0,0.015151515151515152,0.038461538461538464,0.016666666666666666,0.02531645569620253,,,,,,,True,
202730,1610612754,Lavoy Allen,Lavoy Allen,202730,IND,52278.0,871,-124,1714,1735,465,526,232,3449,42,72,22.0,38.0,13.0,20.0,15.0,41.0,20.0,54.0,,1.0,,,,1.0,,,,,,,77,167,,1.0,23.0,177,1951,28.0,50.0,,,9.0,65.0,23.0,42,,1.0,13.0,59.0,114.0,40.0,,,36.0,,,13.0,36.0,21.0,57,14.0,7.0,18.0,7.0,11.0,135,27.0,75.0,39.0,65.0,10.0,114,105.0,219,18.0,10.0,8.0,22.0,2.0,16.0,7.0,1.0,6.0,29.0,7.0,51,3.0,78,,4.0,25.0,,6.0,,1.0,33.0,3.0,,11.0,,23.0,1.0,1.0,14.0,8.0,24.0,14.0,59.0,464,8.0,0.7402597402597403,0.9661016949152542,,,,,,0.46107784431137727,0.56,0.5476190476190477,0.4583333333333333,0.56,0.5348837209302325,0.48360655737704916,0.5803571428571429,0.5784313725490197,0.005952380952380952,0.07784431137724551,0.1527777777777778,0.04878048780487805,10.637230306071249,0.7586206896551724,0.2,0.13829787234042554,0.12376237623762376,0.13087248322147652,0.11538461538461539,0.13541666666666666,0.12142857142857143,0.17964071856287425,0.1099476439790576,0.0967741935483871,0.07936507936507936,0.1393939393939394,0.1506849315068493,0.12578616352201258,0.125,0.15151515151515152,0.5833333333333334,0.42857142857142855,0.5833333333333334,0.6885245901639344,0.5238095238095238,0.24404761904761904,0.36585365853658536,0.38461538461538464,1.0,0.32142857142857145,0.37037037037037035,0.37037037037037035,1.0,0.005952380952380952,,,,,,,,0.76,0.5789473684210527,0.13636363636363635,,,,,,,0.46511627906976744,0.65,0.023255813953488372,,,,0.43452380952380953,,0.46426577380952383,0.5122761904761904,0.45418023255813955,0.0625,0.06285714285714286,,0.3672316384180791,0.3333333333333333,8.779041916167664,24.8,0.27129521586931155,,,7.0,,7.0,0.1286549707602339,2.0,,1.0,,8.0,,,9.0,,,,0.1038961038961039,3.0,1.0,1.0,0.06976744186046512,,,True,
201952,1610612754,Jeff Teague,Jeff Teague,201952,IND,20507.0,342,-5,673,692,199,205,83,1365,20,47,,1.0,10.0,18.0,16.0,42.0,3.0,8.0,3.0,6.0,,,,,14.0,36.0,2.0,5.0,2.0,6.0,39,97,17.0,42.0,48.0,177,758,2.0,4.0,2.0,5.0,2.0,12.0,17.0,32,2.0,6.0,23.0,63.0,8.0,70.0,36.0,15.0,2.0,36.0,14.0,19.0,58.0,14.0,72,11.0,3.0,17.0,10.0,31.0,158,,3.0,11.0,17.0,,28,3.0,31,15.0,5.0,10.0,19.0,4.0,12.0,6.0,1.0,7.0,25.0,7.0,12,1.0,22,1.0,,38.0,1.0,,3.0,2.0,53.0,1.0,,15.0,4.0,6.0,,,4.0,1.0,6.0,1.0,63.0,198,3.0,0.10256410256410256,0.10526315789473684,0.7058823529411765,0.40476190476190477,0.4,0.3333333333333333,0.40476190476190477,0.4020618556701031,0.5,0.53125,0.46402877697841727,0.5555555555555556,0.5263157894736842,0.5429447852760736,0.6,0.63,0.302158273381295,0.1958762886597938,0.2553191489361702,0.16666666666666666,24.28940568475452,0.76,,0.09392265193370165,0.013761467889908258,0.08870967741935484,,0.09180327868852459,0.009375,,0.04477611940298507,,,0.06779661016949153,0.05084745762711865,0.15873015873015872,0.09574468085106383,0.06666666666666667,0.16666666666666666,0.3381294964028777,0.425531914893617,0.5714285714285714,0.1,0.302158273381295,0.38095238095238093,0.45714285714285713,,0.05755395683453238,0.375,0.375,0.6666666666666666,0.04316546762589928,0.5,0.5,1.0,0.2589928057553957,0.3888888888888889,0.3888888888888889,0.6428571428571429,0.1111111111111111,,,,,,0.5555555555555556,0.4,1.0,0.47368421052631576,0.5555555555555556,,,0.15789473684210525,0.3333333333333333,0.6402877697841727,0.3888888888888889,0.47493804347826085,0.48242,0.47937702702702695,0.12101910828025478,0.13513513513513514,0.08695652173913043,0.06779661016949153,0.3559322033898305,5.705154639175258,25.802380952380958,0.29569093610698366,,,6.0,,5.0,,,1.0,,,2.0,,,1.0,,,,0.03278688524590164,,1.0,,,,,True,
1626176,1610612754,Rakeem Christmas,Rakeem Christmas,1626176,IND,5015.0,84,-18,173,171,65,64,28,344,6,12,2.0,5.0,1.0,5.0,1.0,2.0,,,,,,,,,,,,,,,7,14,,,7.0,21,204,2.0,5.0,,,3.0,7.0,1.0,5,,,3.0,5.0,14.0,,,,,,,2.0,1.0,,1,,,1.0,,,2,2.0,8.0,3.0,6.0,1.0,10,10.0,20,,,,1.0,,,3.0,,1.0,4.0,,8,2.0,15,,2.0,13.0,,3.0,1.0,1.0,10.0,,,4.0,,1.0,,,1.0,,1.0,1.0,5.0,65,1.0,1.0,1.0,,,,,,0.5,0.4,0.2,0.5,0.4,0.2,0.5526315789473685,0.4375,0.3125,,0.14285714285714285,0.16666666666666666,,10.90047393364929,0.25,0.2,0.15,0.14035087719298245,0.09375,0.09523809523809523,0.125,0.1282051282051282,0.05555555555555555,0.1,0.2631578947368421,0.14285714285714285,0.05555555555555555,0.14285714285714285,0.375,0.07692307692307693,0.16666666666666666,1.0,0.8571428571428571,0.5,0.6,1.0,0.14285714285714285,0.5,0.5,1.0,,,,,,,,,,,,,1.0,0.4,1.0,,,,,,,1.0,0.2,,,,,0.8571428571428571,,0.52995,0.623175,0.5840799999999999,0.2222222222222222,0.2222222222222222,,0.3333333333333333,0.23809523809523808,3.0071428571428567,,0.37572254335260113,,,1.0,,1.0,0.07142857142857142,2.0,,,,,,,,,,,,,,,,,,True,
201152,1610612754,Thaddeus Young,Thaddeus Young,201152,IND,1649.0,27,-13,52,66,23,34,8,118,2,5,2.0,3.0,2.0,2.0,,,1.0,1.0,,1.0,,,,,,1.0,,,,,3,6,,2.0,,6,64,2.0,3.0,,,,4.0,3.0,3,,,,6.0,2.0,4.0,,,4.0,1.0,,1.0,,1.0,1,1.0,,,,,3,2.0,2.0,4.0,2.0,,6,4.0,10,2.0,1.0,1.0,1.0,,1.0,,,,1.0,,1,,3,,,1.0,,,,,,,,,,,,,,,,,6.0,22,1.0,0.3333333333333333,1.0,,,,,,0.5,0.6666666666666666,1.0,0.375,0.6666666666666666,1.0,0.375,0.6666666666666666,1.0,0.25,0.16666666666666666,0.2,,14.754098360655737,1.0,,0.14285714285714285,0.1,0.2857142857142857,0.18181818181818182,0.21428571428571427,0.12903225806451613,0.125,0.2,,,0.25,0.5,,0.36363636363636365,,,0.625,0.4,0.5,,,,,,0.125,1.0,1.0,1.0,0.125,,,,0.125,,,,1.0,0.6666666666666666,,,,,,,,0.6666666666666666,1.0,,,,,0.875,,0.46929375,0.41585,0.4078333333333333,,,,0.6666666666666666,1.0,5.3999999999999995,25.450000000000003,0.4423076923076923,,,,,,0.25,,,,,,,,,,,,,,,,,,,True,
201155,1610612754,Rodney Stuckey,Rodney Stuckey,201155,IND,13638.0,227,-70,454,451,105,155,71,905,8,19,,,2.0,2.0,11.0,25.0,10.0,33.0,2.0,6.0,1.0,1.0,1.0,1.0,5.0,16.0,,4.0,,2.0,29,77,7.0,22.0,34.0,113,511,1.0,9.0,1.0,5.0,2.0,7.0,6.0,20,1.0,3.0,9.0,24.0,10.0,48.0,12.0,9.0,,15.0,5.0,6.0,20.0,5.0,25,3.0,2.0,8.0,10.0,2.0,55,,2.0,13.0,13.0,,26,2.0,28,9.0,7.0,2.0,15.0,2.0,6.0,10.0,2.0,9.0,25.0,5.0,8,,17,4.0,,35.0,1.0,,1.0,3.0,47.0,4.0,,23.0,1.0,,,,,,,,24.0,105,2.0,0.1724137931034483,0.1724137931034483,0.5714285714285714,0.3181818181818182,0.2,0.3333333333333333,0.3333333333333333,0.37662337662337664,0.1111111111111111,0.3,0.398989898989899,0.17857142857142858,0.32608695652173914,0.4708333333333333,0.23333333333333334,0.42857142857142855,0.2222222222222222,0.07792207792207792,0.10526315789473684,0.16,27.001862197392924,0.6,,0.10483870967741936,0.011235955056179775,0.15853658536585366,,0.1262135922330097,0.009009009009009009,0.0196078431372549,,0.013888888888888888,,0.09803921568627451,0.09375,0.12195121951219512,0.15873015873015872,0.15789473684210525,,0.1919191919191919,0.42105263157894735,0.47058823529411764,0.25,0.25252525252525254,0.44,0.5238095238095238,0.18181818181818182,0.3333333333333333,0.30303030303030304,0.30303030303030304,0.1,0.06060606060606061,0.3333333333333333,0.4,1.0,0.16161616161616163,0.3125,0.3125,0.4,,,,0.07142857142857142,1.0,1.0,0.2857142857142857,,,0.08695652173913043,1.0,0.043478260869565216,1.0,0.08695652173913043,,0.41414141414141414,0.3333333333333333,0.4608908163265307,0.41204230769230765,0.40757954545454544,0.2033898305084746,0.23958333333333334,0.045454545454545456,0.061946902654867256,0.21238938053097345,10.88181818181818,27.545454545454547,0.23127753303964757,1.0,,2.0,,2.0,,2.0,,,1.0,,,,3.0,0.045454545454545456,,,,,,,,1.0,0.16666666666666666,True,
202331,1610612754,Paul George,Paul George,202331,IND,22655.0,378,35,745,756,238,235,106,1501,19,24,5.0,6.0,5.0,8.0,7.0,17.0,35.0,72.0,3.0,16.0,2.0,6.0,1.0,4.0,19.0,60.0,3.0,7.0,8.0,19.0,61,113,22.0,76.0,64.0,252,818,10.0,16.0,5.0,13.0,8.0,43.0,16.0,34,9.0,23.0,39.0,98.0,50.0,72.0,51.0,15.0,2.0,60.0,19.0,5.0,28.0,14.0,42,10.0,4.0,19.0,3.0,6.0,98,10.0,1.0,27.0,29.0,3.0,59,11.0,70,18.0,13.0,5.0,25.0,5.0,15.0,15.0,1.0,10.0,40.0,14.0,12,1.0,34,3.0,3.0,48.0,1.0,2.0,1.0,3.0,70.0,1.0,7.0,16.0,2.0,3.0,1.0,1.0,3.0,,4.0,1.0,96.0,237,3.0,0.4098360655737705,0.4166666666666667,0.7727272727272727,0.2894736842105263,0.38461538461538464,0.391304347826087,0.2894736842105263,0.5398230088495575,0.625,0.47058823529411764,0.4973544973544973,0.603448275862069,0.5175438596491229,0.5616438356164384,0.6515151515151515,0.625,0.4021164021164021,0.04424778761061947,0.125,0.11764705882352941,29.942196531791907,0.625,0.13043478260869565,0.14009661835748793,0.00423728813559322,0.2,0.08196721311475409,0.16374269005847952,0.030726256983240222,,0.014084507042253521,,0.12121212121212122,0.125,0.12307692307692308,0.17142857142857143,0.20192307692307693,0.1935483870967742,0.25,0.12698412698412698,0.7916666666666666,0.9047619047619048,0.47368421052631576,0.08994708994708994,0.4117647058823529,0.4666666666666667,0.42857142857142855,0.38095238095238093,0.4861111111111111,0.4861111111111111,0.37142857142857144,0.08465608465608465,0.1875,0.1875,0.3333333333333333,0.31746031746031744,0.31666666666666665,0.31666666666666665,0.8421052631578947,0.20689655172413793,0.8333333333333334,0.6,0.20689655172413793,0.3333333333333333,0.5,0.2413793103448276,0.42857142857142855,1.0,0.14035087719298245,0.625,0.07017543859649122,0.25,0.3333333333333333,0.42105263157894735,0.5291005291005291,0.31666666666666665,0.47865240641711243,0.4684083333333333,0.4775535714285714,0.08780487804878048,0.125,0.025974025974025976,0.17063492063492064,0.3888888888888889,12.853097345132744,25.60657894736842,0.3194630872483222,,,14.0,,12.0,0.06741573033707865,2.0,,,,3.0,,2.0,6.0,,,,0.030927835051546393,,,,,1.0,,True,
