EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,SecondChanceAtRimPctAssisted,Clear Path Fouls,BlockedCorner3,on,Corner3PctBlocked
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,103972.0,1733,561,3437,3423,1009,741,364,6860,34,58,1.0,3.0,16.0,28.0,58.0,112.0,130.0,263.0,16.0,31.0,4.0,4.0,6.0,10.0,92.0,234.0,10.0,18.0,26.0,76.0,222,433,108.0,265.0,209.0,977,3547,9.0,15.0,14.0,22.0,13.0,73.0,71.0,146,32.0,86.0,162.0,400.0,54,390.0,126.0,198.0,4.0,1.0,1.0,232.0,91.0,11.0,1.0,364.0,141.0,505.0,98.0,43.0,225.0,20.0,119.0,1151.0,15.0,21.0,92,149.0,2.0,243,36.0,279,13.0,104.0,56.0,48.0,74.0,36.0,55.0,61.0,9.0,19.0,2.0,4.0,135.0,8.0,31.0,39.0,2.0,129.0,1.0,8.0,6.0,200.0,1.0,4.0,8.0,16.0,232.0,5.0,1.0,21.0,27.0,7.0,72.0,8.0,6.0,2.0,8.0,4.0,1.0,384.0,995,24.0,61.0,0.12162162162162163,0.12272727272727273,0.3888888888888889,0.4075471698113208,0.6363636363636364,0.37209302325581395,0.4053030303030303,0.5127020785219399,0.6,0.4863013698630137,0.5501432664756447,0.8108108108108109,0.5129310344827587,0.599624060150376,0.8111111111111111,0.6210191082802548,0.37965616045845274,0.0037735849056603774,0.025404157043879907,0.08620689655172414,0.026785714285714284,0.011406844106463879,0.004273504273504274,24.207792207792206,0.5481481481481482,0.02247191011235955,0.13399280575539568,0.02258064516129032,0.15889464594127806,0.02912621359223301,0.14251921939680662,0.02491349480968858,0.020338983050847456,0.025,0.022988505747126436,0.034653465346534656,0.009009009009009009,0.12063492063492064,0.09550561797752809,0.1746031746031746,0.15011547344110854,0.18493150684931506,0.03724928366762178,0.5,0.0830945558739255,0.5862068965517241,0.6415094339622641,0.17647058823529413,0.16045845272206305,0.5178571428571429,0.5321100917431193,0.06896551724137931,0.37679083094555876,0.49429657794676807,0.5,0.13076923076923078,0.044412607449856735,0.5161290322580645,0.5161290322580645,0.5625,0.335243553008596,0.39316239316239315,0.3948497854077253,0.358695652173913,0.08108108108108109,0.3333333333333333,0.10810810810810811,1.0,0.5,0.4864864864864865,0.5555555555555556,0.7,0.1206896551724138,0.5714285714285714,0.04310344827586207,0.6,0.3275862068965517,0.34210526315789475,0.46275071633237824,0.3922413793103448,0.4671851506456242,0.47964772727272725,0.4608965367965368,0.046831955922865015,0.05934065934065934,0.025830258302583026,0.07471852610030706,0.4094165813715456,13.430023094688222,25.473584905660374,0.293569973814373,,,,,,,,,,,,True,
101109,1610612746,Raymond Felton,Raymond Felton,101109,LAC,38382.0,640,-7,1272,1293,363,392,142,2565,41,67,3.0,6.0,12.0,18.0,11.0,30.0,28.0,68.0,6.0,12.0,,,1.0,2.0,15.0,51.0,,2.0,3.0,13.0,80,165,21.0,63.0,20.0,243,1444,6.0,12.0,,2.0,2.0,14.0,20.0,41,4.0,15.0,7.0,59.0,44,116.0,39.0,24.0,2.0,,2.0,49.0,15.0,6.0,,53.0,24.0,77.0,18.0,6.0,32.0,8.0,13.0,178.0,2.0,10.0,27,33.0,3.0,63,15.0,78,5.0,29.0,20.0,9.0,25.0,3.0,20.0,7.0,2.0,5.0,,,32.0,1.0,6.0,23.0,,45.0,1.0,1.0,,23.0,,1.0,3.0,,23.0,1.0,,,9.0,,3.0,3.0,2.0,1.0,4.0,3.0,,57.0,360,4.0,1.0,0.275,0.27848101265822783,0.6190476190476191,0.3333333333333333,,0.26666666666666666,0.3442622950819672,0.48484848484848486,0.5,0.4878048780487805,0.48903508771929827,0.42857142857142855,0.4642857142857143,0.5083682008368201,0.4666666666666667,0.49166666666666664,0.27631578947368424,,0.03636363636363636,0.04477611940298507,0.06666666666666667,0.014705882352941176,,18.76731301939058,0.78125,0.075,0.0873015873015873,0.02631578947368421,0.11065573770491803,0.010256410256410256,0.09646302250803858,0.020869565217391306,0.028985507246376812,0.011764705882352941,0.03184713375796178,0.0125,,0.05737704918032787,0.10185185185185185,0.10135135135135136,0.10880829015544041,0.11764705882352941,0.0423728813559322,0.75,0.29385964912280704,0.6119402985074627,0.640625,0.2926829268292683,0.13157894736842105,0.36666666666666664,0.39285714285714285,0.36363636363636365,0.2982456140350877,0.4117647058823529,0.417910447761194,0.21428571428571427,0.05263157894736842,0.5,0.5,1.0,0.2236842105263158,0.29411764705882354,0.29411764705882354,0.4666666666666667,0.42857142857142855,0.5,,,,0.14285714285714285,,,0.32142857142857145,0.6666666666666666,0.03571428571428571,0.5,0.23214285714285715,0.23076923076923078,0.5701754385964912,0.30612244897959184,0.4792144444444445,0.4901818181818181,0.4544690909090909,0.038135593220338986,0.05202312138728324,,0.05761316872427984,0.24279835390946503,10.230909090909089,26.29047619047619,0.28537735849056606,3.0,1.0,1.0,0.05660377358490566,,,,,,,,True,
101138,1610612746,Brandon Bass,Brandon Bass,101138,LAC,5742.0,96,-50,188,197,86,56,25,385,9,15,2.0,3.0,3.0,5.0,3.0,7.0,4.0,9.0,,,,,,,,,,,,,16,31,,,8.0,40,224,2.0,5.0,,,2.0,6.0,7.0,12,,,2.0,16.0,22,10.0,,,4.0,,,,,6.0,,3.0,,3.0,,,2.0,1.0,,6.0,2.0,4.0,5,5.0,3.0,13,6.0,19,,2.0,1.0,1.0,3.0,1.0,1.0,3.0,,2.0,,1.0,6.0,2.0,3.0,4.0,,8.0,,,,8.0,,,,1.0,9.0,1.0,,,5.0,,,,,,,,,16.0,86,3.0,,0.6875,0.7857142857142857,,,,,,0.5161290322580645,0.4,0.5833333333333334,0.5161290322580645,0.4,0.5833333333333334,0.5714285714285714,0.5,0.6153846153846154,,,0.1935483870967742,0.26666666666666666,0.14285714285714285,0.1111111111111111,,18.72146118721461,0.5,0.3333333333333333,0.08333333333333333,0.06779661016949153,0.1724137931034483,0.06666666666666667,0.11235955056179775,0.06741573033707865,0.10526315789473684,,0.06896551724137931,0.04,0.2,,0.041666666666666664,0.14814814814814814,0.20833333333333334,,,,0.4838709677419355,0.6,0.8181818181818182,0.4444444444444444,0.22580645161290322,0.42857142857142855,0.5,1.0,0.2903225806451613,0.4444444444444444,0.5,1.0,,,,,,,,,0.6,0.6666666666666666,,,,,,,0.4166666666666667,0.6,,,,,0.4838709677419355,,0.5087967741935483,0.5895,0.49644166666666667,0.14285714285714285,0.14285714285714285,,0.15,0.4,7.870967741935484,,0.4574468085106383,,,,,,,,,,,,True,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,154235.0,2571,456,5114,5123,1483,1188,549,10237,396,531,109.0,182.0,112.0,142.0,16.0,44.0,,,,,,,,,,2.0,,1.0,,1.0,412,575,,2.0,205.0,1029,5496,112.0,191.0,,1.0,42.0,266.0,114.0,149,,1.0,124.0,352.0,596,228.0,,,186.0,,,2.0,,22.0,,54.0,42.0,96.0,30.0,12.0,16.0,5.0,33.0,234.0,93.0,201.0,280,472.0,64.0,816,298.0,1114,33.0,51.0,36.0,15.0,45.0,12.0,29.0,69.0,8.0,16.0,,1.0,114.0,14.0,30.0,97.0,2.0,212.0,2.0,32.0,29.0,336.0,,46.0,5.0,6.0,425.0,34.0,,,138.0,1.0,90.0,132.0,96.0,34.0,134.0,69.0,7.0,352.0,1467,20.0,36.0,0.7233009708737864,0.9341692789968652,,,,,,0.7165217391304348,0.5863874345549738,0.7651006711409396,0.7140381282495667,0.5833333333333334,0.76,0.6664507772020726,0.5564853556485355,0.6518518518518519,0.0034662045060658577,,0.03826086956521739,0.03389830508474576,0.09090909090909091,,,15.430163706025775,0.39473684210526316,0.48120300751879697,0.29555416405760804,0.14065780265920225,0.3111111111111111,0.11984536082474227,0.3011613936724069,0.13333333333333333,0.18029350104821804,0.12302839116719243,0.11968503937007874,0.1262135922330097,0.0949367088607595,0.22851153039832284,0.3487903225806452,0.30448717948717946,0.31213872832369943,0.3076923076923077,0.2357142857142857,0.5149253731343284,0.9202772963604853,0.7457627118644068,0.7719298245614035,0.7323232323232324,0.07625649913344887,0.36363636363636365,0.4,0.5,,,,,,,,,0.0034662045060658577,,,,0.9479166666666666,0.5989010989010989,,,,0.005208333333333333,,,0.9466666666666667,0.7887323943661971,,,0.006666666666666667,,0.9237435008665511,,0.6953681975736568,0.6355098726114651,0.7182173333333334,0.20381231671554254,0.203240058910162,0.3333333333333333,0.2585034013605442,0.34207968901846453,1.256521739130435,24.85,0.2899882675009777,4.0,2.0,2.0,0.018867924528301886,2.0,10.0,4.0,8.0,0.09174311926605505,,,True,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,53454.0,891,75,1810,1783,751,578,198,3593,19,36,4.0,5.0,10.0,19.0,35.0,72.0,52.0,134.0,13.0,32.0,,3.0,6.0,12.0,27.0,87.0,1.0,7.0,7.0,31.0,106,242,40.0,119.0,57.0,389,1997,10.0,17.0,1.0,10.0,5.0,28.0,35.0,78,13.0,43.0,26.0,135.0,42,170.0,93.0,27.0,4.0,,1.0,86.0,27.0,8.0,,67.0,19.0,86.0,13.0,6.0,54.0,3.0,10.0,191.0,4.0,5.0,15,19.0,4.0,38,9.0,47,5.0,21.0,14.0,7.0,34.0,7.0,23.0,16.0,3.0,11.0,2.0,,50.0,3.0,20.0,20.0,1.0,50.0,1.0,3.0,3.0,57.0,,,4.0,4.0,66.0,9.0,,6.0,22.0,1.0,11.0,6.0,4.0,2.0,7.0,3.0,,135.0,743,6.0,11.0,0.19811320754716982,0.20192307692307693,0.775,0.33613445378151263,0.1,0.3023255813953488,0.3389830508474576,0.4380165289256198,0.5882352941176471,0.44871794871794873,0.4598337950138504,0.42592592592592593,0.45041322314049587,0.5,0.4827586206896552,0.5,0.3296398891966759,,0.03305785123966942,0.08333333333333333,0.05555555555555555,0.007462686567164179,,21.47783251231527,0.68,0.05970149253731343,0.03917525773195876,0.010330578512396695,0.046153846153846156,0.014492753623188406,0.04197530864197531,0.011842105263157895,0.006944444444444444,0.024193548387096774,0.004629629629629629,0.017777777777777778,,0.06293706293706294,0.012422360248447204,0.04419889502762431,0.0421455938697318,0.0625,0.025252525252525252,0.42857142857142855,0.0997229916897507,0.5277777777777778,0.5757575757575758,0.3157894736842105,0.1994459833795014,0.4861111111111111,0.5147058823529411,0.17142857142857143,0.37119113573407203,0.3880597014925373,0.39097744360902253,0.17307692307692307,0.0886426592797784,0.40625,0.40625,0.9230769230769231,0.2409972299168975,0.3103448275862069,0.3103448275862069,0.7037037037037037,0.18518518518518517,0.8,0.1111111111111111,,,0.25925925925925924,0.14285714285714285,1.0,0.15702479338842976,0.5263157894736842,0.09917355371900827,0.5,0.256198347107438,0.22580645161290322,0.4293628808864266,0.313953488372093,0.4497816901408452,0.49465625,0.4554415254237287,0.06133333333333333,0.08627450980392157,0.008333333333333333,0.07197943444730077,0.34704370179948585,13.161157024793386,25.784873949579833,0.4149171270718232,,1.0,1.0,,,,,,0.25,,,True,
1718,1610612746,Paul Pierce,Paul Pierce,1718,LAC,7292.0,122,12,251,244,58,48,25,495,1,3,,,,1.0,,4.0,2.0,5.0,,2.0,,,,,5.0,15.0,2.0,3.0,,2.0,3,12,5.0,17.0,6.0,27,254,,,2.0,3.0,,6.0,,2,,2.0,4.0,4.0,2,4.0,15.0,,,,,15.0,5.0,2.0,,,1.0,1.0,,1.0,,,,3.0,,,9,6.0,1.0,16,,16,,4.0,1.0,3.0,4.0,1.0,3.0,3.0,,1.0,,2.0,7.0,,3.0,11.0,,17.0,,1.0,,9.0,1.0,1.0,1.0,,8.0,,,,3.0,,1.0,1.0,,1.0,1.0,1.0,,4.0,58,3.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.29411764705882354,0.6666666666666666,,0.29411764705882354,0.25,,,0.3620689655172414,1.0,,0.4090909090909091,1.0,0.3333333333333333,0.5862068965517241,,0.16666666666666666,0.6666666666666666,,,,14.285714285714286,0.5714285714285714,0.09090909090909091,0.09090909090909091,,0.14516129032258066,,0.1171875,,,,,,,0.13636363636363635,0.08695652173913043,0.047619047619047616,0.1702127659574468,0.06666666666666667,,1.0,0.10344827586206896,0.3333333333333333,1.0,,0.13793103448275862,,,,0.1724137931034483,0.4,0.4,0.5,0.06896551724137931,,,,0.5172413793103449,0.3333333333333333,0.3333333333333333,1.0,,,,,,1.0,0.6666666666666666,1.0,0.25,,,,0.5,,0.6896551724137931,0.3333333333333333,0.5186120689655173,0.61155,0.5197375,0.09375,0.2,,0.2222222222222222,0.14814814814814814,11.674999999999999,24.794117647058822,0.23107569721115537,,,,,,,,,,1.0,,True,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,119430.0,1990,479,3967,3938,1088,859,428,7905,40,68,2.0,3.0,9.0,12.0,24.0,52.0,120.0,276.0,31.0,64.0,3.0,7.0,11.0,25.0,159.0,378.0,18.0,35.0,37.0,98.0,184,396,190.0,442.0,159.0,1097,4205,13.0,29.0,21.0,42.0,4.0,93.0,32.0,64,48.0,123.0,63.0,271.0,304,64.0,543.0,27.0,2.0,,,378.0,159.0,15.0,3.0,71.0,25.0,96.0,18.0,7.0,55.0,4.0,12.0,217.0,4.0,5.0,56,78.0,4.0,138,9.0,147,2.0,50.0,33.0,17.0,48.0,16.0,27.0,44.0,9.0,21.0,5.0,4.0,92.0,6.0,23.0,62.0,2.0,116.0,3.0,3.0,5.0,150.0,6.0,,17.0,5.0,179.0,7.0,7.0,22.0,42.0,18.0,21.0,11.0,7.0,3.0,11.0,4.0,,264.0,1072,7.0,12.0,0.8260869565217391,0.8306010928961749,0.9526315789473684,0.4298642533936652,0.5,0.3902439024390244,0.4298642533936652,0.46464646464646464,0.4482758620689655,0.5,0.5596658711217184,0.6267605633802817,0.5561497326203209,0.5950276243093923,0.6458333333333334,0.6050228310502284,0.5274463007159904,0.006787330316742082,0.03787878787878788,0.08823529411764706,0.11538461538461539,0.010869565217391304,0.007936507936507936,22.334455667789,0.5217391304347826,0.044444444444444446,0.060842433697347896,0.004492362982929021,0.0830860534124629,0.00667779632721202,0.06850715746421268,0.005257009345794392,0.00819672131147541,0.008264462809917356,,0.008368200836820083,,0.056555269922879174,0.04935064935064935,0.07283464566929133,0.07782101167315175,0.1,0.004484304932735426,0.36363636363636365,0.081145584725537,0.5882352941176471,0.6451612903225806,0.775,0.06205250596658711,0.46153846153846156,0.5217391304347826,0.75,0.32935560859188545,0.43478260869565216,0.43956043956043955,0.8583333333333333,0.07637231503579953,0.484375,0.484375,0.967741935483871,0.4510739856801909,0.42063492063492064,0.424,0.949685534591195,0.04225352112676056,0.6666666666666666,0.09859154929577464,0.42857142857142855,1.0,0.49295774647887325,0.5142857142857142,0.9444444444444444,0.06417112299465241,0.75,0.13368983957219252,0.44,0.5240641711229946,0.37755102040816324,0.6085918854415274,0.42063492063492064,0.4962365662650602,0.4693750000000001,0.49664243243243245,0.06787330316742081,0.09744779582366589,0.039735099337748346,0.08477666362807658,0.24703737465815861,14.891161616161618,25.31289592760181,0.27426266700277285,,,,,1.0,,,,0.5,,,True,
201578,1610612746,Marreese Speights,Marreese Speights,201578,LAC,5206.0,87,7,171,172,56,71,16,343,3,6,,1.0,,2.0,2.0,5.0,,5.0,1.0,1.0,,,1.0,1.0,10.0,23.0,,,4.0,8.0,5,16,11.0,24.0,7.0,50,205,,1.0,,,2.0,2.0,2.0,7,5.0,9.0,2.0,21.0,8,2.0,33.0,,,,,23.0,10.0,2.0,,3.0,2.0,5.0,2.0,,2.0,,1.0,12.0,,1.0,4,10.0,,14,1.0,15,,1.0,1.0,,3.0,2.0,1.0,4.0,1.0,2.0,,1.0,7.0,2.0,1.0,9.0,3.0,12.0,,1.0,,9.0,1.0,1.0,,,7.0,1.0,,,3.0,,1.0,2.0,1.0,1.0,2.0,,,21.0,56,,,0.8,0.8,1.0,0.4583333333333333,,0.5555555555555556,0.4583333333333333,0.3125,,0.2857142857142857,0.5375,,0.59375,0.5813953488372093,0.5,0.6176470588235294,0.6,,0.125,0.16666666666666666,0.2,,,26.315789473684212,0.42857142857142855,,0.20408163265306123,0.023255813953488372,0.14814814814814814,,0.18421052631578946,0.013157894736842105,,,0.045454545454545456,,,0.23529411764705882,0.09090909090909091,0.23809523809523808,0.15789473684210525,0.125,,,0.15,0.5,0.6,1.0,0.125,0.4,0.5,0.5,0.125,,,,0.025,1.0,1.0,1.0,0.575,0.43478260869565216,0.43478260869565216,1.0,1.0,,,,,,,,0.125,,0.0625,1.0,0.5,0.5,0.75,0.43478260869565216,0.5001737499999999,0.598,0.47604375000000004,0.07142857142857142,0.16666666666666666,,0.04,0.42,8.924999999999999,25.57083333333333,0.32748538011695905,,,,,,,,,,,,True,
201601,1610612746,Luc Mbah a Moute,Luc Mbah a Moute,201601,LAC,98895.0,1648,324,3245,3288,701,587,322,6533,101,168,8.0,18.0,16.0,28.0,2.0,9.0,35.0,74.0,34.0,80.0,1.0,4.0,7.0,12.0,6.0,20.0,,,2.0,3.0,138,251,40.0,100.0,58.0,454,3439,12.0,23.0,1.0,4.0,6.0,33.0,24.0,45,9.0,15.0,11.0,86.0,222,54.0,117.0,3.0,10.0,,,20.0,6.0,31.0,,27.0,10.0,37.0,10.0,,24.0,,3.0,84.0,13.0,28.0,33,76.0,2.0,111,41.0,152,8.0,79.0,48.0,31.0,22.0,4.0,15.0,23.0,10.0,7.0,3.0,3.0,45.0,7.0,14.0,60.0,1.0,109.0,2.0,5.0,1.0,79.0,2.0,4.0,5.0,4.0,85.0,15.0,,,47.0,,3.0,31.0,15.0,9.0,34.0,16.0,3.0,86.0,694,9.0,1.0,0.8043478260869565,0.8345864661654135,0.975,0.4,0.25,0.6,0.4,0.549800796812749,0.5217391304347826,0.5333333333333333,0.5641025641025641,0.5,0.625,0.5880829015544041,0.55,0.6417910447761194,0.2849002849002849,,0.12350597609561753,0.17261904761904762,0.2222222222222222,,,11.902789284727975,0.4888888888888889,0.03278688524590164,0.06909090909090909,0.030501089324618737,0.0582010582010582,0.027777777777777776,0.0653869226154769,0.02958152958152958,0.04294478527607362,0.021505376344086023,0.024630541871921183,0.029649595687331536,0.020618556701030927,0.08656716417910448,0.0626865671641791,0.06046511627906977,0.06178489702517163,0.046153846153846156,0.05673758865248227,0.47058823529411764,0.47863247863247865,0.6011904761904762,0.7266187050359713,0.7524752475247525,0.02564102564102564,0.2222222222222222,0.2857142857142857,1.0,0.21082621082621084,0.47297297297297297,0.47297297297297297,0.9428571428571428,0.22792022792022792,0.425,0.425,1.0,0.05698005698005698,0.3,0.3,0.8333333333333334,0.6666666666666666,0.4444444444444444,0.14814814814814814,0.25,1.0,,,,0.4666666666666667,0.5714285714285714,0.2,0.5833333333333334,0.05,0.6666666666666666,0.7635327635327636,0.3,0.5604152046783626,0.500795,0.5538025423728814,0.1227154046997389,0.16607773851590105,,0.07268722466960352,0.1894273127753304,6.83585657370518,24.139,0.21602465331278892,,3.0,1.0,,7.0,,,,0.25,,2.0,True,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,106212.0,1770,468,3513,3508,1060,769,376,7021,220,339,34.0,54.0,70.0,91.0,49.0,139.0,111.0,262.0,11.0,26.0,,1.0,4.0,6.0,22.0,69.0,,2.0,5.0,16.0,380,740,33.0,95.0,276.0,1135,3736,43.0,76.0,,3.0,30.0,116.0,102.0,180,9.0,22.0,115.0,346.0,394,366.0,96.0,3.0,42.0,,,69.0,22.0,33.0,,154.0,104.0,258.0,68.0,36.0,98.0,12.0,44.0,620.0,21.0,56.0,83,194.0,36.0,313,83.0,396,31.0,47.0,26.0,21.0,80.0,17.0,55.0,47.0,8.0,25.0,2.0,3.0,127.0,10.0,34.0,57.0,6.0,127.0,2.0,12.0,7.0,308.0,7.0,15.0,7.0,12.0,367.0,34.0,,,163.0,,38.0,17.0,13.0,4.0,17.0,10.0,4.0,346.0,1048,15.0,29.0,0.5184210526315789,0.5487465181058496,0.9696969696969697,0.3473684210526316,,0.4090909090909091,0.3473684210526316,0.5135135135135135,0.5657894736842105,0.5666666666666667,0.51437125748503,0.5443037974683544,0.5717821782178217,0.5663672654690619,0.5918367346938775,0.6313868613138686,0.11377245508982035,,0.0445945945945946,0.06489675516224189,0.07913669064748201,,,28.582297742835404,0.6299212598425197,0.41379310344827586,0.17399103139013453,0.058394160583941604,0.13628899835796388,0.042682926829268296,0.16067285382830626,0.05306685044796692,0.08306709265175719,0.0821917808219178,0.02810304449648712,0.0390625,0.05555555555555555,0.12615384615384614,0.1534090909090909,0.22602739726027396,0.14967462039045554,0.0945945945945946,0.08072916666666667,0.5882352941176471,0.4059880239520958,0.6489675516224189,0.694006309148265,0.5181818181818182,0.1664670658682635,0.35251798561151076,0.3828125,0.16326530612244897,0.3137724550898204,0.42366412213740456,0.42366412213740456,0.6756756756756757,0.031137724550898204,0.4230769230769231,0.4230769230769231,1.0,0.08263473053892216,0.3188405797101449,0.3188405797101449,0.9545454545454546,0.6835443037974683,0.6296296296296297,0.012658227848101266,,,0.02531645569620253,,,0.4504950495049505,0.7692307692307693,0.0297029702970297,0.6666666666666666,0.07920792079207921,0.3125,0.5197604790419161,0.3188405797101449,0.4970258393285372,0.5331773437500001,0.5115438118811882,0.1690871369294606,0.18757192174913695,,0.10220264317180616,0.3048458149779736,8.721081081081081,25.1378947368421,0.30173640762880727,6.0,,,0.03821656050955414,,1.0,,1.0,0.17647058823529413,,,True,
