EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,DefTwoPtRebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Steals,BadPassSteals,LostBallSteals,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2A,Fg2aBlocked,OffThreePtRebounds,FTDefRebounds,OffRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,OffTwoPtRebounds,SelfOReb,Blocked2s,BlockedShortMidRange,Blocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,PtsPutbacks,LongMidRangeAssists,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,BadPassOutOfBoundsTurnovers,ShortMidRangeAssists,on,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,Corner3Assists,FTOffRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked3s,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,LiveBallTurnoverPct,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,PtsUnassisted3s,Fg3aBlocked,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedArc3,OffensiveGoaltends,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Corner3PctBlocked,BlockedLongMidRange,LongMidRangePctBlocked,Clear Path Fouls
1628410,1610612754,Edmond Sumner,Edmond Sumner,1628410,IND,188.0,3,8,6,6,6,6,2,12,4,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,6,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628968,1610612754,Brian Bowen II,Brian Bowen II,1628968,IND,891.0,15,3,32,32,25,29,6,64,27,,,,,,,2.0,3.0,3.0,25,0.4,0.1875,0.5,0.78125,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.5,0.25,0.3333333333333333,0.375,0.5,0.25,9.75609756097561,0.09090909090909091,0.2,0.3333333333333333,0.25,1.0,1.0,1.0,0.5,0.25,0.3333333333333333,0.25,0.436175,0.44880000000000003,0.25,0.3333333333333333,1.0,13.266666666666666,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629052,1610612754,Oshae Brissett,Oshae Brissett,1629052,IND,398.0,7,12,14,13,7,13,3,27,6,,,,,,,,1.0,1.0,7,,0.125,,0.5,,,,2.0,2.0,2.0,2.0,3.0,,7.0,1.0,1.0,3.0,,5.0,4.0,2.0,1.0,,,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.7,0.625,0.7,0.625,0.6,25.0,0.2,,,,,,,,0.4,0.5,1.0,0.64534,0.611125,0.2,0.5,0.7142857142857143,1.4,24.96666666666667,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4,1.0,1.0,1.0,0.2,0.5,0.5,1.0,0.5,0.5,0.25,1.0,0.25,0.5,0.5,0.63375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629103,1610612754,Kelan Martin,Kelan Martin,1629103,IND,793.0,13,7,29,29,22,26,5,58,21,,1.0,1.0,1.0,,3.0,,2.0,5.0,22,,0.07142857142857142,,0.7586206896551724,,3.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,7.0,,3.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,5.0,1.0,1.0,0.2,,0.35714285714285715,0.3,0.4375,0.4166666666666667,0.2857142857142857,27.027027027027028,0.1,0.2,,0.42857142857142855,,,,0.14285714285714285,0.2857142857142857,0.4,0.42857142857142855,0.4592071428571428,0.47013,0.125,0.16666666666666666,0.7142857142857143,9.02,28.6,,1.0,,1.0,,,,1.0,,1.0,1.0,,1.0,3.0,1.0,,,,1.0,0.5,0.5,0.5,,0.14285714285714285,,,,,0.5,0.5,1.0,,,0.2,,,0.5,0.5,0.3733,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.4,1.0,0.3333333333333333,0.5,0.3333333333333333,0.14285714285714285,0.375,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630199,1610612754,Cassius Stanley,Cassius Stanley,1630199,IND,891.0,15,3,32,32,25,29,6,64,27,,,,,,,,2.0,3.0,25,,0.125,,0.78125,,2.0,,3.0,2.0,3.0,7.0,3.0,,6.0,3.0,6.0,2.0,,6.0,2.0,3.0,2.0,1.0,1.0,,,,,6.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.5,0.3,0.375,0.3,0.375,0.3,24.390243902439025,0.18181818181818182,,,0.2,,,,,0.3,0.25,0.8,0.576495,0.6272249999999999,,,1.0,2.914285714285714,28.100000000000005,3.0,5.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,0.5,0.6,0.75,0.3333333333333333,,,,,,,0.625,0.6,,,,0.58995,2.0,,2.0,1.0,,,1.0,,,,,,0.14285714285714285,0.2,,,,0.045454545454545456,,,,,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.07692307692307693,0.14285714285714285,0.6666666666666666,0.16666666666666666,0.5,1.0,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628988,1610612754,Aaron Holiday,Aaron Holiday,1628988,IND,187.0,3,-2,6,6,6,3,2,12,8,,,,,,,,,,6,,,,1.0,,,,,,,,,2.0,2.0,,,,2.0,2.0,,,,,,1.0,2.0,,1.0,2.0,,,,,,,1.0,1.0,,12.5,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629048,1610612754,Goga Bitadze,Goga Bitadze,1629048,IND,703.0,12,-5,26,26,19,23,4,52,23,2.0,,2.0,,1.0,4.0,,,1.0,19,,,,0.7307692307692307,,1.0,,1.0,,1.0,2.0,1.0,1.0,3.0,1.0,2.0,,1.0,3.0,,1.0,,,,1.0,2.0,,,3.0,,,0.5,0.5,0.3333333333333333,0.5,0.375,0.5,0.3333333333333333,13.333333333333334,,,,0.3333333333333333,,,,,0.3333333333333333,,0.6666666666666666,0.58515,0.6408,,,1.0,4.45,24.7,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,0.5,1.0,,,,0.8515,1.0,,1.0,,,,1.0,,,,,,,,,,,0.0625,,,,,1.0,1.0,1.0,2.0,2.0,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,0.1,0.16666666666666666,,,1.0,,0.6666666666666666,2.0,1.0,1.0,1.0,1.0,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203960,1610612754,JaKarr Sampson,JaKarr Sampson,203960,IND,98.0,2,-4,3,3,3,3,1,6,6,,,,,,,,1.0,1.0,3,,0.5,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,50.0,1.0,,,1.0,,,,,,,,0.3886,0.3886,,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629665,1610612754,Jalen Lecque,Jalen Lecque,1629665,IND,306.0,5,-7,12,13,12,13,1,25,13,1.0,,1.0,,,2.0,,1.0,1.0,12,,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,,1.0,1.0,2.0,2.0,,1.0,,,,1.0,2.0,,1.0,2.0,,,,,,,0.3333333333333333,0.3333333333333333,0.5,23.076923076923077,,,,,,,,0.5,0.5,0.5,0.5,0.349325,0.349325,0.3333333333333333,0.5,1.0,23.2,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2632,,,1.0,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626167,1610612754,Myles Turner,Myles Turner,1626167,IND,87322.0,1455,25,2991,2995,571,699,264,5986,3303,32.0,16.0,48.0,10.0,24.0,112.0,96.0,243.0,306.0,565,0.16901408450704225,0.15609756097560976,0.13043478260869565,0.1909060514877967,27.0,56.0,11.0,159.0,26.0,137.0,226.0,206.0,111.0,592.0,26.0,46.0,36.0,34.0,107.0,208.0,159.0,128.0,103.0,165.0,112.0,142.0,12.0,65.0,107.0,0.7591240875912408,0.8813559322033898,0.6061946902654868,0.5652173913043478,0.5567129629629629,0.4451219512195122,0.5955734406438632,0.5194174757281553,0.47685185185185186,17.08649468892261,0.14763552479815456,0.14873417721518986,0.1813953488372093,0.12962962962962962,0.48214285714285715,0.5294117647058824,0.7777777777777778,0.02546296296296296,0.3680555555555556,0.3170731707317073,0.8449074074074074,0.5560993055555554,0.5337634146341462,0.13402061855670103,0.23297491039426524,0.18074324324324326,3.733628318584072,25.797572815533965,107.0,159.0,21.0,29.0,47.0,,10.0,55.0,8.0,6.0,69.0,8.0,7.0,207.0,55.0,40.0,21.0,19.0,1.0,0.33495145631067963,0.19444444444444445,0.33495145631067963,0.14814814814814814,0.3680555555555556,0.6729559748427673,0.7278911564625851,0.7476635514018691,0.1087962962962963,0.34591194968553457,0.34591194968553457,1.0,,0.16666666666666666,0.35365853658536583,0.7241379310344828,0.12195121951219512,0.23076923076923078,0.34591194968553457,0.6277633333333335,36.0,3.0,40.0,17.0,36.0,19.0,63.0,36.0,1.0,4.0,66.0,8.0,0.0752212389380531,0.07547169811320754,0.08928571428571429,0.27941176470588236,0.056074766355140186,0.044960116026105876,0.055666003976143144,0.2727272727272727,0.2727272727272727,1.0,0.75,24.0,26.0,72.0,66.0,26.0,2.0,158.0,43.0,159.0,0.65,0.6354166666666666,0.6428571428571429,0.035278154681139755,0.028112449799196786,0.14450867052023122,0.009708737864077669,0.6666666666666666,0.20833333333333334,0.12162162162162163,38.0,2.0,12.0,115.0,97.0,12.0,0.610062893081761,8.0,6.0,False,14.0,1.0,3.0,3.0,11.0,6.0,1.0,30.0,23.0,7.0,2.0,6.0,10.0,6.0,9.0,9.0,3.0,1.0,1.0,3.0,2.0,7.0,0.375,0.45454545454545453,0.017241379310344827,0.043835616438356165,0.024390243902439025,0.05755395683453238,0.2978723404255319,0.2978723404255319,1.0,0.375,1.0,0.1,,,,,,,,,,,,,,,,,,,,
