EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,Blocked3s,BlockedCorner3,Blocks,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,OffThreePtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyArc3FGA,DefAtRimReboundPct,PenaltyArc3Frequency,TwoPtAssists,AtRimAssists,DeadBallTurnovers,LostBallTurnovers,Offensive Fouls,DefLongMidRangeReboundPct,LongMidRangePctAssisted,ShortMidRangeFGM,SecondChanceArc3FGA,Corner3Assists,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,Travels,PenaltyFg3Pct,PenaltyArc3Accuracy,BlockedLongMidRange,RecoveredBlocks,BlocksRecoveredPct,PtsPutbacks,ShortMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,BlockedShortMidRange,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,LongMidRangeAssists,on,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFtPoints,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedArc3,DefensiveGoaltends,LongMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,3SecondViolations,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,Technical Free Throw Trips,HeaveMakes,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,Corner3PctBlocked,OffensiveGoaltends
1626162,1610612744,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,GSW,362.0,6,-12.0,13.0,15,4.0,7,1.0,28,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,19,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.3333333333333333,0.25,0.25,0.25,0.3333333333333333,0.5,28.57142857142857,0.5,0.25,1.0,1.0,0.25,0.25,0.4581,11.799999999999999,28.9,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,399.0,7,-2.0,14.0,15,6.0,6,,29,1.0,,,,,1.0,,,23,,,,,,,6.0,,,,,,,7.142857142857142,1.0,,,,,,0.4101,5.8,,0.42857142857142855,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.2,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627780,1610612744,Gary Payton II,Gary Payton II,1627780,GSW,2421.0,40,1.0,89.0,92,38.0,25,5.0,181,,,,1.0,8.0,9.0,4.0,25.0,94,4.0,1.0,,,,1.0,38.0,0.8888888888888888,0.8461538461538461,0.8928571428571429,0.3076923076923077,,,15.957446808510639,,,,,0.07692307692307693,1.0,0.6165538461538461,1.711111111111111,23.875,0.42696629213483145,1.0,1.0,1.0,3.0,5.0,9.0,11.0,0.20833333333333334,0.1956521739130435,0.3333333333333333,8.0,9.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,2.0,6.0,12.0,6.0,1.0,2.0,4.0,2.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,8.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,0.75,0.75,1.0,0.5,1.0,0.5,1.0,0.6666666666666666,1.25,0.5,1.25,0.6,1.0,0.18181818181818182,0.125,0.05714285714285714,0.15384615384615385,0.3333333333333333,0.16666666666666666,0.6923076923076923,0.8888888888888888,0.8888888888888888,0.75,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.75,0.6666666666666666,0.25,1.0,0.8249,0.5846,0.15384615384615385,0.2222222222222222,0.2,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628539,1610612744,Mychal Mulder,Mychal Mulder,1628539,GSW,1387.0,23,8.0,54.0,53,20.0,11,4.0,107,,,,8.0,3.0,3.0,8.0,21.0,54,,8.0,,,,,20.0,1.0,0.9545454545454546,0.9545454545454546,0.7272727272727273,,,18.965517241379313,,,,,0.7272727272727273,1.0,0.5414090909090908,1.866666666666667,26.6375,0.37037037037037035,,,,,,2.0,2.0,,0.08,,3.0,3.0,,,1.0,1.0,,,,,,5.0,5.0,,,,,,,1.0,1.0,1.0,,2.0,6.0,15.0,5.0,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,0.625,,0.625,,1.0,,0.5,,0.5,,0.16666666666666666,,,,,,0.2727272727272727,1.0,1.0,1.0,,,,,0.625,0.625,1.0,,,,,,0.5,1.0,,0.625,,0.611775,,,,0.09523809523809523,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203145,1610612744,Kent Bazemore,Kent Bazemore,203145,GSW,41.0,1,-5.0,,4,,4,,4,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,731.0,12,8.0,24.0,27,11.0,5,,51,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,22,2.0,2.0,,,,,11.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,12.5,,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5054,19.8,27.5,0.4583333333333333,1.0,5.0,1.0,11.0,3.0,5.0,5.0,0.2727272727272727,0.3125,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,0.52875,,,,,1.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629308,1610612744,Juan Toscano-Anderson,Juan Toscano-Anderson,1629308,GSW,937.0,16,-6.0,31.0,36,20.0,13,1.0,67,1.0,1.0,1.0,,1.0,2.0,,2.0,31,,,,,,,20.0,0.5,0.5,0.5,,,,12.5,0.5,0.5,1.0,1.0,,,0.42235,15.600000000000001,,0.6451612903225806,2.0,4.0,2.0,10.0,3.0,5.0,5.0,0.3,0.23809523809523808,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,2.0,,,,2.0,,,,,1.0,,2.0,2.0,,1.0,,,,,,,,,,2.0,,,1.0,1.0,,,,,,0.5,,0.5,,0.5,0.5,0.18181818181818182,,,,0.14285714285714285,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,0.42235,,,,1.0,,,,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629673,1610612744,Jordan Poole,Jordan Poole,1629673,GSW,1640.0,27,2.0,62.0,62,20.0,15,5.0,124,6.0,1.0,3.0,6.0,2.0,9.0,7.0,10.0,64,2.0,6.0,,,,,20.0,0.2222222222222222,0.21875,0.29411764705882354,0.4375,,,32.83582089552239,0.375,0.1875,0.3333333333333333,0.3333333333333333,0.375,0.4375,0.419875,10.8,26.75714285714286,0.3225806451612903,3.0,4.0,2.0,11.0,1.0,3.0,3.0,0.06666666666666667,0.09375,,,,,,,,,1.0,,,,1.0,1.0,3.0,,1.0,,1.0,,1.0,3.0,2.0,,2.0,2.0,3.0,1.0,,2.0,,,,,3.0,1.0,5.0,2.0,1.0,1.0,,3.0,,3.0,1.0,1.0,1.0,,,2.0,,,0.5,0.5,1.0,0.14285714285714285,,0.14285714285714285,,0.3333333333333333,,0.2,,0.2,0.6,0.11764705882352941,,,,0.1111111111111111,0.08333333333333333,,,,,0.0625,,,,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,0.16666666666666666,0.3865,0.40073,0.0625,0.1111111111111111,,0.2,2.0,,0.4,1.0,1.0,2.0,2.0,,1.0,,1.0,1.0,1.0,2.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,999.0,17,-6.0,35.0,36,18.0,11,1.0,71,,,1.0,7.0,,1.0,7.0,15.0,39,,7.0,,,,,18.0,,0.9375,0.9375,0.875,,,36.111111111111114,,0.125,,,0.875,0.875,0.49194374999999996,17.6,31.014285714285716,0.5142857142857142,,,,,1.0,3.0,3.0,0.1,0.15,,,,,,,,,,,,,5.0,5.0,,,,,,,,1.0,6.0,,12.0,,6.0,5.0,,2.0,,,,,,,5.0,3.0,,3.0,,1.0,,,,,,,,12.0,1.0,,,,0.4,0.7142857142857143,,0.7142857142857143,,,,0.8571428571428571,,0.8571428571428571,,0.2,,,,,0.14285714285714285,,,,,,,,,0.7142857142857143,0.7142857142857143,0.4,,,,,,,,,0.7142857142857143,,0.48687857142857144,,,,0.8,6.0,0.3333333333333333,0.8571428571428571,,,5.0,,1.0,0.5,,,,,2.0,,,,,,4.0,4.0,9.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203952,1610612744,Andrew Wiggins,Andrew Wiggins,203952,GSW,612.0,10,,21.0,22,12.0,7,,43,2.0,,,,2.0,3.0,,5.0,23,2.0,,,,,1.0,12.0,0.6666666666666666,0.6666666666666666,0.625,,,,19.047619047619047,0.6666666666666666,,,,,0.3333333333333333,0.5042666666666666,5.8,,0.5714285714285714,1.0,1.0,1.0,3.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,2.0,2.0,,,,,,1.0,,1.0,,,,,,,,1.0,,2.0,,1.0,,1.0,,2.0,,,0.5,0.5,,,,,,1.0,,1.0,,1.0,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,0.685,0.25,0.25,,0.4,,,,,,,,,,,1.0,,,,,0.5,0.5,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
