EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,PenaltyFtPoints,Fg2aBlocked,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Travels,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PtsPutbacks,FTOffRebounds,SecondChanceTurnovers,BlockedAtRim,OffFTReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,Loose Ball Fouls Drawn,SecondChanceFg3Pct,PenaltyFg3Pct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,PtsUnassisted3s,ShortMidRangePctBlocked,on,SecondChanceArc3FGA,Charge Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,HeaveAttempts,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,DefensiveGoaltends,BlockedCorner3,3SecondViolations
1627777,1610612762,Georges Niang,Georges Niang,1627777,UTA,1759.0,29.0,-24.0,64.0,62,25.0,31.0,7.0,126,1.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,10.0,1.0,6.0,11.0,68,2.0,3.0,4.0,1.0,1.0,3.0,2.0,6.0,2.0,3.0,5.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,11.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0,7.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,25.0,1.0,0.75,0.75,1.0,0.1666666666666666,0.1666666666666666,0.4,0.6666666666666666,1.0,0.34375,0.6666666666666666,0.25,0.34375,0.6666666666666666,0.25,0.375,31.506849315068493,0.4285714285714285,0.3333333333333333,0.0476190476190476,0.1666666666666666,0.0909090909090909,0.3333333333333333,0.1666666666666666,1.0,0.0625,0.5,0.375,0.375,0.6666666666666666,0.0625,1.0,1.0,1.0,0.0625,0.3125,0.2,0.2,1.0,0.25,0.5,0.4375,0.2,0.45405,0.3701,0.4813125,0.3636363636363636,0.1818181818181818,10.28,25.716666666666665,0.390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627885,1610612762,Shaquille Harrison,Shaquille Harrison,1627885,UTA,3345.0,56.0,-55.0,124.0,122,52.0,77.0,10.0,246,9.0,1.0,8.0,1.0,1.0,1.0,,,1.0,,6.0,18.0,,2.0,17.0,143,,3.0,,2.0,6.0,,8.0,2.0,10.0,,1.0,,3.0,6.0,9.0,3.0,3.0,1.0,24.0,3.0,3.0,,6.0,9.0,2.0,1.0,1.0,3.0,,2.0,2.0,1.0,5.0,1.0,,3.0,,,,,,8.0,52.0,2.0,0.1666666666666666,0.1666666666666666,,,,0.3333333333333333,,0.3333333333333333,0.3,,0.3333333333333333,0.3695652173913043,,0.5,0.1,20.588235294117645,0.6,,0.09375,0.1071428571428571,0.1,0.3333333333333333,0.1111111111111111,,0.45,0.4,0.125,0.125,,0.05,1.0,1.0,,0.05,0.05,,,,,,0.55,,0.4731425000000001,0.46355,0.4187666666666667,,0.4705882352941176,5.694444444444445,24.0,0.4193548387096774,4.0,2.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,5.0,6.0,1.0,2.0,2.0,0.0555555555555555,0.1111111111111111,0.0344827586206896,0.0714285714285714,0.0526315789473684,0.0833333333333333,0.1,0.1111111111111111,0.05,0.0833333333333333,0.4444444444444444,0.5,0.25,0.6666666666666666,0.5,0.6666666666666666,0.0476190476190476,0.0526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628962,1610612762,Udoka Azubuike,Udoka Azubuike,1628962,UTA,2705.0,45.0,-53.0,100.0,97,37.0,62.0,9.0,197,6.0,,1.0,,,,,,,,4.0,7.0,,,12.0,120,1.0,1.0,2.0,3.0,3.0,,6.0,6.0,2.0,,,,,,,,,,,2.0,3.0,2.0,7.0,11.0,1.0,,1.0,1.0,,1.0,1.0,,2.0,1.0,5.0,7.0,1.0,4.0,3.0,4.0,2.0,6.0,37.0,,0.75,1.0,,,,0.5714285714285714,1.0,1.0,0.5714285714285714,1.0,1.0,0.6,1.0,1.0,,10.81081081081081,0.5,0.5,0.125,0.0952380952380952,0.1111111111111111,,0.1,0.5,0.8571428571428571,0.1428571428571428,,,,,,,,,,,,,,,0.8571428571428571,,0.5879142857142857,0.8332,0.7421000000000001,0.1666666666666666,0.5,2.6142857142857143,,0.37,4.0,1.0,3.0,3.0,4.0,,1.0,,,,3.0,4.0,,,1.0,4.0,6.0,3.0,,,0.1428571428571428,0.1666666666666666,0.1153846153846153,,0.0652173913043478,0.2,,,0.1875,,0.6666666666666666,0.8,0.75,1.0,1.0,1.0,0.3,0.3,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.0625,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629671,1610612762,Miye Oni,Miye Oni,1629671,UTA,3345.0,56.0,-55.0,124.0,122,52.0,77.0,10.0,246,3.0,,,,,4.0,2.0,3.0,9.0,4.0,,3.0,5.0,13.0,16.0,143,,1.0,3.0,,2.0,6.0,10.0,,,15.0,9.0,3.0,1.0,2.0,3.0,,2.0,,8.0,3.0,8.0,,11.0,12.0,,,,3.0,,2.0,,1.0,3.0,1.0,6.0,8.0,,1.0,,1.0,,10.0,52.0,2.0,,,1.0,0.3846153846153846,0.3846153846153846,,,,0.46875,0.5,0.5625,0.4705882352941176,0.5,0.5555555555555556,0.8125,14.705882352941176,1.0,,0.25,0.1071428571428571,0.1833333333333333,,0.074074074074074,,0.1875,,,,,,,,,0.25,0.5625,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,1.0,0.3333333333333333,0.518371875,0.462,0.5051,0.1875,0.625,2.333333333333333,24.76153846153846,0.4193548387096774,,1.0,,2.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,,2.0,2.0,,1.0,1.0,0.6666666666666666,0.6666666666666666,,0.0357142857142857,0.0175438596491228,,0.05,0.2222222222222222,0.3,,,,,0.3333333333333333,0.25,,,,,,,,1.0,,,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,0.5,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629714,1610612762,Jarrell Brantley,Jarrell Brantley,1629714,UTA,1203.0,20.0,-7.0,44.0,44,23.0,27.0,2.0,88,1.0,,1.0,,,2.0,1.0,2.0,4.0,2.0,,2.0,3.0,6.0,9.0,41,,,,,2.0,3.0,3.0,,,6.0,4.0,2.0,,,,,,,,,2.0,,2.0,3.0,1.0,,1.0,1.0,,1.0,,,1.0,,4.0,4.0,,1.0,,1.0,,3.0,23.0,,,,0.6666666666666666,0.5,0.5,,,,0.5625,,0.3,0.5625,,0.3,0.75,19.148936170212767,1.0,,0.1176470588235294,,0.0714285714285714,,,,0.125,0.125,,,,,,,,0.25,0.5,0.5,0.5,0.5,0.2,0.4,0.875,0.5,0.47960625,,0.4698299999999999,,0.3333333333333333,8.35,25.2,0.5227272727272727,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,0.1666666666666666,,0.0526315789473684,,,,0.1666666666666666,,,,,,0.2,,,,,,,,1.0,,0.5,,1.0,,,,1.0,,,1.0,,,0.3333333333333333,,0.5,0.5,1.0,,,,,0.5,3.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629752,1610612762,Juwan Morgan,Juwan Morgan,1629752,UTA,1994.0,33.0,-42.0,74.0,72,32.0,41.0,7.0,146,,,,,,2.0,1.0,,1.0,,,,1.0,3.0,3.0,91,,,,,,1.0,,,,3.0,1.0,,1.0,,1.0,,,,2.0,2.0,2.0,1.0,5.0,5.0,,,,1.0,,1.0,1.0,,2.0,,2.0,3.0,1.0,,,,,,32.0,,,,1.0,0.3333333333333333,0.3333333333333333,,,,0.5,,,0.5,,,1.0,6.172839506172839,0.5,0.5,0.0952380952380952,0.1428571428571428,0.1142857142857142,,0.1538461538461538,,,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,1.0,,1.0,,0.51235,,0.51,,,,24.1,0.4324324324324324,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.1666666666666666,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630190,1610612762,Elijah Hughes,Elijah Hughes,1630190,UTA,1573.0,26.0,-21.0,58.0,57,18.0,42.0,4.0,115,,1.0,4.0,1.0,1.0,3.0,,,7.0,2.0,2.0,5.0,3.0,10.0,16.0,67,,,,,2.0,2.0,3.0,4.0,,9.0,7.0,,2.0,1.0,3.0,,1.0,,7.0,3.0,1.0,,4.0,4.0,1.0,1.0,,2.0,1.0,,2.0,2.0,4.0,2.0,,,,1.0,,1.0,,3.0,18.0,,1.0,1.0,1.0,0.3,0.3,0.4,,,0.4333333333333333,,,0.4705882352941176,,0.25,0.6666666666666666,33.333333333333336,0.5,,0.0833333333333333,0.1764705882352941,0.1379310344827586,,0.1764705882352941,,,0.2666666666666666,0.25,0.3333333333333333,1.0,0.0666666666666666,1.0,1.0,1.0,0.2,0.4666666666666667,,,,,0.5,0.6666666666666666,,0.4674866666666666,,0.430425,,0.1875,12.22,24.880000000000003,0.3103448275862069,,,,,3.0,3.0,1.0,1.0,1.0,,,,,1.0,,2.0,4.0,,2.0,2.0,0.2,,,,,,,,0.2,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,0.25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630235,1610612762,Trent Forrest,Trent Forrest,1630235,UTA,773.0,13.0,-12.0,31.0,30,20.0,27.0,1.0,61,,,,,,2.0,2.0,,,,,,,2.0,2.0,34,,,,,,2.0,2.0,,,,,,1.0,,1.0,,,,2.0,2.0,,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,2.0,,,,,,2.0,20.0,1.0,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,1.0,9.375,,,,0.2222222222222222,0.2,,0.2222222222222222,,,,,,,,,,,1.0,,,,,1.0,,1.0,,0.547575,,0.547575,,1.0,,23.45,0.6451612903225806,,,,,2.0,2.0,,,1.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628378,1610612762,Donovan Mitchell,Donovan Mitchell,1628378,UTA,2.0,,-2.0,,1,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202324,1610612762,Derrick Favors,Derrick Favors,202324,UTA,2.0,,-2.0,,1,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
