EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,BadPassSteals,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangePctBlocked,LongMidRangeFGA,SecondChanceCorner3FGA,PtsUnassisted3s,2pt And 1 Free Throw Trips,LongMidRangeFrequency,SecondChanceCorner3Frequency,LongMidRangeFGM,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,LongMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,Charge Fouls,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,LongMidRangeAssists,ThreePtShootingFoulsDrawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Travels,BlockedLongMidRange,Charge Fouls Drawn,Offensive Fouls Drawn,OffCorner3ReboundPct,on,HeaveAttempts,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,BlockedShortMidRange,Corner3PctBlocked,DefensiveGoaltends,3pt And 1 Free Throw Trips,3SecondViolations,Defensive 3 Seconds Violations,Clear Path Fouls,OffensiveGoaltends
1626178,1610612757,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,1626178,POR,6438.0,107,-7.0,216,222,65,60.0,33,438,5.0,11.0,1.0,3.0,2.0,4.0,4.0,6.0,1.0,9.0,17.0,1.0,9.0,27,256,3.0,5.0,3.0,9.0,2.0,4.0,3.0,7.0,8.0,10.0,2.0,2.0,7.0,6.0,13.0,4.0,2.0,4.0,3.0,32.0,6.0,5.0,5.0,9.0,1.0,15,11.0,26,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,8.0,15.0,2.0,1.0,11.0,1.0,16.0,6.0,2.0,4.0,4.0,4.0,4.0,7.0,63,2.0,1.0,0.4444444444444444,0.5,0.5294117647058824,0.6,0.5,0.5,0.6,0.5,0.5192307692307693,0.6428571428571429,0.5,0.05555555555555555,0.11764705882352941,0.18181818181818182,10.852713178294573,0.5,0.2,0.19148936170212766,0.0847457627118644,0.09615384615384616,0.09523809523809523,0.1414141414141414,0.09016393442622951,0.07692307692307693,0.1,0.07692307692307693,0.11320754716981132,0.08333333333333333,0.2857142857142857,0.3333333333333333,0.10526315789473684,0.07142857142857142,0.2857142857142857,1.0,0.6111111111111112,0.45454545454545453,0.5555555555555556,0.4,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.05555555555555555,0.6,0.3333333333333333,1.0,0.5,0.6666666666666666,0.5454861111111111,0.43085,0.602425,0.25,0.2608695652173913,0.3333333333333333,0.25925925925925924,3.470588235294118,23.3,0.30092592592592593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1626181,1610612757,Norman Powell,Norman Powell,1626181,POR,4230.0,70,-15.0,136,143,37,30.0,20,279,8.0,11.0,1.0,1.0,,,2.0,3.0,4.0,10.0,14.0,14.0,7.0,33,169,1.0,2.0,,2.0,1.0,1.0,2.0,7.0,14.0,6.0,,2.0,1.0,,1.0,,,1.0,,2.0,2.0,,3.0,2.0,,5,2.0,7,,4.0,1.0,3.0,3.0,,3.0,,2.0,7.0,,,9.0,,7.0,2.0,1.0,,,,,7.0,35,1.0,1.0,0.7,0.7,0.7142857142857143,0.5,1.0,0.4642857142857143,0.25,0.4166666666666667,0.5161290322580645,0.25,0.5,0.5,0.14285714285714285,0.18181818181818182,20.731707317073173,1.0,,0.06451612903225806,,0.09375,0.041666666666666664,0.07936507936507936,0.024390243902439025,,,,0.04878048780487805,,,0.2857142857142857,0.041666666666666664,0.25,,,0.39285714285714285,0.7272727272727273,0.8888888888888888,0.625,0.10714285714285714,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,0.25,1.0,,,0.8928571428571429,0.5240339285714286,0.41715,0.52655,0.06666666666666667,0.125,0.06060606060606061,0.21212121212121213,2.835714285714286,25.16428571428571,0.27205882352941174,3.0,2.0,10.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,6.0,10.0,2.0,3.0,1.0,1.0,0.14285714285714285,0.2,0.14285714285714285,0.35714285714285715,0.2,0.2,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1627884,1610612757,Derrick Jones Jr.,Derrick Jones Jr.,1627884,POR,549.0,9,-3.0,20,19,1,7.0,3,39,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,,2,18,1.0,1.0,,2.0,,,,,,2.0,2.0,1.0,,,,,,,,,1.0,,,1.0,,1,1.0,2,,,,,,,,,,1.0,,,,,,,,,,,,,1,,,,,0.5,1.0,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,0.3333333333333333,0.5,,13.636363636363637,,,0.2,,,0.14285714285714285,0.1111111111111111,0.09090909090909091,,,,0.16666666666666666,,1.0,,,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,,0.6666666666666666,0.5365,,,,,1.0,,2.65,23.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
203081,1610612757,Damian Lillard,Damian Lillard,203081,POR,1135.0,19,-4.0,39,44,9,14.0,4,83,2.0,4.0,,,1.0,1.0,1.0,2.0,1.0,3.0,7.0,7.0,7.0,19,54,,,,,1.0,1.0,5.0,7.0,,6.0,,2.0,,2.0,2.0,2.0,,,,6.0,,,1.0,2.0,,3,,3,,1.0,,1.0,1.0,,1.0,1.0,,,,,6.0,,7.0,3.0,1.0,,,,,5.0,7,,,,,0.42857142857142855,,1.0,0.42857142857142855,,0.3333333333333333,0.5588235294117647,,0.7,0.5,0.2857142857142857,0.25,40.90909090909091,1.0,,0.18181818181818182,,0.125,,0.15789473684210525,,,,,,0.3333333333333333,,0.2,,1.0,,,0.2857142857142857,0.5,0.6666666666666666,,0.14285714285714285,0.5,1.0,,0.07142857142857142,,,0.3333333333333333,1.0,0.7857142857142857,0.52575,0.58215,0.5051666666666667,0.1875,0.3333333333333333,,0.3684210526315789,5.357142857142857,25.928571428571427,0.23076923076923078,,2.0,6.0,,,2.0,2.0,1.0,,2.0,,6.0,2.0,1.0,,,0.2857142857142857,,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,0.6666666666666666,,0.3333333333333333,0.5,1.0,1.0,6.0,1.0,0.07142857142857142,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2546,1610612757,Carmelo Anthony,Carmelo Anthony,2546,POR,2917.0,49,-16.0,94,95,21,26.0,14,189,,2.0,,2.0,,,2.0,4.0,,5.0,15.0,12.0,4.0,23,120,1.0,3.0,1.0,3.0,1.0,3.0,,2.0,4.0,6.0,,2.0,2.0,3.0,5.0,1.0,2.0,2.0,,13.0,,2.0,4.0,4.0,,8,2.0,10,1.0,,,1.0,,1.0,2.0,1.0,6.0,9.0,2.0,,4.0,,4.0,2.0,,,,,,2.0,21,,,0.4,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.35185185185185186,0.2,0.25,0.39285714285714285,0.2,0.25,0.4444444444444444,0.13333333333333333,0.5,26.315789473684212,0.5,,0.2222222222222222,0.06451612903225806,0.15384615384615385,,0.18181818181818182,0.03278688524590164,0.1,0.08333333333333333,,,0.18181818181818182,0.4,,0.2222222222222222,,0.058823529411764705,,0.07407407407407407,,,,0.14814814814814814,0.5,0.5,,,0.4,,,,0.5185185185185185,0.4661166666666667,0.48328750000000004,0.430775,0.07142857142857142,0.125,0.13043478260869565,0.08695652173913043,13.379999999999999,25.666666666666668,0.22340425531914893,,3.0,12.0,2.0,,1.0,3.0,2.0,,1.0,6.0,12.0,3.0,,1.0,0.6666666666666666,0.25,,0.25,0.4444444444444444,0.25,0.25,0.6666666666666666,,0.4,,0.25,,0.25,,9.0,,3.0,1.0,0.3333333333333333,,3.0,1.0,1.0,2.0,0.1111111111111111,0.3333333333333333,0.375,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
203468,1610612757,CJ McCollum,CJ McCollum,203468,POR,3722.0,62,-20.0,122,124,39,31.0,21,246,6.0,8.0,,1.0,3.0,5.0,3.0,9.0,3.0,10.0,22.0,23.0,9.0,53,153,2.0,3.0,1.0,11.0,4.0,8.0,5.0,25.0,6.0,14.0,,1.0,3.0,2.0,5.0,2.0,,1.0,2.0,12.0,1.0,2.0,3.0,5.0,,8,4.0,12,1.0,2.0,,1.0,,2.0,3.0,2.0,1.0,5.0,,,9.0,,14.0,6.0,2.0,1.0,1.0,1.0,1.0,23.0,37,1.0,1.0,0.3,0.3,0.45454545454545453,0.6666666666666666,0.5,0.4888888888888889,0.8333333333333334,0.625,0.5196078431372549,0.7857142857142857,0.625,0.5111111111111111,0.045454545454545456,,37.241379310344826,0.3333333333333333,,0.19230769230769232,0.07407407407407407,0.11538461538461539,0.02564102564102564,0.15384615384615385,0.045454545454545456,0.09090909090909091,0.125,,0.030303030303030304,0.3333333333333333,,0.16666666666666666,0.16666666666666666,,0.04,1.0,0.17777777777777778,0.75,0.75,0.3333333333333333,0.2,0.3333333333333333,0.375,0.3333333333333333,0.06666666666666667,0.16666666666666666,,0.3125,0.6,0.6888888888888889,0.499821111111111,0.4675833333333333,0.4988875,0.12244897959183673,0.23076923076923078,0.20754716981132076,0.4716981132075472,7.681818181818179,25.995652173913044,0.319672131147541,1.0,6.0,20.0,1.0,3.0,7.0,8.0,3.0,4.0,8.0,15.0,20.0,6.0,2.0,,0.625,0.34782608695652173,0.5,0.34782608695652173,0.4444444444444444,0.3,0.3157894736842105,0.5,,0.16666666666666666,0.0625,0.4375,0.42857142857142855,0.3,0.1111111111111111,5.0,2.0,9.0,2.0,0.1111111111111111,0.3333333333333333,1.0,,1.0,1.0,,0.2,0.2,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.043478260869565216,0.05,0.1,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,
1629014,1610612757,Anfernee Simons,Anfernee Simons,1629014,POR,3399.0,57,19.0,113,115,31,29.0,17,228,3.0,6.0,,,,1.0,,3.0,5.0,6.0,12.0,16.0,2.0,35,124,,1.0,,3.0,1.0,3.0,,11.0,,12.0,,3.0,1.0,2.0,3.0,1.0,1.0,,,8.0,1.0,1.0,4.0,3.0,,7,2.0,9,1.0,,,1.0,,,1.0,,3.0,3.0,,,2.0,,3.0,,,1.0,1.0,1.0,,11.0,31,,,,,0.5,,0.3333333333333333,0.5892857142857143,0.5,0.7857142857142857,0.603448275862069,0.5,0.7857142857142857,0.5714285714285714,0.25,0.3333333333333333,22.22222222222222,1.0,,0.10714285714285714,0.02857142857142857,0.14285714285714285,0.037037037037037035,0.125,0.03225806451612903,,0.07692307692307693,,0.04,0.07142857142857142,0.18181818181818182,,0.21052631578947367,,0.08333333333333333,,0.21428571428571427,0.5,0.75,,0.10714285714285714,,,,0.17857142857142858,,,0.14285714285714285,,0.7857142857142857,0.508480357142857,0.2732,0.5023071428571428,0.034482758620689655,,0.08571428571428572,0.3142857142857143,7.108333333333334,25.34375,0.2743362831858407,1.0,3.0,11.0,2.0,2.0,3.0,7.0,2.0,3.0,4.0,21.0,11.0,3.0,,,1.0,0.4375,0.75,0.4375,0.39285714285714285,0.2727272727272727,0.2727272727272727,1.0,,0.6666666666666666,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.2727272727272727,0.3333333333333333,3.0,,,,0.10714285714285714,,3.0,,1.0,,,1.0,1.0,,4.0,,1.0,1.0,,,,,0.5,,,,0.8,0.8,1.0,,,1.0,1.0,1.0,1.0,0.5,1.0,0.058823529411764705,,,,,,True,,,,,,,,,,,,,
1629642,1610612757,Nassir Little,Nassir Little,1629642,POR,2366.0,39,9.0,74,74,25,25.0,13,148,1.0,4.0,,1.0,,,2.0,2.0,,3.0,6.0,4.0,3.0,12,86,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,,,1.0,2.0,1.0,3.0,1.0,,,,7.0,2.0,1.0,6.0,2.0,,8,3.0,11,1.0,,,,,1.0,1.0,,,,,,2.0,,4.0,2.0,,1.0,1.0,1.0,,4.0,25,,,1.0,1.0,0.5,,1.0,0.45,,0.5,0.5,0.25,0.6666666666666666,0.4,0.16666666666666666,0.25,13.978494623655914,,,0.16666666666666666,0.05,0.2857142857142857,0.08,0.24242424242424243,0.06666666666666667,0.1,,,0.09523809523809523,0.25,,,0.2857142857142857,0.2857142857142857,0.2,,0.4,0.25,0.3333333333333333,1.0,0.2,1.0,1.0,1.0,,1.0,,,,0.8,0.52724,,0.434675,0.16666666666666666,0.25,0.08333333333333333,0.3333333333333333,4.216666666666666,25.6,0.33783783783783783,,1.0,4.0,,,1.0,1.0,,,1.0,3.0,4.0,1.0,,,1.0,0.25,,0.25,0.4,0.25,0.25,1.0,,,,0.5,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,True,,,,,,,,,,,,,
203496,1610612757,Robert Covington,Robert Covington,203496,POR,2370.0,40,-35.0,78,85,21,20.0,9,163,,1.0,,1.0,,,,1.0,,,3.0,4.0,,3,116,,1.0,,,,,,,,,,,2.0,,2.0,,,1.0,1.0,4.0,,1.0,2.0,,1.0,3,1.0,4,1.0,1.0,1.0,2.0,2.0,,2.0,1.0,4.0,4.0,,,,,,,,1.0,1.0,1.0,1.0,,19,,,,,,,,0.21428571428571427,,,0.21428571428571427,,,0.5714285714285714,,,10.0,1.0,1.0,,0.045454545454545456,0.10526315789473684,,0.058823529411764705,0.021739130434782608,,0.125,,,,,,0.11764705882352941,,0.16666666666666666,1.0,0.14285714285714285,,,,0.14285714285714285,,,,,1.0,,,,0.7142857142857143,0.5240357142857143,0.7423,0.5706,,,,,9.0,25.625,0.2692307692307692,,1.0,4.0,,,1.0,1.0,,,1.0,3.0,4.0,1.0,,,1.0,0.25,,0.25,0.5714285714285714,0.25,0.25,1.0,,,,1.0,,0.25,,1.0,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
202683,1610612757,Enes Kanter,Enes Kanter,202683,POR,1166.0,19,,40,40,7,,8,80,1.0,3.0,,1.0,,1.0,,,,1.0,3.0,,,2,41,,1.0,,,,1.0,,,,2.0,,1.0,,2.0,2.0,2.0,,,,6.0,,1.0,3.0,3.0,1.0,7,2.0,9,,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,7,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,6.25,,1.0,0.21428571428571427,0.09090909090909091,0.3333333333333333,,0.2608695652173913,0.041666666666666664,0.25,,,,0.2,0.2,0.25,0.25,0.4,,1.0,1.0,0.3333333333333333,0.5,,,,,,,1.0,,1.0,,1.0,0.517,0.3259,0.3259,,,,,2.2666666666666666,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.25,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,
