EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,DefTwoPtRebounds,FTDefRebounds,SelfOReb,Steals,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefFTReboundPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,BadPassSteals,Charge Fouls,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,ShortMidRangePctBlocked,OffAtRimReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,PtsUnassisted3s,LongMidRangeAssists,Offensive Fouls,Charge Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,on,HeaveAttempts,Arc3PctBlocked,BlockedCorner3,Clear Path Fouls,OffensiveGoaltends,HeaveMakes
1626143,1610612765,Jahlil Okafor,Jahlil Okafor,1626143,DET,3489.0,58,-19.0,127,128,31.0,18.0,11.0,255,8.0,12.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,11.0,17.0,2.0,1.0,23.0,140,2.0,5.0,4.0,3.0,3.0,2.0,6.0,12.0,10.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,7.0,7.0,5.0,12.0,2.0,1.0,2.0,2.0,4.0,4.0,6.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,31.0,1.0,0.5454545454545454,0.6666666666666666,0.6470588235294118,0.4,1.0,0.5789473684210527,0.4,0.6,0.575,0.4,0.6,0.1052631578947368,0.1764705882352941,0.25,17.266187050359715,0.5,0.0714285714285714,0.28,0.1304347826086956,0.1147540983606557,0.0980392156862745,0.1428571428571428,0.2,0.1111111111111111,0.2,0.3333333333333333,0.1428571428571428,0.631578947368421,0.6666666666666666,0.8888888888888888,0.625,0.1578947368421052,0.6666666666666666,0.6666666666666666,0.5,0.1052631578947368,0.5,0.5,0.1052631578947368,0.8,0.5,0.4,1.0,0.4,0.7368421052631579,0.5543631578947369,0.6454,0.44398,0.05,0.0555555555555555,0.1739130434782608,0.2608695652173913,4.1764705882352935,25.45,0.2440944881889764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1626153,1610612765,Delon Wright,Delon Wright,1626153,DET,12245.0,204,-39.0,403,406,119.0,140.0,58.0,809,15.0,25.0,3.0,4.0,5.0,8.0,1.0,12.0,1.0,1.0,12.0,3.0,17.0,38.0,13.0,21.0,76.0,485,3.0,6.0,9.0,5.0,13.0,3.0,34.0,4.0,30.0,2.0,12.0,3.0,14.0,16.0,30.0,12.0,10.0,76.0,4.0,4.0,5.0,22.0,8.0,30.0,7.0,,6.0,3.0,10.0,8.0,14.0,,19.0,1.0,24.0,8.0,1.0,1.0,1.0,,34.0,119.0,,0.1176470588235294,0.125,0.4473684210526316,0.5,0.3846153846153846,0.5392156862745098,0.6428571428571429,0.59375,0.6031746031746031,0.6428571428571429,0.7083333333333334,0.2549019607843137,0.0789473684210526,0.12,15.286624203821656,0.7,0.04,0.078125,0.0363636363636363,0.1265060240963855,0.0380952380952381,0.1025641025641025,,0.0238095238095238,0.0769230769230769,0.0666666666666666,0.1052631578947368,0.4901960784313725,0.6,0.6818181818181818,0.1333333333333333,0.2352941176470588,0.0833333333333333,0.0833333333333333,,0.0196078431372549,1.0,1.0,0.2352941176470588,0.5714285714285714,0.75,0.5,0.625,0.1875,0.7450980392156863,0.5381441176470589,0.5710571428571428,0.4979875000000001,0.135593220338983,0.1739130434782608,0.1184210526315789,0.4473684210526316,3.6368421052631583,25.807692307692317,0.2952853598014888,1.0,1.0,6.0,1.0,1.0,3.0,7.0,1.0,1.0,3.0,15.0,21.0,6.0,4.0,4.0,16.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,0.5384615384615384,1.0,1.0,0.5384615384615384,0.0909090909090909,0.1568627450980392,0.1320754716981132,0.2,0.1578947368421052,0.0869565217391304,1.0,0.0196078431372549,1.0,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.1428571428571428,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628367,1610612765,Josh Jackson,Josh Jackson,1628367,DET,16215.0,270,-4.0,549,555,130.0,169.0,69.0,1104,32.0,45.0,4.0,6.0,5.0,9.0,9.0,24.0,2.0,8.0,31.0,8.0,43.0,77.0,43.0,24.0,158.0,579,5.0,10.0,17.0,6.0,13.0,13.0,37.0,40.0,46.0,4.0,31.0,13.0,14.0,10.0,24.0,8.0,13.0,58.0,2.0,9.0,19.0,50.0,11.0,61.0,15.0,4.0,5.0,9.0,24.0,19.0,36.0,1.0,24.0,,35.0,18.0,10.0,4.0,10.0,,37.0,130.0,6.0,0.4651162790697674,0.4878048780487805,0.5584415584415584,0.5,0.4615384615384615,0.5583333333333333,0.3611111111111111,0.5192307692307693,0.5895522388059702,0.4047619047619047,0.578125,0.3583333333333333,0.1688311688311688,0.1111111111111111,25.0,0.625,0.0616438356164383,0.1862745098039215,0.0172413793103448,0.1703703703703703,0.0419847328244274,0.0677966101694915,0.05,0.0111111111111111,0.0384615384615384,0.1549295774647887,0.2580645161290322,0.375,0.7111111111111111,0.8,0.5,0.2,0.375,0.5625,0.4444444444444444,0.0666666666666666,0.25,0.25,0.2583333333333333,0.3333333333333333,0.6666666666666666,0.3461538461538461,0.5555555555555556,0.3076923076923077,0.7333333333333333,0.5317445833333333,0.53645,0.5547288461538462,0.1439393939393939,0.2022471910112359,0.1075949367088607,0.2341772151898734,5.331168831168831,25.02558139534884,0.2367941712204007,5.0,12.0,11.0,1.0,5.0,2.0,16.0,1.0,8.0,5.0,10.0,48.0,11.0,2.0,1.0,27.0,4.0,3.0,11.0,4.0,2.0,10.0,,2.0,1.0,5.0,3.0,2.0,5.0,2.0,1.0,0.3720930232558139,0.125,0.3846153846153846,0.3720930232558139,0.2666666666666666,0.1607142857142857,0.1428571428571428,0.1290322580645161,0.25,0.0625,0.5,0.1,0.4166666666666667,0.4166666666666667,1.0,0.3548387096774194,0.3548387096774194,1.0,0.25,0.2777777777777778,0.2,1.0,0.25,0.3548387096774194,3.0,3.0,5.0,4.0,7.0,1.0,6.0,1.0,1.0,6.0,1.0,0.3333333333333333,0.0597014925373134,0.1666666666666666,0.1923076923076923,0.6,0.0232558139534883,,,,,,,,,,,,,,,,,,,,True,,,,,,
1629004,1610612765,Svi Mykhailiuk,Svi Mykhailiuk,1629004,DET,38057.0,634,-30.0,1282,1283,311.0,376.0,155.0,2565,22.0,35.0,,,8.0,11.0,2.0,13.0,3.0,4.0,137.0,26.0,27.0,52.0,171.0,24.0,249.0,1453,2.0,3.0,18.0,9.0,12.0,34.0,72.0,34.0,20.0,,137.0,8.0,32.0,25.0,57.0,19.0,27.0,139.0,4.0,7.0,31.0,63.0,11.0,74.0,18.0,5.0,12.0,21.0,39.0,8.0,33.0,1.0,29.0,2.0,30.0,6.0,6.0,4.0,6.0,,72.0,310.0,4.0,0.6296296296296297,0.6296296296296297,0.5192307692307693,0.6666666666666666,0.75,0.5044843049327354,0.3823529411764705,0.6847826086956522,0.5277777777777778,0.4736842105263157,0.696078431372549,0.7668161434977578,0.1538461538461538,0.1142857142857142,18.73713109128346,0.4615384615384615,0.0231788079470198,0.1313559322033898,0.0131578947368421,0.1048951048951049,0.0181518151815181,0.0092592592592592,,0.0165975103734439,,0.1341463414634146,0.125,0.1569506726457399,0.6285714285714286,0.7096774193548387,0.5909090909090909,0.0582959641255605,0.1538461538461538,0.2222222222222222,1.0,0.0179372197309417,0.75,0.75,0.6143497757847534,,,0.2391304347826087,0.7272727272727273,0.5652173913043478,0.9237668161434978,0.5453515695067265,0.4794346153846154,0.5700010869565219,0.0347826086956521,0.1052631578947368,0.072289156626506,0.2891566265060241,4.365384615384616,25.54152046783626,0.2425897035881435,12.0,34.0,45.0,2.0,12.0,12.0,57.0,3.0,14.0,15.0,9.0,153.0,45.0,6.0,3.0,29.0,3.0,1.0,27.0,9.0,3.0,6.0,2.0,5.0,2.0,8.0,4.0,4.0,1.0,4.0,0.8947368421052632,0.3333333333333333,0.2142857142857142,0.4411764705882353,0.3333333333333333,0.081081081081081,0.0863095238095238,0.1172413793103448,0.0254237288135593,0.1232876712328767,0.0078125,0.1666666666666666,0.1524663677130044,0.3529411764705882,0.3529411764705882,1.0,0.3284671532846715,0.3284671532846715,0.8666666666666667,,0.7058823529411765,0.1666666666666666,1.0,0.4615384615384615,0.3284671532846715,2.0,3.0,8.0,5.0,18.0,1.0,1.0,,2.0,1.0,,0.3076923076923077,0.0413793103448275,0.1176470588235294,0.1739130434782608,0.375,0.0115606936416184,1.0,18.0,2.0,3.0,2.0,5.0,1.0,0.6666666666666666,0.5,1.0,,,,,,,,,,True,,,,,,
1629635,1610612765,Sekou Doumbouya,Sekou Doumbouya,1629635,DET,12731.0,212,-51.0,435,435,78.0,119.0,48.0,870,16.0,30.0,3.0,5.0,3.0,7.0,1.0,11.0,,,19.0,4.0,17.0,41.0,29.0,11.0,69.0,518,3.0,7.0,8.0,3.0,9.0,4.0,17.0,24.0,10.0,4.0,19.0,5.0,7.0,2.0,9.0,2.0,7.0,20.0,1.0,6.0,14.0,31.0,9.0,40.0,3.0,,1.0,6.0,9.0,8.0,25.0,1.0,9.0,,12.0,7.0,1.0,1.0,1.0,,17.0,78.0,,0.7058823529411765,0.8,0.4146341463414634,0.4285714285714285,0.3333333333333333,0.4142857142857143,0.3,0.5769230769230769,0.46,0.3636363636363636,0.6071428571428571,0.4142857142857143,0.1219512195121951,0.1,17.177914110429448,0.3333333333333333,0.054054054054054,0.1647058823529411,0.010204081632653,0.1630434782608695,0.0334928229665071,0.0444444444444444,,,0.0384615384615384,0.1551724137931034,0.1851851851851851,0.4285714285714285,0.5333333333333333,0.5925925925925926,0.6875,0.1571428571428571,0.0909090909090909,0.1111111111111111,1.0,,,,0.2714285714285714,0.5,0.6,0.5384615384615384,0.4285714285714285,0.3076923076923077,0.8428571428571429,0.562602142857143,0.5606071428571429,0.5518692307692307,0.0933333333333333,0.1521739130434782,0.1159420289855072,0.2463768115942029,3.4390243902439024,25.3,0.1793103448275862,3.0,10.0,5.0,,3.0,3.0,8.0,,3.0,3.0,2.0,24.0,5.0,,,16.0,1.0,,6.0,1.0,1.0,2.0,1.0,,,,,,,,1.0,0.2758620689655172,,0.75,0.2758620689655172,0.0588235294117647,0.1616161616161616,0.1219512195121951,0.1621621621621621,0.238095238095238,,,0.1428571428571428,0.3,0.3,1.0,0.2631578947368421,0.2631578947368421,1.0,0.3333333333333333,0.3,,,0.75,0.2631578947368421,,,,2.0,5.0,,2.0,,,,,0.1818181818181818,0.0816326530612244,,,,,,,,4.0,,,,,,,2.0,0.2,,,,,,,,True,,,,,,
201933,1610612765,Blake Griffin,Blake Griffin,201933,DET,4733.0,79,-35.0,151,151,32.0,23.0,21.0,302,2.0,5.0,,,1.0,3.0,,4.0,,1.0,11.0,4.0,2.0,10.0,12.0,3.0,13.0,179,,,6.0,1.0,5.0,5.0,6.0,4.0,,,11.0,3.0,3.0,6.0,9.0,5.0,2.0,24.0,,1.0,5.0,11.0,1.0,12.0,5.0,1.0,1.0,3.0,8.0,1.0,6.0,1.0,13.0,,4.0,1.0,,,,,6.0,32.0,2.0,1.0,1.0,0.2,,0.2,0.2272727272727272,0.5,0.25,0.2708333333333333,0.6,0.2727272727272727,0.5454545454545454,0.3,0.4,18.07909604519774,0.625,0.0285714285714285,0.1785714285714285,,0.1864406779661017,0.0119047619047619,,,,,0.0952380952380952,0.4285714285714285,0.2272727272727272,0.4,0.6666666666666666,1.0,0.1818181818181818,,,,0.0454545454545454,,,0.5,,,0.3,0.3333333333333333,0.4,0.7727272727272727,0.4896590909090909,0.56375,0.478575,0.0434782608695652,0.0909090909090909,0.4615384615384615,0.4615384615384615,5.970000000000001,25.40833333333333,0.2119205298013245,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,6.0,,,2.0,1.0,1.0,4.0,1.0,,,,3.0,1.0,,1.0,0.5,0.1666666666666666,0.3333333333333333,0.2,0.1666666666666666,,0.1935483870967742,0.2352941176470588,0.2857142857142857,,,,0.0454545454545454,,,,0.1818181818181818,0.1818181818181818,0.5,,0.6666666666666666,0.5,1.0,0.25,0.1818181818181818,1.0,,1.0,3.0,1.0,,,,,,1.0,0.25,0.0588235294117647,0.3333333333333333,0.1,,,,3.0,,,,,,,,,,,,,,,,,,True,,,,,,
1628402,1610612765,Frank Jackson,Frank Jackson,1628402,DET,739.0,12,-6.0,24,27,7.0,6.0,1.0,51,,,,,,,,,,1.0,1.0,,,1.0,2.0,,3.0,30,,,,,1.0,1.0,3.0,,,,1.0,,3.0,,3.0,,3.0,6.0,,,2.0,2.0,,2.0,,,,,,,1.0,,2.0,,,,,,,,3.0,7.0,1.0,,,,,,0.5,,0.75,0.5,,0.75,0.6666666666666666,,,12.0,,,0.2857142857142857,,0.1666666666666666,,,,,,0.6666666666666666,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,,,,0.6666666666666666,0.4435666666666666,,0.417925,,,,1.0,14.1,26.15,0.2916666666666667,1.0,1.0,,,,,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,1.0,0.5,,1.0,0.5,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1630180,1610612765,Saddiq Bey,Saddiq Bey,1630180,DET,16040.0,267,4.0,531,536,97.0,144.0,60.0,1067,9.0,17.0,,2.0,3.0,6.0,1.0,5.0,1.0,6.0,45.0,9.0,11.0,28.0,58.0,26.0,126.0,612,,3.0,19.0,3.0,6.0,14.0,29.0,12.0,10.0,,45.0,2.0,5.0,12.0,17.0,11.0,5.0,46.0,2.0,4.0,15.0,36.0,6.0,42.0,4.0,,3.0,4.0,8.0,7.0,16.0,2.0,16.0,1.0,29.0,12.0,,,,,29.0,96.0,4.0,0.5454545454545454,0.5454545454545454,0.3928571428571428,,0.5,0.5813953488372093,0.625,0.525,0.6428571428571429,0.6785714285714286,0.58,0.6744186046511628,0.0714285714285714,0.0588235294117647,17.845117845117844,0.5,0.0347826086956521,0.1415094339622641,0.0151515151515151,0.1285140562248996,0.0242914979757085,0.0277777777777777,,,0.1176470588235294,0.1666666666666666,0.088235294117647,0.1976744186046511,0.5294117647058824,0.5625,0.5555555555555556,0.0581395348837209,0.2,0.25,,0.0697674418604651,0.1666666666666666,0.1666666666666666,0.5232558139534884,0.1666666666666666,,0.3,0.5,0.45,0.872093023255814,0.5518802325581394,0.5683571428571429,0.5628575,0.1443298969072164,0.3243243243243243,0.1507936507936507,0.2301587301587301,6.817857142857143,25.22068965517241,0.1826741996233521,9.0,13.0,17.0,1.0,4.0,1.0,26.0,5.0,9.0,5.0,8.0,78.0,17.0,1.0,,17.0,4.0,1.0,6.0,3.0,,1.0,,3.0,,1.0,,1.0,,1.0,1.0,0.4482758620689655,0.5555555555555556,0.3571428571428571,0.4482758620689655,0.2666666666666666,0.1188811188811188,0.1290322580645161,0.1063829787234042,0.1176470588235294,0.0217391304347826,,0.1511627906976744,0.6923076923076923,0.6923076923076923,1.0,0.3777777777777777,0.3777777777777777,1.0,,0.3333333333333333,0.25,1.0,0.1111111111111111,0.3777777777777777,5.0,4.0,5.0,4.0,3.0,1.0,3.0,,2.0,,,0.2,0.05,0.4166666666666667,0.25,0.8,0.0333333333333333,4.0,,,,,,,1.0,0.8,1.0,,,1.0,,,,,,,True,,,,,,
203924,1610612765,Jerami Grant,Jerami Grant,203924,DET,17167.0,286,25.0,581,581,211.0,212.0,76.0,1162,26.0,38.0,3.0,7.0,8.0,14.0,8.0,22.0,9.0,26.0,47.0,15.0,43.0,86.0,59.0,61.0,207.0,644,4.0,10.0,18.0,16.0,30.0,20.0,84.0,48.0,38.0,2.0,47.0,8.0,13.0,14.0,27.0,8.0,11.0,68.0,6.0,3.0,21.0,43.0,9.0,52.0,12.0,2.0,7.0,6.0,18.0,9.0,18.0,,47.0,3.0,64.0,26.0,5.0,3.0,8.0,,82.0,210.0,1.0,0.5581395348837209,0.5714285714285714,0.5,0.4,0.5333333333333333,0.503448275862069,0.4666666666666667,0.53,0.5895953757225434,0.5294117647058824,0.6484375,0.4068965517241379,0.0930232558139534,0.1052631578947368,28.59281437125749,0.6666666666666666,0.0222222222222222,0.2,0.0441176470588235,0.1561338289962825,0.033210332103321,0.0416666666666666,,0.0467289719626168,0.0344827586206896,0.16,0.3,0.2620689655172414,0.6842105263157895,0.7647058823529411,0.6538461538461539,0.1517241379310344,0.3636363636363636,0.4,0.125,0.1793103448275862,0.3461538461538461,0.375,0.3241379310344827,0.4666666666666667,0.4285714285714285,0.28,0.5714285714285714,0.3,0.6689655172413793,0.501936551724138,0.4883416666666667,0.503851,0.1607142857142857,0.2407407407407407,0.0869565217391304,0.4057971014492754,8.133720930232556,25.90338983050848,0.3631669535283993,2.0,12.0,18.0,1.0,4.0,7.0,20.0,2.0,5.0,7.0,31.0,51.0,18.0,6.0,1.0,21.0,1.0,3.0,5.0,1.0,2.0,5.0,,1.0,2.0,3.0,3.0,5.0,5.0,4.0,0.85,0.3389830508474576,0.4,0.35,0.3389830508474576,0.0714285714285714,0.1280487804878048,0.1343283582089552,0.1428571428571428,0.088235294117647,0.0441176470588235,0.625,0.0827586206896551,0.1666666666666666,0.1818181818181818,1.0,0.3829787234042553,0.3829787234042553,0.8333333333333334,0.6666666666666666,0.2666666666666666,0.25,1.0,0.4666666666666667,0.3829787234042553,1.0,,5.0,4.0,4.0,,4.0,,1.0,2.0,,0.0909090909090909,0.0163934426229508,0.0666666666666666,0.1,,0.0166666666666666,1.0,9.0,1.0,1.0,2.0,3.0,,0.6666666666666666,1.0,1.0,,,,1.0,3.0,3.0,0.0169491525423728,0.0769230769230769,0.0833333333333333,True,,,,,,
201961,1610612765,Wayne Ellington,Wayne Ellington,201961,DET,6204.0,103,26.0,220,210,62.0,46.0,22.0,430,5.0,6.0,,,,,,1.0,2.0,4.0,28.0,6.0,7.0,11.0,33.0,1.0,60.0,242,,,,1.0,1.0,7.0,15.0,14.0,,,28.0,1.0,3.0,3.0,6.0,3.0,3.0,15.0,1.0,,,3.0,1.0,4.0,3.0,,2.0,,3.0,4.0,8.0,,2.0,,3.0,,1.0,1.0,1.0,,15.0,61.0,2.0,1.0,1.0,0.6363636363636364,,1.0,0.6704545454545454,,0.875,0.6666666666666666,,0.8333333333333334,0.75,0.0909090909090909,0.1666666666666666,19.262295081967213,1.0,,,0.0172413793103448,0.036144578313253,0.0104166666666666,,,0.0208333333333333,,,,0.1363636363636363,0.8333333333333334,1.0,1.0,0.0227272727272727,,,,0.0909090909090909,0.5,0.5,0.6363636363636364,,,,,0.75,0.8863636363636364,0.5507636363636363,0.6174,0.5371374999999999,0.0227272727272727,,,0.25,7.209090909090909,25.524242424242427,0.2818181818181818,2.0,5.0,13.0,,2.0,3.0,15.0,,3.0,4.0,1.0,45.0,13.0,,,3.0,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,0.4545454545454545,,0.5714285714285714,0.4545454545454545,,0.0681818181818181,,0.1764705882352941,,,1.0,0.1136363636363636,0.4,0.4,1.0,0.4642857142857143,0.4642857142857143,1.0,,0.6666666666666666,,,0.5,0.4642857142857143,1.0,1.0,1.0,,,,,1.0,1.0,,,,,0.3333333333333333,0.125,1.0,0.0303030303030303,,,,,,1.0,,1.0,,,,,,,,,,,,True,,,,,,
