EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,FTDefRebounds,ShootingFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefFTReboundPct,AtRimFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,AtRimFGM,Corner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,ShortMidRangeAssists,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls Drawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsUnassisted3s,Fg2aBlocked,LostBallOutOfBoundsTurnovers,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,OffTwoPtRebounds,FTOffRebounds,OffRebounds,Offensive Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,OffFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,PtsPutbacks,OffThreePtRebounds,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangeAssists,OffShortMidRangeReboundPct,HeaveAttempts,SelfOReb,Loose Ball Fouls,3SecondViolations,SelfORebPct,Travels,SecondChanceTurnovers,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,3pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls,BlockedArc3,on,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,StepOutOfBoundsTurnovers,Technical Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,DefensiveGoaltends
1627732,1610612755,Ben Simmons,Ben Simmons,1627732,PHI,624.0,10,2.0,21,23,3.0,3.0,44,2.0,3.0,2.0,3.0,4.0,22,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,12.5,0.3333333333333333,0.25,0.3,0.5,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.5,0.4194333333333333,0.3333333333333333,0.3333333333333333,0.5,6.7,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1627788,1610612755,Furkan Korkmaz,Furkan Korkmaz,1627788,PHI,614.0,10,-4.0,21,22,,2.0,43,,,,1.0,3.0,22,,,,,,1.0,,1.0,,,1.0,2.0,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,0.375,,0.375,,17.391304347826086,,,,,,,,,,0.5339375,,,,2.5,,6.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.75,1.0,0.25,0.75,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,26.599999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1629680,1610612755,Matisse Thybulle,Matisse Thybulle,1629680,PHI,2489.0,41,4.0,83,86,13.0,12.0,169,,,1.0,1.0,8.0,80,,,,,2.0,1.0,,1.0,,,,2.0,2.0,4.0,6.0,6.0,7.0,4.0,3.0,2.0,,,,,13.0,,,1.0,,0.5,,0.5,,13.541666666666668,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.08333333333333333,0.08333333333333333,,,,,0.56231875,,,,1.5,0.1566265060240964,14.0,1.0,2.0,5.0,2.0,7.0,6.0,5.0,2.0,,3.0,1.0,0.2857142857142857,0.2857142857142857,0.875,,0.125,0.625,0.4,0.4,1.0,1.0,0.4,25.185714285714283,1.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.5,1.5,0.6,0.1,0.3333333333333333,0.5,1.0,1.0,0.25,1.0,1.0,0.507675,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1630178,1610612755,Tyrese Maxey,Tyrese Maxey,1630178,PHI,4405.0,73,30.0,151,157,42.0,19.0,308,6.0,11.0,20.0,33.0,57.0,139,3.0,3.0,7.0,18.0,22.0,5.0,7.0,12.0,7.0,,4.0,31.0,3.0,4.0,7.0,7.0,2.0,2.0,7.0,10.0,,9.0,3.0,5.0,42.0,0.45,0.45,0.6060606060606061,1.0,0.5697674418604651,0.75,0.6195652173913043,0.875,28.488372093023255,0.1,0.13043478260869565,0.1111111111111111,0.125,0.15,0.2558139534883721,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.5006441860465116,0.1111111111111111,0.14285714285714285,0.12280701754385964,6.336363636363637,0.2781456953642384,64.0,17.0,3.0,10.0,3.0,10.0,6.0,10.0,3.0,,2.0,0.6666666666666666,0.3,0.3,0.23255813953488372,,0.3953488372093023,0.23255813953488372,0.3,0.3,0.6666666666666666,0.627906976744186,0.3,27.98,11.0,,1.0,4.0,1.0,4.0,11.0,1.0,,2.0,,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,,,3.0,11.0,0.25,0.45,0.5,0.6666666666666666,0.07142857142857142,0.1,,0.6470588235294118,0.7333333333333333,,0.4,0.25,0.4588900000000001,0.19298245614035087,1.0,1.0,1.0,2.0,3.0,5.0,1.0,8.0,1.0,1.0,3.0,6.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.5,0.06060606060606061,0.11764705882352941,0.6666666666666666,0.2727272727272727,0.11627906976744186,0.6,0.6,0.6666666666666666,0.25,1.0,0.25,0.2,0.5,0.411375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
201229,1610612755,Anthony Tolliver,Anthony Tolliver,201229,PHI,5935.0,99,31.0,208,212,78.0,27.0,420,,1.0,,3.0,17.0,204,,1.0,,,,1.0,1.0,2.0,1.0,,1.0,5.0,1.0,5.0,7.0,10.0,3.0,1.0,7.0,4.0,,6.0,,,78.0,,,,,0.35294117647058826,,0.4473684210526316,,9.243697478991598,0.10416666666666667,0.02857142857142857,0.07228915662650602,0.05555555555555555,,0.058823529411764705,,,,0.5174441176470588,0.10526315789473684,,,9.466666666666667,0.375,91.0,1.0,2.0,10.0,4.0,14.0,12.0,10.0,2.0,1.0,2.0,1.0,0.2857142857142857,0.2857142857142857,0.8235294117647058,0.1111111111111111,0.058823529411764705,0.5882352941176471,0.2,0.2,1.0,0.8823529411764706,0.2,25.900000000000002,,4.0,1.0,4.0,2.0,6.0,9.0,,2.0,,2.0,,3.0,,3.0,,1.0,2.0,,2.0,,2.0,9.0,0.3333333333333333,0.375,0.5,,0.16666666666666666,0.08333333333333333,0.16666666666666666,,,0.23529411764705882,0.5,0.25,0.5196875,0.5294117647058824,,1.0,,1.0,,1.0,,5.0,,,,2.0,3.0,,,,,,,1.0,2.0,,,,,0.5,,0.058823529411764705,,,,1.0,,,0.125,,0.7476,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,0.2,0.017543859649122806,0.010309278350515464,0.045454545454545456,0.5,0.5,1.0,0.25,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
201980,1610612755,Danny Green,Danny Green,201980,PHI,262.0,4,-4.0,7,9,,1.0,16,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
203954,1610612755,Joel Embiid,Joel Embiid,203954,PHI,265.0,4,,9,9,,2.0,18,,2.0,3.0,6.0,6.0,8,1.0,1.0,2.0,2.0,4.0,,,,,,,,,,1.0,3.0,,,,,,,,,,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,0.5,1.0,54.54545454545455,,,,,,0.3333333333333333,,,,0.5063,,,0.3333333333333333,7.483333333333333,,,3.0,,,,,,,,1.0,,,,,,1.0,0.5,,,,,0.5,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,0.16666666666666666,,,0.5,0.16666666666666666,1.0,1.0,,1.0,1.0,,,,0.8002,,,,1.0,,2.0,,,,,0.25,0.2857142857142857,0.5,,,,,,,2.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
203118,1610612755,Mike Scott,Mike Scott,203118,PHI,1521.0,25,13.0,54,51,25.0,3.0,105,,,,1.0,6.0,48,,,,,,,2.0,2.0,2.0,,,6.0,2.0,5.0,7.0,7.0,1.0,1.0,1.0,1.0,,,,,25.0,,,,,0.375,,0.375,,13.793103448275863,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.4,,,,,0.526925,,,,19.1,0.46296296296296297,30.0,,1.0,5.0,2.0,7.0,6.0,5.0,1.0,,,1.0,0.2857142857142857,0.2857142857142857,0.875,,,0.625,0.2,0.2,1.0,0.875,0.2,25.3,,2.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,1.0,1.0,,1.0,,1.0,3.0,0.5,0.5,0.5,,0.2,0.4,,,,0.25,0.6666666666666666,0.5,0.4876833333333333,0.5,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,,0.125,,,,,,1.0,,,0.6069,1.0,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
201588,1610612755,George Hill,George Hill,201588,PHI,1405.0,23,15.0,44,48,13.0,7.0,92,2.0,4.0,4.0,7.0,10.0,37,,,1.0,,8.0,3.0,2.0,5.0,1.0,1.0,2.0,12.0,,1.0,1.0,2.0,2.0,2.0,2.0,4.0,,3.0,1.0,2.0,13.0,,,0.5714285714285714,,0.5714285714285714,,0.625,0.5,21.56862745098039,0.08333333333333333,,0.041666666666666664,0.3333333333333333,,0.5714285714285714,0.5,0.5,,0.5729285714285715,0.25,0.25,0.1,6.0857142857142845,0.29545454545454547,6.0,3.0,,,,,,,,,1.0,,,,,,0.42857142857142855,,,,,0.42857142857142855,,,2.0,,,,,,,,,1.0,1.0,,2.0,1.0,3.0,1.0,,,,,,,,,,,0.3333333333333333,,,,0.6666666666666666,1.0,,,,0.4025,,,,,,,,,2.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,0.14285714285714285,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,1.0,,,,,0.08333333333333333,0.05263157894736842,,,,,,,,,,,,,1.0,0.2,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2730,1610612755,Dwight Howard,Dwight Howard,2730,PHI,2262.0,38,12.0,72,77,14.0,11.0,149,1.0,2.0,6.0,9.0,17.0,72,3.0,4.0,10.0,6.0,6.0,3.0,1.0,4.0,1.0,,,9.0,7.0,5.0,15.0,22.0,3.0,2.0,5.0,7.0,1.0,6.0,2.0,4.0,14.0,0.5,1.0,0.6666666666666666,0.75,0.6,0.75,0.7083333333333334,0.8333333333333334,16.666666666666668,0.25,0.4666666666666667,0.34285714285714286,0.3333333333333333,0.5384615384615384,0.2,0.5,1.0,1.0,0.5677444444444445,0.3333333333333333,0.36363636363636365,0.5882352941176471,2.4444444444444446,0.19444444444444445,10.0,7.0,,1.0,,1.0,,,,3.0,2.0,,,,0.1,0.6,0.7,0.1,,,,0.8,,57.4,5.0,,,1.0,,1.0,7.0,2.0,1.0,,,,2.0,,2.0,1.0,,1.0,,,,1.0,7.0,,0.5,0.5833333333333334,,0.2857142857142857,,,0.7142857142857143,0.7142857142857143,,0.16666666666666666,,0.5486599999999999,0.4117647058823529,3.0,4.0,3.0,5.0,,,,5.0,,4.0,3.0,5.0,1.0,,1.0,,,,1.0,1.0,,,0.6,0.1111111111111111,,1.0,0.4,,,,,1.0,0.75,,0.8333333333333334,0.6,0.58285,,,,5.0,1.0,7.0,1.0,,,0.3333333333333333,0.21739130434782608,0.18181818181818182,0.3333333333333333,,,,,,,6.0,1.0,0.5,0.1,0.14285714285714285,1.0,0.2,1.0,1.0,2.0,1.0,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
