EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockedLongMidRange,DefFTReboundPct,SecondChanceAtRimAccuracy,SecondChanceFtPoints,SecondChanceTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedAtRim,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,HeaveAttempts,BlockedCorner3,on,HeaveMakes
1626145,1610612763,Tyus Jones,Tyus Jones,1626145,MEM,34497.0,575,19,1195,1178,215,229,125,2373,18.0,34.0,2.0,1.0,6.0,53.0,86.0,5.0,19.0,9.0,19.0,1.0,4.0,2.0,5.0,15.0,46,2.0,4.0,5.0,8.0,76.0,139,24.0,65,27.0,251.0,1309,5.0,11.0,3.0,8.0,19.0,12.0,24.0,7.0,13.0,4.0,49.0,46.0,106.0,63.0,9.0,2.0,46,15.0,5.0,81.0,43.0,124.0,26.0,17.0,40.0,36.0,5.0,291.0,3.0,6.0,33.0,19.0,52.0,9.0,61.0,1.0,33.0,22.0,11.0,13.0,4.0,10.0,7.0,1.0,3.0,20.0,8.0,8.0,19,1.0,1.0,1.0,30.0,3.0,30.0,3.0,12.0,2.0,2.0,2.0,2.0,2.0,1.0,49.0,214,1.0,1.0,0.3026315789473684,0.30666666666666664,0.875,0.36923076923076925,0.375,0.5384615384615384,0.36923076923076925,0.5467625899280576,0.45454545454545453,0.5,0.5490196078431373,0.5,0.6081081081081081,0.5783410138248848,0.5,0.6282051282051282,0.31862745098039214,0.03597122302158273,0.08823529411764706,0.011627906976744186,0.05263157894736842,17.58569299552906,0.65,0.06529209621993128,0.01904761904761905,0.13580246913580246,0.012,0.09737827715355805,0.01592920353982301,0.010638297872340425,0.01875,0.03278688524590164,0.01092896174863388,0.014925373134328358,0.08035714285714286,0.06201550387596899,0.04,0.12690355329949238,0.17391304347826086,0.010309278350515464,0.5,0.16666666666666666,0.5294117647058824,0.5806451612903226,0.4444444444444444,0.4215686274509804,0.6162790697674418,0.6235294117647059,0.24528301886792453,0.09313725490196079,0.2631578947368421,0.2777777777777778,0.4,0.09313725490196079,0.47368421052631576,0.47368421052631576,1.0,0.22549019607843138,0.32608695652173914,0.32608695652173914,0.8,0.10526315789473684,0.21052631578947367,0.25,1.0,0.21052631578947367,0.5,1.0,0.16216216216216217,0.16666666666666666,0.13513513513513514,0.4,0.21621621621621623,0.625,0.4852941176470588,0.32608695652173914,0.48011985294117643,0.47708750000000005,0.48721216216216223,0.06511627906976744,0.08108108108108109,0.029850746268656716,0.07569721115537849,0.1952191235059761,9.045323741007197,25.256923076923076,0.1799163179916318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626159,1610612763,Justise Winslow,Justise Winslow,1626159,MEM,14525.0,242,-111,506,501,150,127,54,1007,15.0,28.0,5.0,3.0,5.0,12.0,32.0,3.0,15.0,3.0,16.0,,,1.0,5.0,2.0,18,,1.0,,6.0,30.0,75,5.0,34,8.0,83.0,602,1.0,7.0,,1.0,2.0,4.0,14.0,1.0,11.0,,11.0,34.0,26.0,15.0,,2.0,18,2.0,3.0,16.0,7.0,23.0,6.0,1.0,7.0,5.0,4.0,53.0,1.0,6.0,14.0,21.0,39.0,7.0,46.0,5.0,10.0,6.0,4.0,10.0,2.0,6.0,8.0,1.0,4.0,18.0,3.0,9.0,23,1.0,,1.0,11.0,,12.0,,6.0,,,3.0,2.0,3.0,2.0,11.0,150,4.0,,0.5666666666666667,0.5862068965517241,1.0,0.14705882352941177,,0.09090909090909091,0.14705882352941177,0.4,0.14285714285714285,0.2857142857142857,0.3440366972477064,0.125,0.22,0.36086956521739133,0.125,0.22,0.3119266055045872,0.04,0.07142857142857142,0.03125,,23.17073170731707,0.5555555555555556,0.1926605504587156,0.0379746835443038,0.15384615384615385,0.010101010101010102,0.175,0.027237354085603113,0.06976744186046512,0.03333333333333333,,,0.03571428571428571,0.27586206896551724,0.1,0.26666666666666666,0.14814814814814814,0.2,0.07142857142857142,0.6666666666666666,0.25688073394495414,0.5357142857142857,0.5769230769230769,0.6,0.29357798165137616,0.375,0.3870967741935484,0.5,0.13761467889908258,0.2,0.2,0.6666666666666666,0.14678899082568808,0.1875,0.1875,1.0,0.1651376146788991,0.1111111111111111,0.1111111111111111,1.0,0.625,,,,0.125,,,0.2,0.6,0.2,0.2,0.24,,0.5688073394495413,0.1111111111111111,0.5191174311926604,0.6502874999999999,0.5286200000000001,0.05217391304347826,0.07407407407407407,,0.024096385542168676,0.13253012048192772,7.657333333333335,24.508823529411767,0.2964426877470356,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.3076923076923077,0.2,,,,,,,,,,,,,,,,,,,,,True,
1628415,1610612763,Dillon Brooks,Dillon Brooks,1628415,MEM,36549.0,609,91,1283,1273,253,192,137,2556,29.0,56.0,3.0,7.0,13.0,45.0,94.0,22.0,50.0,14.0,22.0,,2.0,6.0,6.0,36.0,102,3.0,9.0,3.0,19.0,96.0,200,50.0,124,49.0,391.0,1406,5.0,16.0,3.0,11.0,25.0,20.0,42.0,9.0,25.0,6.0,73.0,100.0,92.0,117.0,33.0,2.0,102,36.0,11.0,45.0,13.0,58.0,8.0,5.0,25.0,19.0,1.0,129.0,2.0,9.0,21.0,18.0,39.0,11.0,50.0,5.0,20.0,12.0,8.0,32.0,1.0,19.0,15.0,3.0,13.0,47.0,9.0,27.0,77,3.0,1.0,5.0,56.0,3.0,60.0,6.0,32.0,,,9.0,2.0,10.0,1.0,73.0,249,9.0,,0.5208333333333334,0.5263157894736842,0.78,0.4032258064516129,0.2727272727272727,0.36,0.4032258064516129,0.48,0.3125,0.47619047619047616,0.5277777777777778,0.35185185185185186,0.5,0.5571428571428572,0.4166666666666667,0.5214285714285715,0.38271604938271603,0.055,0.10714285714285714,0.0425531914893617,0.02,27.303988995873453,0.6808510638297872,0.05642633228840126,0.025936599423631124,0.07835820895522388,0.00909090909090909,0.06643952299829642,0.019400352733686066,0.032,0.011627906976744186,0.06,0.012422360248447204,,0.049586776859504134,0.05263157894736842,0.07692307692307693,0.07042253521126761,0.10909090909090909,0.03048780487804878,0.1,0.1728395061728395,0.5178571428571429,0.58,0.6206896551724138,0.29012345679012347,0.4787234042553192,0.5,0.4888888888888889,0.15432098765432098,0.44,0.4489795918367347,0.45454545454545453,0.06790123456790123,0.6363636363636364,0.6363636363636364,1.0,0.3148148148148148,0.35294117647058826,0.35294117647058826,0.6944444444444444,0.1111111111111111,0.07407407407407407,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.19402985074626866,0.5384615384615384,0.08955223880597014,1.0,0.2835820895522388,0.15789473684210525,0.5555555555555556,0.35294117647058826,0.5034790123456789,0.49190238095238087,0.4891597014925374,0.09142857142857143,0.1415929203539823,,0.0639386189258312,0.1867007672634271,9.1685,25.523387096774197,0.19719407638347622,1.0,,,3.0,2.0,2.0,,,0.3333333333333333,6.0,1.0,2.0,1.0,1.0,7.0,,,,,,,,,,,,,,,True,
1629634,1610612763,Brandon Clarke,Brandon Clarke,1629634,MEM,36353.0,606,-66,1260,1254,378,332,150,2514,63.0,93.0,27.0,21.0,28.0,27.0,77.0,4.0,7.0,3.0,16.0,,1.0,2.0,6.0,3.0,19,,2.0,,6.0,94.0,177,6.0,35,36.0,242.0,1449,19.0,41.0,,3.0,51.0,30.0,53.0,2.0,12.0,10.0,76.0,146.0,42.0,18.0,,26.0,19,3.0,12.0,27.0,14.0,41.0,11.0,3.0,8.0,17.0,2.0,96.0,12.0,32.0,44.0,56.0,112.0,48.0,160.0,10.0,20.0,13.0,7.0,9.0,5.0,3.0,12.0,1.0,6.0,21.0,4.0,19.0,35,,3.0,2.0,41.0,1.0,56.0,10.0,33.0,,,23.0,6.0,23.0,14.0,76.0,377,4.0,,0.776595744680851,0.9012345679012346,1.0,0.17142857142857143,,0.16666666666666666,0.17142857142857143,0.5310734463276836,0.4634146341463415,0.5660377358490566,0.4858490566037736,0.4318181818181818,0.5076923076923077,0.5148936170212766,0.51,0.5352112676056338,0.1650943396226415,0.06779661016949153,0.043010752688172046,0.1038961038961039,,17.77777777777778,0.42857142857142855,0.17445482866043613,0.09090909090909091,0.17959183673469387,0.048,0.17667844522968199,0.07308970099667775,0.13675213675213677,0.07142857142857142,0.05660377358490566,0.04395604395604396,0.058823529411764705,0.14049586776859505,0.174496644295302,0.2549019607843137,0.165,0.24444444444444444,0.10101010101010101,0.6086956521739131,0.4386792452830189,0.6774193548387096,0.7078651685393258,0.746031746031746,0.3632075471698113,0.35064935064935066,0.391304347826087,0.8518518518518519,0.0330188679245283,0.5714285714285714,0.5714285714285714,0.75,0.07547169811320754,0.1875,0.1875,1.0,0.08962264150943396,0.15789473684210525,0.15789473684210525,1.0,0.6136363636363636,0.022727272727272728,,,0.045454545454545456,,,0.4307692307692308,0.75,0.09230769230769231,0.3333333333333333,0.09230769230769231,,0.6037735849056604,0.15789473684210525,0.5522316037735849,0.6101681818181819,0.5573538461538462,0.14042553191489363,0.165,,0.21074380165289255,0.3140495867768595,4.940112994350281,24.331428571428575,0.3,14.0,12.0,,4.0,1.0,1.0,1.0,0.34285714285714286,0.5185185185185185,13.0,1.0,,,,16.0,4.0,1.0,0.11428571428571428,0.14285714285714285,,,,,,,,,,,True,
1630217,1610612763,Desmond Bane,Desmond Bane,1630217,MEM,91133.0,1519,12,3151,3128,800,723,384,6279,61.0,101.0,10.0,14.0,26.0,41.0,89.0,15.0,38.0,39.0,78.0,1.0,7.0,8.0,16.0,78.0,193,9.0,22.0,19.0,43.0,117.0,228,117.0,271,40.0,625.0,3532,12.0,19.0,10.0,29.0,59.0,24.0,56.0,27.0,59.0,18.0,147.0,166.0,68.0,327.0,24.0,6.0,193,78.0,26.0,67.0,51.0,118.0,33.0,18.0,40.0,20.0,7.0,287.0,18.0,13.0,94.0,77.0,179.0,31.0,210.0,4.0,41.0,22.0,19.0,29.0,3.0,22.0,30.0,5.0,7.0,59.0,10.0,66.0,125,,5.0,6.0,44.0,3.0,49.0,7.0,16.0,,7.0,13.0,8.0,16.0,9.0,142.0,793,10.0,1.0,0.7094017094017094,0.7280701754385965,0.9316239316239316,0.4317343173431734,0.3448275862068966,0.4576271186440678,0.4317343173431734,0.5131578947368421,0.631578947368421,0.42857142857142855,0.5861723446893787,0.5625,0.5608695652173913,0.5990291262135923,0.57,0.5806451612903226,0.5430861723446894,0.11403508771929824,0.12871287128712872,0.12359550561797752,0.05263157894736842,15.881374722838139,0.4915254237288136,0.10158311345646438,0.014428412874583796,0.1443932411674347,0.029508196721311476,0.1213626685592619,0.020516214427531435,0.006369426751592357,0.01545253863134658,0.029850746268656716,0.029411764705882353,0.02976190476190476,0.09859154929577464,0.09846153846153846,0.11409395973154363,0.14821763602251406,0.1271186440677966,0.01762114537444934,0.5625,0.20240480961923848,0.6039603960396039,0.6931818181818182,0.5737704918032787,0.17835671342685372,0.4606741573033708,0.5256410256410257,0.8292682926829268,0.07615230460921844,0.39473684210526316,0.4166666666666667,0.9333333333333333,0.156312625250501,0.5,0.5131578947368421,1.0,0.3867735470941884,0.40414507772020725,0.41935483870967744,0.8974358974358975,0.20833333333333334,0.14583333333333334,0.14285714285714285,1.0,0.4583333333333333,0.4090909090909091,0.7777777777777778,0.22608695652173913,0.5384615384615384,0.1391304347826087,0.5,0.3739130434782609,0.4418604651162791,0.7454909819639278,0.40414507772020725,0.5260073146292586,0.5102606060606062,0.5209260869565218,0.031496062992125984,0.06751054852320675,,0.0944,0.2352,7.297368421052633,25.105535055350558,0.25388765471278957,7.0,8.0,3.0,12.0,,5.0,1.0,0.08888888888888889,0.7,5.0,6.0,11.0,3.0,3.0,4.0,,,,0.2857142857142857,9.0,0.033210332103321034,0.02564102564102564,0.03626943005181347,,,,,,,True,
202685,1610612763,Jonas Valanciunas,Jonas Valanciunas,202685,MEM,38598.0,643,73,1344,1322,234,172,177,2666,95.0,148.0,77.0,20.0,29.0,54.0,95.0,5.0,6.0,4.0,6.0,,,2.0,3.0,3.0,17,,,,,154.0,249,7.0,23,54.0,383.0,1473,51.0,91.0,,,118.0,26.0,42.0,2.0,3.0,17.0,75.0,178.0,130.0,18.0,3.0,78.0,17,3.0,22.0,34.0,17.0,51.0,16.0,1.0,9.0,18.0,7.0,119.0,20.0,83.0,90.0,92.0,193.0,104.0,297.0,15.0,16.0,15.0,1.0,24.0,4.0,11.0,18.0,1.0,13.0,42.0,5.0,33.0,61,3.0,7.0,7.0,67.0,,66.0,8.0,32.0,,5.0,21.0,7.0,21.0,15.0,75.0,231,1.0,5.0,0.577922077922078,0.7739130434782608,0.8571428571428571,0.30434782608695654,,0.6666666666666666,0.30434782608695654,0.6184738955823293,0.5604395604395604,0.6190476190476191,0.6047794117647058,0.5604395604395604,0.6444444444444445,0.6362126245847176,0.59,0.6944444444444444,0.08455882352941177,0.08835341365461848,0.0945945945945946,0.08421052631578947,,21.83322724379376,0.5714285714285714,0.2967741935483871,0.2064676616915423,0.30927835051546393,0.08130081300813008,0.30282861896838603,0.15895061728395063,0.23648648648648649,0.2107843137254902,0.1,0.08,0.08450704225352113,0.33653846153846156,0.291970802919708,0.2463768115942029,0.32510288065843623,0.22916666666666666,0.17045454545454544,0.7142857142857143,0.5441176470588235,0.6418918918918919,0.7089552238805971,0.5368421052631579,0.3492647058823529,0.5684210526315789,0.6206896551724138,0.6296296296296297,0.022058823529411766,0.8333333333333334,0.8333333333333334,0.8,0.022058823529411766,0.6666666666666666,0.6666666666666666,0.75,0.0625,0.17647058823529413,0.17647058823529413,1.0,0.8461538461538461,,,,,,,0.6444444444444445,0.6896551724137931,0.06666666666666667,0.6666666666666666,,,0.6286764705882353,0.17647058823529413,0.5618336397058824,0.6747853658536584,0.5857566666666665,0.10810810810810811,0.11721611721611722,,0.30809399477806787,0.195822454308094,4.031325301204818,24.873913043478257,0.17410714285714285,44.0,11.0,,1.0,1.0,9.0,,0.4230769230769231,0.5714285714285714,16.0,3.0,,,,14.0,1.0,1.0,0.03225806451612903,0.06818181818181818,,,,,1.0,1.0,1.0,,,,True,
1628960,1610612763,Grayson Allen,Grayson Allen,1628960,MEM,14929.0,249,36,510,506,113,133,65,1016,8.0,13.0,1.0,2.0,5.0,8.0,19.0,1.0,8.0,4.0,15.0,2.0,2.0,,2.0,15.0,33,1.0,1.0,4.0,8.0,17.0,40,19.0,48,31.0,122.0,568,,3.0,3.0,3.0,11.0,4.0,8.0,4.0,10.0,8.0,28.0,18.0,16.0,45.0,12.0,,33,15.0,3.0,14.0,12.0,26.0,6.0,6.0,8.0,5.0,1.0,64.0,3.0,3.0,8.0,19.0,29.0,6.0,35.0,3.0,10.0,5.0,5.0,9.0,2.0,9.0,6.0,,,15.0,,6.0,10,1.0,,,24.0,3.0,37.0,1.0,10.0,1.0,4.0,3.0,,3.0,2.0,26.0,111,1.0,2.0,0.5294117647058824,0.5294117647058824,0.7894736842105263,0.3958333333333333,1.0,0.4,0.3958333333333333,0.425,,0.5,0.5170454545454546,0.75,0.5555555555555556,0.5686274509803921,0.7857142857142857,0.5909090909090909,0.5454545454545454,0.075,0.07692307692307693,0.10526315789473684,,19.89795918367347,0.6,0.152,0.02040816326530612,0.0761904761904762,0.03225806451612903,0.11739130434782609,0.025,,0.029850746268656716,0.03571428571428571,0.04225352112676056,,0.15555555555555556,0.13793103448275862,0.18181818181818182,0.05555555555555555,0.2,0.06666666666666667,0.6666666666666666,0.14772727272727273,0.6153846153846154,0.6666666666666666,0.5,0.2159090909090909,0.42105263157894735,0.47058823529411764,0.5,0.09090909090909091,0.125,0.125,1.0,0.17045454545454544,0.26666666666666666,0.3076923076923077,1.0,0.375,0.45454545454545453,0.46875,0.7333333333333333,0.16666666666666666,0.3333333333333333,1.0,1.0,0.16666666666666666,1.0,1.0,0.2777777777777778,0.4,0.1111111111111111,,0.4444444444444444,0.5,0.6931818181818182,0.45454545454545453,0.516278409090909,0.43660000000000004,0.5101277777777778,0.11224489795918367,0.20408163265306123,0.02040816326530612,0.09016393442622951,0.22950819672131148,8.504999999999999,25.195833333333336,0.22156862745098038,,2.0,1.0,2.0,1.0,,,0.09090909090909091,,2.0,1.0,7.0,,,3.0,,,,,3.0,0.0625,0.13333333333333333,0.030303030303030304,,,,,,,True,
1629001,1610612763,De'Anthony Melton,De'Anthony Melton,1629001,MEM,29018.0,484,-10,999,997,351,333,128,1996,20.0,35.0,4.0,6.0,13.0,21.0,42.0,5.0,14.0,8.0,17.0,1.0,3.0,2.0,4.0,35.0,82,3.0,10.0,12.0,29.0,46.0,91,43.0,99,16.0,237.0,1109,3.0,8.0,4.0,13.0,22.0,14.0,30.0,14.0,33.0,9.0,79.0,36.0,56.0,99.0,30.0,2.0,82,35.0,12.0,40.0,24.0,64.0,13.0,11.0,25.0,14.0,1.0,152.0,7.0,8.0,23.0,36.0,63.0,15.0,78.0,4.0,24.0,15.0,9.0,25.0,1.0,15.0,9.0,3.0,10.0,34.0,7.0,25.0,46,2.0,,1.0,31.0,,21.0,2.0,8.0,2.0,1.0,15.0,5.0,15.0,6.0,79.0,348,4.0,1.0,0.391304347826087,0.4,0.7674418604651163,0.43434343434343436,0.3076923076923077,0.42424242424242425,0.43434343434343436,0.5054945054945055,0.375,0.4666666666666667,0.5815789473684211,0.42857142857142855,0.5555555555555556,0.5959595959595959,0.4782608695652174,0.582089552238806,0.5210526315789473,0.13186813186813187,0.14285714285714285,0.16666666666666666,,20.31523642732049,0.7352941176470589,0.14457831325301204,0.02768166089965398,0.11274509803921569,0.03398058252427184,0.13024282560706402,0.030303030303030304,0.009259259259259259,0.043478260869565216,0.023255813953488372,0.013888888888888888,0.08064516129032258,0.08421052631578947,0.18181818181818182,0.18181818181818182,0.10465116279069768,0.15625,0.04819277108433735,0.4,0.18421052631578946,0.5714285714285714,0.6666666666666666,0.45,0.22105263157894736,0.5,0.6,0.38095238095238093,0.07368421052631578,0.35714285714285715,0.35714285714285715,0.2,0.08947368421052632,0.47058823529411764,0.47058823529411764,1.0,0.43157894736842106,0.4268292682926829,0.4375,0.7142857142857143,0.19047619047619047,0.14285714285714285,0.3333333333333333,1.0,0.47619047619047616,0.3,0.6666666666666666,0.20634920634920634,0.46153846153846156,0.06349206349206349,0.5,0.4603174603174603,0.41379310344827586,0.7052631578947368,0.4268292682926829,0.5248292105263157,0.56599,0.5134285714285713,0.050761421319796954,0.08247422680412371,0.02,0.09282700421940929,0.3333333333333333,7.457142857142859,25.46060606060606,0.35135135135135137,2.0,4.0,1.0,,,,,0.10526315789473684,0.5,4.0,1.0,1.0,,,10.0,,1.0,,0.5,2.0,0.020202020202020204,,0.024390243902439025,1.0,,,1.0,,,True,
1630214,1610612763,Xavier Tillman,Xavier Tillman,1630214,MEM,34099.0,568,27,1150,1147,288,271,130,2297,46.0,68.0,21.0,9.0,13.0,30.0,61.0,3.0,6.0,4.0,18.0,1.0,4.0,1.0,8.0,4.0,15,,,2.0,6.0,79.0,135,8.0,33,19.0,201.0,1292,20.0,28.0,1.0,4.0,47.0,14.0,28.0,3.0,14.0,4.0,41.0,124.0,34.0,24.0,,20.0,14,4.0,18.0,28.0,17.0,45.0,13.0,4.0,9.0,14.0,5.0,107.0,13.0,29.0,45.0,46.0,102.0,42.0,144.0,4.0,25.0,19.0,6.0,7.0,2.0,4.0,8.0,2.0,3.0,15.0,1.0,43.0,57,2.0,1.0,1.0,25.0,1.0,27.0,7.0,17.0,,,18.0,5.0,18.0,10.0,41.0,286,1.0,,0.7848101265822784,0.8985507246376812,1.0,0.24242424242424243,0.25,0.21428571428571427,0.25,0.5851851851851851,0.7142857142857143,0.5,0.5416666666666666,0.671875,0.44047619047619047,0.5646067415730337,0.6714285714285714,0.45555555555555555,0.19642857142857142,0.13333333333333333,0.17647058823529413,0.09836065573770492,,14.869029275808936,0.4666666666666667,0.15753424657534246,0.08978328173374613,0.19148936170212766,0.05752212389380531,0.17267552182163187,0.07650273224043716,0.12605042016806722,0.07142857142857142,0.06,0.06395348837209303,0.037037037037037035,0.17699115044247787,0.128,0.18518518518518517,0.19473684210526315,0.17777777777777778,0.06666666666666667,0.5555555555555556,0.40476190476190477,0.6764705882352942,0.8214285714285714,0.717391304347826,0.3630952380952381,0.4918032786885246,0.5454545454545454,0.9,0.03571428571428571,0.5,0.5,0.6666666666666666,0.10714285714285714,0.2222222222222222,0.2222222222222222,1.0,0.08928571428571429,0.26666666666666666,0.26666666666666666,1.0,0.65625,0.125,0.25,1.0,,,,0.30952380952380953,0.6923076923076923,0.19047619047619047,0.125,0.14285714285714285,0.3333333333333333,0.6011904761904762,0.2857142857142857,0.5378371257485028,0.6134104166666666,0.5342280487804878,0.09550561797752809,0.11724137931034483,,0.23383084577114427,0.20398009950248755,5.666666666666663,24.763636363636365,0.25043478260869567,17.0,11.0,1.0,,,3.0,,0.2894736842105263,0.8095238095238095,4.0,2.0,,,,13.0,,,,0.4117647058823529,,,,,,,2.0,,1.0,,True,
1629723,1610612763,John Konchar,John Konchar,1629723,MEM,15229.0,254,29,523,511,144,166,72,1034,17.0,22.0,7.0,6.0,7.0,3.0,15.0,1.0,3.0,3.0,8.0,,1.0,1.0,2.0,5.0,10,1.0,1.0,1.0,1.0,21.0,40,8.0,18,9.0,75.0,580,7.0,11.0,1.0,2.0,21.0,6.0,12.0,2.0,3.0,4.0,22.0,24.0,18.0,24.0,,10.0,10,5.0,4.0,12.0,14.0,26.0,11.0,3.0,8.0,4.0,,66.0,9.0,9.0,14.0,18.0,37.0,18.0,55.0,3.0,23.0,17.0,6.0,6.0,3.0,6.0,3.0,,,9.0,2.0,11.0,19,,5.0,,9.0,,10.0,,3.0,,2.0,3.0,1.0,3.0,1.0,22.0,144,2.0,2.0,0.5714285714285714,0.75,1.0,0.4444444444444444,0.5,0.6666666666666666,0.4444444444444444,0.525,0.6363636363636364,0.5,0.5689655172413793,0.6538461538461539,0.6,0.5952380952380952,0.7,0.6470588235294118,0.3103448275862069,0.1,0.09090909090909091,0.13333333333333333,,11.960132890365449,0.6666666666666666,0.15789473684210525,0.06040268456375839,0.12280701754385964,0.08181818181818182,0.14035087719298245,0.0694980694980695,0.038461538461538464,0.0684931506849315,0.08333333333333333,0.0975609756097561,0.03571428571428571,0.125,0.19047619047619047,0.16666666666666666,0.12359550561797752,0.12,0.13043478260869565,0.3333333333333333,0.3793103448275862,0.7727272727272727,0.85,0.5294117647058824,0.25862068965517243,0.2,0.23076923076923078,1.0,0.05172413793103448,0.3333333333333333,0.3333333333333333,,0.13793103448275862,0.375,0.375,1.0,0.1724137931034483,0.5,0.5,1.0,0.5384615384615384,0.07692307692307693,,,0.07692307692307693,1.0,1.0,0.4666666666666667,0.8571428571428571,0.13333333333333333,0.5,0.06666666666666667,1.0,0.6896551724137931,0.5,0.5627413793103448,0.6380909090909092,0.5846533333333334,0.04918032786885246,0.06976744186046512,,0.28,0.29333333333333333,4.895,24.744444444444444,0.27533460803059273,7.0,5.0,,,,1.0,,0.2777777777777778,1.0,4.0,,,,,2.0,,,,0.14285714285714285,,,,,,,,,,,True,
