EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,PenaltyFG3A,Steals,BadPassSteals,ShortMidRangePctBlocked,Corner3Frequency,PenaltyCorner3Frequency,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,AtRimAssists,LostBallSteals,LostBallTurnovers,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsAssisted2s,DeadBallTurnovers,Travels,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,PenaltyFtPoints,PenaltyTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,PtsPutbacks,OffTwoPtRebounds,Loose Ball Fouls,OffTwoPtReboundPct,OffAtRimReboundPct,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,OffShortMidRangeReboundPct,LostBallOutOfBoundsTurnovers,on,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveMakes,HeaveAttempts,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,Blocked3s,BlockedArc3,Arc3PctBlocked,BlockedCorner3,3SecondViolations,Clear Path Fouls
1626174,1610612745,Christian Wood,Christian Wood,1626174,HOU,584.0,10,4.0,18,20,4.0,11.0,3.0,38,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,7.0,14.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,4.0,0.5,1.0,0.5,0.4,1.0,0.5,0.5,1.0,0.5,0.2,0.25,0.3333333333333333,38.095238095238095,1.0,1.0,0.1111111111111111,0.2,0.25,0.1428571428571428,0.125,0.5,0.3333333333333333,0.25,0.5,0.6,0.6666666666666666,1.0,0.2,0.2,1.0,1.0,1.0,0.5,0.8,0.56575,0.7174,0.60065,0.2857142857142857,0.3333333333333333,0.5714285714285714,0.2857142857142857,2.125,24.2,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627863,1610612745,Danuel House Jr.,Danuel House Jr.,1627863,HOU,262.0,4,-8.0,9,10,4.0,8.0,,19,,,,,,,1.0,,,1.0,1.0,,,10.0,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,,4.0,,,,,,,,,,0.5,1.0,,20.0,,,,0.3333333333333333,,0.1666666666666666,,,,0.5,,,,,0.5,,,,,,0.5,0.5036,,0.6054,,,,,5.1,23.3,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628425,1610612745,Sterling Brown,Sterling Brown,1628425,HOU,907.0,15,-3.0,32,35,12.0,20.0,3.0,67,1.0,1.0,,,1.0,1.0,,2.0,1.0,1.0,2.0,,5.0,27.0,,,,,1.0,1.0,5.0,2.0,2.0,,,1.0,,2.0,1.0,,1.0,,1.0,1.0,2.0,,1.0,,1.0,,,,5.0,12.0,1.0,,1.0,0.8333333333333334,,1.25,0.8333333333333334,,1.25,0.6666666666666666,,,11.11111111111111,1.0,,0.0909090909090909,,0.1111111111111111,0.0625,0.0625,0.1428571428571428,0.2,,,0.3333333333333333,1.0,1.0,,0.6666666666666666,,,0.5,1.0,1.0,0.4950333333333334,,0.512225,,,,1.0,2.7,25.3,0.375,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630256,1610612745,Jae'Sean Tate,Jae'Sean Tate,1630256,HOU,1143.0,19,3.0,38,42,13.0,26.0,5.0,80,2.0,3.0,1.0,1.0,,,,1.0,2.0,3.0,1.0,,7.0,33.0,1.0,1.0,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,,1.0,,1.0,,1.0,,2.0,,,,,13.0,0.6666666666666666,1.0,,0.875,1.0,,0.875,1.0,,0.25,0.3333333333333333,0.3333333333333333,13.636363636363637,0.5,,0.0666666666666666,,,0.0476190476190476,,,0.1666666666666666,,,0.75,0.6666666666666666,1.0,,0.25,1.0,1.0,,,1.0,0.5794374999999999,,,,,0.2857142857142857,,2.2666666666666666,26.5,0.3421052631578947,,,,,,,,,1.0,,,1.0,,3.0,1.0,,,,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630271,1610612745,Brodric Thomas,Brodric Thomas,1630271,HOU,1450.0,24,10.0,51,55,21.0,39.0,8.0,106,1.0,1.0,,,1.0,1.0,,6.0,1.0,1.0,6.0,5.0,10.0,42.0,,,,,1.0,1.0,8.0,2.0,6.0,,,4.0,,8.0,1.0,1.0,2.0,,3.0,1.0,4.0,,3.0,1.0,4.0,4.0,7.0,3.0,8.0,21.0,1.0,,1.0,0.3571428571428571,,0.4166666666666667,0.5,,0.5714285714285714,0.8571428571428571,,,23.333333333333336,0.75,,0.1,0.125,0.0909090909090909,0.1071428571428571,0.0454545454545454,,,0.1428571428571428,,0.1428571428571428,1.0,1.0,,0.8571428571428571,,,0.1666666666666666,1.0,1.0,0.4948285714285714,,0.505175,0.3333333333333333,1.0,,0.8,2.6,25.649999999999995,0.4117647058823529,,,5.0,1.0,1.0,,,,1.0,1.0,5.0,1.0,1.0,3.0,1.0,4.0,4.0,,2.0,1.0,5.0,2.0,1.0,0.1666666666666666,0.2,0.1666666666666666,0.1666666666666666,0.1666666666666666,1.0,0.8333333333333334,0.2,0.1666666666666666,,1.0,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1,0.3333333333333333,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628021,1610612745,David Nwaba,David Nwaba,1628021,HOU,944.0,16,17.0,33,35,9.0,21.0,6.0,68,4.0,6.0,1.0,1.0,1.0,1.0,,,4.0,6.0,2.0,2.0,10.0,25.0,1.0,1.0,,2.0,1.0,1.0,2.0,4.0,,2.0,,,,,,,2.0,,2.0,1.0,3.0,,,,,2.0,3.0,2.0,2.0,9.0,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,0.5555555555555556,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,23.07692307692308,,,0.1538461538461538,,,0.125,0.0769230769230769,,0.2,,,0.75,0.6666666666666666,1.0,,,1.0,1.0,1.0,1.0,1.0,0.6001812500000001,0.8249,0.488,0.2222222222222222,0.2857142857142857,0.2,0.2,1.7166666666666668,22.950000000000003,0.2727272727272727,2.0,,,,,,0.25,,,,,,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,0.5,0.6666666666666666,0.5,,,,,1.0,,1.0,1.0,1.0,,,,0.5,2.0,1.0,1.0,0.1428571428571428,0.25,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203998,1610612745,Bruno Caboclo,Bruno Caboclo,203998,HOU,744.0,12,6.0,25,28,9.0,21.0,4.0,53,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,2.0,22.0,1.0,2.0,,2.0,1.0,1.0,2.0,,1.0,1.0,,,,,1.0,1.0,2.0,1.0,4.0,1.0,5.0,,,,1.0,1.0,,,2.0,9.0,0.3333333333333333,0.5,1.0,0.25,0.5,1.0,0.25,0.5,1.0,0.25,0.3333333333333333,,16.666666666666668,,0.5,0.2,0.5,0.1428571428571428,0.25,0.0833333333333333,0.2,,0.5,,0.25,1.0,1.0,0.5,0.25,0.5,1.0,1.0,1.0,0.5,0.4683874999999999,,0.4939,,,1.0,1.0,4.7,26.2,0.36,,,,,,0.5,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,,0.5,,,,,,,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629066,1610612745,Rodions Kurucs,Rodions Kurucs,1629066,HOU,307.0,5,7.0,13,13,8.0,13.0,3.0,26,1.0,2.0,,,1.0,1.0,,,1.0,2.0,,,2.0,9.0,,,,,1.0,1.0,2.0,,,,,,,,,,2.0,,2.0,,2.0,,1.0,,1.0,,,,2.0,8.0,0.5,,1.0,0.5,,1.0,0.5,,1.0,,,,18.75,1.0,,0.4,,,0.2857142857142857,,,,,,1.0,0.5,0.5,,,,,1.0,1.0,1.0,0.72645,,0.6941,,,,1.0,1.15,,0.6153846153846154,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630222,1610612745,Mason Jones,Mason Jones,1630222,HOU,307.0,5,7.0,13,13,8.0,13.0,3.0,26,,,,,,,,,,,,1.0,1.0,9.0,,,,,,,1.0,,,,,2.0,,4.0,,1.0,,,1.0,,1.0,,,,,1.0,2.0,1.0,1.0,8.0,,,,,,,0.5,,0.5,,,,6.25,,,,0.5,,0.1428571428571428,,,,0.5,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,0.6153846153846154,,,,,,,,,,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630231,1610612745,Kenyon Martin Jr.,Kenyon Martin Jr.,1630231,HOU,307.0,5,7.0,13,13,8.0,13.0,3.0,26,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,2.0,4.0,,2.0,6.0,9.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,,1.0,,,,,,,1.0,1.0,2.0,2.0,4.0,1.0,,,,1.0,2.0,1.0,2.0,8.0,0.5,1.0,0.5,0.5,1.0,0.5,0.6,1.0,0.5,,0.25,,31.25,,1.0,0.2,,,0.1428571428571428,0.5,,,,1.0,0.75,0.6666666666666666,0.6666666666666666,0.25,,1.0,1.0,1.0,0.5,0.75,0.5913,0.8246,0.62855,0.2,0.2,0.6666666666666666,0.3333333333333333,2.3,,0.6153846153846154,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,0.5,1.0,0.5,,,,,,,,,,,,0.3333333333333333,,2.0,2.0,,0.6666666666666666,0.5,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
