EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,3SecondViolations,on
1628389,1610612748,Bam Adebayo,Bam Adebayo,1628389,MIA,128556.0,2143.0,24.0,4260.0,4266,875.0,804,370.0,8526,250.0,334.0,44.0,63.0,44.0,61.0,150.0,321.0,54.0,137.0,1.0,1.0,1.0,2.0,7.0,2.0,5.0,454.0,792.0,2.0,8.0,283.0,1197.0,4781.0,63.0,101.0,1.0,33.0,159.0,70.0,129.0,2.0,6.0,101.0,247.0,596.0,312.0,6.0,76.0,7.0,2.0,39.0,165.0,181.0,346.0,151.0,30.0,129.0,25.0,11.0,873.0,68.0,74.0,215.0,165.0,51.0,431.0,142.0,573.0,19.0,75.0,53.0,22.0,89.0,29.0,53.0,80.0,10.0,36.0,2.0,5.0,169.0,7.0,30.0,64.0,145.0,8.0,12.0,22.0,338.0,5.0,21.0,4.0,354.0,45.0,4.0,155.0,43.0,64.0,2.0,1.0,26.0,1.0,7.0,31.0,66.0,28.0,11.0,2.0,242.0,857.0,6.0,33.0,0.6563876651982379,0.7163461538461539,1.0,0.25,0.3333333333333333,0.25,0.5732323232323232,0.6237623762376238,0.5426356589147286,0.57125,0.6176470588235294,0.5407407407407407,0.6259181532004198,0.6625,0.6380208333333334,0.01,0.04924242424242424,0.059880239520958084,0.04672897196261682,0.029197080291970802,24.00428265524625,0.5266272189349113,0.4857142857142857,0.1791530944625407,0.07991360691144708,0.20772946859903382,0.07112970711297072,0.19427402862985685,0.07545164718384698,0.11688311688311688,0.07785888077858881,0.028985507246376812,0.06609195402298851,0.08461538461538462,0.1798780487804878,0.15639810426540285,0.23391812865497075,0.21773142112125163,0.1791044776119403,0.06418918918918919,0.42424242424242425,0.4175,0.7485029940119761,0.7961783439490446,0.728,0.40125,0.4672897196261682,0.49019607843137253,0.62,0.17125,0.39416058394160586,0.40601503759398494,0.42592592592592593,0.00125,0.00875,0.2857142857142857,0.2857142857142857,1.0,0.6176470588235294,0.6984126984126984,0.1590909090909091,0.00980392156862745,0.45185185185185184,0.7213114754098361,0.007407407407407408,0.037037037037037035,0.4,0.4275,0.2857142857142857,0.48746525000000035,0.5662764705882352,0.47792777777777773,0.17032967032967034,0.17184035476718404,0.13283208020050125,0.20634920634920634,7.376388888888889,26.099999999999998,0.20539906103286384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1629130,1610612748,Duncan Robinson,Duncan Robinson,1629130,MIA,97975.0,1633.0,110.0,3238.0,3221,528.0,437,263.0,6459,38.0,47.0,3.0,3.0,4.0,4.0,8.0,18.0,1.0,9.0,82.0,9.0,13.0,162.0,368.0,24.0,54.0,47.0,74.0,195.0,450.0,49.0,728.0,3581.0,4.0,6.0,29.0,4.0,42.0,6.0,8.0,27.0,67.0,21.0,114.0,84.0,10.0,564.0,,368.0,162.0,8.0,66.0,30.0,96.0,21.0,9.0,45.0,18.0,3.0,222.0,4.0,1.0,95.0,71.0,5.0,171.0,5.0,176.0,2.0,29.0,18.0,11.0,28.0,6.0,22.0,31.0,3.0,6.0,2.0,5.0,59.0,4.0,7.0,72.0,144.0,1.0,6.0,13.0,67.0,9.0,1.0,2.0,59.0,4.0,6.0,9.0,7.0,12.0,2.0,1.0,3.0,1.0,1.0,8.0,14.0,5.0,,,114.0,517.0,4.0,7.0,0.8936170212765957,0.8936170212765957,0.9641025641025641,0.43333333333333335,0.40298507462686567,0.43333333333333335,0.6351351351351351,0.6666666666666666,0.75,0.6479007633587787,0.5428571428571428,0.62,0.6657458563535912,0.5833333333333334,0.6705882352941176,0.8587786259541985,0.10810810810810811,0.1276595744680851,0.1111111111111111,,17.063492063492063,0.4745762711864407,0.06944444444444445,0.0988857938718663,0.0014577259475218659,0.12210796915167095,0.005390835579514825,0.11096256684491979,0.0035014005602240898,0.004273504273504274,,,0.005597014925373134,0.0048543689320388345,0.1076923076923077,0.0804953560371517,0.1259259259259259,0.12780656303972365,0.10552763819095477,0.0076045627376425855,0.35714285714285715,0.08969465648854962,0.8085106382978723,0.926829268292683,0.8947368421052632,0.03435114503816794,0.4444444444444444,0.5,0.875,0.01717557251908397,0.1111111111111111,0.1111111111111111,1.0,0.15648854961832062,0.7022900763358778,0.44021739130434784,0.4462809917355372,0.9567901234567902,0.08571428571428572,1.0,0.3333333333333333,0.2571428571428571,0.05333333333333334,1.0,0.17333333333333334,0.72,0.4444444444444444,0.9484732824427481,0.44021739130434784,0.5462272900763357,0.5233325,0.5277753333333333,0.03731343283582089,0.11392405063291139,0.057692307692307696,0.1565934065934066,5.387837837837838,25.640666666666664,0.16306361951822113,33.0,3.0,3.0,7.0,20.0,10.0,21.0,6.0,4.0,11.0,3.0,0.3448275862068966,0.013333333333333334,0.012195121951219513,0.01358695652173913,0.4024390243902439,0.4074074074074074,1.0,0.3333333333333333,1.0,0.5714285714285714,0.35,0.8571428571428571,0.23076923076923078,0.024070021881838075,,,,,,True
1629134,1610612748,Kendrick Nunn,Kendrick Nunn,1629134,MIA,64551.0,1076.0,13.0,2129.0,2130,362.0,362,194.0,4259,90.0,117.0,7.0,9.0,8.0,11.0,29.0,61.0,25.0,47.0,42.0,2.0,9.0,66.0,155.0,7.0,19.0,144.0,225.0,78.0,197.0,38.0,560.0,2446.0,10.0,16.0,17.0,,47.0,15.0,23.0,9.0,28.0,17.0,74.0,136.0,152.0,207.0,2.0,155.0,66.0,19.0,60.0,30.0,90.0,23.0,7.0,37.0,18.0,5.0,210.0,6.0,8.0,60.0,37.0,2.0,99.0,14.0,113.0,2.0,40.0,26.0,14.0,35.0,3.0,25.0,11.0,1.0,10.0,,3.0,46.0,6.0,4.0,45.0,76.0,,6.0,4.0,38.0,,,2.0,41.0,4.0,1.0,16.0,6.0,9.0,2.0,1.0,5.0,1.0,,4.0,11.0,9.0,,,70.0,353.0,4.0,3.0,0.4722222222222222,0.4755244755244755,0.8846153846153846,0.39593908629441626,0.32142857142857145,0.39593908629441626,0.64,0.625,0.6521739130434783,0.6184834123222749,0.7121212121212122,0.5588235294117647,0.6352272727272728,0.7121212121212122,0.6271186440677966,0.466824644549763,0.08444444444444445,0.1282051282051282,0.06557377049180328,,20.724946695095948,0.7608695652173914,0.04081632653061224,0.0835214446952596,0.0163265306122449,0.11428571428571428,0.012958963282937365,0.10020661157024793,0.014690451206715634,0.017241379310344827,0.019138755980861243,0.009345794392523364,0.01440922190201729,0.008620689655172414,0.06832298136645963,0.09644670050761421,0.08235294117647059,0.11282051282051282,0.11851851851851852,0.011560693641618497,0.8181818181818182,0.2772511848341232,0.7692307692307693,0.8823529411764706,0.5222222222222223,0.14454976303317535,0.47540983606557374,0.5087719298245614,0.41379310344827586,0.11137440758293839,0.5319148936170213,0.5319148936170213,0.36,0.0995260663507109,0.36729857819905215,0.4258064516129032,0.42857142857142855,0.8787878787878788,0.2727272727272727,0.7777777777777778,0.5714285714285714,0.06060606060606061,0.21568627450980393,0.7272727272727273,0.17647058823529413,0.37254901960784315,0.3684210526315789,0.7440758293838863,0.4258064516129032,0.5350579383886256,0.5764027777777778,0.5113196078431371,0.03686635944700461,0.06751054852320675,0.08392857142857142,0.13214285714285715,6.838222222222225,25.50609137055837,0.1700328792860498,12.0,,2.0,9.0,15.0,9.0,27.0,1.0,,,1.0,0.5294117647058824,0.005076142131979695,,0.0064516129032258064,0.2857142857142857,0.2857142857142857,0.9166666666666666,,,0.45454545454545453,0.6,0.8888888888888888,0.2222222222222222,,,,,,,True
1629216,1610612748,Gabe Vincent,Gabe Vincent,1629216,MIA,21150.0,352.0,-41.0,668.0,688,133.0,112,67.0,1356,14.0,25.0,3.0,3.0,1.0,4.0,2.0,7.0,,1.0,20.0,1.0,4.0,16.0,49.0,3.0,5.0,16.0,33.0,20.0,69.0,9.0,101.0,790.0,3.0,3.0,7.0,1.0,13.0,1.0,6.0,4.0,9.0,5.0,19.0,20.0,12.0,57.0,4.0,48.0,16.0,7.0,18.0,9.0,27.0,5.0,4.0,10.0,7.0,1.0,63.0,3.0,4.0,11.0,7.0,,18.0,7.0,25.0,,14.0,6.0,8.0,4.0,1.0,4.0,9.0,2.0,,1.0,2.0,13.0,1.0,,18.0,42.0,1.0,1.0,2.0,30.0,8.0,3.0,5.0,10.0,1.0,,3.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,19.0,133.0,2.0,,0.625,0.7142857142857143,0.95,0.2898550724637681,0.4444444444444444,0.29411764705882354,0.48484848484848486,1.0,0.16666666666666666,0.45098039215686275,0.6,0.4666666666666667,0.47641509433962265,0.5909090909090909,0.5588235294117647,0.6764705882352942,0.21212121212121213,0.2,0.14285714285714285,1.0,15.88156123822342,0.3076923076923077,,0.05,0.026490066225165563,0.06179775280898876,0.018404907975460124,0.05660377358490566,0.022292993630573247,0.037037037037037035,0.028985507246376812,,0.02564102564102564,,0.06896551724137931,0.029411764705882353,0.07142857142857142,0.0390625,0.12,,1.0,0.24509803921568626,0.56,0.7,0.6428571428571429,0.06862745098039216,0.2857142857142857,0.3333333333333333,0.5,0.00980392156862745,,,,0.19607843137254902,0.4803921568627451,0.32653061224489793,0.32653061224489793,0.9375,0.3,1.0,0.3333333333333333,0.1,0.26666666666666666,0.25,0.26666666666666666,0.3333333333333333,0.6,0.9215686274509803,0.3333333333333333,0.5510059405940595,0.56485,0.5597571428571428,0.0380952380952381,0.08571428571428572,0.12871287128712872,0.18811881188118812,3.296969696969697,25.56521739130435,0.19910179640718562,4.0,,1.0,2.0,6.0,2.0,3.0,,,1.0,,0.2857142857142857,,,,0.2,0.2,1.0,,,0.6,0.3333333333333333,1.0,0.25,0.014285714285714285,1.0,,,,,True
1629644,1610612748,KZ Okpala,KZ Okpala,1629644,MIA,10272.0,171.0,-79.0,331.0,336,74.0,60,27.0,667,2.0,7.0,,1.0,1.0,2.0,2.0,5.0,,,17.0,1.0,1.0,3.0,6.0,,1.0,4.0,12.0,8.0,23.0,,32.0,416.0,,1.0,2.0,,3.0,1.0,4.0,,2.0,,2.0,2.0,6.0,24.0,,6.0,3.0,5.0,3.0,2.0,5.0,2.0,,2.0,1.0,,12.0,2.0,2.0,4.0,4.0,,8.0,4.0,12.0,,2.0,1.0,1.0,1.0,,1.0,3.0,,,,,4.0,,,6.0,19.0,2.0,1.0,1.0,6.0,,2.0,,2.0,,,1.0,,1.0,,,,,,1.0,1.0,,,,2.0,74.0,2.0,,0.25,0.25,1.0,0.34782608695652173,,0.34782608695652173,0.3333333333333333,,0.25,0.45714285714285713,0.5,0.16666666666666666,0.4444444444444444,0.5,0.16666666666666666,0.6571428571428571,0.4166666666666667,0.5714285714285714,0.2,,11.142061281337048,0.25,,0.06451612903225806,0.02666666666666667,0.047058823529411764,0.024390243902439025,0.05442176870748299,0.025477707006369428,,0.058823529411764705,,0.03636363636363636,,,0.06060606060606061,0.14285714285714285,0.03225806451612903,0.08695652173913043,,,0.2,0.2857142857142857,0.6666666666666666,0.5,0.14285714285714285,0.4,0.5,,,,,,0.4857142857142857,0.17142857142857143,0.5,0.5,1.0,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,,0.8571428571428571,0.5,0.5545728571428571,0.5951333333333334,0.47459999999999997,0.027777777777777776,0.07692307692307693,0.09375,0.0625,3.65,24.143478260869564,0.22356495468277945,5.0,,,1.0,1.0,1.0,,,,,,0.5,,,,0.29411764705882354,0.29411764705882354,1.0,,,0.3333333333333333,1.0,1.0,,,,,,,,True
203090,1610612748,Maurice Harkless,Maurice Harkless,203090,MIA,4710.0,78.0,-40.0,165.0,170,51.0,38,6.0,335,,2.0,,,,1.0,,,,,5.0,,1.0,1.0,3.0,1.0,2.0,,2.0,4.0,8.0,,12.0,203.0,,,,,,,1.0,1.0,3.0,,3.0,,,12.0,,3.0,1.0,,3.0,1.0,4.0,1.0,,1.0,1.0,1.0,9.0,,,1.0,6.0,1.0,8.0,,8.0,,1.0,,1.0,2.0,,,,,2.0,,,2.0,,,5.0,7.0,,,,1.0,,,,,,,,,2.0,,,1.0,,,1.0,2.0,,,,3.0,51.0,,,,,1.0,0.5,0.3333333333333333,0.5,,,,0.6,,0.375,0.6,,0.375,0.8,,,,,6.976744186046512,1.0,0.25,0.16216216216216217,,0.027777777777777776,,0.0958904109589041,,,,,,,0.125,0.26666666666666666,,0.03571428571428571,,,,0.2,,,,,,,,,,,,0.5,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,,0.25,,0.25,0.5,0.5,1.0,0.3333333333333333,0.58996,,0.537175,,,,0.25,1.9,24.225,0.3090909090909091,3.0,,,,,,,,,,,,,,,0.6,0.6,1.0,,,,,,,,,,,,,True
203482,1610612748,Kelly Olynyk,Kelly Olynyk,203482,MIA,37800.0,630.0,75.0,1258.0,1259,202.0,189,127.0,2517,35.0,48.0,3.0,7.0,4.0,5.0,7.0,11.0,2.0,5.0,37.0,4.0,7.0,39.0,108.0,5.0,14.0,44.0,64.0,45.0,145.0,9.0,232.0,1374.0,5.0,9.0,7.0,3.0,16.0,5.0,8.0,5.0,21.0,3.0,28.0,78.0,10.0,132.0,2.0,108.0,39.0,4.0,25.0,15.0,40.0,11.0,4.0,17.0,5.0,3.0,95.0,13.0,13.0,59.0,56.0,10.0,125.0,26.0,151.0,2.0,21.0,11.0,10.0,12.0,,9.0,11.0,,3.0,1.0,4.0,23.0,2.0,6.0,23.0,63.0,1.0,8.0,5.0,26.0,3.0,2.0,,10.0,2.0,,6.0,,13.0,,,9.0,,1.0,3.0,13.0,6.0,,,28.0,200.0,7.0,,0.8863636363636364,0.9069767441860465,0.9777777777777777,0.3103448275862069,0.23809523809523808,0.3103448275862069,0.6875,0.5555555555555556,0.625,0.5334928229665071,0.40625,0.43103448275862066,0.5446009389671361,0.4444444444444444,0.4666666666666667,0.69377990430622,0.0625,0.08333333333333333,,,16.893342877594847,0.5217391304347826,0.37037037037037035,0.19310344827586207,0.043333333333333335,0.18789808917197454,0.04452054794520548,0.19039735099337748,0.04391891891891892,0.0625,0.007407407407407408,0.08695652173913043,0.04524886877828054,0.04225352112676056,0.1919191919191919,0.2198581560283688,0.12,0.20909090909090908,0.13829787234042554,0.018018018018018018,0.46153846153846156,0.22966507177033493,0.7291666666666666,0.7954545454545454,0.8857142857142857,0.05263157894736842,0.6363636363636364,0.6363636363636364,0.8571428571428571,0.023923444976076555,0.4,0.4,1.0,0.17703349282296652,0.5167464114832536,0.3611111111111111,0.3644859813084112,0.9743589743589743,0.4375,0.42857142857142855,0.3333333333333333,0.25,0.1724137931034483,0.8,0.2413793103448276,0.4827586206896552,0.35714285714285715,0.9234449760765551,0.3611111111111111,0.5612203349282296,0.61347,0.5411965517241379,0.028169014084507043,0.08823529411764706,0.06896551724137931,0.1206896551724138,3.95,25.446896551724137,0.16057233704292528,6.0,1.0,,,3.0,1.0,3.0,3.0,,,,0.14285714285714285,0.020689655172413793,0.05405405405405406,0.009259259259259259,0.16216216216216217,0.17142857142857143,1.0,0.25,1.0,0.1875,,,,,,,,,,True
2738,1610612748,Andre Iguodala,Andre Iguodala,2738,MIA,45466.0,758.0,-23.0,1472.0,1497,358.0,333,138.0,2969,16.0,23.0,3.0,3.0,3.0,3.0,3.0,7.0,,4.0,47.0,1.0,8.0,14.0,45.0,4.0,16.0,19.0,34.0,31.0,92.0,16.0,147.0,1654.0,3.0,3.0,5.0,,12.0,3.0,3.0,7.0,24.0,9.0,36.0,30.0,8.0,90.0,2.0,42.0,14.0,1.0,38.0,37.0,75.0,26.0,11.0,31.0,4.0,3.0,187.0,12.0,7.0,47.0,47.0,5.0,99.0,19.0,118.0,2.0,35.0,28.0,7.0,18.0,9.0,16.0,20.0,2.0,2.0,2.0,4.0,38.0,5.0,12.0,34.0,58.0,,2.0,2.0,30.0,3.0,4.0,3.0,23.0,1.0,,8.0,4.0,22.0,,,8.0,,2.0,12.0,22.0,15.0,,,36.0,344.0,2.0,3.0,0.7894736842105263,0.8333333333333334,0.967741935483871,0.33695652173913043,0.2916666666666667,0.34831460674157305,0.5588235294117647,1.0,1.0,0.5198412698412699,0.75,0.5,0.5364963503649635,0.75,0.5625,0.7301587301587301,0.029411764705882353,0.043478260869565216,,,10.714285714285715,0.47368421052631576,0.1388888888888889,0.14329268292682926,0.02413793103448276,0.12433862433862433,0.03582089552238806,0.13314447592067988,0.0304,0.044444444444444446,0.007692307692307693,0.02857142857142857,0.03333333333333333,0.042105263157894736,0.13934426229508196,0.14383561643835616,0.15,0.1103202846975089,0.16494845360824742,0.02857142857142857,0.6818181818181818,0.18253968253968253,0.6956521739130435,0.7272727272727273,0.75,0.05555555555555555,0.42857142857142855,0.42857142857142855,1.0,0.031746031746031744,,,,0.373015873015873,0.35714285714285715,0.3111111111111111,0.3111111111111111,0.9285714285714286,0.375,1.0,0.6666666666666666,0.125,0.1111111111111111,1.0,0.2962962962962963,0.5925925925925926,0.25,0.9126984126984127,0.3333333333333333,0.5598766393442624,0.5732999999999999,0.5516152173913043,0.06015037593984962,0.1951219512195122,0.08163265306122448,0.24489795918367346,4.3617647058823525,25.809782608695652,0.24320652173913043,17.0,1.0,3.0,1.0,4.0,2.0,3.0,,,,1.0,0.4,,,,0.3617021276595745,0.3617021276595745,1.0,1.0,1.0,0.5,0.25,1.0,0.375,,3.0,,,,,True
2772,1610612748,Trevor Ariza,Trevor Ariza,2772,MIA,36570.0,610.0,20.0,1234.0,1228,224.0,197,92.0,2462,32.0,65.0,2.0,7.0,9.0,17.0,3.0,10.0,1.0,3.0,48.0,7.0,8.0,20.0,62.0,1.0,8.0,36.0,78.0,37.0,110.0,26.0,209.0,1385.0,3.0,9.0,11.0,,15.0,10.0,19.0,5.0,16.0,11.0,46.0,56.0,16.0,105.0,4.0,61.0,20.0,8.0,27.0,14.0,41.0,11.0,3.0,17.0,7.0,3.0,96.0,10.0,12.0,43.0,41.0,6.0,90.0,23.0,113.0,5.0,22.0,16.0,6.0,8.0,1.0,5.0,6.0,1.0,3.0,1.0,,14.0,1.0,1.0,15.0,38.0,2.0,,,33.0,4.0,1.0,5.0,33.0,1.0,,11.0,2.0,10.0,3.0,2.0,5.0,1.0,3.0,2.0,13.0,5.0,,,44.0,219.0,4.0,1.0,0.7777777777777778,0.8235294117647058,0.9459459459459459,0.33636363636363636,0.3125,0.3394495412844037,0.46153846153846156,0.3333333333333333,0.5263157894736842,0.4867021276595745,0.375,0.5,0.5173267326732673,0.375,0.575,0.5851063829787234,0.10256410256410256,0.1076923076923077,0.1,,16.167664670658684,0.5714285714285714,0.2222222222222222,0.16666666666666666,0.04411764705882353,0.15140845070422534,0.03745318352059925,0.15849056603773584,0.04081632653061224,0.04716981132075472,0.05357142857142857,0.018518518518518517,0.031914893617021274,0.05063291139240506,0.18292682926829268,0.12962962962962962,0.21428571428571427,0.1651376146788991,0.10606060606060606,0.04807692307692308,0.38461538461538464,0.34574468085106386,0.49230769230769234,0.5517241379310345,0.75,0.05319148936170213,0.3,0.3333333333333333,1.0,0.015957446808510637,0.3333333333333333,0.3333333333333333,1.0,0.2553191489361702,0.32978723404255317,0.3225806451612903,0.3225806451612903,0.9,0.35,0.2857142857142857,,0.35,0.4857142857142857,0.5294117647058824,0.22857142857142856,0.22857142857142856,0.125,0.9308510638297872,0.32786885245901637,0.5657973262032086,0.5908153846153846,0.5321514705882352,0.065,0.125,0.07177033492822966,0.22009569377990432,3.2346153846153842,25.05363636363636,0.18152350081037277,17.0,2.0,4.0,1.0,4.0,3.0,6.0,,,2.0,,0.2727272727272727,,,,0.3541666666666667,0.3541666666666667,1.0,0.2857142857142857,1.0,0.2,0.25,1.0,0.5,0.017857142857142856,1.0,1.0,0.03571428571428571,,,True
1629622,1610612748,Max Strus,Max Strus,1629622,MIA,13955.0,233.0,,461.0,453,128.0,105,41.0,914,20.0,21.0,1.0,1.0,9.0,9.0,1.0,1.0,,1.0,18.0,3.0,4.0,15.0,53.0,4.0,12.0,21.0,23.0,22.0,71.0,6.0,114.0,526.0,1.0,1.0,7.0,,2.0,9.0,9.0,6.0,16.0,5.0,41.0,32.0,10.0,66.0,2.0,53.0,15.0,,6.0,3.0,9.0,2.0,1.0,4.0,2.0,,21.0,2.0,1.0,6.0,8.0,,14.0,3.0,17.0,,6.0,4.0,2.0,2.0,,1.0,3.0,1.0,1.0,1.0,,5.0,,1.0,14.0,31.0,,1.0,1.0,10.0,1.0,,1.0,8.0,,,3.0,1.0,,,,,,,,,,,,41.0,128.0,3.0,1.0,0.7619047619047619,0.8,1.0,0.30985915492957744,0.375,0.30985915492957744,0.9130434782608695,1.0,1.0,0.574468085106383,0.125,0.72,0.5816326530612245,0.125,0.7321428571428571,0.7553191489361702,,,,,20.47713717693837,0.4,,0.09302325581395349,0.0136986301369863,0.05084745762711865,0.017391304347826087,0.06862745098039216,0.015957446808510637,0.041666666666666664,,,0.023255813953488372,,0.13793103448275862,0.10526315789473684,,0.06315789473684211,,,,0.22340425531914893,0.9523809523809523,0.9523809523809523,0.8,0.010638297872340425,1.0,1.0,,0.010638297872340425,,,,0.19148936170212766,0.5638297872340425,0.2830188679245283,0.28846153846153844,1.0,0.125,1.0,,0.375,0.36,1.0,0.16,0.48,0.3333333333333333,0.9787234042553191,0.2830188679245283,0.5479404255319148,0.5176700000000001,0.535526,0.030927835051546393,0.11538461538461539,0.017543859649122806,0.35964912280701755,2.9956521739130433,25.47323943661972,0.27765726681127983,7.0,,2.0,,4.0,,,1.0,,,,,0.014084507042253521,,0.018867924528301886,0.3888888888888889,0.3888888888888889,1.0,,,0.5,,,0.5,,,,,,,True
