EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,HeaveAttempts,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked3s,BlockedCorner3,OffensiveGoaltends,SecondChanceCorner3PctAssisted,BlockedArc3,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,on,Corner3PctBlocked,3SecondViolations
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,11300.0,188,58.0,393,393,119,152,47,786,15.0,24,2.0,2.0,3.0,4.0,14.0,43.0,8.0,12.0,3.0,4.0,1.0,1.0,27.0,59.0,3.0,6.0,6.0,14.0,37.0,79,30.0,63.0,18.0,182,414,3.0,8.0,3.0,6.0,15.0,11.0,21.0,7.0,15.0,11.0,54.0,30.0,44.0,57.0,33.0,2.0,59.0,27.0,6.0,16.0,11.0,27.0,7.0,4.0,8.0,5.0,3.0,65.0,2.0,2.0,17,16,2.0,35,4.0,39,2.0,5.0,1.0,4.0,16.0,4.0,5.0,11.0,2.0,11.0,1.0,27.0,3.0,10.0,7.0,20,1.0,1.0,2.0,21,1.0,23.0,3.0,9.0,4.0,3.0,1.0,2.0,3.0,1.0,54.0,116,3.0,4.0,0.40540540540540543,0.4166666666666667,0.6333333333333333,0.47619047619047616,0.5,0.4666666666666667,0.47619047619047616,0.46835443037974683,0.375,0.5238095238095238,0.5774647887323944,0.5357142857142857,0.5972222222222222,0.5986842105263158,0.5357142857142857,0.6585365853658537,0.44366197183098594,0.0759493670886076,0.125,0.06976744186046512,40.31531531531531,0.5925925925925926,0.15384615384615385,0.1523809523809524,0.023529411764705882,0.20481927710843373,0.02631578947368421,0.17553191489361702,0.024844720496894408,0.041666666666666664,0.015151515151515152,0.1,0.13793103448275862,0.1,0.2692307692307692,0.18181818181818182,0.29411764705882354,0.028985507246376812,0.3333333333333333,0.16901408450704225,0.625,0.7142857142857143,0.6,0.3028169014084507,0.32558139534883723,0.35,0.21428571428571427,0.08450704225352113,0.6666666666666666,0.6666666666666666,0.375,0.028169014084507043,0.75,0.75,1.0,0.4154929577464789,0.4576271186440678,0.4576271186440678,0.5925925925925926,0.14285714285714285,1.0,0.5,0.42857142857142855,0.5,1.0,0.1111111111111111,0.75,0.027777777777777776,1.0,0.3888888888888889,0.42857142857142855,0.6126760563380281,0.4576271186440678,0.4768102112676056,0.475375,0.4482611111111111,0.060810810810810814,0.10588235294117647,0.08241758241758242,0.2967032967032967,7.986075949367091,26.269841269841262,0.30279898218829515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,18129.0,302,-12.0,605,609,146,233,73,1214,40.0,55,3.0,3.0,9.0,12.0,16.0,43.0,12.0,31.0,5.0,12.0,2.0,2.0,23.0,65.0,1.0,5.0,3.0,13.0,68.0,129,28.0,77.0,58.0,278,707,4.0,4.0,2.0,6.0,19.0,18.0,33.0,5.0,15.0,19.0,70.0,52.0,84.0,27.0,57.0,4.0,65.0,23.0,6.0,18.0,22.0,40.0,18.0,4.0,7.0,10.0,1.0,102.0,3.0,6.0,24,23,5.0,52,9.0,61,3.0,9.0,6.0,3.0,12.0,3.0,7.0,13.0,1.0,5.0,2.0,25.0,1.0,6.0,8.0,22,6.0,2.0,1.0,45,,67.0,3.0,25.0,7.0,7.0,3.0,3.0,7.0,2.0,65.0,143,4.0,3.0,0.38235294117647056,0.3939393939393939,0.32142857142857145,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.5271317829457365,1.0,0.5454545454545454,0.5339805825242718,0.7,0.53125,0.5829787234042553,0.7307692307692307,0.603448275862069,0.3737864077669903,0.046511627906976744,0.07272727272727272,0.023255813953488372,37.410071942446045,0.48,0.38461538461538464,0.1377245508982036,0.04225352112676056,0.2376237623762376,0.019230769230769232,0.17537313432835822,0.030201342281879196,0.016129032258064516,0.023622047244094488,,0.08620689655172414,0.17105263157894737,0.15151515151515152,0.20238095238095238,0.4117647058823529,0.030303030303030304,0.2857142857142857,0.2669902912621359,0.7272727272727273,0.7843137254901961,0.4,0.2087378640776699,0.37209302325581395,0.38095238095238093,0.375,0.15048543689320387,0.3870967741935484,0.4,0.3333333333333333,0.05825242718446602,0.4166666666666667,0.4166666666666667,0.4,0.3155339805825243,0.35384615384615387,0.36507936507936506,0.30434782608695654,0.3,1.0,,0.5,0.2,,0.25,0.75,0.041666666666666664,1.0,0.2708333333333333,0.23076923076923078,0.6407766990291263,0.35384615384615387,0.4963904878048779,0.51166875,0.46260212765957454,0.11403508771929824,0.16556291390728478,0.0683453237410072,0.2517985611510791,7.832558139534886,26.107792207792205,0.2413223140495868,1.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,0.025974025974025976,0.03225806451612903,0.03076923076923077,0.0851063829787234,0.030303030303030304,0.1,1.0,0.012987012987012988,,,,,,,,,,,,,,True,,
1628464,1610612738,Daniel Theis,Daniel Theis,1628464,BOS,5138.0,86,-2.0,171,170,23,60,16,341,2.0,5,1.0,2.0,,,1.0,2.0,3.0,4.0,,1.0,,,1.0,7.0,,1.0,,1.0,6.0,11,1.0,8.0,4.0,19,206,3.0,4.0,,1.0,6.0,1.0,2.0,,1.0,2.0,4.0,6.0,6.0,3.0,,4.0,7.0,1.0,1.0,6.0,2.0,8.0,2.0,,2.0,1.0,3.0,18.0,1.0,2.0,4,7,2.0,13,3.0,16,,2.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,4.0,10,,1.0,,2,,4.0,,2.0,,3.0,2.0,1.0,3.0,1.0,4.0,23,1.0,,0.5,0.75,1.0,0.125,,,0.125,0.5454545454545454,0.75,0.5,0.39473684210526316,0.6,0.3333333333333333,0.4523809523809524,0.6,0.5,0.42105263157894735,0.09090909090909091,0.2,,11.640211640211641,1.0,0.5,0.1590909090909091,0.05128205128205128,0.12121212121212122,0.023809523809523808,0.14285714285714285,0.037037037037037035,0.1111111111111111,,0.1111111111111111,0.0625,0.1875,0.25,0.11538461538461539,0.14285714285714285,,0.3333333333333333,0.2631578947368421,0.4,0.5,0.5,0.10526315789473684,0.5,0.5,,0.21052631578947367,0.75,0.75,0.6666666666666666,0.05263157894736842,,,,0.3684210526315789,0.14285714285714285,0.14285714285714285,1.0,0.4,0.5,,0.2,,,,,,,0.3333333333333333,,0.6842105263157895,0.14285714285714285,0.5434184210526315,0.5822833333333334,0.37638333333333335,0.09523809523809523,0.15384615384615385,0.3157894736842105,0.21052631578947367,8.3,25.6875,0.13450292397660818,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,
1629684,1610612738,Grant Williams,Grant Williams,1629684,BOS,11749.0,196,-34.0,403,412,114,165,48,815,8.0,12,1.0,3.0,1.0,2.0,8.0,16.0,1.0,5.0,1.0,5.0,1.0,2.0,2.0,12.0,,1.0,,2.0,17.0,33,3.0,17.0,6.0,49,458,2.0,5.0,,1.0,5.0,2.0,4.0,1.0,4.0,4.0,11.0,26.0,8.0,9.0,,2.0,11.0,2.0,4.0,6.0,11.0,17.0,11.0,,4.0,2.0,,45.0,4.0,3.0,11,16,3.0,30,7.0,37,,6.0,6.0,,7.0,2.0,4.0,8.0,2.0,3.0,1.0,15.0,,4.0,10.0,25,,1.0,2.0,12,2.0,10.0,1.0,2.0,3.0,2.0,2.0,,3.0,1.0,11.0,114,5.0,3.0,0.7647058823529411,0.8125,1.0,0.17647058823529413,,0.25,0.1875,0.5151515151515151,0.4,0.5,0.43,0.3333333333333333,0.4375,0.4537037037037037,0.35714285714285715,0.5,0.34,0.12121212121212122,0.08333333333333333,0.1875,15.131578947368423,0.4666666666666667,0.25,0.14678899082568808,0.03333333333333333,0.14666666666666667,0.038834951456310676,0.14673913043478262,0.03626943005181347,0.07317073170731707,0.036585365853658534,0.047619047619047616,0.1282051282051282,0.13043478260869565,0.20833333333333334,0.18032786885245902,,,0.3333333333333333,0.24,0.6666666666666666,0.7272727272727273,0.875,0.32,0.5,0.6153846153846154,0.625,0.1,0.2,0.2,1.0,0.1,0.2,0.2,1.0,0.24,0.16666666666666666,0.16666666666666666,1.0,0.5,0.3333333333333333,,0.16666666666666666,,,0.25,0.5,0.25,0.5,0.25,,0.58,0.18181818181818182,0.5102775510204082,0.5192,0.53436875,0.058823529411764705,0.058823529411764705,0.10204081632653061,0.22448979591836735,6.836363636363636,25.77058823529412,0.28287841191067,,,1.0,,1.0,,1.0,,,,,,,,,0.058823529411764705,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,True,,
1630174,1610612738,Aaron Nesmith,Aaron Nesmith,1630174,BOS,40123.0,669,-7.0,1361,1367,344,541,161,2728,24.0,38,10.0,13.0,8.0,12.0,13.0,28.0,1.0,4.0,16.0,44.0,3.0,8.0,24.0,64.0,2.0,5.0,3.0,12.0,38.0,70,40.0,108.0,22.0,218,1537,10.0,16.0,3.0,9.0,31.0,11.0,21.0,6.0,20.0,10.0,50.0,34.0,42.0,120.0,,14.0,64.0,24.0,12.0,15.0,8.0,23.0,6.0,2.0,10.0,3.0,2.0,54.0,14.0,14.0,39,58,2.0,99,28.0,127,2.0,15.0,9.0,6.0,9.0,5.0,5.0,14.0,3.0,4.0,2.0,23.0,6.0,6.0,48.0,87,1.0,7.0,,29,5.0,28.0,1.0,8.0,5.0,9.0,3.0,6.0,9.0,5.0,50.0,341,11.0,4.0,0.4473684210526316,0.5483870967741935,1.0,0.37037037037037035,0.3333333333333333,0.3,0.37037037037037035,0.5428571428571428,0.625,0.5238095238095238,0.550561797752809,0.58,0.4878048780487805,0.5706806282722513,0.5961538461538461,0.5434782608695652,0.6067415730337079,0.17142857142857143,0.13157894736842105,0.25,13.869086195722618,0.391304347826087,0.05,0.16666666666666666,0.04666666666666667,0.14130434782608695,0.042682926829268296,0.15544871794871795,0.044585987261146494,0.037037037037037035,0.05426356589147287,,0.19811320754716982,0.1509433962264151,0.1566265060240964,0.14414414414414414,0.12962962962962962,0.022988505747126436,0.5555555555555556,0.21348314606741572,0.631578947368421,0.7272727272727273,0.25,0.15730337078651685,0.4642857142857143,0.6190476190476191,0.7692307692307693,0.02247191011235955,0.25,0.25,1.0,0.24719101123595505,0.36363636363636365,0.36363636363636365,1.0,0.3595505617977528,0.375,0.375,1.0,0.52,0.7692307692307693,,0.2,0.4,1.0,0.2926829268292683,0.6666666666666666,0.1951219512195122,0.375,0.2926829268292683,0.25,0.8202247191011236,0.375,0.5417230337078652,0.5673033333333334,0.5123573170731707,0.04838709677419355,0.1038961038961039,0.14220183486238533,0.22935779816513763,5.038571428571429,24.920370370370364,0.25275532696546654,1.0,4.0,2.0,,,,1.0,,,,,0.07142857142857142,0.029850746268656716,0.16,0.25,0.009174311926605505,2.0,,2.0,1.0,4.0,,,1.0,1.0,,,,,True,,
202689,1610612738,Kemba Walker,Kemba Walker,202689,BOS,7520.0,125,14.0,262,264,59,90,30,526,9.0,12,,,2.0,2.0,9.0,13.0,4.0,13.0,,,,,13.0,38.0,,2.0,4.0,8.0,22.0,38,13.0,38.0,4.0,87,296,,,,2.0,,5.0,10.0,4.0,8.0,1.0,23.0,8.0,36.0,18.0,21.0,,38.0,13.0,3.0,10.0,15.0,25.0,12.0,3.0,5.0,3.0,2.0,65.0,,,5,3,,8,,8,,6.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,3.0,,7.0,1.0,3.0,3.0,9,,,1.0,16,,6.0,1.0,2.0,,,,,,,23.0,59,2.0,,0.18181818181818182,0.18181818181818182,0.46153846153846156,0.34210526315789475,,0.5,0.34210526315789475,0.5789473684210527,,0.5,0.5460526315789473,,0.6111111111111112,0.551948051948052,,0.6111111111111112,0.5,0.07894736842105263,0.08333333333333333,,28.571428571428573,0.5714285714285714,,0.05555555555555555,,0.08928571428571429,,0.07272727272727272,,,,,,0.043478260869565216,0.1111111111111111,0.08695652173913043,0.1,,,0.15789473684210525,0.75,0.8181818181818182,0.2222222222222222,0.17105263157894737,0.6923076923076923,0.6923076923076923,0.2222222222222222,0.17105263157894737,0.3076923076923077,0.36363636363636365,,,,,,0.5,0.34210526315789475,0.35135135135135137,0.46153846153846156,,,,1.0,,,0.1111111111111111,1.0,,,0.4444444444444444,0.5,0.6578947368421053,0.34210526315789475,0.4925302631578949,0.54975,0.47664722222222217,0.03896103896103896,0.05128205128205128,,0.26436781609195403,9.573684210526316,26.257894736842108,0.22519083969465647,,,,1.0,1.0,2.0,1.0,,0.02631578947368421,0.15384615384615385,0.02631578947368421,,,,,0.02631578947368421,,,,5.0,,,,,,,,,,True,,
203935,1610612738,Marcus Smart,Marcus Smart,203935,BOS,9795.0,163,43.0,341,348,94,129,32,689,4.0,7,,,,,5.0,9.0,3.0,4.0,1.0,3.0,,1.0,9.0,34.0,,2.0,1.0,9.0,12.0,20,10.0,37.0,9.0,63,381,1.0,2.0,,2.0,2.0,,1.0,1.0,10.0,4.0,7.0,6.0,18.0,21.0,9.0,,34.0,9.0,,18.0,16.0,34.0,13.0,3.0,15.0,2.0,1.0,84.0,2.0,2.0,7,9,1.0,17,4.0,21,,7.0,6.0,1.0,7.0,2.0,4.0,7.0,2.0,3.0,1.0,14.0,,5.0,4.0,12,,1.0,1.0,16,4.0,11.0,2.0,4.0,1.0,4.0,1.0,3.0,4.0,3.0,7.0,91,2.0,1.0,0.25,0.25,0.7,0.2702702702702703,,0.1,0.2702702702702703,0.6,0.5,,0.47368421052631576,0.25,0.13636363636363635,0.5163934426229508,0.25,0.2692307692307692,0.6491228070175439,,,,19.788918205804748,0.5,0.1,0.10843373493975904,0.03225806451612903,0.1076923076923077,0.024096385542168676,0.10810810810810811,0.027586206896551724,,0.015625,0.05263157894736842,0.037037037037037035,0.125,0.16666666666666666,0.11320754716981132,0.08333333333333333,,0.75,0.12280701754385964,0.5714285714285714,0.5714285714285714,,0.15789473684210525,0.5555555555555556,0.5555555555555556,0.2,0.07017543859649122,0.75,0.75,0.6666666666666666,0.05263157894736842,0.3333333333333333,0.3333333333333333,1.0,0.5964912280701754,0.2647058823529412,0.2647058823529412,0.6666666666666666,,,,0.5,,,,,0.09090909090909091,,0.8181818181818182,0.1111111111111111,0.7719298245614035,0.2647058823529412,0.4947903508771931,0.4338666666666666,0.46336818181818185,0.08333333333333333,0.18181818181818182,0.031746031746031744,0.1111111111111111,8.325,25.697297297297297,0.2756598240469208,,,,,,,1.0,,,,,0.043478260869565216,0.125,,,0.02631578947368421,,,,1.0,,,,,,,,,,True,,
1629057,1610612738,Robert Williams III,Robert Williams III,1629057,BOS,10592.0,177,8.0,350,353,71,106,43,703,29.0,37,9.0,13.0,6.0,6.0,5.0,8.0,1.0,5.0,,,,,,,,,,,35.0,50,,,1.0,71,402,10.0,15.0,,,21.0,7.0,11.0,,,,14.0,52.0,18.0,,,16.0,,,2.0,8.0,10.0,18.0,8.0,2.0,2.0,4.0,2.0,46.0,6.0,16.0,12,18,5.0,35,22.0,57,1.0,8.0,6.0,2.0,3.0,3.0,1.0,5.0,,2.0,,8.0,,3.0,9.0,16,,,2.0,6,1.0,3.0,1.0,2.0,,19.0,9.0,9.0,20.0,14.0,14.0,71,1.0,,0.7428571428571429,0.9629629629629629,,,,,,0.7,0.6666666666666666,0.6363636363636364,0.7,0.6666666666666666,0.6363636363636364,0.696078431372549,0.7,0.6363636363636364,,0.04,0.02702702702702703,0.125,14.676616915422887,0.375,0.5,0.2222222222222222,0.21333333333333335,0.15384615384615385,0.06976744186046512,0.18867924528301888,0.13664596273291926,0.22580645161290322,0.06944444444444445,0.07142857142857142,0.18518518518518517,0.2857142857142857,0.15789473684210525,0.18032786885245902,0.058823529411764705,0.07692307692307693,0.7,0.74,0.7837837837837838,0.8055555555555556,0.6896551724137931,0.16,0.625,0.7142857142857143,1.0,0.1,0.2,0.2,1.0,,,,,,,,,0.8666666666666667,0.6923076923076923,0.1111111111111111,,,,0.5454545454545454,1.0,,,,,0.74,,0.57394,0.6222166666666666,0.5479727272727272,0.0392156862745098,0.0392156862745098,0.29577464788732394,0.19718309859154928,4.065999999999999,,0.20285714285714285,,,1.0,,,,,1.0,,,,0.3333333333333333,0.08695652173913043,,,,2.0,,,,1.0,1.0,,,,1.0,1.0,,,True,,
1629682,1610612738,Tremont Waters,Tremont Waters,1629682,BOS,7659.0,128,-10.0,271,271,73,147,31,542,3.0,5,1.0,1.0,1.0,1.0,5.0,14.0,1.0,3.0,2.0,4.0,,,7.0,16.0,,1.0,2.0,6.0,9.0,22,9.0,20.0,11.0,56,293,1.0,2.0,1.0,2.0,5.0,2.0,5.0,2.0,6.0,6.0,16.0,,18.0,9.0,18.0,2.0,15.0,7.0,2.0,24.0,14.0,38.0,7.0,7.0,16.0,4.0,4.0,90.0,,3.0,3,3,,6,3.0,9,,8.0,3.0,5.0,12.0,8.0,10.0,8.0,,2.0,,20.0,,4.0,2.0,8,,,,8,,11.0,,3.0,1.0,1.0,,1.0,1.0,1.0,16.0,73,2.0,1.0,,,0.3333333333333333,0.45,0.5,0.3333333333333333,0.47368421052631576,0.4090909090909091,0.5,0.4,0.5357142857142857,0.625,0.45454545454545453,0.5957446808510638,0.625,0.5714285714285714,0.47619047619047616,0.09090909090909091,,0.14285714285714285,22.039473684210527,0.6,,0.045454545454545456,0.05454545454545454,0.05,,0.047619047619047616,0.02586206896551724,0.07692307692307693,,,,0.029411764705882353,0.14285714285714285,0.022222222222222223,0.13333333333333333,,1.0,0.11904761904761904,0.6,0.6,,0.3333333333333333,0.35714285714285715,0.4166666666666667,,0.07142857142857142,0.3333333333333333,0.3333333333333333,,0.09523809523809523,0.5,0.5,0.5,0.38095238095238093,0.4375,0.4375,0.2857142857142857,0.25,1.0,,0.25,,,0.09090909090909091,1.0,,,0.5454545454545454,0.3333333333333333,0.5952380952380952,0.4666666666666667,0.4975121951219512,0.5894666666666667,0.48274999999999996,0.08695652173913043,0.12,0.08928571428571429,0.2857142857142857,7.772727272727274,26.720000000000006,0.2693726937269373,1.0,1.0,,,,,1.0,,,,,0.047619047619047616,,0.25,1.0,0.047619047619047616,,1.0,,,1.0,,,,1.0,,,,,True,,
1630202,1610612738,Payton Pritchard,Payton Pritchard,1630202,BOS,19431.0,324,-47.0,647,649,163,245,85,1296,11.0,19,1.0,2.0,1.0,1.0,11.0,24.0,5.0,12.0,4.0,11.0,1.0,3.0,24.0,62.0,3.0,8.0,4.0,17.0,27.0,55,28.0,73.0,6.0,144,749,4.0,7.0,3.0,10.0,17.0,2.0,7.0,5.0,20.0,2.0,21.0,24.0,30.0,72.0,12.0,2.0,62.0,24.0,4.0,24.0,11.0,35.0,9.0,2.0,17.0,5.0,2.0,81.0,3.0,4.0,14,15,1.0,30,7.0,37,,6.0,5.0,1.0,10.0,1.0,8.0,4.0,,2.0,2.0,14.0,1.0,6.0,15.0,28,,1.0,,10,1.0,8.0,2.0,4.0,1.0,1.0,,1.0,1.0,,21.0,163,2.0,,0.4444444444444444,0.46153846153846156,0.8571428571428571,0.3835616438356164,0.3,0.25,0.3835616438356164,0.4909090909090909,0.5714285714285714,0.2857142857142857,0.5390625,0.5,0.35185185185185186,0.549618320610687,0.5,0.375,0.5703125,0.07272727272727272,0.10526315789473684,0.041666666666666664,19.54177897574124,0.7142857142857143,0.04,0.08522727272727272,0.023668639053254437,0.10606060606060606,0.0189873417721519,0.09415584415584416,0.021406727828746176,0.013157894736842105,0.007692307692307693,0.07142857142857142,0.07547169811320754,0.07317073170731707,0.12195121951219512,0.11214953271028037,0.08,,,0.1484375,0.5789473684210527,0.6470588235294118,0.18181818181818182,0.1875,0.4583333333333333,0.4782608695652174,0.5454545454545454,0.09375,0.4166666666666667,0.45454545454545453,0.8,0.0859375,0.36363636363636365,0.36363636363636365,0.75,0.484375,0.3870967741935484,0.4,0.875,0.11764705882352941,0.5,,0.47058823529411764,0.375,1.0,0.037037037037037035,1.0,0.1111111111111111,0.3333333333333333,0.6296296296296297,0.23529411764705882,0.71875,0.3870967741935484,0.4996400793650792,0.5290888888888889,0.49115400000000015,0.03076923076923077,0.07017543859649122,0.11805555555555555,0.14583333333333334,7.930909090909092,26.458904109589046,0.25193199381761977,,2.0,,2.0,,,,,0.0273972602739726,0.08333333333333333,0.03225806451612903,0.019230769230769232,0.04878048780487805,0.11764705882352941,,,,,1.0,1.0,,,,,,,,,,True,,
