EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,PenaltyFtPoints,AtRimAssists,DefThreePtRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,OffThreePtRebounds,OffRebounds,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,AtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,LostBallSteals,Loose Ball Fouls,ThreePtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsPutbacks,Corner3Assists,LongMidRangeAssists,OffTwoPtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallTurnovers,BlockedLongMidRange,RecoveredBlocks,AtRimPctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,FTOffRebounds,FTDefRebounds,Charge Fouls Drawn,BlockedAtRim,DefFTReboundPct,OffFTReboundPct,OffCorner3ReboundPct,OffAtRimReboundPct,DefensiveGoaltends,SecondChanceAtRimPctAssisted,on,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Offensive Fouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,Technical Free Throw Trips,Defensive 3 Seconds Violations,Corner3PctBlocked,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends
1626184,1610612753,Chasson Randle,Chasson Randle,1626184,ORL,2861.0,48,8,103,104,69.0,44.0,14.0,207,1.0,1.0,2.0,5.0,3.0,1.0,1.0,3.0,8.0,2.0,5.0,3.0,9.0,3.0,9.0,2.0,17.0,108,1.0,6.0,2.0,6.0,8.0,2.0,4.0,6.0,3.0,8.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,8.0,69.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.4166666666666667,0.3333333333333333,0.4473684210526316,0.3333333333333333,0.5,0.1111111111111111,0.2,19.327731092436977,0.75,0.07142857142857142,0.04081632653061224,0.07692307692307693,0.125,0.05555555555555555,1.0,1.0,0.2777777777777778,0.4,0.5,0.5,0.16666666666666666,0.05555555555555555,0.4444444444444444,0.375,0.375,0.6666666666666666,0.08333333333333333,0.4166666666666667,0.4,0.5555555555555556,0.375,0.5002583333333334,0.4588666666666666,0.05263157894736842,0.1,0.47058823529411764,10.266666666666667,25.322222222222223,0.6699029126213593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1628407,1610612753,Dwayne Bacon,Dwayne Bacon,1628407,ORL,533.0,9,-8,20,20,14.0,13.0,2.0,40,,,,,3.0,,,,,,,2.0,3.0,,,4.0,8.0,27,1.0,1.0,,,6.0,2.0,2.0,,,,,,1.0,,1.0,,,2.0,3.0,4.0,4.0,,,,,,,,,,,,2.0,4.0,1.0,6.0,14.0,0.5,0.5,,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8,1.0,,,,22.727272727272727,,0.75,0.5714285714285714,,1.0,,,,,,,,1.0,,,,,,,,,,,0.42683333333333334,0.3995,0.25,0.25,0.75,17.433333333333334,,0.7,2.0,4.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1628976,1610612753,Wendell Carter Jr.,Wendell Carter Jr.,1628976,ORL,1125.0,19,-7,38,39,19.0,12.0,4.0,77,1.0,1.0,2.0,2.0,,,,1.0,2.0,,1.0,3.0,3.0,1.0,2.0,4.0,13.0,44,2.0,2.0,,1.0,8.0,4.0,2.0,3.0,,2.0,1.0,,,,,,,,3.0,4.0,5.0,,,,,,,,,,1.0,1.0,9.0,7.0,2.0,8.0,19.0,0.6666666666666666,0.6666666666666666,1.0,0.5,,0.5,1.0,1.0,0.9,0.6666666666666666,0.8125,0.6666666666666666,0.4,,,18.6046511627907,,0.23076923076923078,0.2,0.4,0.25,0.2,1.0,1.0,0.4,1.0,1.0,0.5,,,0.4,0.5,0.5,1.0,,0.3333333333333333,,0.6,0.5,0.5136700000000001,0.4376333333333333,0.3333333333333333,0.5,0.6153846153846154,4.5,24.950000000000003,0.5,,4.0,,1.0,2.0,2.0,0.14285714285714285,,0.16666666666666666,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.045454545454545456,0.09090909090909091,1.0,0.3762,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1629962,1610612753,Devin Cannady,Devin Cannady,1629962,ORL,4461.0,74,-23,153,158,86.0,65.0,19.0,311,,1.0,2.0,6.0,5.0,5.0,3.0,4.0,11.0,3.0,9.0,5.0,12.0,6.0,16.0,6.0,34.0,183,3.0,5.0,4.0,12.0,24.0,2.0,8.0,15.0,3.0,11.0,4.0,,,1.0,1.0,1.0,,3.0,3.0,5.0,5.0,5.0,3.0,,,2.0,2.0,2.0,,2.0,3.0,9.0,4.0,7.0,,24.0,86.0,0.2,0.2,0.8333333333333334,0.375,0.3333333333333333,0.375,0.4166666666666667,0.6,0.5,0.5294117647058824,0.5483870967741935,0.6,0.5714285714285714,,,18.857142857142858,,0.06666666666666667,0.0684931506849315,0.1111111111111111,,0.03571428571428571,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,,0.17857142857142858,0.17857142857142858,0.39285714285714285,0.36363636363636365,0.36363636363636365,0.75,0.17647058823529413,0.5294117647058824,0.3333333333333333,0.6071428571428571,0.36363636363636365,0.4701821428571428,0.4585705882352942,0.034482758620689655,,0.7058823529411765,11.458333333333334,25.24375,0.5620915032679739,3.0,6.0,,2.0,2.0,2.0,0.07142857142857142,0.07142857142857142,0.09090909090909091,0.6,0.6,0.3333333333333333,1.0,2.0,7.0,,,1.0,,0.5,0.8333333333333334,0.875,,,,,0.36748333333333333,0.20588235294117646,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.4,0.4,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1630181,1610612753,R.J. Hampton,R.J. Hampton,1630181,ORL,3591.0,60,-23,123,128,72.0,46.0,18.0,251,5.0,7.0,2.0,7.0,8.0,,,,4.0,,1.0,9.0,22.0,,4.0,5.0,23.0,150,5.0,10.0,,1.0,13.0,4.0,14.0,,,4.0,,2.0,2.0,5.0,7.0,4.0,,19.0,1.0,8.0,11.0,2.0,2.0,5.0,4.0,1.0,,6.0,,4.0,4.0,5.0,6.0,7.0,3.0,13.0,72.0,0.2222222222222222,0.25,,,,,0.4090909090909091,0.5,0.34615384615384615,0.45454545454545453,0.39655172413793105,0.5,0.15384615384615385,0.09090909090909091,,24.305555555555557,0.8333333333333334,0.02631578947368421,0.13114754098360656,0.07142857142857142,,0.2692307692307692,0.7142857142857143,1.0,0.2692307692307692,0.2857142857142857,0.2857142857142857,0.5,0.3076923076923077,,0.15384615384615385,,,,,0.09090909090909091,,0.4230769230769231,,0.510321153846154,0.5564136363636364,0.10714285714285714,0.125,0.5652173913043478,10.259090909090908,25.175,0.5853658536585366,2.0,3.0,1.0,7.0,1.0,1.0,0.30434782608695654,,0.2222222222222222,0.25,0.25,0.5,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.5,0.5,0.5,0.03333333333333333,0.04411764705882353,0.037037037037037035,,0.64245,0.08695652173913043,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.05263157894736842,0.058823529411764705,0.06666666666666667,0.6,0.13333333333333333,1.0,0.5,1.0,0.45454545454545453,0.6,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1629606,1610612753,Robert Franks,Robert Franks,1629606,ORL,3258.0,54,-21,111,115,67.0,52.0,14.0,226,3.0,3.0,,,2.0,1.0,1.0,1.0,7.0,1.0,5.0,3.0,5.0,1.0,8.0,7.0,16.0,137,2.0,3.0,1.0,6.0,14.0,4.0,2.0,3.0,,7.0,1.0,,2.0,1.0,3.0,1.0,1.0,7.0,2.0,5.0,8.0,1.0,,,,,,,,,4.0,5.0,7.0,8.0,3.0,14.0,67.0,0.6666666666666666,1.0,1.0,0.125,0.16666666666666666,0.125,0.6,0.6666666666666666,0.34615384615384615,0.3888888888888889,0.47058823529411764,0.5384615384615384,0.6153846153846154,,,13.385826771653543,,0.0625,0.08163265306122448,0.15384615384615385,,0.23076923076923078,1.0,1.0,,,,,0.15384615384615385,0.07692307692307693,0.5384615384615384,0.14285714285714285,0.14285714285714285,1.0,0.1111111111111111,0.5555555555555556,0.2,0.8461538461538461,0.14285714285714285,0.5151423076923077,0.5223166666666667,0.1875,0.375,0.875,9.7,25.4875,0.6036036036036037,,7.0,1.0,2.0,1.0,,0.11764705882352941,,0.08333333333333333,,,,1.0,1.0,2.0,1.0,3.0,1.0,,1.0,0.5,0.5,0.037037037037037035,0.016666666666666666,,0.6666666666666666,0.5976,0.125,,,,1.0,,1.0,,1.0,,,3.0,2.0,3.0,,,,,,0.5,,,,,1.0,1.0,2.0,2.0,2.0,,,,1.0,,,,2.0,,,,,0.2,0.1111111111111111,0.6666666666666666,0.5,1.0,0.2222222222222222,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.25,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1629743,1610612753,Donta Hall,Donta Hall,1629743,ORL,1093.0,18,1,40,40,32.0,24.0,7.0,80,2.0,3.0,1.0,2.0,,,,,,,,3.0,5.0,,,3.0,9.0,43,3.0,4.0,,,8.0,2.0,4.0,,,,,,1.0,,1.0,,,2.0,1.0,2.0,6.0,2.0,2.0,,,,,,,,1.0,1.0,3.0,6.0,2.0,8.0,32.0,0.3333333333333333,1.0,,,,,0.6,0.75,0.6,0.75,0.5625,0.6666666666666666,,,,17.02127659574468,,0.125,0.125,,,0.6,0.6666666666666666,0.6666666666666666,0.4,0.5,0.5,1.0,,,,,,,,,,0.6,,0.5985,0.6331,0.2857142857142857,0.2857142857142857,0.8888888888888888,3.34,,0.8,,2.0,,1.0,1.0,1.0,0.125,1.0,0.16666666666666666,,,,2.0,3.0,5.0,,4.0,,,0.6666666666666666,0.6666666666666666,0.625,,0.21052631578947367,,,0.7563333333333334,0.5555555555555556,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,2.0,3.0,2.0,2.0,4.0,,1.0,4.0,,,,,,,0.3076923076923077,0.42857142857142855,,,,,1.0,0.6666666666666666,0.5,1.0,,,,1.0,,,,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1628964,1610612753,Mo Bamba,Mo Bamba,1628964,ORL,1962.0,33,-19,66,69,27.0,24.0,5.0,135,3.0,6.0,,2.0,2.0,,,3.0,6.0,,1.0,4.0,10.0,3.0,6.0,4.0,21.0,82,1.0,4.0,,1.0,4.0,4.0,4.0,9.0,,6.0,3.0,2.0,2.0,,2.0,,1.0,4.0,6.0,7.0,9.0,,,,,,,,,,2.0,3.0,3.0,4.0,1.0,4.0,27.0,0.5,0.6666666666666666,1.0,0.5,,0.5,0.4,0.25,0.53125,0.2,0.5833333333333334,0.3333333333333333,0.375,0.2,,25.0,,0.2608695652173913,0.19444444444444445,0.14285714285714285,0.375,0.375,0.5,0.75,0.125,,,,0.125,,0.375,0.5,0.5,1.0,,0.2,,0.75,0.5,0.48748125000000003,0.54761,0.058823529411764705,0.09090909090909091,0.19047619047619047,6.36,26.083333333333332,0.4090909090909091,1.0,2.0,,1.0,1.0,1.0,0.07692307692307693,0.25,0.1,0.5,0.5,,2.0,3.0,6.0,1.0,2.0,1.0,,0.6666666666666666,0.6666666666666666,0.75,0.047619047619047616,0.05405405405405406,0.05555555555555555,0.6666666666666666,0.4306,0.2857142857142857,,,,,,,2.0,,,,2.0,1.0,2.0,,,,,,,,,,,2.0,3.0,1.0,4.0,2.0,,1.0,1.0,,,,,,0.3333333333333333,0.0625,0.16666666666666666,,,,,1.0,0.6666666666666666,0.8,0.25,,,,1.0,,,,,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,
1629643,1610612753,Chuma Okeke,Chuma Okeke,1629643,ORL,850.0,14,3,29,31,11.0,10.0,4.0,60,,,,2.0,1.0,,,,1.0,,,,3.0,,1.0,,,28,,,,,,,,,,1.0,,1.0,,,,,,,1.0,3.0,4.0,2.0,2.0,,,,,,,,,1.0,1.0,,,,11.0,,,,,,,,,,,,,0.25,0.3333333333333333,0.5,11.76470588235294,,0.14285714285714285,0.2,,,,,,0.5,,,,0.25,,0.25,,,,,,,0.25,,0.47557499999999997,,,,,10.466666666666667,27.7,0.3793103448275862,,,,2.0,,,0.25,1.0,0.2857142857142857,,,,,1.0,,,1.0,,,,,,,0.05555555555555555,,,0.4964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,0.1111111111111111,0.14285714285714285,,,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
203516,1610612753,James Ennis III,James Ennis III,203516,ORL,154.0,3,-5,5,5,,,,10,,,,,,,,,1.0,,,,,,1.0,2.0,2.0,9,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,0.5,,1.0,,,40.0,,0.3333333333333333,0.25,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,0.53595,,0.5,1.0,,,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
