EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked2s,BlockedShortMidRange,Blocks,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsPutbacks,HeaveAttempts,Fg3aBlocked,OffThreePtRebounds,SelfOReb,SecondChanceTurnovers,Charge Fouls,Offensive Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,FTOffRebounds,FTDefRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffFTReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,Technical Free Throw Trips,SecondChanceFg3Pct,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,OffensiveGoaltends,on,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,BlockedCorner3
101150,1610612737,Lou Williams,Lou Williams,101150,ATL,14592.0,243.0,-30.0,498.0,499,182.0,143,53.0,997,7.0,16.0,1.0,1.0,2.0,4.0,16.0,39.0,8.0,27.0,1.0,3.0,1.0,1.0,12.0,23.0,5.0,9.0,31.0,82.0,13.0,26.0,22.0,123.0,576.0,1.0,4.0,4.0,6.0,6.0,26.0,6.0,10.0,12.0,42.0,10.0,52.0,12.0,27.0,23.0,12.0,5.0,24.0,9.0,33.0,7.0,2.0,15.0,4.0,5.0,75.0,1.0,11.0,11.0,22.0,1.0,23.0,5.0,5.0,17.0,1.0,15.0,2.0,2.0,1.0,19.0,9.0,1.0,6.0,21.0,24.0,1.0,7.0,3.0,1.0,42.0,182.0,1.0,1.0,0.16129032258064516,0.16129032258064516,0.3076923076923077,0.5,0.6,0.5,0.3780487804878049,0.25,0.23076923076923078,0.4675925925925926,0.25,0.4166666666666667,0.5211864406779662,0.5,0.5121951219512195,0.24074074074074073,0.06097560975609756,0.1875,0.02564102564102564,0.037037037037037035,24.59605026929982,0.8947368421052632,0.09243697478991597,0.006535947712418301,0.11458333333333333,0.10232558139534884,0.004149377593360996,0.022727272727272728,0.0851063829787234,0.08695652173913043,0.11538461538461539,0.1095890410958904,0.13043478260869565,0.14814814814814814,0.4375,0.5384615384615384,0.3611111111111111,0.41025641025641024,0.42105263157894735,0.25,0.25,0.2962962962962963,0.3076923076923077,0.125,0.027777777777777776,0.3333333333333333,0.3333333333333333,1.0,0.21296296296296297,0.5217391304347826,0.5217391304347826,0.25,0.25,1.0,0.1111111111111111,0.5,0.027777777777777776,1.0,0.25,0.5555555555555556,0.3888888888888889,0.5217391304347826,0.47512870370370375,0.47936666666666666,0.4686625,0.08547008547008547,0.07954545454545454,0.10344827586206896,0.04878048780487805,0.34146341463414637,10.65487804878049,25.307692307692314,0.3654618473895582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1627739,1610612737,Kris Dunn,Kris Dunn,1627739,ATL,1686.0,28.0,-27.0,56.0,56,19.0,17,4.0,112,,1.0,,,,,,3.0,,2.0,,,,,,,,,,6.0,,,,,74.0,,,,,,3.0,,,,,,,,,,,1.0,,2.0,2.0,2.0,,,,,6.0,,1.0,2.0,3.0,,3.0,1.0,1.0,2.0,,,,2.0,,2.0,1.0,2.0,7.0,1.0,,,,,,,19.0,2.0,,,,,,,,,,,,,,,,,,0.16666666666666666,,0.3333333333333333,,13.333333333333334,1.0,0.1111111111111111,,0.125,0.11538461538461539,,,0.2,,0.3333333333333333,0.16666666666666666,,0.16666666666666666,,,0.5,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,0.37245,,0.39233333333333337,,,,,,11.566666666666668,,0.3392857142857143,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1629164,1610612737,Brandon Goodwin,Brandon Goodwin,1629164,ATL,9436.0,157.0,-33.0,323.0,325,163.0,149,41.0,648,9.0,16.0,1.0,1.0,4.0,10.0,6.0,12.0,3.0,7.0,,4.0,,3.0,8.0,28.0,6.0,15.0,18.0,35.0,8.0,32.0,6.0,66.0,366.0,1.0,1.0,2.0,4.0,7.0,19.0,6.0,18.0,5.0,37.0,4.0,32.0,9.0,15.0,25.0,8.0,4.0,13.0,6.0,19.0,5.0,1.0,4.0,6.0,3.0,44.0,3.0,8.0,10.0,18.0,5.0,23.0,2.0,2.0,8.0,2.0,4.0,3.0,4.0,,11.0,5.0,5.0,12.0,11.0,12.0,,4.0,,2.0,37.0,163.0,,2.0,0.1111111111111111,0.11764705882352941,0.375,0.25,0.3333333333333333,0.27586206896551724,0.5142857142857142,1.0,0.3684210526315789,0.44776119402985076,0.3333333333333333,0.43243243243243246,0.4520547945205479,0.4,0.44047619047619047,0.47761194029850745,0.11428571428571428,0.1875,0.08333333333333333,,22.58064516129032,0.7272727272727273,0.13333333333333333,0.03296703296703297,0.125,0.12949640287769784,0.032679738562091505,0.030303030303030304,0.09523809523809523,0.07142857142857142,0.23076923076923078,0.125,0.125,0.23880597014925373,0.5625,0.6923076923076923,0.1791044776119403,0.5,0.5454545454545454,,0.1044776119402985,0.42857142857142855,0.42857142857142855,,0.05970149253731343,,,,0.417910447761194,0.2857142857142857,0.2857142857142857,0.375,0.3333333333333333,1.0,0.2702702702702703,0.4,0.08108108108108109,,0.40540540540540543,0.4,0.7164179104477612,0.32,0.5202714285714285,0.58865,0.508864705882353,0.056338028169014086,0.10256410256410256,,0.06060606060606061,0.5606060606060606,7.131428571428572,28.421875000000004,0.5046439628482973,,,,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0.03125,0.25,0.03225806451612903,0.025,0.05555555555555555,0.021739130434782608,0.0625,0.06060606060606061,0.2222222222222222,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1630168,1610612737,Onyeka Okongwu,Onyeka Okongwu,1630168,ATL,36072.0,601.0,-89.0,1224.0,1228,482.0,408,134.0,2452,78.0,103.0,21.0,33.0,24.0,33.0,17.0,39.0,1.0,4.0,,1.0,,1.0,,2.0,,2.0,96.0,146.0,,3.0,36.0,228.0,1434.0,22.0,37.0,8.0,52.0,32.0,47.0,,3.0,21.0,85.0,144.0,48.0,,,2.0,,15.0,7.0,11.0,18.0,8.0,3.0,2.0,2.0,3.0,47.0,43.0,47.0,46.0,101.0,62.0,163.0,23.0,15.0,9.0,3.0,3.0,20.0,6.0,1.0,29.0,12.0,63.0,100.0,43.0,57.0,7.0,28.0,,4.0,85.0,482.0,7.0,3.0,0.75,0.935064935064935,,,,,0.6575342465753424,0.5945945945945946,0.6808510638297872,0.6442953020134228,0.5945945945945946,0.64,0.6551724137931034,0.6046511627906976,0.6640625,0.020134228187919462,0.10273972602739725,0.07766990291262135,0.1794871794871795,,14.71014492753623,0.3103448275862069,0.1684981684981685,0.12912912912912913,0.17735849056603772,0.17286245353159851,0.10720562390158173,0.1414141414141414,0.1326530612244898,0.1810344827586207,0.2033898305084746,0.20207253886010362,0.1111111111111111,0.6912751677852349,0.7572815533980582,0.8210526315789474,0.26174496644295303,0.4358974358974359,0.53125,0.8823529411764706,0.026845637583892617,0.25,0.25,1.0,0.006711409395973154,,,,0.013422818791946308,,,,0.8918918918918919,0.6363636363636364,0.66,0.7272727272727273,0.02,,0.04,,0.7114093959731543,,0.5869902684563757,0.7231178571428571,0.5697969999999999,0.16470588235294117,0.16766467065868262,,0.22807017543859648,0.37280701754385964,3.5054794520547943,25.733333333333334,0.3937908496732026,33.0,15.0,33.0,,,,38.0,,,18.0,4.0,7.0,2.0,1.0,,,0.07627118644067797,0.12903225806451613,0.11392405063291139,0.0748663101604278,0.08163265306122448,0.1111111111111111,0.717948717948718,,,1.0,8.0,8.0,1.0,6.0,12.0,1.0,6.0,17.0,1.0,19.0,1.0,1.0,1.0,0.27586206896551724,0.037037037037037035,0.5757575757575758,0.09523809523809523,,,,,,,,,,,,,,True,,,
201568,1610612737,Danilo Gallinari,Danilo Gallinari,201568,ATL,18759.0,313.0,-42.0,624.0,620,220.0,197,55.0,1244,9.0,15.0,,,3.0,4.0,9.0,24.0,15.0,34.0,3.0,7.0,,1.0,21.0,55.0,6.0,14.0,33.0,73.0,24.0,62.0,48.0,186.0,748.0,4.0,7.0,6.0,20.0,11.0,20.0,6.0,15.0,21.0,61.0,26.0,40.0,63.0,9.0,55.0,21.0,7.0,11.0,12.0,23.0,10.0,2.0,5.0,5.0,1.0,58.0,2.0,19.0,25.0,46.0,4.0,50.0,6.0,3.0,8.0,1.0,7.0,5.0,1.0,1.0,13.0,8.0,13.0,26.0,35.0,53.0,1.0,18.0,3.0,3.0,61.0,220.0,,3.0,0.3939393939393939,0.3939393939393939,0.875,0.3870967741935484,0.4,0.3870967741935484,0.4520547945205479,0.5714285714285714,0.55,0.5111111111111111,0.7777777777777778,0.5714285714285714,0.5791139240506329,0.8333333333333334,0.6555555555555556,0.45925925925925926,0.0958904109589041,0.26666666666666666,0.08333333333333333,0.029411764705882353,24.890829694323145,0.6153846153846154,0.16233766233766234,0.012738853503184714,0.1532258064516129,0.15827338129496402,0.014598540145985401,0.023255813953488372,0.17307692307692307,0.14925373134328357,0.17142857142857143,0.13333333333333333,0.20588235294117646,0.1111111111111111,0.6,0.8181818181818182,0.17777777777777778,0.375,0.4090909090909091,0.3333333333333333,0.2518518518518518,0.4411764705882353,0.45454545454545453,0.3333333333333333,0.05185185185185185,0.42857142857142855,0.42857142857142855,1.0,0.4074074074074074,0.38181818181818183,0.3888888888888889,0.8571428571428571,,,0.11428571428571428,0.75,0.02857142857142857,,0.4,0.42857142857142855,0.5703703703703704,0.38181818181818183,0.47868851851851846,0.37598125,0.46021285714285715,0.13548387096774195,0.2,0.046153846153846156,0.10752688172043011,0.3279569892473118,12.513698630136988,25.961290322580645,0.3525641025641026,2.0,1.0,2.0,,2.0,2.0,,,1.0,2.0,2.0,,,2.0,0.016129032258064516,,0.017094017094017096,,0.023255813953488372,0.010309278350515464,0.05,0.029850746268656716,0.5555555555555556,,0.2222222222222222,,2.0,3.0,1.0,,2.0,,2.0,1.0,,2.0,,,,0.1111111111111111,,1.0,,2.0,2.0,3.0,1.0,0.01818181818181818,1.0,1.0,,,,,,,True,,,
203503,1610612737,Tony Snell,Tony Snell,203503,ATL,9112.0,152.0,-50.0,310.0,318,119.0,94,30.0,628,2.0,3.0,,,1.0,1.0,2.0,8.0,,1.0,3.0,6.0,2.0,5.0,5.0,10.0,2.0,5.0,4.0,12.0,8.0,16.0,4.0,36.0,410.0,,2.0,,3.0,2.0,4.0,4.0,10.0,,16.0,2.0,6.0,24.0,,10.0,5.0,2.0,3.0,3.0,6.0,3.0,,3.0,,,15.0,2.0,9.0,7.0,19.0,3.0,22.0,2.0,2.0,3.0,,3.0,1.0,,1.0,4.0,2.0,5.0,11.0,4.0,4.0,1.0,1.0,1.0,,16.0,119.0,4.0,,0.25,0.25,1.0,0.5,0.4,0.5,0.3333333333333333,,0.5,0.5714285714285714,0.375,0.5714285714285714,0.6206896551724138,0.375,0.5714285714285714,0.5714285714285714,0.16666666666666666,0.3333333333333333,0.125,,9.510086455331411,0.75,0.10294117647058823,0.022727272727272728,0.14754098360655737,0.12403100775193798,0.021739130434782608,0.037037037037037035,0.0967741935483871,0.043478260869565216,0.21428571428571427,0.1702127659574468,0.07142857142857142,0.10714285714285714,0.6666666666666666,1.0,0.2857142857142857,0.25,0.2857142857142857,0.5,0.03571428571428571,,,,0.21428571428571427,0.5,0.5,1.0,0.35714285714285715,0.5,0.5,1.0,,,0.07142857142857142,1.0,0.35714285714285715,0.4,0.35714285714285715,0.4,0.6785714285714286,0.5,0.5038071428571428,0.4455166666666666,0.5266214285714287,0.06896551724137931,0.08333333333333333,0.058823529411764705,0.08333333333333333,0.4444444444444444,7.266666666666666,24.781250000000004,0.38387096774193546,1.0,,1.0,,2.0,2.0,,,,1.0,,,,,,,0.02,,0.047619047619047616,0.024390243902439025,,,,,0.5,,3.0,,,2.0,,,1.0,1.0,,1.0,1.0,,,0.5,,1.0,,1.0,1.0,,0.5,,0.5,1.0,,,,,,,True,,,
203524,1610612737,Solomon Hill,Solomon Hill,203524,ATL,21975.0,366.0,-41.0,731.0,735,256.0,235,75.0,1466,9.0,14.0,2.0,2.0,1.0,3.0,2.0,6.0,1.0,2.0,6.0,16.0,2.0,5.0,8.0,32.0,4.0,10.0,12.0,22.0,14.0,48.0,9.0,75.0,848.0,2.0,3.0,1.0,11.0,1.0,5.0,6.0,15.0,3.0,23.0,16.0,8.0,42.0,,32.0,8.0,,10.0,7.0,17.0,4.0,3.0,5.0,4.0,1.0,41.0,4.0,25.0,16.0,44.0,8.0,52.0,12.0,7.0,5.0,1.0,4.0,3.0,1.0,1.0,8.0,1.0,12.0,28.0,9.0,11.0,1.0,5.0,,1.0,23.0,256.0,6.0,,0.6666666666666666,0.8,1.0,0.2916666666666667,0.4,0.2916666666666667,0.5454545454545454,0.6666666666666666,0.2,0.4714285714285714,0.5,0.5,0.5,0.5,0.5227272727272727,0.6857142857142857,,,,,10.121951219512196,0.625,0.1038961038961039,0.020618556701030927,0.14124293785310735,0.12386706948640483,0.023121387283236993,0.038461538461538464,0.16363636363636364,0.1,,0.12878787878787878,0.17777777777777778,0.2,0.6428571428571429,0.6428571428571429,0.08571428571428572,0.3333333333333333,0.3333333333333333,0.5,0.02857142857142857,0.5,0.5,1.0,0.22857142857142856,0.375,0.375,1.0,0.45714285714285713,0.25,0.25,1.0,0.2,1.0,0.15,0.3333333333333333,0.25,0.4,0.5,0.4,0.8857142857142857,0.25,0.5507664285714287,0.5827722222222222,0.5357224999999999,0.06756756756756757,0.19230769230769232,,0.14666666666666667,0.30666666666666664,4.836363636363636,25.149999999999995,0.35020519835841313,,,,3.0,4.0,7.0,4.0,,,4.0,,1.0,1.0,1.0,,,0.02631578947368421,0.010752688172043012,0.02040816326530612,0.024193548387096774,0.03571428571428571,,0.6666666666666666,0.3,0.4,,3.0,5.0,,,,1.0,,,,,,,,0.15789473684210525,,,,1.0,2.0,,0.2857142857142857,,0.25,1.0,1.0,0.3333333333333333,1.0,,,,True,,,
1628381,1610612737,John Collins,John Collins,1628381,ATL,4194.0,70.0,10.0,146.0,148,54.0,30,18.0,294,7.0,11.0,3.0,4.0,3.0,6.0,7.0,13.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,15.0,27.0,4.0,5.0,7.0,49.0,163.0,5.0,6.0,,13.0,5.0,9.0,2.0,3.0,2.0,18.0,14.0,16.0,12.0,,2.0,1.0,3.0,1.0,,1.0,,,,,1.0,2.0,4.0,9.0,3.0,12.0,6.0,18.0,,,4.0,,2.0,2.0,2.0,,6.0,2.0,2.0,5.0,8.0,8.0,2.0,4.0,,1.0,18.0,54.0,1.0,1.0,0.4666666666666667,0.5833333333333334,1.0,0.8,0.6666666666666666,0.8,0.5555555555555556,0.8333333333333334,0.5555555555555556,0.65625,0.9285714285714286,0.6666666666666666,0.7,0.9285714285714286,0.6923076923076923,0.15625,0.1111111111111111,,0.15384615384615385,0.3333333333333333,24.698795180722893,0.6666666666666666,0.09375,0.10810810810810811,0.23684210526315788,0.17142857142857143,0.08823529411764706,0.2222222222222222,0.15384615384615385,,0.2,0.2,0.3076923076923077,0.34375,0.6363636363636364,0.6363636363636364,0.40625,0.5384615384615384,0.6363636363636364,0.42857142857142855,0.09375,0.3333333333333333,0.5,1.0,0.09375,1.0,1.0,1.0,0.0625,0.5,0.5,1.0,0.5714285714285714,0.75,0.5,0.5,0.08333333333333333,1.0,0.16666666666666666,0.5,0.5,0.5,0.511503125,0.6672083333333334,0.5475125,0.11764705882352941,0.13793103448275862,,0.2653061224489796,0.3673469387755102,7.292592592592593,24.5,0.3698630136986301,2.0,1.0,2.0,1.0,,1.0,6.0,,,2.0,2.0,,1.0,,,,0.06451612903225806,0.05555555555555555,0.1,0.07692307692307693,,0.2,0.42857142857142855,0.14285714285714285,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,True,,,
1628989,1610612737,Kevin Huerter,Kevin Huerter,1628989,ATL,16735.0,279.0,-34.0,562.0,572,182.0,135,66.0,1134,6.0,13.0,,,1.0,4.0,13.0,25.0,7.0,15.0,5.0,12.0,2.0,5.0,20.0,53.0,7.0,16.0,26.0,53.0,25.0,65.0,9.0,136.0,645.0,4.0,6.0,4.0,12.0,4.0,15.0,9.0,21.0,4.0,39.0,8.0,44.0,63.0,12.0,52.0,20.0,4.0,21.0,10.0,31.0,10.0,,17.0,2.0,2.0,72.0,2.0,7.0,14.0,23.0,4.0,27.0,10.0,8.0,6.0,,4.0,5.0,2.0,2.0,11.0,3.0,11.0,19.0,7.0,10.0,,4.0,,,39.0,182.0,2.0,,0.15384615384615385,0.16,0.84,0.38461538461538464,0.42857142857142855,0.390625,0.49056603773584906,0.6666666666666666,0.26666666666666666,0.538135593220339,0.4,0.4861111111111111,0.5532786885245902,0.5,0.5131578947368421,0.5508474576271186,0.07547169811320754,0.15384615384615385,0.08,,21.011058451816744,0.5454545454545454,0.10526315789473684,0.0125,0.06306306306306306,0.0860655737704918,0.014545454545454545,0.023255813953488372,0.06666666666666667,0.12698412698412698,0.12,0.06097560975609756,0.06896551724137931,0.11016949152542373,0.46153846153846156,0.5454545454545454,0.211864406779661,0.52,0.5652173913043478,,0.1271186440677966,0.4666666666666667,0.4666666666666667,0.2857142857142857,0.1016949152542373,0.4166666666666667,0.4166666666666667,1.0,0.4491525423728814,0.37735849056603776,0.38461538461538464,0.8,,,0.1111111111111111,0.25,0.1388888888888889,0.4,0.4444444444444444,0.4375,0.6610169491525424,0.38461538461538464,0.5087038461538462,0.4672899999999999,0.49678714285714276,0.03278688524590164,0.07017543859649122,,0.08823529411764706,0.2867647058823529,10.186792452830186,26.155384615384612,0.3238434163701068,,,,2.0,2.0,4.0,2.0,1.0,1.0,2.0,,1.0,,,0.015384615384615385,,0.017391304347826087,,0.024390243902439025,,0.09090909090909091,,0.3333333333333333,0.2,0.2,,2.0,2.0,2.0,,1.0,,,,,,,,,0.18181818181818182,,,,,,2.0,,0.018867924528301886,,,,,,,,,True,,,
1629027,1610612737,Trae Young,Trae Young,1629027,ATL,9463.0,158.0,-28.0,328.0,332,154.0,135,42.0,660,13.0,18.0,1.0,1.0,8.0,10.0,16.0,42.0,11.0,21.0,,2.0,,1.0,12.0,28.0,6.0,14.0,40.0,81.0,12.0,30.0,39.0,155.0,421.0,2.0,4.0,4.0,8.0,22.0,44.0,6.0,15.0,26.0,88.0,2.0,78.0,15.0,21.0,28.0,12.0,5.0,28.0,13.0,41.0,6.0,7.0,19.0,7.0,2.0,95.0,5.0,10.0,10.0,20.0,6.0,26.0,7.0,5.0,16.0,1.0,11.0,3.0,5.0,,19.0,9.0,2.0,9.0,32.0,48.0,5.0,17.0,1.0,8.0,88.0,154.0,2.0,7.0,0.025,0.02631578947368421,0.4166666666666667,0.4,0.4,0.4,0.49382716049382713,0.5,0.5,0.5225225225225225,0.4,0.5254237288135594,0.5871212121212122,0.5714285714285714,0.5945945945945946,0.2702702702702703,0.06172839506172839,0.1111111111111111,0.047619047619047616,0.047619047619047616,39.787798408488065,0.8421052631578947,0.13333333333333333,0.05263157894736842,0.13157894736842105,0.13245033112582782,0.03773584905660377,,0.06451612903225806,0.17142857142857143,0.2222222222222222,0.17543859649122806,,0.16216216216216217,0.7222222222222222,0.8125,0.3783783783783784,0.38095238095238093,0.4,,0.1891891891891892,0.5238095238095238,0.55,0.09090909090909091,0.018018018018018018,,,,0.25225225225225223,0.42857142857142855,0.42857142857142855,0.4166666666666667,0.2,1.0,0.1694915254237288,0.8,0.01694915254237288,,0.23728813559322035,0.42857142857142855,0.43243243243243246,0.42857142857142855,0.49045841121495326,0.437975,0.4809187500000001,0.14516129032258066,0.1827956989247312,0.03225806451612903,0.05161290322580645,0.567741935483871,9.920987654320987,27.98,0.4695121951219512,1.0,1.0,1.0,,1.0,1.0,4.0,,,1.0,3.0,1.0,,,,,0.015625,0.0851063829787234,0.045454545454545456,0.02040816326530612,,0.05660377358490566,,,0.2,,,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,True,,,
