EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PtsPutbacks,FTDefRebounds,Offensive Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,BlockedShortMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,Corner3PctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FTOffRebounds,Loose Ball Fouls Drawn,Blocked3s,BlockedCorner3,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,BlockedArc3,on,OffensiveGoaltends
1626184,1610612753,Chasson Randle,Chasson Randle,1626184,ORL,20178.0,336,-118,679,685,164,154,64,1364,15.0,22.0,1.0,1.0,4.0,5.0,2.0,7.0,1.0,7.0,3.0,11.0,1.0,3.0,16.0,48.0,2.0,4.0,2.0,9.0,18.0,36.0,19.0,59.0,14.0,107.0,788,1.0,1.0,2.0,4.0,8.0,6.0,9.0,3.0,12.0,3.0,24.0,4.0,32.0,36.0,21.0,1.0,47.0,16.0,6.0,1.0,21.0,15.0,36.0,12.0,3.0,9.0,7.0,5.0,87.0,1.0,1.0,19.0,14.0,33.0,2.0,35.0,1.0,8.0,3.0,5.0,12.0,2.0,9.0,7.0,1.0,3.0,1.0,1.0,19.0,1.0,6.0,17.0,31.0,1.0,1.0,16.0,2.0,3.0,16.0,2.0,1.0,7.0,2.0,1.0,1.0,1.0,24.0,164,3.0,0.1111111111111111,0.1111111111111111,0.631578947368421,0.3220338983050847,0.5,0.25,0.3275862068965517,0.5,1.0,0.6666666666666666,0.48947368421052634,0.8,0.5,0.5297029702970297,0.8,0.5217391304347826,0.6210526315789474,0.01694915254237288,0.16666666666666666,0.2727272727272727,0.020833333333333332,16.06425702811245,0.631578947368421,0.08588957055214724,0.005076142131979695,0.11949685534591195,0.006211180124223602,0.10248447204968944,0.00558659217877095,0.011494252873563218,0.007751937984496124,0.015873015873015872,0.13636363636363635,0.11764705882352941,0.1322314049586777,0.07894736842105263,0.02,0.23157894736842105,0.6818181818181818,0.9375,0.13333333333333333,0.07368421052631578,0.2857142857142857,0.2857142857142857,0.07368421052631578,0.14285714285714285,0.14285714285714285,0.11578947368421053,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.5052631578947369,0.3333333333333333,0.3404255319148936,0.625,0.2,1.0,1.0,0.8,0.5,1.0,0.23809523809523808,0.8,0.14285714285714285,0.3333333333333333,0.42857142857142855,0.2222222222222222,0.8526315789473684,0.3404255319148936,0.5404744680851064,0.54845,0.5011675,0.0891089108910891,0.17073170731707318,0.03333333333333333,0.07476635514018691,0.22429906542056074,6.383333333333332,25.92542372881356,0.24153166421207659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628407,1610612753,Dwayne Bacon,Dwayne Bacon,1628407,ORL,39450.0,658,-129,1334,1337,282,274,137,2671,40.0,73.0,7.0,9.0,10.0,13.0,25.0,62.0,16.0,38.0,1.0,10.0,,1.0,24.0,73.0,3.0,8.0,4.0,18.0,81.0,173.0,25.0,83.0,49.0,286.0,1520,12.0,14.0,3.0,8.0,36.0,14.0,32.0,4.0,19.0,17.0,57.0,68.0,94.0,42.0,33.0,,73.0,24.0,10.0,1.0,19.0,18.0,37.0,15.0,3.0,5.0,6.0,8.0,92.0,3.0,8.0,43.0,29.0,75.0,11.0,86.0,1.0,10.0,7.0,3.0,11.0,2.0,7.0,6.0,,4.0,,2.0,17.0,1.0,6.0,18.0,42.0,,1.0,42.0,,1.0,60.0,5.0,,25.0,2.0,2.0,,2.0,57.0,282,5.0,0.41975308641975306,0.4533333333333333,0.56,0.30120481927710846,0.375,0.21052631578947367,0.30120481927710846,0.4682080924855491,0.8571428571428571,0.4375,0.462890625,0.75,0.39215686274509803,0.5070921985815603,0.782608695652174,0.475,0.32421875,0.012048192771084338,0.057803468208092484,0.0958904109589041,,19.98663101604278,0.6470588235294118,0.09666666666666666,0.01932367149758454,0.13149847094801223,0.010273972602739725,0.11483253588516747,0.015580736543909348,0.01775147928994083,0.0040650406504065045,0.09401709401709402,0.08,0.13793103448275862,0.13257575757575757,0.12698412698412698,0.007194244604316547,0.28515625,0.547945205479452,0.6060606060606061,0.325,0.2421875,0.4032258064516129,0.423728813559322,0.1484375,0.42105263157894735,0.42105263157894735,0.0390625,0.1,0.1111111111111111,1.0,0.28515625,0.3287671232876712,0.3287671232876712,0.5416666666666666,0.4090909090909091,0.7777777777777778,0.14285714285714285,0.36363636363636365,0.375,0.6666666666666666,0.2549019607843137,0.7692307692307693,0.0196078431372549,,0.35294117647058826,0.2222222222222222,0.609375,0.3287671232876712,0.48897988281250004,0.5950785714285715,0.4809882352941175,0.09712230215827339,0.12953367875647667,0.023529411764705882,0.1258741258741259,0.1993006993006993,7.739306358381505,25.63614457831326,0.21139430284857572,3.0,12.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,0.04838709677419355,0.1,0.13043478260869565,0.03875968992248062,0.043478260869565216,0.56,0.4375,,,,,,,,,,,,,,,,,,True,
1628964,1610612753,Mo Bamba,Mo Bamba,1628964,ORL,16009.0,267,9,539,537,114,88,69,1076,21.0,30.0,14.0,16.0,2.0,3.0,9.0,20.0,8.0,12.0,1.0,3.0,,,5.0,31.0,,1.0,1.0,6.0,38.0,62.0,6.0,34.0,15.0,109.0,581,17.0,24.0,1.0,3.0,45.0,5.0,7.0,1.0,6.0,7.0,20.0,42.0,34.0,18.0,,,31.0,5.0,8.0,1.0,3.0,8.0,11.0,6.0,2.0,2.0,,1.0,30.0,7.0,22.0,39.0,28.0,71.0,30.0,101.0,,7.0,5.0,2.0,2.0,3.0,,9.0,,2.0,,,11.0,3.0,1.0,17.0,27.0,,4.0,19.0,1.0,,23.0,3.0,,11.0,,24.0,,25.0,20.0,114,2.0,0.5526315789473685,0.875,1.0,0.17647058823529413,0.3333333333333333,0.16666666666666666,0.17647058823529413,0.6129032258064516,0.7083333333333334,0.7142857142857143,0.4895833333333333,0.6851851851851852,0.5,0.5141509433962265,0.7258064516129032,0.5555555555555556,0.3541666666666667,0.029411764705882353,0.12903225806451613,0.1,0.03225806451612903,18.962722852512155,0.18181818181818182,0.2074074074074074,0.13836477987421383,0.2826086956521739,0.05384615384615385,0.2454212454212454,0.10034602076124567,0.13513513513513514,0.05555555555555555,0.23214285714285715,0.24444444444444444,0.11764705882352941,0.28448275862068967,0.2727272727272727,,0.3125,0.7,0.7777777777777778,0.47619047619047616,0.20833333333333334,0.45,0.6,0.125,0.6666666666666666,0.6666666666666666,0.03125,0.3333333333333333,0.3333333333333333,1.0,0.3229166666666667,0.16129032258064516,0.16666666666666666,1.0,0.5925925925925926,0.875,0.21428571428571427,0.037037037037037035,,,0.23076923076923078,0.6666666666666666,,,0.46153846153846156,0.16666666666666666,0.6666666666666666,0.16129032258064516,0.5177994791666669,0.5881673913043478,0.5043692307692308,0.10576923076923077,0.15714285714285714,,0.41284403669724773,0.1834862385321101,6.1887096774193555,25.7,0.21150278293135436,8.0,28.0,4.0,4.0,,2.0,17.0,7.0,1.0,2.0,0.25,,0.36363636363636365,0.1951219512195122,0.045454545454545456,0.6666666666666666,0.625,1.0,2.0,1.0,3.0,1.0,1.0,15.0,2.0,1.0,0.07692307692307693,0.09090909090909091,0.6,0.07407407407407407,0.5,1.0,,,True,
1629109,1610612753,Gary Clark,Gary Clark,1629109,ORL,3918.0,65,8,131,135,63,26,16,266,1.0,2.0,,,1.0,1.0,,1.0,,,3.0,9.0,2.0,5.0,2.0,6.0,,,,2.0,1.0,3.0,5.0,15.0,,17.0,139,,1.0,,,,1.0,2.0,2.0,7.0,,8.0,2.0,,15.0,,,6.0,2.0,,,2.0,2.0,4.0,2.0,,,1.0,1.0,10.0,2.0,1.0,4.0,3.0,7.0,3.0,10.0,,2.0,2.0,,,,,1.0,,,1.0,,1.0,,1.0,3.0,5.0,,,,,,,,,,,1.0,,1.0,8.0,63,,1.0,1.0,1.0,0.3333333333333333,,0.2857142857142857,0.3333333333333333,0.3333333333333333,,0.5,0.4722222222222222,,0.4444444444444444,0.4722222222222222,,0.4444444444444444,0.8333333333333334,,,,,12.666666666666666,,0.1111111111111111,0.03571428571428571,0.09302325581395349,0.05263157894736842,0.1,0.045454545454545456,,0.06896551724137931,0.1111111111111111,0.1,0.125,0.08333333333333333,0.14285714285714285,,0.1111111111111111,0.5,0.5,1.0,0.05555555555555555,,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.1111111111111111,1.0,0.5555555555555556,0.4,0.2222222222222222,,0.9444444444444444,0.3333333333333333,0.533136111111111,0.4539,0.5508055555555555,,,,,0.47058823529411764,3.6999999999999997,24.560000000000002,0.48091603053435117,,,,,,,1.0,,,,,,,0.16666666666666666,,,,,,,,,,1.0,,,,,1.0,,,,,,True,
1629643,1610612753,Chuma Okeke,Chuma Okeke,1629643,ORL,67954.0,1133,-182,2312,2331,618,568,245,4643,36.0,59.0,14.0,19.0,8.0,10.0,23.0,60.0,27.0,64.0,8.0,22.0,1.0,2.0,41.0,119.0,4.0,10.0,10.0,30.0,86.0,183.0,49.0,141.0,30.0,349.0,2618,17.0,29.0,4.0,11.0,47.0,16.0,33.0,11.0,32.0,5.0,70.0,70.0,102.0,144.0,3.0,3.0,116.0,41.0,15.0,,60.0,41.0,101.0,31.0,10.0,30.0,18.0,12.0,243.0,15.0,26.0,64.0,70.0,139.0,42.0,181.0,7.0,48.0,33.0,15.0,22.0,8.0,16.0,16.0,2.0,6.0,,4.0,38.0,,6.0,31.0,48.0,,1.0,38.0,3.0,2.0,40.0,5.0,,19.0,1.0,22.0,,22.0,70.0,616,3.0,0.4069767441860465,0.47297297297297297,0.9795918367346939,0.3475177304964539,0.36363636363636365,0.34375,0.35507246376811596,0.46994535519125685,0.5862068965517241,0.48484848484848486,0.49228395061728397,0.575,0.5,0.5117302052785924,0.5875,0.5,0.4351851851851852,,0.08196721311475409,0.0847457627118644,,14.638856701429123,0.5789473684210527,0.12433392539964476,0.03730272596843615,0.11873840445269017,0.031315240083507306,0.12159709618874773,0.03486394557823129,0.04195804195804196,0.02977667493796526,0.11214953271028037,0.13392857142857142,0.128,0.11888111888111888,0.11818181818181818,0.041176470588235294,0.18209876543209877,0.6101694915254238,0.6666666666666666,0.3888888888888889,0.18518518518518517,0.38333333333333336,0.45098039215686275,0.19753086419753085,0.421875,0.42857142857142855,0.06790123456790123,0.36363636363636365,0.36363636363636365,1.0,0.36728395061728397,0.3445378151260504,0.3445378151260504,0.975609756097561,0.475,0.7368421052631579,0.21428571428571427,0.25,0.4,1.0,0.15384615384615385,0.8,0.03076923076923077,0.5,0.46153846153846156,0.3333333333333333,0.6172839506172839,0.35344827586206895,0.50192546875,0.5500548387096774,0.5022846774193548,0.05621301775147929,0.09644670050761421,,0.1346704871060172,0.20057306590257878,9.687431693989069,26.135460992907802,0.2673010380622837,1.0,24.0,5.0,,,2.0,15.0,7.0,,2.0,0.15,,0.09615384615384616,0.05687203791469194,0.039473684210526314,0.13043478260869565,0.6666666666666666,,1.0,1.0,4.0,,,14.0,1.0,,0.015625,0.01,0.6363636363636364,0.025,,,0.015625,,True,
1630181,1610612753,R.J. Hampton,R.J. Hampton,1630181,ORL,10423.0,174,-88,354,360,81,69,41,714,11.0,16.0,2.0,2.0,2.0,4.0,5.0,11.0,5.0,11.0,4.0,6.0,,,3.0,16.0,2.0,4.0,1.0,5.0,21.0,38.0,7.0,22.0,6.0,69.0,462,3.0,3.0,2.0,4.0,12.0,4.0,9.0,1.0,5.0,2.0,13.0,16.0,26.0,18.0,3.0,,16.0,3.0,2.0,,7.0,6.0,13.0,4.0,2.0,3.0,3.0,1.0,32.0,1.0,3.0,18.0,6.0,24.0,4.0,28.0,1.0,6.0,4.0,2.0,7.0,1.0,6.0,2.0,1.0,1.0,,,9.0,2.0,2.0,8.0,15.0,,1.0,12.0,,,15.0,1.0,,7.0,,1.0,1.0,1.0,13.0,81,,0.38095238095238093,0.42105263157894735,0.8571428571428571,0.3181818181818182,0.5,0.2,0.3181818181818182,0.5526315789473685,1.0,0.4444444444444444,0.525,0.8571428571428571,0.39285714285714285,0.5149253731343284,0.8571428571428571,0.40625,0.36666666666666664,,0.05263157894736842,0.125,,19.143576826196472,0.7777777777777778,0.06976744186046512,0.030927835051546393,0.2465753424657534,0.014285714285714285,0.1509433962264151,0.023952095808383235,0.023255813953488372,0.015873015873015872,0.08571428571428572,0.05263157894736842,0.07692307692307693,0.2542372881355932,0.21428571428571427,0.03333333333333333,0.26666666666666666,0.6875,0.7857142857142857,0.2727272727272727,0.18333333333333332,0.45454545454545453,0.45454545454545453,0.18333333333333332,0.45454545454545453,0.45454545454545453,0.1,0.6666666666666666,0.6666666666666666,1.0,0.26666666666666666,0.1875,0.1875,0.6666666666666666,0.2857142857142857,1.0,,0.5714285714285714,0.5,1.0,0.2857142857142857,0.5,,,0.35714285714285715,0.2,0.6333333333333333,0.1875,0.5125149999999999,0.5626666666666668,0.4892607142857143,0.10606060606060606,0.1590909090909091,,0.17391304347826086,0.18840579710144928,8.007894736842104,25.131818181818186,0.2288135593220339,,4.0,,,,1.0,,,,,,,,0.041666666666666664,,0.8,0.2,,,,1.0,,,1.0,2.0,,,0.03333333333333333,1.0,,,,,,True,
1630211,1610612753,Karim Mane,Karim Mane,1630211,ORL,1562.0,26,-2,54,52,14,14,6,106,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,,62,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,3.0,,,1.0,2.0,4.0,,4.0,,,,,,,,,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,0.5,1.0,,3.3898305084745766,,0.18181818181818182,,0.07692307692307693,,0.125,,,,,,0.3333333333333333,0.1111111111111111,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.5,,0.437,0.4635,0.4105,,,,,,7.35,,0.25925925925925924,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,True,
203082,1610612753,Terrence Ross,Terrence Ross,203082,ORL,28941.0,482,-41,996,1002,348,313,106,1998,18.0,30.0,2.0,4.0,8.0,13.0,15.0,42.0,39.0,83.0,3.0,6.0,2.0,2.0,35.0,104.0,1.0,3.0,14.0,39.0,72.0,155.0,38.0,110.0,49.0,307.0,1102,8.0,15.0,1.0,4.0,22.0,23.0,55.0,16.0,41.0,23.0,117.0,66.0,78.0,81.0,33.0,,104.0,35.0,7.0,4.0,26.0,9.0,35.0,6.0,3.0,10.0,11.0,5.0,79.0,2.0,3.0,36.0,22.0,61.0,5.0,66.0,2.0,13.0,9.0,4.0,22.0,1.0,13.0,10.0,1.0,9.0,2.0,2.0,32.0,1.0,9.0,12.0,36.0,,2.0,41.0,,1.0,56.0,5.0,1.0,14.0,8.0,8.0,2.0,10.0,115.0,347,6.0,0.4583333333333333,0.4714285714285714,0.7105263157894737,0.34545454545454546,0.25,0.3902439024390244,0.34545454545454546,0.4645161290322581,0.5333333333333333,0.41818181818181815,0.4867924528301887,0.5,0.4895833333333333,0.5333333333333333,0.55,0.5523809523809524,0.41509433962264153,0.03636363636363636,0.04516129032258064,0.16666666666666666,0.038461538461538464,28.45601436265709,0.6875,0.09090909090909091,0.009933774834437087,0.15789473684210525,0.00966183574879227,0.12340425531914893,0.009823182711198428,0.024390243902439025,0.011049723756906077,0.10344827586206896,0.030927835051546393,0.1724137931034483,0.14516129032258066,0.21428571428571427,0.014184397163120567,0.11320754716981132,0.6,0.72,0.3333333333333333,0.15849056603773584,0.35714285714285715,0.375,0.3132075471698113,0.46987951807228917,0.46987951807228917,0.022641509433962263,0.5,0.5,1.0,0.39245283018867927,0.33653846153846156,0.35,0.6857142857142857,0.21052631578947367,0.5,,0.15789473684210525,0.3333333333333333,,0.13541666666666666,0.6153846153846154,0.020833333333333332,1.0,0.40625,0.358974358974359,0.5283018867924528,0.33653846153846156,0.4780786792452831,0.4956029411764706,0.46705989583333346,0.07829181494661921,0.08536585365853659,0.06837606837606838,0.07166123778501629,0.3811074918566775,12.453548387096776,25.98181818181819,0.3493975903614458,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,,2.0,0.047619047619047616,,0.13636363636363635,,,0.6,0.46153846153846156,,1.0,,,2.0,1.0,6.0,,,,,0.6,0.05263157894736842,,,,1.0,True,
203490,1610612753,Otto Porter Jr.,Otto Porter Jr.,203490,ORL,945.0,16,10,34,36,18,22,3,70,1.0,1.0,,,1.0,1.0,,,,,,,,,,3.0,,,,2.0,1.0,1.0,,3.0,,2.0,35,,,,,,1.0,1.0,,2.0,,2.0,2.0,,,,,3.0,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,16,,1.0,1.0,,,,,,1.0,,1.0,0.25,,0.3333333333333333,0.25,,0.3333333333333333,0.75,,,,,10.81081081081081,,0.1111111111111111,,,,0.05263157894736842,,,,0.2,,,,,,0.25,1.0,1.0,1.0,,,,,,,,,,,0.75,,,,,,,,,,0.3333333333333333,1.0,,,0.6666666666666666,,1.0,,0.5012249999999999,,0.49879999999999997,,,,,1.0,0.8,27.03333333333333,0.5294117647058824,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,True,
203516,1610612753,James Ennis III,James Ennis III,203516,ORL,19265.0,321,-23,650,660,86,182,74,1310,10.0,25.0,1.0,9.0,1.0,4.0,5.0,14.0,3.0,7.0,6.0,13.0,1.0,2.0,9.0,25.0,2.0,3.0,1.0,4.0,18.0,46.0,15.0,38.0,18.0,99.0,739,2.0,10.0,2.0,4.0,15.0,2.0,5.0,2.0,6.0,7.0,17.0,20.0,16.0,39.0,6.0,,25.0,9.0,6.0,1.0,22.0,5.0,27.0,3.0,2.0,11.0,6.0,5.0,59.0,3.0,8.0,21.0,20.0,43.0,11.0,54.0,2.0,8.0,4.0,4.0,5.0,1.0,1.0,5.0,1.0,4.0,,1.0,10.0,,,10.0,21.0,,,21.0,,1.0,24.0,3.0,,10.0,1.0,2.0,1.0,2.0,17.0,85,1.0,0.5555555555555556,0.5555555555555556,0.8666666666666667,0.39473684210526316,0.5,0.3333333333333333,0.39473684210526316,0.391304347826087,0.2,0.4,0.48214285714285715,0.35714285714285715,0.45454545454545453,0.526595744680851,0.46875,0.53125,0.4523809523809524,0.02631578947368421,0.13043478260869565,0.12,0.04,14.188267394270122,0.5,0.12422360248447205,0.037383177570093455,0.13291139240506328,0.02702702702702703,0.12852664576802508,0.033846153846153845,0.08860759493670886,0.03409090909090909,0.11475409836065574,0.11290322580645161,0.15789473684210525,0.1452991452991453,0.0975609756097561,0.045454545454545456,0.2976190476190476,0.4,0.45454545454545453,0.7,0.16666666666666666,0.35714285714285715,0.45454545454545453,0.08333333333333333,0.42857142857142855,0.42857142857142855,0.15476190476190477,0.46153846153846156,0.46153846153846156,1.0,0.2976190476190476,0.36,0.375,0.7777777777777778,0.6428571428571429,0.1111111111111111,1.0,0.21428571428571427,0.6666666666666666,1.0,0.36363636363636365,0.25,0.18181818181818182,0.5,0.36363636363636365,0.25,0.75,0.36,0.5213511904761905,0.5820437500000001,0.5394045454545454,0.11956521739130435,0.18867924528301888,0.02564102564102564,0.15151515151515152,0.1717171717171717,5.845652173913044,25.3,0.13230769230769232,5.0,,2.0,1.0,,2.0,1.0,,,2.0,0.21428571428571427,,0.125,,,0.6,,,1.0,,,,,1.0,,,,0.01639344262295082,0.5,0.07142857142857142,,,,,True,
