EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsAssisted2s,Arc3Assists,OffTwoPtRebounds,OffRebounds,SelfOReb,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,LongMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Loose Ball Fouls Drawn,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,Corner3FGA,PenaltyCorner3FGA,SecondChanceFtPoints,ShortMidRangePctAssisted,Corner3Frequency,PenaltyCorner3Frequency,ShortMidRangeAssists,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,LiveBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,HeaveAttempts,BadPassTurnovers,SecondChanceTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,BlockedAtRim,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffLongMidRangeReboundPct,DefCorner3ReboundPct,PenaltyArc3FGM,FTOffRebounds,StepOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,Defensive 3 Seconds Violations,OffFTReboundPct,PenaltyArc3Accuracy,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,3SecondViolations
1628372,1610612752,Dennis Smith Jr.,Dennis Smith Jr.,1628372,NYK,1664.0,28,-6.0,55,52,33.0,19.0,7.0,107,1.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,6.0,4.0,5.0,9.0,59,1.0,2.0,4.0,3.0,5.0,9.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,6.0,2.0,1.0,9.0,33.0,1.0,0.3333333333333333,0.5,0.2,0.2857142857142857,0.3461538461538461,0.45,0.4,0.1666666666666666,0.5,22.580645161290324,0.0769230769230769,0.0909090909090909,0.0833333333333333,0.5,0.1,0.2,0.5,1.0,0.1,1.0,1.0,0.3,0.4,1.0,0.2857142857142857,0.5,0.4285714285714285,0.6,0.47392,0.4917214285714286,0.1666666666666666,0.25,1.0,12.733333333333334,26.125,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628373,1610612752,Frank Ntilikina,Frank Ntilikina,1628373,NYK,147.0,2,-3.0,5,5,4.0,5.0,,10,,,,,,,,1.0,,1.0,,,1.0,,,5,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,20.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,0.4932,0.4932,,,,,26.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628995,1610612752,Kevin Knox II,Kevin Knox II,1628995,NYK,1320.0,22,-4.0,43,41,25.0,12.0,7.0,84,2.0,2.0,2.0,2.0,,1.0,,1.0,,1.0,2.0,3.0,1.0,1.0,5.0,47,,2.0,2.0,1.0,1.0,5.0,,1.0,,,1.0,1.0,,,3.0,1.0,,1.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,5.0,25.0,,0.6666666666666666,1.0,0.5,0.6666666666666666,0.625,0.8333333333333334,0.25,,,8.0,,0.1111111111111111,0.05,,0.125,0.5,1.0,1.0,0.25,,,,0.25,,0.6666666666666666,1.0,0.3333333333333333,0.75,0.5184375,0.5421166666666667,0.25,0.3333333333333333,1.0,5.5,25.0,0.5813953488372093,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0714285714285714,0.0416666666666666,0.25,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629033,1610612752,Theo Pinson,Theo Pinson,1629033,NYK,582.0,10,-10.0,21,22,20.0,13.0,,43,,,,,,,,4.0,,3.0,,,4.0,,,26,,,,3.0,,,,4.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,20.0,,,,,,,,1.0,,,19.047619047619047,,,,,,,,,,,,,1.0,,,,1.0,1.0,0.5050875,0.5063,,,,,26.025,0.9523809523809524,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203457,1610612752,Nerlens Noel,Nerlens Noel,203457,NYK,1031.0,17,-9.0,34,33,24.0,15.0,4.0,67,2.0,2.0,1.0,1.0,,3.0,,,,,2.0,5.0,,1.0,5.0,37,,1.0,2.0,,1.0,3.0,2.0,,,1.0,,1.0,,,2.0,2.0,1.0,4.0,5.0,1.0,,1.0,1.0,,1.0,,2.0,1.0,1.0,2.0,,1.0,3.0,24.0,1.0,0.4,0.5,0.4,0.5,0.4166666666666667,0.5,,,,18.42105263157895,0.1111111111111111,0.25,0.1764705882352941,,0.2857142857142857,0.4,1.0,1.0,0.6,,,,,,0.5,1.0,,0.4,0.47426,0.41665,,,0.6,5.12,,0.7058823529411765,2.0,,1.0,1.0,,,0.5,1.0,0.0833333333333333,0.0555555555555555,,,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.1666666666666666,0.1666666666666666,1.0,1.0,1.0,0.7608,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203944,1610612752,Julius Randle,Julius Randle,203944,NYK,253.0,4,1.0,8,7,,1.0,,15,1.0,2.0,,,,,,,,,1.0,2.0,,,2.0,6,,,,,,,,,1.0,1.0,,1.0,,1.0,2.0,,,,,1.0,1.0,,,,,,,,2.0,,,,,,,0.5,,0.5,,0.5,,,0.5,0.5,25.0,,,,,,1.0,0.5,1.0,,,,,,,,,,1.0,0.5306500000000001,,,,,2.15,,,2.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629011,1610612752,Mitchell Robinson,Mitchell Robinson,1629011,NYK,496.0,8,,16,14,5.0,3.0,3.0,30,3.0,3.0,1.0,1.0,,,,,,,3.0,3.0,,,6.0,18,,1.0,1.0,,,2.0,2.0,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,2.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,15.789473684210526,,0.5,0.1666666666666666,,0.5,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,0.7128666666666668,0.7229,,,0.3333333333333333,0.8333333333333334,,0.3125,4.0,,,1.0,,,0.6666666666666666,1.0,,0.1111111111111111,,,0.6666666666666666,,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,0.3333333333333333,,1.0,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629628,1610612752,RJ Barrett,RJ Barrett,1629628,NYK,560.0,9,4.0,16,15,12.0,3.0,4.0,31,,2.0,,2.0,1.0,2.0,1.0,,,,1.0,5.0,1.0,1.0,3.0,14,,1.0,4.0,1.0,1.0,3.0,,,1.0,1.0,1.0,2.0,,1.0,5.0,,1.0,1.0,3.0,,,,,,,,,,1.0,2.0,1.0,,3.0,12.0,,0.2,0.25,0.1666666666666666,0.2,0.2142857142857142,0.25,0.1666666666666666,0.2,0.5,35.0,0.1666666666666666,,0.1,0.5,,0.3333333333333333,,,0.3333333333333333,0.5,0.5,0.1666666666666666,,,0.4,,,0.5,0.4879416666666666,0.50041,0.1428571428571428,0.1666666666666666,1.0,7.1,23.1,0.75,2.0,1.0,1.0,2.0,,,1.0,1.0,0.1666666666666666,0.2222222222222222,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,0.25,,0.2,,,1.0,,0.5741,0.3333333333333333,,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.1666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203085,1610612752,Austin Rivers,Austin Rivers,203085,NYK,158.0,3,-1.0,5,4,5.0,,1.0,9,,1.0,,1.0,,,,,,,,1.0,,,,5,,,1.0,,,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,16.666666666666668,,,,,,1.0,,,,,,,,,1.0,,,1.0,0.5986,0.5986,,,,1.7,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202692,1610612752,Alec Burks,Alec Burks,202692,NYK,911.0,15,4.0,28,26,7.0,6.0,6.0,54,,3.0,,2.0,,,1.0,2.0,,,1.0,4.0,3.0,5.0,16.0,28,1.0,,2.0,1.0,,3.0,,2.0,1.0,,,,,,,,3.0,3.0,3.0,1.0,1.0,,3.0,,4.0,,,,2.0,5.0,2.0,,3.0,7.0,,0.25,,0.7857142857142857,0.5,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3333333333333333,38.23529411764706,0.3,,0.1764705882352941,,,0.4285714285714285,,,,,,0.1428571428571428,0.2857142857142857,,0.6666666666666666,,,0.8571428571428571,0.5442,0.5888,0.2222222222222222,0.3333333333333333,0.1875,5.5,25.76666666666667,0.25,2.0,,,,,,1.0,1.0,,,,,,,,,,,3.0,,,,1.0,1.0,,,,,,1.5,1.5,,,0.1666666666666666,,,,0.5778,0.1875,,,,,1.0,1.0,,,0.1428571428571428,0.3333333333333333,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.25,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
