EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,BlockedCorner3,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,BlockedLongMidRange,OffLongMidRangeReboundPct,Clear Path Fouls,3pt And 1 Free Throw Trips,on,OffensiveGoaltends,Corner3PctBlocked
1626169,1610612761,Stanley Johnson,Stanley Johnson,1626169,TOR,60335.0,1006,-158.0,2063,2102,592,608,219,4165,30.0,58.0,4.0,9.0,7.0,13.0,12.0,32.0,2.0,6.0,15.0,44.0,2.0,2.0,2.0,10.0,30.0,93.0,5.0,13.0,7.0,26.0,44.0,96.0,45.0,137.0,44.0,267.0,2393,5.0,10.0,7.0,15.0,1.0,32.0,12.0,24.0,9.0,36.0,19.0,70.0,28.0,60.0,129.0,6.0,10.0,2.0,91.0,30.0,15.0,47.0,42.0,89.0,33.0,9.0,32.0,14.0,1.0,220.0,14.0,14.0,1.0,53.0,63.0,8.0,124.0,29.0,153,5.0,52.0,34.0,18.0,25.0,11.0,18.0,29.0,2.0,7.0,2.0,2.0,54.0,2.0,13.0,51,116,6.0,5.0,6.0,53.0,1.0,5.0,55.0,7.0,27.0,4.0,14.0,4.0,4.0,10.0,4.0,18.0,11.0,1.0,70.0,589,13.0,3.0,0.3181818181818182,0.358974358974359,0.9555555555555556,0.3284671532846715,0.4666666666666667,0.25,0.3333333333333333,0.4583333333333333,0.5,0.5,0.47854077253218885,0.62,0.425,0.519455252918288,0.6153846153846154,0.5,0.5879828326180258,0.15625,0.15517241379310345,0.15625,0.16666666666666666,13.454861111111112,0.46296296296296297,0.21052631578947367,0.023255813953488372,0.13755458515283842,0.027613412228796843,0.12072892938496584,0.027888446215139442,0.12931995540691194,0.027750247770069375,0.05,0.018518518518518517,0.030456852791878174,0.018518518518518517,0.1375,0.11764705882352941,0.18085106382978725,0.13213213213213212,0.08490566037735849,0.040983606557377046,0.6111111111111112,0.24892703862660945,0.5172413793103449,0.6122448979591837,0.4,0.13733905579399142,0.375,0.4444444444444444,0.16666666666666666,0.02575107296137339,0.3333333333333333,0.4,0.1888412017167382,0.3409090909090909,0.3409090909090909,1.0,0.39914163090128757,0.3225806451612903,0.3225806451612903,0.9333333333333333,0.36,0.4444444444444444,0.08,1.0,1.0,0.52,0.38461538461538464,0.8,0.21666666666666667,0.5384615384615384,0.16666666666666666,0.2,0.43333333333333335,0.2692307692307692,0.8369098712446352,0.32967032967032966,0.5254500000000002,0.5538500000000001,0.5101640350877192,0.1067193675889328,0.23275862068965517,0.1198501872659176,0.26217228464419473,4.607291666666666,25.810948905109484,0.286960736791081,,,,,,,,,,,,,,,,,True,,
1626181,1610612761,Norman Powell,Norman Powell,1626181,TOR,19683.0,328,-44.0,682,690,202,192,70,1372,30.0,55.0,1.0,2.0,12.0,17.0,10.0,24.0,5.0,10.0,14.0,25.0,,1.0,2.0,3.0,19.0,54.0,,1.0,8.0,17.0,45.0,89.0,33.0,79.0,34.0,223.0,809,2.0,3.0,,2.0,,4.0,15.0,21.0,10.0,20.0,16.0,76.0,48.0,42.0,87.0,12.0,,,54.0,19.0,13.0,11.0,17.0,28.0,13.0,4.0,10.0,1.0,,73.0,,,,16.0,13.0,2.0,31.0,,31,,9.0,6.0,3.0,7.0,,1.0,7.0,2.0,6.0,2.0,,14.0,2.0,4.0,5,28,3.0,2.0,,31.0,3.0,,39.0,2.0,9.0,9.0,1.0,,,,1.0,1.0,1.0,,76.0,199,7.0,9.0,0.5333333333333333,0.5333333333333333,0.8787878787878788,0.4177215189873418,,0.5,0.4177215189873418,0.5056179775280899,0.6666666666666666,0.7142857142857143,0.5625,0.4,0.7317073170731707,0.6,0.4,0.76,0.47023809523809523,0.14606741573033707,0.14545454545454545,0.20833333333333334,,26.149802890932982,0.5,0.14285714285714285,,0.087248322147651,,0.10810810810810811,,0.09764309764309764,,,,,,0.09230769230769231,0.09836065573770492,0.043478260869565216,0.10526315789473684,0.11764705882352941,,1.0,0.3273809523809524,0.5454545454545454,0.6382978723404256,0.6333333333333333,0.14285714285714285,0.4166666666666667,0.5263157894736842,0.3,0.05952380952380952,0.5,0.5,0.1488095238095238,0.56,0.56,1.0,0.32142857142857145,0.35185185185185186,0.35185185185185186,0.7894736842105263,0.4,0.5,0.2,,,0.2,,,0.4146341463414634,0.7058823529411765,0.07317073170731707,0.6666666666666666,0.4146341463414634,0.47058823529411764,0.7976190476190477,0.35185185185185186,0.5337901785714285,0.4437166666666667,0.5613853658536587,0.056818181818181816,0.09375,0.017937219730941704,0.34080717488789236,5.1595505617977535,25.38101265822785,0.2961876832844575,2.0,1.0,0.4,0.0125,,,,,,,,,,,,,True,,
1627761,1610612761,DeAndre' Bembry,DeAndre' Bembry,1627761,TOR,20815.0,347,-67.0,706,728,203,188,84,1434,29.0,46.0,5.0,7.0,6.0,11.0,8.0,28.0,,,,3.0,,,,1.0,3.0,15.0,,,1.0,3.0,37.0,74.0,3.0,18.0,6.0,89.0,809,6.0,12.0,,,,12.0,7.0,18.0,1.0,4.0,4.0,21.0,46.0,28.0,9.0,,6.0,,15.0,3.0,11.0,17.0,26.0,43.0,18.0,8.0,9.0,8.0,,112.0,4.0,7.0,,22.0,17.0,,39.0,11.0,50,2.0,19.0,19.0,,17.0,7.0,11.0,12.0,3.0,6.0,,1.0,29.0,4.0,8.0,7,23,,1.0,,9.0,,2.0,9.0,1.0,5.0,,7.0,,,5.0,2.0,7.0,4.0,,21.0,202,2.0,,0.6216216216216216,0.6764705882352942,1.0,0.16666666666666666,,0.25,0.16666666666666666,0.5,0.5,0.3888888888888889,0.45108695652173914,0.5,0.38636363636363635,0.4635416666666667,0.5,0.4375,0.1956521739130435,0.14864864864864866,0.13043478260869565,0.17857142857142858,,15.683814303638645,0.5862068965517241,,,0.10365853658536585,0.03977272727272727,0.1375,0.023255813953488372,0.12037037037037036,0.031609195402298854,0.07575757575757576,0.022222222222222223,0.02142857142857143,0.03125,0.12244897959183673,0.0641025641025641,0.16216216216216217,0.12598425196850394,0.18181818181818182,0.05128205128205128,0.5714285714285714,0.5,0.6304347826086957,0.725,0.6551724137931034,0.30434782608695654,0.2857142857142857,0.34782608695652173,0.5,,,,0.03260869565217391,,,,0.16304347826086957,0.2,0.2,1.0,0.5833333333333334,0.7142857142857143,,,,,,,0.5,0.5454545454545454,0.045454545454545456,,0.13636363636363635,0.3333333333333333,0.6956521739130435,0.2,0.5255131868131867,0.5963,0.5420613636363636,0.052083333333333336,0.0641025641025641,0.1348314606741573,0.23595505617977527,3.858108108108108,26.205555555555556,0.28753541076487255,,,,,0.4,,,,,,,,,,,,True,,
1627783,1610612761,Pascal Siakam,Pascal Siakam,1627783,TOR,19958.0,333,-20.0,671,686,172,194,70,1357,38.0,55.0,2.0,5.0,16.0,21.0,18.0,40.0,11.0,25.0,1.0,8.0,,2.0,,1.0,10.0,27.0,,,1.0,3.0,67.0,120.0,11.0,35.0,41.0,208.0,773,4.0,7.0,,2.0,4.0,12.0,24.0,35.0,1.0,4.0,19.0,70.0,46.0,88.0,21.0,12.0,8.0,1.0,26.0,10.0,9.0,13.0,28.0,41.0,21.0,7.0,11.0,1.0,1.0,110.0,9.0,11.0,1.0,22.0,28.0,,50.0,21.0,71,2.0,14.0,8.0,6.0,8.0,2.0,5.0,15.0,3.0,3.0,1.0,2.0,23.0,1.0,8.0,7,25,3.0,1.0,2.0,46.0,,2.0,53.0,10.0,28.0,3.0,5.0,2.0,1.0,4.0,1.0,7.0,6.0,1.0,70.0,171,2.0,3.0,0.34328358208955223,0.36507936507936506,0.6363636363636364,0.3142857142857143,,0.25,0.3235294117647059,0.5583333333333333,0.5714285714285714,0.6857142857142857,0.5387096774193548,0.4444444444444444,0.6538461538461539,0.5880681818181818,0.5454545454545454,0.7,0.22580645161290322,0.075,0.12727272727272726,0.05,,26.56875834445928,0.34782608695652173,,0.05555555555555555,0.1830065359477124,0.06748466257668712,0.15384615384615385,0.05521472392638037,0.16891891891891891,0.06134969325153374,0.0847457627118644,0.09090909090909091,0.04838709677419355,0.07692307692307693,0.1836734693877551,0.16901408450704225,0.21212121212121213,0.1308411214953271,0.2222222222222222,0.029850746268656716,0.8571428571428571,0.3548387096774194,0.6909090909090909,0.7916666666666666,0.39473684210526316,0.25806451612903225,0.45,0.47368421052631576,0.3333333333333333,0.16129032258064516,0.44,0.44,0.05161290322580645,0.125,0.125,1.0,0.17419354838709677,0.37037037037037035,0.37037037037037035,0.6,0.5555555555555556,0.4,0.2222222222222222,,,,,,0.5384615384615384,0.7619047619047619,0.02564102564102564,,0.07692307692307693,0.3333333333333333,0.5806451612903226,0.38461538461538464,0.4891542207792207,0.6993666666666666,0.48524210526315786,0.16184971098265896,0.2028985507246377,0.057692307692307696,0.33653846153846156,7.0566666666666675,26.505714285714287,0.2563338301043219,1.0,,0.18181818181818182,,,2.0,1.0,1.0,,,,,,,,,True,,
1627832,1610612761,Fred VanVleet,Fred VanVleet,1627832,TOR,22968.0,383,-27.0,776,778,237,231,78,1554,16.0,36.0,2.0,3.0,3.0,10.0,6.0,26.0,4.0,24.0,3.0,8.0,,1.0,1.0,3.0,27.0,96.0,5.0,17.0,11.0,29.0,26.0,86.0,30.0,104.0,43.0,185.0,867,3.0,9.0,5.0,18.0,2.0,23.0,6.0,26.0,12.0,32.0,22.0,70.0,14.0,38.0,63.0,27.0,,1.0,95.0,27.0,14.0,35.0,36.0,71.0,23.0,13.0,25.0,8.0,2.0,178.0,1.0,5.0,1.0,18.0,23.0,,41.0,7.0,48,3.0,22.0,9.0,13.0,15.0,5.0,9.0,9.0,1.0,6.0,1.0,,24.0,3.0,7.0,8,26,,2.0,2.0,41.0,,5.0,51.0,1.0,16.0,5.0,10.0,,,4.0,6.0,10.0,8.0,,68.0,234,2.0,3.0,0.2692307692307692,0.2692307692307692,0.7,0.28846153846153844,0.2777777777777778,0.375,0.2912621359223301,0.3023255813953488,0.3333333333333333,0.23076923076923078,0.3736842105263158,0.3888888888888889,0.41379310344827586,0.42924528301886794,0.4107142857142857,0.4928571428571429,0.5473684210526316,0.16279069767441862,0.16666666666666666,0.2692307692307692,0.041666666666666664,27.283236994219653,0.625,,0.045454545454545456,0.13609467455621302,0.02824858757062147,0.1125,0.005076142131979695,0.12462006079027356,0.016042780748663103,0.03896103896103896,0.031746031746031744,0.0064516129032258064,,0.13846153846153847,0.14666666666666667,0.10344827586206896,0.10084033613445378,0.14634146341463414,0.02727272727272727,0.8,0.18947368421052632,0.4444444444444444,0.5333333333333333,0.1875,0.1368421052631579,0.23076923076923078,0.3157894736842105,0.5,0.12631578947368421,0.16666666666666666,0.17391304347826086,0.042105263157894736,0.375,0.375,1.0,0.5052631578947369,0.28125,0.29347826086956524,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.037037037037037035,,,0.6296296296296297,0.29411764705882354,1.0,0.1724137931034483,0.3,0.05172413793103448,0.3333333333333333,0.5,0.3793103448275862,0.7368421052631579,0.28421052631578947,0.5037788770053475,0.4919235294117647,0.48528482142857143,0.08695652173913043,0.15841584158415842,0.12432432432432433,0.3783783783783784,8.47209302325581,27.071153846153848,0.30541237113402064,4.0,2.0,0.25,0.018867924528301886,,1.0,,,4.0,0.038461538461538464,0.041666666666666664,,,,,,True,,
1628449,1610612761,Chris Boucher,Chris Boucher,1628449,TOR,21139.0,352,-66.0,708,721,211,209,75,1429,49.0,71.0,17.0,22.0,11.0,16.0,3.0,12.0,,1.0,4.0,9.0,1.0,1.0,,,18.0,52.0,1.0,5.0,4.0,19.0,52.0,84.0,22.0,61.0,45.0,215.0,848,17.0,22.0,2.0,6.0,8.0,48.0,13.0,19.0,4.0,19.0,11.0,49.0,68.0,36.0,66.0,,30.0,,52.0,18.0,11.0,9.0,5.0,14.0,4.0,1.0,7.0,1.0,1.0,33.0,11.0,13.0,,36.0,28.0,5.0,69.0,24.0,93,1.0,6.0,5.0,1.0,6.0,,2.0,10.0,,4.0,1.0,4.0,16.0,,4.0,27,38,1.0,2.0,1.0,37.0,4.0,5.0,52.0,4.0,22.0,3.0,23.0,6.0,5.0,12.0,11.0,29.0,18.0,4.0,49.0,210,2.0,3.0,0.6538461538461539,0.918918918918919,1.0,0.36065573770491804,0.3333333333333333,0.21052631578947367,0.36065573770491804,0.6190476190476191,0.7727272727272727,0.6842105263157895,0.5862068965517241,0.7142857142857143,0.5,0.6398809523809523,0.75,0.5444444444444444,0.4206896551724138,0.13095238095238096,0.1267605633802817,0.16666666666666666,,23.29113924050633,0.375,0.5555555555555556,,0.19310344827586207,0.08441558441558442,0.2155688622754491,0.06043956043956044,0.20512820512820512,0.07142857142857142,0.10810810810810811,0.08928571428571429,0.05673758865248227,0.07317073170731707,0.10714285714285714,0.203125,0.36,0.2231404958677686,0.1956521739130435,0.01694915254237288,0.6206896551724138,0.4896551724137931,0.6901408450704225,0.7903225806451613,0.6530612244897959,0.08275862068965517,0.25,0.3,0.6666666666666666,0.006896551724137931,,,0.06206896551724138,0.4444444444444444,0.4444444444444444,1.0,0.3586206896551724,0.34615384615384615,0.34615384615384615,1.0,0.7857142857142857,0.7727272727272727,0.03571428571428571,1.0,1.0,0.17857142857142858,0.2,1.0,0.42105263157894735,0.6875,,,0.5,0.21052631578947367,0.9103448275862069,0.34615384615384615,0.5577341379310345,0.661986842105263,0.5420302631578947,0.14545454545454545,0.21568627450980393,0.22325581395348837,0.22790697674418606,2.763095238095239,25.619672131147535,0.2980225988700565,,2.0,,0.031746031746031744,0.058823529411764705,,1.0,,,,,1.0,,,,,True,,
1628384,1610612761,OG Anunoby,OG Anunoby,1628384,TOR,11274.0,188,16.0,399,399,118,98,39,798,14.0,21.0,1.0,3.0,4.0,5.0,2.0,11.0,,2.0,4.0,12.0,1.0,1.0,1.0,3.0,10.0,18.0,,2.0,5.0,6.0,16.0,34.0,14.0,30.0,16.0,90.0,436,1.0,4.0,1.0,3.0,1.0,6.0,5.0,8.0,6.0,9.0,7.0,35.0,12.0,20.0,42.0,,2.0,,18.0,10.0,6.0,4.0,7.0,11.0,7.0,,4.0,,,29.0,4.0,3.0,,12.0,8.0,5.0,25.0,7.0,32,2.0,7.0,5.0,2.0,7.0,1.0,1.0,7.0,3.0,6.0,,,14.0,,8.0,9,13,2.0,1.0,1.0,14.0,1.0,1.0,21.0,1.0,7.0,4.0,5.0,,,2.0,2.0,5.0,1.0,,33.0,116,,3.0,0.375,0.4,1.0,0.4666666666666667,0.3333333333333333,0.6666666666666666,0.4666666666666667,0.47058823529411764,0.25,0.625,0.578125,0.35714285714285715,0.8235294117647058,0.6081081081081081,0.375,0.7954545454545454,0.46875,0.17647058823529413,0.14285714285714285,0.2727272727272727,,20.045558086560366,0.5,0.4166666666666667,,0.1,0.03409090909090909,0.14285714285714285,0.04395604395604396,0.12195121951219512,0.03910614525139665,0.05263157894736842,0.03125,0.0547945205479452,,0.03333333333333333,0.13513513513513514,0.15384615384615385,0.12698412698412698,0.19047619047619047,0.07407407407407407,0.2,0.328125,0.6666666666666666,0.7777777777777778,0.42857142857142855,0.171875,0.18181818181818182,0.25,,0.03125,,,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.28125,0.5555555555555556,0.5555555555555556,1.0,0.42857142857142855,0.3333333333333333,0.14285714285714285,1.0,1.0,0.2857142857142857,,,0.29411764705882354,0.8,0.17647058823529413,0.3333333333333333,0.35294117647058826,0.8333333333333334,0.796875,0.5555555555555556,0.5416492187499999,0.5864333333333334,0.5636764705882351,0.1,0.175,0.06666666666666667,0.3888888888888889,3.9029411764705886,25.056666666666665,0.2957393483709273,,,,,,,,,,,,,1.0,,,,True,,
200768,1610612761,Kyle Lowry,Kyle Lowry,200768,TOR,20075.0,335,-71.0,697,713,193,206,65,1410,18.0,27.0,,,7.0,10.0,2.0,22.0,5.0,18.0,,2.0,,,,,30.0,81.0,4.0,7.0,8.0,20.0,25.0,67.0,30.0,83.0,42.0,182.0,851,,1.0,4.0,7.0,3.0,15.0,9.0,19.0,8.0,20.0,22.0,64.0,10.0,40.0,57.0,33.0,,2.0,79.0,30.0,8.0,45.0,33.0,78.0,23.0,10.0,39.0,5.0,1.0,189.0,2.0,4.0,,16.0,15.0,,31.0,6.0,37,,6.0,4.0,2.0,20.0,6.0,15.0,12.0,1.0,5.0,2.0,,32.0,2.0,7.0,13,29,3.0,1.0,,50.0,,1.0,46.0,2.0,12.0,7.0,4.0,,,3.0,1.0,4.0,3.0,,64.0,193,3.0,6.0,0.2,0.2,0.6333333333333333,0.3614457831325301,0.5714285714285714,0.4,0.37037037037037035,0.373134328358209,,0.47368421052631576,0.4666666666666667,0.75,0.5384615384615384,0.5323529411764706,0.75,0.6428571428571429,0.5533333333333333,0.11940298507462686,0.07407407407407407,0.22727272727272727,0.05555555555555555,26.199740596627755,0.625,,,0.09615384615384616,0.024691358024691357,0.1103448275862069,0.011111111111111112,0.10299003322259136,0.017543859649122806,0.04285714285714286,,0.007246376811594203,0.023809523809523808,0.13559322033898305,0.078125,0.06060606060606061,0.10377358490566038,0.1282051282051282,,0.75,0.18,0.6666666666666666,0.72,0.16666666666666666,0.14666666666666667,0.09090909090909091,0.11764705882352941,0.5,0.12,0.2777777777777778,0.29411764705882354,0.013333333333333334,,,,0.54,0.37037037037037035,0.379746835443038,0.6333333333333333,,,,,,0.875,0.5714285714285714,0.75,0.2564102564102564,0.7,,,0.5128205128205128,0.4,0.7333333333333333,0.379746835443038,0.5026939189189189,0.5232785714285715,0.49399999999999994,0.09202453987730061,0.15584415584415584,0.08241758241758242,0.3516483516483517,7.876119402985076,27.19397590361445,0.2769010043041607,1.0,3.0,0.2,0.03488372093023256,,6.0,,,2.0,0.024096385542168676,0.024691358024691357,,,0.034482758620689655,,,True,,
1628778,1610612761,Paul Watson,Paul Watson,1628778,TOR,3733.0,62,-28.0,128,130,60,82,13,258,1.0,1.0,1.0,1.0,,,,2.0,,,1.0,2.0,,,1.0,1.0,7.0,12.0,1.0,1.0,5.0,7.0,1.0,3.0,8.0,14.0,,26.0,182,1.0,1.0,1.0,1.0,,5.0,,1.0,6.0,8.0,,18.0,,2.0,15.0,9.0,,,12.0,7.0,2.0,,2.0,2.0,2.0,,,,,6.0,1.0,,,5.0,,3.0,8.0,1.0,9,,1.0,,1.0,,,,,,,,,,,,4,6,,,,1.0,,,,,,,1.0,,,,1.0,1.0,1.0,,18.0,60,1.0,,,,0.625,0.5714285714285714,1.0,0.75,0.5714285714285714,0.3333333333333333,1.0,,0.7647058823529411,1.25,1.0,0.7647058823529411,1.25,1.0,0.8235294117647058,0.6666666666666666,,1.0,,12.056737588652483,,0.75,,,,0.29411764705882354,0.027777777777777776,0.10416666666666667,0.017857142857142856,,,0.03571428571428571,,,,,0.16666666666666666,0.6,,1.0,0.058823529411764705,1.0,1.0,,0.11764705882352941,,,,,,,0.11764705882352941,0.5,0.5,1.0,0.7058823529411765,0.5833333333333334,0.5833333333333334,0.5714285714285714,0.5,1.0,,,,0.5,1.0,1.0,,,0.1111111111111111,1.0,0.7777777777777778,0.7142857142857143,0.8823529411764706,0.5833333333333334,0.4955382352941176,,0.47748888888888885,,,0.19230769230769232,0.6923076923076923,5.666666666666667,25.871428571428574,0.46875,,,,,,,,,,,,,,,,,True,,
1629056,1610612761,Terence Davis,Terence Davis,1629056,TOR,9724.0,162,-9.0,337,347,121,120,32,684,19.0,29.0,3.0,3.0,7.0,9.0,4.0,9.0,1.0,2.0,6.0,17.0,1.0,3.0,1.0,3.0,12.0,24.0,,1.0,5.0,8.0,24.0,40.0,18.0,41.0,7.0,109.0,391,4.0,4.0,1.0,4.0,1.0,12.0,8.0,11.0,6.0,11.0,6.0,40.0,34.0,14.0,48.0,6.0,2.0,,24.0,12.0,5.0,5.0,9.0,14.0,4.0,5.0,5.0,,,37.0,1.0,,,12.0,5.0,,17.0,1.0,18,1.0,5.0,4.0,1.0,9.0,3.0,9.0,5.0,2.0,,,,14.0,,8.0,6,12,,,,8.0,,,8.0,4.0,5.0,1.0,1.0,,,1.0,,1.0,,,38.0,120,3.0,,0.7083333333333334,0.7391304347826086,0.8888888888888888,0.43902439024390244,0.25,0.5454545454545454,0.43902439024390244,0.6,1.0,0.7272727272727273,0.6296296296296297,0.6875,0.7727272727272727,0.6566265060240963,0.75,0.8333333333333334,0.5061728395061729,0.125,0.1724137931034483,,,25.935828877005346,0.6428571428571429,,,0.08064516129032258,,0.14814814814814814,0.01098901098901099,0.11888111888111888,0.006024096385542169,,,0.015151515151515152,,0.08,0.037037037037037035,0.2,0.16129032258064516,0.10526315789473684,0.029411764705882353,,0.35802469135802467,0.6551724137931034,0.7916666666666666,0.7368421052631579,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.75,0.024691358024691357,0.5,0.5,0.20987654320987653,0.35294117647058826,0.35294117647058826,1.0,0.2962962962962963,0.5,0.5,0.8333333333333334,0.375,1.0,0.375,0.3333333333333333,1.0,0.125,,,0.4090909090909091,0.7777777777777778,0.13636363636363635,0.3333333333333333,0.36363636363636365,0.625,0.8641975308641975,0.5,0.5296024691358026,0.5478166666666667,0.5102636363636365,0.06097560975609756,0.12195121951219512,0.11009174311926606,0.3669724770642202,4.112499999999999,24.795121951219514,0.3590504451038576,,,,,0.6666666666666666,,,,,,,,,,1.0,,True,,
