EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3FGM,BadPassOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,SecondChanceCorner3Accuracy,HeaveMakes,HeaveAttempts,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3PctAssisted,Blocked3s,BlockedCorner3,FTOffRebounds,OffFTReboundPct,BlockedArc3,OffensiveGoaltends,BlockedLongMidRange,on,3SecondViolations,Clear Path Fouls,Corner3PctBlocked
1626162,1610612744,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,GSW,22785.0,380,-78,780,774,97.0,149.0,82.0,1554,29.0,48.0,11.0,14.0,3.0,7.0,19.0,47.0,6.0,17.0,3.0,9.0,2.0,1.0,3.0,14.0,50.0,1.0,3.0,1.0,2.0,54.0,112.0,17.0,59.0,23.0,182.0,877,12.0,17.0,1.0,5.0,7.0,34.0,9.0,14.0,2.0,5.0,5.0,29.0,54.0,54.0,48.0,3.0,16.0,50.0,14.0,17.0,11.0,10.0,21.0,7.0,3.0,7.0,2.0,2.0,52.0,3.0,19.0,32.0,23.0,5.0,60.0,22.0,82,4.0,9.0,5.0,4.0,11.0,7.0,4.0,1.0,4.0,1.0,15.0,1.0,1.0,16.0,29.0,1.0,1.0,1.0,35.0,1.0,1.0,42.0,7.0,23.0,1.0,10.0,5.0,5.0,10.0,6.0,1.0,29.0,95.0,2.0,0.5,0.5869565217391305,0.9411764705882353,0.288135593220339,0.2,0.4,0.288135593220339,0.48214285714285715,0.7058823529411765,0.6428571428571429,0.4649122807017544,0.6136363636363636,0.631578947368421,0.48404255319148937,0.6538461538461539,0.6590909090909091,0.34502923976608185,0.15178571428571427,0.14583333333333334,0.19148936170212766,0.058823529411764705,23.253150057273768,0.7333333333333333,0.2,0.11165048543689321,0.08878504672897196,0.19753086419753085,0.016216216216216217,0.14945652173913043,0.05513784461152882,0.08064516129032258,0.11764705882352941,0.04,0.012658227848101266,0.037037037037037035,0.05555555555555555,0.13186813186813187,0.16279069767441862,0.18110236220472442,0.2571428571428571,0.04878048780487805,0.6,0.2807017543859649,0.6041666666666666,0.7073170731707317,0.5172413793103449,0.27485380116959063,0.40425531914893614,0.5,0.5263157894736842,0.09941520467836257,0.35294117647058826,0.375,0.3333333333333333,0.05263157894736842,0.3333333333333333,0.3333333333333333,1.0,0.29239766081871343,0.28,0.28,0.9285714285714286,0.6363636363636364,0.7857142857142857,0.09090909090909091,0.09090909090909091,0.13636363636363635,0.3333333333333333,1.0,0.3684210526315789,0.42857142857142855,0.15789473684210525,0.3333333333333333,0.10526315789473684,0.5,0.6257309941520468,0.28,0.5043979532163742,0.594217857142857,0.5240973684210527,0.1276595744680851,0.1796875,0.016666666666666666,0.18681318681318682,0.15934065934065933,6.789285714285714,25.818644067796612,0.12435897435897436,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,22602.0,377,31,744,746,98.0,122.0,79.0,1490,27.0,33.0,8.0,10.0,,,10.0,20.0,2.0,7.0,,1.0,,,,1.0,6.0,,1.0,,,39.0,60.0,1.0,7.0,5.0,86.0,797,10.0,15.0,,1.0,1.0,21.0,,1.0,,,2.0,2.0,46.0,32.0,3.0,,14.0,6.0,1.0,5.0,21.0,20.0,41.0,17.0,3.0,11.0,6.0,4.0,102.0,13.0,23.0,31.0,37.0,3.0,71.0,36.0,107,3.0,5.0,4.0,1.0,3.0,1.0,5.0,,2.0,,8.0,3.0,1.0,21.0,40.0,,3.0,5.0,12.0,,1.0,7.0,3.0,4.0,,9.0,4.0,5.0,9.0,8.0,,2.0,98.0,1.0,0.5897435897435898,0.71875,1.0,0.14285714285714285,,,0.14285714285714285,0.65,0.6666666666666666,,0.6044776119402985,0.625,,0.6231884057971014,0.6176470588235294,0.5,0.1044776119402985,0.08333333333333333,0.030303030303030304,0.2,,9.210526315789474,0.375,0.17647058823529413,0.18686868686868688,0.12921348314606743,0.1987179487179487,0.06372549019607843,0.192090395480226,0.09424083769633508,0.20689655172413793,0.11688311688311688,0.046511627906976744,0.06666666666666667,0.041666666666666664,0.16901408450704225,0.18085106382978725,0.24242424242424243,0.216,0.12903225806451613,0.14285714285714285,0.8888888888888888,0.4925373134328358,0.8181818181818182,0.84375,0.6296296296296297,0.29850746268656714,0.5,0.625,0.5,0.1044776119402985,0.2857142857142857,0.2857142857142857,0.5,0.014925373134328358,,,,0.08955223880597014,0.16666666666666666,0.16666666666666666,1.0,0.625,0.8,,,0.0625,,,,,,,,,0.5970149253731343,0.16666666666666666,0.5138783582089552,0.6629538461538461,0.3415,0.058823529411764705,0.06557377049180328,,0.2441860465116279,0.023255813953488372,5.728333333333334,25.41428571428571,0.13172043010752688,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,
1627814,1610612744,Damion Lee,Damion Lee,1627814,GSW,18302.0,305,34,627,619,137.0,132.0,52.0,1246,6.0,8.0,1.0,2.0,1.0,2.0,8.0,16.0,1.0,4.0,5.0,12.0,1.0,2.0,5.0,16.0,31.0,,1.0,3.0,7.0,15.0,28.0,21.0,43.0,11.0,104.0,663,1.0,3.0,1.0,2.0,2.0,7.0,1.0,4.0,5.0,12.0,3.0,20.0,26.0,4.0,57.0,6.0,,31.0,16.0,3.0,13.0,7.0,20.0,6.0,1.0,7.0,5.0,1.0,47.0,5.0,3.0,16.0,32.0,3.0,51.0,8.0,59,1.0,8.0,5.0,3.0,4.0,4.0,6.0,1.0,,,10.0,,1.0,14.0,31.0,,,2.0,20.0,,7.0,11.0,,4.0,,3.0,2.0,1.0,3.0,1.0,,20.0,137.0,1.0,0.8666666666666667,0.8666666666666667,0.9047619047619048,0.4883720930232558,0.5,0.4166666666666667,0.4883720930232558,0.5357142857142857,0.3333333333333333,0.25,0.6549295774647887,0.5,0.53125,0.6776315789473685,0.5833333333333334,0.5588235294117647,0.6056338028169014,0.10714285714285714,,0.1875,,12.427745664739884,0.4,0.14285714285714285,0.19393939393939394,0.02142857142857143,0.14414414414414414,0.033112582781456956,0.17391304347826086,0.027491408934707903,0.021739130434782608,0.017543859649122806,0.02702702702702703,0.036231884057971016,,0.2833333333333333,0.17567567567567569,0.06451612903225806,0.1566265060240964,0.10714285714285714,0.03333333333333333,0.3333333333333333,0.11267605633802817,0.75,0.75,0.8333333333333334,0.22535211267605634,0.5,0.6153846153846154,0.875,0.056338028169014086,0.25,0.25,1.0,0.16901408450704225,0.4166666666666667,0.4166666666666667,0.6,0.43661971830985913,0.5161290322580645,0.5161290322580645,1.0,0.4,0.5,1.0,0.2,0.2,,,0.125,0.5,0.3125,0.4,0.4375,0.42857142857142855,0.7183098591549296,0.5161290322580645,0.5159647887323945,0.6075833333333334,0.5395125,0.05333333333333334,0.125,,0.0673076923076923,0.19230769230769232,8.746428571428572,25.31860465116279,0.21850079744816586,,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,
1628539,1610612744,Mychal Mulder,Mychal Mulder,1628539,GSW,16358.0,273,31,584,582,141.0,226.0,39.0,1166,11.0,12.0,,,2.0,2.0,,1.0,,1.0,6.0,15.0,,2.0,5.0,29.0,61.0,1.0,2.0,6.0,12.0,11.0,14.0,35.0,76.0,5.0,132.0,624,,,1.0,2.0,,3.0,2.0,2.0,8.0,17.0,,28.0,20.0,2.0,105.0,,,61.0,29.0,1.0,4.0,5.0,9.0,4.0,1.0,4.0,,,23.0,1.0,1.0,8.0,8.0,,16.0,2.0,18,,4.0,3.0,1.0,2.0,,2.0,,2.0,,4.0,1.0,,9.0,15.0,,1.0,,5.0,,2.0,6.0,,3.0,,4.0,3.0,1.0,4.0,,,28.0,140.0,2.0,0.9090909090909091,0.9090909090909091,1.0,0.4605263157894737,0.5,0.47058823529411764,0.4605263157894737,0.7857142857142857,,1.0,0.7055555555555556,0.75,0.7368421052631579,0.7096774193548387,0.75,0.7368421052631579,0.8444444444444444,0.07142857142857142,,1.0,,15.52,0.5,,0.053691275167785234,0.01098901098901099,0.06504065040650407,0.006535947712418301,0.058823529411764705,0.00819672131147541,0.03571428571428571,,,0.007936507936507936,,0.07692307692307693,0.04285714285714286,0.037037037037037035,0.05102040816326531,0.12,,,0.13333333333333333,0.9166666666666666,0.9166666666666666,0.9090909090909091,0.011111111111111112,,,,0.011111111111111112,,,,0.16666666666666666,0.4,0.4,1.0,0.6777777777777778,0.47540983606557374,0.47540983606557374,1.0,,,,,1.0,0.5,1.0,0.10526315789473684,1.0,0.2631578947368421,0.4,0.631578947368421,0.5,0.9777777777777777,0.47540983606557374,0.5385599999999999,0.57255,0.537963157894737,0.03225806451612903,0.17647058823529413,,0.022727272727272728,0.21212121212121213,3.085714285714286,25.95394736842105,0.24143835616438356,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,True,,,
1629673,1610612744,Jordan Poole,Jordan Poole,1629673,GSW,59272.0,988,30,2066,2046,368.0,546.0,180.0,4112,63.0,90.0,4.0,6.0,8.0,12.0,31.0,72.0,14.0,36.0,20.0,32.0,2.0,4.0,6.0,77.0,244.0,7.0,14.0,12.0,37.0,108.0,198.0,97.0,276.0,105.0,612.0,2236,5.0,12.0,9.0,16.0,1.0,38.0,19.0,33.0,16.0,43.0,25.0,111.0,132.0,84.0,261.0,30.0,2.0,242.0,76.0,16.0,56.0,43.0,99.0,37.0,6.0,40.0,11.0,5.0,241.0,9.0,6.0,35.0,38.0,4.0,77.0,15.0,92,7.0,26.0,17.0,9.0,24.0,11.0,27.0,5.0,13.0,1.0,51.0,1.0,7.0,41.0,86.0,1.0,1.0,2.0,101.0,3.0,3.0,119.0,10.0,39.0,14.0,9.0,5.0,4.0,9.0,6.0,,107.0,362.0,8.0,0.6111111111111112,0.616822429906542,0.8969072164948454,0.35144927536231885,0.5625,0.37209302325581395,0.3490909090909091,0.5454545454545454,0.4166666666666667,0.5757575757575758,0.5348101265822784,0.6607142857142857,0.5657894736842105,0.5873320537428023,0.6551724137931034,0.6306818181818182,0.5822784810126582,0.08080808080808081,0.1111111111111111,0.06944444444444445,0.027777777777777776,25.198237885462557,0.47058823529411764,0.06666666666666667,0.07037037037037037,0.01279317697228145,0.08196721311475409,0.018218623481781375,0.07549120992761117,0.01557632398753894,0.013513513513513514,0.014354066985645933,0.008928571428571428,0.01909307875894988,0.013333333333333334,0.05405405405405406,0.07364341085271318,0.09278350515463918,0.07669616519174041,0.10227272727272728,0.028,0.6666666666666666,0.189873417721519,0.7,0.7875,0.6825396825396826,0.1518987341772152,0.4305555555555556,0.4626865671641791,0.41935483870967744,0.0759493670886076,0.3888888888888889,0.4,0.7142857142857143,0.06751054852320675,0.625,0.625,0.85,0.5147679324894515,0.3155737704918033,0.3168724279835391,0.9090909090909091,0.21428571428571427,0.6666666666666666,0.5,0.07142857142857142,0.5,0.5,1.0,0.15789473684210525,0.6666666666666666,0.07894736842105263,0.6666666666666666,0.4868421052631579,0.32432432432432434,0.7721518987341772,0.3140495867768595,0.5099472515856237,0.499438888888889,0.4839199999999998,0.1029126213592233,0.17180616740088106,0.04861111111111111,0.06209150326797386,0.18137254901960784,7.194949494949493,26.721376811594208,0.1781219748305905,3.0,6.0,,3.0,2.0,9.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0036231884057971015,0.004098360655737705,0.5,,,,,,,,True,,,
1629308,1610612744,Juan Toscano-Anderson,Juan Toscano-Anderson,1629308,GSW,26471.0,441,49,926,920,168.0,255.0,71.0,1846,29.0,31.0,1.0,1.0,5.0,5.0,3.0,7.0,1.0,1.0,2.0,14.0,,1.0,3.0,14.0,30.0,,1.0,1.0,4.0,33.0,39.0,16.0,44.0,4.0,118.0,1006,1.0,1.0,,1.0,,2.0,6.0,7.0,2.0,7.0,2.0,20.0,50.0,16.0,48.0,,2.0,30.0,14.0,2.0,43.0,29.0,72.0,23.0,6.0,30.0,7.0,6.0,173.0,8.0,2.0,32.0,44.0,6.0,82.0,10.0,92,,20.0,12.0,8.0,11.0,9.0,13.0,3.0,2.0,1.0,24.0,1.0,3.0,23.0,44.0,1.0,2.0,5.0,16.0,2.0,1.0,5.0,3.0,3.0,,9.0,5.0,4.0,10.0,3.0,1.0,20.0,166.0,3.0,0.7575757575757576,0.78125,1.0,0.36363636363636365,,0.2857142857142857,0.36363636363636365,0.8461538461538461,1.0,0.8571428571428571,0.6867469879518072,0.5,0.6428571428571429,0.7023809523809523,0.5,0.6666666666666666,0.5301204819277109,0.05128205128205128,,0.2857142857142857,,10.746268656716417,0.4583333333333333,0.2727272727272727,0.1825726141078838,0.010869565217391304,0.16,0.034934497816593885,0.17233560090702948,0.024213075060532687,,0.01282051282051282,0.023809523809523808,0.03684210526315789,0.02564102564102564,0.125,0.2184873949579832,0.19047619047619047,0.16774193548387098,0.13333333333333333,,0.3,0.37349397590361444,0.9354838709677419,0.9354838709677419,0.7241379310344828,0.08433734939759036,0.42857142857142855,0.6,1.0,0.012048192771084338,1.0,1.0,1.0,0.1686746987951807,0.14285714285714285,0.14285714285714285,1.0,0.3614457831325301,0.4666666666666667,0.4666666666666667,1.0,0.5,1.0,,,0.5,,,0.35714285714285715,1.0,0.21428571428571427,0.3333333333333333,0.2857142857142857,0.25,0.9036144578313253,0.4666666666666667,0.5794885542168674,0.8264,0.6082107142857144,0.03614457831325301,0.07692307692307693,,0.01694915254237288,0.1694915254237288,2.8666666666666667,25.222727272727266,0.18142548596112312,6.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,1.0,1.0,,,,,,True,,,
1629672,1610612744,Eric Paschall,Eric Paschall,1629672,GSW,9863.0,164,-59,345,347,28.0,117.0,24.0,692,11.0,18.0,2.0,3.0,1.0,1.0,6.0,16.0,6.0,14.0,,1.0,,,,4.0,16.0,1.0,3.0,1.0,1.0,23.0,48.0,4.0,17.0,9.0,67.0,397,4.0,6.0,1.0,3.0,1.0,12.0,2.0,2.0,1.0,1.0,,7.0,24.0,22.0,9.0,3.0,4.0,16.0,4.0,7.0,4.0,14.0,18.0,11.0,3.0,2.0,2.0,,50.0,1.0,5.0,6.0,15.0,4.0,25.0,6.0,31,1.0,4.0,3.0,1.0,7.0,2.0,6.0,,5.0,,13.0,,2.0,7.0,15.0,1.0,,3.0,14.0,,1.0,15.0,5.0,10.0,,2.0,1.0,1.0,2.0,1.0,,7.0,27.0,,0.5217391304347826,0.5714285714285714,0.75,0.23529411764705882,0.3333333333333333,1.0,0.23529411764705882,0.4791666666666667,0.6666666666666666,1.0,0.4461538461538462,0.6111111111111112,1.1666666666666667,0.4785714285714286,0.6666666666666666,1.1666666666666667,0.26153846153846155,0.14583333333333334,0.2222222222222222,0.1875,,22.25201072386059,0.5384615384615384,0.25,0.1744186046511628,0.056179775280898875,0.08333333333333333,0.011764705882352941,0.13291139240506328,0.034482758620689655,0.07692307692307693,0.047619047619047616,0.047619047619047616,0.013513513513513514,,0.125,0.16326530612244897,0.3076923076923077,0.06896551724137931,0.14285714285714285,0.03225806451612903,0.5,0.27692307692307694,0.6111111111111112,0.7857142857142857,0.5454545454545454,0.24615384615384617,0.375,0.46153846153846156,0.5,0.2153846153846154,0.42857142857142855,0.42857142857142855,0.5,0.015384615384615385,,,,0.24615384615384617,0.25,0.25,0.75,0.3333333333333333,0.6666666666666666,,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,,,0.3333333333333333,1.0,0.5384615384615384,0.25,0.48668846153846157,0.5507714285714286,0.5317,0.14285714285714285,0.18867924528301888,,0.1791044776119403,0.1044776119402985,8.789583333333335,27.241176470588236,0.08115942028985507,,,,,,,2.0,,,,,,,,,,,,,,,,,True,,,
1630185,1610612744,Nico Mannion,Nico Mannion,1630185,GSW,14671.0,245,-12,517,518,95.0,163.0,42.0,1035,8.0,14.0,,1.0,2.0,2.0,3.0,17.0,,7.0,2.0,4.0,,,1.0,11.0,33.0,,1.0,,3.0,11.0,38.0,13.0,37.0,17.0,78.0,560,,3.0,,1.0,,,2.0,5.0,,4.0,6.0,10.0,4.0,18.0,24.0,15.0,,33.0,11.0,6.0,22.0,22.0,44.0,19.0,3.0,13.0,4.0,5.0,110.0,1.0,2.0,16.0,15.0,1.0,32.0,4.0,36,2.0,11.0,4.0,7.0,12.0,9.0,10.0,1.0,3.0,1.0,22.0,1.0,4.0,14.0,24.0,1.0,,,21.0,1.0,3.0,22.0,,9.0,,,,,,,,10.0,95.0,2.0,0.18181818181818182,0.18181818181818182,0.6153846153846154,0.35135135135135137,,,0.35135135135135137,0.2894736842105263,,0.4,0.4066666666666667,,0.2222222222222222,0.45348837209302323,,0.35714285714285715,0.49333333333333335,0.15789473684210525,0.14285714285714285,0.23529411764705882,,19.148936170212767,0.5454545454545454,0.047619047619047616,0.11194029850746269,0.01834862385321101,0.1509433962264151,0.008130081300813009,0.12916666666666668,0.01293103448275862,,0.019230769230769232,0.038461538461538464,0.00980392156862745,,0.075,0.06349206349206349,0.25806451612903225,0.14634146341463414,0.16666666666666666,0.045454545454545456,,0.18666666666666668,0.5714285714285714,0.6666666666666666,0.25,0.22666666666666666,0.17647058823529413,0.23076923076923078,,0.09333333333333334,,,,0.05333333333333334,0.5,0.5,1.0,0.44,0.3333333333333333,0.3333333333333333,0.5454545454545454,0.25,,,,0.25,,,0.2222222222222222,1.0,0.1111111111111111,,0.3333333333333333,,0.68,0.3333333333333333,0.48628066666666664,0.48663749999999995,0.46748888888888884,0.10714285714285714,0.19148936170212766,,,0.1282051282051282,8.110526315789471,26.391891891891884,0.18375241779497098,,2.0,,2.0,,2.0,2.0,,,,,,,,,,,,1.0,0.0625,,,,True,,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,13267.0,221,99,495,473,163.0,223.0,38.0,968,19.0,28.0,,,10.0,14.0,9.0,19.0,5.0,10.0,1.0,7.0,1.0,,,35.0,84.0,2.0,3.0,17.0,43.0,33.0,57.0,36.0,91.0,56.0,230.0,501,1.0,1.0,2.0,4.0,2.0,10.0,13.0,20.0,17.0,43.0,33.0,110.0,20.0,46.0,63.0,45.0,,80.0,35.0,6.0,32.0,14.0,46.0,7.0,7.0,26.0,5.0,1.0,106.0,,,23.0,13.0,1.0,37.0,,37,,6.0,4.0,2.0,13.0,8.0,10.0,3.0,5.0,1.0,23.0,,5.0,5.0,14.0,,2.0,1.0,38.0,1.0,,59.0,,14.0,5.0,3.0,1.0,2.0,3.0,1.0,,104.0,158.0,1.0,0.30303030303030304,0.30303030303030304,0.5833333333333334,0.3956043956043956,0.5,0.3953488372093023,0.41379310344827586,0.5789473684210527,1.0,0.65,0.5878378378378378,0.8,0.6111111111111112,0.6534090909090909,0.7142857142857143,0.6875,0.6148648648648649,0.10526315789473684,0.14285714285714285,0.10526315789473684,,36.822429906542055,0.5652173913043478,0.07692307692307693,0.1092436974789916,,0.22549019607843138,,0.16289592760180996,,,,,,,0.075,0.10526315789473684,0.18181818181818182,0.2558139534883721,0.0625,,0.3333333333333333,0.1891891891891892,0.6785714285714286,0.7916666666666666,0.3157894736842105,0.12837837837837837,0.47368421052631576,0.5294117647058824,0.3333333333333333,0.06756756756756757,0.5,0.5,0.2,0.0472972972972973,0.14285714285714285,0.14285714285714285,1.0,0.5675675675675675,0.4166666666666667,0.42168674698795183,0.5714285714285714,,,,0.2,0.6,0.6666666666666666,1.0,0.2222222222222222,0.7142857142857143,,,0.6825396825396826,0.3953488372093023,0.8040540540540541,0.4375,0.4863354609929078,0.43037499999999995,0.4795810344827586,0.11377245508982035,0.19718309859154928,0.052083333333333336,0.043478260869565216,0.4782608695652174,6.624561403508772,29.754945054945054,0.3292929292929293,1.0,9.0,,4.0,,2.0,2.0,,,,4.0,1.0,,0.01098901098901099,0.011904761904761904,,,,,,,,,True,,,
203145,1610612744,Kent Bazemore,Kent Bazemore,203145,GSW,15730.0,262,32,542,540,75.0,127.0,47.0,1082,11.0,20.0,1.0,3.0,1.0,3.0,3.0,13.0,5.0,13.0,2.0,9.0,4.0,,1.0,6.0,14.0,1.0,2.0,,1.0,19.0,46.0,8.0,23.0,6.0,68.0,553,4.0,7.0,2.0,6.0,,14.0,3.0,7.0,,2.0,,6.0,20.0,18.0,15.0,9.0,2.0,14.0,6.0,,11.0,10.0,21.0,9.0,1.0,7.0,3.0,1.0,52.0,2.0,4.0,25.0,15.0,3.0,43.0,6.0,49,3.0,20.0,12.0,8.0,10.0,8.0,5.0,,2.0,,15.0,,3.0,15.0,28.0,,,,15.0,1.0,2.0,11.0,1.0,6.0,,7.0,5.0,2.0,7.0,4.0,,6.0,72.0,5.0,0.5263157894736842,0.5555555555555556,0.625,0.34782608695652173,0.3333333333333333,,0.34782608695652173,0.41304347826086957,0.5714285714285714,0.42857142857142855,0.4492753623188406,0.5384615384615384,0.3333333333333333,0.4594594594594595,0.5384615384615384,0.3333333333333333,0.3333333333333333,,,,,14.93288590604027,0.6666666666666666,0.25,0.09146341463414634,0.030534351145038167,0.23148148148148148,0.014814814814814815,0.14705882352941177,0.022556390977443608,0.075,0.017857142857142856,,0.017699115044247787,,0.11290322580645161,0.07042253521126761,0.0967741935483871,0.2159090909090909,0.3,0.07142857142857142,0.5714285714285714,0.2898550724637681,0.55,0.55,0.8181818181818182,0.18840579710144928,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.18840579710144928,0.38461538461538464,0.38461538461538464,,0.13043478260869565,0.2222222222222222,0.2222222222222222,0.5,0.2028985507246377,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.23076923076923078,0.3333333333333333,,0.3076923076923077,0.15384615384615385,0.5,1.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,,0.1111111111111111,,0.6231884057971014,0.42857142857142855,0.4919927536231885,0.5600437500000001,0.44656111111111113,0.08108108108108109,0.11764705882352941,,0.20588235294117646,0.08823529411764706,8.52391304347826,25.286956521739135,0.13837638376383765,3.0,,,,1.0,3.0,1.0,,0.25,,,,,,,1.0,,,,,,,,True,,,
