EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,LongMidRangeAssists,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedCorner3,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,ShortMidRangeAssists,Travels,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,BlockedAtRim,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsPutbacks,HeaveAttempts,FTOffRebounds,Offensive Fouls,Loose Ball Fouls Drawn,BlockedArc3,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceCorner3FGM,Technical Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,Corner3PctBlocked,on,Clear Path Fouls,OffensiveGoaltends
1626178,1610612757,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,1626178,POR,1166.0,19.0,40.0,40.0,7.0,8.0,80.0,1.0,1.0,1.0,1.0,1.0,3.0,41.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,6.25,0.14285714285714285,0.09090909090909091,0.07692307692307693,0.08695652173913043,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.2,0.25,1.0,1.0,1.0,1.0,0.4094,0.5,0.5,0.3333333333333333,6.5,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1626181,1610612757,Norman Powell,Norman Powell,1626181,POR,19093.0,318.0,626.0,633.0,158.0,76.0,1259.0,6.0,24.0,34.0,66.0,45.0,149.0,759.0,,5.0,34.0,9.0,7.0,16.0,1.0,8.0,39.0,2.0,3.0,14.0,25.0,5.0,30.0,11.0,14.0,40.0,50.0,19.0,6.0,158.0,4.0,0.5,0.5,0.5151515151515151,0.47706422018348627,0.5643939393939394,0.3125,21.309192200557103,0.06796116504854369,0.01875,0.014705882352941176,0.06725146198830409,0.016891891891891893,,0.017391304347826087,0.039473684210526314,0.1111111111111111,0.22018348623853212,0.25,0.2727272727272727,0.6666666666666666,0.5088018518518519,0.15873015873015872,0.23170731707317074,0.03355704697986577,6.124242424242424,0.2523961661341853,12.0,96.0,23.0,33.0,1.0,1.0,6.0,6.0,5.0,9.0,3.0,9.0,1.0,9.0,34.0,1.0,3.0,4.0,6.0,12.0,43.0,1.0,4.0,1.0,4.0,8.0,15.0,4.0,6.0,9.0,37.0,34.0,30.0,6.0,34.0,9.0,6.0,6.0,1.0,9.0,2.0,1.0,5.0,1.0,4.0,9.0,8.0,4.0,12.0,1.0,5.0,2.0,21.0,4.0,5.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,37.0,0.8333333333333334,0.27906976744186046,0.25,0.6666666666666666,0.27906976744186046,0.25,0.5333333333333333,0.3125,0.6666666666666666,0.7115384615384616,0.3944954128440367,0.09090909090909091,0.12121212121212122,0.08333333333333333,0.42857142857142855,0.15384615384615385,0.0661764705882353,0.031746031746031744,0.01639344262295082,0.06578947368421052,0.05434782608695652,0.09090909090909091,0.017543859649122806,0.25,0.30275229357798167,0.696969696969697,0.7931034482758621,0.5217391304347826,0.08256880733944955,0.5555555555555556,0.5555555555555556,0.2,0.08256880733944955,0.3333333333333333,0.3333333333333333,1.0,0.3119266055045872,0.2647058823529412,0.2647058823529412,0.7777777777777778,0.125,1.0,1.0,0.125,0.375,0.3333333333333333,0.2857142857142857,1.0,0.2857142857142857,0.6666666666666666,0.6972477064220184,0.2647058823529412,0.49833,0.4876690476190476,0.022727272727272728,0.2483221476510067,25.958139534883717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1629014,1610612757,Anfernee Simons,Anfernee Simons,1629014,POR,33059.0,551.0,1093.0,1088.0,276.0,152.0,2181.0,6.0,23.0,22.0,52.0,22.0,240.0,1278.0,,15.0,8.0,20.0,19.0,39.0,5.0,6.0,97.0,4.0,5.0,24.0,55.0,9.0,64.0,24.0,42.0,18.0,28.0,11.0,2.0,276.0,1.0,0.18181818181818182,0.18181818181818182,0.4230769230769231,0.5647668393782384,0.5825242718446602,0.9375,17.55485893416928,0.07792207792207792,0.0176678445229682,0.013986013986013986,0.09584086799276673,0.015817223198594025,0.046153846153846156,0.01195219123505976,0.08403361344537816,0.09090909090909091,0.11917098445595854,0.2608695652173913,0.3333333333333333,,0.5152361979166667,0.06372549019607843,0.1746031746031746,0.0625,8.878846153846153,0.252516010978957,68.0,241.0,9.0,15.0,,,1.0,2.0,7.0,14.0,10.0,20.0,,48.0,121.0,5.0,8.0,10.0,25.0,58.0,141.0,,,5.0,8.0,5.0,12.0,13.0,33.0,10.0,59.0,36.0,117.0,57.0,121.0,48.0,7.0,14.0,8.0,29.0,2.0,,12.0,10.0,2.0,9.0,4.0,5.0,9.0,,4.0,,18.0,,3.0,,,2.0,6.0,,,,6.0,2.0,59.0,0.6724137931034483,0.41134751773049644,0.625,0.3939393939393939,0.41134751773049644,,0.4166666666666667,0.9375,0.5444444444444444,0.59,0.7305699481865285,0.1346153846153846,0.06666666666666667,0.21739130434782608,0.5,0.08333333333333333,0.11836734693877551,0.009259259259259259,0.00909090909090909,0.0625,0.12154696132596685,0.109375,,0.3333333333333333,0.07772020725388601,0.6,0.6428571428571429,0.3333333333333333,0.07253886010362694,0.5,0.5384615384615384,0.14285714285714285,0.10362694300518134,0.5,0.5,1.0,0.6269430051813472,0.39669421487603307,0.40336134453781514,0.6041666666666666,,,,,1.0,0.625,0.044444444444444446,0.5,0.5555555555555556,0.4,0.8082901554404145,0.39669421487603307,0.5345624999999999,0.5051636363636364,0.014184397163120567,0.24583333333333332,25.607092198581565,3.0,8.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,0.014184397163120567,0.07142857142857142,0.01652892561983471,0.02857142857142857,1.0,0.17777777777777778,0.375,,,,,,,,,,,,,,,,True,,
202683,1610612757,Enes Kanter,Enes Kanter,202683,POR,105457.0,1758.0,3546.0,3540.0,833.0,479.0,7086.0,44.0,108.0,338.0,557.0,127.0,806.0,4162.0,54.0,324.0,310.0,39.0,45.0,84.0,7.0,21.0,213.0,103.0,175.0,261.0,510.0,284.0,794.0,113.0,168.0,144.0,164.0,79.0,15.0,826.0,14.0,0.45857988165680474,0.6919642857142857,0.6068222621184919,0.6051693404634582,0.6376582278481012,0.6230769230769231,17.259006815968842,0.27944325481798715,0.19574944071588368,0.11207834602829161,0.2822628167354154,0.1533370104798676,0.1232876712328767,0.10344827586206896,0.3153409090909091,0.2857142857142857,0.1925133689839572,0.4074074074074074,0.4888888888888889,0.4318181818181818,0.5786791964285711,0.1280388978930308,0.12887438825448613,0.40198511166253104,2.5206463195691207,0.23491257755217146,154.0,765.0,293.0,442.0,126.0,204.0,54.0,92.0,1.0,7.0,,,,1.0,4.0,,,1.0,3.0,1.0,4.0,135.0,228.0,,,66.0,117.0,1.0,3.0,49.0,184.0,366.0,3.0,,3.0,1.0,68.0,38.0,13.0,218.0,31.0,28.0,33.0,18.0,15.0,37.0,7.0,13.0,41.0,2.0,24.0,,78.0,17.0,21.0,2.0,23.0,,47.0,1.0,,2.0,48.0,27.0,184.0,1.0,0.25,,0.3333333333333333,0.3333333333333333,0.5921052631578947,0.5641025641025641,0.5921052631578947,0.5625,0.6174496644295302,0.0071301247771836,0.12208258527827648,0.11312217194570136,0.16666666666666666,0.47435897435897434,0.34444444444444444,0.2857142857142857,0.23295454545454544,0.2043343653250774,0.24022346368715083,0.3008849557522124,0.24242424242424243,0.1830065359477124,0.5625,0.7878787878787878,0.6628959276018099,0.7474489795918368,0.46075085324232085,0.012477718360071301,0.14285714285714285,0.14285714285714285,1.0,,,,,0.0071301247771836,0.25,0.25,1.0,0.8947368421052632,0.6176470588235294,0.047619047619047616,,,,0.7666666666666667,0.5869565217391305,0.025,0.3333333333333333,0.7950089126559715,0.3333333333333333,0.6306928104575164,0.5776571428571426,,0.228287841191067,32.775000000000006,,,,5.0,8.0,5.0,11.0,,,32.0,13.0,10.0,,,,0.15151515151515152,,,,228.0,1.0,6.0,16.0,35.0,1.0,2.0,3.0,0.0821917808219178,,,,,,,True,,
203468,1610612757,CJ McCollum,CJ McCollum,203468,POR,36979.0,616.0,1233.0,1230.0,230.0,175.0,2463.0,36.0,73.0,100.0,200.0,61.0,450.0,1475.0,,37.0,32.0,47.0,47.0,94.0,11.0,28.0,235.0,6.0,6.0,33.0,63.0,12.0,75.0,9.0,22.0,56.0,69.0,34.0,4.0,230.0,4.0,0.16,0.16161616161616163,0.5,0.5200534759358288,0.5572139303482587,0.6607142857142857,30.237430167597765,0.10030395136778116,0.0189873417721519,0.019417475728155338,0.10570469798657718,0.0192,0.012345679012345678,0.023715415019762844,0.10236220472440945,0.1,0.19518716577540107,0.4931506849315068,0.5217391304347826,0.08333333333333333,0.500438440860215,0.08793969849246232,0.15246636771300448,0.08222222222222222,10.202499999999999,0.18653690186536903,68.0,155.0,26.0,50.0,3.0,4.0,7.0,14.0,38.0,77.0,12.0,29.0,7.0,51.0,145.0,3.0,9.0,11.0,27.0,63.0,174.0,8.0,12.0,7.0,16.0,21.0,42.0,13.0,33.0,18.0,99.0,168.0,120.0,69.0,145.0,51.0,13.0,36.0,9.0,30.0,,4.0,14.0,12.0,2.0,18.0,5.0,14.0,13.0,3.0,4.0,2.0,31.0,3.0,4.0,1.0,11.0,1.0,8.0,,,1.0,8.0,7.0,99.0,0.6349206349206349,0.3620689655172414,0.4375,0.3939393939393939,0.3620689655172414,0.6666666666666666,0.5,0.6607142857142857,0.54,0.5975609756097561,0.46524064171123,0.065,0.16,0.0547945205479452,0.5806451612903226,,0.11235955056179775,0.027777777777777776,0.015748031496062992,0.09836065573770492,0.12849162011173185,0.07954545454545454,0.020618556701030927,0.875,0.13368983957219252,0.52,0.6190476190476191,0.3076923076923077,0.20588235294117646,0.4935064935064935,0.5,0.13157894736842105,0.07754010695187166,0.41379310344827586,0.41379310344827586,0.8333333333333334,0.3877005347593583,0.35172413793103446,0.35172413793103446,0.5882352941176471,0.14285714285714285,0.75,0.6666666666666666,0.25,0.32142857142857145,0.3333333333333333,0.18666666666666668,0.5,0.36,0.4074074074074074,0.5989304812834224,0.35172413793103446,0.5184681818181818,0.4933885135135134,0.005714285714285714,0.22,25.638505747126427,2.0,6.0,,10.0,1.0,,1.0,,,1.0,6.0,1.0,,0.012987012987012988,,,0.6666666666666666,0.08,0.3333333333333333,2.0,,,1.0,2.0,,,,,4.0,2.0,0.5714285714285714,1.0,,,True,,
203081,1610612757,Damian Lillard,Damian Lillard,203081,POR,76159.0,1269.0,2589.0,2580.0,660.0,341.0,5169.0,27.0,76.0,175.0,351.0,223.0,1017.0,3084.0,14.0,83.0,38.0,149.0,141.0,290.0,38.0,115.0,721.0,10.0,6.0,51.0,122.0,16.0,138.0,23.0,55.0,216.0,239.0,80.0,27.0,653.0,21.0,0.10857142857142857,0.11046511627906977,0.4985754985754986,0.5364864864864864,0.598692033293698,0.7280701754385965,31.851604278074863,0.07774390243902439,0.009708737864077669,0.014367816091954023,0.0993322203672788,0.0121765601217656,0.006993006993006993,0.008944543828264758,0.043478260869565216,0.10967741935483871,0.10270270270270271,0.35526315789473684,0.42857142857142855,0.14814814814814814,0.5172600954979534,0.11056511056511056,0.19230769230769232,0.08161258603736479,7.669230769230769,0.2549246813441483,79.0,638.0,106.0,182.0,6.0,12.0,32.0,46.0,42.0,93.0,2.0,17.0,3.0,146.0,372.0,14.0,20.0,30.0,87.0,148.0,389.0,12.0,28.0,15.0,23.0,49.0,90.0,30.0,90.0,100.0,288.0,312.0,153.0,291.0,370.0,146.0,36.0,103.0,12.0,68.0,3.0,5.0,21.0,6.0,15.0,72.0,25.0,56.0,40.0,2.0,16.0,1.0,112.0,5.0,20.0,8.0,15.0,10.0,7.0,,,,7.0,4.0,278.0,0.34459459459459457,0.38046272493573263,0.6521739130434783,0.3333333333333333,0.38242894056847543,0.42857142857142855,0.5444444444444444,0.6764705882352942,0.5222222222222223,0.6277533039647577,0.5256756756756756,0.10256410256410256,0.12637362637362637,0.17105263157894737,0.6428571428571429,0.043478260869565216,0.12546125461254612,0.007751937984496124,0.013824884792626729,0.09274193548387097,0.1295843520782396,0.11278195488721804,0.013477088948787063,0.5714285714285714,0.24594594594594596,0.5824175824175825,0.6666666666666666,0.11320754716981132,0.12567567567567567,0.45161290322580644,0.45161290322580644,0.07142857142857142,0.022972972972972974,0.11764705882352941,0.11764705882352941,,0.5027027027027027,0.3924731182795699,0.3978201634877384,0.3493150684931507,0.23529411764705882,0.5,0.3333333333333333,0.058823529411764705,0.39215686274509803,0.7,0.25555555555555554,0.6956521739130435,0.48333333333333334,0.3448275862068966,0.7716216216216216,0.3945945945945946,0.5029161764705882,0.5073279661016948,0.02512562814070352,0.2831858407079646,27.780976863753217,,3.0,5.0,22.0,2.0,5.0,1.0,4.0,1.0,4.0,3.0,5.0,0.012853470437017995,,0.013440860215053764,0.0364963503649635,0.7857142857142857,0.016666666666666666,,6.0,2.0,,4.0,5.0,,,,,1.0,12.0,0.3333333333333333,,,,True,,
203496,1610612757,Robert Covington,Robert Covington,203496,POR,60206.0,1003.0,2023.0,2017.0,408.0,272.0,4040.0,7.0,24.0,41.0,79.0,28.0,293.0,2349.0,5.0,40.0,52.0,28.0,25.0,53.0,5.0,26.0,131.0,9.0,13.0,88.0,172.0,24.0,196.0,46.0,68.0,34.0,32.0,11.0,5.0,405.0,4.0,0.6341463414634146,0.7027027027027027,0.5189873417721519,0.549792531120332,0.5700389105058365,0.6451612903225806,12.078531796841656,0.16236162361623616,0.02636916835699797,0.017341040462427744,0.1661409043112513,0.021739130434782608,0.04950495049504951,0.02102803738317757,0.15566037735849056,0.19008264462809918,0.0995850622406639,0.2916666666666667,0.3181818181818182,0.8571428571428571,0.5484080912863071,0.04365079365079365,0.12222222222222222,0.13651877133105803,5.162025316455696,0.20168067226890757,167.0,376.0,28.0,46.0,7.0,11.0,5.0,7.0,6.0,9.0,5.0,23.0,3.0,56.0,139.0,3.0,10.0,10.0,33.0,61.0,162.0,10.0,15.0,5.0,13.0,8.0,14.0,11.0,36.0,15.0,64.0,30.0,171.0,12.0,139.0,56.0,4.0,20.0,,70.0,14.0,3.0,47.0,28.0,19.0,8.0,6.0,5.0,18.0,,3.0,1.0,26.0,1.0,5.0,3.0,,,35.0,,,1.0,35.0,22.0,62.0,0.9344262295081968,0.3765432098765432,0.38461538461538464,0.3055555555555556,0.3765432098765432,0.6666666666666666,0.5714285714285714,0.625,0.49,0.5517241379310345,0.6721991701244814,0.05063291139240506,0.043478260869565216,0.08333333333333333,0.3076923076923077,0.30434782608695654,0.17114914425427874,0.014084507042253521,0.027932960893854747,0.15311004784688995,0.16065573770491803,0.20192307692307693,0.022727272727272728,0.6285714285714286,0.1908713692946058,0.6086956521739131,0.6363636363636364,0.5357142857142857,0.03734439834024896,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.0954356846473029,0.21739130434782608,0.21739130434782608,1.0,0.5767634854771784,0.4028776978417266,0.40875912408759124,0.9285714285714286,0.39285714285714285,0.6363636363636364,0.2857142857142857,0.10714285714285714,0.35714285714285715,0.3,0.14,0.7142857142857143,0.66,0.30303030303030304,0.8630705394190872,0.4028776978417266,0.5740705882352942,0.52816,,0.21843003412969283,25.87962962962963,1.0,3.0,2.0,2.0,5.0,1.0,1.0,3.0,,28.0,6.0,2.0,0.012345679012345678,,0.014388489208633094,,1.0,0.06,0.3333333333333333,8.0,,2.0,5.0,4.0,,,1.0,0.04878048780487805,2.0,,0.6666666666666666,1.0,1.0,,True,,
2546,1610612757,Carmelo Anthony,Carmelo Anthony,2546,POR,50650.0,844.0,1697.0,1689.0,470.0,236.0,3386.0,33.0,84.0,94.0,213.0,76.0,462.0,2005.0,6.0,36.0,62.0,24.0,23.0,47.0,10.0,18.0,117.0,4.0,4.0,38.0,94.0,9.0,103.0,31.0,71.0,68.0,85.0,40.0,5.0,465.0,4.0,0.32978723404255317,0.3333333333333333,0.4413145539906103,0.5092348284960422,0.5552884615384616,0.5142857142857142,22.520242914979754,0.08857808857808858,0.008968609865470852,0.009237875288683603,0.10740740740740741,0.009101251422070534,0.007575757575757576,0.0084985835694051,0.10897435897435898,0.11926605504587157,0.22163588390501318,0.39285714285714285,0.4125,0.15151515151515152,0.4733567282321901,0.10218978102189781,0.16326530612244897,0.07792207792207792,13.836619718309858,0.2769593400117855,63.0,406.0,8.0,15.0,2.0,3.0,3.0,5.0,53.0,114.0,13.0,34.0,1.0,53.0,132.0,3.0,8.0,12.0,38.0,66.0,166.0,9.0,23.0,4.0,9.0,27.0,63.0,16.0,45.0,27.0,129.0,126.0,153.0,45.0,132.0,53.0,8.0,13.0,2.0,49.0,7.0,,21.0,13.0,8.0,11.0,2.0,4.0,18.0,1.0,7.0,1.0,29.0,2.0,9.0,2.0,8.0,2.0,16.0,1.0,,2.0,17.0,12.0,127.0,0.7727272727272727,0.39759036144578314,0.4444444444444444,0.35555555555555557,0.39759036144578314,0.391304347826087,0.42857142857142855,0.46875,0.4722222222222222,0.5286885245901639,0.43799472295514513,0.03755868544600939,0.2,0.047619047619047616,0.3793103448275862,0.17073170731707318,0.12860892388451445,0.006493506493506494,0.0125,0.04878048780487805,0.12110726643598616,0.15217391304347827,,0.7058823529411765,0.0395778364116095,0.5333333333333333,0.6666666666666666,0.5,0.3007915567282322,0.4649122807017544,0.4690265486725664,0.41509433962264153,0.08970976253298153,0.38235294117647056,0.38235294117647056,1.0,0.3482849604221636,0.4015151515151515,0.4015151515151515,0.7169811320754716,0.09375,0.6666666666666666,0.5,0.03125,0.25,0.375,0.046296296296296294,0.6,0.35185185185185186,0.3157894736842105,0.47757255936675463,0.4015151515151515,0.4678428571428571,0.4605578703703703,0.012048192771084338,0.2792207792207792,25.234939759036145,4.0,7.0,,4.0,2.0,2.0,3.0,,2.0,6.0,8.0,3.0,,0.008771929824561403,,0.0125,1.0,0.06481481481481481,0.5714285714285714,2.0,,1.0,10.0,,1.0,,,0.029411764705882353,1.0,1.0,1.0,1.0,,,True,,
1627884,1610612757,Derrick Jones Jr.,Derrick Jones Jr.,1627884,POR,47379.0,790.0,1592.0,1600.0,277.0,198.0,3192.0,3.0,10.0,64.0,103.0,37.0,246.0,1870.0,10.0,42.0,88.0,11.0,17.0,28.0,1.0,8.0,73.0,22.0,21.0,39.0,77.0,43.0,120.0,42.0,67.0,43.0,53.0,21.0,6.0,270.0,5.0,0.6875,0.8461538461538461,0.6213592233009708,0.5331632653061225,0.5590909090909091,0.6176470588235294,13.000548546352167,0.09154929577464789,0.05370843989769821,0.05392156862745098,0.09019607843137255,0.05381727158948686,0.04854368932038835,0.06441717791411043,0.05714285714285714,0.16346153846153846,0.05102040816326531,0.3,0.42857142857142855,0.6666666666666666,0.6038158974358974,0.102803738317757,0.175,0.17073170731707318,1.6941747572815533,0.17399497487437185,13.0,323.0,61.0,93.0,16.0,23.0,8.0,14.0,,,15.0,53.0,1.0,12.0,40.0,,3.0,2.0,8.0,27.0,93.0,16.0,24.0,,4.0,8.0,15.0,4.0,14.0,12.0,40.0,40.0,78.0,3.0,39.0,12.0,10.0,16.0,2.0,30.0,8.0,7.0,20.0,14.0,6.0,10.0,3.0,8.0,7.0,1.0,2.0,,17.0,1.0,2.0,5.0,4.0,1.0,30.0,4.0,2.0,3.0,34.0,18.0,40.0,0.9629629629629629,0.2903225806451613,,0.2857142857142857,0.29347826086956524,0.6666666666666666,0.5333333333333333,0.5714285714285714,0.4827586206896552,0.5405405405405406,0.4744897959183674,0.0970873786407767,0.07526881720430108,0.3,0.5882352941176471,0.18604651162790697,0.08849557522123894,0.07926829268292683,0.024193548387096774,0.07692307692307693,0.07692307692307693,0.11956521739130435,0.07692307692307693,0.5294117647058824,0.4744897959183674,0.6559139784946236,0.7093023255813954,0.6885245901639344,,,,,0.27040816326530615,0.2830188679245283,0.28846153846153844,1.0,0.20408163265306123,0.3,0.3,0.9166666666666666,0.8214285714285714,0.6956521739130435,0.25,0.03571428571428571,0.10714285714285714,,0.4827586206896552,0.5714285714285714,0.27586206896551724,0.25,0.9489795918367347,0.3076923076923077,0.6766921052631579,0.584196551724138,0.010638297872340425,0.16260162601626016,24.64193548387097,2.0,6.0,1.0,1.0,1.0,2.0,,,,22.0,5.0,6.0,0.010752688172043012,,,0.012195121951219513,,0.20689655172413793,0.3333333333333333,24.0,1.0,,,2.0,2.0,,,,,,,,1.0,0.018867924528301886,True,,
1629642,1610612757,Nassir Little,Nassir Little,1629642,POR,18654.0,311.0,627.0,626.0,199.0,99.0,1253.0,5.0,9.0,24.0,36.0,10.0,88.0,752.0,4.0,21.0,26.0,1.0,7.0,8.0,3.0,1.0,23.0,7.0,11.0,23.0,51.0,19.0,70.0,12.0,22.0,17.0,14.0,6.0,3.0,199.0,3.0,0.5416666666666666,0.7222222222222222,0.6666666666666666,0.5342465753424658,0.5641025641025641,0.75,11.320754716981131,0.1402439024390244,0.06790123456790123,0.041916167664670656,0.16387959866220736,0.0547112462006079,0.07142857142857142,0.03571428571428571,0.16417910447761194,0.2777777777777778,0.1232876712328767,0.5555555555555556,0.5555555555555556,0.8,0.5367287671232878,0.08,0.15789473684210525,0.23863636363636365,6.080555555555555,0.31738437001594894,32.0,164.0,16.0,21.0,7.0,8.0,8.0,9.0,3.0,6.0,3.0,8.0,1.0,7.0,29.0,1.0,3.0,1.0,8.0,10.0,37.0,7.0,9.0,1.0,4.0,12.0,14.0,2.0,12.0,6.0,36.0,22.0,24.0,6.0,29.0,7.0,2.0,4.0,,26.0,2.0,3.0,2.0,2.0,,2.0,,1.0,4.0,3.0,1.0,,6.0,1.0,3.0,2.0,4.0,,4.0,1.0,,,5.0,4.0,36.0,0.8,0.2702702702702703,0.25,0.16666666666666666,0.2702702702702703,0.7777777777777778,0.8571428571428571,0.6538461538461539,0.5769230769230769,0.6206896551724138,0.5068493150684932,0.05555555555555555,0.047619047619047616,,0.3333333333333333,0.09523809523809523,0.1925925925925926,0.10294117647058823,0.019230769230769232,0.03278688524590164,0.1574074074074074,0.3333333333333333,0.08571428571428572,0.8,0.2876712328767123,0.7619047619047619,0.8,0.5,0.0821917808219178,0.5,0.6,0.3333333333333333,0.1095890410958904,0.375,0.42857142857142855,0.6666666666666666,0.3972602739726027,0.2413793103448276,0.2413793103448276,0.8571428571428571,0.6153846153846154,0.875,0.14285714285714285,0.07692307692307693,0.23076923076923078,0.3333333333333333,0.34615384615384615,0.8888888888888888,0.3076923076923077,0.125,0.7945205479452054,0.2413793103448276,0.6199090909090909,0.550375,,0.4090909090909091,25.31081081081081,1.0,4.0,1.0,,,1.0,,,,3.0,1.0,2.0,0.02702702702702703,0.16666666666666666,,0.07407407407407407,1.0,0.15384615384615385,0.25,12.0,,1.0,,1.0,1.0,,,0.08333333333333333,,,,,,0.125,True,,
