EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Offensive Fouls Drawn,PtsPutbacks,OffCorner3ReboundPct,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,OffensiveGoaltends,3pt And 1 Free Throw Trips,on,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,LongMidRangePctBlocked
1627747,1610612751,Caris LeVert,Caris LeVert,1627747,BKN,20020.0,334,45,714,715,193.0,131.0,73.0,1429,32.0,51.0,2.0,5.0,10.0,17.0,29.0,70.0,4.0,16.0,2.0,8.0,1.0,1.0,3.0,20.0,55.0,5.0,8.0,15.0,65.0,137.0,22.0,63.0,26.0,222.0,787.0,3.0,8.0,6.0,4.0,10.0,16.0,35.0,9.0,18.0,9.0,68.0,48.0,82.0,21.0,45.0,55.0,20.0,6.0,1.0,37.0,35.0,72.0,32.0,3.0,31.0,4.0,2.0,179.0,2.0,7.0,1.0,16.0,25.0,1.0,42.0,10.0,52.0,4.0,13.0,8.0,5.0,18.0,10.0,8.0,1.0,8.0,1.0,4.0,26.0,6.0,7.0,20.0,1.0,1.0,28.0,1.0,1.0,34.0,6.0,20.0,6.0,1.0,1.0,4.0,6.0,5.0,68.0,191.0,2.0,0.3692307692307692,0.3692307692307692,0.3181818181818182,0.3492063492063492,0.5,0.3492063492063492,0.4744525547445255,0.375,0.4571428571428571,0.49,0.2142857142857142,0.5566037735849056,0.5186915887850467,0.2941176470588235,0.5666666666666667,0.315,0.0158730158730158,0.0437956204379562,0.0980392156862745,0.0142857142857142,0.125,30.34134007585335,0.6923076923076923,0.0625,0.0476190476190476,0.1162790697674418,0.0429447852760736,0.1081081081081081,0.015625,0.1129476584022038,0.0309278350515463,0.0638297872340425,0.0232558139534883,0.0666666666666666,0.0206185567010309,0.1038961038961039,0.1176470588235294,0.1388888888888889,0.1272727272727272,0.0526315789473684,0.0388349514563106,0.8333333333333334,0.255,0.6274509803921569,0.6956521739130435,0.5,0.35,0.4142857142857143,0.4202898550724637,0.2758620689655172,0.08,0.25,0.25,0.04,0.25,0.2857142857142857,1.0,0.275,0.3636363636363636,0.3636363636363636,0.25,0.3571428571428571,0.4,1.0,0.0714285714285714,0.3571428571428571,0.320754716981132,0.5882352941176471,0.0566037735849056,0.3333333333333333,0.2830188679245283,0.5333333333333333,0.57,0.3636363636363636,0.5079879396984923,0.5175055555555557,0.5342894230769232,0.0934579439252336,0.1324503311258278,0.045045045045045,0.3063063063063063,7.569343065693432,25.374603174603177,0.2703081232492997,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1627752,1610612751,Taurean Prince,Taurean Prince,1627752,BKN,10771.0,180,-28,383,386,98.0,50.0,37.0,769,6.0,8.0,,,2.0,3.0,3.0,13.0,2.0,7.0,3.0,8.0,,1.0,3.0,8.0,19.0,3.0,1.0,5.0,11.0,28.0,11.0,27.0,23.0,78.0,453.0,,,3.0,,6.0,2.0,7.0,2.0,8.0,4.0,14.0,16.0,6.0,27.0,6.0,18.0,8.0,2.0,,2.0,3.0,5.0,2.0,1.0,2.0,,,13.0,1.0,,,17.0,9.0,2.0,28.0,1.0,29.0,,8.0,6.0,2.0,6.0,6.0,5.0,2.0,,,,11.0,,6.0,18.0,,2.0,15.0,2.0,2.0,26.0,1.0,9.0,7.0,4.0,,3.0,7.0,2.0,14.0,98.0,1.0,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.4074074074074074,0.25,0.4230769230769231,0.3928571428571428,,0.2857142857142857,0.5,1.0,0.3333333333333333,0.5757575757575758,1.0,0.4117647058823529,0.4909090909090909,,0.0714285714285714,0.125,0.0769230769230769,,18.246445497630333,0.5454545454545454,0.3333333333333333,,0.073170731707317,,0.2151898734177215,0.0144927536231884,0.1287128712871287,0.0062893081761006,,,,0.02,0.0816326530612244,0.0545454545454545,0.1052631578947368,0.175438596491228,0.3181818181818182,,0.2857142857142857,0.1454545454545454,0.75,0.8571428571428571,0.8333333333333334,0.2363636363636363,0.2307692307692307,0.25,0.6666666666666666,0.1272727272727272,0.2857142857142857,0.2857142857142857,0.1454545454545454,0.375,0.375,1.0,0.3454545454545454,0.4210526315789473,0.4210526315789473,0.75,,,,,1.0,0.2,0.6666666666666666,0.2,0.3333333333333333,0.3333333333333333,0.2,0.6363636363636364,0.4444444444444444,0.5196574074074074,0.53685,0.5403214285714285,0.1428571428571428,0.25,0.0769230769230769,0.1794871794871795,8.45,26.292592592592595,0.2558746736292428,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,0.6666666666666666,0.5,0.6666666666666666,1.0,,,,,,,,,True,,,,,,,,,,
1627789,1610612751,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,1627789,BKN,6696.0,112,13,232,235,45.0,32.0,20.0,467,7.0,7.0,1.0,1.0,1.0,1.0,,4.0,,,3.0,8.0,,1.0,1.0,9.0,17.0,1.0,,,7.0,11.0,12.0,25.0,7.0,57.0,270.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,7.0,14.0,,36.0,,17.0,9.0,,,5.0,,5.0,,,4.0,1.0,,10.0,,2.0,1.0,7.0,3.0,1.0,11.0,3.0,14.0,1.0,5.0,4.0,1.0,4.0,4.0,3.0,1.0,,,1.0,7.0,1.0,4.0,8.0,,,11.0,1.0,1.0,9.0,,3.0,1.0,1.0,,,1.0,,6.0,44.0,3.0,1.0,1.0,1.0,0.48,1.0,0.48,0.6363636363636364,1.0,0.5,0.6944444444444444,0.5,0.8333333333333334,0.6951219512195121,0.5,0.7,0.6944444444444444,,,,,,18.43137254901961,0.5714285714285714,0.125,0.1666666666666666,0.0441176470588235,0.0363636363636363,0.1590909090909091,,0.0892857142857142,0.0206185567010309,,0.074074074074074,,,0.05,0.0555555555555555,,0.0967741935483871,0.3076923076923077,0.0588235294117647,,0.1944444444444444,1.0,1.0,1.0,0.1111111111111111,,,,,,,0.2222222222222222,0.375,0.375,1.0,0.4722222222222222,0.5294117647058824,0.5294117647058824,1.0,0.5,1.0,1.0,,0.5,0.3333333333333333,1.0,0.3333333333333333,1.0,,,0.8888888888888888,0.5294117647058824,0.5756944444444444,0.5739,0.53615,0.0769230769230769,0.2142857142857142,0.0526315789473684,0.1228070175438596,4.681818181818182,24.348000000000003,0.1939655172413793,,,,1.0,1.0,1.0,,,2.0,,,,,,1.0,,,,,,,,True,,,,,,,,,,
1628386,1610612751,Jarrett Allen,Jarrett Allen,1628386,BKN,13481.0,225,51,481,481,145.0,82.0,50.0,962,31.0,42.0,6.0,12.0,5.0,5.0,1.0,5.0,,2.0,,,,,,,,,,,32.0,49.0,,,38.0,102.0,523.0,6.0,12.0,,13.0,25.0,5.0,6.0,,,11.0,21.0,50.0,14.0,,,,,5.0,,8.0,6.0,14.0,4.0,2.0,4.0,4.0,,34.0,9.0,18.0,,27.0,23.0,4.0,54.0,27.0,81.0,3.0,4.0,4.0,,9.0,6.0,8.0,1.0,3.0,,1.0,17.0,5.0,11.0,16.0,,3.0,43.0,,6.0,46.0,6.0,23.0,12.0,8.0,,4.0,12.0,6.0,21.0,145.0,,0.78125,0.9615384615384616,,,,,0.6530612244897959,0.5,0.8333333333333334,0.6530612244897959,0.5,0.8333333333333334,0.7391304347826086,0.6578947368421053,0.8076923076923077,,,0.1020408163265306,0.119047619047619,,,16.165413533834585,0.5294117647058824,0.3636363636363636,,0.1586206896551724,0.1607142857142857,0.2673267326732673,0.1125,0.2032520325203252,0.140625,0.2432432432432432,0.1525423728813559,,0.135593220338983,0.074074074074074,0.2575757575757575,0.08,0.2368421052631578,0.36,0.25,0.5,0.8571428571428571,0.7380952380952381,0.8378378378378378,0.7741935483870968,0.1020408163265306,0.2,0.2,1.0,0.0408163265306122,,,,,,,,,,,1.0,0.5,,,,0.8333333333333334,1.0,,,,,0.8571428571428571,,0.6027816326530612,0.6391583333333334,0.62065,0.3484848484848485,0.3484848484848485,0.2450980392156862,0.2058823529411764,2.7448979591836733,,0.3014553014553014,,,,3.0,,,,,3.0,3.0,,,,,3.0,12.0,0.0476190476190476,,,,,,True,,,,,,,,,,
1629013,1610612751,Landry Shamet,Landry Shamet,1629013,BKN,8423.0,140,-29,299,303,80.0,58.0,27.0,602,2.0,3.0,,,,1.0,1.0,2.0,,1.0,1.0,9.0,1.0,,6.0,7.0,17.0,,1.0,4.0,3.0,6.0,8.0,26.0,7.0,37.0,341.0,,,1.0,2.0,2.0,,1.0,1.0,10.0,1.0,4.0,4.0,2.0,24.0,,17.0,7.0,1.0,1.0,5.0,3.0,8.0,2.0,1.0,3.0,2.0,,19.0,1.0,,,7.0,3.0,2.0,12.0,1.0,13.0,,6.0,3.0,3.0,3.0,2.0,5.0,2.0,1.0,,,8.0,2.0,5.0,10.0,1.0,2.0,5.0,,,8.0,,3.0,1.0,1.0,,,1.0,,4.0,80.0,,0.6666666666666666,0.6666666666666666,1.0,0.3076923076923077,0.1,0.3076923076923077,0.5,,,0.46875,,0.1363636363636363,0.5138888888888888,0.5,0.1666666666666666,0.8125,0.0384615384615384,0.1666666666666666,0.3333333333333333,,0.1111111111111111,13.414634146341465,0.375,0.2,,0.0306122448979591,,0.106060606060606,0.0175438596491228,0.0609756097560975,0.0086206896551724,,,,0.0227272727272727,0.0285714285714285,0.0465116279069767,,0.12,0.0625,,,0.09375,0.6666666666666666,1.0,1.0,0.0625,0.5,0.5,,0.03125,,,0.28125,0.1111111111111111,0.125,1.0,0.53125,0.4117647058823529,0.4117647058823529,1.0,,,,1.0,,0.0909090909090909,,0.5454545454545454,,0.3636363636363636,0.25,0.90625,0.4117647058823529,0.5420484375,0.50925,0.5339454545454546,0.0857142857142857,0.3333333333333333,0.054054054054054,0.1081081081081081,8.0,24.834615384615383,0.2675585284280936,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,
201142,1610612751,Kevin Durant,Kevin Durant,201142,BKN,7154.0,119,36,254,254,105.0,77.0,29.0,508,11.0,13.0,,,7.0,7.0,9.0,21.0,3.0,6.0,2.0,2.0,,,,9.0,20.0,,3.0,8.0,23.0,40.0,11.0,22.0,37.0,116.0,282.0,2.0,4.0,,4.0,8.0,11.0,15.0,3.0,8.0,19.0,50.0,8.0,38.0,15.0,18.0,20.0,9.0,4.0,1.0,12.0,2.0,14.0,1.0,1.0,8.0,2.0,2.0,30.0,1.0,1.0,,11.0,14.0,,25.0,2.0,27.0,1.0,3.0,3.0,,8.0,6.0,6.0,1.0,2.0,,,14.0,6.0,3.0,6.0,,1.0,29.0,,,41.0,4.0,16.0,3.0,1.0,,2.0,3.0,,49.0,103.0,1.0,0.1739130434782608,0.1818181818181818,0.4545454545454545,0.5,0.375,0.5,0.575,0.5,0.7333333333333333,0.6370967741935484,0.5,0.6739130434782609,0.725,0.6666666666666666,0.78125,0.3548387096774194,0.0454545454545454,0.1,0.0769230769230769,0.1428571428571428,,33.098591549295776,0.5714285714285714,,,0.2028985507246377,0.0204081632653061,0.1692307692307692,0.0222222222222222,0.1865671641791045,0.0212765957446808,,,0.1428571428571428,0.0285714285714285,0.2142857142857142,0.1785714285714285,0.2307692307692307,0.2,0.0666666666666666,0.0434782608695652,,0.2096774193548387,0.8461538461538461,0.9166666666666666,0.0909090909090909,0.3387096774193548,0.4285714285714285,0.5,0.3333333333333333,0.0967741935483871,0.5,0.5,0.032258064516129,1.0,1.0,1.0,0.3225806451612903,0.45,0.4736842105263157,0.3333333333333333,,,,,,0.3043478260869565,1.0,,,0.3478260869565217,0.375,0.5645161290322581,0.45,0.5111838709677419,0.4360666666666666,0.5351391304347826,0.2266666666666666,0.3076923076923077,0.0689655172413793,0.4310344827586206,7.5125,25.53636363636364,0.4133858267716535,,,,4.0,,,,1.0,5.0,4.0,,,,,1.0,2.0,,0.05,0.0434782608695652,,,,True,,,,,,,,,,
201145,1610612751,Jeff Green,Jeff Green,201145,BKN,10359.0,173,29,367,368,91.0,67.0,35.0,735,9.0,11.0,3.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,7.0,,1.0,2.0,7.0,15.0,,,2.0,13.0,17.0,9.0,22.0,5.0,58.0,403.0,3.0,4.0,,1.0,7.0,3.0,4.0,1.0,4.0,3.0,12.0,18.0,8.0,24.0,3.0,14.0,7.0,2.0,,5.0,6.0,11.0,4.0,2.0,3.0,2.0,,28.0,,5.0,,5.0,14.0,,19.0,5.0,24.0,,5.0,4.0,1.0,2.0,2.0,4.0,1.0,,,1.0,6.0,3.0,10.0,14.0,1.0,1.0,8.0,,1.0,7.0,1.0,2.0,2.0,2.0,,,2.0,1.0,12.0,89.0,,0.6923076923076923,0.8181818181818182,0.8888888888888888,0.4090909090909091,0.25,0.4285714285714285,0.7647058823529411,0.75,0.75,0.6794871794871795,0.75,0.5625,0.6904761904761905,0.7,0.6,0.5641025641025641,,0.1176470588235294,0.0909090909090909,0.25,,11.910669975186105,0.3333333333333333,,,0.1261261261261261,0.0588235294117647,0.0666666666666666,,0.1021505376344086,0.0340136054421768,0.0869565217391304,0.0425531914893617,0.0666666666666666,,0.0256410256410256,0.125,0.375,0.0701754385964912,0.0555555555555555,,0.5,0.282051282051282,0.8181818181818182,0.9,0.6666666666666666,0.1025641025641025,0.75,1.0,0.6666666666666666,0.0512820512820512,0.5,0.5,0.1794871794871795,0.2857142857142857,0.2857142857142857,0.5,0.3846153846153846,0.4666666666666667,0.4666666666666667,1.0,1.0,0.75,0.3333333333333333,,,0.25,1.0,0.25,0.5,0.25,,0.8461538461538461,0.5,0.583775,0.6738666666666667,0.5896714285714285,0.05,0.1111111111111111,0.1206896551724138,0.2068965517241379,4.994117647058823,26.281818181818178,0.2479564032697547,,,1.0,,,1.0,,,2.0,2.0,,1.0,,,2.0,4.0,,,,1.0,,,True,,,,,,,,,,
203925,1610612751,Joe Harris,Joe Harris,203925,BKN,9651.0,161,43,351,348,110.0,76.0,37.0,699,4.0,10.0,1.0,1.0,,2.0,7.0,11.0,2.0,4.0,1.0,2.0,,,,13.0,21.0,2.0,4.0,6.0,13.0,25.0,14.0,23.0,3.0,71.0,376.0,1.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,6.0,,18.0,20.0,6.0,42.0,,21.0,13.0,4.0,,8.0,6.0,14.0,3.0,3.0,7.0,1.0,,34.0,3.0,2.0,,7.0,8.0,2.0,17.0,5.0,22.0,2.0,6.0,4.0,2.0,4.0,4.0,4.0,1.0,,1.0,,8.0,1.0,7.0,14.0,,1.0,4.0,,,4.0,,2.0,3.0,2.0,,1.0,3.0,1.0,18.0,108.0,1.0,0.7692307692307693,0.8333333333333334,1.0,0.6086956521739131,0.6666666666666666,0.6086956521739131,0.52,0.5,0.6,0.7083333333333334,0.25,0.8181818181818182,0.71,0.4,0.8181818181818182,0.4791666666666667,,0.16,0.3,0.0909090909090909,,14.833759590792836,0.5,0.2,,0.0851063829787234,0.0238095238095238,0.1029411764705882,0.0476190476190476,0.0925925925925925,0.0340136054421768,0.0384615384615384,0.0238095238095238,,0.0408163265306122,0.0857142857142857,0.0833333333333333,0.0909090909090909,0.1224489795918367,0.0526315789473684,0.1176470588235294,0.3333333333333333,0.2083333333333333,0.4,0.5714285714285714,0.75,0.2291666666666666,0.6363636363636364,0.7,0.7142857142857143,0.0833333333333333,0.5,0.5,0.0416666666666666,0.5,0.5,1.0,0.4375,0.6190476190476191,0.6190476190476191,1.0,0.25,1.0,,,0.5,0.1818181818181818,,,,0.5454545454545454,0.6666666666666666,0.6875,0.6190476190476191,0.5001354166666666,0.5509499999999999,0.5055136363636364,0.04,0.074074074074074,0.056338028169014,0.2535211267605634,8.287999999999998,25.643478260869564,0.3133903133903133,,,,1.0,3.0,1.0,,,,,,1.0,,,2.0,2.0,0.0714285714285714,,,,,,True,,,,,,,,,,
201599,1610612751,DeAndre Jordan,DeAndre Jordan,201599,BKN,4267.0,71,-6,151,151,10.0,12.0,13.0,302,6.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,7.0,8.0,,,3.0,17.0,162.0,1.0,2.0,,,2.0,1.0,1.0,,,,2.0,10.0,4.0,,,,,,,6.0,1.0,7.0,1.0,,2.0,4.0,,15.0,2.0,3.0,,6.0,13.0,,19.0,5.0,24.0,,,,,3.0,1.0,7.0,,2.0,,,10.0,1.0,7.0,14.0,,4.0,8.0,,2.0,5.0,1.0,3.0,6.0,4.0,,2.0,6.0,4.0,2.0,10.0,,0.7142857142857143,0.8333333333333334,,,,,0.875,0.5,1.0,0.875,0.5,1.0,0.85,0.5,1.0,,,,,,,11.976047904191615,0.3,,,0.25,0.0857142857142857,0.2222222222222222,0.0606060606060606,0.240506329113924,0.0735294117647058,,0.1111111111111111,0.0909090909090909,,0.2142857142857142,0.2758620689655172,0.2222222222222222,0.2777777777777778,0.1111111111111111,,0.6666666666666666,0.875,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.125,1.0,1.0,,,,,,,,,,,,,1.0,0.5,,,,1.0,1.0,,,,,0.875,,0.66955,0.8412,0.658,0.3,0.3,0.1176470588235294,0.1176470588235294,1.9375,,0.0662251655629139,,,,,1.0,2.0,,,,,,,,,1.0,2.0,0.2857142857142857,,,,2.0,,True,,,,,,,,,,
1628971,1610612751,Bruce Brown,Bruce Brown,1628971,BKN,2592.0,43,26,93,92,14.0,5.0,10.0,185,1.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,,,1.0,2.0,,,1.0,,,,,,5.0,7.0,1.0,2.0,,13.0,95.0,1.0,1.0,,,2.0,3.0,3.0,,1.0,,6.0,6.0,4.0,3.0,,,,,,,1.0,1.0,1.0,,,,,3.0,,,,6.0,2.0,,8.0,,8.0,,1.0,1.0,,2.0,2.0,1.0,1.0,,,,3.0,,2.0,3.0,,,2.0,,,1.0,,,1.0,,,1.0,1.0,1.0,6.0,13.0,,0.6,0.6,1.0,0.5,,0.5,0.7142857142857143,1.0,1.0,0.7222222222222222,1.0,0.75,0.7222222222222222,1.0,0.75,0.2222222222222222,,,,,,11.650485436893204,0.6666666666666666,,,0.0769230769230769,,0.375,,0.1904761904761904,,,,,,,0.1666666666666666,,0.3846153846153846,0.3333333333333333,,1.0,0.2222222222222222,0.5,0.5,1.0,0.5555555555555556,0.8,0.8,0.5,,,,0.2222222222222222,0.5,0.5,1.0,,,,,1.0,1.0,1.0,,,0.25,1.0,0.25,,,,0.4444444444444444,,0.5044555555555555,0.6997,0.5160375,0.1111111111111111,,0.1538461538461538,0.4615384615384615,7.571428571428571,23.35,0.1505376344086021,,,,,,,,1.0,,,,,,,,,,,0.5,,,1.0,True,,,,,,,,,,
