EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,OffTwoPtRebounds,SelfOReb,Travels,Loose Ball Fouls Drawn,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,ShortMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG3A,Fg2aBlocked,Arc3Assists,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3Frequency,LongMidRangeFGA,ShortMidRangeAssists,PenaltyTurnovers,LongMidRangeFrequency,PtsUnassisted3s,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ShortMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGA,BlockedLongMidRange,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceFtPoints,OffCorner3ReboundPct,on,LongMidRangeFGM,LongMidRangeAssists,FTOffRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Offensive Fouls,Charge Fouls Drawn,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,HeaveMakes,Clear Path Fouls
1626195,1610612740,Willy Hernangomez,Willy Hernangomez,1626195,NOP,924.0,15,-4.0,34,35,8.0,6.0,1.0,69,4.0,4.0,2.0,4.0,6.0,2.0,10.0,39.0,1.0,2.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,8.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.5,22.857142857142858,1.0,0.3333333333333333,0.2,0.25,0.25,0.08333333333333333,0.25,0.5,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5553333333333333,0.3844,0.2,4.016666666666667,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629117,1610612740,Wenyen Gabriel,Wenyen Gabriel,1629117,NOP,2777.0,46,,97,96,32.0,31.0,14.0,193,3.0,4.0,2.0,3.0,6.0,1.0,13.0,101.0,2.0,1.0,6.0,4.0,,2.0,,6.0,1.0,6.0,,1.0,7.0,3.0,10.0,,,,1.0,1.0,4.0,5.0,4.0,2.0,,6.0,32.0,,0.6666666666666666,1.0,0.5,0.46153846153846156,0.4642857142857143,0.75,13.043478260869566,0.25,,0.20689655172413793,0.047619047619047616,0.13333333333333333,0.05454545454545454,0.0625,,,0.18181818181818182,0.2857142857142857,0.3076923076923077,0.75,0.75,0.6666666666666666,0.15384615384615385,0.8461538461538461,0.5718038461538462,0.4968166666666667,0.46153846153846156,2.2666666666666666,0.32989690721649484,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.2857142857142857,1.0,0.2857142857142857,0.5,0.5,0.5,0.8333333333333334,0.5,0.5384615384615384,0.058823529411764705,0.125,0.125,1.0,0.15384615384615385,0.5,0.5,1.0,0.38461538461538464,0.2,0.2,1.0,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,1.0,0.2,0.843,0.07142857142857142,0.14285714285714285,0.15384615384615385,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629638,1610612740,Nickeil Alexander-Walker,Nickeil Alexander-Walker,1629638,NOP,1638.0,27,-13.0,52,54,11.0,15.0,7.0,106,3.0,7.0,3.0,5.0,10.0,1.0,14.0,63.0,3.0,1.0,1.0,,,3.0,,9.0,,,4.0,2.0,6.0,1.0,7.0,4.0,2.0,,,1.0,,2.0,1.0,2.0,,1.0,11.0,,,,0.5,0.5,0.5,0.125,23.80952380952381,0.6666666666666666,0.4444444444444444,,,0.17391304347826086,0.030303030303030304,,0.5,0.5,,,0.5384615384615384,0.42857142857142855,0.6,,0.23076923076923078,0.7692307692307693,0.4632346153846154,0.43756666666666666,0.07142857142857142,4.630000000000001,0.21153846153846154,1.0,1.0,,2.0,1.0,2.0,,1.0,,,1.0,3.0,1.0,1.0,2.0,,,,10.0,3.0,2.0,1.0,,3.0,1.0,1.0,,,,,1.0,,,,,1.0,0.3333333333333333,,0.3333333333333333,1.0,,0.5,,0.5,0.23076923076923078,0.05555555555555555,,,,0.15384615384615385,0.5,0.5,1.0,0.07692307692307693,,,,0.5,1.0,0.6666666666666666,,,,,0.5599,0.07142857142857142,0.09090909090909091,0.14285714285714285,25.400000000000002,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.3,0.2857142857142857,0.3333333333333333,1.0,0.1,0.3333333333333333,0.6666666666666666,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629712,1610612740,Didi Louzada,Didi Louzada,1629712,NOP,3380.0,56,-11.0,119,119,38.0,35.0,14.0,238,1.0,3.0,1.0,1.0,5.0,,8.0,134.0,4.0,,5.0,,2.0,3.0,1.0,7.0,,1.0,1.0,,2.0,1.0,3.0,2.0,1.0,,2.0,3.0,2.0,5.0,,,,5.0,38.0,,,,0.2,0.3076923076923077,0.3076923076923077,0.5,11.678832116788321,,0.047619047619047616,0.029411764705882353,,0.03636363636363636,0.016666666666666666,,,0.14285714285714285,,0.125,0.23076923076923078,0.3333333333333333,0.3333333333333333,,0.07692307692307693,0.8461538461538461,0.5277346153846154,0.49855,0.625,5.12,0.31932773109243695,1.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,,5.0,1.0,1.0,,1.0,,2.0,,,,,,,,1.0,0.25,1.0,0.25,1.0,0.25,0.5,0.5,0.5,0.6153846153846154,0.02564102564102564,0.05,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.38461538461538464,0.2,0.2,1.0,0.5,1.0,0.4,0.5,0.2,1.0,0.2,0.606725,,,0.25,25.312499999999996,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.2,,1.0,0.3333333333333333,,,,,0.5,1.0,1.0,2.0,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630184,1610612740,Kira Lewis Jr.,Kira Lewis Jr.,1630184,NOP,2404.0,40,3.0,85,85,23.0,26.0,13.0,170,2.0,6.0,7.0,4.0,13.0,8.0,22.0,87.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,9.0,,7.0,2.0,,9.0,,9.0,,,,1.0,3.0,3.0,3.0,5.0,9.0,,2.0,23.0,,0.5,0.5,0.3076923076923077,0.4117647058823529,0.525,0.3333333333333333,22.549019607843135,,0.14285714285714285,0.28,,0.23076923076923078,,,0.4,,0.3888888888888889,,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.5,0.4117647058823529,0.5882352941176471,0.49490882352941185,0.48429999999999995,0.09090909090909091,5.369230769230769,0.27058823529411763,,1.0,,1.0,,,2.0,4.0,,,2.0,4.0,,1.0,,,,,4.0,,,4.0,2.0,1.0,1.0,,,1.0,,,3.0,,,,,,0.5,,0.5,,,,,,0.23529411764705882,,,,,,,,,0.23529411764705882,0.5,0.5,,1.0,,0.5,,,,0.5,0.4668,0.2,0.2,,26.125,2.0,,,,,,2.0,2.0,,,,,0.6666666666666666,,,0.2857142857142857,0.2857142857142857,,,1.0,,,6.0,1.0,1.0,1.0,0.5,0.2,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630230,1610612740,Naji Marshall,Naji Marshall,1630230,NOP,1621.0,27,-11.0,60,59,18.0,11.0,5.0,119,,1.0,2.0,,3.0,,3.0,75.0,1.0,,,,5.0,5.0,4.0,10.0,,6.0,2.0,,8.0,,8.0,,,1.0,3.0,7.0,2.0,5.0,,,,,18.0,,,,,0.3,0.3,,18.75,,0.16666666666666666,0.375,,0.2857142857142857,,,0.16666666666666666,0.25,0.2857142857142857,1.0,0.2,,,,0.4,0.6,0.45161999999999997,0.43925,,4.1000000000000005,0.3,,,,1.0,,,1.0,2.0,,1.0,1.0,2.0,,1.0,3.0,,,1.0,,3.0,,2.0,1.0,,,,,1.0,,,,,,,,1.0,0.5,,0.5,,,0.75,,0.75,0.4,,,,,,,,,0.4,0.5,0.5,1.0,,,0.5,,0.5,,0.5,0.4142,,,1.0,29.15,,1.0,1.0,,,,4.0,4.0,,,,,0.5714285714285714,,,,,0.5,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201949,1610612740,James Johnson,James Johnson,201949,NOP,603.0,10,-11.0,22,23,6.0,4.0,,45,,1.0,2.0,,3.0,,,33.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,2.0,1.0,3.0,,,6.0,,,,,,,,18.181818181818183,,,0.2,,0.1,,,,,0.25,,0.3333333333333333,,,,0.6666666666666666,0.3333333333333333,0.5108,,,6.533333333333334,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202339,1610612740,Eric Bledsoe,Eric Bledsoe,202339,NOP,763.0,13,-9.0,28,28,11.0,9.0,,56,1.0,1.0,6.0,5.0,7.0,2.0,18.0,37.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,,3.0,,3.0,,,,,,1.0,1.0,3.0,4.0,1.0,2.0,11.0,1.0,0.2,0.2,0.7142857142857143,0.8,0.75,0.2,42.857142857142854,,0.2,0.2857142857142857,,0.25,,,,,0.3333333333333333,,0.1,1.0,1.0,1.0,0.6,0.4,0.461545,0.39396666666666663,0.1111111111111111,6.885714285714285,0.39285714285714285,,,,,,1.0,2.0,2.0,,,2.0,3.0,,,,,,1.0,8.0,,,2.0,2.0,,,,,,,,1.0,1.0,,1.0,1.0,,0.6666666666666666,,0.6666666666666666,,,,,,0.3,,,,1.0,0.1,,,,0.2,1.0,1.0,,,,,,,,1.0,,0.09090909090909091,0.125,,25.333333333333332,4.0,,,,,,,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,,,,,,6.0,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203263,1610612740,James Nunnally,James Nunnally,203263,NOP,298.0,5,6.0,11,11,11.0,9.0,1.0,22,,,,,,,3.0,6.0,,,3.0,,1.0,1.0,1.0,2.0,,1.0,,,1.0,,1.0,,,,,,,,,,,3.0,11.0,,,,,0.5,0.5,0.5,25.0,,,0.2,,0.14285714285714285,,,,,0.25,,,,,,,1.0,0.51085,0.51085,1.0,,1.0,,,,,1.0,1.0,,2.0,,2.0,1.0,3.0,,,,,1.0,3.0,,3.0,,2.0,,,,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.5,,1.0,,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,,,,,,,,0.6666666666666666,,,,,,,24.633333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.3333333333333333,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628411,1610612740,Wes Iwundu,Wes Iwundu,1628411,NOP,36.0,1,2.0,2,1,2.0,,2.0,3,,3.0,,,3.0,,,,3.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,2.0,,,,,,,,60.0,,,,,,0.5,,,,,,1.0,,,,,1.0,0.7315666666666667,0.7315666666666667,,1.1666666666666667,1.0,,2.0,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,0.5,,0.6666666666666666,,,,,,,,,,1.0,,1.0,,,,,0.88775,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
