EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,Loose Ball Fouls,Blocked3s,BlockedCorner3,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3FGM,FTOffRebounds,ThreePtShootingFoulsDrawn,BlockedArc3,DefensiveGoaltends,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,Fg3aBlocked,StepOutOfBoundsTurnovers,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,on,3SecondViolations,Clear Path Fouls
1627750,1610612743,Jamal Murray,Jamal Murray,1627750,DEN,23898.0,398,21.0,795,790,174,220,100.0,1585,20.0,28.0,3.0,4.0,5.0,8.0,17.0,37.0,20.0,50.0,6.0,10.0,1.0,2.0,2.0,24.0,66.0,3.0,5.0,5.0,17.0,57.0,115.0,30.0,76.0,35.0,239.0,884,5.0,10.0,3.0,6.0,19.0,9.0,23.0,7.0,19.0,12.0,51.0,38.0,76.0,51.0,39.0,4.0,1.0,65.0,24.0,5.0,29.0,33.0,62.0,28.0,5.0,14.0,10.0,5.0,157.0,5.0,8.0,16.0,15.0,3.0,34.0,13.0,47.0,2.0,19.0,14.0,5.0,19.0,6.0,11.0,15.0,4.0,8.0,1.0,34.0,3.0,7.0,10.0,27.0,1.0,2.0,43.0,1.0,1.0,7.0,39.0,2.0,3.0,15.0,4.0,4.0,2.0,2.0,4.0,51.0,174,3.0,4.0,0.3333333333333333,0.34545454545454546,0.5666666666666667,0.39473684210526316,0.5,0.3684210526315789,0.4,0.4956521739130435,0.5,0.391304347826087,0.5340314136125655,0.59375,0.4642857142857143,0.5673076923076923,0.59375,0.5204081632653061,0.39790575916230364,0.043478260869565216,0.03571428571428571,0.10810810810810811,26.50602409638554,0.5588235294117647,0.125,0.09202453987730061,0.03902439024390244,0.09090909090909091,0.026737967914438502,0.09144542772861357,0.03316326530612245,0.031746031746031744,0.037037037037037035,0.04918032786885246,0.01282051282051282,0.0967741935483871,0.07547169811320754,0.0684931506849315,0.16216216216216217,0.0948905109489051,0.07692307692307693,0.021505376344086023,0.14659685863874344,0.7142857142857143,0.7407407407407407,0.5,0.193717277486911,0.4594594594594595,0.5151515151515151,0.23529411764705882,0.2617801047120419,0.4,0.4,0.25,0.05235602094240838,0.6,0.6,0.6666666666666666,0.34554973821989526,0.36363636363636365,0.36363636363636365,0.5416666666666666,0.25,0.75,0.3333333333333333,0.0625,0.3125,0.6,0.6666666666666666,0.19047619047619047,0.625,0.047619047619047616,1.0,0.40476190476190477,0.29411764705882354,0.5445026178010471,0.36923076923076925,0.46618324468085104,0.5095555555555555,0.4481128205128205,0.07352941176470588,0.1171875,0.0794979079497908,0.21338912133891214,11.388695652173913,26.840789473684215,0.2188679245283019,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1628392,1610612743,Isaiah Hartenstein,Isaiah Hartenstein,1628392,DEN,5336.0,89,23.0,175,173,25,47,30.0,348,9.0,21.0,,7.0,,,1.0,3.0,,,,,,,,,,,,,,10.0,24.0,,,11.0,31.0,177,,7.0,,,4.0,,1.0,,,2.0,2.0,20.0,,,,,,,,2.0,1.0,6.0,7.0,3.0,3.0,1.0,,,20.0,7.0,9.0,5.0,8.0,2.0,15.0,16.0,31.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,7.0,,,,9.0,1.0,,9.0,23.0,1.0,4.0,14.0,,3.0,1.0,15.0,3.0,,8.0,1.0,8.0,3.0,,9.0,2.0,25,1.0,1.0,1.0,1.0,,,,,,0.4166666666666667,,,0.4166666666666667,,,0.5166666666666667,0.2222222222222222,0.5,,0.08333333333333333,0.09523809523809523,,18.22429906542056,0.2222222222222222,0.25,0.16,0.1875,0.13513513513513514,0.15555555555555556,0.14942528735632185,0.17204301075268819,0.3,0.07142857142857142,0.14285714285714285,0.16216216216216217,0.125,0.17647058823529413,0.1,0.23076923076923078,0.14814814814814814,0.1,0.18181818181818182,0.875,0.42857142857142855,0.47368421052631576,1.0,0.125,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.875,,0.5891041666666667,0.6888000000000001,0.4034,0.27586206896551724,0.27586206896551724,0.12903225806451613,0.06451612903225806,2.254166666666667,,0.14285714285714285,4.0,6.0,1.0,1.0,5.0,3.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,True,,
1628408,1610612743,PJ Dozier,PJ Dozier,1628408,DEN,31982.0,533,93.0,1049,1042,222,257,138.0,2091,36.0,58.0,6.0,8.0,7.0,12.0,12.0,36.0,3.0,15.0,5.0,20.0,4.0,1.0,3.0,17.0,56.0,1.0,4.0,2.0,12.0,51.0,109.0,22.0,76.0,24.0,192.0,1110,6.0,11.0,3.0,8.0,24.0,10.0,26.0,3.0,15.0,8.0,37.0,52.0,50.0,60.0,6.0,8.0,2.0,54.0,17.0,14.0,29.0,22.0,51.0,9.0,13.0,18.0,6.0,5.0,124.0,5.0,9.0,35.0,29.0,6.0,70.0,15.0,85.0,1.0,16.0,11.0,5.0,12.0,4.0,7.0,12.0,4.0,5.0,,24.0,1.0,4.0,20.0,40.0,1.0,1.0,38.0,,2.0,7.0,33.0,6.0,,17.0,1.0,8.0,3.0,,9.0,37.0,222,3.0,1.0,0.5098039215686274,0.5531914893617021,0.9090909090909091,0.2894736842105263,0.375,0.2,0.2972972972972973,0.46788990825688076,0.5454545454545454,0.38461538461538464,0.4540540540540541,0.5526315789473685,0.35365853658536583,0.48484848484848486,0.6,0.4111111111111111,0.41081081081081083,0.12844036697247707,0.1206896551724138,0.19444444444444445,18.211648892534864,0.5,0.2222222222222222,0.11934156378600823,0.03169014084507042,0.15151515151515152,0.02109704641350211,0.1350210970464135,0.026871401151631478,0.050505050505050504,0.02608695652173913,0.014285714285714285,0.02631578947368421,,0.11764705882352941,0.09565217391304348,0.16666666666666666,0.13966480446927373,0.19230769230769232,0.010638297872340425,0.31351351351351353,0.6206896551724138,0.7058823529411765,0.6111111111111112,0.1945945945945946,0.3333333333333333,0.41379310344827586,0.3333333333333333,0.08108108108108109,0.2,0.2,,0.10810810810810811,0.25,0.25,1.0,0.3027027027027027,0.30357142857142855,0.30357142857142855,0.8823529411764706,0.42105263157894735,0.75,0.16666666666666666,0.21052631578947367,0.21052631578947367,0.25,,0.2926829268292683,0.5833333333333334,0.07317073170731707,0.3333333333333333,0.2926829268292683,0.16666666666666666,0.7243243243243244,0.3148148148148148,0.5072510928961749,0.5404066666666666,0.49037073170731726,0.09137055837563451,0.14166666666666666,0.125,0.19270833333333334,6.05137614678899,25.87368421052631,0.21163012392755004,3.0,3.0,1.0,,5.0,7.0,0.7777777777777778,2.0,1.0,1.0,1.0,1.0,0.03333333333333333,0.5,1.0,0.012987012987012988,,,,,,,,,,True,,
1628420,1610612743,Monte Morris,Monte Morris,1628420,DEN,28280.0,471,41.0,945,935,202,232,123.0,1880,32.0,46.0,1.0,2.0,6.0,11.0,17.0,40.0,15.0,34.0,3.0,12.0,2.0,2.0,5.0,18.0,44.0,1.0,6.0,3.0,9.0,64.0,120.0,21.0,56.0,22.0,213.0,1058,2.0,8.0,2.0,8.0,10.0,11.0,20.0,5.0,14.0,4.0,41.0,38.0,90.0,51.0,12.0,,1.0,43.0,18.0,8.0,32.0,39.0,71.0,32.0,7.0,19.0,10.0,3.0,181.0,3.0,2.0,21.0,13.0,,34.0,5.0,39.0,2.0,13.0,8.0,5.0,9.0,1.0,7.0,3.0,1.0,2.0,,12.0,,1.0,8.0,14.0,,1.0,26.0,1.0,1.0,,26.0,4.0,1.0,12.0,1.0,5.0,1.0,,5.0,41.0,202,,1.0,0.296875,0.296875,0.8095238095238095,0.375,0.25,0.35714285714285715,0.38181818181818183,0.5333333333333333,0.25,0.55,0.5426136363636364,0.3125,0.5441176470588235,0.5698924731182796,0.3125,0.5694444444444444,0.3181818181818182,0.06666666666666667,0.043478260869565216,0.125,18.13186813186813,0.75,,0.0625,0.007874015748031496,0.0963302752293578,0.014084507042253521,0.07981220657276995,0.010706638115631691,,0.010526315789473684,0.015625,0.017543859649122806,,0.057971014492753624,0.05813953488372093,0.07547169811320754,0.09036144578313253,0.11538461538461539,0.02531645569620253,0.26136363636363635,0.6956521739130435,0.7272727272727273,0.40625,0.22727272727272727,0.425,0.4857142857142857,0.23529411764705882,0.19318181818181818,0.4411764705882353,0.45454545454545453,0.13333333333333333,0.06818181818181818,0.25,0.25,1.0,0.25,0.4090909090909091,0.4090909090909091,0.7777777777777778,0.125,0.5,,0.125,0.375,0.16666666666666666,1.0,0.3235294117647059,0.5454545454545454,0.14705882352941177,0.4,0.2647058823529412,0.3333333333333333,0.5795454545454546,0.4186046511627907,0.48814514285714294,0.46356818181818177,0.4902575757575757,0.07027027027027027,0.09375,0.046948356807511735,0.19248826291079812,8.616666666666667,25.530357142857145,0.21375661375661376,,1.0,,,4.0,1.0,0.2,1.0,,1.0,,,,0.5,1.0,0.017543859649122806,0.029411764705882353,,,,,,,,,True,,
203210,1610612743,JaMychal Green,JaMychal Green,203210,DEN,67194.0,1120,99.0,2226,2211,483,572,263.0,4437,71.0,112.0,32.0,53.0,17.0,27.0,18.0,44.0,5.0,20.0,24.0,57.0,6.0,2.0,10.0,55.0,141.0,3.0,5.0,8.0,18.0,94.0,176.0,79.0,198.0,46.0,471.0,2453,33.0,63.0,4.0,11.0,100.0,20.0,40.0,10.0,28.0,14.0,84.0,110.0,78.0,237.0,,56.0,,141.0,55.0,25.0,26.0,27.0,53.0,18.0,9.0,18.0,5.0,3.0,133.0,28.0,56.0,102.0,72.0,18.0,192.0,85.0,277.0,17.0,26.0,14.0,12.0,20.0,6.0,13.0,33.0,1.0,7.0,5.0,53.0,8.0,10.0,82.0,144.0,5.0,11.0,46.0,1.0,5.0,,57.0,9.0,,30.0,3.0,19.0,8.0,,22.0,84.0,483,8.0,3.0,0.5851063829787234,0.8333333333333334,1.0,0.398989898989899,0.36363636363636365,0.35714285714285715,0.398989898989899,0.5340909090909091,0.5238095238095238,0.5,0.5681818181818182,0.527027027027027,0.5147058823529411,0.5917085427135679,0.5952380952380952,0.5526315789473685,0.5294117647058824,0.14204545454545456,0.09821428571428571,0.2727272727272727,17.707106399685905,0.37735849056603776,0.3,0.1460446247464503,0.09655172413793103,0.20118343195266272,0.05426356589147287,0.174,0.07664233576642336,0.10552763819095477,0.1111111111111111,0.057971014492753624,0.050970873786407765,0.0673076923076923,0.1464968152866242,0.13596491228070176,0.16666666666666666,0.2133676092544987,0.16101694915254236,0.09941520467836257,0.2994652406417112,0.6339285714285714,0.7029702970297029,0.5352112676056338,0.11764705882352941,0.4090909090909091,0.5625,0.7777777777777778,0.053475935828877004,0.25,0.2777777777777778,0.6,0.15240641711229946,0.42105263157894735,0.42857142857142855,1.0,0.3770053475935829,0.3900709219858156,0.39285714285714285,1.0,0.7162162162162162,0.6037735849056604,0.09375,0.08108108108108109,0.06756756756756757,0.6,1.0,0.39705882352941174,0.6296296296296297,0.14705882352941177,0.2,0.2647058823529412,0.4444444444444444,0.8288770053475936,0.3900709219858156,0.5528768096514748,0.6386245283018868,0.5681694029850747,0.0759493670886076,0.15228426395939088,0.21231422505307856,0.17834394904458598,4.755113636363638,25.036363636363646,0.2169811320754717,22.0,5.0,3.0,2.0,11.0,14.0,0.6363636363636364,1.0,1.0,,1.0,,0.023809523809523808,0.16666666666666666,1.0,,0.1,2.0,3.0,1.0,0.010101010101010102,0.017543859649122806,0.0070921985815602835,,,True,,
1630267,1610612743,Facundo Campazzo,Facundo Campazzo,1630267,DEN,36398.0,607,78.0,1196,1187,231,289,136.0,2383,9.0,23.0,,,1.0,6.0,9.0,23.0,3.0,11.0,12.0,22.0,2.0,3.0,4.0,26.0,72.0,2.0,7.0,9.0,24.0,21.0,57.0,38.0,94.0,22.0,178.0,1275,1.0,3.0,3.0,9.0,14.0,3.0,13.0,12.0,28.0,9.0,51.0,10.0,32.0,90.0,24.0,,1.0,71.0,26.0,5.0,43.0,48.0,91.0,41.0,7.0,29.0,9.0,5.0,230.0,8.0,1.0,24.0,18.0,1.0,43.0,9.0,52.0,1.0,34.0,21.0,13.0,19.0,5.0,16.0,12.0,1.0,3.0,5.0,31.0,3.0,5.0,15.0,56.0,,1.0,49.0,3.0,,9.0,26.0,4.0,,8.0,5.0,3.0,2.0,,5.0,51.0,231,7.0,4.0,0.23809523809523808,0.23809523809523808,0.7894736842105263,0.40425531914893614,0.3333333333333333,0.42857142857142855,0.40860215053763443,0.3684210526315789,0.3333333333333333,0.23076923076923078,0.5165562913907285,0.4583333333333333,0.5121951219512195,0.5527950310559007,0.5384615384615384,0.5666666666666667,0.6225165562913907,0.08771929824561403,0.13043478260869565,0.043478260869565216,13.951789627465304,0.6129032258064516,0.02564102564102564,0.072,0.003424657534246575,0.08695652173913043,0.02702702702702703,0.07984790874524715,0.015306122448979591,,,0.013333333333333334,0.029045643153526972,0.01818181818181818,0.07692307692307693,0.058823529411764705,0.09433962264150944,0.07476635514018691,0.12903225806451613,0.012195121951219513,0.152317880794702,0.391304347826087,0.45,0.3333333333333333,0.152317880794702,0.391304347826087,0.4090909090909091,0.2222222222222222,0.0728476821192053,0.2727272727272727,0.3,,0.1456953642384106,0.5454545454545454,0.5454545454545454,1.0,0.4768211920529801,0.3611111111111111,0.3611111111111111,0.6923076923076923,,,,0.16666666666666666,0.5833333333333334,0.2857142857142857,1.0,0.14634146341463414,0.16666666666666666,0.0975609756097561,0.75,0.5853658536585366,0.375,0.7748344370860927,0.36619718309859156,0.5081162162162162,0.4460166666666667,0.4799102564102565,0.0641025641025641,0.13114754098360656,0.07865168539325842,0.28651685393258425,7.410526315789474,25.930851063829795,0.1931438127090301,3.0,1.0,2.0,1.0,1.0,3.0,0.6,1.0,,2.0,1.0,,,0.5,1.0,0.021052631578947368,0.09090909090909091,,,,,,,1.0,,True,,
203115,1610612743,Will Barton,Will Barton,203115,DEN,16368.0,273,11.0,538,543,118,149,63.0,1081,8.0,25.0,3.0,3.0,2.0,7.0,6.0,22.0,2.0,9.0,3.0,6.0,4.0,,2.0,18.0,44.0,2.0,3.0,2.0,9.0,16.0,56.0,21.0,50.0,20.0,115.0,596,5.0,6.0,4.0,7.0,25.0,5.0,18.0,2.0,11.0,5.0,21.0,10.0,22.0,45.0,18.0,4.0,1.0,43.0,18.0,11.0,20.0,12.0,32.0,9.0,3.0,12.0,5.0,3.0,76.0,2.0,4.0,19.0,13.0,,32.0,6.0,38.0,2.0,12.0,7.0,5.0,11.0,,7.0,2.0,,4.0,1.0,13.0,2.0,2.0,8.0,17.0,1.0,,24.0,,1.0,,24.0,3.0,2.0,11.0,1.0,5.0,2.0,,5.0,21.0,118,4.0,1.0,0.3125,0.35714285714285715,0.7142857142857143,0.42,0.5714285714285714,0.18181818181818182,0.42857142857142855,0.2857142857142857,0.8333333333333334,0.2777777777777778,0.4481132075471698,0.8461538461538461,0.27586206896551724,0.49130434782608695,0.8333333333333334,0.328125,0.4716981132075472,0.19642857142857142,0.2,0.22727272727272727,20.64516129032258,0.8461538461538461,,0.1,0.025,0.15702479338842976,0.01694915254237288,0.12749003984063745,0.02158273381294964,0.061224489795918366,0.013513513513513514,,0.021052631578947368,,0.10256410256410256,0.09230769230769231,0.11538461538461539,0.1935483870967742,0.03571428571428571,0.03636363636363636,0.2358490566037736,0.32,0.4,0.375,0.20754716981132076,0.2727272727272727,0.35294117647058826,,0.08490566037735849,0.2222222222222222,0.25,1.0,0.05660377358490566,0.5,0.5,0.6666666666666666,0.41509433962264153,0.4090909090909091,0.4090909090909091,0.7222222222222222,0.23076923076923078,1.0,0.3333333333333333,0.3076923076923077,0.23076923076923078,0.6666666666666666,1.0,0.2413793103448276,0.2857142857142857,0.06896551724137931,,0.3103448275862069,0.2222222222222222,0.7075471698113207,0.4186046511627907,0.5070642857142859,0.5753499999999999,0.4824344827586206,0.10526315789473684,0.171875,0.21739130434782608,0.1826086956521739,6.503571428571429,25.872000000000003,0.21933085501858737,3.0,1.0,,,3.0,2.0,0.4,2.0,,1.0,,,,0.5,1.0,0.02,0.1111111111111111,,,,,,,1.0,,True,,
1629008,1610612743,Michael Porter Jr.,Michael Porter Jr.,1629008,DEN,25613.0,427,79.0,858,849,163,186,101.0,1707,29.0,38.0,8.0,11.0,4.0,5.0,14.0,32.0,11.0,24.0,8.0,16.0,2.0,1.0,3.0,39.0,85.0,,6.0,3.0,9.0,54.0,94.0,47.0,101.0,41.0,290.0,965,11.0,15.0,,8.0,27.0,8.0,16.0,4.0,12.0,7.0,35.0,74.0,34.0,120.0,21.0,10.0,1.0,84.0,39.0,4.0,8.0,12.0,20.0,8.0,4.0,4.0,4.0,,52.0,12.0,8.0,47.0,35.0,5.0,87.0,20.0,107.0,,11.0,10.0,1.0,10.0,1.0,3.0,12.0,,7.0,5.0,22.0,4.0,2.0,18.0,35.0,3.0,3.0,28.0,,,,48.0,4.0,,22.0,2.0,10.0,8.0,1.0,10.0,35.0,163,2.0,1.0,0.6851851851851852,0.7551020408163265,0.851063829787234,0.46534653465346537,,0.3333333333333333,0.47,0.574468085106383,0.7333333333333333,0.5,0.6384615384615384,0.4782608695652174,0.5,0.6712962962962963,0.5192307692307693,0.546875,0.517948717948718,0.0425531914893617,0.07894736842105263,0.03125,24.407826982492274,0.45454545454545453,0.29411764705882354,0.18518518518518517,0.03827751196172249,0.23618090452261306,0.061224489795918366,0.211340206185567,0.04938271604938271,0.05,0.031578947368421054,0.037037037037037035,0.0641025641025641,0.05,0.1323529411764706,0.22988505747126436,0.17647058823529413,0.2653061224489796,0.15384615384615385,,0.19487179487179487,0.7631578947368421,0.8285714285714286,0.6206896551724138,0.1641025641025641,0.4375,0.45161290322580644,0.5714285714285714,0.12307692307692308,0.4583333333333333,0.4583333333333333,1.0,0.08205128205128205,0.5,0.5,0.875,0.4358974358974359,0.4588235294117647,0.4642857142857143,0.8461538461538461,0.4782608695652174,0.7272727272727273,0.125,0.08695652173913043,0.2608695652173913,,,0.17857142857142858,0.8,0.10714285714285714,0.3333333333333333,0.32142857142857145,0.3333333333333333,0.7128205128205128,0.4642857142857143,0.5110811855670103,0.4788633333333333,0.4896351851851852,0.11214953271028037,0.19642857142857142,0.09310344827586207,0.1206896551724138,8.546808510638298,26.1930693069307,0.18997668997668998,5.0,1.0,,,1.0,7.0,0.7,,,2.0,,2.0,,,,0.0196078431372549,,1.0,,,0.009900990099009901,,0.011764705882352941,1.0,,True,,
203914,1610612743,Gary Harris,Gary Harris,203914,DEN,6785.0,113,28.0,233,228,54,83,24.0,461,8.0,10.0,1.0,2.0,,1.0,1.0,3.0,,1.0,2.0,6.0,,2.0,3.0,1.0,8.0,,,1.0,1.0,9.0,14.0,3.0,14.0,3.0,30.0,253,2.0,4.0,,,4.0,1.0,2.0,3.0,4.0,2.0,13.0,10.0,8.0,9.0,,2.0,,8.0,1.0,1.0,,5.0,5.0,4.0,1.0,,,,15.0,1.0,2.0,1.0,4.0,,5.0,3.0,8.0,,3.0,1.0,2.0,1.0,1.0,,2.0,,1.0,1.0,3.0,1.0,,3.0,4.0,,,7.0,,,,3.0,1.0,,1.0,1.0,,,,,13.0,54,,1.0,0.5555555555555556,0.625,1.0,0.21428571428571427,,0.75,0.21428571428571427,0.6428571428571429,0.5,0.5,0.48214285714285715,0.5,0.9166666666666666,0.5172413793103449,0.5,0.9285714285714286,0.5,0.07142857142857142,,,12.307692307692307,0.3333333333333333,,0.07142857142857142,0.04,0.01818181818181818,0.0196078431372549,0.04504504504504504,0.0297029702970297,,0.058823529411764705,0.09090909090909091,0.025,,0.0625,0.034482758620689655,0.18181818181818182,0.025,,,0.35714285714285715,0.8,0.8,0.625,0.10714285714285714,0.3333333333333333,0.3333333333333333,,0.03571428571428571,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.125,0.125,1.0,0.5,0.5,,,,,,0.16666666666666666,,0.5,0.6666666666666666,0.16666666666666666,1.0,0.8571428571428571,0.125,0.5207946428571428,0.4193,0.5517916666666667,0.03571428571428571,0.07142857142857142,0.13333333333333333,0.43333333333333335,4.464285714285714,24.428571428571434,0.2317596566523605,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,
200794,1610612743,Paul Millsap,Paul Millsap,200794,DEN,15671.0,261,27.0,502,500,70,77,64.0,1002,18.0,33.0,,5.0,,1.0,21.0,47.0,2.0,8.0,1.0,6.0,2.0,,,10.0,37.0,,3.0,,3.0,41.0,88.0,11.0,43.0,20.0,135.0,527,3.0,10.0,,5.0,13.0,4.0,6.0,,3.0,4.0,12.0,44.0,38.0,33.0,,6.0,,37.0,10.0,12.0,12.0,17.0,29.0,14.0,3.0,10.0,2.0,,75.0,6.0,15.0,18.0,26.0,5.0,49.0,22.0,71.0,5.0,16.0,8.0,8.0,8.0,3.0,4.0,9.0,1.0,4.0,,17.0,2.0,,15.0,34.0,,4.0,25.0,2.0,2.0,1.0,27.0,4.0,,11.0,3.0,11.0,3.0,,11.0,12.0,70,,3.0,0.5365853658536586,0.5789473684210527,1.0,0.2558139534883721,,,0.2558139534883721,0.4659090909090909,0.3,0.6666666666666666,0.4389312977099237,0.2,0.4444444444444444,0.4753521126760563,0.34210526315789475,0.5,0.3282442748091603,0.13636363636363635,0.06060606060606061,0.19148936170212766,27.604166666666668,0.47058823529411764,0.5,0.2184873949579832,0.10869565217391304,0.15384615384615385,0.049586776859504134,0.1864406779661017,0.08108108108108109,0.15555555555555556,0.078125,0.10344827586206896,0.03260869565217391,0.10344827586206896,0.24242424242424243,0.21666666666666667,0.19230769230769232,0.15730337078651685,0.14285714285714285,0.07462686567164178,0.25190839694656486,0.5454545454545454,0.5806451612903226,0.6666666666666666,0.35877862595419846,0.44680851063829785,0.5526315789473685,0.47619047619047616,0.061068702290076333,0.25,0.2857142857142857,,0.04580152671755725,0.16666666666666666,0.16666666666666666,1.0,0.2824427480916031,0.2702702702702703,0.2702702702702703,1.0,0.3333333333333333,,,0.13333333333333333,0.2,,,0.1111111111111111,,,,0.3333333333333333,,0.5801526717557252,0.2702702702702703,0.4814446564885496,0.5333076923076924,0.43781666666666663,0.08633093525179857,0.11578947368421053,0.0962962962962963,0.08888888888888889,6.754545454545454,25.513953488372092,0.1394422310756972,7.0,1.0,,,8.0,8.0,0.7272727272727273,,1.0,1.0,,,0.1111111111111111,,,0.022727272727272728,0.125,,,,,,,,,True,,
