EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,Points,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,Corner3FGA,PenaltyArc3FGA,PenaltyFG3A,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls Drawn,PenaltyOffPossExcludingTakeFouls,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyPoints,LongMidRangeAssists,OffThreePtRebounds,OffRebounds,StepOutOfBoundsTurnovers,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,PenaltyCorner3Frequency,PenaltyArc3Accuracy,PenaltyPointsPct,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2A,SecondChanceFG2A,PenaltyFtPoints,OffTwoPtRebounds,SelfOReb,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,Avg2ptShotDistance,AtRimFGM,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,DefTwoPtRebounds,Steals,LostBallSteals,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,Fg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,ShortMidRangeFGM,PenaltyFG2M,FTDefRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,PenaltyFg2Pct,DefFTReboundPct,OffAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFGA,SecondChanceCorner3FGA,BadPassOutOfBoundsTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,RecoveredBlocks,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,DefLongMidRangeReboundPct,on,SecondChanceAtRimFGM,PenaltyAtRimFGM,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG2M,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,Fg2aBlocked,Fg3aBlocked,Corner3Assists,FTOffRebounds,BadPassSteals,Travels,Loose Ball Fouls,Offensive Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,Clear Path Fouls,Arc3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,3SecondViolations,OffensiveGoaltends
1628970,1610612766,Miles Bridges,Miles Bridges,1628970,CHA,146.0,2,-2,4,4,1.0,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628984,1610612766,Devonte' Graham,Devonte' Graham,1628984,CHA,256.0,4,1,7,7,1.0,14,8,1.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.75,0.6666666666666666,1.0,50.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5043,0.3333333333333333,1.0,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629667,1610612766,Jalen McDaniels,Jalen McDaniels,1629667,CHA,1115.0,19,-16,37,36,4.0,73,45,,2.0,,3.0,,,,2.0,,1.0,,2.0,2.0,,,,,,,,1.0,12.195121951219512,0.5,0.6666666666666666,,,,1.0,,0.5328,,,24.733333333333334,19.0,14.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,19.0,0.15384615384615385,0.11764705882352941,0.1111111111111111,0.25,0.3333333333333333,1.0,0.5055000000000001,0.5135135135135135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630268,1610612766,Nate Darling,Nate Darling,1630268,CHA,1567.0,26,-30,53,52,6.0,105,66,2.0,6.0,2.0,7.0,3.0,9.0,6.0,6.0,2.0,,,1.0,2.0,3.0,,1.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5625,1.0,15.0,,0.8571428571428571,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.522942857142857,,,25.914285714285715,30.0,25.0,1.0,4.0,5.0,1.0,,1.0,,,,2.0,,,1.0,1.0,,,,1.0,,30.0,,,,,0.14285714285714285,0.8,0.51963,0.5660377358490566,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.4,0.6,0.6,0.05555555555555555,0.034482758620689655,0.07142857142857142,0.2,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202687,1610612766,Bismack Biyombo,Bismack Biyombo,202687,CHA,283.0,5,1,8,8,1.0,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,3.0,1.0,1.0,2.0,,,,,,,,0.25,0.2,0.25,,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202954,1610612766,Brad Wanamaker,Brad Wanamaker,202954,CHA,414.0,7,-3,12,13,3.0,25,12,,1.0,,1.0,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,0.16666666666666666,0.2,41.17647058823529,1.0,0.2,,,,0.6,,0.46627,0.16666666666666666,0.2,25.7,8.0,2.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,8.0,,,,,,1.0,0.50025,0.6666666666666666,,,,2.0,,,1.0,,,,,,,2.0,,,0.5,,0.08333333333333333,,,,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,0.1111111111111111,0.25,0.2,0.4,0.2,0.2,1.0,0.5852,7.1499999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203469,1610612766,Cody Zeller,Cody Zeller,203469,CHA,89.0,1,1,2,2,1.0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628997,1610612766,Caleb Martin,Caleb Martin,1628997,CHA,1156.0,19,-16,40,39,4.0,79,42,1.0,5.0,1.0,5.0,3.0,10.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,3.0,,1.0,0.2,0.2,0.3181818181818182,0.4166666666666667,0.45454545454545453,31.818181818181817,1.0,0.45454545454545453,0.2,0.2,1.0,0.5454545454545454,0.2,0.45045,0.08333333333333333,,25.98,26.0,18.0,,2.0,2.0,,2.0,2.0,2.0,,,6.0,7.0,8.0,8.0,,1.0,1.0,1.0,3.0,,26.0,0.4666666666666667,0.38095238095238093,0.6,0.2,,0.5,0.43933750000000005,0.65,,,,3.0,,,,,,1.0,,,,3.0,,,0.3,,,,,,0.3,1.0,,3.0,2.0,6.0,1.0,3.0,,,,,,0.09090909090909091,0.2727272727272727,0.18181818181818182,,0.423,10.799999999999999,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.75,0.75,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.16666666666666666,0.3,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628998,1610612766,Cody Martin,Cody Martin,1628998,CHA,183.0,3,-8,8,6,,14,14,,,,,,,,,,1.0,,1.0,,,,,,,,,,12.5,1.0,,,,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630208,1610612766,Nick Richards,Nick Richards,1630208,CHA,1195.0,20,-32,43,42,4.0,85,56,,,,,,2.0,,,,1.0,,2.0,2.0,,,,,,0.5,0.5,,8.333333333333334,0.5,,,,,0.5,,0.6526000000000001,,,,30.0,25.0,,,,,,,,,,,,1.0,3.0,1.0,1.0,2.0,2.0,2.0,,30.0,,,,,,,0.4133,0.6976744186046512,,,,2.0,,,2.0,,,,,,,2.0,,1.0,1.0,,0.08333333333333333,,,,1.0,1.0,1.0,1.0,,2.0,1.0,,2.0,1.0,0.2222222222222222,,1.0,0.5,0.5,,1.0,0.8919,2.0,,,,,1.0,,,,1.0,2.0,,,,,1.0,1.0,,0.5,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
