EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,OffThreePtRebounds,OffRebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG3A,PtsAssisted2s,Corner3Assists,DefThreePtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,PenaltyTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,AtRimPctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,TwoPtAssists,AtRimAssists,DefAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGA,OffTwoPtRebounds,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,2pt And 1 Free Throw Trips,DefCorner3ReboundPct,Steals,LostBallSteals,OffLongMidRangeReboundPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,on,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFtPoints,PtsUnassisted3s,Fg2aBlocked,Fg3aBlocked,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,SelfOReb,BadPassSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,SecondChanceTurnovers,Loose Ball Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Clear Path Fouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3SecondViolations,LongMidRangePctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,HeaveMakes
1627747,1610612751,Caris LeVert,Caris LeVert,1627747,BKN,37.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627789,1610612751,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,1627789,BKN,768.0,13.0,-4.0,27.0,28.0,18.0,55.0,,,,,1.0,1.0,2.0,0.1666666666666666,0.1111111111111111,0.3333333333333333,18.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,12.0,32.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,4.0,6.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,7.0,18.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.625,1.0,0.625,0.6666666666666666,1.0,0.7,0.5,33.333333333333336,0.25,0.1,1.0,0.25,1.0,1.0,0.125,0.125,0.5,0.5,0.5,1.0,1.0,1.0,0.25,1.0,0.5,0.5,0.75,0.5,0.50801875,0.442075,0.1111111111111111,0.2,0.1666666666666666,0.5833333333333334,6.925,24.875,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628971,1610612751,Bruce Brown,Bruce Brown,1628971,BKN,861.0,14.0,-8.0,29.0,31.0,24.0,60.0,1.0,1.0,,3.0,1.0,3.0,4.0,0.1666666666666666,0.2,0.3333333333333333,20.0,3.0,2.0,3.0,,,1.0,1.0,,,,,,,2.0,3.0,,1.0,,4.0,36.0,,,,1.0,1.0,,,,2.0,,,,,,1.0,1.0,2.0,3.0,1.0,2.0,,,,,2.0,20.0,,,,,0.6666666666666666,,1.0,0.5,,1.0,0.5,,1.0,0.25,21.21212121212121,0.1428571428571428,0.0714285714285714,,0.75,0.6666666666666666,0.6666666666666666,,,,,,,,,1.0,1.0,,,1.0,,0.5858875,0.4608,,,,0.5,2.266666666666667,23.2,0.6896551724137931,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3333333333333333,1.0,0.25,0.1666666666666666,0.25,1.0,0.25,1.0,0.57795,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629066,1610612751,Rodions Kurucs,Rodions Kurucs,1629066,BKN,948.0,16.0,-8.0,32.0,34.0,24.0,66.0,1.0,2.0,1.0,5.0,1.0,3.0,3.0,0.1666666666666666,0.2727272727272727,,23.0,3.0,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,2.0,,3.0,39.0,,,,,1.0,1.0,2.0,,3.0,,3.0,,1.0,,,,,,,1.0,,,,,3.0,23.0,1.0,0.5,0.5,0.5,,,,0.5,,0.5,0.5,,0.5,0.6666666666666666,8.333333333333334,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,0.3333333333333333,,0.6666666666666666,,0.49145,0.49145,,,,1.0,22.4,24.2,0.71875,1.0,,,,,2.0,,,,,,,,,,0.4,,0.5,,0.3333333333333333,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629617,1610612751,Reggie Perry,Reggie Perry,1629617,BKN,726.0,12.0,-9.0,25.0,27.0,24.0,52.0,1.0,3.0,1.0,7.0,,1.0,2.0,,0.1111111111111111,,16.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,2.0,,1.0,1.0,3.0,,2.0,,2.0,31.0,1.0,1.0,2.0,1.0,3.0,,1.0,,2.0,2.0,,2.0,2.0,,,1.0,,,,,,,,,2.0,16.0,,,,,0.3333333333333333,1.0,0.3333333333333333,0.2,0.5,0.25,0.2,0.5,0.25,0.4,17.24137931034483,,0.0714285714285714,,0.4,0.5,0.5,0.2,,0.4,,,,0.5,1.0,0.5,0.5,0.25,,0.8,,0.50785,0.5132,,,1.0,1.0,2.766666666666667,24.700000000000003,0.64,,,1.0,,,1.0,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,0.8351,,,,2.0,2.0,,,,,,,1.0,1.0,0.1428571428571428,0.3333333333333333,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627752,1610612751,Taurean Prince,Taurean Prince,1627752,BKN,135.0,2.0,1.0,4.0,4.0,,8.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629013,1610612751,Landry Shamet,Landry Shamet,1629013,BKN,222.0,4.0,1.0,7.0,7.0,,14.0,,,,,,1.0,1.0,,0.5,,7.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,8.0,,,,1.0,1.0,1.0,1.0,1.0,6.0,,3.0,,1.0,1.0,,,,,,,,1.0,1.0,1.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.25,,1.25,1.5,,1.5,0.5,28.57142857142857,,,,0.5,1.0,1.0,,,0.5,1.0,1.0,1.0,,,0.5,1.0,0.5,1.0,1.0,1.0,0.6375500000000001,0.6375500000000001,0.5,1.0,,1.0,1.7,25.7,1.0,,,,2.0,,1.0,,,,,,1.0,1.0,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204020,1610612751,Tyler Johnson,Tyler Johnson,204020,BKN,686.0,11.0,-10.0,24.0,24.0,21.0,48.0,,,,,,,1.0,,,,16.0,3.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,3.0,29.0,,,,,,1.0,1.0,,3.0,,3.0,,1.0,1.0,,1.0,,,,,,1.0,,,3.0,16.0,1.0,1.0,1.0,1.0,,,,0.75,,1.5,0.75,,1.5,0.5,7.142857142857142,,0.0714285714285714,,,,,0.5,,0.5,1.0,1.0,1.0,,,,,1.0,1.0,0.5,1.0,0.41865,0.447,,,,1.0,13.2,28.8,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1428571428571428,,,,,1.0,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629185,1610612751,Chris Chiozza,Chris Chiozza,1629185,BKN,267.0,4.0,-4.0,8.0,9.0,6.0,17.0,1.0,1.0,1.0,3.0,,,,,,,8.0,1.0,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,10.0,,,,,,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,,1.0,2.0,,1.0,8.0,,,,,,,,,,,0.25,,0.25,1.0,33.333333333333336,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,0.4617,0.4617,,,,1.0,,27.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201145,1610612751,Jeff Green,Jeff Green,201145,BKN,87.0,1.0,,3.0,3.0,,6.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
