EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Corner3Assists,AtRimAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,Travels,BlockedShortMidRange,SecondChanceAtRimFGM,SecondChanceCorner3FGA,Arc3Assists,OffThreePtRebounds,SelfOReb,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceTurnovers,OffensiveGoaltends,SecondChanceFg3Pct,ShortMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Charge Fouls,on,Loose Ball Fouls,Loose Ball Fouls Drawn,SecondChanceCorner3FGM,HeaveAttempts,Fg3aBlocked,LongMidRangeAssists,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,3SecondViolations,Clear Path Fouls
1626178,1610612757,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,1626178,POR,434.0,7.0,6.0,19.0,19.0,7.0,9.0,4.0,38.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,16.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,7.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,12.5,0.25,0.4,0.3333333333333333,1.0,0.25,1.0,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5813666666666667,0.353,0.5,2.6999999999999997,0.3684210526315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628385,1610612757,Harry Giles III,Harry Giles III,1628385,POR,3904.0,65.0,-33.0,151.0,152.0,66.0,73.0,18.0,303.0,5.0,9.0,2.0,7.0,10.0,20.0,29.0,160.0,1.0,4.0,2.0,14.0,2.0,3.0,1.0,7.0,9.0,9.0,22.0,25.0,5.0,9.0,66.0,0.5,0.25,0.41935483870967744,0.2,0.4264705882352941,0.2,22.35294117647059,0.25,0.20930232558139536,0.22784810126582278,0.3,0.24242424242424243,0.1,0.2903225806451613,0.5555555555555556,0.625,0.22580645161290322,0.2857142857142857,0.2857142857142857,0.6451612903225806,0.4871145161290323,0.511675,0.06896551724137931,7.894999999999999,0.4370860927152318,2.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,8.0,1.0,1.0,5.0,2.0,11.0,3.0,1.0,1.0,4.0,2.0,8.0,1.0,9.0,6.0,6.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,4.0,7.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,9.0,1.0,2.0,0.3,0.3333333333333333,1.0,0.18181818181818182,0.25,0.18181818181818182,0.25,0.3333333333333333,0.32142857142857145,0.3548387096774194,0.05,0.1111111111111111,0.5,0.5,0.06818181818181818,0.0375,0.047619047619047616,0.11764705882352941,0.16666666666666666,0.2857142857142857,0.5,0.4,0.5,0.12903225806451613,0.75,0.75,0.0967741935483871,0.3333333333333333,0.3333333333333333,1.0,0.25806451612903225,0.125,0.125,1.0,0.4,0.2,0.25,0.3333333333333333,0.25,0.3333333333333333,0.4166666666666667,0.2,0.125,0.5123583333333334,0.0625,0.09523809523809523,0.3103448275862069,25.44545454545455,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628388,1610612757,T.J. Leaf,T.J. Leaf,1628388,POR,1266.0,21.0,-22.0,52.0,52.0,21.0,36.0,6.0,104.0,3.0,6.0,,1.0,3.0,7.0,6.0,61.0,,,,2.0,,,,,2.0,,3.0,3.0,1.0,1.0,21.0,0.42857142857142855,,0.42857142857142855,,0.42857142857142855,,15.517241379310345,,0.15384615384615385,0.07692307692307693,,0.18181818181818182,,0.8571428571428571,0.5,0.75,0.14285714285714285,,,0.8571428571428571,0.5881428571428572,,,2.9857142857142853,0.40384615384615385,,2.0,4.0,,,,,,,,,,,,,,,,2.0,4.0,,,,4.0,4.0,,,,,2.0,,,,,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,,2.0,1.0,,,,,,,1.0,,,1.0,,4.0,,,0.6666666666666666,0.6666666666666666,,,,,0.5,0.5,0.5,,0.2857142857142857,0.3333333333333333,0.5,0.25,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,1.0,0.5,,,,,,0.518175,,,0.6666666666666666,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629604,1610612757,CJ Elleby,CJ Elleby,1629604,POR,4212.0,70.0,-30.0,164.0,165.0,69.0,74.0,20.0,329.0,5.0,8.0,1.0,4.0,8.0,16.0,26.0,177.0,3.0,4.0,6.0,12.0,1.0,4.0,,11.0,8.0,3.0,11.0,17.0,7.0,10.0,69.0,0.5,0.75,0.36666666666666664,0.6,0.40625,0.6,17.83783783783784,0.07894736842105263,0.17777777777777778,0.13253012048192772,0.1111111111111111,0.17142857142857143,0.2,0.26666666666666666,0.625,0.7142857142857143,0.13333333333333333,0.25,0.25,0.7333333333333333,0.5159883333333333,0.5546166666666666,0.23076923076923078,7.38125,0.42073170731707316,2.0,4.0,6.0,2.0,4.0,1.0,2.0,,,1.0,12.0,,,4.0,2.0,14.0,4.0,1.0,5.0,8.0,,4.0,,10.0,4.0,6.0,6.0,12.0,1.0,1.0,3.0,,1.0,3.0,,6.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,4.0,5.0,1.0,3.0,,,,,,,10.0,,,0.25,0.4,1.0,0.14285714285714285,,0.14285714285714285,0.625,0.4166666666666667,0.4166666666666667,0.4666666666666667,0.0625,0.125,1.0,,0.06818181818181818,0.06976744186046512,0.05263157894736842,0.05555555555555555,0.14285714285714285,,,0.4,,0.13333333333333333,0.5,0.5,0.06666666666666667,0.5,0.5,1.0,0.4,0.08333333333333333,0.08333333333333333,1.0,0.4,,0.5,0.6666666666666666,,,0.3333333333333333,,0.08333333333333333,0.521525,0.09375,0.16666666666666666,0.38461538461538464,25.478571428571424,,,2.0,1.0,3.0,3.0,1.0,0.07142857142857142,0.14285714285714285,0.05405405405405406,0.2,0.05263157894736842,1.0,0.2,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629833,1610612757,Keljin Blevins,Keljin Blevins,1629833,POR,4494.0,75.0,-37.0,173.0,174.0,73.0,76.0,20.0,347.0,2.0,6.0,1.0,6.0,3.0,12.0,12.0,187.0,1.0,2.0,5.0,6.0,2.0,4.0,,10.0,4.0,2.0,7.0,10.0,6.0,8.0,73.0,0.25,0.5,0.3,0.8333333333333334,0.3,0.8333333333333334,12.88659793814433,0.05128205128205128,0.08333333333333333,0.06896551724137931,0.1,0.08108108108108109,0.09090909090909091,0.3,0.3333333333333333,0.4,0.3,0.16666666666666666,0.3333333333333333,0.7,0.5038375,0.8293,0.4166666666666667,4.341666666666666,0.42196531791907516,2.0,2.0,4.0,,,1.0,3.0,,2.0,1.0,5.0,1.0,1.0,5.0,2.0,8.0,,1.0,2.0,5.0,1.0,7.0,,7.0,,6.0,2.0,5.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,,2.0,3.0,,3.0,2.0,,5.0,4.0,,,,,,,,,,,,7.0,1.0,,,,1.0,0.25,0.14285714285714285,0.25,0.4,0.2916666666666667,0.2916666666666667,0.4,0.3333333333333333,0.16666666666666666,0.6,0.1111111111111111,0.021739130434782608,0.03296703296703297,0.047619047619047616,,0.07142857142857142,,,,,,,,0.15,0.3333333333333333,0.3333333333333333,1.0,0.25,0.2,0.2,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,,0.4166666666666667,0.2,0.2,0.5406291666666666,,,0.5833333333333334,24.8375,1.0,,1.0,,1.0,2.0,,0.044444444444444446,,0.05128205128205128,,,0.5,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629642,1610612757,Nassir Little,Nassir Little,1629642,POR,2507.0,42.0,-20.0,92.0,94.0,25.0,44.0,11.0,186.0,3.0,4.0,4.0,4.0,7.0,12.0,38.0,107.0,,,3.0,8.0,1.0,2.0,,5.0,,3.0,3.0,5.0,3.0,4.0,25.0,0.5833333333333334,,0.5652173913043478,,0.6129032258064516,0.75,35.57692307692307,0.15,,0.0625,0.2,,,0.17391304347826086,0.75,0.75,0.17391304347826086,1.0,1.0,0.6521739130434783,0.47725217391304353,,0.07894736842105263,9.791666666666666,0.2717391304347826,,1.0,1.0,,4.0,,,,,4.0,11.0,,1.0,4.0,4.0,11.0,12.0,,4.0,4.0,1.0,4.0,,11.0,6.0,6.0,,11.0,4.0,,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,,,5.0,1.0,6.0,3.0,,9.0,16.0,,8.0,,2.0,1.0,,2.0,1.0,11.0,,,0.42857142857142855,0.42857142857142855,0.5,0.36363636363636365,0.25,0.36363636363636365,1.0,0.6875,0.6875,0.4782608695652174,,,0.16666666666666666,,0.038461538461538464,0.04081632653061224,,0.1,0.16666666666666666,0.1111111111111111,0.5,0.3333333333333333,0.5,0.17391304347826086,,,,,,,0.4782608695652174,0.36363636363636365,0.36363636363636365,0.5,,,0.125,1.0,,,0.5,0.25,0.36363636363636365,0.49128125,0.25806451612903225,0.4,0.2894736842105263,27.018181818181816,3.0,1.0,,,,1.0,,0.043478260869565216,,0.05,,,,,,,1.0,,,,,,3.0,6.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626181,1610612757,Norman Powell,Norman Powell,1626181,POR,55.0,1.0,-5.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,,5.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629014,1610612757,Anfernee Simons,Anfernee Simons,1629014,POR,2241.0,37.0,-14.0,84.0,84.0,36.0,27.0,10.0,168.0,,3.0,,3.0,1.0,7.0,20.0,91.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,13.0,7.0,4.0,11.0,11.0,3.0,4.0,36.0,0.14285714285714285,1.0,0.5,1.0,0.5882352941176471,1.0,21.27659574468085,0.21052631578947367,0.28,0.25,,0.3684210526315789,,0.21428571428571427,,,0.21428571428571427,,,0.7142857142857143,0.47852142857142865,0.3881,0.1,7.114285714285714,0.42857142857142855,,,1.0,1.0,1.0,,1.0,,,4.0,6.0,,3.0,4.0,4.0,7.0,6.0,,,2.0,3.0,4.0,4.0,13.0,,3.0,,6.0,4.0,3.0,3.0,,1.0,,,,,,,1.0,2.0,,2.0,1.0,3.0,1.0,,3.0,6.0,,2.0,1.0,,,,,,13.0,1.0,,,,0.25,0.5714285714285714,0.75,0.5714285714285714,,0.75,0.8125,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,,0.2,0.375,,,,0.07142857142857142,1.0,1.0,0.07142857142857142,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.25,,,0.16666666666666666,,,,0.6666666666666666,0.75,0.6666666666666666,0.46119166666666667,0.125,0.2222222222222222,0.65,26.942857142857143,,,,,3.0,,,,,,,,,,,,,,,0.6666666666666666,,,,9.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202683,1610612757,Enes Kanter,Enes Kanter,202683,POR,1031.0,17.0,,39.0,39.0,26.0,13.0,5.0,78.0,2.0,3.0,,,2.0,3.0,6.0,35.0,1.0,1.0,4.0,2.0,,,,,2.0,3.0,6.0,7.0,,,26.0,0.6666666666666666,1.0,0.5,1.0,0.6,1.0,13.636363636363637,0.2727272727272727,0.18181818181818182,0.22727272727272727,,0.3333333333333333,,0.75,0.6666666666666666,1.0,,,,1.0,0.549925,0.4661,0.6666666666666666,1.9666666666666666,0.6666666666666666,1.0,2.0,3.0,,,,,,,,1.0,,,1.0,,1.0,2.0,,2.0,3.0,,1.0,2.0,6.0,2.0,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,,1.0,2.0,,1.0,,,,,,,6.0,,,0.5,0.5,,,,,0.6666666666666666,0.5,0.6,0.25,0.3333333333333333,0.3333333333333333,1.0,0.5,0.125,0.047619047619047616,0.2,,0.3333333333333333,0.5,,0.5,,,,,,,,,0.25,,,,1.0,,0.75,0.6666666666666666,,,0.25,,,0.549925,0.2,0.25,1.0,26.1,,,1.0,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627884,1610612757,Derrick Jones Jr.,Derrick Jones Jr.,1627884,POR,485.0,8.0,6.0,19.0,19.0,10.0,,1.0,38.0,1.0,2.0,,,1.0,2.0,3.0,10.0,,,,2.0,,,,,,1.0,1.0,1.0,,,10.0,0.5,,0.3333333333333333,,0.375,,20.0,0.2,,0.08333333333333333,1.0,,,0.6666666666666666,0.5,0.5,,,,1.0,0.6209166666666667,,,2.05,0.5263157894736842,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,1.0,,,,,,,0.5425,0.25,0.3333333333333333,,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
