EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,Steals,BadPassSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,ThreePtAssists,Arc3Assists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,Fg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,SecondChanceFG2A,PenaltyFG2A,DeadBallTurnovers,Charge Fouls,AtRimFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFGM,PenaltyAtRimFGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyFtPoints,OffThreePtRebounds,FTDefRebounds,OffRebounds,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,Corner3FGM,PenaltyCorner3FGM,AtRimAssists,LostBallSteals,Offensive Fouls Drawn,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Corner3Assists,Loose Ball Fouls,OffTwoPtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,OffTwoPtReboundPct,OffAtRimReboundPct,SelfORebPct,Charge Fouls Drawn,on,SecondChanceAtRimFGM,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,Fg2aBlocked,Fg3aBlocked,LongMidRangeAssists,FTOffRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,StepOutOfBoundsTurnovers,Travels,Offensive Fouls,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Clear Path Fouls,Arc3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,3SecondViolations,OffensiveGoaltends
1628370,1610612766,Malik Monk,Malik Monk,1628370,CHA,233.0,4,-1,8,7,3,7,15,1.0,2.0,1.0,2.0,2.0,5,9,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3,1.0,0.5,0.5,0.75,0.8333333333333334,1.0,37.5,1.0,0.5,0.5,1.0,1.0,0.5,0.4398,0.3333333333333333,1.0,30.7,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628997,1610612766,Caleb Martin,Caleb Martin,1628997,CHA,1369.0,23,8,46,45,34,25,91,1.0,8.0,1.0,8.0,1.0,8,38,3.0,8.0,1.0,,1.0,,3.0,,,1.0,2.0,1.0,34,1.0,0.125,0.125,0.35,0.36363636363636365,0.8,25.0,0.8,0.125,0.125,1.0,0.8,0.125,0.46423000000000003,0.09090909090909091,0.3333333333333333,25.5875,0.7391304347826086,3.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,6.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.5,0.5,0.16666666666666666,1.0,0.25,0.25,1.0,0.25,0.2,0.21739130434782608,0.25,0.3333333333333333,0.2857142857142857,0.125,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.16666666666666666,0.487625,0.375,15.299999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629667,1610612766,Jalen McDaniels,Jalen McDaniels,1629667,CHA,1042.0,17,8,35,33,23,21,68,1.0,1.0,1.0,1.0,,3,30,3.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,1.0,,,23,1.0,1.0,1.0,0.375,0.375,0.25,13.88888888888889,0.25,1.0,1.0,1.0,1.0,1.0,0.5536125000000001,,,24.2,0.6571428571428571,2.0,,,,,1.0,1.0,,3.0,1.0,1.0,3.0,,,2.0,2.0,1.0,1.0,2.0,2.0,,,1.0,,1.0,3.0,3.0,,,1.0,,0.5,0.5,,0.2,0.1111111111111111,0.14285714285714285,0.25,,0.3333333333333333,,,,,,,,,0.3333333333333333,1.0,0.57725,1.0,2.566666666666667,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0.75,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630176,1610612766,Vernon Carey Jr.,Vernon Carey Jr.,1630176,CHA,1499.0,25,-4,51,50,34,32,101,,1.0,,3.0,6.0,10,52,,1.0,,,,,,,,4.0,7.0,2.0,34,,,,0.2857142857142857,0.5,0.42857142857142855,21.818181818181817,0.14285714285714285,,,,0.8571428571428571,,0.4728642857142857,0.25,0.4,24.26666666666667,0.6666666666666666,3.0,,1.0,,,,,2.0,4.0,,2.0,5.0,4.0,,,,2.0,,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,,0.5,0.25,0.4166666666666667,0.5,,0.14285714285714285,0.08695652173913043,,,,0.2857142857142857,0.14285714285714285,,,,,,,,,0.510975,0.5,4.625,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0.42857142857142855,0.5,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,0.5,1.0,0.06666666666666667,0.041666666666666664,0.07692307692307693,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,0.5,0.5,0.5,0.31,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630203,1610612766,Grant Riller,Grant Riller,1630203,CHA,1634.0,27,-4,55,54,38,32,109,1.0,3.0,2.0,4.0,,18,57,6.0,3.0,1.0,2.0,3.0,,7.0,1.0,,1.0,,,38,1.0,0.5,0.5,0.75,0.75,0.3333333333333333,22.033898305084747,0.25,0.3333333333333333,0.3333333333333333,1.0,0.5833333333333334,0.3333333333333333,0.497775,,,26.224999999999998,0.6909090909090909,4.0,,,3.0,5.0,1.0,3.0,6.0,8.0,2.0,4.0,18.0,2.0,10.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,18.0,0.16666666666666666,0.16666666666666666,0.5,0.75,0.75,0.75,1.0,0.1111111111111111,,0.041666666666666664,,,,,,,,,0.4166666666666667,0.6,0.6,0.25,0.3333333333333333,0.497775,1.0,12.049999999999999,3.0,,3.0,,8.0,,,0.25,,0.25,3.0,3.0,1.0,,1.0,,6.0,,,,,,,,,,,,,0.75,,,,,,1.0,1.0,0.3333333333333333,0.08333333333333333,,1.0,0.08333333333333333,,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628998,1610612766,Cody Martin,Cody Martin,1628998,CHA,562.0,9,-2,18,18,9,8,36,,,,,2.0,2,23,,,,,2.0,,6.0,,,1.0,2.0,1.0,9,,,,,1.0,,11.11111111111111,,,,,,,,1.0,1.0,,0.5,,,,,,,,,,,,2.0,,,2.0,1.0,2.0,,2.0,2.0,1.0,1.0,1.0,,,1.0,2.0,,,,,,1.0,1.0,,0.3333333333333333,0.25,,,0.25,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630208,1610612766,Nick Richards,Nick Richards,1630208,CHA,1039.0,17,-7,36,36,31,22,72,,1.0,,1.0,,2,40,,1.0,,1.0,1.0,,2.0,,,2.0,,,31,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,12.82051282051282,0.3333333333333333,,,,0.6666666666666666,,0.5579166666666667,,,25.5,0.8611111111111112,3.0,1.0,1.0,,,,1.0,1.0,2.0,,1.0,2.0,2.0,,,,,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,0.5,0.5,0.5,0.5,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,0.5,,0.39092499999999997,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,0.3333333333333333,1.0,,,,,,,,1.0,,,,2.0,,,,,,,,,1.0,,,0.125,,,,,,,,,,0.8919,,,1.0,,1.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,0.4,0.5,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202954,1610612766,Brad Wanamaker,Brad Wanamaker,202954,CHA,205.0,3,-4,6,7,3,2,13,,,,,,2,10,,,,,,,,,,,,,3,,,,0.5,0.5,,22.22222222222222,,,,,1.0,,0.47345000000000004,,,,0.5,2.0,,,,,,,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,2.85,2.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630268,1610612766,Nate Darling,Nate Darling,1630268,CHA,587.0,10,-14,20,20,15,11,40,1.0,3.0,1.0,3.0,,3,26,3.0,3.0,1.0,,,,,,,1.0,,,15,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,13.043478260869565,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.52645,,,26.399999999999995,0.75,3.0,,,,,1.0,2.0,,,1.0,2.0,3.0,,,,,,,,1.0,,,,,,,3.0,,,0.5,,0.75,0.75,,,,,,,,,,,,,,,,1.0,0.5,0.533175,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,0.14285714285714285,0.09090909090909091,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626179,1610612766,Terry Rozier,Terry Rozier,1626179,CHA,142998.0,2383,-89,4874,4855,891,865,9729,156.0,425.0,222.0,571.0,165.0,1407,5581,552.0,421.0,155.0,159.0,293.0,38.0,720.0,87.0,52.0,171.0,202.0,61.0,867,0.8288288288288288,0.38879159369527144,0.3890845070422535,0.5476190476190477,0.574318744838976,0.5035273368606702,24.295326422985998,0.3747795414462081,0.36705882352941177,0.36705882352941177,0.782051282051282,0.7231040564373897,0.3681710213776722,0.5203732063773253,0.06244725738396625,0.10099337748344371,25.505429071803853,0.18280672958555602,544.0,98.0,207.0,44.0,107.0,35.0,93.0,288.0,563.0,46.0,114.0,303.0,232.0,344.0,134.0,89.0,168.0,86.0,255.0,302.0,79.0,25.0,128.0,19.0,52.0,119.0,287.0,0.4027777777777778,0.4128113879003559,0.40350877192982454,0.5115452930728241,0.5769230769230769,0.6255230125523012,0.6171875,0.07985143918291551,0.14023372287145242,0.11164835164835164,0.05697445972495088,0.08136482939632546,0.15632183908045977,0.0975609756097561,0.18253968253968253,0.47342995169082125,0.5104166666666666,0.32653061224489793,0.09435626102292768,0.411214953271028,0.41904761904761906,0.44711538461538464,0.3763440860215054,0.4974843902439024,0.21535181236673773,7.469982238010658,249.0,31.0,44.0,56.0,94.0,49.0,2.0,0.21957671957671956,0.25,0.21153846153846154,146.0,28.0,146.0,25.0,21.0,68.0,51.0,63.0,19.0,1.0,47.0,20.0,26.0,26.0,18.0,7.0,26.0,15.0,10.0,0.5425531914893617,0.007692307692307693,0.017025089605734768,0.019810508182601206,0.014959723820483314,0.5769230769230769,0.5863453815261044,0.6293103448275862,0.410958904109589,0.12874779541446207,0.20161290322580644,0.6363636363636364,0.10096153846153846,0.5334604651162791,66.0,11.0,110.0,35.0,13.0,0.13903743315508021,0.4520547945205479,0.46153846153846156,0.9393939393939394,0.5238095238095238,45.0,1.0,27.0,19.0,7.0,9.0,10.0,0.022388059701492536,0.016574585635359115,0.033216783216783216,12.0,False,11.0,11.0,11.0,43.0,23.0,22.0,10.0,122.0,114.0,14.0,1.0,3.0,34.0,3.0,11.0,1.0,13.0,54.0,3.0,6.0,15.0,7.0,3.0,17.0,13.0,1.0,2.0,0.3235294117647059,0.4107142857142857,0.45161290322580644,0.46511627906976744,0.005253940455341506,0.06039076376554174,0.06827309236947791,0.07246376811594203,0.018691588785046728,0.02054794520547945,0.008,0.03303964757709251,0.014354066985645933,0.024291497975708502,0.5454545454545454,0.3548387096774194,0.36363636363636365,0.44,1.0,0.3467741935483871,0.2558139534883721,0.9090909090909091,0.022375215146299483,0.0867093105899076,,,,,,,,
