EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,Arc3Assists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceTsPct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,PenaltyFG3M,PtsAssisted2s,PtsPutbacks,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,BadPassOutOfBoundsTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LostBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,on,Clear Path Fouls
1628372,1610612752,Dennis Smith Jr.,Dennis Smith Jr.,1628372,NYK,1031.0,17,-9,34,33,24.0,15,4.0,67,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,5.0,7.0,37,1.0,3.0,2.0,5.0,7.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,2.0,1.0,7.0,24.0,1.0,0.25,0.3333333333333333,0.16666666666666666,0.2,0.3888888888888889,0.4375,0.3333333333333333,0.25,1.0,26.31578947368421,0.1111111111111111,0.058823529411764705,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.4,0.5,0.43946666666666667,0.43948,0.25,0.3333333333333333,1.0,13.475,26.55,0.7058823529411765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628373,1610612752,Frank Ntilikina,Frank Ntilikina,1628373,NYK,7835.0,131,-32,250,258,43.0,50,24.0,508,,,2.0,7.0,8.0,12.0,2.0,4.0,15.0,22.0,4.0,51.0,280,2.0,2.0,2.0,3.0,7.0,8.0,11.0,1.0,3.0,4.0,7.0,,1.0,18.0,5.0,8.0,9.0,7.0,2.0,,,2.0,10.0,22.0,7.0,7.0,1.0,2.0,5.0,41.0,1.0,0.26666666666666666,1.0,0.6351351351351351,0.5,0.6375,0.5833333333333334,0.5945945945945946,0.06666666666666667,,15.16245487364621,0.07462686567164178,0.056,0.15789473684210525,,0.1891891891891892,0.2857142857142857,0.3333333333333333,0.21621621621621623,0.32432432432432434,,0.5,0.5945945945945946,0.4961430555555555,0.4503875,0.02631578947368421,0.0625,0.13725490196078433,14.26666666666667,25.75,0.172,2.0,9.0,10.0,4.0,1.0,13.0,1.0,1.0,1.0,1.0,39.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5909090909090909,0.6190476190476191,0.16666666666666666,0.14285714285714285,1.0,0.2,0.013333333333333334,0.034482758620689655,0.008333333333333333,0.03571428571428571,0.03225806451612903,0.058823529411764705,0.05263157894736842,0.05555555555555555,1.0,0.25,0.25,0.2702702702702703,0.9,0.9,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.36363636363636365,0.4931,0.0196078431372549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628995,1610612752,Kevin Knox II,Kevin Knox II,1628995,NYK,13641.0,227,-21,447,447,107.0,106,53.0,894,14.0,4.0,,3.0,8.0,19.0,2.0,10.0,25.0,39.0,7.0,72.0,466,2.0,5.0,9.0,,22.0,2.0,19.0,1.0,8.0,3.0,11.0,1.0,5.0,25.0,13.0,25.0,28.0,6.0,2.0,4.0,2.0,5.0,9.0,15.0,9.0,9.0,6.0,,22.0,107.0,,0.4,0.4,0.5078125,0.7857142857142857,0.5373134328358209,0.7857142857142857,0.609375,0.04,0.07142857142857142,14.201183431952662,0.10317460317460317,0.09411764705882353,0.13333333333333333,0.21875,0.046875,,,0.125,0.296875,0.2857142857142857,0.14285714285714285,0.828125,0.54091796875,0.5756642857142857,0.08955223880597014,0.21428571428571427,0.3055555555555556,8.18,24.45897435897436,0.23937360178970918,2.0,9.0,20.0,6.0,1.0,15.0,3.0,1.0,1.0,5.0,45.0,,6.0,2.0,1.0,1.0,11.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,,,1.0,2.0,,3.0,2.0,3.0,2.0,,1.0,0.38461538461538464,0.38461538461538464,0.625,,0.2,0.1,0.007352941176470588,0.08527131782945736,0.008438818565400843,,0.0821917808219178,0.13157894736842105,0.06666666666666667,0.05263157894736842,0.6666666666666666,0.25,0.25,0.3125,0.45,0.45,1.0,0.3157894736842105,0.3157894736842105,1.0,0.25,0.3157894736842105,0.469025,0.06944444444444445,8.0,1.0,1.0,2.0,6.0,7.0,2.0,6.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,1.0,0.6666666666666666,0.6666666666666666,0.5,0.1,0.009900990099009901,0.016666666666666666,0.01282051282051282,0.16666666666666666,0.5714285714285714,0.6153846153846154,0.875,1.0,0.25,1.0,0.5,0.5,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1629033,1610612752,Theo Pinson,Theo Pinson,1629033,NYK,751.0,13,-12,28,30,25.0,25,2.0,58,,,,,,3.0,3.0,,,3.0,,,35,,,3.0,,,,3.0,,,,,,,,,1.0,1.0,,,,,1.0,,2.0,,,,,,25.0,,,,,,,,1.0,,,13.333333333333334,,0.06666666666666667,,,,,,,1.0,,1.0,1.0,0.47764999999999996,0.47764999999999996,,,,,25.96666666666667,0.8928571428571429,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,2.0,,,,,,1.0,,,0.08333333333333333,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
203457,1610612752,Nerlens Noel,Nerlens Noel,203457,NYK,92803.0,1547,-2,3043,3044,524.0,666,303.0,6087,160.0,23.0,20.0,49.0,11.0,2.0,1.0,137.0,220.0,3.0,50.0,324.0,3394,16.0,29.0,2.0,22.0,54.0,72.0,2.0,12.0,32.0,14.0,46.0,3.0,18.0,106.0,116.0,265.0,407.0,70.0,35.0,28.0,2.0,65.0,84.0,176.0,91.0,70.0,30.0,8.0,54.0,520.0,7.0,0.6227272727272727,0.5517241379310345,0.6143497757847534,0.5161290322580645,0.6328125,0.6136363636363636,0.013452914798206279,0.05454545454545454,0.06875,9.450679267572356,0.14463840399002495,0.16489361702127658,0.1484375,0.7174887892376681,0.21973094170403587,0.40816326530612246,0.4166666666666667,0.04932735426008968,0.008968609865470852,0.7419354838709677,0.03225806451612903,0.7309417040358744,0.5969291479820628,0.6270677419354839,0.12096774193548387,0.12244897959183673,0.16666666666666666,3.435454545454545,24.599999999999998,0.17219848833388104,4.0,,1.0,,,,58.0,,20.0,94.0,,,,11.0,10.0,95.0,132.0,17.0,142.0,7.0,35.0,37.0,19.0,11.0,22.0,4.0,14.0,8.0,,139.0,105.0,141.0,88.0,14.0,,,,0.6714285714285714,0.02040816326530612,0.5692307692307692,0.2361111111111111,0.11046511627906977,0.18803418803418803,0.09907997169143666,0.10773480662983426,0.12468827930174564,0.17216117216117216,0.19889502762430938,0.09722222222222222,0.624113475177305,0.36363636363636365,0.36363636363636365,0.004484304932735426,,,,,,,,,0.669342857142857,0.29012345679012347,113.0,32.0,49.0,15.0,,1.0,37.0,,202.0,54.0,4.0,45.0,2.0,4.0,1.0,5.0,33.0,0.7372262773722628,0.9181818181818182,,0.6379310344827587,0.6379310344827587,0.029411764705882353,0.081374321880651,0.12794612794612795,0.08163265306122448,0.1509433962264151,0.70625,0.7583892617449665,0.7256637168141593,0.75,0.8448275862068966,0.6530612244897959,0.6521739130434783,0.03225806451612903,,18.0,5.0,1.0,12.0,12.0,2.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,0.08955223880597014,0.08074534161490683,0.8,0.09375,,,,,,,,,,,,,,,,,,,,,,True,
1630167,1610612752,Obi Toppin,Obi Toppin,1630167,NYK,12324.0,205,-22,400,398,70.0,69,40.0,798,34.0,7.0,4.0,8.0,2.0,9.0,2.0,32.0,44.0,17.0,8.0,81.0,440,7.0,8.0,3.0,2.0,19.0,22.0,9.0,3.0,1.0,9.0,10.0,2.0,1.0,29.0,19.0,35.0,42.0,1.0,,4.0,,8.0,8.0,16.0,10.0,12.0,7.0,,19.0,70.0,,0.7272727272727273,0.875,0.5983606557377049,0.7727272727272727,0.6136363636363636,0.7916666666666666,0.2786885245901639,0.06818181818181818,0.08823529411764706,16.666666666666664,0.1532258064516129,0.1388888888888889,0.15,0.5573770491803278,0.13114754098360656,0.5,0.5,0.03278688524590164,0.14754098360655737,0.6363636363636364,0.18181818181818182,0.8360655737704918,0.5621459016393442,0.5754363636363636,0.10606060606060606,0.14285714285714285,0.2345679012345679,4.086363636363637,24.71764705882353,0.175,2.0,1.0,8.0,2.0,2.0,3.0,7.0,2.0,,10.0,9.0,,2.0,7.0,,5.0,11.0,5.0,7.0,1.0,1.0,4.0,3.0,1.0,1.0,,,,,3.0,3.0,3.0,,,1.0,0.17647058823529413,0.17647058823529413,0.5555555555555556,,0.5,0.5,0.041666666666666664,0.11956521739130435,0.035,0.034482758620689655,0.12727272727272726,0.1836734693877551,0.0945945945945946,0.043478260869565216,,1.0,1.0,0.13114754098360656,0.125,0.125,1.0,0.2222222222222222,0.2222222222222222,1.0,0.2222222222222222,0.2222222222222222,0.6731714285714286,0.12345679012345678,26.0,5.0,7.0,6.0,,1.0,5.0,1.0,42.0,8.0,,2.0,,2.0,1.0,2.0,,0.65625,0.75,0.3333333333333333,0.7142857142857143,0.5555555555555556,,0.025,0.05128205128205128,0.03333333333333333,0.2222222222222222,0.7647058823529411,0.8387096774193549,0.6538461538461539,1.0,0.7777777777777778,0.7142857142857143,0.8571428571428571,0.09090909090909091,,1.0,1.0,,1.0,,,,,,1.0,,,,0.043478260869565216,,0.5,0.2,1.0,0.5,,,,,,,,,,,,,,,,,,,,True,
1630193,1610612752,Immanuel Quickley,Immanuel Quickley,1630193,NYK,31064.0,518,27,1001,1001,190.0,232,111.0,2002,14.0,3.0,31.0,85.0,25.0,114.0,24.0,45.0,124.0,130.0,44.0,293.0,1090,6.0,18.0,27.0,14.0,53.0,74.0,114.0,11.0,40.0,23.0,63.0,9.0,26.0,149.0,22.0,48.0,65.0,12.0,3.0,14.0,4.0,27.0,21.0,52.0,40.0,50.0,13.0,9.0,53.0,189.0,5.0,0.3629032258064516,0.3333333333333333,0.49015748031496065,0.43333333333333335,0.5238095238095238,0.5,0.5118110236220472,0.08870967741935484,0.21428571428571427,26.46536412078153,0.07407407407407407,0.09037328094302555,0.1956521739130435,0.05511811023622047,0.3346456692913386,0.36470588235294116,0.3974358974358974,0.0984251968503937,0.44881889763779526,0.06666666666666667,0.5333333333333333,0.5669291338582677,0.4759582677165355,0.46846111111111105,0.056818181818181816,0.09701492537313433,0.18088737201365188,9.862096774193551,26.331538461538464,0.18981018981018982,9.0,8.0,16.0,45.0,9.0,53.0,9.0,12.0,3.0,25.0,90.0,,45.0,14.0,4.0,16.0,24.0,2.0,17.0,9.0,9.0,13.0,10.0,6.0,1.0,,,1.0,8.0,8.0,3.0,8.0,6.0,2.0,0.5660377358490566,0.4076923076923077,0.4076923076923077,0.5217391304347826,0.08235294117647059,0.48148148148148145,0.08695652173913043,0.05673758865248227,0.11320754716981132,0.035196687370600416,0.04477611940298507,0.050724637681159424,0.05309734513274336,0.11834319526627218,0.06293706293706294,0.75,0.36,0.375,0.06299212598425197,0.5,0.5,0.625,0.39473684210526316,0.39823008849557523,0.5555555555555556,0.42857142857142855,0.39473684210526316,0.48410000000000003,0.08532423208191127,5.0,1.0,3.0,1.0,1.0,3.0,2.0,9.0,16.0,2.0,10.0,1.0,,4.0,1.0,3.0,5.0,0.17777777777777778,0.18181818181818182,0.3333333333333333,0.2222222222222222,0.5238095238095238,,0.004975124378109453,0.047058823529411764,0.006711409395973154,0.09302325581395349,0.35714285714285715,0.45454545454545453,0.2,0.2222222222222222,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.3333333333333333,3.0,1.0,1.0,,2.0,,,,,,,,,0.09523809523809523,,0.16129032258064516,,8.0,0.3333333333333333,2.0,3.0,4.0,6.0,69.0,1.0,2.0,2.0,0.5,0.007692307692307693,0.04,0.008771929824561403,0.14285714285714285,0.6666666666666666,0.5,0.4444444444444444,0.75,0.015384615384615385,,True,
1629628,1610612752,RJ Barrett,RJ Barrett,1629628,NYK,69746.0,1162,45,2305,2301,385.0,491,231.0,4606,186.0,30.0,37.0,107.0,53.0,83.0,11.0,159.0,346.0,149.0,85.0,607.0,2592,24.0,51.0,22.0,32.0,107.0,210.0,82.0,35.0,49.0,50.0,99.0,21.0,36.0,248.0,62.0,142.0,169.0,24.0,8.0,22.0,2.0,64.0,45.0,95.0,90.0,113.0,58.0,6.0,107.0,381.0,5.0,0.4595375722543353,0.47058823529411764,0.5272727272727272,0.5136986301369864,0.5579044117647058,0.5752688172043011,0.301010101010101,0.10115606936416185,0.13978494623655913,23.694466095089634,0.10616438356164383,0.12219227313566937,0.15053763440860216,0.37575757575757573,0.21616161616161617,0.34579439252336447,0.37373737373737376,0.10707070707070707,0.16767676767676767,0.410958904109589,0.1506849315068493,0.6767676767676768,0.5250773279352227,0.5262395833333333,0.10780669144981413,0.14910025706940874,0.17627677100494235,5.983815028901733,24.88322147651007,0.16702819956616052,17.0,32.0,66.0,36.0,7.0,68.0,24.0,14.0,9.0,59.0,201.0,1.0,36.0,29.0,5.0,16.0,74.0,6.0,27.0,9.0,16.0,42.0,26.0,9.0,7.0,,,5.0,,10.0,6.0,11.0,9.0,7.0,0.9852941176470589,0.4563758389261745,0.4594594594594595,0.7023809523809523,0.07476635514018691,0.65625,0.12244897959183673,0.024883359253499222,0.13988657844990549,0.02588686481303931,0.022988505747126436,0.09152542372881356,0.10714285714285714,0.15024630541871922,0.0391304347826087,0.8181818181818182,0.32075471698113206,0.3269230769230769,0.13333333333333333,0.48484848484848486,0.48484848484848486,0.96875,0.43373493975903615,0.43373493975903615,1.0,0.18421052631578946,0.43902439024390244,0.5730021739130435,0.09719934102141681,105.0,10.0,17.0,19.0,7.0,11.0,13.0,9.0,108.0,16.0,8.0,11.0,,11.0,2.0,15.0,3.0,0.33962264150943394,0.3576158940397351,0.4090909090909091,0.5416666666666666,0.6578947368421053,,0.0275,0.029787234042553193,0.02952029520295203,0.10569105691056911,0.5645161290322581,0.65625,0.38095238095238093,0.47058823529411764,0.4473684210526316,0.5882352941176471,0.6333333333333333,0.1506849315068493,0.6363636363636364,16.0,5.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,0.02040816326530612,0.023255813953488372,0.16216216216216217,0.1,2.0,0.18181818181818182,5.0,7.0,3.0,8.0,3.0,,,,0.5714285714285714,,0.018867924528301886,,0.18421052631578946,0.7142857142857143,1.0,0.42857142857142855,1.0,,,True,
202692,1610612752,Alec Burks,Alec Burks,202692,NYK,25902.0,432,2,830,837,199.0,254,93.0,1667,47.0,9.0,7.0,27.0,19.0,52.0,11.0,38.0,93.0,82.0,24.0,214.0,909,4.0,17.0,21.0,4.0,45.0,38.0,52.0,14.0,25.0,18.0,43.0,6.0,18.0,104.0,34.0,63.0,70.0,8.0,5.0,6.0,1.0,19.0,12.0,33.0,32.0,30.0,16.0,1.0,45.0,198.0,1.0,0.40860215053763443,0.23529411764705882,0.5428571428571428,0.5394736842105263,0.56951871657754,0.5625,0.4685714285714286,0.15053763440860216,0.14893617021276595,22.032085561497325,0.15246636771300448,0.14962593516209477,0.0975609756097561,0.26857142857142857,0.15428571428571428,0.25925925925925924,0.3333333333333333,0.10857142857142857,0.29714285714285715,0.23684210526315788,0.2894736842105263,0.7371428571428571,0.5182711428571428,0.5240907894736843,0.08602150537634409,0.15384615384615385,0.2102803738317757,6.959139784946237,24.887804878048787,0.2397590361445783,5.0,18.0,30.0,20.0,5.0,38.0,8.0,8.0,1.0,19.0,99.0,,20.0,12.0,1.0,3.0,26.0,3.0,7.0,3.0,3.0,13.0,10.0,4.0,3.0,,2.0,4.0,1.0,3.0,2.0,4.0,1.0,5.0,0.868421052631579,0.4634146341463415,0.4634146341463415,0.59375,0.2222222222222222,0.6842105263157895,0.10714285714285714,0.011627906976744186,0.14606741573033707,0.0175,0.007874015748031496,0.16483516483516483,0.16483516483516483,0.11805555555555555,0.03529411764705882,0.25,0.2631578947368421,0.2777777777777778,0.17142857142857143,0.6,0.6,0.9444444444444444,0.38461538461538464,0.38461538461538464,0.8,0.3125,0.38461538461538464,0.5098545454545454,0.08878504672897196,26.0,3.0,6.0,2.0,6.0,10.0,3.0,11.0,38.0,2.0,6.0,4.0,,3.0,,5.0,1.0,0.5,0.5135135135135135,0.5238095238095238,0.375,0.5625,,0.028169014084507043,,0.02857142857142857,0.2647058823529412,0.5531914893617021,0.65,0.5769230769230769,0.2,0.375,0.5,0.2222222222222222,0.2631578947368421,0.6,3.0,1.0,,2.0,,1.0,1.0,,,,,,,0.037037037037037035,0.02702702702702703,0.42857142857142855,0.3333333333333333,5.0,0.45454545454545453,3.0,3.0,1.0,4.0,15.0,,,,0.5,,0.05263157894736842,,0.1875,1.0,1.0,0.2,1.0,,,True,
203493,1610612752,Reggie Bullock,Reggie Bullock,203493,NYK,60026.0,1000,16,1981,1973,267.0,365,180.0,3954,25.0,6.0,9.0,17.0,30.0,140.0,13.0,39.0,72.0,209.0,22.0,370.0,2209,4.0,8.0,16.0,2.0,43.0,12.0,140.0,6.0,26.0,24.0,50.0,4.0,16.0,124.0,53.0,92.0,98.0,22.0,9.0,8.0,,20.0,38.0,67.0,13.0,25.0,5.0,1.0,43.0,264.0,1.0,0.5416666666666666,0.5,0.6192170818505338,0.8541666666666666,0.6202090592334495,0.84,0.7437722419928826,0.08333333333333333,0.24,14.017407237746221,0.106,0.0968421052631579,0.12658227848101267,0.08896797153024912,0.060498220640569395,0.5294117647058824,0.5294117647058824,0.10676156583629894,0.498220640569395,0.25,0.5416666666666666,0.8327402135231317,0.5433640569395018,0.5457062500000001,0.017482517482517484,0.06493506493506493,0.11621621621621622,10.1,25.114354066985648,0.1347804139323574,17.0,31.0,69.0,59.0,11.0,90.0,4.0,15.0,3.0,30.0,261.0,,59.0,20.0,5.0,4.0,39.0,,6.0,2.0,13.0,12.0,9.0,3.0,,,3.0,1.0,14.0,5.0,2.0,5.0,1.0,2.0,0.9666666666666667,0.430622009569378,0.430622009569378,0.725,,0.6,,0.007462686567164179,0.08666666666666667,0.006741573033707865,0.009569377990430622,0.12355212355212356,0.06790123456790123,0.09593023255813954,0.013888888888888888,0.2,0.5666666666666667,0.5666666666666667,0.24555160142348753,0.4492753623188406,0.4492753623188406,0.967741935483871,0.42142857142857143,0.4244604316546763,0.9661016949152542,0.5789473684210527,0.42142857142857143,0.5364694444444444,0.08108108108108109,13.0,1.0,1.0,4.0,2.0,3.0,3.0,11.0,66.0,2.0,5.0,2.0,,3.0,,,2.0,0.8461538461538461,0.868421052631579,0.6875,0.75,0.7105263157894737,,0.005649717514124294,0.0051813471502590676,0.008064516129032258,0.05660377358490566,0.52,0.6842105263157895,0.6923076923076923,0.9411764705882353,0.05263157894736842,1.0,0.6666666666666666,0.125,0.6666666666666666,3.0,2.0,1.0,2.0,2.0,,,,1.0,,,,1.0,0.007462686567164179,,0.8888888888888888,,9.0,0.6923076923076923,1.0,4.0,6.0,7.0,9.0,1.0,,,0.4666666666666667,0.004784688995215311,,0.007142857142857143,0.21052631578947367,0.25,1.0,0.5454545454545454,1.0,,,True,
