EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,LongMidRangeFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,FTDefRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,DefFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3PctAssisted,Charge Fouls Drawn,Blocked3s,BlockedArc3,BlockedCorner3,Defensive 3 Seconds Violations,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,BlockedLongMidRange,Corner3PctBlocked,on,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,OffensiveGoaltends,3SecondViolations
1626169,1610612761,Stanley Johnson,Stanley Johnson,1626169,TOR,14523.0,242,-80.0,504,511,142,157,62,1015,9.0,15.0,1.0,1.0,2.0,6.0,17.0,1.0,4.0,12.0,1.0,1.0,3.0,15.0,4.0,15.0,33.0,7.0,27.0,15.0,66.0,598,1.0,2.0,1.0,1.0,5.0,2.0,6.0,4.0,8.0,12.0,8.0,22.0,21.0,2.0,1.0,14.0,3.0,5.0,10.0,9.0,19,7.0,2.0,4.0,5.0,1.0,47,4.0,5.0,16.0,17.0,33.0,9.0,42.0,1.0,15.0,11.0,4.0,6.0,2.0,5.0,6.0,1.0,1.0,12.0,3.0,11.0,24.0,2.0,1.0,15.0,18.0,4.0,11.0,3.0,2.0,1.0,3.0,2.0,12.0,142,5.0,0.26666666666666666,0.2857142857142857,1.0,0.25925925925925924,1.0,0.2692307692307692,0.45454545454545453,0.5,0.3333333333333333,0.425,0.8333333333333334,0.2,0.4925373134328358,0.8333333333333334,0.42857142857142855,0.45,0.15151515151515152,0.13333333333333333,0.17647058823529413,13.787085514834205,0.5,0.13934426229508196,0.034482758620689655,0.14953271028037382,0.03389830508474576,0.14410480349344978,0.034220532319391636,0.034482758620689655,0.04838709677419355,0.044444444444444446,0.18181818181818182,0.08333333333333333,0.20689655172413793,0.13414634146341464,0.2,0.03125,0.6666666666666666,0.25,0.6,0.6923076923076923,0.3333333333333333,0.2833333333333333,0.35294117647058826,0.42857142857142855,0.16666666666666666,0.016666666666666666,0.2,0.3333333333333333,0.3333333333333333,1.0,0.25,0.2,0.2,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.2,0.5,0.4,0.7,0.21428571428571427,0.50915593220339,0.57995,0.46855499999999994,0.16417910447761194,0.275,0.07575757575757576,0.18181818181818182,5.642424242424242,25.86666666666667,0.28174603174603174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1626181,1610612761,Norman Powell,Norman Powell,1626181,TOR,25753.0,429,-83.0,903,887,189,169,88,1790,41.0,63.0,4.0,8.0,13.0,18.0,39.0,14.0,21.0,36.0,2.0,5.0,30.0,68.0,20.0,62.0,116.0,51.0,104.0,31.0,308.0,1082,5.0,6.0,3.0,9.0,20.0,13.0,24.0,26.0,11.0,76.0,66.0,58.0,111.0,6.0,,68.0,30.0,17.0,8.0,14.0,22,11.0,3.0,6.0,2.0,,58,1.0,5.0,18.0,16.0,35.0,6.0,41.0,3.0,16.0,10.0,6.0,21.0,4.0,9.0,11.0,12.0,,32.0,6.0,9.0,39.0,3.0,,48.0,36.0,8.0,16.0,2.0,2.0,,2.0,,76.0,189,3.0,0.532258064516129,0.559322033898305,0.7254901960784313,0.49038461538461536,0.3333333333333333,0.49038461538461536,0.5344827586206896,0.8333333333333334,0.5416666666666666,0.6295454545454545,0.6333333333333333,0.65,0.6609442060085837,0.6666666666666666,0.6909090909090909,0.4727272727272727,0.14655172413793102,0.12698412698412698,0.23076923076923078,26.447105788423155,0.65625,0.08465608465608465,0.022321428571428572,0.1111111111111111,0.004694835680751174,0.09686609686609686,0.013729977116704805,0.010309278350515464,0.037037037037037035,,0.0625,0.07865168539325842,0.1388888888888889,0.104,0.13513513513513514,0.03409090909090909,,0.2863636363636364,0.6507936507936508,0.7454545454545455,0.5365853658536586,0.17727272727272728,0.46153846153846156,0.6,0.4444444444444444,0.06363636363636363,0.16363636363636364,0.5833333333333334,0.5833333333333334,0.9523809523809523,0.3090909090909091,0.4411764705882353,0.4411764705882353,0.5666666666666667,0.26666666666666666,0.3333333333333333,0.4,1.0,0.26,0.6153846153846154,0.4,0.759090909090909,0.4411764705882353,0.5337324200913243,0.555255,0.5247340000000001,0.07860262008733625,0.12903225806451613,0.06493506493506493,0.24675324675324675,5.669827586206897,25.211538461538453,0.20930232558139536,4.0,3.0,4.0,6.0,1.0,4.0,9.0,1.0,13.0,42.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,4.0,0.5,0.05,0.021739130434782608,0.02127659574468085,0.21428571428571427,0.21428571428571427,1.0,1.0,0.25,0.26666666666666666,0.25,0.12,0.6666666666666666,0.45,0.01904761904761905,,,,,,,,,,,,,,True,,,,,
1627761,1610612761,DeAndre' Bembry,DeAndre' Bembry,1627761,TOR,16881.0,281,4.0,577,577,159,173,73,1154,21.0,34.0,6.0,6.0,11.0,7.0,16.0,2.0,2.0,7.0,,,2.0,14.0,4.0,28.0,52.0,4.0,21.0,20.0,88.0,626,4.0,9.0,1.0,2.0,14.0,6.0,12.0,8.0,5.0,23.0,22.0,34.0,12.0,4.0,,14.0,2.0,9.0,17.0,21.0,38,18.0,3.0,12.0,4.0,1.0,97,4.0,7.0,24.0,10.0,36.0,11.0,47.0,3.0,14.0,13.0,1.0,15.0,8.0,12.0,11.0,3.0,,26.0,8.0,7.0,24.0,,,15.0,26.0,,13.0,3.0,1.0,2.0,3.0,1.0,23.0,159,5.0,0.39285714285714285,0.4230769230769231,1.0,0.19047619047619047,0.5,0.19047619047619047,0.5384615384615384,0.4444444444444444,0.5,0.4657534246575342,0.5,0.45,0.5116279069767442,0.5384615384615384,0.5,0.2876712328767123,0.17307692307692307,0.17647058823529413,0.1875,17.02127659574468,0.5769230769230769,0.06666666666666667,0.04895104895104895,0.17266187050359713,0.02857142857142857,0.11764705882352941,0.038869257950530034,0.08064516129032258,0.034482758620689655,0.02702702702702703,0.02857142857142857,0.012987012987012988,0.21052631578947367,0.1941747572815534,0.1111111111111111,0.10344827586206896,0.3333333333333333,0.4657534246575342,0.6176470588235294,0.75,0.42857142857142855,0.2191780821917808,0.4375,0.5384615384615384,0.2857142857142857,0.0273972602739726,0.0958904109589041,0.2857142857142857,0.2857142857142857,1.0,0.1917808219178082,0.14285714285714285,0.14285714285714285,1.0,0.5454545454545454,,,,0.55,0.5454545454545454,0.2,0.7534246575342466,0.14285714285714285,0.5219020833333333,0.6162062500000001,0.5869500000000001,0.1511627906976744,0.2,0.1590909090909091,0.26136363636363635,4.288461538461538,25.847619047619045,0.2755632582322357,3.0,,1.0,4.0,1.0,2.0,1.0,3.0,2.0,,2.0,1.0,1.0,3.0,,,1.0,,,,,,0.25,0.2,,0.034482758620689655,,,,0.5,,0.18181818181818182,0.5,0.2,0.25,0.25,,1.0,,,,,,,,,,,,,True,,,,,
1628449,1610612761,Chris Boucher,Chris Boucher,1628449,TOR,7833.0,131,16.0,268,260,74,117,24,528,19.0,24.0,8.0,5.0,7.0,1.0,3.0,,1.0,2.0,,,7.0,17.0,6.0,20.0,27.0,8.0,19.0,6.0,70.0,304,6.0,8.0,,1.0,13.0,5.0,8.0,6.0,2.0,24.0,28.0,12.0,24.0,12.0,,17.0,7.0,3.0,2.0,,2,,,2.0,,,4,3.0,6.0,12.0,6.0,20.0,9.0,29.0,1.0,3.0,3.0,,3.0,,1.0,1.0,2.0,,4.0,,6.0,11.0,1.0,,10.0,10.0,2.0,5.0,5.0,2.0,3.0,7.0,5.0,24.0,74,1.0,0.7,1.0,1.0,0.42105263157894735,,0.42105263157894735,0.7407407407407407,0.75,0.625,0.6956521739130435,0.6666666666666666,0.7857142857142857,0.7,0.7222222222222222,0.75,0.41304347826086957,0.1111111111111111,0.125,,18.30508474576271,0.75,0.1111111111111111,0.11764705882352941,0.1935483870967742,0.05,0.15517241379310345,0.08108108108108109,0.15,0.13333333333333333,0.058823529411764705,,0.13793103448275862,0.14285714285714285,0.1794871794871795,0.21739130434782608,0.06666666666666667,0.7142857142857143,0.5217391304347826,0.7916666666666666,0.9047619047619048,0.6842105263157895,0.06521739130434782,0.3333333333333333,0.3333333333333333,1.0,,0.043478260869565216,0.5,0.5,1.0,0.3695652173913043,0.4117647058823529,0.4117647058823529,1.0,0.8888888888888888,,,,0.5,0.7142857142857143,0.42857142857142855,0.9347826086956522,0.4117647058823529,0.5459326086956523,0.74096,0.49219285714285715,0.10204081632653061,0.16666666666666666,0.18571428571428572,0.34285714285714286,2.42962962962963,25.678947368421053,0.27611940298507465,6.0,,,,,1.0,4.0,1.0,4.0,,2.0,,,1.0,1.0,3.0,,,,1.0,1.0,1.0,0.6666666666666666,0.4,0.0625,,,,,0.75,,0.1111111111111111,,,,0.6666666666666666,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,True,,,,,
203382,1610612761,Aron Baynes,Aron Baynes,203382,TOR,58816.0,980,-81.0,2024,2012,415,506,217,4036,78.0,131.0,59.0,18.0,25.0,24.0,55.0,15.0,3.0,17.0,,1.0,24.0,86.0,13.0,107.0,201.0,27.0,103.0,29.0,324.0,2291,32.0,63.0,,3.0,67.0,24.0,36.0,16.0,11.0,74.0,158.0,56.0,81.0,50.0,,86.0,24.0,15.0,25.0,22.0,47,16.0,6.0,13.0,3.0,9.0,116,30.0,57.0,80.0,93.0,186.0,87.0,273.0,14.0,17.0,13.0,4.0,17.0,2.0,11.0,29.0,6.0,6.0,46.0,11.0,57.0,119.0,,18.0,52.0,41.0,4.0,18.0,21.0,11.0,10.0,22.0,17.0,74.0,415,12.0,0.7383177570093458,0.9634146341463414,1.0,0.2621359223300971,,0.2621359223300971,0.5323383084577115,0.5079365079365079,0.6666666666666666,0.48519736842105265,0.48484848484848486,0.6057692307692307,0.5015479876160991,0.49264705882352944,0.6166666666666667,0.33881578947368424,0.07462686567164178,0.0916030534351145,0.05454545454545454,16.225749559082892,0.3695652173913043,0.19334719334719336,0.11377245508982035,0.18561484918793503,0.060362173038229376,0.18969298245614036,0.0871743486973948,0.13725490196078433,0.11940298507462686,0.06770833333333333,0.14728682170542637,0.232,0.1568627450980392,0.189873417721519,0.17391304347826086,0.09090909090909091,0.7727272727272727,0.4309210526315789,0.5954198473282443,0.6554621848739496,0.6538461538461539,0.18092105263157895,0.43636363636363634,0.46153846153846156,1.0,0.049342105263157895,0.05592105263157895,0.17647058823529413,0.17647058823529413,1.0,0.28289473684210525,0.27906976744186046,0.27906976744186046,1.0,0.8939393939393939,0.015151515151515152,,,0.4807692307692308,0.72,0.25,0.7697368421052632,0.27906976744186046,0.552376480263158,0.6873122641509435,0.5391807692307692,0.05660377358490566,0.08372093023255814,0.20679012345679013,0.22839506172839505,4.262686567164179,25.399029126213595,0.20503952569169961,30.0,5.0,1.0,3.0,,2.0,4.0,3.0,5.0,,13.0,3.0,,4.0,11.0,7.0,3.0,,,5.0,,4.0,0.3125,0.38235294117647056,0.052083333333333336,0.035398230088495575,0.3333333333333333,0.3333333333333333,0.8,0.5084745762711864,0.16666666666666666,0.030303030303030304,,0.057692307692307696,0.3333333333333333,0.3076923076923077,,,10.0,1.0,,1.0,,,,,,,,,True,,,,,
200768,1610612761,Kyle Lowry,Kyle Lowry,200768,TOR,31501.0,525,-66.0,1099,1091,174,224,114,2190,21.0,33.0,3.0,3.0,4.0,9.0,23.0,26.0,2.0,8.0,,,34.0,96.0,17.0,41.0,82.0,36.0,104.0,49.0,239.0,1276,3.0,6.0,3.0,9.0,18.0,5.0,11.0,17.0,17.0,45.0,36.0,46.0,81.0,2.0,,96.0,34.0,7.0,69.0,40.0,109,26.0,14.0,55.0,11.0,3.0,258,5.0,6.0,31.0,31.0,62.0,11.0,73.0,1.0,20.0,12.0,8.0,25.0,8.0,21.0,21.0,4.0,2.0,46.0,9.0,16.0,44.0,1.0,8.0,54.0,53.0,2.0,20.0,4.0,2.0,2.0,4.0,2.0,45.0,174,6.0,0.43902439024390244,0.45,0.75,0.34615384615384615,0.3333333333333333,0.34615384615384615,0.5,0.5,0.45454545454545453,0.510752688172043,0.5,0.5,0.562200956937799,0.5294117647058824,0.625,0.5591397849462365,0.08536585365853659,0.09090909090909091,0.17391304347826086,20.833333333333332,0.5434782608695652,0.12653061224489795,0.022388059701492536,0.14027149321266968,0.017857142857142856,0.13304721030042918,0.020072992700729927,0.041666666666666664,0.01,0.0047169811320754715,0.13043478260869565,0.11016949152542373,0.15517241379310345,0.12804878048780488,0.17543859649122806,0.010309278350515464,0.5,0.1774193548387097,0.6363636363636364,0.7,0.47619047619047616,0.12365591397849462,0.391304347826087,0.47368421052631576,0.6666666666666666,0.13978494623655913,0.043010752688172046,0.25,0.25,1.0,0.5161290322580645,0.3541666666666667,0.3695652173913043,0.7352941176470589,0.2,,,,0.14285714285714285,0.75,0.6071428571428571,0.7365591397849462,0.3541666666666667,0.5216169354838709,0.5319666666666667,0.4894732142857143,0.1024390243902439,0.2,0.07531380753138076,0.18828451882845187,8.708536585365852,26.412500000000005,0.1583257506824386,2.0,11.0,,,3.0,9.0,6.0,3.0,6.0,27.0,,,2.0,6.0,1.0,1.0,6.0,,1.0,4.0,,3.0,0.35294117647058826,,,0.058823529411764705,0.4230769230769231,0.4230769230769231,0.18181818181818182,0.6666666666666666,0.5,0.6,0.3333333333333333,,,0.35294117647058826,0.009523809523809525,1.0,8.0,,,,1.0,4.0,4.0,0.038461538461538464,0.041666666666666664,,,,True,,,,,
1627783,1610612761,Pascal Siakam,Pascal Siakam,1627783,TOR,33547.0,559,-28.0,1148,1142,160,228,121,2290,51.0,81.0,9.0,7.0,11.0,35.0,87.0,31.0,7.0,20.0,3.0,3.0,16.0,48.0,7.0,99.0,199.0,23.0,68.0,69.0,336.0,1312,8.0,15.0,3.0,5.0,38.0,11.0,23.0,9.0,17.0,51.0,68.0,130.0,57.0,4.0,,48.0,16.0,13.0,26.0,33.0,59,24.0,9.0,15.0,8.0,3.0,151,7.0,14.0,34.0,45.0,82.0,21.0,103.0,5.0,22.0,14.0,8.0,18.0,4.0,14.0,16.0,4.0,1.0,34.0,5.0,11.0,36.0,3.0,4.0,66.0,77.0,7.0,38.0,4.0,2.0,2.0,4.0,2.0,51.0,160,5.0,0.3434343434343434,0.35051546391752575,0.8260869565217391,0.3382352941176471,0.6,0.3382352941176471,0.49748743718592964,0.5333333333333333,0.4782608695652174,0.5,0.625,0.53125,0.5562913907284768,0.7037037037037037,0.6375,0.2546816479400749,0.06532663316582915,0.08641975308641975,0.05747126436781609,26.229508196721312,0.5294117647058824,0.16483516483516483,0.05017921146953405,0.14345991561181434,0.02456140350877193,0.15490196078431373,0.03723404255319149,0.05504587155963303,0.058823529411764705,0.027906976744186046,0.1044776119402985,0.19205298013245034,0.16363636363636364,0.14705882352941177,0.13432835820895522,0.03816793893129771,0.5,0.30337078651685395,0.6296296296296297,0.6891891891891891,0.37254901960784315,0.3258426966292135,0.40229885057471265,0.4268292682926829,0.2571428571428571,0.11610486891385768,0.0749063670411985,0.35,0.35,1.0,0.1797752808988764,0.3333333333333333,0.3333333333333333,0.75,0.45,0.15,1.0,1.0,0.34375,0.6363636363636364,0.21875,0.5580524344569289,0.3333333333333333,0.48469494382022477,0.5044607142857143,0.4715828125,0.12751677852348994,0.16521739130434782,0.1130952380952381,0.15178571428571427,6.847738693467335,25.058823529411764,0.13937282229965156,5.0,13.0,1.0,2.0,,2.0,3.0,13.0,4.0,12.0,3.0,3.0,,1.0,2.0,2.0,3.0,,,4.0,1.0,4.0,0.4444444444444444,0.15789473684210525,0.0196078431372549,0.014285714285714285,0.41935483870967744,0.43333333333333335,0.46153846153846156,0.5555555555555556,0.2,0.1,,0.0625,0.5,0.42857142857142855,,,,,,,2.0,,,,,0.03225806451612903,,,True,,,,,
1627832,1610612761,Fred VanVleet,Fred VanVleet,1627832,TOR,35811.0,597,-25.0,1218,1212,201,277,120,2430,23.0,50.0,3.0,7.0,13.0,11.0,38.0,38.0,2.0,15.0,1.0,2.0,54.0,132.0,28.0,51.0,126.0,56.0,147.0,52.0,322.0,1383,2.0,10.0,7.0,18.0,29.0,10.0,21.0,33.0,18.0,86.0,28.0,74.0,105.0,2.0,2.0,130.0,54.0,20.0,47.0,51.0,98,33.0,18.0,29.0,13.0,5.0,247,5.0,7.0,25.0,35.0,62.0,12.0,74.0,3.0,33.0,14.0,19.0,17.0,2.0,11.0,13.0,6.0,1.0,30.0,8.0,17.0,39.0,1.0,4.0,59.0,63.0,4.0,22.0,15.0,7.0,7.0,15.0,9.0,86.0,201,3.0,0.27450980392156865,0.28,0.625,0.38095238095238093,0.3888888888888889,0.38620689655172413,0.40476190476190477,0.2,0.47619047619047616,0.4945054945054945,0.44642857142857145,0.6296296296296297,0.5351170568561873,0.4827586206896552,0.6746031746031746,0.5384615384615384,0.15873015873015872,0.16,0.2631578947368421,24.29837518463811,0.5666666666666667,0.11589403973509933,0.023728813559322035,0.102880658436214,0.016181229773462782,0.11009174311926606,0.019867549668874173,0.025423728813559324,0.017391304347826087,0.01680672268907563,0.10843373493975904,0.12658227848101267,0.09836065573770492,0.08045977011494253,0.15942028985507245,0.022058823529411766,0.6,0.18315018315018314,0.46,0.5476190476190477,0.391304347826087,0.1391941391941392,0.2894736842105263,0.39285714285714285,0.09090909090909091,0.1391941391941392,0.054945054945054944,0.13333333333333333,0.13333333333333333,1.0,0.4835164835164835,0.4090909090909091,0.4122137404580153,0.6111111111111112,0.10714285714285714,0.07142857142857142,0.5,1.0,0.24074074074074073,0.5384615384615384,0.5185185185185185,0.7216117216117216,0.4153846153846154,0.5085240740740741,0.5169149999999999,0.5125711538461538,0.08503401360544217,0.1527777777777778,0.09006211180124224,0.2670807453416149,9.015079365079366,26.632653061224485,0.16502463054187191,2.0,17.0,1.0,5.0,6.0,16.0,15.0,4.0,16.0,63.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,,3.0,5.0,,5.0,0.48484848484848486,0.09090909090909091,0.03225806451612903,0.014084507042253521,0.4473684210526316,0.4722222222222222,0.23529411764705882,0.6666666666666666,0.5,0.5714285714285714,0.375,0.09259259259259259,0.2,0.5357142857142857,0.02,0.8333333333333334,,,,,,1.0,4.0,0.006802721088435374,0.007575757575757576,0.05263157894736842,1.0,,True,,,,,
1628384,1610612761,OG Anunoby,OG Anunoby,1628384,TOR,20237.0,337,-28.0,682,684,42,109,56,1366,27.0,40.0,6.0,3.0,4.0,4.0,17.0,8.0,14.0,30.0,1.0,2.0,12.0,37.0,,35.0,65.0,26.0,67.0,18.0,166.0,749,4.0,7.0,1.0,5.0,13.0,4.0,8.0,2.0,1.0,15.0,30.0,40.0,75.0,8.0,,37.0,12.0,11.0,10.0,10.0,20,8.0,2.0,6.0,3.0,1.0,50,6.0,8.0,21.0,18.0,42.0,14.0,56.0,2.0,9.0,6.0,3.0,7.0,,4.0,11.0,3.0,3.0,18.0,2.0,13.0,26.0,2.0,3.0,17.0,23.0,2.0,11.0,4.0,2.0,2.0,6.0,1.0,15.0,42,1.0,0.42857142857142855,0.4838709677419355,0.9615384615384616,0.3880597014925373,0.2,0.3880597014925373,0.5384615384615384,0.5714285714285714,0.5,0.5606060606060606,0.4583333333333333,0.7,0.5845070422535211,0.5,0.75,0.5075757575757576,0.16923076923076924,0.1,0.4117647058823529,21.27659574468085,0.3888888888888889,0.09523809523809523,0.04878048780487805,0.12962962962962962,0.0335195530726257,0.1111111111111111,0.04081632653061224,0.08064516129032258,0.029850746268656716,0.04477611940298507,0.1206896551724138,0.09375,0.05714285714285714,0.13274336283185842,0.12244897959183673,0.034482758620689655,0.16666666666666666,0.30303030303030304,0.675,0.75,0.4074074074074074,0.12878787878787878,0.23529411764705882,0.4,0.5,0.06060606060606061,0.22727272727272727,0.4666666666666667,0.4827586206896552,0.9285714285714286,0.2803030303030303,0.32432432432432434,0.32432432432432434,1.0,0.5,0.16666666666666666,0.5,1.0,0.4,0.75,,0.8106060606060606,0.32432432432432434,0.5462443181818182,0.60652,0.52612,0.08450704225352113,0.14864864864864866,0.0783132530120482,0.09036144578313253,5.229230769230768,24.674626865671637,0.06158357771260997,4.0,4.0,2.0,2.0,,3.0,,2.0,2.0,3.0,3.0,1.0,2.0,,,,2.0,,1.0,,,,1.0,0.2727272727272727,0.02857142857142857,,0.5,0.5,0.5,0.6666666666666666,,0.25,,0.2,1.0,,0.014705882352941176,,,2.0,1.0,1.0,,1.0,,0.014925373134328358,,,,0.03333333333333333,True,,,,,
1628778,1610612761,Paul Watson,Paul Watson,1628778,TOR,4627.0,77,-24.0,167,158,53,52,15,325,,2.0,,,,,,,3.0,6.0,1.0,1.0,3.0,7.0,5.0,,2.0,6.0,13.0,1.0,19.0,197,,,1.0,1.0,3.0,,,5.0,,9.0,,,15.0,,,7.0,3.0,2.0,,3.0,3,2.0,1.0,,,,9,,,7.0,1.0,8.0,,8.0,,2.0,,2.0,,,,,,,,,6.0,8.0,,,2.0,2.0,,1.0,,,,,,9.0,53,,,,0.8333333333333334,0.46153846153846156,1.0,0.46153846153846156,,,,0.6,1.5,0.9,0.59375,1.5,0.9,0.8666666666666667,1.0,1.0,,8.79120879120879,,0.03125,,0.21212121212121213,,0.12307692307692308,,,,,0.07142857142857142,,,0.21739130434782608,0.2,,,0.13333333333333333,,,,,,,,,0.4,0.5,0.5,1.0,0.4666666666666667,0.42857142857142855,0.42857142857142855,0.6666666666666666,,1.0,1.0,1.0,,,1.0,1.0,0.42857142857142855,0.5222433333333333,0.5805,0.44592,0.0625,0.3333333333333333,0.15789473684210525,0.47368421052631576,2.8,24.39230769230769,0.31736526946107785,,,,,,,3.0,,3.0,3.0,,,,,1.0,,,,,,,,0.6,,,,,,,,,,,,,0.6,,,1.0,,,,,,,,,,,,True,,,,,
