EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,LongMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,HeaveAttempts,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,Arc3PctBlocked,BlockedCorner3,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,on,LongMidRangePctBlocked,HeaveMakes,3SecondViolations,Clear Path Fouls
1626174,1610612745,Christian Wood,Christian Wood,1626174,HOU,12090.0,202,15,409,412,56,68,30,821,36.0,42.0,5.0,7.0,4.0,4.0,6.0,16.0,3.0,18.0,1.0,3.0,13.0,32.0,3.0,5.0,3.0,5.0,45.0,76.0,14.0,35.0,19.0,151.0,453,6.0,9.0,3.0,5.0,2.0,23.0,5.0,6.0,3.0,5.0,6.0,25.0,62.0,28.0,39.0,3.0,6.0,32.0,13.0,2.0,3.0,3.0,6.0,1.0,2.0,2.0,1.0,15.0,5.0,6.0,22.0,26.0,3.0,51,11.0,62,2.0,6.0,6.0,6.0,6.0,9.0,1.0,2.0,15.0,1.0,3.0,6.0,10.0,2.0,1.0,30.0,1.0,1.0,33.0,5.0,18.0,1.0,7.0,4.0,3.0,7.0,6.0,25.0,56,1.0,0.6888888888888889,0.7380952380952381,0.9285714285714286,0.4,0.6,0.6,0.4,0.5921052631578947,0.6666666666666666,0.8333333333333334,0.5945945945945946,0.75,0.8636363636363636,0.604,0.7666666666666667,0.8333333333333334,0.3153153153153153,0.02631578947368421,0.047619047619047616,31.60270880361174,0.4,0.5,0.22807017543859648,0.07228915662650602,0.23157894736842105,0.054945054945054944,0.22966507177033493,0.06321839080459771,0.15789473684210525,0.0410958904109589,0.1111111111111111,0.19148936170212766,0.30952380952380953,0.16,0.2112676056338028,0.2916666666666667,0.04081632653061224,0.8571428571428571,0.3783783783783784,0.8571428571428571,0.9,0.75,0.14414414414414414,0.375,0.375,0.5,0.16216216216216217,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.02702702702702703,0.3333333333333333,0.3333333333333333,1.0,0.2882882882882883,0.40625,0.40625,0.9230769230769231,0.5,0.7142857142857143,0.2,0.35714285714285715,0.6,1.0,0.36363636363636365,1.0,0.45454545454545453,0.6,0.6936936936936937,0.40625,0.5483995495495495,0.646345,0.5478545454545455,0.14516129032258066,0.20224719101123595,0.152317880794702,0.16556291390728478,6.802631578947367,25.622857142857143,0.13691931540342298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1627863,1610612745,Danuel House Jr.,Danuel House Jr.,1627863,HOU,13576.0,226,-56,471,466,109,97,48,937,10.0,23.0,2.0,5.0,1.0,3.0,2.0,5.0,1.0,4.0,4.0,14.0,6.0,24.0,1.0,1.0,,2.0,13.0,32.0,10.0,38.0,11.0,67.0,567,3.0,7.0,2.0,2.0,,12.0,3.0,7.0,2.0,5.0,1.0,13.0,20.0,6.0,24.0,6.0,2.0,24.0,6.0,2.0,8.0,14.0,22.0,7.0,7.0,6.0,1.0,58.0,5.0,3.0,10.0,13.0,2.0,25,8.0,33,2.0,5.0,4.0,6.0,3.0,4.0,,1.0,10.0,1.0,5.0,8.0,13.0,,1.0,13.0,,2.0,14.0,1.0,6.0,,6.0,4.0,1.0,6.0,2.0,13.0,109,,0.7692307692307693,0.8333333333333334,0.8,0.2631578947368421,1.0,0.4,0.2631578947368421,0.40625,0.42857142857142855,0.42857142857142855,0.4,0.6666666666666666,0.5,0.4407894736842105,0.6666666666666666,0.5416666666666666,0.5428571428571428,0.0625,0.08695652173913043,16.22641509433962,0.6,0.18181818181818182,0.11016949152542373,0.02702702702702703,0.11764705882352941,0.03875968992248062,0.11330049261083744,0.03333333333333333,0.05084745762711865,0.0449438202247191,0.025,0.09523809523809523,0.12,0.11538461538461539,0.13846153846153847,0.05,0.045454545454545456,0.3333333333333333,0.32857142857142857,0.43478260869565216,0.47619047619047616,0.7,0.07142857142857142,0.4,0.4,1.0,0.05714285714285714,0.25,0.25,1.0,0.2,0.2857142857142857,0.2857142857142857,0.75,0.34285714285714286,0.25,0.25,0.8333333333333334,0.5555555555555556,0.4,0.5,0.1111111111111111,1.0,1.0,0.25,0.3333333333333333,0.16666666666666666,,0.8714285714285714,0.25,0.5570235714285713,0.7166750000000001,0.5173291666666666,0.09210526315789473,0.16216216216216217,0.1791044776119403,0.19402985074626866,4.65,24.850000000000005,0.23142250530785563,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,0.25,0.6666666666666666,0.02564102564102564,,,,,,,,,,,,,,,,,,,,,,True,,,,
1628021,1610612745,David Nwaba,David Nwaba,1628021,HOU,40715.0,679,-28,1426,1427,329,337,139,2853,78.0,123.0,18.0,29.0,15.0,20.0,11.0,32.0,,,6.0,32.0,11.0,31.0,,3.0,2.0,6.0,89.0,155.0,17.0,63.0,47.0,276.0,1577,19.0,31.0,,4.0,8.0,46.0,20.0,28.0,3.0,12.0,11.0,60.0,100.0,78.0,51.0,,32.0,31.0,11.0,26.0,14.0,17.0,31.0,12.0,5.0,13.0,1.0,79.0,22.0,18.0,39.0,32.0,7.0,78,40.0,118,4.0,30.0,18.0,9.0,2.0,8.0,2.0,,17.0,4.0,4.0,27.0,60.0,,1.0,59.0,4.0,9.0,68.0,12.0,37.0,3.0,20.0,14.0,6.0,21.0,5.0,60.0,329,3.0,0.5617977528089888,0.684931506849315,1.0,0.2698412698412698,,0.25,0.2698412698412698,0.5741935483870968,0.6129032258064516,0.7142857142857143,0.5252293577981652,0.5428571428571428,0.6125,0.5609756097560976,0.6052631578947368,0.6382978723404256,0.2889908256880734,0.16774193548387098,0.16260162601626016,16.582597730138716,0.5294117647058824,0.23333333333333334,0.08311688311688312,0.06040268456375839,0.13780918727915195,0.05945945945945946,0.1062874251497006,0.059880239520958084,0.049079754601226995,0.06859205776173286,0.03225806451612903,0.05063291139240506,0.09219858156028368,0.12790697674418605,0.15048543689320387,0.1038961038961039,0.047058823529411764,0.23809523809523808,0.5642201834862385,0.6341463414634146,0.7572815533980582,0.5897435897435898,0.14678899082568808,0.34375,0.4230769230769231,0.36363636363636365,,,,,0.14678899082568808,0.1875,0.1875,1.0,0.14220183486238533,0.3548387096774194,0.3548387096774194,1.0,0.8285714285714286,0.6206896551724138,0.16666666666666666,0.08571428571428572,,,0.5,0.75,0.15,0.3333333333333333,0.8532110091743119,0.3548387096774194,0.5678447247706423,0.6254093749999998,0.5527187499999999,0.1522633744855967,0.20555555555555555,0.16666666666666666,0.21739130434782608,2.94258064516129,24.676190476190474,0.23071528751753156,,1.0,1.0,6.0,,12.0,3.0,7.0,3.0,,,,0.02857142857142857,,0.15,0.16666666666666666,,1.0,1.0,1.0,1.0,5.0,0.1875,0.08235294117647059,0.06,,,,,,,,,,,,,,True,,,,
1628425,1610612745,Sterling Brown,Sterling Brown,1628425,HOU,19464.0,324,-6,679,687,163,155,73,1366,15.0,22.0,4.0,5.0,4.0,6.0,5.0,11.0,,3.0,8.0,21.0,14.0,33.0,1.0,3.0,3.0,11.0,20.0,36.0,22.0,54.0,10.0,116.0,753,4.0,7.0,2.0,5.0,,14.0,5.0,11.0,3.0,17.0,4.0,23.0,18.0,22.0,63.0,3.0,8.0,32.0,14.0,5.0,20.0,12.0,32.0,11.0,1.0,17.0,3.0,76.0,4.0,5.0,23.0,20.0,3.0,46,9.0,55,,12.0,8.0,7.0,4.0,3.0,,1.0,10.0,2.0,5.0,21.0,30.0,2.0,,14.0,1.0,,11.0,2.0,5.0,1.0,4.0,3.0,1.0,4.0,2.0,23.0,163,1.0,0.45,0.5625,0.9545454545454546,0.4074074074074074,0.4,0.17647058823529413,0.41509433962264153,0.5555555555555556,0.5714285714285714,0.45454545454545453,0.5888888888888889,0.5833333333333334,0.3392857142857143,0.6170212765957447,0.5833333333333334,0.38333333333333336,0.6,0.1388888888888889,0.13636363636363635,13.63040629095675,0.7,0.17647058823529413,0.10695187165775401,0.032467532467532464,0.17424242424242425,0.022727272727272728,0.13479623824451412,0.02727272727272727,0.047619047619047616,0.0234375,0.020833333333333332,0.14814814814814814,0.07692307692307693,0.07317073170731707,0.19,0.125,,0.5,0.24444444444444444,0.6818181818181818,0.7894736842105263,0.4666666666666667,0.12222222222222222,0.45454545454545453,0.5555555555555556,0.4,0.03333333333333333,,,,0.23333333333333334,0.38095238095238093,0.4,1.0,0.36666666666666664,0.42424242424242425,0.42424242424242425,0.9285714285714286,0.4166666666666667,0.8,,0.25,0.3333333333333333,1.0,0.21428571428571427,0.6666666666666666,0.39285714285714285,0.2727272727272727,0.8444444444444444,0.4375,0.5360370786516854,0.5567,0.5176907407407407,0.06451612903225806,0.1282051282051282,0.1206896551724138,0.19827586206896552,4.877777777777776,25.479629629629628,0.24005891016200295,1.0,2.0,,6.0,,4.0,,3.0,,1.0,,,0.16666666666666666,0.5,0.21428571428571427,,0.018518518518518517,1.0,,,,2.0,0.18181818181818182,0.020833333333333332,,1.0,1.0,1.0,0.018518518518518517,0.047619047619047616,1.0,,,,,,,,True,,,,
201569,1610612745,Eric Gordon,Eric Gordon,201569,HOU,15057.0,251,13,518,523,122,145,50,1041,25.0,39.0,,1.0,6.0,9.0,4.0,11.0,,,1.0,4.0,25.0,62.0,,1.0,5.0,16.0,29.0,50.0,26.0,66.0,38.0,174.0,579,,1.0,,1.0,,,6.0,13.0,6.0,17.0,10.0,40.0,14.0,44.0,57.0,21.0,,62.0,25.0,4.0,23.0,14.0,37.0,11.0,3.0,18.0,5.0,88.0,,,11.0,8.0,,19,,19,,2.0,2.0,11.0,7.0,10.0,1.0,2.0,21.0,,4.0,9.0,17.0,1.0,2.0,37.0,,,46.0,4.0,14.0,2.0,5.0,3.0,2.0,5.0,2.0,40.0,122,2.0,0.2413793103448276,0.2413793103448276,0.7307692307692307,0.3939393939393939,,0.35294117647058826,0.3939393939393939,0.58,,0.46153846153846156,0.5862068965517241,,0.5,0.6466165413533834,,0.5735294117647058,0.5689655172413793,0.08,0.07692307692307693,26.876090750436298,0.5238095238095238,,0.057971014492753624,,0.102803738317757,,0.07755102040816327,,,,,0.05555555555555555,0.03773584905660377,0.0967741935483871,0.10810810810810811,0.09090909090909091,,0.4,0.33620689655172414,0.6410256410256411,0.6944444444444444,0.2,0.09482758620689655,0.36363636363636365,0.4,0.5,,,,,0.034482758620689655,0.25,0.25,1.0,0.5344827586206896,0.4032258064516129,0.4098360655737705,0.72,0.5,,,0.5,,,0.3,0.6666666666666666,0.5333333333333333,0.3125,0.9051724137931034,0.4032258064516129,0.5211995689655173,0.49085,0.5091983333333333,0.15267175572519084,0.23333333333333334,,0.22988505747126436,3.1860000000000004,27.399999999999995,0.23552123552123552,,,1.0,1.0,,,4.0,4.0,,6.0,,,,,0.03333333333333333,1.0,0.08450704225352113,2.0,,,,2.0,0.09090909090909091,,,,1.0,1.0,0.015151515151515152,,,2.0,0.016129032258064516,,,,,,True,,,,
202322,1610612745,John Wall,John Wall,202322,HOU,12953.0,216,-3,446,445,130,86,44,891,33.0,48.0,5.0,5.0,11.0,14.0,7.0,16.0,4.0,20.0,,1.0,10.0,35.0,1.0,4.0,1.0,10.0,44.0,84.0,10.0,36.0,33.0,151.0,490,8.0,12.0,1.0,4.0,,19.0,15.0,26.0,1.0,10.0,9.0,42.0,6.0,82.0,27.0,3.0,6.0,35.0,10.0,5.0,18.0,25.0,43.0,15.0,10.0,10.0,7.0,111.0,1.0,3.0,8.0,16.0,,24,4.0,28,3.0,8.0,7.0,17.0,13.0,4.0,2.0,,21.0,,5.0,8.0,12.0,2.0,,32.0,,2.0,43.0,4.0,21.0,2.0,7.0,4.0,2.0,7.0,4.0,42.0,130,1.0,0.06818181818181818,0.07317073170731707,0.9,0.2777777777777778,0.25,0.1,0.2777777777777778,0.5238095238095238,0.6666666666666666,0.5769230769230769,0.49166666666666664,0.59375,0.4583333333333333,0.5431654676258992,0.59375,0.525,0.3,0.05952380952380952,0.08333333333333333,32.25806451612903,0.8095238095238095,,0.10526315789473684,0.033707865168539325,0.1095890410958904,0.008333333333333333,0.10666666666666667,0.019138755980861243,0.02702702702702703,0.012048192771084338,,0.125,0.0625,0.125,0.08333333333333333,0.23076923076923078,0.05,0.5714285714285714,0.4,0.6875,0.75,0.09090909090909091,0.13333333333333333,0.4375,0.4666666666666667,,0.16666666666666666,0.2,0.2,,0.008333333333333333,,,,0.2916666666666667,0.2857142857142857,0.29411764705882354,0.9,0.3125,1.0,0.2,0.25,0.25,1.0,0.3888888888888889,0.7857142857142857,0.2777777777777778,0.1,0.7,0.2857142857142857,0.5180983333333334,0.56383125,0.5109569444444444,0.15328467153284672,0.2079207920792079,0.12582781456953643,0.2781456953642384,7.138095238095239,26.688888888888894,0.2914798206278027,,,,,1.0,1.0,,4.0,1.0,,1.0,,,,,,,,,,,,0.0625,0.07142857142857142,,,1.0,,0.027777777777777776,,,1.0,0.02857142857142857,,,,,,True,,,,
203998,1610612745,Bruno Caboclo,Bruno Caboclo,203998,HOU,845.0,14,16,29,32,9,18,3,61,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,2.0,,,,,1.0,2.0,,2.0,,2.0,22,1.0,1.0,,,,2.0,1.0,1.0,,,,2.0,2.0,,,,,2.0,,1.0,,,,,,,,,,,1.0,2.0,1.0,4,,4,,,,,,1.0,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,1.0,1.0,,1.0,1.0,2.0,9,,1.0,1.0,,,,,,0.5,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,0.5,0.5,,15.625,,1.0,0.2222222222222222,,0.5,,0.2727272727272727,,,,,0.5,,,0.5,,,1.0,0.25,1.0,1.0,1.0,0.25,,,,,,,,,,,,0.5,,,,1.0,1.0,1.0,,,,1.0,1.0,,,0.75,,0.49546250000000003,,0.4939,,,1.0,1.0,3.7,25.7,0.3103448275862069,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,True,,,,
1630256,1610612745,Jae'Sean Tate,Jae'Sean Tate,1630256,HOU,18919.0,315,71,672,668,196,178,87,1340,36.0,51.0,9.0,12.0,7.0,11.0,8.0,17.0,1.0,3.0,4.0,11.0,8.0,18.0,3.0,5.0,1.0,3.0,45.0,71.0,12.0,29.0,19.0,145.0,680,10.0,14.0,3.0,6.0,,29.0,12.0,20.0,2.0,5.0,6.0,36.0,44.0,46.0,36.0,,14.0,18.0,8.0,7.0,7.0,12.0,19.0,11.0,1.0,6.0,1.0,50.0,9.0,11.0,20.0,25.0,2.0,47,20.0,67,1.0,12.0,5.0,9.0,5.0,5.0,2.0,1.0,14.0,1.0,2.0,14.0,34.0,1.0,1.0,30.0,1.0,5.0,25.0,3.0,12.0,2.0,8.0,5.0,3.0,9.0,6.0,36.0,196,2.0,0.4888888888888889,0.5789473684210527,1.0,0.41379310344827586,0.5,0.4,0.41379310344827586,0.6338028169014085,0.7142857142857143,0.6,0.63,0.725,0.6,0.6531531531531531,0.725,0.6428571428571429,0.29,0.09859154929577464,0.09803921568627451,16.191709844559586,0.6428571428571429,0.13333333333333333,0.13966480446927373,0.0718954248366013,0.14814814814814814,0.05084745762711865,0.14331210191082802,0.06060606060606061,0.1125,0.04580152671755725,0.06521739130434782,0.14666666666666667,0.12857142857142856,0.14705882352941177,0.12121212121212122,0.2222222222222222,0.02857142857142857,0.6666666666666666,0.51,0.7058823529411765,0.782608695652174,0.4722222222222222,0.17,0.47058823529411764,0.5333333333333333,0.5,0.03,0.3333333333333333,0.3333333333333333,1.0,0.11,0.36363636363636365,0.36363636363636365,1.0,0.18,0.4444444444444444,0.4444444444444444,1.0,0.6,0.75,0.1111111111111111,0.25,0.6,1.0,0.44,0.6363636363636364,0.12,0.3333333333333333,0.8,0.4444444444444444,0.538094,0.5977187500000001,0.5103159999999999,0.11009174311926606,0.15,0.2,0.2482758620689655,3.5295774647887326,24.882758620689657,0.2916666666666667,,1.0,1.0,2.0,,7.0,,4.0,3.0,,,,0.05,,0.08,0.5,,4.0,1.0,,,1.0,0.11764705882352941,0.02,0.043478260869565216,,,,,,,,,1.0,,,,,True,,,,
201935,1610612745,James Harden,James Harden,201935,HOU,9156.0,153,-28,311,309,56,59,16,620,13.0,20.0,,,2.0,7.0,3.0,7.0,,,,2.0,11.0,36.0,,2.0,2.0,8.0,16.0,27.0,11.0,38.0,26.0,91.0,368,,1.0,,2.0,1.0,1.0,3.0,9.0,2.0,8.0,7.0,19.0,4.0,28.0,6.0,27.0,,35.0,11.0,5.0,31.0,14.0,45.0,9.0,5.0,30.0,,104.0,,,12.0,2.0,1.0,15,,15,,5.0,3.0,11.0,7.0,3.0,1.0,1.0,14.0,1.0,2.0,5.0,10.0,,1.0,17.0,,,29.0,1.0,7.0,3.0,1.0,1.0,,2.0,1.0,19.0,56,3.0,0.125,0.125,0.18181818181818182,0.2894736842105263,,0.25,0.2972972972972973,0.5925925925925926,,0.3333333333333333,0.5,,0.35294117647058826,0.5789473684210527,0.125,0.42857142857142855,0.5846153846153846,0.18518518518518517,0.15,27.027027027027028,0.7857142857142857,0.2,0.02631578947368421,,0.1875,,0.1,,,,,0.058823529411764705,,,0.16326530612244897,0.26666666666666666,,0.5,0.3076923076923077,0.65,0.7647058823529411,0.07692307692307693,0.1076923076923077,0.42857142857142855,0.6,0.3333333333333333,,,,,0.03076923076923077,,,,0.5538461538461539,0.3055555555555556,0.3055555555555556,0.18181818181818182,,,,0.6666666666666666,,,0.4117647058823529,0.2857142857142857,0.47058823529411764,0.25,0.8923076923076924,0.3142857142857143,0.54410546875,,0.547346875,0.136986301369863,0.21212121212121213,0.01098901098901099,0.2087912087912088,3.185185185185185,27.021052631578947,0.18006430868167203,,,,,1.0,2.0,,4.0,,3.0,,,,,,,0.075,,1.0,1.0,,,0.2857142857142857,,,1.0,,1.0,,,,3.0,,,,,,,True,,,,
200782,1610612745,P.J. Tucker,P.J. Tucker,200782,HOU,16795.0,280,-5,571,565,123,109,44,1136,4.0,7.0,1.0,2.0,1.0,2.0,1.0,3.0,,,10.0,20.0,2.0,5.0,,,,1.0,5.0,10.0,12.0,25.0,6.0,52.0,653,1.0,3.0,,,,2.0,1.0,3.0,1.0,3.0,5.0,10.0,10.0,,36.0,,,5.0,2.0,1.0,8.0,8.0,16.0,7.0,1.0,7.0,1.0,40.0,7.0,1.0,13.0,23.0,4.0,40,8.0,48,1.0,5.0,3.0,2.0,2.0,7.0,1.0,1.0,9.0,,2.0,16.0,35.0,,3.0,15.0,2.0,4.0,7.0,,1.0,3.0,4.0,1.0,2.0,4.0,3.0,10.0,123,2.0,1.0,1.0,1.0,0.48,,0.3333333333333333,0.48,0.5,0.3333333333333333,0.3333333333333333,0.6571428571428571,0.3333333333333333,0.4166666666666667,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.7142857142857143,0.1,0.14285714285714285,7.568438003220612,0.2222222222222222,0.4444444444444444,0.1503267973856209,0.009009009009009009,0.11711711711711711,0.05263157894736842,0.13636363636363635,0.03278688524590164,0.015873015873015872,0.058823529411764705,0.03225806451612903,0.1016949152542373,0.15517241379310345,0.2222222222222222,0.13414634146341464,0.06896551724137931,0.058823529411764705,0.75,0.2,0.5714285714285714,0.6666666666666666,1.0,0.08571428571428572,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5714285714285714,0.5,0.5,1.0,0.14285714285714285,0.4,0.4,1.0,0.6666666666666666,0.5,1.0,,,,0.3333333333333333,0.5,0.16666666666666666,,0.9142857142857143,0.4,0.5646542857142858,0.39525,0.5124666666666666,0.027777777777777776,0.09090909090909091,0.038461538461538464,0.19230769230769232,3.45,23.531999999999996,0.21541155866900175,,,1.0,2.0,,2.0,1.0,,5.0,,1.0,,,,0.3333333333333333,0.5,,2.0,,,,3.0,,,,,,,,,,,,,1.0,1.0,,,True,,,,
