EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,ThreePtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BadPassOutOfBoundsTurnovers,DefLongMidRangeReboundPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,Corner3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,ShortMidRangeFGM,ShortMidRangeFGA,Charge Fouls,DefensiveGoaltends,ShortMidRangePctBlocked,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PtsUnassisted3s,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,Arc3PctBlocked,OffLongMidRangeReboundPct,LongMidRangeFGM,LongMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Defensive 3 Seconds Violations,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,on,Clear Path Fouls,BlockedCorner3,3SecondViolations
101141,1610612762,Ersan Ilyasova,Ersan Ilyasova,101141,UTA,3090.0,52,-1.0,100,98,14,30,9,198,1.0,3.0,1.0,2.0,5.0,1.0,2.0,4.0,9.0,1.0,1.0,5.0,4.0,14.0,3.0,17.0,100,1.0,1.0,1.0,3.0,2.0,12.0,9.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,5.0,3.0,3.0,6.0,5.0,11.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,6.0,11.0,1.0,4.0,1.0,3.0,1.0,14,2.0,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.2,0.3684210526315789,0.425,0.7368421052631579,0.2,0.3333333333333333,20.909090909090907,0.6666666666666666,0.125,0.11538461538461539,0.125,0.12,0.09615384615384616,0.13333333333333333,0.1,0.2857142857142857,0.09090909090909091,0.13043478260869565,0.15789473684210525,0.3333333333333333,0.5,1.0,0.10526315789473684,0.2631578947368421,0.47368421052631576,0.4444444444444444,0.4444444444444444,1.0,0.5,0.5,0.5,0.25,0.8947368421052632,0.4444444444444444,0.5124842105263158,0.483825,0.05,0.06666666666666667,8.86,25.27857142857142,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1626220,1610612762,Royce O'Neale,Royce O'Neale,1626220,UTA,1198.0,20,-12.0,39,44,13,11,3,83,,,,,,,,,1.0,,,,,1.0,,,41,,,,,,,1.0,,,,,,,,,,1.0,,3.0,3.0,1.0,4.0,,,,,,1.0,,1.0,,1.0,,,,,,13,,,,,,,,,,1.0,,,4.878048780487805,,0.21428571428571427,,0.1111111111111111,0.1111111111111111,0.05555555555555555,,0.3333333333333333,0.14285714285714285,,,,,,,,,1.0,,,,,,,,1.0,,0.5829,,,,,24.5,0.3333333333333333,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1629671,1610612762,Miye Oni,Miye Oni,1629671,UTA,31161.0,519,92.0,1065,1060,279,338,119,2125,5.0,11.0,4.0,,51.0,4.0,17.0,10.0,37.0,9.0,5.0,11.0,30.0,88.0,5.0,105.0,1097,4.0,7.0,6.0,26.0,6.0,90.0,36.0,10.0,2.0,5.0,23.0,28.0,11.0,3.0,,79.0,19.0,29.0,29.0,61.0,23.0,84.0,11.0,6.0,5.0,10.0,8.0,6.0,2.0,16.0,24.0,61.0,1.0,7.0,,6.0,,279,7.0,0.6,0.75,1.0,0.3409090909090909,0.3448275862068966,0.45454545454545453,0.5050505050505051,0.5147058823529411,0.8888888888888888,0.18181818181818182,0.18181818181818182,9.8744769874477,0.625,0.10469314079422383,0.11284046692607004,0.0625,0.10861423220973783,0.04742268041237113,0.07042253521126761,0.04395604395604396,0.075,0.09302325581395349,0.1141552511415525,0.1111111111111111,0.45454545454545453,0.5555555555555556,0.6,,0.5151515151515151,0.37373737373737376,0.2702702702702703,0.2702702702702703,1.0,0.36363636363636365,0.36363636363636365,0.53125,0.28125,1.0,0.2777777777777778,0.5529785714285714,0.5384661290322581,0.019801980198019802,,2.3,24.386363636363637,0.2619718309859155,2.0,0.16176470588235295,2.0,3.0,6.0,20.0,1.0,8.0,1.0,3.0,5.0,2.0,2.0,4.0,14.0,3.0,13.0,1.0,46.0,4.0,2.0,1.0,1.0,12.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,2.0,2.0,1.0,6.0,2.0,2.0,5.0,1.0,8.0,2.0,46.0,1.0,0.2857142857142857,0.5,0.5,0.5,0.45454545454545453,0.703125,0.5384615384615384,0.696969696969697,0.011363636363636364,0.0196078431372549,0.12,0.022099447513812154,0.04285714285714286,0.010526315789473684,0.10526315789473684,0.05,0.25,0.39215686274509803,0.4,1.0,0.5,0.5,0.25,1.0,0.2727272727272727,0.3333333333333333,1.0,0.1875,0.5,0.47058823529411764,0.5555555555555556,0.5703250000000001,0.15384615384615385,0.13333333333333333,0.4380952380952381,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1630235,1610612762,Trent Forrest,Trent Forrest,1630235,UTA,6859.0,114,-6.0,228,226,45,79,26,454,4.0,6.0,1.0,,4.0,,2.0,1.0,1.0,,10.0,15.0,1.0,5.0,4.0,27.0,245,3.0,,2.0,2.0,6.0,3.0,1.0,1.0,1.0,8.0,12.0,20.0,7.0,4.0,,52.0,,7.0,4.0,11.0,1.0,12.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,7.0,2.0,7.0,,7.0,,4.0,,45,1.0,0.3,0.3,1.0,0.2,0.2,0.6666666666666666,0.575,0.6136363636363636,0.25,0.06666666666666667,,11.372549019607844,0.5714285714285714,0.10256410256410256,0.1076923076923077,,0.10576923076923077,0.009259259259259259,,,0.09090909090909091,0.1111111111111111,0.1206896551724138,0.3,0.6666666666666666,0.6666666666666666,0.5,,0.2,0.05,1.0,1.0,1.0,0.3333333333333333,,0.5,,0.55,1.0,0.48260499999999995,0.4633125,0.09090909090909091,,6.826666666666667,23.98,0.19736842105263158,1.0,0.1,,,,,,,,,,2.0,,,4.0,1.0,,2.0,4.0,14.0,,,,5.0,4.0,1.0,,,,,,,1.0,1.0,,,2.0,,1.0,,,1.0,,1.0,1.0,4.0,,,,0.6666666666666666,0.5,0.6666666666666666,0.25,0.6666666666666666,0.4,,,,0.03333333333333333,0.07142857142857142,,,,1.0,,,,,,,,,,,,,,,0.3712,0.11764705882352941,0.14814814814814814,0.14814814814814814,6.0,9.0,1.0,1.0,0.1111111111111111,0.45,0.6666666666666666,0.75,0.16666666666666666,,,,,,,,,,,,,,,,,True,,,
203903,1610612762,Jordan Clarkson,Jordan Clarkson,203903,UTA,18453.0,308,154.0,630,626,160,175,76,1256,12.0,21.0,2.0,3.0,16.0,3.0,3.0,37.0,112.0,30.0,52.0,93.0,42.0,128.0,20.0,250.0,601,5.0,8.0,19.0,33.0,20.0,72.0,111.0,37.0,4.0,23.0,23.0,46.0,18.0,19.0,,115.0,3.0,22.0,27.0,49.0,5.0,54.0,9.0,5.0,4.0,12.0,6.0,10.0,6.0,22.0,4.0,12.0,1.0,28.0,,24.0,7.0,160,,0.19230769230769232,0.2,0.5714285714285714,0.328125,0.33070866141732286,0.5591397849462365,0.5203619909502263,0.5460526315789473,0.579185520361991,0.043010752688172046,,35.06311360448808,0.5454545454545454,0.15254237288135594,0.1437908496732026,0.017045454545454544,0.1484848484848485,0.017857142857142856,0.007874015748031496,0.04081632653061224,0.19230769230769232,0.13580246913580246,0.11940298507462686,0.09502262443438914,0.5714285714285714,0.5714285714285714,0.08333333333333333,0.013574660633484163,0.07239819004524888,0.5067873303167421,0.33035714285714285,0.33636363636363636,0.5135135135135135,0.15384615384615385,0.23076923076923078,0.057692307692307696,0.5769230769230769,0.6742081447963801,0.3333333333333333,0.49148636363636355,0.46988137254901957,0.05263157894736842,0.05303030303030303,7.054838709677419,25.81015625,0.25396825396825395,5.0,0.13636363636363635,1.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,9.0,4.0,4.0,3.0,23.0,12.0,11.0,3.0,60.0,84.0,4.0,1.0,3.0,5.0,4.0,2.0,,2.0,,1.0,2.0,1.0,9.0,,,1.0,5.0,,4.0,,,2.0,1.0,4.0,4.0,60.0,,0.5,0.3333333333333333,0.8,0.631578947368421,0.7692307692307693,0.5480769230769231,0.8214285714285714,0.5660377358490566,0.0234375,0.0625,,0.019230769230769232,,0.017543859649122806,0.3157894736842105,0.018018018018018018,1.0,0.3125,0.3333333333333333,1.0,0.5,,0.6666666666666666,1.0,0.38461538461538464,0.4,1.0,0.038461538461538464,1.0,0.6666666666666666,0.3,0.5258833333333333,0.052083333333333336,0.092,0.24,40.0,69.0,1.0,,0.057971014492753624,0.31221719457013575,0.5797101449275363,0.6153846153846154,0.225,54.0,2.0,3.0,1.0,1.0,0.017857142857142856,0.1,,,,,,,,,,True,,,
1627777,1610612762,Georges Niang,Georges Niang,1627777,UTA,23348.0,389,104.0,789,785,220,214,92,1574,6.0,13.0,4.0,6.0,32.0,4.0,7.0,32.0,71.0,18.0,26.0,53.0,47.0,103.0,12.0,205.0,792,7.0,11.0,14.0,25.0,36.0,138.0,71.0,32.0,3.0,13.0,9.0,22.0,8.0,9.0,3.0,53.0,4.0,24.0,32.0,61.0,7.0,68.0,12.0,8.0,4.0,20.0,12.0,11.0,8.0,31.0,12.0,39.0,4.0,10.0,,13.0,,220,2.0,0.6923076923076923,0.72,0.9787234042553191,0.4563106796116505,0.4563106796116505,0.49056603773584906,0.6185897435897436,0.6327160493827161,0.6602564102564102,0.05660377358490566,0.15384615384615385,21.612541993281077,0.6451612903225806,0.14883720930232558,0.12903225806451613,0.017241379310344827,0.1396508728179551,0.019230769230769232,0.01818181818181818,0.014925373134328358,0.14285714285714285,0.15151515151515152,0.13291139240506328,0.08333333333333333,0.46153846153846156,0.5454545454545454,0.8333333333333334,0.038461538461538464,0.20512820512820512,0.4551282051282051,0.4507042253521127,0.45714285714285713,0.96875,0.2222222222222222,0.2222222222222222,0.1794871794871795,0.46153846153846156,0.7435897435897436,0.4507042253521127,0.5133948717948718,0.49138205128205126,0.037267080745341616,,8.10754716981132,24.880582524271844,0.2788339670468948,3.0,0.15,2.0,2.0,3.0,15.0,,2.0,3.0,7.0,8.0,4.0,3.0,3.0,20.0,7.0,10.0,5.0,49.0,16.0,2.0,,2.0,1.0,1.0,3.0,5.0,1.0,,,1.0,1.0,9.0,1.0,,1.0,6.0,1.0,2.0,,,1.0,1.0,2.0,1.0,49.0,1.0,0.2727272727272727,0.4,0.5714285714285714,0.5,0.4722222222222222,0.5641025641025641,0.5263157894736842,0.5975609756097561,0.019417475728155338,0.03125,0.29411764705882354,0.022727272727272728,0.04,0.014084507042253521,0.10714285714285714,0.01282051282051282,0.5,0.46875,0.4838709677419355,1.0,0.5,0.5,,,0.3888888888888889,0.42857142857142855,1.0,0.07692307692307693,0.6666666666666666,0.2857142857142857,0.4444444444444444,0.482205,0.10344827586206896,0.0975609756097561,0.23902439024390243,19.0,34.0,2.0,,,0.21794871794871795,0.5588235294117647,0.5588235294117647,0.631578947368421,3.0,1.0,,,,0.014084507042253521,,1.0,0.16666666666666666,0.16666666666666666,0.2,1.0,,,,,True,,,
1629744,1610612762,Matt Thomas,Matt Thomas,1629744,UTA,4530.0,76,,154,153,19,47,17,307,2.0,2.0,,9.0,6.0,2.0,1.0,7.0,19.0,,11.0,15.0,9.0,25.0,,49.0,172,3.0,3.0,1.0,1.0,14.0,27.0,19.0,7.0,,3.0,4.0,7.0,1.0,3.0,,18.0,1.0,3.0,7.0,10.0,3.0,13.0,1.0,1.0,,4.0,3.0,3.0,1.0,7.0,4.0,6.0,,,,,,19,,0.6363636363636364,0.7,1.0,0.36,0.36,0.7333333333333333,0.6125,0.6125,0.625,,,27.167630057803468,0.5714285714285714,0.21875,0.08108108108108109,0.019230769230769232,0.14492753623188406,0.0410958904109589,0.029411764705882353,,0.1111111111111111,0.42857142857142855,0.06451612903225806,0.05,1.0,1.0,1.0,0.225,0.15,0.475,0.3684210526315789,0.3888888888888889,1.0,,0.3333333333333333,0.5,,0.675,0.3684210526315789,0.46210000000000007,0.44909999999999994,,,13.62,25.424,0.12337662337662338,1.0,,,,,2.0,1.0,,,1.0,,2.0,1.0,,7.0,1.0,,,2.0,8.0,2.0,,1.0,3.0,,2.0,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,2.0,,0.3333333333333333,,0.6666666666666666,1.0,0.5833333333333334,0.5,0.5833333333333334,0.5,0.04,,,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.05555555555555555,,0.3333333333333333,0.3333333333333333,1.0,,,0.5,1.0,0.16666666666666666,,,,,,,0.48017000000000004,,0.14285714285714285,0.04081632653061224,1.0,4.0,,,,0.1,0.25,0.25,1.0,,,,,,0.05263157894736842,,8.0,,0.8888888888888888,0.8888888888888888,0.5,,,,,True,,,
204060,1610612762,Joe Ingles,Joe Ingles,204060,UTA,12066.0,201,66.0,404,409,113,92,43,813,10.0,16.0,,1.0,10.0,3.0,2.0,15.0,38.0,12.0,17.0,25.0,18.0,48.0,20.0,108.0,428,,7.0,3.0,14.0,4.0,30.0,38.0,15.0,4.0,19.0,20.0,39.0,14.0,13.0,,98.0,,10.0,9.0,19.0,1.0,20.0,7.0,5.0,2.0,9.0,7.0,7.0,2.0,16.0,2.0,17.0,1.0,18.0,,21.0,,113,2.0,0.11764705882352941,0.11764705882352941,0.5555555555555556,0.375,0.375,0.68,0.6027397260273972,0.6585365853658537,0.6575342465753424,0.16,0.125,21.77777777777778,0.5625,0.09,0.10101010101010101,,0.09547738693467336,0.005813953488372093,,,0.045454545454545456,0.10869565217391304,0.1,0.2191780821917808,0.625,0.7142857142857143,0.1,0.0136986301369863,0.136986301369863,0.5205479452054794,0.39473684210526316,0.39473684210526316,0.4666666666666667,,0.42857142857142855,0.11764705882352941,0.7058823529411765,0.8767123287671232,0.39473684210526316,0.5140208333333333,0.5126375000000001,0.10256410256410256,,5.047999999999999,25.718750000000004,0.27970297029702973,3.0,0.09375,,2.0,2.0,3.0,1.0,,2.0,4.0,4.0,,3.0,2.0,11.0,2.0,4.0,12.0,28.0,30.0,,,,6.0,6.0,1.0,,,3.0,,,,5.0,3.0,,1.0,8.0,4.0,,1.0,1.0,,,1.0,1.0,28.0,4.0,0.42857142857142855,0.2857142857142857,,0.6666666666666666,0.6428571428571429,0.47058823529411764,0.6875,0.6086956521739131,,,,0.017857142857142856,,0.03333333333333333,0.10526315789473684,,1.0,0.3,0.3,1.0,,,0.3333333333333333,1.0,0.5714285714285714,0.5,0.5,0.11764705882352941,1.0,,0.3333333333333333,0.53508,0.26666666666666666,0.10185185185185185,0.25925925925925924,6.0,8.0,,,0.25,0.1095890410958904,0.75,1.0,0.16666666666666666,24.0,3.0,,,,,,1.0,,1.0,1.0,,,,,,True,,,
1628378,1610612762,Donovan Mitchell,Donovan Mitchell,1628378,UTA,2178.0,36,-15.0,75,76,31,28,9,151,6.0,6.0,1.0,1.0,1.0,,,2.0,5.0,2.0,9.0,18.0,2.0,6.0,8.0,32.0,94,3.0,1.0,8.0,2.0,2.0,6.0,5.0,2.0,1.0,2.0,5.0,7.0,2.0,1.0,,19.0,,1.0,3.0,4.0,2.0,6.0,2.0,2.0,,3.0,1.0,,2.0,3.0,1.0,2.0,,6.0,,10.0,,31,,0.1111111111111111,0.1111111111111111,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5517241379310345,0.25,0.05555555555555555,,36.7816091954023,1.0,0.1111111111111111,0.09090909090909091,,0.10526315789473684,0.05128205128205128,,,0.1111111111111111,0.16666666666666666,0.14285714285714285,0.25,1.0,1.0,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.20833333333333334,0.4,0.4,1.0,0.25,,,0.2,0.5,0.4,0.4713041666666667,0.45463,0.1111111111111111,,7.050000000000001,25.683333333333334,0.41333333333333333,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,7.0,3.0,1.0,5.0,14.0,16.0,,,,3.0,1.0,2.0,,2.0,,,,,2.0,,,,3.0,2.0,1.0,,,,1.0,1.0,1.0,14.0,2.0,1.0,0.5,0.3333333333333333,0.375,0.625,0.45,0.7,0.5384615384615384,,,,0.08695652173913043,,0.15384615384615385,,0.16666666666666666,1.0,,,,1.0,1.0,,,0.25,1.0,1.0,0.1,1.0,,0.5,0.47175,0.14285714285714285,0.21875,0.4375,2.0,11.0,,,0.09090909090909091,0.4583333333333333,0.18181818181818182,0.2,,,,,,,,,1.0,,1.0,1.0,,,,,,True,,,
202324,1610612762,Derrick Favors,Derrick Favors,202324,UTA,2648.0,44,,92,85,32,15,16,177,5.0,8.0,3.0,2.0,,,,,,,8.0,13.0,,,2.0,18.0,91,4.0,,7.0,,12.0,,,,1.0,,,,,,,,3.0,7.0,3.0,11.0,8.0,19.0,2.0,2.0,,,,2.0,,2.0,5.0,7.0,1.0,3.0,,4.0,,32,,0.75,1.0,,,,0.6153846153846154,0.6153846153846154,0.6,,0.07692307692307693,0.125,15.454545454545453,,0.12,0.30434782608695654,0.13043478260869565,0.20833333333333334,0.15384615384615385,0.13333333333333333,0.125,,0.2,0.3157894736842105,0.6153846153846154,0.625,0.7142857142857143,0.8,0.15384615384615385,,,,,,0.75,,,,0.6153846153846154,,0.48775384615384615,0.5302142857142857,0.13333333333333333,,5.892307692307693,,0.34782608695652173,1.0,0.14285714285714285,2.0,3.0,5.0,,,,,,,3.0,,1.0,7.0,4.0,,,8.0,4.0,4.0,,,,,5.0,1.0,,,,,1.0,1.0,1.0,1.0,,2.0,,2.0,,,2.0,,2.0,2.0,8.0,,,,0.75,0.5714285714285714,0.75,0.5714285714285714,0.7,0.5714285714285714,,,1.0,0.1724137931034483,0.1111111111111111,0.26666666666666666,0.25,,1.0,,,,0.6666666666666666,0.5,,,,,,0.7142857142857143,0.6,,,0.6061,0.13333333333333333,0.3888888888888889,0.4444444444444444,3.0,3.0,,,,0.23076923076923078,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,True,,,
