EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,FG2A,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Usage,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Corner3Assists,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyCorner3FGM,PenaltyFtPoints,ShortMidRangeAssists,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceCorner3FGM,SecondChanceFG2M,PtsPutbacks,Arc3Assists,LongMidRangeAssists,FTDefRebounds,LostBallTurnovers,Loose Ball Fouls Drawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,AtRimPctBlocked,DefFTReboundPct,OffAtRimReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,LongMidRangeFGM,SelfOReb,Travels,Charge Fouls,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceFtPoints,ThreePtShootingFoulsDrawn,BlockedArc3,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,DefCorner3ReboundPct,LostBallOutOfBoundsTurnovers,Offensive Fouls,SecondChanceAtRimPctAssisted,NonShootingPenaltyNonTakeFoulsDrawn,on,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,BlockedLongMidRange,OffCorner3ReboundPct,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffensiveGoaltends,3pt And 1 Free Throw Trips,DefensiveGoaltends,Defensive 3 Seconds Violations,HeaveMakes,Corner3PctBlocked,Clear Path Fouls,3SecondViolations
1626245,1610612741,Cristiano Felicio,Cristiano Felicio,1626245,CHI,542.0,9.0,-2.0,21,19,6.0,17.0,6.0,40,1.0,1.0,1.0,1.0,16.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,6.0,7.692307692307692,0.5,0.3333333333333333,0.1666666666666666,0.2,0.1666666666666666,0.1818181818181818,0.5,0.2,1.0,1.0,1.0,1.0,1.0,0.5847,0.5847,0.5847,0.5,0.5,2.6,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1627756,1610612741,Denzel Valentine,Denzel Valentine,1627756,CHI,3350.0,56.0,13.0,120,120,30.0,30.0,11.0,240,4.0,,1.0,11.0,112.0,,3.0,,1.0,,3.0,,1.0,,6.0,10.0,1.0,11.0,2.0,2.0,1.0,30.0,23.66412213740458,,0.1875,0.05,,0.175438596491228,0.0178571428571428,,,0.5,0.1428571428571428,,0.1428571428571428,0.75,0.5225607142857143,0.5876250000000001,0.5205285714285715,0.0344827586206896,0.0833333333333333,6.454545454545454,0.25,3.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,5.0,15.0,1.0,1.0,2.0,3.0,6.0,6.0,17.0,2.0,32.0,1.0,2.0,3.0,1.0,2.0,4.0,8.0,2.0,10.0,15.0,3.0,15.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,0.1666666666666666,0.1666666666666666,0.8333333333333334,0.3529411764705882,0.5,0.5,0.3529411764705882,0.5454545454545454,0.3333333333333333,0.5357142857142857,0.75,0.5714285714285714,0.5517241379310345,0.75,0.5714285714285714,0.6071428571428571,0.0909090909090909,0.2,0.5,0.16,0.25,0.1428571428571428,0.0833333333333333,0.2,0.75,0.75,0.3333333333333333,0.1785714285714285,0.6,0.75,0.0714285714285714,0.0714285714285714,0.5,0.5,1.0,0.5357142857142857,0.3333333333333333,0.3333333333333333,0.8,0.5,0.5,1.0,1.0,0.1428571428571428,0.4285714285714285,0.6666666666666666,0.3333333333333333,0.09375,0.25,25.82352941176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1627853,1610612741,Ryan Arcidiacono,Ryan Arcidiacono,1627853,CHI,1981.0,33.0,9.0,68,70,18.0,26.0,5.0,138,2.0,,,2.0,61.0,,,3.0,3.0,2.0,6.0,1.0,,,3.0,8.0,1.0,9.0,3.0,3.0,1.0,18.0,15.068493150684931,,0.1666666666666666,,0.05,0.2424242424242424,0.0333333333333333,,0.0588235294117647,0.25,0.25,,,1.0,0.5977874999999999,,0.57075,0.125,0.5,2.1,0.2647058823529412,2.0,,,,1.0,3.0,,2.0,1.0,3.0,,,,1.0,2.0,2.0,6.0,3.0,13.0,,,,,1.0,3.0,5.0,2.0,2.0,6.0,,3.0,1.0,,,,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,5.0,0.5,0.5,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,1.0,,0.625,,0.5,0.7222222222222222,,0.625,0.75,,,0.5,0.3333333333333333,,0.1,0.25,0.3571428571428571,1.0,1.0,0.5,,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,0.6666666666666666,0.3333333333333333,,0.3333333333333333,,0.3846153846153846,25.03333333333333,1.0,2.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1628436,1610612741,Luke Kornet,Luke Kornet,1628436,CHI,5628.0,94.0,9.0,201,197,45.0,68.0,19.0,398,3.0,1.0,1.0,4.0,193.0,1.0,1.0,2.0,4.0,1.0,10.0,,1.0,,10.0,14.0,1.0,15.0,4.0,4.0,2.0,45.0,13.6986301369863,,0.2127659574468085,0.0294117647058823,,0.1304347826086956,0.0113636363636363,,,,0.1111111111111111,0.3333333333333333,0.2,0.9629629629629628,0.5497833333333334,0.6333833333333333,0.5752499999999999,0.0689655172413793,0.3333333333333333,2.8,0.2238805970149253,2.0,1.0,1.0,,3.0,4.0,1.0,2.0,3.0,19.0,,1.0,,2.0,3.0,6.0,23.0,2.0,26.0,1.0,2.0,5.0,1.0,1.0,4.0,5.0,4.0,2.0,18.0,,19.0,3.0,1.0,2.0,,2.0,2.0,,2.0,1.0,,,,1.0,,1.0,1.0,5.0,0.6666666666666666,1.0,1.0,0.2608695652173913,0.5,0.25,0.2608695652173913,0.75,1.0,0.4444444444444444,0.8333333333333334,0.5,0.4482758620689655,0.8333333333333334,0.5,0.8518518518518519,0.25,,1.0,0.0444444444444444,,0.2,0.3333333333333333,0.0555555555555555,0.6666666666666666,1.0,0.5,0.037037037037037,1.0,1.0,,0.1481481481481481,0.75,0.75,1.0,0.7037037037037037,0.1578947368421052,0.1578947368421052,1.0,0.3333333333333333,0.3333333333333333,,,0.4,0.4,,0.1578947368421052,0.1923076923076923,0.1923076923076923,25.830434782608695,1.0,,,,,,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,5.0,1.0,1.0,7.0,5.0,1.0,0.3333333333333333,0.3333333333333333,0.0666666666666666,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1629690,1610612741,Adam Mokoka,Adam Mokoka,1629690,CHI,510.0,8.0,,20,18,6.0,16.0,5.0,38,1.0,,,1.0,14.0,,,,,,,,,,,1.0,,1.0,,,,6.0,8.0,,,,,0.1428571428571428,,,,,0.5,,,1.0,0.574075,,,,,2.2,0.3,1.0,,,,,1.0,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,1.0,,0.5,,,0.5,,,0.5,,,,0.2,,,,0.2,1.0,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1630172,1610612741,Patrick Williams,Patrick Williams,1630172,CHI,2131.0,36.0,11.0,76,75,18.0,32.0,9.0,151,5.0,1.0,2.0,11.0,53.0,1.0,3.0,,1.0,,3.0,,2.0,,4.0,8.0,2.0,10.0,2.0,3.0,2.0,18.0,23.25581395348837,,0.1904761904761904,0.125,,0.1666666666666666,0.0555555555555555,0.1111111111111111,,,0.3333333333333333,1.0,0.5,0.6,0.5099466666666667,0.8403,0.600725,0.125,0.1666666666666666,9.318181818181818,0.2368421052631578,3.0,,1.0,5.0,,1.0,,,,3.0,,,,1.0,5.0,,4.0,2.0,12.0,,,2.0,2.0,,1.0,4.0,6.0,4.0,,,3.0,,1.0,1.0,,3.0,,,,2.0,,,2.0,4.0,1.0,1.0,2.0,4.0,0.6,0.75,,,,,,0.4545454545454545,0.6666666666666666,0.3333333333333333,1.0,0.5,0.375,1.0,0.5,0.2666666666666666,0.0909090909090909,1.0,0.5,0.1428571428571428,,0.2,0.2222222222222222,0.1764705882352941,0.6,0.6,0.6666666666666666,0.0666666666666666,,,0.3333333333333333,0.0666666666666666,,,,0.2,,,,,,,,,0.25,,,0.1666666666666666,0.3333333333333333,25.675,,,,,1.0,,,1.0,2.0,,1.0,2.0,1.0,,1.0,2.0,,2.0,,1.0,,1.0,2.0,1.0,1.0,,0.5,0.1666666666666666,0.5,,1.0,,,1.0,,,2.0,1.0,1.0,1.0,0.1111111111111111,0.4,0.4,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
203107,1610612741,Tomas Satoransky,Tomas Satoransky,203107,CHI,3303.0,55.0,13.0,117,117,23.0,40.0,8.0,234,5.0,,2.0,7.0,118.0,,3.0,8.0,8.0,7.0,16.0,1.0,1.0,,3.0,9.0,2.0,11.0,7.0,8.0,3.0,23.0,13.709677419354838,,0.1,0.0526315789473684,0.037037037037037,0.1578947368421052,0.0434782608695652,,0.04,0.1666666666666666,0.4545454545454545,,0.4,0.8181818181818182,0.5676772727272728,,0.5763100000000001,0.2857142857142857,0.3333333333333333,5.357142857142857,0.1965811965811965,4.0,,,2.0,,,,,2.0,4.0,,1.0,,2.0,5.0,2.0,4.0,7.0,23.0,,1.0,3.0,2.0,,2.0,4.0,6.0,4.0,6.0,,4.0,2.0,,,,6.0,,,,2.0,1.0,2.0,1.0,3.0,,2.0,3.0,4.0,0.6,0.6,1.0,0.5,,,0.5,0.7142857142857143,0.6666666666666666,0.7272727272727273,,0.4,0.8214285714285714,0.75,0.4,0.3636363636363636,,,0.6666666666666666,0.2222222222222222,0.1666666666666666,0.0909090909090909,0.0769230769230769,0.3,0.8,0.8,0.75,,,,0.1818181818181818,,,,,0.3636363636363636,0.5,0.5,1.0,,1.0,,,,0.4,,0.5,0.1304347826086956,0.1739130434782608,25.95,,,1.0,,1.0,,,,2.0,,,,,,,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,1.0,,,1.0,,,,,0.5,0.5,,3.0,1.0,1.0,0.2,,,,,,,True,,,,,,,,,,,,,,,,,,
1629653,1610612741,Devon Dotson,Devon Dotson,1629653,CHI,435.0,7.0,,17,16,3.0,16.0,4.0,33,2.0,,,4.0,12.0,,1.0,,,,,,,,,1.0,,1.0,1.0,,,3.0,19.047619047619047,,,,,0.1428571428571428,,,,,0.5,,,0.5,0.589275,,0.3926,,,9.325,0.1764705882352941,1.0,,,2.0,,,,,,,,,,,2.0,,,,4.0,,,,1.0,,,2.0,2.0,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,2.0,0.5,0.5,,,,,,0.5,1.0,0.5,,1.0,0.5,,1.0,,0.25,,,0.2,,,,0.2,0.5,1.0,1.0,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,1.0,,,,,0.5,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1628374,1610612741,Lauri Markkanen,Lauri Markkanen,1628374,CHI,304.0,5.0,-16.0,12,12,,,,24,,,,1.0,19.0,,,,,,,,,,1.0,2.0,,2.0,,,,,25.0,,1.0,,,0.25,,,,,,,,0.6666666666666666,0.5264000000000001,,,,,4.9,,,,1.0,,,,,,1.0,2.0,,,,,,1.0,2.0,,3.0,,,,,,,,,,3.0,,2.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,0.5,,,0.5,,,0.5,,,0.5,,,0.6666666666666666,,,,,,1.0,,,,,,0.3333333333333333,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,0.5,,,25.85,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1629632,1610612741,Coby White,Coby White,1629632,CHI,2733.0,46.0,-2.0,98,96,19.0,12.0,10.0,194,9.0,2.0,3.0,13.0,97.0,2.0,3.0,3.0,7.0,3.0,18.0,,1.0,,,8.0,1.0,9.0,5.0,2.0,1.0,19.0,28.703703703703702,,,0.0666666666666666,,0.175,0.0208333333333333,,,,0.391304347826087,0.5,0.6,0.8260869565217391,0.5536695652173913,0.7051499999999999,0.6088899999999999,0.0416666666666666,0.0714285714285714,7.076923076923077,0.1938775510204081,6.0,,,4.0,,,,,1.0,10.0,1.0,2.0,,2.0,9.0,1.0,10.0,2.0,23.0,1.0,2.0,5.0,2.0,,2.0,6.0,4.0,14.0,3.0,,10.0,1.0,2.0,4.0,2.0,7.0,,,,6.0,1.0,4.0,1.0,7.0,,3.0,5.0,6.0,0.2222222222222222,0.2222222222222222,1.0,0.1,0.5,,0.1,0.6923076923076923,0.6666666666666666,0.4565217391304347,0.625,0.4,0.4791666666666667,0.625,0.5,0.4347826086956521,0.1538461538461538,,0.8571428571428571,0.3684210526315789,,,,0.3076923076923077,0.6666666666666666,0.8571428571428571,0.1666666666666666,,,,0.1739130434782608,,,,,0.4347826086956521,0.1,0.1,1.0,,0.5,0.5,1.0,,0.4,,0.1,0.217391304347826,0.2608695652173913,26.079999999999995,,2.0,,,,,,1.0,2.0,,1.0,,2.0,,1.0,2.0,,,,,,,,,0.5,0.2222222222222222,0.3333333333333333,0.1666666666666666,,,0.5,,,0.6666666666666666,,,3.0,,,,,0.75,0.75,0.3333333333333333,,,,,1.0,0.5,,,,,True,,,,,,,,,,,,,,,,,,
