EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGA,FG2M,FG2A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Travels,Offensive Fouls Drawn,BlockedLongMidRange,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Corner3Assists,Charge Fouls Drawn,Technical Free Throw Trips,LostBallSteals,Charge Fouls,Loose Ball Fouls,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,PtsUnassisted3s,StepOutOfBoundsTurnovers,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,SecondChanceArc3FGM,SecondChanceArc3Accuracy,on,BlockedCorner3,DefensiveGoaltends,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,HeaveMakes,3SecondViolations
1626161,1610612742,Willie Cauley-Stein,Willie Cauley-Stein,1626161,DAL,658.0,11,-1.0,24,24,21.0,7,3.0,48,1.0,2.0,1.0,2.0,1.0,2.0,3.0,24,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,21.0,1.0,0.5,0.5,0.5,0.75,0.75,0.75,0.75,1.0,10.714285714285714,1.0,0.14285714285714285,0.16666666666666666,0.09090909090909091,0.06666666666666667,0.25,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.552975,0.552975,1.0,25.45,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1626246,1610612742,Boban Marjanovic,Boban Marjanovic,1626246,DAL,16280.0,271,23.0,553,546,143.0,145,76.0,1099,1.0,8.0,,5.0,1.0,8.0,156.0,577,,5.0,31.0,3.0,8.0,1.0,8.0,25.0,81.0,47.0,128.0,7.0,2.0,12.0,2.0,31.0,143.0,1.0,0.125,,0.125,0.5122950819672131,0.5,0.5611510791366906,0.5344827586206896,0.06557377049180328,23.4472049689441,0.5833333333333334,0.21739130434782608,0.07766990291262135,0.2901960784313726,0.1618705035971223,0.0641025641025641,0.047619047619047616,0.06557377049180328,0.125,0.125,1.0,0.19230769230769232,,0.5819672131147541,0.125,0.5177934426229507,0.5147288461538462,0.1987179487179487,26.3625,0.2585895117540687,41.0,63.0,16.0,32.0,7.0,12.0,17.0,41.0,3.0,10.0,1.0,61.0,114.0,31.0,18.0,37.0,1.0,12.0,48.0,13.0,21.0,5.0,74.0,48.0,36.0,15.0,9.0,1.0,10.0,1.0,5.0,2.0,2.0,21.0,37.0,2.0,49.0,7.0,7.0,2.0,2.0,1.0,5.0,2.0,5.0,1.0,16.0,29.0,1.0,29.0,3.0,38.0,4.0,19.0,2.0,6.0,5.0,1.0,6.0,5.0,1.0,2.0,2.0,0.6065573770491803,0.8604651162790697,0.5350877192982456,0.4864864864864865,0.6190476190476191,0.47368421052631576,0.5333333333333333,0.13157894736842105,0.12698412698412698,0.12195121951219512,0.2,0.5,0.13333333333333333,0.35,0.21142857142857144,0.26666666666666666,0.22988505747126436,0.11627906976744186,0.12,0.32558139534883723,0.41935483870967744,0.2571428571428571,0.2553191489361702,0.1590909090909091,0.8333333333333334,0.5163934426229508,0.6507936507936508,0.7454545454545455,0.6097560975609756,0.3360655737704918,0.4146341463414634,0.4722222222222222,0.6470588235294118,0.08196721311475409,0.3,0.375,0.3333333333333333,0.8421052631578947,0.5,0.02631578947368421,0.46153846153846156,0.5833333333333334,0.6488321428571427,0.1386861313868613,0.14728682170542637,0.3076923076923077,4.882456140350877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1628411,1610612742,Wes Iwundu,Wes Iwundu,1628411,DAL,2789.0,46,13.0,99,98,38.0,22,14.0,197,,3.0,,1.0,1.0,5.0,19.0,84,1.0,3.0,11.0,3.0,3.0,,,6.0,6.0,,6.0,,,1.0,,11.0,38.0,1.0,0.2,0.3333333333333333,0.2,0.5,0.4375,0.5588235294117647,0.55,0.3333333333333333,15.65217391304348,,0.2608695652173913,,0.13333333333333333,,,0.25,0.2,,,,0.125,,0.8,,0.48582333333333333,0.47901249999999995,0.5789473684210527,24.639999999999997,0.3838383838383838,5.0,7.0,,,1.0,2.0,1.0,2.0,,1.0,,6.0,10.0,4.0,,,,,,2.0,5.0,4.0,10.0,2.0,,2.0,1.0,,1.0,,,1.0,,2.0,,,,,,1.0,1.0,,1.0,,,,1.0,2.0,,6.0,,5.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,,,0.8333333333333334,0.8333333333333334,0.6,,0.4,,,0.2,0.14285714285714285,0.5,,,,,,,,,,,,,0.2631578947368421,,1.0,0.4666666666666667,0.7142857142857143,0.8333333333333334,0.8,0.13333333333333333,0.5,1.0,1.0,0.06666666666666667,,,,,,,0.25,0.5,,0.125,0.18181818181818182,,5.13,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.13333333333333333,0.5,0.5,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1630179,1610612742,Tyrell Terry,Tyrell Terry,1630179,DAL,1738.0,29,12.0,58,57,35.0,21,10.0,115,,3.0,,2.0,,3.0,1.0,43,,2.0,1.0,,3.0,,,2.0,4.0,,4.0,1.0,1.0,1.0,1.0,1.0,35.0,,,,,,,0.07142857142857142,0.125,0.5,11.594202898550726,1.0,0.125,,0.14285714285714285,,,,0.5,,,,0.6666666666666666,,0.5,,0.426825,0.48206666666666664,1.0,26.933333333333334,0.603448275862069,,,,,,,,2.0,,1.0,,,3.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,2.0,,1.0,,,5.0,,,2.0,,,2.0,2.0,,,,,,1.0,1.0,,2.0,,3.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,0.4,0.2222222222222222,,,,,,,0.3333333333333333,,,,0.16666666666666666,,,,,,,,,,,,,11.933333333333332,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1630182,1610612742,Josh Green,Josh Green,1630182,DAL,6181.0,103,36.0,218,213,83.0,62,32.0,431,,1.0,,,,4.0,22.0,188,,1.0,15.0,,1.0,,3.0,5.0,10.0,4.0,14.0,2.0,1.0,4.0,,15.0,83.0,,,,,0.4090909090909091,0.875,0.4230769230769231,0.75,0.18181818181818182,11.764705882352942,0.5,0.09803921568627451,0.06521739130434782,0.08653846153846154,0.038461538461538464,0.058823529411764705,0.16666666666666666,0.045454545454545456,,,,,,0.6363636363636364,,0.5305227272727273,0.55138125,0.6818181818181818,23.349999999999998,0.38073394495412843,6.0,10.0,1.0,2.0,4.0,4.0,1.0,5.0,2.0,3.0,,9.0,18.0,4.0,1.0,4.0,,1.0,3.0,7.0,7.0,1.0,10.0,8.0,,3.0,4.0,3.0,7.0,2.0,4.0,,,17.0,1.0,,4.0,1.0,,3.0,1.0,1.0,2.0,,1.0,1.0,3.0,11.0,,10.0,,9.0,1.0,5.0,,,,,,,,1.0,,0.5555555555555556,0.5555555555555556,0.5,0.25,1.0,0.25,0.3,0.16666666666666666,0.1,0.4,,0.14285714285714285,,0.07547169811320754,0.017241379310344827,0.043478260869565216,,,0.08333333333333333,0.125,,0.1111111111111111,0.07692307692307693,,,0.45454545454545453,0.6,0.6666666666666666,0.5,0.22727272727272727,0.2,0.3333333333333333,,0.13636363636363635,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,,0.5,1.0,0.4999,0.19230769230769232,0.22727272727272727,0.13636363636363635,6.8388888888888895,,3.0,,1.0,,2.0,,0.13636363636363635,,,,0.125,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
203504,1610612742,Trey Burke,Trey Burke,203504,DAL,6669.0,111,8.0,228,229,65.0,75,33.0,457,4.0,12.0,,3.0,6.0,19.0,59.0,249,,6.0,12.0,15.0,12.0,4.0,,4.0,7.0,2.0,9.0,3.0,3.0,5.0,,12.0,65.0,0.8333333333333334,0.3157894736842105,,0.3157894736842105,0.5510204081632653,0.38461538461538464,0.5673076923076923,0.42857142857142855,0.3877551020408163,21.428571428571427,0.6,0.09090909090909091,,0.07368421052631578,0.018018018018018018,,0.25,0.24489795918367346,0.3333333333333333,0.3333333333333333,0.75,0.23076923076923078,,0.5714285714285714,0.3333333333333333,0.5136208333333333,0.5301384615384616,0.2033898305084746,25.036842105263162,0.2850877192982456,6.0,9.0,1.0,2.0,1.0,2.0,7.0,9.0,5.0,12.0,3.0,18.0,30.0,5.0,2.0,3.0,4.0,,4.0,5.0,7.0,2.0,8.0,28.0,2.0,1.0,4.0,4.0,8.0,2.0,4.0,,,20.0,2.0,,3.0,,1.0,4.0,2.0,1.0,2.0,,,,4.0,5.0,,7.0,1.0,6.0,,3.0,,1.0,,1.0,1.0,1.0,,,,0.2222222222222222,0.23529411764705882,0.6,0.6666666666666666,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.03333333333333333,,0.1111111111111111,,,,0.058823529411764705,0.029411764705882353,,0.03125,0.0625,,,,0.2,0.05555555555555555,0.041666666666666664,1.0,0.1836734693877551,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.1836734693877551,0.7777777777777778,0.875,,0.24489795918367346,0.4166666666666667,0.4166666666666667,0.4,0.2857142857142857,0.5,0.42857142857142855,0.15384615384615385,0.5,0.5529399999999999,0.057692307692307696,0.09090909090909091,0.06779661016949153,10.06,2.0,7.0,,3.0,,,,0.14285714285714285,0.2857142857142857,0.2857142857142857,1.0,0.23076923076923078,,2.0,,,2.0,,,,1.0,3.0,1.0,0.14285714285714285,,,,,,,,,,True,,,,,,,,,,,,,,,
1626196,1610612742,Josh Richardson,Josh Richardson,1626196,DAL,4694.0,78,-13.0,149,147,16.0,23,18.0,296,3.0,8.0,,1.0,4.0,9.0,30.0,173,,1.0,,12.0,8.0,3.0,,2.0,7.0,,7.0,1.0,1.0,2.0,,,16.0,1.0,0.4444444444444444,,0.4444444444444444,0.4642857142857143,,0.5,,0.32142857142857145,18.39080459770115,0.5,0.07407407407407407,,0.09210526315789473,,,0.5,0.2857142857142857,0.375,0.375,1.0,1.0,,0.42857142857142855,0.375,0.47353571428571434,0.5811,,25.61111111111111,0.10738255033557047,2.0,3.0,,,,,3.0,11.0,2.0,5.0,,7.0,19.0,4.0,,2.0,,,,,,,4.0,10.0,,1.0,,2.0,2.0,1.0,,,,6.0,,,5.0,,,,,,1.0,,,,,,,3.0,,4.0,,2.0,,,,,,,,,,0.2857142857142857,0.2857142857142857,0.3684210526315789,,,,,0.05263157894736842,,,0.2,,,0.10204081632653061,,,,,,,0.09090909090909091,0.25,0.04,,,0.10714285714285714,0.6666666666666666,0.6666666666666666,0.5,0.39285714285714285,0.2727272727272727,0.2727272727272727,,0.17857142857142858,0.4,0.5,0.5,,,,,,0.4189,0.06666666666666667,0.09523809523809523,,9.984210526315788,1.0,1.0,,,,,,0.03571428571428571,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,
1627827,1610612742,Dorian Finney-Smith,Dorian Finney-Smith,1627827,DAL,6655.0,111,-2.0,216,214,34.0,45,28.0,430,5.0,8.0,,,6.0,13.0,26.0,235,1.0,2.0,5.0,18.0,8.0,5.0,5.0,3.0,9.0,6.0,15.0,2.0,2.0,5.0,,5.0,34.0,1.0,0.46153846153846156,0.5,0.46153846153846156,0.6,0.8333333333333334,0.6190476190476191,0.8333333333333334,0.65,10.358565737051794,0.4,0.07317073170731707,0.10869565217391304,0.07407407407407407,0.05263157894736842,0.08571428571428572,0.14285714285714285,0.4,0.625,0.625,1.0,,,0.85,0.625,0.5503475,0.6868,0.19230769230769232,25.107692307692307,0.1574074074074074,3.0,4.0,3.0,4.0,1.0,1.0,,2.0,,1.0,,3.0,7.0,2.0,3.0,5.0,,,6.0,1.0,1.0,,2.0,4.0,4.0,1.0,7.0,2.0,9.0,1.0,5.0,1.0,1.0,20.0,1.0,,5.0,1.0,,4.0,3.0,1.0,3.0,1.0,,1.0,2.0,6.0,,2.0,,2.0,,1.0,,1.0,,1.0,1.0,,,1.0,,0.3333333333333333,1.0,0.42857142857142855,0.6,1.0,0.6,0.6,0.14285714285714285,,0.5,,0.5,,0.07462686567164178,0.014705882352941176,,0.02702702702702703,,0.18181818181818182,0.05263157894736842,0.08333333333333333,0.08333333333333333,0.058823529411764705,,,0.2,0.75,0.75,0.3333333333333333,0.1,,,,0.05,,,,0.8,0.75,,0.3333333333333333,1.0,0.508,0.047619047619047616,0.125,0.23076923076923078,4.971428571428571,1.0,5.0,1.0,2.0,,,,0.25,0.2,0.2,1.0,0.6666666666666666,0.5,1.0,,,1.0,,,0.3333333333333333,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1628467,1610612742,Maxi Kleber,Maxi Kleber,1628467,DAL,3794.0,63,-26.0,121,123,20.0,28,15.0,244,1.0,3.0,,,2.0,6.0,12.0,154,,1.0,2.0,6.0,3.0,1.0,,7.0,16.0,1.0,17.0,,,1.0,,2.0,20.0,1.0,0.3333333333333333,,0.3333333333333333,0.5555555555555556,,0.6,0.5,0.6666666666666666,7.6923076923076925,,0.3181818181818182,,0.22807017543859648,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,0.6666666666666666,0.3333333333333333,0.5149333333333334,0.58905,0.16666666666666666,25.25,0.1652892561983471,,,,,,,,1.0,2.0,2.0,,2.0,3.0,2.0,,,1.0,,3.0,,,2.0,2.0,2.0,,1.0,2.0,1.0,3.0,,,1.0,1.0,7.0,,1.0,6.0,3.0,,1.0,,,1.0,,,,2.0,3.0,1.0,1.0,,2.0,,,1.0,3.0,2.0,1.0,3.0,1.0,,,1.0,0.5,0.5,0.6666666666666666,,,1.5,1.5,0.3333333333333333,,1.0,,0.6,1.0,0.17142857142857143,,,,,,0.3076923076923077,0.11764705882352941,,0.3,,0.3333333333333333,,,,,0.1111111111111111,,,,0.2222222222222222,1.0,1.0,0.5,,,,,,0.6741,,,0.25,11.433333333333332,1.0,3.0,,1.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,,1.0,,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,
1628973,1610612742,Jalen Brunson,Jalen Brunson,1628973,DAL,6586.0,110,30.0,222,217,42.0,59,24.0,439,1.0,6.0,,,5.0,12.0,52.0,237,3.0,3.0,17.0,15.0,6.0,1.0,,5.0,8.0,1.0,9.0,2.0,2.0,5.0,2.0,17.0,42.0,1.0,0.4166666666666667,1.0,0.4166666666666667,0.6351351351351351,1.0714285714285714,0.6375,1.0625,0.32432432432432434,17.928286852589643,0.4,0.10638297872340426,,0.0761904761904762,0.01020408163265306,,,0.16216216216216217,0.16666666666666666,0.16666666666666666,1.0,,,0.43243243243243246,0.16666666666666666,0.4858445945945946,0.5224571428571428,0.3269230769230769,24.900000000000002,0.1891891891891892,4.0,4.0,,,1.0,1.0,10.0,18.0,2.0,3.0,1.0,16.0,25.0,5.0,,,1.0,,,3.0,4.0,2.0,12.0,20.0,,,3.0,3.0,6.0,2.0,1.0,1.0,1.0,15.0,1.0,,3.0,,1.0,1.0,1.0,1.0,3.0,,,1.0,2.0,8.0,2.0,9.0,,8.0,,2.0,1.0,,,,,,,1.0,1.0,0.375,0.375,0.64,,0.75,,,,,,,,,0.05172413793103448,0.015625,,0.030303030303030304,,,,0.03571428571428571,0.18181818181818182,0.125,0.0625,,0.10810810810810811,1.0,1.0,0.25,0.4864864864864865,0.5555555555555556,0.5555555555555556,0.3,0.08108108108108109,0.6666666666666666,0.6666666666666666,1.0,,,1.0,0.14285714285714285,1.0,0.5361,0.05128205128205128,0.07407407407407407,,8.42,4.0,6.0,3.0,3.0,,1.0,,0.16216216216216217,0.6666666666666666,0.6666666666666666,1.0,0.42857142857142855,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
