EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG2M,FG2A,FG3M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,OffRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,LongMidRangeAssists,LongMidRangeFGM,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,LongMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Technical Free Throw Trips,DefensiveGoaltends,on,Arc3PctBlocked,BlockedCorner3,3SecondViolations
101141,1610612762,Ersan Ilyasova,Ersan Ilyasova,101141,UTA,821.0,14.0,-2.0,28.0,27,5.0,2.0,4.0,55,3.0,1.0,3.0,30,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,11.76470588235294,0.5,0.125,0.125,0.125,0.25,0.16666666666666666,1.0,1.0,1.0,0.549,0.48885,25.7,0.17857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1626220,1610612762,Royce O'Neale,Royce O'Neale,1626220,UTA,49007.0,817.0,32.0,1668.0,1672,393.0,279.0,209.0,3340,58.0,13.0,92.0,1942,21.0,58.0,64.0,75.0,22.0,161.0,193.0,16.0,12.0,19.0,34.0,67.0,2.0,27.0,,393.0,0.6388888888888888,9.712793733681464,0.4888888888888889,0.16233766233766234,0.21476510067114093,0.18289473684210528,0.1308411214953271,0.2094017094017094,0.4027777777777778,0.4642857142857143,0.875,0.5545982638888889,0.5423714285714286,25.11304347826087,0.2356115107913669,23.0,34.0,5.0,8.0,3.0,4.0,5.0,14.0,4.0,15.0,34.0,2.0,5.0,4.0,8.0,18.0,6.0,10.0,2.0,28.0,52.0,33.0,13.0,168.0,5.0,10.0,8.0,15.0,2.0,36.0,4.0,7.0,6.0,8.0,34.0,34.0,22.0,99.0,8.0,18.0,4.0,25.0,44.0,69.0,27.0,17.0,15.0,10.0,182.0,22.0,9.0,1.0,32.0,4.0,4.0,15.0,7.0,13.0,1.0,2.0,2.0,4.0,9.0,5.0,32.0,2.0,3.0,4.0,9.0,16.0,4.0,4.0,15.0,6.0,2.0,7.0,15.0,8.0,1.0,34.0,5.0,3.0,0.6071428571428571,0.7083333333333334,1.0,0.358695652173913,0.5333333333333333,0.2857142857142857,0.358695652173913,0.5384615384615384,0.5,0.5714285714285714,0.5381944444444444,0.68,0.4642857142857143,0.5526315789473685,0.6923076923076923,0.5151515151515151,0.07692307692307693,0.058823529411764705,0.14285714285714285,0.4411764705882353,0.041666666666666664,0.02368421052631579,0.05176470588235294,0.03850931677018633,0.007692307692307693,0.026041666666666668,0.05172413793103448,0.06493506493506493,0.017094017094017096,0.15789473684210525,0.23958333333333334,0.234375,0.05194805194805195,0.5333333333333333,0.2361111111111111,0.6764705882352942,0.71875,0.6086956521739131,0.09722222222222222,0.35714285714285715,0.4166666666666667,0.6,0.027777777777777776,0.2361111111111111,0.4411764705882353,0.4411764705882353,1.0,0.3103448275862069,0.3103448275862069,1.0,0.32,0.625,0.2,0.2,0.4,1.0,0.4,0.6,1.0,0.14285714285714285,0.75,0.2857142857142857,0.5,0.15384615384615385,0.3103448275862069,0.5166884615384616,0.02702702702702703,0.07142857142857142,0.21428571428571427,0.20238095238095238,4.582692307692307,,,,,,,,,,,,,,,,,,,,,,True,,,
1627777,1610612762,Georges Niang,Georges Niang,1627777,UTA,11118.0,185.0,33.0,383.0,377,88.0,92.0,49.0,760,23.0,4.0,44.0,416,7.0,23.0,10.0,6.0,,16.0,21.0,5.0,3.0,2.0,8.0,12.0,1.0,5.0,,88.0,0.6567164179104478,17.782909930715935,,0.06451612903225806,0.12048192771084337,0.09090909090909091,0.06976744186046512,0.07936507936507936,0.34328358208955223,0.4,0.7611940298507462,0.520815671641791,0.5452299999999999,24.531818181818185,0.2297650130548303,4.0,7.0,,1.0,1.0,2.0,5.0,12.0,4.0,7.0,21.0,,2.0,2.0,3.0,11.0,3.0,8.0,2.0,9.0,23.0,18.0,4.0,76.0,1.0,4.0,3.0,10.0,,11.0,1.0,3.0,4.0,2.0,16.0,12.0,6.0,54.0,,11.0,,7.0,2.0,9.0,1.0,1.0,5.0,1.0,20.0,4.0,1.0,,5.0,1.0,2.0,6.0,,2.0,,4.0,,1.0,2.0,1.0,7.0,,,1.0,1.0,4.0,1.0,1.0,3.0,2.0,,1.0,3.0,1.0,,16.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.4090909090909091,0.3,0.5714285714285714,0.4090909090909091,0.391304347826087,0.25,0.3333333333333333,0.5373134328358209,0.39285714285714285,0.7,0.5507246376811594,0.39285714285714285,0.7272727272727273,,,,0.75,,0.011111111111111112,0.0449438202247191,0.027932960893854747,,0.018867924528301886,,0.06451612903225806,,,0.13636363636363635,0.25,0.025,0.3333333333333333,0.1044776119402985,0.5714285714285714,0.5714285714285714,0.75,0.1791044776119403,0.4166666666666667,0.4166666666666667,0.6,0.05970149253731343,0.31343283582089554,0.3333333333333333,0.3333333333333333,1.0,0.4782608695652174,0.4782608695652174,1.0,0.07142857142857142,,,0.14285714285714285,,,0.5714285714285714,0.375,1.0,0.2,0.5,0.3,0.6666666666666666,0.5,0.4782608695652174,0.5194181818181818,0.014705882352941176,0.041666666666666664,0.14473684210526316,0.21052631578947367,8.165217391304349,1.0,,,,,,,,,,,,,,,,,,,,,True,,,
202324,1610612762,Derrick Favors,Derrick Favors,202324,UTA,62350.0,1039.0,38.0,2124.0,2121,475.0,390.0,262.0,4245,,,2.0,2453,1.0,,86.0,142.0,10.0,238.0,376.0,32.0,24.0,22.0,36.0,143.0,5.0,63.0,2.0,475.0,0.00823045267489712,12.885961300946892,0.18181818181818182,0.24067796610169492,0.21882951653944022,0.23194303153611392,0.25,0.23397435897435898,,,0.6337448559670782,0.5411625514403292,0.5292080357142858,22.3,0.2236346516007533,108.0,152.0,35.0,55.0,28.0,34.0,39.0,66.0,23.0,,2.0,,,,1.0,,,,,155.0,241.0,,59.0,369.0,37.0,58.0,,,21.0,95.0,40.0,55.0,,19.0,99.0,242.0,68.0,,62.0,,16.0,8.0,36.0,44.0,26.0,10.0,2.0,5.0,124.0,45.0,92.0,1.0,138.0,12.0,8.0,14.0,7.0,11.0,1.0,3.0,,4.0,8.0,10.0,101.0,4.0,10.0,8.0,,80.0,39.0,7.0,68.0,49.0,1.0,18.0,68.0,46.0,,99.0,5.0,7.0,0.7806451612903226,0.9758064516129032,,,,,,0.6431535269709544,0.6379310344827587,0.7272727272727273,0.6378600823045267,0.6379310344827587,0.7142857142857143,0.6660649819494585,0.6597222222222222,0.7279411764705882,0.06639004149377593,0.09210526315789473,0.015151515151515152,0.3888888888888889,0.03225806451612903,0.18737270875763748,0.08538899430740038,0.13457760314341846,0.24375,0.1776061776061776,0.09722222222222222,0.07611548556430446,0.1095890410958904,0.25252525252525254,0.20161290322580644,0.16049382716049382,0.16666666666666666,0.6764705882352942,0.6255144032921811,0.7105263157894737,0.782608695652174,0.7129629629629629,0.2716049382716049,0.5909090909090909,0.6,0.9230769230769231,0.09465020576131687,0.00823045267489712,,,,,,,0.9482758620689655,0.6363636363636364,0.11428571428571428,,,,,,,0.6071428571428571,0.8235294117647058,0.017857142857142856,,,,0.7105266666666666,0.14444444444444443,0.1455223880597015,0.25745257452574527,0.2682926829268293,4.973029045643155,1.0,8.0,12.0,2.0,0.043478260869565216,0.34782608695652173,0.36363636363636365,1.0,,,,,,,,,,,,,,True,,,
204060,1610612762,Joe Ingles,Joe Ingles,204060,UTA,32222.0,537.0,-29.0,1097.0,1097,234.0,198.0,123.0,2194,81.0,17.0,111.0,1269,20.0,80.0,32.0,30.0,2.0,64.0,74.0,13.0,8.0,11.0,36.0,35.0,5.0,25.0,,234.0,0.7350993377483444,15.619967793880837,0.06896551724137931,0.1016949152542373,0.15920398009950248,0.125,0.0873015873015873,0.16352201257861634,0.5364238410596026,0.6538461538461539,0.8675496688741722,0.5391473333333334,0.538164,25.384684684684682,0.21330902461257975,14.0,20.0,1.0,2.0,1.0,3.0,4.0,17.0,3.0,14.0,30.0,,2.0,1.0,3.0,38.0,3.0,7.0,9.0,18.0,40.0,52.0,12.0,204.0,2.0,4.0,3.0,9.0,,13.0,2.0,6.0,10.0,6.0,40.0,12.0,24.0,126.0,2.0,38.0,2.0,50.0,29.0,79.0,15.0,14.0,30.0,17.0,187.0,7.0,3.0,,10.0,1.0,5.0,25.0,2.0,21.0,1.0,4.0,,1.0,4.0,8.0,5.0,2.0,,1.0,4.0,15.0,4.0,4.0,6.0,2.0,1.0,3.0,6.0,2.0,,40.0,,4.0,0.3333333333333333,0.35294117647058826,0.8076923076923077,0.46846846846846846,0.3333333333333333,0.5,0.4727272727272727,0.45,0.5,0.3333333333333333,0.6357615894039735,0.5,0.6538461538461539,0.6455696202531646,0.5,0.6666666666666666,0.05,,0.11764705882352941,0.6944444444444444,,0.012,0.025089605734767026,0.01890359168241966,0.023529411764705882,,0.03225806451612903,0.029411764705882353,0.013333333333333334,0.10476190476190476,0.125,0.14285714285714285,0.012987012987012988,0.3333333333333333,0.13245033112582782,0.7,0.7,0.35714285714285715,0.11258278145695365,0.23529411764705882,0.26666666666666666,0.25,0.019867549668874173,0.1986754966887417,0.4666666666666667,0.4827586206896552,0.9285714285714286,0.4691358024691358,0.4691358024691358,0.7631578947368421,0.15384615384615385,0.5,,0.15384615384615385,,,0.5384615384615384,0.42857142857142855,1.0,0.11538461538461539,0.3333333333333333,0.11538461538461539,0.3333333333333333,0.5294117647058824,0.475,0.5269333333333334,0.025974025974025976,0.09302325581395349,0.06372549019607843,0.19607843137254902,5.542499999999999,3.0,,1.0,,,,,,30.0,1.0,1.0,1.0,0.009009009009009009,0.03333333333333333,,,,,,,,True,,,
1628378,1610612762,Donovan Mitchell,Donovan Mitchell,1628378,UTA,42740.0,712.0,24.0,1459.0,1454,341.0,271.0,178.0,2913,149.0,37.0,162.0,1699,39.0,149.0,32.0,30.0,3.0,65.0,91.0,18.0,13.0,16.0,70.0,50.0,1.0,105.0,1.0,341.0,0.3875598086124402,32.27544910179641,0.07142857142857142,0.07425742574257425,0.12648221343873517,0.0943683409436834,0.060109289617486336,0.1346153846153846,0.35645933014354064,0.3854166666666667,0.5789473684210527,0.4832428229665071,0.47637135416666676,26.001234567901232,0.2337217272104181,48.0,80.0,5.0,10.0,11.0,18.0,47.0,116.0,60.0,5.0,13.0,1.0,3.0,,2.0,55.0,5.0,12.0,13.0,123.0,256.0,60.0,99.0,525.0,9.0,21.0,6.0,15.0,11.0,47.0,29.0,57.0,13.0,46.0,143.0,34.0,212.0,84.0,10.0,55.0,20.0,62.0,64.0,126.0,43.0,21.0,49.0,13.0,316.0,10.0,16.0,,26.0,15.0,5.0,54.0,11.0,34.0,,20.0,,2.0,3.0,20.0,20.0,2.0,2.0,,4.0,117.0,47.0,11.0,1.0,,,1.0,2.0,,,143.0,4.0,10.0,0.13821138211382114,0.1440677966101695,0.4666666666666667,0.37037037037037035,0.4,0.3333333333333333,0.37037037037037035,0.48046875,0.42857142857142855,0.5087719298245614,0.5095693779904307,0.5,0.5052083333333334,0.5597014925373134,0.573170731707317,0.6059322033898306,0.078125,0.1125,0.09482758620689655,0.7714285714285715,,0.045845272206303724,0.027932960893854747,0.036775106082036775,0.02631578947368421,0.07344632768361582,,0.022727272727272728,0.0425531914893617,0.072992700729927,0.10714285714285714,0.08888888888888889,0.07042253521126761,,0.19138755980861244,0.6,0.676056338028169,0.22916666666666666,0.27751196172248804,0.4051724137931034,0.44761904761904764,0.0851063829787234,0.14354066985645933,0.03110047846889952,0.38461538461538464,0.38461538461538464,0.6,0.3691275167785235,0.3691275167785235,0.45454545454545453,0.2777777777777778,0.5,,0.08333333333333333,0.3333333333333333,,0.3333333333333333,0.4166666666666667,1.0,0.1875,0.6111111111111112,0.020833333333333332,,0.35135135135135137,0.3691275167785235,0.5591333333333333,0.11135371179039301,0.16095890410958905,0.08952380952380952,0.2723809523809524,8.652734375000001,,28.0,11.0,1.0,,0.4666666666666667,0.4666666666666667,0.07142857142857142,96.0,,,1.0,,,4.0,1.0,1.0,0.024096385542168676,,,,True,,,
1629671,1610612762,Miye Oni,Miye Oni,1629671,UTA,2648.0,44.0,,92.0,85,32.0,15.0,16.0,177,3.0,,8.0,91,4.0,3.0,4.0,4.0,,8.0,11.0,,,1.0,2.0,4.0,,,,32.0,0.8888888888888888,10.0,,0.16,0.17391304347826086,0.16666666666666666,0.1,0.21052631578947367,0.3333333333333333,,1.0,0.5637833333333333,0.6034875,23.9375,0.34782608695652173,,1.0,,,,,,,,3.0,5.0,,,2.0,4.0,,,1.0,,,1.0,3.0,,9.0,,,,1.0,,,,,2.0,,6.0,,,9.0,,,,,2.0,2.0,,2.0,,,6.0,2.0,1.0,,3.0,2.0,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,6.0,,,,,1.0,0.375,,0.5,0.375,,,,0.5,,0.75,0.5,,0.75,,,,0.5,,0.034482758620689655,0.08695652173913043,0.057692307692307696,0.1111111111111111,,,0.06666666666666667,0.125,0.25,0.14285714285714285,,0.3333333333333333,,0.1111111111111111,,,,,,,,,0.5555555555555556,0.6,0.6,1.0,,,,,,,,,,1.0,,,,,1.0,0.5,,,0.59415,,,,0.6666666666666666,3.4,,,,,,,,,,,,,,,,,,,,,,True,,,
202711,1610612762,Bojan Bogdanovic,Bojan Bogdanovic,202711,UTA,47588.0,793.0,38.0,1618.0,1620,337.0,275.0,191.0,3238,93.0,20.0,163.0,1871,31.0,93.0,30.0,38.0,7.0,75.0,91.0,16.0,10.0,21.0,49.0,49.0,4.0,73.0,1.0,337.0,0.4527777777777778,24.851109907958854,0.1590909090909091,0.08137044967880086,0.10135135135135136,0.0891218872870249,0.0730593607305936,0.09243697478991597,0.25833333333333336,0.29411764705882354,0.7027777777777777,0.5193259722222222,0.513039705882353,24.817177914110435,0.20828182941903584,53.0,90.0,11.0,17.0,8.0,21.0,39.0,95.0,12.0,28.0,70.0,3.0,6.0,1.0,11.0,38.0,5.0,16.0,7.0,94.0,197.0,66.0,100.0,486.0,15.0,28.0,8.0,22.0,2.0,56.0,14.0,37.0,8.0,46.0,98.0,70.0,118.0,186.0,12.0,38.0,31.0,20.0,23.0,43.0,11.0,12.0,13.0,5.0,109.0,8.0,8.0,,16.0,5.0,6.0,28.0,5.0,9.0,6.0,19.0,2.0,2.0,3.0,12.0,15.0,1.0,1.0,,,113.0,43.0,13.0,2.0,1.0,,1.0,2.0,1.0,,98.0,3.0,13.0,0.3723404255319149,0.3977272727272727,0.9393939393939394,0.4049079754601227,0.36363636363636365,0.25806451612903225,0.4049079754601227,0.47715736040609136,0.5357142857142857,0.3783783783783784,0.5361111111111111,0.54,0.38235294117647056,0.5902439024390244,0.5490196078431373,0.532608695652174,0.15736040609137056,0.18888888888888888,0.1368421052631579,0.5714285714285714,,0.021739130434782608,0.019801980198019802,0.02072538860103627,0.03278688524590164,0.015544041450777202,0.018867924528301886,0.020761245674740483,0.017391304347826087,0.06369426751592357,0.13186813186813187,0.13793103448275862,0.029585798816568046,0.5,0.25,0.5888888888888889,0.726027397260274,0.49056603773584906,0.2638888888888889,0.4105263157894737,0.47560975609756095,0.23076923076923078,0.03333333333333333,0.19444444444444445,0.4,0.4,1.0,0.40860215053763443,0.40860215053763443,0.8947368421052632,0.34,0.6470588235294118,0.18181818181818182,0.12,0.5,1.0,0.32,0.3125,1.0,0.3088235294117647,0.38095238095238093,0.16176470588235295,0.09090909090909091,0.35,0.40860215053763443,0.5494406249999998,0.11586901763224182,0.1853448275862069,0.11522633744855967,0.20164609053497942,5.957868020304569,2.0,2.0,8.0,1.0,0.08333333333333333,0.16666666666666666,0.18181818181818182,,12.0,,,,,,3.0,,,0.01818181818181818,1.0,2.0,,True,,,
1629714,1610612762,Jarrell Brantley,Jarrell Brantley,1629714,UTA,804.0,13.0,-5.0,28.0,27,5.0,,2.0,55,1.0,,1.0,32,,1.0,1.0,1.0,,2.0,3.0,,,1.0,1.0,3.0,1.0,,,5.0,0.5,10.0,,0.14285714285714285,0.125,0.13333333333333333,0.5,0.2,0.5,,0.5,0.45755,,24.8,0.17857142857142858,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,3.0,,,1.0,1.0,,3.0,,,,,,,,3.0,,1.0,,,1.0,1.0,1.0,,,,3.0,1.0,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,0.75,1.5,,0.75,1.5,,,,,,,,0.125,0.06666666666666667,,,,0.16666666666666666,,,,,,,,,,,,,,,0.5,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,23.0,,,,,,,,,,,,,,,,,,,,,,True,,,
1630235,1610612762,Trent Forrest,Trent Forrest,1630235,UTA,8091.0,135.0,13.0,268.0,268,65.0,36.0,37.0,536,3.0,,17.0,331,2.0,3.0,5.0,12.0,,17.0,26.0,3.0,1.0,8.0,9.0,12.0,1.0,8.0,,65.0,0.4594594594594595,16.720257234726688,,0.1411764705882353,0.1111111111111111,0.13076923076923078,0.20512820512820512,0.14705882352941177,0.08108108108108109,,0.6216216216216216,0.5117905405405405,0.49685000000000007,23.688235294117646,0.24253731343283583,3.0,6.0,,2.0,,1.0,9.0,13.0,1.0,4.0,14.0,,2.0,,2.0,,,,,13.0,20.0,4.0,13.0,51.0,1.0,4.0,,2.0,,2.0,3.0,5.0,,3.0,9.0,8.0,18.0,12.0,,,1.0,8.0,13.0,21.0,9.0,4.0,3.0,5.0,55.0,6.0,2.0,1.0,9.0,,2.0,1.0,3.0,1.0,2.0,,1.0,1.0,,1.0,5.0,,1.0,,,13.0,6.0,1.0,1.0,,,1.0,1.0,1.0,,9.0,,1.0,0.3076923076923077,0.3076923076923077,1.0,0.23529411764705882,,,0.23529411764705882,0.65,0.25,0.6,0.5135135135135135,0.16666666666666666,0.42857142857142855,0.5930232558139535,0.16666666666666666,0.5625,0.05,0.16666666666666666,,0.1111111111111111,0.3333333333333333,0.031746031746031744,0.1111111111111111,0.06837606837606838,0.05555555555555555,0.02631578947368421,,0.14285714285714285,0.05263157894736842,0.07407407407407407,0.10526315789473684,,,1.0,0.16216216216216217,0.5,0.6,,0.35135135135135137,0.6923076923076923,0.6923076923076923,0.3333333333333333,0.02702702702702703,0.3783783783783784,0.2857142857142857,0.2857142857142857,1.0,,,,0.3333333333333333,,,0.3333333333333333,,,,,,0.14285714285714285,,0.2857142857142857,,,,0.462925,0.14285714285714285,0.24,0.0392156862745098,0.17647058823529413,6.584999999999999,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,True,,,
