EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,Fg3aBlocked,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Charge Fouls,HeaveAttempts,LongMidRangeAssists,StepOutOfBoundsTurnovers,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,OffCorner3ReboundPct,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,OffensiveGoaltends,3pt And 1 Free Throw Trips,BlockedCorner3,LongMidRangePctBlocked,Corner3PctBlocked
1626204,1610612739,Larry Nance Jr.,Larry Nance Jr.,1626204,CLE,26671.0,445,-11.0,885,890,135,137,108,1775,25.0,33.0,6.0,11.0,1.0,1.0,6.0,16.0,3.0,6.0,5.0,12.0,2.0,1.0,13.0,30.0,3.0,3.0,4.0,34.0,55,18.0,42.0,8.0,130,961,6.0,14.0,3.0,5.0,2.0,23.0,3.0,4.0,5.0,2.0,8.0,52.0,16.0,51.0,3.0,6.0,30.0,13.0,3.0,24.0,17.0,41.0,7.0,10.0,19.0,5.0,99.0,3.0,11.0,1.0,27.0,37.0,4.0,68,15.0,83,1.0,25.0,19.0,6.0,16.0,3.0,11.0,6.0,5.0,1.0,22.0,2.0,3.0,14.0,29.0,2.0,2.0,24.0,2.0,1.0,2.0,15.0,1.0,6.0,2.0,6.0,4.0,2.0,6.0,5.0,1.0,8.0,133,1.0,2.0,0.7647058823529411,0.8387096774193549,0.9444444444444444,0.4285714285714285,0.6,0.4285714285714285,0.6181818181818182,0.4285714285714285,0.75,0.6288659793814433,0.5526315789473685,0.3333333333333333,0.625,0.5476190476190477,0.3636363636363636,0.4329896907216495,0.0545454545454545,0.0606060606060606,0.0625,12.340842311459353,0.7272727272727273,0.2105263157894736,0.0344827586206896,0.1615720524017467,0.0410447761194029,0.1607142857142857,0.0214285714285714,0.1612090680100755,0.034313725490196,0.0451127819548872,0.045045045045045,0.0272727272727272,0.1847826086956521,0.1382978723404255,0.1627906976744186,0.1583333333333333,0.1666666666666666,0.024390243902439,0.8333333333333334,0.3402061855670103,0.7575757575757576,0.8064516129032258,0.8,0.1649484536082474,0.375,0.4,0.6666666666666666,0.0618556701030927,0.5,0.5,0.6666666666666666,0.1237113402061855,0.4166666666666667,0.4166666666666667,1.0,0.3092783505154639,0.4333333333333333,0.4333333333333333,0.9230769230769232,0.5789473684210527,0.5454545454545454,0.5,0.1052631578947368,0.1578947368421052,1.0,1.0,0.1111111111111111,1.0,0.1111111111111111,0.4444444444444444,0.7731958762886598,0.4333333333333333,0.5567917525773195,0.5993250000000001,0.4920777777777778,0.0588235294117647,0.1,0.1769230769230769,0.0615384615384615,4.587272727272726,25.08809523809524,0.1525423728813559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1626224,1610612739,Cedi Osman,Cedi Osman,1626224,CLE,21434.0,357,-60.0,715,709,100,132,83,1424,22.0,33.0,1.0,3.0,5.0,8.0,4.0,20.0,,2.0,10.0,21.0,3.0,4.0,21.0,56.0,2.0,4.0,11.0,26.0,55,31.0,77.0,8.0,153,803,2.0,6.0,2.0,7.0,1.0,11.0,6.0,11.0,15.0,3.0,27.0,40.0,12.0,84.0,9.0,,56.0,21.0,4.0,27.0,10.0,37.0,7.0,3.0,23.0,4.0,84.0,2.0,4.0,,21.0,9.0,1.0,31,6.0,37,,12.0,7.0,5.0,15.0,1.0,12.0,2.0,3.0,,17.0,,3.0,13.0,29.0,1.0,,10.0,2.0,,1.0,12.0,1.0,2.0,3.0,1.0,1.0,,1.0,1.0,1.0,27.0,100,1.0,2.0,0.7692307692307693,0.7692307692307693,0.9032258064516128,0.4025974025974026,0.2857142857142857,0.4025974025974026,0.4727272727272727,0.3333333333333333,0.5454545454545454,0.5492424242424242,0.3846153846153846,0.4615384615384615,0.5583941605839416,0.3928571428571428,0.4821428571428571,0.5833333333333334,0.0727272727272727,0.0606060606060606,0.1,18.912237330037083,0.8823529411764706,0.0555555555555555,,0.0481283422459893,0.0175438596491228,0.1544117647058823,0.0176991150442477,0.0928792569659442,0.0175953079178885,0.0172413793103448,0.0198019801980198,0.024390243902439,0.048780487804878,0.0277777777777777,0.0909090909090909,0.1473684210526315,0.1707317073170731,,1.0,0.25,0.6666666666666666,0.7096774193548387,0.8636363636363636,0.1515151515151515,0.2,0.2222222222222222,0.25,0.0151515151515151,,,,0.1590909090909091,0.4761904761904761,0.4761904761904761,1.0,0.4242424242424242,0.375,0.3818181818181818,0.8571428571428571,0.2307692307692307,0.3333333333333333,1.0,0.2307692307692307,0.3076923076923077,0.5,0.5,0.3076923076923077,0.625,0.1538461538461538,0.4230769230769231,0.8333333333333334,0.375,0.5577132575757574,0.5723900000000001,0.5524384615384617,0.0223880597014925,0.0357142857142857,0.0718954248366013,0.1764705882352941,4.28,25.27402597402597,0.1398601398601398,1.0,3.0,4.0,1.0,1.0,1.0,0.2666666666666666,0.0129870129870129,0.0178571428571428,0.25,0.2727272727272727,0.0128205128205128,,,,,,,,,,,,,,,,,True,,,,,
1627748,1610612739,Thon Maker,Thon Maker,1627748,CLE,1288.0,21,-9.0,40,40,4,3,9,80,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,1.0,2,,1.0,2.0,4,49,,1.0,,,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,,1.0,,1.0,,,1.0,,2.0,1.0,2.0,1.0,1.0,,,1,4.0,5,1.0,,,,,,,1.0,,,1.0,,,1.0,2.0,,,2.0,,,,2.0,,,1.0,1.0,1.0,,1.0,,,2.0,4,,1.0,1.0,1.0,,,,,0.5,,,0.3333333333333333,,,0.5,0.5,1.0,0.3333333333333333,,,,9.25925925925926,,,0.3333333333333333,,0.125,0.0909090909090909,0.1,0.0454545454545454,0.1153846153846153,0.1111111111111111,0.1666666666666666,0.1428571428571428,,,,0.1428571428571428,,0.5,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.4447666666666667,0.3628,,,,0.5,0.5,7.75,25.1,0.1,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,
1628422,1610612739,Damyean Dotson,Damyean Dotson,1628422,CLE,13131.0,219,19.0,431,432,56,88,59,863,15.0,20.0,2.0,2.0,4.0,5.0,3.0,7.0,3.0,8.0,3.0,9.0,,1.0,7.0,30.0,1.0,3.0,3.0,21.0,35,10.0,39.0,9.0,81,465,3.0,4.0,1.0,3.0,,9.0,4.0,7.0,4.0,1.0,9.0,14.0,28.0,30.0,,4.0,30.0,7.0,2.0,17.0,11.0,28.0,8.0,3.0,15.0,2.0,67.0,2.0,1.0,,6.0,6.0,,12,3.0,15,,6.0,5.0,1.0,3.0,1.0,3.0,4.0,,1.0,7.0,,,3.0,10.0,,1.0,14.0,,1.0,1.0,13.0,1.0,5.0,2.0,,,,,,,9.0,56,,1.0,0.3333333333333333,0.3684210526315789,1.0,0.2564102564102564,0.3333333333333333,0.2564102564102564,0.6,0.75,0.5714285714285714,0.4864864864864865,0.6428571428571429,0.3636363636363636,0.50625,0.6428571428571429,0.375,0.527027027027027,0.0571428571428571,0.05,0.1428571428571428,17.02970297029703,0.4285714285714285,,,0.0521739130434782,0.0086206896551724,0.0714285714285714,0.0240963855421686,0.0603015075376884,0.0150753768844221,0.0166666666666666,,0.0303030303030303,0.0204081632653061,0.0444444444444444,0.1428571428571428,0.0784313725490196,0.0606060606060606,,,0.2702702702702703,0.75,0.7894736842105263,0.2,0.0945945945945946,0.4285714285714285,0.5,0.3333333333333333,0.1081081081081081,0.375,0.375,1.0,0.1216216216216216,0.3333333333333333,0.3333333333333333,1.0,0.4054054054054054,0.2333333333333333,0.2333333333333333,1.0,0.2857142857142857,1.0,,,0.4285714285714285,0.3333333333333333,1.0,0.4545454545454545,0.8,0.0909090909090909,0.2727272727272727,0.7972972972972973,0.2333333333333333,0.5619682432432431,0.5905750000000001,0.5748136363636364,0.0641025641025641,0.1282051282051282,0.1111111111111111,0.1111111111111111,6.97142857142857,25.53589743589744,0.1299303944315545,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
203083,1610612739,Andre Drummond,Andre Drummond,203083,CLE,43309.0,722,-108.0,1444,1443,238,255,184,2887,134.0,259.0,41.0,80.0,26.0,40.0,46.0,108.0,,5.0,,,,,,8.0,,2.0,2.0,180.0,372,,8.0,77.0,437,1667,45.0,91.0,,2.0,17.0,107.0,32.0,53.0,2.0,23.0,87.0,192.0,168.0,,,58.0,7.0,,50.0,50.0,14.0,64.0,6.0,8.0,31.0,16.0,142.0,22.0,78.0,1.0,93.0,125.0,18.0,236,101.0,337,17.0,40.0,26.0,14.0,45.0,12.0,28.0,36.0,17.0,4.0,81.0,6.0,7.0,28.0,69.0,6.0,5.0,109.0,3.0,3.0,4.0,129.0,17.0,67.0,6.0,28.0,18.0,7.0,29.0,21.0,1.0,87.0,236,5.0,3.0,0.5333333333333333,0.6357615894039735,,,,,0.4838709677419355,0.4945054945054945,0.6037735849056604,0.4736842105263157,0.4838709677419355,0.5818181818181818,0.5011467889908257,0.5144230769230769,0.6041666666666666,0.0210526315789473,0.1344086021505376,0.1428571428571428,0.1203703703703703,31.107099879663053,0.5555555555555556,0.5806451612903226,0.0212765957446808,0.3623188405797101,0.1688311688311688,0.3394160583941605,0.1023255813953488,0.3521809369951534,0.1477104874446085,0.1885964912280701,0.1502590673575129,0.0920245398773006,0.3092105263157895,0.4186046511627907,0.375,0.3417085427135678,0.3333333333333333,0.1140939597315436,0.7241379310344828,0.6815789473684211,0.5173745173745173,0.6036036036036037,0.5597014925373134,0.2842105263157894,0.4259259259259259,0.4842105263157895,0.4565217391304347,0.0131578947368421,,,,,,,,0.0210526315789473,,,,0.8602150537634409,0.5125,0.0975609756097561,,0.021505376344086,,,0.7272727272727273,0.65,,0.0363636363636363,0.7026315789473684,,0.5706837730870712,0.6421076923076924,0.5883981481481482,0.1558139534883721,0.1587677725118483,0.2448512585812357,0.1990846681922196,3.074999999999999,31.35,0.1648199445983379,,,,,7.0,,,,,,,,5.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,0.1463414634146341,0.1346153846153846,,,,,True,,,,,
1629012,1610612739,Collin Sexton,Collin Sexton,1629012,CLE,28570.0,476,-85.0,965,957,186,158,131,1922,41.0,63.0,2.0,4.0,6.0,8.0,40.0,85.0,11.0,22.0,3.0,7.0,,2.0,17.0,41.0,2.0,4.0,9.0,92.0,170,20.0,48.0,56.0,300,1127,2.0,13.0,2.0,4.0,7.0,17.0,16.0,26.0,11.0,16.0,51.0,64.0,120.0,30.0,30.0,2.0,41.0,17.0,12.0,36.0,13.0,49.0,12.0,1.0,25.0,10.0,111.0,,5.0,,13.0,12.0,,25,5.0,30,2.0,17.0,11.0,6.0,18.0,3.0,10.0,16.0,8.0,,34.0,1.0,13.0,16.0,44.0,,7.0,58.0,,1.0,7.0,63.0,9.0,28.0,5.0,2.0,2.0,,2.0,1.0,,49.0,184,3.0,3.0,0.3478260869565217,0.3516483516483517,0.5,0.4166666666666667,0.5,0.4166666666666667,0.5411764705882353,0.1538461538461538,0.6153846153846154,0.5596330275229358,0.2941176470588235,0.4729729729729729,0.6074380165289256,0.425,0.5555555555555556,0.2201834862385321,0.0705882352941176,0.0634920634920634,0.0941176470588235,24.68694096601073,0.5294117647058824,,,0.0545454545454545,0.0158227848101265,0.0714285714285714,,0.0621890547263681,0.0110375275938189,0.0068493150684931,0.0285714285714285,,0.0686274509803921,0.0133333333333333,0.0930232558139534,0.0704225352112676,0.075,0.0217391304347826,0.5,0.2889908256880734,0.6507936507936508,0.6949152542372882,0.5121951219512195,0.3899082568807339,0.4705882352941176,0.5194805194805194,0.225,0.1009174311926605,0.5,0.5,0.1818181818181818,0.0321100917431192,0.4285714285714285,0.4285714285714285,0.6666666666666666,0.1880733944954128,0.4146341463414634,0.4146341463414634,0.4705882352941176,0.2352941176470588,0.5,,,0.2352941176470588,0.5,1.0,0.2162162162162162,0.75,0.054054054054054,0.2432432432432432,0.5091743119266054,0.4146341463414634,0.5067038990825689,0.4723666666666667,0.4720851351351351,0.1181434599156118,0.1481481481481481,0.0566666666666666,0.17,7.378823529411766,25.75,0.1927461139896373,1.0,,1.0,,2.0,,0.0909090909090909,,,0.5,,,2.0,,1.0,1.0,,,,,,,,,6.0,,,,True,,,,,
1627752,1610612739,Taurean Prince,Taurean Prince,1627752,CLE,9251.0,154,-13.0,317,311,58,80,44,628,2.0,10.0,,,,1.0,6.0,10.0,1.0,3.0,2.0,5.0,1.0,1.0,7.0,15.0,,3.0,2.0,9.0,23,9.0,20.0,9.0,54,384,,,,4.0,,,,1.0,3.0,2.0,2.0,8.0,10.0,21.0,6.0,,15.0,7.0,1.0,11.0,5.0,16.0,3.0,2.0,8.0,2.0,37.0,1.0,2.0,,8.0,10.0,,18,3.0,21,,2.0,2.0,,2.0,5.0,1.0,8.0,1.0,2.0,10.0,,2.0,8.0,13.0,,,12.0,1.0,,2.0,10.0,,4.0,1.0,4.0,3.0,1.0,4.0,3.0,,2.0,58,,1.0,0.4444444444444444,0.4444444444444444,0.7777777777777778,0.45,,0.45,0.391304347826087,,,0.5232558139534884,,,0.5625,,0.2,0.4651162790697674,0.0434782608695652,0.1,,15.718157181571817,0.2,,,0.1724137931034483,0.0166666666666666,0.1311475409836065,0.0263157894736842,0.1512605042016806,0.0189873417721519,0.0298507462686567,,,0.1153846153846153,0.238095238095238,0.1818181818181818,0.1063829787234042,0.2142857142857142,,0.75,0.2325581395348837,0.2,0.2222222222222222,0.5,0.2325581395348837,0.6,0.6,0.5,0.0697674418604651,0.3333333333333333,0.3333333333333333,,0.1162790697674418,0.4,0.4,1.0,0.3488372093023256,0.4666666666666667,0.4666666666666667,0.7142857142857143,,,,0.25,0.75,,,0.25,,0.25,0.5,0.6976744186046512,0.4666666666666667,0.5380767441860465,0.5812499999999999,0.5187375000000001,0.0851063829787234,0.1481481481481481,,0.037037037037037,6.71304347826087,25.47,0.1829652996845426,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,0.0833333333333333,,,,,True,,,,,
1629636,1610612739,Darius Garland,Darius Garland,1629636,CLE,23229.0,387,-68.0,780,778,140,141,96,1558,20.0,36.0,2.0,2.0,5.0,7.0,22.0,53.0,6.0,15.0,7.0,11.0,,1.0,17.0,37.0,,2.0,4.0,48.0,104,24.0,48.0,15.0,183,915,2.0,6.0,,2.0,,4.0,8.0,20.0,5.0,7.0,29.0,32.0,64.0,54.0,18.0,2.0,37.0,17.0,7.0,43.0,17.0,60.0,11.0,6.0,35.0,8.0,137.0,1.0,3.0,,11.0,4.0,1.0,16,4.0,20,2.0,12.0,10.0,2.0,20.0,3.0,17.0,10.0,3.0,2.0,30.0,1.0,6.0,12.0,25.0,2.0,3.0,21.0,,,5.0,18.0,,5.0,3.0,,,,,,,28.0,138,1.0,1.0,0.3333333333333333,0.3404255319148936,0.75,0.5,,0.5,0.4615384615384615,0.3333333333333333,0.4,0.5526315789473685,0.25,0.44,0.5683229813664596,0.25,0.5,0.3157894736842105,0.0673076923076923,0.1388888888888889,0.0377358490566037,21.37232845894263,0.6666666666666666,0.0666666666666666,,0.0213903743315508,0.0116731517509727,0.0769230769230769,0.0099009900990099,0.0454545454545454,0.0111731843575419,0.0158730158730158,0.0095238095238095,0.0140845070422535,0.0333333333333333,0.0151515151515151,,0.081081081081081,0.0625,0.0273972602739726,,0.2368421052631578,0.5555555555555556,0.6451612903225806,0.4,0.3486842105263157,0.4150943396226415,0.4313725490196078,0.3181818181818182,0.0986842105263157,0.4,0.4,0.1666666666666666,0.0723684210526315,0.6363636363636364,0.6363636363636364,1.0,0.2434210526315789,0.4594594594594595,0.4594594594594595,0.6470588235294118,0.25,1.0,0.5,,0.25,,,0.28,0.7142857142857143,0.04,0.16,0.5526315789473685,0.4594594594594595,0.5044207236842105,0.4880714285714286,0.47375,0.0379746835443038,0.0458715596330275,0.0218579234972677,0.1584699453551912,7.165384615384617,25.95833333333333,0.1794871794871795,1.0,1.0,2.0,,1.0,1.0,0.4,,,1.0,0.25,0.0204081632653061,,,,,,,,,,,,,,,,,True,,,,,
1630171,1610612739,Isaac Okoro,Isaac Okoro,1630171,CLE,29238.0,487,-141.0,976,976,163,130,115,1952,28.0,46.0,1.0,2.0,8.0,12.0,2.0,12.0,,,8.0,20.0,3.0,4.0,4.0,18.0,,2.0,2.0,30.0,58,12.0,38.0,14.0,110,1168,2.0,4.0,2.0,5.0,2.0,12.0,8.0,14.0,6.0,5.0,30.0,38.0,22.0,30.0,6.0,2.0,18.0,4.0,8.0,11.0,15.0,26.0,9.0,6.0,6.0,3.0,67.0,5.0,4.0,1.0,13.0,4.0,,17,10.0,27,2.0,16.0,7.0,9.0,8.0,1.0,5.0,5.0,3.0,,13.0,1.0,,22.0,46.0,,,18.0,2.0,,,23.0,1.0,10.0,2.0,4.0,1.0,3.0,5.0,2.0,,30.0,163,3.0,2.0,0.6333333333333333,0.6551724137931034,0.8333333333333334,0.3157894736842105,0.4,0.3157894736842105,0.5172413793103449,0.5,0.5714285714285714,0.5,0.5555555555555556,0.625,0.514018691588785,0.6,0.6521739130434783,0.3958333333333333,0.1379310344827586,0.108695652173913,0.25,10.81081081081081,0.6153846153846154,,0.0294117647058823,0.0195121951219512,0.0127795527156549,0.0670103092783505,0.0359712230215827,0.0426065162907268,0.0199115044247787,0.0197368421052631,0.0077519379844961,0.018348623853211,0.0384615384615384,0.0117647058823529,,0.0652173913043478,0.0714285714285714,0.0434782608695652,0.4,0.4791666666666667,0.6086956521739131,0.6829268292682927,0.6428571428571429,0.125,0.1666666666666666,0.2222222222222222,0.5,,,,,0.2083333333333333,0.4,0.4,0.875,0.1875,0.2222222222222222,0.2222222222222222,0.75,0.2222222222222222,0.5,,0.3333333333333333,0.2222222222222222,,,0.6,0.6666666666666666,0.2,0.1,0.875,0.2222222222222222,0.5774020833333334,0.5624399999999999,0.6070775,0.0952380952380952,0.1492537313432835,0.109090909090909,0.2727272727272727,2.493103448275862,24.542105263157897,0.1670081967213114,2.0,1.0,3.0,,2.0,,0.5,,,0.5,0.5,,1.0,,2.0,1.0,,1.0,1.0,,,,,0.1,,2.0,0.6666666666666666,0.5,True,,,,,
1627812,1610612739,Yogi Ferrell,Yogi Ferrell,1627812,CLE,507.0,8,-7.0,16,17,2,1,2,33,,,,,,,1.0,1.0,1.0,2.0,,,,,1.0,2.0,,1.0,1.0,2.0,3,1.0,2.0,,7,18,1.0,1.0,,1.0,,2.0,,1.0,1.0,,,,4.0,3.0,,,2.0,1.0,,,,,,,,,,1.0,,,,1.0,,1,1.0,2,,1.0,1.0,,1.0,,1.0,2.0,,,3.0,,,1.0,2.0,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,2,,,,,1.0,0.5,,0.5,0.6666666666666666,1.0,,0.7,0.5,,0.7,0.5,,0.4,,,,44.44444444444444,0.3333333333333333,,,0.1666666666666666,,,0.3333333333333333,0.1428571428571428,0.1666666666666666,,,,,0.5,,,,,,,,,,0.2,1.0,1.0,,0.4,0.5,0.5,,,,,,0.4,0.5,0.5,1.0,,,,,0.5,,,,,,0.5,0.4,0.5,0.46958,0.5373,0.4629,,,0.2857142857142857,,14.4,25.15,0.125,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,True,,,,,
