EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,BlockedCorner3,OffensiveGoaltends,Corner3PctBlocked,LongMidRangePctBlocked,on,3pt And 1 Free Throw Trips,3SecondViolations
1626149,1610612747,Montrezl Harrell,Montrezl Harrell,1626149,LAL,50205.0,837,-37.0,1700,1721,437,338,169.0,3421,152.0,213.0,38.0,59.0,45.0,57.0,41.0,89.0,8.0,28.0,5.0,1.0,201.0,330.0,5.0,88.0,490.0,1836,42.0,67.0,20.0,104.0,54.0,82.0,1.0,25.0,133.0,260.0,142.0,56.0,5.0,27.0,28.0,13.0,41.0,11.0,2.0,16.0,5.0,7.0,95.0,20.0,55.0,1.0,76.0,67.0,9.0,152.0,76.0,228.0,10.0,25.0,13.0,12.0,27.0,3.0,10.0,17.0,2.0,17.0,4.0,44.0,2.0,13.0,37.0,62.0,4.0,2.0,3.0,108.0,12.0,7.0,3.0,121.0,19.0,64.0,6.0,28.0,1.0,1.0,12.0,1.0,15.0,29.0,11.0,133.0,437,3.0,6.0,0.6467661691542289,0.7514450867052023,0.6090909090909091,0.6268656716417911,0.6585365853658537,0.6,0.6268656716417911,0.6506024096385542,0.6347150259067358,0.6582278481012658,0.665,0.014925373134328358,0.08181818181818182,0.09389671361502347,0.07865168539325842,22.71526677231907,0.6136363636363636,0.19148936170212766,0.023255813953488372,0.15473441108545036,0.12035010940919037,0.19240506329113924,0.066006600660066,0.17270531400966183,0.09868421052631579,0.15306122448979592,0.1125,0.06930693069306931,0.05333333333333334,0.10256410256410256,0.12048192771084337,0.20430107526881722,0.1111111111111111,0.1918238993710692,0.19480519480519481,0.09433962264150944,0.3793103448275862,0.6358208955223881,0.7136150234741784,0.7875647668393783,0.6710526315789473,0.2656716417910448,0.4606741573033708,0.5,0.6829268292682927,0.08358208955223881,0.2857142857142857,0.2857142857142857,0.014925373134328358,0.8805970149253731,0.6440677966101694,0.18421052631578946,0.6867469879518072,0.7894736842105263,0.012048192771084338,0.6507462686567164,0.5368134328358207,0.6668018181818179,0.5352656626506024,0.16842105263157894,0.17066666666666666,0.21224489795918366,0.2714285714285714,4.587272727272727,25.02,0.2570588235294118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1626188,1610612747,Quinn Cook,Quinn Cook,1626188,LAL,3493.0,58,-10.0,127,129,60,61,11.0,256,1.0,3.0,,,,1.0,3.0,4.0,3.0,5.0,8.0,4.0,7.0,12.0,10.0,4.0,27.0,133,,,,,3.0,6.0,4.0,3.0,15.0,6.0,8.0,,8.0,2.0,3.0,2.0,5.0,1.0,1.0,3.0,,,12.0,,,,2.0,2.0,,4.0,,4.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,2.0,,1.0,1.0,2.0,,,,3.0,,,,5.0,1.0,2.0,1.0,1.0,,,1.0,,,1.0,1.0,13.0,59,1.0,,0.42857142857142855,0.42857142857142855,0.5833333333333334,,0.5,0.5227272727272727,,0.6,0.5625,,0.625,0.45454545454545453,0.16666666666666666,0.6666666666666666,,18.705035971223023,0.5,,,0.05,,0.07142857142857142,,0.058823529411764705,,,,,,,0.043478260869565216,0.06666666666666667,,0.045454545454545456,0.16666666666666666,,1.0,0.13636363636363635,0.3333333333333333,1.0,,0.18181818181818182,0.75,0.75,0.3333333333333333,0.22727272727272727,0.6,0.6,0.36363636363636365,,,,0.1,,0.4,0.5909090909090909,0.4706522727272727,,0.462415,0.08695652173913043,0.15384615384615385,,0.5555555555555556,11.741666666666667,26.540000000000003,0.47244094488188976,2.0,3.0,2.0,3.0,2.0,3.0,6.0,3.0,0.3333333333333333,0.3,0.5,0.3,0.6666666666666666,0.09090909090909091,0.375,0.375,0.3333333333333333,0.5,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1627936,1610612747,Alex Caruso,Alex Caruso,1627936,LAL,29256.0,488,-17.0,991,997,272,257,101.0,1988,22.0,34.0,4.0,4.0,5.0,11.0,6.0,21.0,2.0,9.0,28.0,14.0,30.0,64.0,48.0,18.0,132.0,1054,4.0,6.0,,11.0,7.0,17.0,16.0,5.0,31.0,32.0,28.0,,26.0,9.0,41.0,22.0,63.0,16.0,6.0,32.0,7.0,2.0,148.0,4.0,7.0,,32.0,28.0,1.0,61.0,11.0,72.0,1.0,28.0,18.0,10.0,26.0,9.0,21.0,14.0,3.0,5.0,,40.0,,8.0,18.0,39.0,,1.0,2.0,41.0,5.0,1.0,9.0,29.0,2.0,13.0,,6.0,,,4.0,,2.0,6.0,3.0,31.0,272,3.0,,0.5333333333333333,0.5333333333333333,0.46875,0.6666666666666666,0.4117647058823529,0.5089285714285714,0.5,0.3939393939393939,0.5282258064516129,0.5,0.40540540540540543,0.42857142857142855,0.140625,0.14705882352941177,0.19047619047619047,14.708520179372197,0.65,0.047619047619047616,,0.10852713178294573,0.02681992337164751,0.15609756097560976,0.020833333333333332,0.12958963282937366,0.024282560706401765,0.023809523809523808,0.03488372093023256,0.02040816326530612,0.027972027972027972,,0.11458333333333333,0.08490566037735849,0.14285714285714285,0.14375,0.2,0.018867924528301886,0.5,0.30357142857142855,0.6470588235294118,0.7586206896551724,0.6363636363636364,0.1875,0.2857142857142857,0.35294117647058826,0.3333333333333333,0.08035714285714286,0.2222222222222222,0.2222222222222222,0.25,0.36363636363636365,1.0,1.0,0.3333333333333333,0.45454545454545453,0.42424242424242425,0.7321428571428571,0.5322313636363636,0.5455722222222222,0.5205935483870967,0.11290322580645161,0.17333333333333334,0.08333333333333333,0.23484848484848486,6.175,25.26666666666667,0.27447023208879917,20.0,10.0,4.0,18.0,4.0,51.0,3.0,10.0,0.9444444444444444,0.375,0.25,0.391304347826087,,0.17857142857142858,0.35714285714285715,0.35714285714285715,0.9,0.2857142857142857,0.38461538461538464,8.0,1.0,2.0,2.0,3.0,1.0,5.0,2.0,2.0,1.0,0.2,0.4,0.4,1.0,0.18181818181818182,0.5,1.0,0.2727272727272727,0.06060606060606061,0.02040816326530612,,,,,,,,,,,,,,,,True,,
1629659,1610612747,Talen Horton-Tucker,Talen Horton-Tucker,1629659,LAL,78256.0,1304,14.0,2654,2681,710,600,282.0,5335,150.0,246.0,10.0,17.0,34.0,63.0,31.0,83.0,6.0,29.0,102.0,22.0,187.0,358.0,131.0,100.0,585.0,2875,11.0,25.0,7.0,38.0,44.0,97.0,31.0,32.0,138.0,130.0,244.0,12.0,101.0,31.0,124.0,57.0,181.0,35.0,22.0,85.0,24.0,15.0,419.0,8.0,15.0,2.0,75.0,56.0,13.0,144.0,25.0,169.0,8.0,63.0,32.0,31.0,57.0,13.0,37.0,48.0,5.0,20.0,10.0,105.0,4.0,32.0,54.0,127.0,7.0,6.0,9.0,110.0,6.0,4.0,7.0,129.0,19.0,63.0,9.0,20.0,1.0,1.0,16.0,,4.0,21.0,6.0,136.0,705,10.0,7.0,0.34759358288770054,0.35911602209944754,0.5223463687150838,0.44,0.4536082474226804,0.49591002044989774,0.44285714285714284,0.4140625,0.5378228782287823,0.48717948717948717,0.46598639455782315,0.26789366053169733,0.08659217877094973,0.08536585365853659,0.12048192771084337,21.72599059771659,0.5428571428571428,0.16666666666666666,0.023809523809523808,0.08484848484848485,0.02148997134670487,0.12335526315789473,0.01639344262295082,0.10331230283911672,0.0193929173693086,0.03793103448275862,0.007518796992481203,0.014084507042253521,0.019886363636363636,0.007352941176470588,0.08984375,0.06993006993006994,0.11016949152542373,0.13097713097713098,0.09448818897637795,0.03524229074889868,0.2857142857142857,0.5030674846625767,0.6097560975609756,0.6666666666666666,0.3933333333333333,0.16973415132924335,0.37349397590361444,0.4246575342465753,0.12903225806451613,0.05930470347648262,0.20689655172413793,0.20689655172413793,0.2085889570552147,0.4857142857142857,0.5882352941176471,0.3,0.4921875,0.5396825396825397,0.171875,0.7709611451942741,0.5185053278688521,0.5352586206896552,0.5096933070866141,0.11819887429643527,0.15671641791044777,0.06495726495726496,0.2358974358974359,4.70167597765363,25.747328244274815,0.26752072343632255,29.0,32.0,6.0,37.0,6.0,81.0,30.0,32.0,0.7297297297297297,0.2824427480916031,0.1935483870967742,0.2846153846153846,0.3333333333333333,0.05930470347648262,0.3137254901960784,0.32,0.6875,0.2727272727272727,0.31683168316831684,5.0,1.0,5.0,9.0,5.0,3.0,10.0,1.0,2.0,,0.3,0.1724137931034483,0.1724137931034483,1.0,0.14285714285714285,0.2,1.0,0.14285714285714285,0.0703125,,2.0,2.0,3.0,1.0,0.015267175572519083,0.0196078431372549,0.4,0.5,,,,,,,,True,,
202693,1610612747,Markieff Morris,Markieff Morris,202693,LAL,25730.0,429,23.0,868,890,195,153,90.0,1758,14.0,24.0,4.0,6.0,2.0,6.0,13.0,28.0,7.0,17.0,47.0,9.0,34.0,69.0,72.0,12.0,143.0,934,6.0,14.0,2.0,17.0,8.0,19.0,14.0,3.0,34.0,40.0,28.0,8.0,46.0,2.0,13.0,10.0,23.0,7.0,3.0,10.0,2.0,1.0,56.0,5.0,9.0,1.0,25.0,45.0,2.0,72.0,15.0,87.0,,10.0,9.0,1.0,10.0,3.0,7.0,4.0,1.0,3.0,,14.0,1.0,6.0,20.0,35.0,,1.0,,21.0,4.0,1.0,3.0,17.0,1.0,7.0,,8.0,,,5.0,1.0,2.0,8.0,4.0,34.0,195,1.0,,0.5882352941176471,0.6666666666666666,0.4927536231884058,0.42857142857142855,0.42105263157894735,0.4645390070921986,0.46875,0.4696969696969697,0.4797297297297297,0.5,0.4857142857142857,0.5106382978723404,0.028985507246376812,0.08333333333333333,,16.701030927835053,0.7142857142857143,0.1111111111111111,0.037037037037037035,0.18218623481781376,0.04035874439461883,0.13368983957219252,0.030864197530864196,0.16129032258064516,0.03636363636363636,0.05555555555555555,0.044444444444444446,,0.026785714285714284,0.04,0.16853932584269662,0.17543859649122806,0.22727272727272727,0.14965986394557823,0.075,,0.5,0.1702127659574468,0.5833333333333334,0.6363636363636364,0.6428571428571429,0.19858156028368795,0.4642857142857143,0.4642857142857143,0.46153846153846156,0.12056737588652482,0.4117647058823529,0.4117647058823529,0.3333333333333333,0.375,0.6666666666666666,,0.18181818181818182,0.3333333333333333,0.2727272727272727,0.6808510638297872,0.5125917857142858,0.5462250000000001,0.503153125,0.05405405405405406,0.09333333333333334,0.11888111888111888,0.23776223776223776,8.450724637681162,25.751388888888883,0.22465437788018433,25.0,14.0,3.0,21.0,5.0,63.0,,14.0,1.0,0.2916666666666667,0.35714285714285715,0.29577464788732394,0.7142857142857143,0.1773049645390071,0.2978723404255319,0.2978723404255319,1.0,0.3333333333333333,0.30434782608695654,7.0,1.0,2.0,5.0,,1.0,2.0,1.0,1.0,1.0,0.5,0.28,0.28,1.0,0.125,0.5,1.0,,0.15151515151515152,0.0136986301369863,,,,,,,,,2.0,0.4,,,,,,True,,
203484,1610612747,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,LAL,22753.0,379,8.0,776,776,220,170,79.0,1552,9.0,18.0,,3.0,2.0,5.0,2.0,4.0,2.0,6.0,35.0,8.0,13.0,28.0,53.0,17.0,100.0,872,,3.0,1.0,4.0,2.0,6.0,19.0,9.0,31.0,24.0,2.0,,35.0,2.0,17.0,6.0,23.0,5.0,1.0,16.0,,1.0,52.0,1.0,2.0,,17.0,13.0,2.0,32.0,3.0,35.0,,15.0,5.0,10.0,5.0,2.0,5.0,13.0,2.0,,3.0,18.0,1.0,4.0,17.0,31.0,,,5.0,14.0,,1.0,1.0,19.0,1.0,7.0,2.0,8.0,,,2.0,1.0,5.0,8.0,3.0,31.0,216,2.0,1.0,0.9230769230769231,0.9230769230769231,0.4642857142857143,,0.3333333333333333,0.5123456790123457,0.16666666666666666,0.44,0.5561797752808989,0.2,0.5172413793103449,0.654320987654321,0.07142857142857142,0.1111111111111111,,12.398609501738122,0.2777777777777778,0.07142857142857142,,0.06842105263157895,0.010101010101010102,0.10240963855421686,0.007633587786259542,0.08426966292134831,0.00911854103343465,0.022988505747126436,,,0.010416666666666666,,0.038461538461538464,0.06493506493506493,0.14285714285714285,0.1111111111111111,0.06451612903225806,,0.375,0.2222222222222222,0.5,0.5625,0.8888888888888888,0.04938271604938271,0.5,0.5,1.0,0.07407407407407407,0.3333333333333333,0.3333333333333333,0.43209876543209874,0.3333333333333333,,,0.2,0.4,0.32,0.8765432098765432,0.5483851851851851,0.5613166666666668,0.566182,0.08045977011494253,0.20588235294117646,0.04,0.31,6.978571428571427,25.000000000000007,0.28350515463917525,18.0,13.0,3.0,19.0,6.0,51.0,6.0,13.0,0.8947368421052632,0.3584905660377358,0.3157894736842105,0.3584905660377358,1.0,0.2222222222222222,0.37142857142857144,0.37142857142857144,0.8461538461538461,0.375,0.37142857142857144,6.0,,3.0,11.0,3.0,1.0,6.0,,2.0,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,0.3333333333333333,0.44,,1.0,,1.0,,,,0.3333333333333333,1.0,3.0,0.2727272727272727,,,,,,True,,
2544,1610612747,LeBron James,LeBron James,2544,LAL,22794.0,380,70.0,766,771,131,109,80.0,1537,52.0,68.0,5.0,6.0,4.0,4.0,14.0,35.0,11.0,29.0,60.0,10.0,77.0,132.0,64.0,48.0,268.0,803,10.0,15.0,5.0,31.0,12.0,22.0,10.0,8.0,38.0,50.0,104.0,4.0,60.0,6.0,58.0,33.0,91.0,21.0,12.0,47.0,10.0,1.0,215.0,1.0,4.0,3.0,43.0,28.0,8.0,79.0,8.0,87.0,2.0,10.0,7.0,3.0,38.0,6.0,26.0,11.0,1.0,12.0,3.0,49.0,1.0,3.0,3.0,11.0,1.0,1.0,,60.0,1.0,1.0,,75.0,13.0,37.0,3.0,5.0,,,2.0,,3.0,5.0,4.0,38.0,128,,1.0,0.3246753246753247,0.3333333333333333,0.5833333333333334,0.6666666666666666,0.5454545454545454,0.5612244897959183,0.6842105263157895,0.46875,0.5915178571428571,0.7380952380952381,0.5135135135135135,0.32653061224489793,0.045454545454545456,0.04411764705882353,0.08571428571428572,31.81286549707602,0.7755102040816326,0.38095238095238093,0.12,0.14,0.022222222222222223,0.22994652406417113,0.006756756756756757,0.1834625322997416,0.01524390243902439,0.0375,0.015151515151515152,,0.009345794392523364,,0.07894736842105263,0.17857142857142858,0.175,0.21710526315789475,0.2857142857142857,0.022222222222222223,0.8,0.3469387755102041,0.7647058823529411,0.8,0.4230769230769231,0.17857142857142858,0.4,0.4375,0.07142857142857142,0.14795918367346939,0.3793103448275862,0.3793103448275862,0.30612244897959184,0.3157894736842105,0.8333333333333334,0.2,0.125,1.0,0.3125,0.673469387755102,0.5252283163265306,0.5224272727272727,0.461225,0.17194570135746606,0.23717948717948717,0.11567164179104478,0.1417910447761194,7.209090909090908,26.446875000000002,0.17101827676240208,4.0,20.0,2.0,22.0,2.0,21.0,45.0,20.0,0.3181818181818182,0.34375,0.2,0.34375,0.18181818181818182,0.02040816326530612,0.3333333333333333,0.3333333333333333,0.3,0.2,0.3333333333333333,2.0,1.0,1.0,,3.0,2.0,4.0,,5.0,1.0,0.5,0.5,0.5,0.5,0.05263157894736842,1.0,,0.15789473684210525,,0.015384615384615385,1.0,,,,,,0.3333333333333333,,,,1.0,,,,,True,,
1628035,1610612747,Alfonzo McKinnie,Alfonzo McKinnie,1628035,LAL,11387.0,190,20.0,408,408,146,150,52.0,816,19.0,25.0,8.0,12.0,9.0,11.0,4.0,12.0,2.0,5.0,17.0,4.0,25.0,42.0,28.0,10.0,93.0,400,8.0,12.0,,19.0,9.0,15.0,7.0,,36.0,28.0,22.0,14.0,17.0,3.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,5.0,9.0,3.0,17.0,10.0,2.0,29.0,17.0,46.0,3.0,6.0,5.0,1.0,1.0,,1.0,2.0,2.0,,,3.0,,,8.0,17.0,,,,13.0,4.0,,1.0,16.0,1.0,6.0,1.0,,,,,,,,,36.0,145,2.0,1.0,0.56,0.7777777777777778,0.5952380952380952,0.6666666666666666,0.6,0.5928571428571429,0.7307692307692307,0.8181818181818182,0.6038961038961039,0.7307692307692307,0.782608695652174,0.4,0.07142857142857142,0.04,0.16666666666666666,17.057569296375267,0.3333333333333333,0.09090909090909091,0.13636363636363635,0.11627906976744186,0.07142857142857142,0.1588785046728972,0.078125,0.13989637305699482,0.07368421052631578,0.09615384615384616,0.0392156862745098,0.08695652173913043,0.08,0.07142857142857142,0.09090909090909091,0.1111111111111111,0.3333333333333333,0.16279069767441862,0.14285714285714285,0.0967741935483871,,0.35714285714285715,0.76,0.7916666666666666,0.5789473684210527,0.17142857142857143,0.3333333333333333,0.4,0.25,0.07142857142857142,0.4,0.4,0.24285714285714285,0.9230769230769231,0.6666666666666666,,0.5,0.8181818181818182,0.18181818181818182,0.7571428571428571,0.5491742857142856,0.7729777777777778,0.5670590909090909,0.09210526315789473,0.1276595744680851,0.20430107526881722,0.3870967741935484,5.292857142857143,24.71071428571429,0.35784313725490197,11.0,7.0,3.0,11.0,6.0,30.0,3.0,7.0,0.9090909090909091,0.39285714285714285,0.8571428571428571,0.39285714285714285,1.0,0.15714285714285714,0.4117647058823529,0.4117647058823529,0.8571428571428571,0.75,0.4117647058823529,4.0,,,3.0,1.0,1.0,1.0,,,1.0,1.0,0.36363636363636365,0.36363636363636365,1.0,,,,0.07692307692307693,0.13636363636363635,0.034482758620689655,1.0,,,1.0,,,1.0,1.0,3.0,1.0,,,,,,True,,
1628398,1610612747,Kyle Kuzma,Kyle Kuzma,1628398,LAL,39863.0,664,-46.0,1352,1356,384,268,147.0,2708,51.0,76.0,8.0,19.0,18.0,29.0,7.0,29.0,9.0,28.0,93.0,33.0,67.0,133.0,137.0,21.0,275.0,1463,8.0,20.0,3.0,28.0,23.0,47.0,46.0,4.0,86.0,64.0,70.0,16.0,92.0,6.0,35.0,10.0,45.0,6.0,4.0,30.0,3.0,2.0,100.0,10.0,22.0,1.0,52.0,54.0,12.0,118.0,33.0,151.0,6.0,16.0,14.0,2.0,16.0,4.0,9.0,18.0,2.0,7.0,3.0,34.0,5.0,12.0,27.0,40.0,4.0,1.0,2.0,34.0,2.0,2.0,2.0,33.0,5.0,17.0,1.0,14.0,1.0,,9.0,1.0,4.0,15.0,5.0,86.0,382,2.0,,0.47761194029850745,0.5423728813559322,0.5037593984962406,0.4,0.48936170212765956,0.4703703703703704,0.3787878787878788,0.44086021505376344,0.4840989399293286,0.4117647058823529,0.4473684210526316,0.5074074074074074,0.045112781954887216,0.06578947368421052,0.034482758620689655,20.81418253447144,0.47058823529411764,0.2926829268292683,0.027777777777777776,0.1641337386018237,0.059782608695652176,0.16993464052287582,0.0392156862745098,0.16692913385826771,0.051364365971107544,0.06707317073170732,0.06870229007633588,0.0273972602739726,0.023121387283236993,0.07317073170731707,0.13821138211382114,0.18055555555555555,0.1774193548387097,0.16115702479338842,0.203125,0.039473684210526314,0.3333333333333333,0.2814814814814815,0.6710526315789473,0.7183098591549296,0.5098039215686274,0.10740740740740741,0.2413793103448276,0.25,0.2857142857142857,0.1037037037037037,0.32142857142857145,0.32142857142857145,0.34444444444444444,0.5757575757575758,0.42105263157894735,,0.3118279569892473,0.6206896551724138,0.3548387096774194,0.7888888888888889,0.5369829588014983,0.6530099999999999,0.5445494444444443,0.06028368794326241,0.11724137931034483,0.10181818181818182,0.31272727272727274,6.624812030075188,25.521167883211678,0.28402366863905326,44.0,26.0,9.0,40.0,12.0,117.0,3.0,26.0,0.975,0.291970802919708,0.2608695652173913,0.29411764705882354,0.4444444444444444,0.16296296296296298,0.27956989247311825,0.27956989247311825,0.9615384615384616,0.2727272727272727,0.2826086956521739,14.0,,4.0,13.0,9.0,3.0,13.0,1.0,2.0,,0.23076923076923078,0.3181818181818182,0.3181818181818182,1.0,0.12121212121212122,,,0.2727272727272727,0.13978494623655913,,3.0,,1.0,,,,0.3333333333333333,1.0,3.0,0.23076923076923078,,1.0,1.0,,,True,,
201162,1610612747,Jared Dudley,Jared Dudley,201162,LAL,4499.0,75,1.0,157,153,29,60,20.0,310,,1.0,,,,1.0,,1.0,,1.0,6.0,2.0,,3.0,6.0,,6.0,154,,,,3.0,,1.0,2.0,,3.0,,,,6.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,,,13.0,,1.0,1.0,7.0,9.0,1.0,17.0,2.0,19.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,2.0,,,3.0,7.0,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,3.0,28,1.0,,,,,,,0.3333333333333333,1.5,0.5,0.3333333333333333,1.5,0.5,0.6666666666666666,0.3333333333333333,1.0,,6.179775280898876,0.5,0.14285714285714285,0.3333333333333333,0.2571428571428571,0.021739130434782608,0.20588235294117646,,0.2318840579710145,0.013333333333333334,,0.05555555555555555,,,,0.2222222222222222,0.3125,,0.23333333333333334,,,1.0,0.1111111111111111,,,,0.1111111111111111,,,,0.1111111111111111,,,0.6666666666666666,,,,0.3333333333333333,,0.6666666666666666,0.7777777777777778,0.4729055555555555,0.55545,0.4504333333333333,,,0.5,0.5,12.366666666666665,26.083333333333332,0.18471337579617833,,2.0,1.0,2.0,1.0,3.0,3.0,2.0,0.5,0.3333333333333333,0.5,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,True,,
