EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,LongMidRangeAssists,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,Charge Fouls Drawn,3pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,PenaltyCorner3Frequency,PenaltyCorner3FGM,HeaveAttempts,FTOffRebounds,Clear Path Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,LongMidRangePctBlocked,OffFTReboundPct,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,DefensiveGoaltends,on,OffensiveGoaltends,3SecondViolations
1626167,1610612754,Myles Turner,Myles Turner,1626167,IND,17793.0,297,-3.0,591,596,88,120.0,58,1187,21.0,35.0,2.0,6.0,6.0,7.0,5.0,12.0,1.0,3.0,13.0,37.0,1.0,5.0,26.0,47,14.0,40.0,32.0,126.0,686,2.0,6.0,1.0,3.0,7.0,7.0,10.0,5.0,8.0,22.0,48.0,4.0,42.0,4.0,37.0,13.0,5.0,9.0,7.0,16.0,5.0,2.0,8.0,1.0,39.0,7.0,7.0,24.0,26.0,4.0,54,14.0,68,6.0,2.0,4.0,7.0,1.0,2.0,6.0,5.0,1.0,13.0,1.0,24.0,33.0,2.0,2.0,32.0,2.0,2.0,38.0,4.0,16.0,5.0,23.0,17.0,6.0,23.0,12.0,22.0,86,5.0,0.9230769230769231,1.0,1.0,0.35,0.35,0.5531914893617021,0.3333333333333333,0.7,0.5402298850574713,0.2857142857142857,0.4666666666666667,0.6057692307692307,0.3888888888888889,0.55,0.45977011494252873,0.10638297872340426,0.11428571428571428,0.08333333333333333,17.80821917808219,0.5384615384615384,0.25,0.16883116883116883,0.04516129032258064,0.192,0.05511811023622047,0.17921146953405018,0.04964539007092199,0.06172839506172839,0.017857142857142856,0.05555555555555555,0.038461538461538464,0.13043478260869565,0.18309859154929578,0.14,0.18181818181818182,0.21739130434782608,0.12121212121212122,0.5217391304347826,0.40229885057471265,0.6,0.6774193548387096,0.9047619047619048,0.13793103448275862,0.4166666666666667,0.45454545454545453,1.0,0.034482758620689655,0.3333333333333333,0.3333333333333333,1.0,0.42528735632183906,0.35135135135135137,0.35135135135135137,1.0,0.8571428571428571,0.3333333333333333,0.14285714285714285,0.4666666666666667,0.8571428571428571,0.3333333333333333,0.8620689655172413,0.35135135135135137,0.5505798850574714,0.60665,0.5501266666666668,0.16161616161616163,0.2711864406779661,0.05555555555555555,0.1746031746031746,2.6829787234042555,26.32,0.14890016920473773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1627734,1610612754,Domantas Sabonis,Domantas Sabonis,1627734,IND,25191.0,420,-14.0,873,861,174,178.0,100,1734,64.0,91.0,13.0,20.0,18.0,24.0,19.0,46.0,1.0,3.0,11.0,38.0,5.0,10.0,85.0,146,12.0,41.0,57.0,263.0,1010,14.0,23.0,6.0,8.0,45.0,23.0,33.0,10.0,14.0,69.0,98.0,72.0,33.0,26.0,38.0,11.0,14.0,41.0,27.0,68.0,21.0,6.0,22.0,9.0,163.0,5.0,31.0,34.0,44.0,6.0,84,36.0,120,15.0,10.0,5.0,21.0,5.0,8.0,22.0,13.0,1.0,43.0,2.0,16.0,41.0,3.0,6.0,69.0,6.0,,80.0,8.0,36.0,6.0,12.0,12.0,,12.0,8.0,67.0,172,3.0,0.5764705882352941,0.6805555555555556,0.9166666666666666,0.2926829268292683,0.2926829268292683,0.5821917808219178,0.6086956521739131,0.696969696969697,0.5508021390374331,0.6379310344827587,0.6395348837209303,0.5896860986547086,0.6428571428571429,0.69,0.2192513368983957,0.0958904109589041,0.08791208791208792,0.13043478260869565,26.802030456852794,0.4883720930232558,0.35294117647058826,0.20276497695852536,0.13777777777777778,0.20606060606060606,0.026041666666666668,0.20418848167539266,0.08633093525179857,0.12149532710280374,0.17647058823529413,0.09090909090909091,0.012987012987012988,0.07894736842105263,0.16666666666666666,0.2222222222222222,0.2558139534883721,0.2,0.2222222222222222,0.6666666666666666,0.48663101604278075,0.7032967032967034,0.7710843373493976,0.625,0.24598930481283424,0.41304347826086957,0.475,0.3684210526315789,0.016042780748663103,0.3333333333333333,0.3333333333333333,1.0,0.20320855614973263,0.2894736842105263,0.2894736842105263,0.9090909090909091,0.6896551724137931,0.65,0.1724137931034483,0.5581395348837209,0.75,0.23255813953488372,0.7058823529411765,0.2894736842105263,0.5379855614973265,0.6746619999999999,0.5280813953488372,0.17511520737327188,0.20689655172413793,0.17110266159695817,0.2623574144486692,4.3650684931506865,26.431707317073172,0.19931271477663232,2.0,9.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,10.0,8.0,3.0,4.0,8.0,4.0,2.0,0.5,0.3,0.10666666666666667,0.0481283422459893,0.2222222222222222,0.2222222222222222,1.0,0.07692307692307693,0.034482758620689655,1.0,1.0,0.4,0.5,0.3,0.046511627906976744,,,,,,,,,,,,,,,,,,,,,,,,True,,
1627747,1610612754,Caris LeVert,Caris LeVert,1627747,IND,5670.0,94,29.0,208,203,41,70.0,24,411,13.0,14.0,2.0,2.0,4.0,4.0,5.0,15.0,,6.0,8.0,17.0,1.0,3.0,22.0,36,8.0,23.0,12.0,80.0,224,4.0,5.0,1.0,3.0,14.0,5.0,9.0,4.0,3.0,13.0,16.0,28.0,9.0,2.0,17.0,8.0,1.0,5.0,9.0,14.0,7.0,2.0,5.0,,37.0,2.0,2.0,5.0,7.0,1.0,13,4.0,17,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,3.0,,2.0,4.0,,,11.0,,,13.0,2.0,7.0,,,,,,,13.0,40,,0.36363636363636365,0.38095238095238093,0.375,0.34782608695652173,0.34782608695652173,0.6111111111111112,0.8,0.5555555555555556,0.576271186440678,0.9166666666666666,0.38461538461538464,0.625,1.0,0.43333333333333335,0.3898305084745763,0.027777777777777776,,0.06666666666666667,28.75536480686695,0.6666666666666666,0.16666666666666666,0.13725490196078433,0.038461538461538464,0.11627906976744186,0.04081632653061224,0.1276595744680851,0.039603960396039604,,0.034482758620689655,0.2,0.05405405405405406,,0.2631578947368421,,0.2222222222222222,0.1388888888888889,,,0.23728813559322035,0.9285714285714286,0.9285714285714286,0.38461538461538464,0.2542372881355932,0.3333333333333333,0.35714285714285715,0.2,0.1016949152542373,,,,0.288135593220339,0.47058823529411764,0.47058823529411764,0.375,0.3333333333333333,1.0,0.16666666666666666,0.3076923076923077,1.0,0.23076923076923078,0.6271186440677966,0.47058823529411764,0.5048745762711865,0.44165,0.5190538461538462,0.125,0.17073170731707318,0.175,0.1625,8.205555555555556,25.37391304347826,0.1971153846153846,4.0,7.0,,,1.0,,1.0,,15.0,,2.0,,,,,1.0,1.0,,0.07142857142857142,0.11864406779661017,0.5714285714285714,0.5714285714285714,0.5,0.5,,,,1.0,,,0.043478260869565216,1.0,1.0,1.0,1.0,0.07692307692307693,,,,,,,,,,,,,,,,,,,True,,
203087,1610612754,Jeremy Lamb,Jeremy Lamb,203087,IND,45916.0,765,-14.0,1593,1595,307,358.0,180,3188,29.0,54.0,8.0,14.0,5.0,6.0,28.0,68.0,5.0,12.0,47.0,116.0,11.0,19.0,68.0,148,52.0,128.0,71.0,363.0,1852,9.0,18.0,12.0,9.0,54.0,12.0,18.0,21.0,13.0,64.0,72.0,64.0,129.0,12.0,115.0,47.0,11.0,33.0,20.0,53.0,13.0,7.0,21.0,8.0,126.0,9.0,15.0,47.0,50.0,9.0,106,25.0,131,34.0,21.0,13.0,12.0,2.0,8.0,10.0,4.0,,22.0,1.0,38.0,72.0,1.0,2.0,74.0,8.0,7.0,75.0,6.0,36.0,5.0,19.0,9.0,8.0,23.0,18.0,64.0,303,2.0,0.5294117647058824,0.5806451612903226,0.8269230769230769,0.40625,0.4094488188976378,0.4594594594594595,0.5,0.6666666666666666,0.5289855072463768,0.75,0.6538461538461539,0.5803858520900321,0.7714285714285715,0.7111111111111111,0.463768115942029,0.07432432432432433,0.09259259259259259,0.07352941176470588,18.404907975460123,0.5454545454545454,0.25,0.12106537530266344,0.03667481662591687,0.15666666666666668,0.026785714285714284,0.13604488078541374,0.032214765100671144,0.03398058252427184,0.04375,0.023255813953488372,0.025830258302583026,0.03076923076923077,0.11557788944723618,0.11347517730496454,0.1506849315068493,0.14285714285714285,0.19736842105263158,0.782608695652174,0.1956521739130435,0.5370370370370371,0.5918367346938775,0.4827586206896552,0.2463768115942029,0.4117647058823529,0.4444444444444444,0.5357142857142857,0.043478260869565216,0.4166666666666667,0.4166666666666667,1.0,0.42028985507246375,0.4051724137931034,0.4051724137931034,0.8085106382978723,0.4666666666666667,0.5714285714285714,0.36666666666666664,0.15384615384615385,0.8333333333333334,0.48717948717948717,0.6594202898550725,0.40869565217391307,0.5149336363636364,0.5824904761904761,0.5058947368421053,0.11764705882352941,0.20224719101123595,0.1487603305785124,0.1763085399449036,7.645945945945945,26.5828125,0.19271814187068426,11.0,26.0,,1.0,9.0,8.0,9.0,9.0,27.0,4.0,12.0,3.0,2.0,4.0,4.0,,0.75,0.42857142857142855,0.08695652173913043,0.09420289855072464,0.4230769230769231,0.44,0.6363636363636364,0.375,0.03333333333333333,,,0.8181818181818182,0.6666666666666666,0.42105263157894735,,2.0,2.0,,6.0,0.05128205128205128,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,0.038461538461538464,0.043478260869565216,0.5,,,,,,,True,,
203926,1610612754,Doug McDermott,Doug McDermott,203926,IND,13803.0,230,-36.0,482,480,54,71.0,64,962,37.0,59.0,10.0,14.0,5.0,8.0,1.0,4.0,5.0,10.0,9.0,23.0,2.0,2.0,38.0,63,14.0,33.0,10.0,128.0,585,10.0,15.0,2.0,5.0,28.0,5.0,8.0,3.0,1.0,11.0,60.0,16.0,42.0,10.0,23.0,9.0,11.0,10.0,6.0,16.0,5.0,1.0,4.0,4.0,38.0,5.0,8.0,7.0,12.0,,19,14.0,33,4.0,3.0,1.0,8.0,,8.0,,,,8.0,2.0,4.0,14.0,,,7.0,,,11.0,,3.0,1.0,,,,1.0,,11.0,54,1.0,0.7894736842105263,0.9090909090909091,1.0,0.42424242424242425,0.42424242424242425,0.6031746031746031,0.6666666666666666,0.625,0.6145833333333334,0.6764705882352942,0.45454545454545453,0.6336633663366337,0.7,0.4583333333333333,0.34375,0.1746031746031746,0.13559322033898305,0.75,19.63963963963964,1.0,,0.08333333333333333,0.05714285714285714,0.09090909090909091,0.05,0.08597285067873303,0.05416666666666667,0.06097560975609756,0.058823529411764705,,0.05,0.05,0.04,0.10416666666666667,0.19047619047619047,0.08620689655172414,0.10526315789473684,,0.6145833333333334,0.6271186440677966,0.7254901960784313,0.7837837837837838,0.041666666666666664,0.25,1.0,1.0,0.10416666666666667,0.5,0.5555555555555556,1.0,0.23958333333333334,0.391304347826087,0.4090909090909091,1.0,0.8235294117647058,0.7142857142857143,0.11764705882352941,0.7272727272727273,0.625,0.18181818181818182,0.9583333333333334,0.391304347826087,0.5908083333333334,0.6095923076923077,0.5238590909090909,0.04,0.045454545454545456,0.21875,0.0859375,1.965079365079365,25.136363636363637,0.11203319502074689,,,,,1.0,,1.0,,,2.0,3.0,,,2.0,1.0,1.0,0.5,,0.0967741935483871,,,,,0.4,,,,0.5,1.0,,0.029411764705882353,1.0,,,1.0,0.09090909090909091,,,1.0,,,1.0,1.0,,,,0.1111111111111111,,2.0,0.06060606060606061,0.1,0.043478260869565216,,,True,,
1627763,1610612754,Malcolm Brogdon,Malcolm Brogdon,1627763,IND,20820.0,347,-27.0,711,703,181,186.0,88,1414,32.0,66.0,5.0,11.0,3.0,10.0,9.0,25.0,3.0,7.0,27.0,63.0,9.0,13.0,55.0,117,30.0,70.0,29.0,229.0,834,5.0,13.0,10.0,,19.0,5.0,23.0,16.0,17.0,45.0,40.0,70.0,48.0,4.0,63.0,27.0,11.0,33.0,22.0,55.0,21.0,1.0,25.0,8.0,132.0,6.0,7.0,14.0,26.0,,40,14.0,54,6.0,4.0,2.0,14.0,5.0,11.0,12.0,3.0,2.0,26.0,1.0,11.0,20.0,2.0,,24.0,,,33.0,5.0,11.0,5.0,3.0,2.0,,3.0,2.0,41.0,177,3.0,0.36363636363636365,0.37735849056603776,0.5333333333333333,0.42857142857142855,0.42857142857142855,0.4700854700854701,0.38461538461538464,0.21739130434782608,0.5347593582887701,0.41304347826086957,0.358974358974359,0.5681818181818182,0.41304347826086957,0.44565217391304346,0.37433155080213903,0.09401709401709402,0.09090909090909091,0.2,27.654320987654323,0.5384615384615384,,0.14772727272727273,0.03763440860215054,0.09859154929577464,0.03636363636363636,0.12578616352201258,0.037037037037037035,0.011363636363636364,0.06944444444444445,0.038461538461538464,0.03076923076923077,0.05714285714285714,0.13953488372093023,0.12962962962962962,0.19444444444444445,0.09803921568627451,0.1,0.6666666666666666,0.35294117647058826,0.48484848484848486,0.5333333333333333,0.375,0.13368983957219252,0.36,0.45,0.2222222222222222,0.0374331550802139,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.33689839572192515,0.42857142857142855,0.43548387096774194,0.5185185185185185,0.4782608695652174,0.45454545454545453,0.391304347826087,0.2564102564102564,0.3,0.3333333333333333,0.7272727272727273,0.42857142857142855,0.5386532085561496,0.55949,0.5102846153846153,0.05699481865284974,0.08943089430894309,0.08296943231441048,0.1965065502183406,7.0735042735042715,26.154285714285713,0.2545710267229255,14.0,26.0,,1.0,3.0,5.0,3.0,6.0,42.0,,2.0,2.0,,8.0,,,0.3,0.375,0.02247191011235955,0.13903743315508021,0.5384615384615384,0.5384615384615384,0.42857142857142855,0.2,0.043478260869565216,,,0.3333333333333333,0.3333333333333333,0.38461538461538464,,3.0,,,2.0,0.07692307692307693,1.0,,1.0,,6.0,,,,1.0,,0.1,0.3333333333333333,1.0,0.014285714285714285,,0.015873015873015872,,,True,,
1628988,1610612754,Aaron Holiday,Aaron Holiday,1628988,IND,21230.0,354,-65.0,743,751,136,136.0,71,1494,12.0,39.0,1.0,3.0,1.0,3.0,11.0,31.0,10.0,14.0,16.0,49.0,3.0,4.0,29.0,79,26.0,63.0,18.0,154.0,884,3.0,7.0,5.0,2.0,11.0,6.0,11.0,7.0,4.0,28.0,22.0,36.0,72.0,2.0,49.0,16.0,8.0,11.0,8.0,19.0,6.0,2.0,7.0,4.0,46.0,,3.0,9.0,9.0,,18,3.0,21,13.0,8.0,5.0,15.0,,8.0,7.0,7.0,2.0,22.0,,12.0,27.0,2.0,,19.0,1.0,1.0,22.0,,10.0,1.0,5.0,2.0,1.0,5.0,4.0,28.0,135,1.0,0.3793103448275862,0.39285714285714285,0.9230769230769231,0.4126984126984127,0.4126984126984127,0.3670886075949367,0.42857142857142855,0.5454545454545454,0.4788732394366197,0.375,0.6666666666666666,0.5032679738562091,0.4230769230769231,0.6666666666666666,0.44366197183098594,0.10126582278481013,0.10256410256410256,0.12903225806451613,21.289537712895374,0.6818181818181818,,0.04477611940298507,0.015706806282722512,0.06521739130434782,,0.05309734513274336,0.009009009009009009,0.02040816326530612,0.013157894736842105,,,,0.0196078431372549,0.08333333333333333,0.037037037037037035,0.057692307692307696,0.08823529411764706,0.8,0.2746478873239437,0.3076923076923077,0.34285714285714286,0.4166666666666667,0.21830985915492956,0.3548387096774194,0.4074074074074074,0.45454545454545453,0.09859154929577464,0.7142857142857143,0.7142857142857143,1.0,0.34507042253521125,0.32653061224489793,0.32653061224489793,0.875,0.25,0.3333333333333333,0.25,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.7183098591549296,0.32653061224489793,0.5268039007092198,0.49536875,0.49763235294117647,0.06578947368421052,0.11235955056179775,0.07142857142857142,0.18181818181818182,5.968354430379748,26.160317460317454,0.18304172274562583,6.0,9.0,1.0,2.0,,3.0,1.0,4.0,6.0,,1.0,1.0,2.0,3.0,2.0,,0.2,0.5714285714285714,0.012658227848101266,0.06338028169014084,0.6666666666666666,0.6666666666666666,0.16666666666666666,,0.16666666666666666,0.5,1.0,,,0.75,,3.0,,,4.0,0.16666666666666666,1.0,,,,,,,,2.0,,,0.3333333333333333,,,,,,,True,,
203200,1610612754,Justin Holiday,Justin Holiday,203200,IND,19953.0,333,-17.0,683,687,146,170.0,65,1370,10.0,18.0,,1.0,2.0,3.0,,4.0,7.0,30.0,11.0,41.0,4.0,4.0,10.0,24,18.0,71.0,4.0,78.0,793,,2.0,6.0,,9.0,2.0,4.0,8.0,,10.0,18.0,2.0,51.0,,41.0,11.0,,9.0,6.0,15.0,5.0,1.0,6.0,3.0,36.0,7.0,1.0,12.0,14.0,3.0,29,8.0,37,10.0,8.0,2.0,3.0,,2.0,1.0,1.0,,4.0,,8.0,18.0,,,9.0,,2.0,5.0,2.0,3.0,,2.0,,2.0,3.0,1.0,10.0,142,,0.9,0.9,0.9444444444444444,0.2535211267605634,0.2535211267605634,0.4166666666666667,,0.5,0.3894736842105263,0.5625,0.4166666666666667,0.40625,0.5625,0.4166666666666667,0.7473684210526316,,,,13.227513227513228,0.75,0.2,0.08045977011494253,0.00641025641025641,0.08450704225352113,0.043209876543209874,0.08227848101265822,0.025157232704402517,,0.017543859649122806,,0.05555555555555555,,0.07228915662650602,0.07272727272727272,0.1111111111111111,0.07692307692307693,0.10526315789473684,0.3333333333333333,0.18947368421052632,0.5555555555555556,0.5555555555555556,0.9,0.042105263157894736,,,,0.3157894736842105,0.23333333333333334,0.23333333333333334,1.0,0.43157894736842106,0.2682926829268293,0.275,0.9090909090909091,0.125,,0.5,0.25,0.6666666666666666,0.3333333333333333,0.9368421052631579,0.2682926829268293,0.5754268421052632,0.5374374999999999,0.5181333333333332,0.041666666666666664,0.12,0.11538461538461539,0.1282051282051282,4.074999999999999,25.114084507042257,0.21376281112737922,,2.0,,2.0,3.0,,3.0,2.0,3.0,,1.0,,1.0,2.0,2.0,1.0,0.5,0.25,0.015151515151515152,0.021052631578947368,,,,,0.25,,,0.75,0.6666666666666666,,0.014084507042253521,4.0,,1.0,2.0,0.3333333333333333,2.0,,,,,1.0,,1.0,,,,0.5,1.0,0.014084507042253521,,0.024390243902439025,,,True,,
204456,1610612754,T.J. McConnell,T.J. McConnell,204456,IND,32480.0,541,21.0,1139,1142,250,261.0,130,2281,44.0,66.0,3.0,4.0,9.0,15.0,48.0,70.0,3.0,9.0,2.0,7.0,1.0,2.0,95.0,139,5.0,16.0,8.0,213.0,1317,6.0,7.0,2.0,,15.0,22.0,33.0,4.0,5.0,52.0,48.0,142.0,9.0,,7.0,2.0,10.0,85.0,51.0,136.0,35.0,16.0,65.0,16.0,323.0,8.0,2.0,29.0,26.0,1.0,56,10.0,66,44.0,30.0,14.0,23.0,9.0,19.0,17.0,4.0,2.0,40.0,2.0,10.0,30.0,,,29.0,,8.0,15.0,5.0,7.0,3.0,8.0,4.0,3.0,9.0,4.0,52.0,248,3.0,0.25263157894736843,0.25263157894736843,0.6,0.3125,0.3125,0.6834532374100719,0.8571428571428571,0.6666666666666666,0.6612903225806451,0.8333333333333334,0.6351351351351351,0.665625,0.8333333333333334,0.65,0.1032258064516129,0.07194244604316546,0.12121212121212122,0.02857142857142857,15.58846453624318,0.575,0.037037037037037035,0.08754208754208755,0.006968641114982578,0.13875598086124402,0.03636363636363636,0.10869565217391304,0.01972386587771203,0.013333333333333334,,,0.0446927374301676,,0.08391608391608392,0.09615384615384616,0.08,0.13157894736842105,0.15789473684210525,0.4444444444444444,0.4258064516129032,0.6666666666666666,0.7586206896551724,0.20454545454545456,0.45161290322580644,0.6857142857142857,0.7058823529411765,0.2708333333333333,0.05806451612903226,0.3333333333333333,0.3333333333333333,1.0,0.04516129032258064,0.2857142857142857,0.2857142857142857,,0.4444444444444444,0.75,0.1111111111111111,0.40540540540540543,0.6,0.05405405405405406,0.5290322580645161,0.2857142857142857,0.5245435483870968,0.5597375,0.5223810810810811,0.044585987261146494,0.04964539007092199,0.07042253521126761,0.24413145539906103,5.493525179856115,24.825,0.21949078138718173,3.0,3.0,1.0,1.0,,1.0,1.0,1.0,6.0,4.0,1.0,3.0,2.0,9.0,,,0.5,0.25,0.022727272727272728,0.01935483870967742,1.0,1.0,0.6666666666666666,0.3333333333333333,0.1111111111111111,1.0,1.0,,,0.5,,2.0,1.0,,2.0,0.05405405405405406,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,True,,
1628410,1610612754,Edmond Sumner,Edmond Sumner,1628410,IND,9581.0,160,35.0,332,335,67,73.0,47,667,13.0,22.0,1.0,3.0,2.0,3.0,3.0,6.0,5.0,6.0,4.0,15.0,2.0,5.0,16.0,29,9.0,21.0,18.0,77.0,372,1.0,4.0,3.0,2.0,7.0,3.0,6.0,6.0,,12.0,26.0,6.0,24.0,,14.0,4.0,1.0,4.0,2.0,6.0,1.0,1.0,1.0,3.0,14.0,5.0,,5.0,5.0,,10,5.0,15,3.0,2.0,1.0,6.0,1.0,5.0,6.0,1.0,1.0,12.0,,9.0,21.0,2.0,1.0,14.0,1.0,,19.0,1.0,10.0,,1.0,,,1.0,1.0,12.0,67,,0.8125,0.8125,0.8888888888888888,0.42857142857142855,0.45,0.5517241379310345,0.25,0.5,0.59,0.35714285714285715,0.5,0.652542372881356,0.4375,0.5,0.42,0.034482758620689655,,0.16666666666666666,18.489583333333336,0.5,,0.0625,,0.09615384615384616,0.07575757575757576,0.07575757575757576,0.03164556962025317,,,,0.08620689655172414,,0.0625,0.058823529411764705,0.07142857142857142,0.10256410256410256,0.07692307692307693,1.0,0.44,0.5909090909090909,0.5909090909090909,0.8461538461538461,0.12,0.5,0.6,0.6666666666666666,0.12,0.8333333333333334,0.8333333333333334,1.0,0.3,0.26666666666666666,0.26666666666666666,0.75,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.25,0.6666666666666666,0.4166666666666667,0.86,0.2857142857142857,0.5698989795918367,0.6325,0.5325500000000001,0.1694915254237288,0.2631578947368421,0.09090909090909091,0.15584415584415584,3.2448275862068967,27.12857142857143,0.20180722891566266,,1.0,1.0,1.0,,1.0,1.0,2.0,3.0,,,1.0,,3.0,2.0,,0.3333333333333333,0.3333333333333333,,0.02,,,,1.0,0.14285714285714285,1.0,1.0,,,0.2,,1.0,,,,0.08333333333333333,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,True,,
