EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,FTOffRebounds,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls Drawn,BlockedLongMidRange,DefensiveGoaltends,DefFTReboundPct,OffFTReboundPct,SecondChanceAtRimAccuracy,SecondChanceFtPoints,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,HeaveAttempts,3pt And 1 Free Throw Trips,OffensiveGoaltends,Arc3PctBlocked,3SecondViolations,on,HeaveMakes,BlockedCorner3
1626145,1610612763,Tyus Jones,Tyus Jones,1626145,MEM,73350.0,1222,-85.0,2502,2516,476,524,277,5018,35.0,67,4.0,5.0,14.0,86.0,177.0,12.0,29.0,13.0,42.0,3.0,8.0,3.0,10.0,32.0,98,5.0,10.0,8.0,22,133.0,273,45.0,140,41.0,442,2781,7.0,18.0,8.0,18.0,38.0,22.0,52,11.0,32,8.0,85,78.0,188.0,123.0,12.0,2.0,98,32.0,13.0,1.0,159.0,100.0,259.0,63.0,37.0,77.0,73.0,9.0,618.0,6.0,15.0,75.0,44,119,21.0,140,5.0,64.0,48.0,16.0,33,10.0,29.0,15.0,2.0,4.0,48,2.0,14.0,10.0,31.0,2.0,2.0,1.0,51,1.0,4.0,45,3.0,1.0,19.0,2.0,2.0,6.0,1.0,5.0,6.0,4.0,85,473,1.0,1.0,0.2932330827067669,0.29545454545454547,0.9111111111111111,0.32142857142857145,0.4444444444444444,0.34375,0.32142857142857145,0.48717948717948717,0.3888888888888889,0.4230769230769231,0.4854721549636804,0.5277777777777778,0.4583333333333333,0.5092378752886836,0.5277777777777778,0.48295454545454547,0.3389830508474576,0.007142857142857143,0.047619047619047616,0.1044776119402985,0.02824858757062147,0.034482758620689655,0.023809523809523808,16.943169784680553,0.6875,0.07028753993610223,0.02094972067039106,0.13562386980108498,0.011450381679389313,0.10093299406276506,0.016935483870967744,0.004739336492890996,0.024752475247524754,0.039603960396039604,0.013333333333333334,0.006711409395973154,0.05813953488372093,0.08045977011494253,0.07476635514018691,0.13574660633484162,0.13513513513513514,0.02304147465437788,0.6666666666666666,0.162227602905569,0.5223880597014925,0.5833333333333334,0.4,0.42857142857142855,0.4858757062146893,0.5,0.22093023255813954,0.07021791767554479,0.41379310344827586,0.42857142857142855,0.5,0.1016949152542373,0.30952380952380953,0.3170731707317073,1.0,0.23728813559322035,0.32653061224489793,0.32653061224489793,0.875,0.1111111111111111,0.2222222222222222,0.375,1.0,0.2777777777777778,0.5,1.0,0.16666666666666666,0.35714285714285715,0.11904761904761904,0.3,0.2619047619047619,0.36363636363636365,0.5012106537530266,0.32653061224489793,0.4870238498789346,0.51419375,0.4890255952380954,0.048723897911832945,0.0657439446366782,0.014084507042253521,0.08597285067873303,0.19230769230769232,8.61831501831502,25.09785714285714,0.19024780175859313,,,,,,,,,,,,,,,,,,,,,,True,,
1626159,1610612763,Justise Winslow,Justise Winslow,1626159,MEM,13398.0,223,-61.0,475,477,88,113,47,952,15.0,30,5.0,4.0,7.0,19.0,45.0,6.0,16.0,1.0,11.0,,1.0,,3.0,3.0,13,,,,2,40.0,91,4.0,24,10.0,102,515,4.0,6.0,,1.0,8.0,5.0,14,,5,2.0,12,44.0,36.0,12.0,,6.0,13,3.0,3.0,,13.0,5.0,18.0,4.0,1.0,8.0,4.0,1.0,41.0,4.0,8.0,28.0,16,45,13.0,58,6.0,6.0,5.0,1.0,11,2.0,6.0,11.0,1.0,5.0,22,2.0,,8.0,22.0,2.0,,1.0,18,1.0,3.0,17,1.0,,8.0,,1.0,5.0,4.0,,5.0,4.0,12,88,4.0,1.0,0.55,0.5945945945945946,1.0,0.16666666666666666,,,0.16666666666666666,0.43956043956043955,0.6666666666666666,0.35714285714285715,0.4,0.5714285714285714,0.2631578947368421,0.4146341463414634,0.5,0.2857142857142857,0.20869565217391303,,0.03296703296703297,0.03333333333333333,0.044444444444444446,,,27.25563909774436,0.5,0.14814814814814814,0.052980132450331126,0.24778761061946902,0.04040404040404041,0.19909502262443438,0.048,0.05555555555555555,0.0625,,0.03125,0.05714285714285714,0.16216216216216217,0.08,0.2857142857142857,0.23958333333333334,0.29411764705882354,0.09090909090909091,0.8,0.2608695652173913,0.5,0.5172413793103449,0.6,0.391304347826087,0.4222222222222222,0.4418604651162791,0.5263157894736842,0.1391304347826087,0.375,0.375,0.5,0.09565217391304348,0.09090909090909091,0.09090909090909091,1.0,0.11304347826086956,0.23076923076923078,0.23076923076923078,1.0,0.7142857142857143,0.14285714285714285,,,,,,0.3684210526315789,0.5714285714285714,0.15789473684210525,,0.10526315789473684,,0.46956521739130436,0.23076923076923078,0.5096786956521738,0.7298416666666667,0.5529499999999999,0.06557377049180328,0.08163265306122448,,0.0784313725490196,0.11764705882352941,8.025274725274725,24.662500000000005,0.18526315789473685,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.125,0.1,0.6,,,,,,,,,,,True,,
1628415,1610612763,Dillon Brooks,Dillon Brooks,1628415,MEM,28949.0,482,25.0,986,993,113,121,105,1979,29.0,52,7.0,2.0,3.0,26.0,76.0,21.0,42.0,4.0,10.0,,1.0,1.0,1.0,22.0,82,3.0,7.0,3.0,7,76.0,170,26.0,92,43.0,273,1068,4.0,16.0,3.0,8.0,21.0,5.0,13,4.0,8,5.0,27,78.0,74.0,60.0,18.0,2.0,82,22.0,10.0,,28.0,10.0,38.0,6.0,4.0,14.0,14.0,,86.0,8.0,11.0,20.0,19,42,20.0,62,7.0,19.0,10.0,9.0,24,4.0,12.0,14.0,1.0,12.0,38,2.0,9.0,20.0,50.0,2.0,2.0,3.0,44,,3.0,52,5.0,3.0,25.0,,2.0,9.0,5.0,3.0,10.0,5.0,27,111,6.0,1.0,0.5131578947368421,0.52,0.7692307692307693,0.2826086956521739,0.375,0.5,0.2826086956521739,0.4470588235294118,0.25,0.38461538461538464,0.4389312977099237,0.3541666666666667,0.5238095238095238,0.477112676056338,0.40384615384615385,0.5625,0.3511450381679389,,0.058823529411764705,0.11538461538461539,0.05263157894736842,,,28.9048473967684,0.631578947368421,0.07196969696969698,0.036544850498338874,0.09803921568627451,0.04678362573099415,0.08333333333333333,0.04025423728813559,0.08791208791208792,0.011976047904191617,0.023255813953488372,0.056,0.021739130434782608,0.07407407407407407,0.07339449541284404,0.06382978723404255,0.10897435897435898,0.0625,0.04697986577181208,0.5,0.1984732824427481,0.5576923076923077,0.6304347826086957,0.5172413793103449,0.2900763358778626,0.34210526315789475,0.3611111111111111,0.5384615384615384,0.16030534351145037,0.5,0.5,0.47619047619047616,0.03816793893129771,0.4,0.4,1.0,0.31297709923664124,0.2682926829268293,0.2682926829268293,0.7272727272727273,0.2916666666666667,0.041666666666666664,,,0.2916666666666667,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.6666666666666666,0.047619047619047616,1.0,0.3333333333333333,0.42857142857142855,0.549618320610687,0.2682926829268293,0.4964372137404579,0.5102289473684211,0.4834976190476191,0.08865248226950355,0.13157894736842105,,0.07692307692307693,0.0989010989010989,8.885294117647062,25.719565217391306,0.11460446247464504,2.0,1.0,3.0,,4.0,2.0,1.0,,0.125,0.045454545454545456,0.2857142857142857,4.0,1.0,1.0,1.0,0.5,,,,,,True,,
1628991,1610612763,Jaren Jackson Jr.,Jaren Jackson Jr.,1628991,MEM,3322.0,55,-23.0,111,111,22,19,13,222,1.0,4,,1.0,2.0,3.0,10.0,,,1.0,3.0,,,,1.0,3.0,14,1.0,1.0,1.0,4,4.0,14,4.0,17,11.0,31,132,,1.0,1.0,1.0,3.0,1.0,2,1.0,5,6.0,11,8.0,,12.0,,,13,3.0,2.0,,2.0,1.0,3.0,1.0,,1.0,1.0,,7.0,1.0,1.0,6.0,1,8,2.0,10,1.0,2.0,,2.0,2,,2.0,2.0,,,4,,,7.0,11.0,1.0,,,8,,,13,1.0,,5.0,,2.0,4.0,3.0,1.0,4.0,2.0,11,22,,2.0,1.0,1.0,1.0,0.23529411764705882,1.0,0.2,0.25,0.2857142857142857,,0.5,0.3225806451612903,0.75,0.35714285714285715,0.4189189189189189,0.75,0.55,0.5483870967741935,,0.14285714285714285,0.25,0.1,,,33.064516129032256,0.5,0.041666666666666664,0.037037037037037035,0.24,0.029411764705882353,0.14285714285714285,0.03278688524590164,,0.05,,0.041666666666666664,,,0.1111111111111111,,0.22727272727272727,0.3333333333333333,0.05263157894736842,0.5,0.12903225806451613,0.25,0.3333333333333333,1.0,0.3225806451612903,0.3,0.3333333333333333,1.0,,,,,0.0967741935483871,0.3333333333333333,0.3333333333333333,1.0,0.45161290322580644,0.21428571428571427,0.21428571428571427,1.0,,,,,0.5,1.0,1.0,0.2857142857142857,0.5,0.14285714285714285,,0.5714285714285714,0.25,0.6774193548387096,0.23076923076923078,0.5010416666666667,0.518475,0.51935,0.14285714285714285,0.2777777777777778,,0.0967741935483871,0.3548387096774194,6.014285714285714,27.48235294117647,0.1981981981981982,,,1.0,1.0,,,,1.0,0.3333333333333333,,,,,,,,1.0,,,,,True,,
1629634,1610612763,Brandon Clarke,Brandon Clarke,1629634,MEM,37264.0,621,-72.0,1258,1272,224,252,132,2530,66.0,95,25.0,9.0,13.0,42.0,94.0,5.0,9.0,6.0,24.0,,1.0,1.0,1.0,4.0,17,,2.0,,2,113.0,198,10.0,41,32.0,288,1428,18.0,34.0,,3.0,45.0,17.0,31,1.0,3,4.0,41,186.0,40.0,30.0,,26.0,17,4.0,13.0,,29.0,12.0,41.0,10.0,2.0,13.0,12.0,4.0,94.0,7.0,27.0,40.0,39,83,36.0,119,11.0,23.0,16.0,7.0,10,3.0,6.0,10.0,1.0,4.0,20,1.0,5.0,21.0,39.0,,3.0,4.0,49,1.0,2.0,52,16.0,,32.0,,1.0,20.0,13.0,6.0,20.0,12.0,41,223,4.0,1.0,0.8230088495575221,0.93,1.0,0.24390243902439024,,0.3333333333333333,0.24390243902439024,0.5707070707070707,0.5294117647058824,0.5483870967741935,0.5355648535564853,0.4864864864864865,0.5441176470588235,0.5625,0.5625,0.5540540540540541,0.17154811715481172,,0.06565656565656566,0.05263157894736842,0.0851063829787234,,,19.45031712473573,0.5,0.12111801242236025,0.07377049180327869,0.14814814814814814,0.027450980392156862,0.13344594594594594,0.05475040257648953,0.11650485436893204,0.05909090909090909,0.046511627906976744,0.03932584269662921,,0.13333333333333333,0.10948905109489052,0.12,0.14351851851851852,0.16666666666666666,0.10679611650485436,0.6,0.39748953974895396,0.6947368421052632,0.7333333333333333,0.7424242424242424,0.39330543933054396,0.44680851063829785,0.4883720930232558,0.9523809523809523,0.03765690376569038,0.5555555555555556,0.5555555555555556,0.8,0.100418410041841,0.25,0.25,1.0,0.07112970711297072,0.23529411764705882,0.23529411764705882,1.0,0.6756756756756757,0.02702702702702703,,,0.05405405405405406,,,0.38235294117647056,0.6923076923076923,0.029411764705882353,1.0,0.058823529411764705,,0.5690376569037657,0.23529411764705882,0.5411244769874478,0.637405,0.5517558823529412,0.12549019607843137,0.14953271028037382,,0.15625,0.1423611111111111,5.647474747474747,24.065853658536586,0.178060413354531,15.0,2.0,4.0,,2.0,4.0,1.0,1.0,0.16,0.06666666666666667,0.6,9.0,,,,0.06666666666666667,,,,,,True,,
1629001,1610612763,De'Anthony Melton,De'Anthony Melton,1629001,MEM,26929.0,449,-9.0,927,933,208,249,107,1860,16.0,28,7.0,5.0,10.0,15.0,43.0,2.0,11.0,12.0,24.0,1.0,4.0,4.0,6.0,40.0,91,2.0,8.0,13.0,28,33.0,82,52.0,115,14.0,236,1026,6.0,11.0,3.0,12.0,25.0,7.0,17,17.0,34,3.0,68,18.0,48.0,123.0,33.0,6.0,91,40.0,8.0,2.0,39.0,18.0,57.0,9.0,9.0,16.0,17.0,6.0,132.0,3.0,8.0,21.0,40,63,11.0,74,3.0,22.0,11.0,11.0,25,1.0,18.0,11.0,5.0,7.0,36,1.0,6.0,25.0,44.0,,1.0,2.0,25,,,20,2.0,,8.0,1.0,3.0,15.0,9.0,6.0,15.0,7.0,68,208,2.0,2.0,0.2727272727272727,0.3,0.7884615384615384,0.45217391304347826,0.25,0.5,0.45217391304347826,0.4024390243902439,0.5454545454545454,0.4117647058823529,0.5634517766497462,0.45652173913043476,0.6372549019607843,0.5728155339805825,0.5,0.6296296296296297,0.583756345177665,0.017391304347826087,0.0975609756097561,0.07142857142857142,0.13953488372093023,,,22.88698955365622,0.6944444444444444,0.17316017316017315,0.029411764705882353,0.0967741935483871,0.015151515151515152,0.13616071428571427,0.023404255319148935,0.014084507042253521,0.036585365853658534,0.02702702702702703,0.007246376811594203,0.03333333333333333,0.11702127659574468,0.18627450980392157,0.2857142857142857,0.10285714285714286,0.07142857142857142,0.0297029702970297,0.4666666666666667,0.14213197969543148,0.5714285714285714,0.6153846153846154,0.4375,0.2182741116751269,0.3488372093023256,0.40540540540540543,0.13333333333333333,0.05583756345177665,0.18181818181818182,0.18181818181818182,,0.1218274111675127,0.5,0.5,1.0,0.4619289340101523,0.43956043956043955,0.449438202247191,0.725,0.30434782608695654,0.17391304347826086,0.25,1.0,0.34782608695652173,0.25,0.5,0.19607843137254902,0.5,0.11764705882352941,0.6666666666666666,0.5490196078431373,0.4642857142857143,0.7258883248730964,0.43956043956043955,0.5190373096446701,0.5671027777777778,0.5244176470588234,0.04433497536945813,0.09090909090909091,0.008695652173913044,0.1059322033898305,0.288135593220339,7.745121951219514,25.416521739130435,0.2243797195253506,6.0,,2.0,1.0,1.0,1.0,,1.0,0.10526315789473684,,0.8571428571428571,4.0,,,,0.3333333333333333,,1.0,1.0,0.02197802197802198,,True,,
202685,1610612763,Jonas Valanciunas,Jonas Valanciunas,202685,MEM,26334.0,439,-3.0,893,893,78,91,109,1786,50.0,82,40.0,2.0,6.0,43.0,85.0,4.0,7.0,1.0,4.0,,,1.0,1.0,3.0,11,,,,1,97.0,174,4.0,15,51.0,257,951,30.0,50.0,,,74.0,4.0,8,1.0,2,8.0,19,112.0,82.0,12.0,,40.0,11,3.0,14.0,,19.0,7.0,26.0,5.0,2.0,7.0,8.0,4.0,59.0,6.0,52.0,56.0,63,123,60.0,183,15.0,10.0,8.0,2.0,16,1.0,4.0,16.0,1.0,12.0,32,3.0,1.0,23.0,48.0,4.0,7.0,7.0,64,,,68,6.0,,35.0,,2.0,16.0,12.0,4.0,16.0,11.0,19,76,1.0,2.0,0.5773195876288659,0.7272727272727273,1.0,0.26666666666666666,,0.5,0.26666666666666666,0.5574712643678161,0.6,0.5,0.544973544973545,0.6,0.55,0.5840909090909091,0.6271186440677966,0.6785714285714286,0.07936507936507936,,0.08045977011494253,0.10975609756097561,0.058823529411764705,,,24.394966118102612,0.5,0.27391304347826084,0.1793103448275862,0.27586206896551724,0.03468208092485549,0.2748267898383372,0.12526997840172785,0.23529411764705882,0.14935064935064934,0.14705882352941177,0.02654867256637168,0.05,0.24444444444444444,0.27,0.35,0.2891566265060241,0.21621621621621623,0.2054794520547945,0.6875,0.43386243386243384,0.6097560975609756,0.684931506849315,0.56,0.4497354497354497,0.5058823529411764,0.5375,0.5813953488372093,0.037037037037037035,0.5714285714285714,0.5714285714285714,0.75,0.021164021164021163,0.25,0.25,1.0,0.0582010582010582,0.2727272727272727,0.2727272727272727,1.0,0.8,,,,,,,0.6,0.3333333333333333,0.1,1.0,0.1,,0.5132275132275133,0.2727272727272727,0.5321873015873017,0.6327488888888888,0.5040250000000001,0.16055045871559634,0.1724137931034483,,0.28793774319066145,0.07392996108949416,5.09655172413793,24.926666666666662,0.08734602463605823,24.0,2.0,4.0,,2.0,5.0,,,0.2222222222222222,0.07692307692307693,0.6,14.0,,,4.0,0.16666666666666666,,,,,1.0,True,,
1630214,1610612763,Xavier Tillman,Xavier Tillman,1630214,MEM,27919.0,465,17.0,959,964,238,267,91,1923,35.0,46,13.0,7.0,9.0,27.0,50.0,,4.0,6.0,11.0,,1.0,2.0,6.0,7.0,18,,1.0,5.0,9,62.0,100,13.0,29,10.0,173,1037,11.0,19.0,,2.0,22.0,11.0,23,7.0,15,4.0,47,98.0,26.0,39.0,,14.0,18,7.0,12.0,,21.0,14.0,35.0,9.0,5.0,6.0,9.0,6.0,84.0,9.0,16.0,29.0,39,76,25.0,101,3.0,18.0,15.0,3.0,11,4.0,10.0,13.0,1.0,1.0,24,2.0,5.0,33.0,47.0,2.0,3.0,2.0,14,,1.0,15,5.0,,9.0,,1.0,15.0,13.0,2.0,15.0,9.0,47,238,,1.0,0.7903225806451613,0.8909090909090909,1.0,0.4482758620689655,,0.4666666666666667,0.4482758620689655,0.62,0.5789473684210527,0.4782608695652174,0.6317829457364341,0.5238095238095238,0.5657894736842105,0.6455223880597015,0.5238095238095238,0.5875,0.2248062015503876,,0.12,0.13043478260869565,0.12,,,14.835680751173708,0.4583333333333333,0.16595744680851063,0.0599250936329588,0.1318181818181818,0.04918032786885246,0.14945054945054945,0.05555555555555555,0.058823529411764705,0.06369426751592357,0.047619047619047616,0.06206896551724138,,0.23469387755102042,0.12121212121212122,0.10526315789473684,0.1329479768786127,0.1276595744680851,0.075,0.6,0.35658914728682173,0.7608695652173914,0.875,0.7714285714285715,0.3875968992248062,0.54,0.6136363636363636,0.8148148148148148,0.031007751937984496,,,,0.08527131782945736,0.5454545454545454,0.5454545454545454,1.0,0.13953488372093023,0.3888888888888889,0.3888888888888889,1.0,0.6190476190476191,0.047619047619047616,,,0.047619047619047616,,,0.23684210526315788,0.7777777777777778,0.15789473684210525,0.3333333333333333,0.23684210526315788,0.5555555555555556,0.5813953488372093,0.3888888888888889,0.5289178294573643,0.6017852941176471,0.515471052631579,0.06766917293233082,0.08653846153846154,,0.12716763005780346,0.27167630057803466,6.110000000000001,24.71379310344828,0.24817518248175183,10.0,,8.0,3.0,1.0,2.0,,,0.4,,0.7692307692307693,,,,3.0,0.3,,,,,,True,,
1630217,1610612763,Desmond Bane,Desmond Bane,1630217,MEM,34497.0,575,19.0,1195,1178,215,229,125,2373,28.0,44,5.0,8.0,10.0,21.0,43.0,6.0,19.0,18.0,35.0,,1.0,2.0,6.0,24.0,77,,8.0,2.0,11,55.0,106,42.0,112,13.0,249,1309,7.0,8.0,,9.0,15.0,10.0,18,4.0,17,2.0,34,80.0,30.0,117.0,9.0,4.0,77,24.0,13.0,4.0,25.0,22.0,47.0,13.0,9.0,13.0,10.0,2.0,116.0,8.0,3.0,34.0,34,72,11.0,83,1.0,15.0,8.0,7.0,14,2.0,10.0,9.0,,4.0,23,,2.0,31.0,54.0,,4.0,2.0,18,,3.0,17,4.0,5.0,8.0,,,4.0,1.0,2.0,4.0,2.0,34,214,3.0,,0.7272727272727273,0.7547169811320755,0.9285714285714286,0.375,,0.23529411764705882,0.375,0.5188679245283019,0.875,0.5555555555555556,0.5412844036697247,0.4117647058823529,0.45714285714285713,0.5540540540540541,0.4117647058823529,0.4714285714285714,0.5137614678899083,0.03571428571428571,0.12264150943396226,0.11363636363636363,0.13953488372093023,0.10526315789473684,,18.25633383010432,0.6086956521739131,0.11683848797250859,0.009523809523809525,0.13991769547325103,0.032,0.12734082397003746,0.019469026548672566,0.02127659574468085,,0.01639344262295082,0.03825136612021858,0.014925373134328358,0.09821428571428571,0.13178294573643412,0.12,0.13705583756345177,0.15217391304347827,0.009708737864077669,0.5,0.2018348623853211,0.6363636363636364,0.717948717948718,0.5357142857142857,0.19724770642201836,0.4883720930232558,0.5675675675675675,0.9047619047619048,0.0871559633027523,0.3157894736842105,0.35294117647058826,1.0,0.16055045871559634,0.5142857142857142,0.5142857142857142,1.0,0.3532110091743119,0.3116883116883117,0.3287671232876712,0.875,0.29411764705882354,0.058823529411764705,,,0.47058823529411764,,,0.2857142857142857,0.8,0.17142857142857143,0.3333333333333333,0.3142857142857143,0.18181818181818182,0.7155963302752294,0.3116883116883117,0.5258616972477063,0.55192,0.55964,0.036036036036036036,0.07272727272727272,,0.060240963855421686,0.13654618473895583,7.63867924528302,25.08035714285714,0.1799163179916318,5.0,,4.0,,5.0,2.0,1.0,,0.11764705882352941,,1.0,1.0,,,,,,,,0.05194805194805195,,True,,
203937,1610612763,Kyle Anderson,Kyle Anderson,203937,MEM,26109.0,435,-63.0,870,886,125,105,100,1756,27.0,41,11.0,6.0,8.0,26.0,56.0,11.0,22.0,8.0,27.0,2.0,4.0,,1.0,9.0,32,,2.0,,4,64.0,119,17.0,59,35.0,214,983,10.0,19.0,2.0,6.0,33.0,11.0,23,,5,6.0,28,62.0,66.0,45.0,6.0,8.0,32,9.0,9.0,2.0,35.0,13.0,48.0,8.0,5.0,21.0,12.0,2.0,109.0,5.0,9.0,34.0,28,69,15.0,84,4.0,16.0,9.0,7.0,15,1.0,10.0,6.0,,5.0,21,2.0,2.0,15.0,30.0,3.0,2.0,,36,,1.0,44,4.0,,22.0,,2.0,14.0,7.0,6.0,14.0,7.0,28,123,1.0,2.0,0.484375,0.5166666666666667,0.8823529411764706,0.288135593220339,0.3333333333333333,,0.288135593220339,0.5378151260504201,0.5263157894736842,0.4782608695652174,0.5028089887640449,0.52,0.39285714285714285,0.5404040404040404,0.5689655172413793,0.4375,0.33146067415730335,0.03389830508474576,0.07563025210084033,0.0975609756097561,0.08928571428571429,,0.07407407407407407,22.098890010090816,0.7142857142857143,0.12556053811659193,0.033962264150943396,0.1837837837837838,0.02824858757062147,0.15196078431372548,0.03167420814479638,0.0449438202247191,0.036231884057971016,,0.01694915254237288,0.05084745762711865,0.12048192771084337,0.1111111111111111,0.16,0.1836734693877551,0.18421052631578946,0.047058823529411764,0.5,0.2303370786516854,0.6585365853658537,0.7297297297297297,0.6296296296296297,0.3146067415730337,0.4642857142857143,0.5098039215686274,0.3076923076923077,0.12359550561797752,0.5,0.5,0.5454545454545454,0.15168539325842698,0.2962962962962963,0.32,1.0,0.1797752808988764,0.28125,0.28125,0.7777777777777778,0.44,0.16,0.5,1.0,0.08,,,0.2857142857142857,0.75,0.03571428571428571,,0.14285714285714285,,0.5617977528089888,0.28125,0.5148365168539327,0.5597368421052632,0.5314375,0.11224489795918367,0.16058394160583941,,0.1542056074766355,0.1308411214953271,8.29579831932773,24.508474576271187,0.14367816091954022,7.0,1.0,7.0,,2.0,4.0,1.0,,0.3333333333333333,0.041666666666666664,0.6363636363636364,7.0,,,,0.42857142857142855,,,,,,True,,
