EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,BlockedLongMidRange,SecondChanceFg3Pct,DefArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PtsPutbacks,SelfOReb,Loose Ball Fouls,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceCorner3FGA,HeaveAttempts,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,Technical Free Throw Trips,OffensiveGoaltends,3SecondViolations,Travels,on,SecondChanceCorner3FGM,Fg3aBlocked,DefensiveGoaltends,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,Corner3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,5360.0,89,-11.0,170,174,65,75,28.0,344,2.0,6.0,1.0,4.0,2.0,6.0,6.0,15.0,1.0,1.0,3.0,9.0,1.0,2.0,5.0,10.0,27.0,3.0,10.0,9.0,38.0,205,1.0,1.0,1.0,2.0,4.0,2.0,8.0,2.0,6.0,6.0,16.0,12.0,8.0,6.0,3.0,9.0,3.0,2.0,14.0,5.0,19.0,2.0,3.0,8.0,6.0,43.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,2.0,7.0,3.0,4.0,11.0,2.0,11.0,1.0,3.0,3.0,16.0,65,4.0,0.6,0.6,0.6666666666666666,0.3,0.3333333333333333,0.3,0.3703703703703703,1.0,0.25,0.3918918918918919,0.5,0.3571428571428571,0.4523809523809524,0.6666666666666666,0.4444444444444444,0.2702702702702703,0.074074074074074,0.1666666666666666,0.1666666666666666,24.01960784313725,0.5714285714285714,0.125,0.0377358490566037,0.0185185185185185,0.0303030303030303,0.0129870129870129,0.1111111111111111,0.0555555555555555,0.0476190476190476,0.1621621621621621,0.3333333333333333,0.4,0.5,0.1621621621621621,0.3333333333333333,0.4,0.4054054054054054,0.4,0.4,0.8333333333333334,0.027027027027027,0.2432432432432432,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.2857142857142857,0.25,0.0714285714285714,0.3571428571428571,0.4,0.4324324324324324,0.3333333333333333,0.4597716216216216,0.39285,0.4825714285714286,0.0769230769230769,0.1034482758620689,0.1052631578947368,0.4210526315789473,13.374074074074075,25.37,0.3823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,4083.0,68,-21.0,132,137,51,57,25.0,269,4.0,6.0,2.0,2.0,,1.0,,,,,,1.0,1.0,,1.0,4.0,7.0,,1.0,3.0,11.0,156,2.0,3.0,1.0,,4.0,2.0,2.0,,1.0,,4.0,4.0,4.0,,,1.0,,1.0,4.0,2.0,6.0,2.0,,1.0,2.0,14.0,4.0,,7.0,10.0,8.0,18.0,2.0,1.0,2.0,,2.0,1.0,,3.0,1.0,4.0,4.0,,13.0,1.0,5.0,2.0,4.0,51,,0.5,0.5,,,,,0.5714285714285714,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,0.3928571428571428,0.4,0.4,0.125,0.1428571428571428,0.1666666666666666,,10.365853658536588,0.6666666666666666,,0.1666666666666666,0.0930232558139534,0.1481481481481481,0.1212121212121212,0.2307692307692307,0.3636363636363636,0.0526315789473684,0.75,0.6666666666666666,0.8,0.5,0.125,,,,,,,,0.125,,,,0.25,0.6666666666666666,1.0,,0.3333333333333333,,0.875,,0.48998125,0.4586166666666666,0.44905,0.4166666666666667,0.4545454545454545,0.3636363636363636,0.3636363636363636,0.9428571428571428,27.1,0.3863636363636363,2.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,0.3333333333333333,0.0833333333333333,0.1739130434782608,0.0666666666666666,0.1538461538461538,0.2,0.1666666666666666,0.25,0.6666666666666666,0.75,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
146,1610612765,Jud Buechler,Jud Buechler,146,DET,4474.0,75,10.0,146,143,33,55,19.0,289,1.0,1.0,,,1.0,1.0,,2.0,3.0,1.0,1.0,5.0,1.0,,,2.0,4.0,3.0,8.0,1.0,14.0,146,,,1.0,,3.0,,,1.0,1.0,,3.0,2.0,2.0,9.0,,5.0,1.0,,8.0,1.0,9.0,1.0,,3.0,2.0,19.0,,1.0,4.0,5.0,1.0,6.0,1.0,1.0,1.0,,1.0,1.0,,2.0,,1.0,7.0,1.0,2.0,,1.0,,3.0,33,1.0,0.5,0.5,1.0,0.375,1.0,0.375,0.5,,,0.5416666666666666,1.5,1.5,0.5384615384615384,1.5,1.5,0.6666666666666666,,,,8.928571428571429,0.5,0.25,0.0714285714285714,,0.0769230769230769,,,0.1176470588235294,0.0416666666666666,0.0833333333333333,1.0,1.0,1.0,0.0833333333333333,1.0,1.0,0.1666666666666666,,,,0.25,0.4166666666666667,0.2,0.2,1.0,1.0,,,1.0,,,0.75,0.2,0.4861458333333333,0.50715,0.53805,0.0769230769230769,0.2,0.2142857142857142,0.2142857142857142,11.2,25.0375,0.2260273972602739,,,3.0,,1.0,,,,,2.0,1.0,,2.0,2.0,,0.1111111111111111,,,,,0.0666666666666666,,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,0.1666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
376,1610612765,Eric Montross,Eric Montross,376,DET,2873.0,48,-19.0,94,97,27,43,14.0,191,1.0,2.0,,,3.0,10.0,,,,,,,,,,4.0,12.0,,,1.0,9.0,110,2.0,4.0,,,4.0,,,,,,,6.0,2.0,,,,,1.0,1.0,,1.0,,,1.0,,2.0,4.0,,8.0,13.0,4.0,17.0,2.0,2.0,1.0,,1.0,1.0,,2.0,,2.0,6.0,1.0,2.0,,1.0,,,27,1.0,0.75,1.0,,,,,0.3333333333333333,0.5,,0.3333333333333333,0.5,,0.3461538461538461,0.5,,,0.0833333333333333,,0.1,13.274336283185844,0.5,,0.2962962962962963,0.1052631578947368,0.303030303030303,0.0784313725490196,,0.2727272727272727,0.2,0.1666666666666666,0.5,0.5,,0.8333333333333334,0.3,0.3333333333333333,,,,,,,,,,,,,,,,0.1666666666666666,,0.4009,0.46685,,0.0769230769230769,0.0769230769230769,0.4444444444444444,,7.091666666666668,,0.2872340425531915,1.0,2.0,,,2.0,3.0,,,,3.0,2.0,1.0,3.0,3.0,1.0,0.3333333333333333,,0.1875,,,0.5,,1.0,0.5,0.5,,,,,,,,0.5,,,,,,,2.0,1.0,1.0,0.0625,0.1428571428571428,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,
76,1610612765,Cedric Ceballos,Cedric Ceballos,76,DET,9859.0,164,-13.0,323,324,104,132,49.0,647,12.0,16.0,3.0,4.0,1.0,6.0,4.0,9.0,22.0,8.0,5.0,18.0,3.0,1.0,7.0,17.0,31.0,11.0,40.0,8.0,75.0,342,3.0,5.0,6.0,,9.0,5.0,9.0,3.0,15.0,4.0,23.0,20.0,14.0,33.0,,17.0,5.0,3.0,7.0,,7.0,,,4.0,2.0,14.0,5.0,,15.0,19.0,7.0,26.0,6.0,4.0,5.0,2.0,2.0,4.0,3.0,9.0,2.0,9.0,19.0,,10.0,,3.0,2.0,23.0,104,3.0,0.5882352941176471,0.6666666666666666,1.0,0.275,0.2,0.282051282051282,0.5483870967741935,0.6,0.5555555555555556,0.4718309859154929,0.4090909090909091,0.3958333333333333,0.4934210526315789,0.4090909090909091,0.4423076923076923,0.5633802816901409,0.0967741935483871,0.125,0.1666666666666666,22.135416666666668,0.5555555555555556,,0.1293103448275862,0.0467289719626168,0.1214285714285714,0.0454545454545454,0.0769230769230769,0.1282051282051282,0.1020408163265306,0.2253521126760563,0.75,0.8571428571428571,0.6666666666666666,0.0845070422535211,0.1666666666666666,0.2,0.1267605633802817,0.4444444444444444,0.4444444444444444,0.5,0.3098591549295774,0.2535211267605634,0.2777777777777778,0.2777777777777778,1.0,0.2727272727272727,0.1666666666666666,0.75,0.3333333333333333,0.2916666666666667,0.1428571428571428,0.7887323943661971,0.2941176470588235,0.5333971014492753,0.5351928571428571,0.5130113636363636,0.0405405405405405,0.088235294117647,0.12,0.3066666666666666,7.235483870967743,25.46250000000001,0.3219814241486068,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,0.1666666666666666,0.0833333333333333,0.0425531914893617,0.0571428571428571,0.074074074074074,,0.1785714285714285,0.25,1.0,0.3636363636363636,0.75,0.3333333333333333,6.0,2.0,1.0,1.0,,0.1666666666666666,,0.2727272727272727,0.2727272727272727,1.0,0.3333333333333333,1.0,0.25,4.0,,,0.0217391304347826,,,3.0,1.0,1.0,0.2727272727272727,,,,,True,,,,,,,,,,,,,,,,
711,1610612765,Jerry Stackhouse,Jerry Stackhouse,711,DET,5056.0,84,-10.0,168,169,74,78,30.0,337,7.0,10.0,3.0,3.0,,4.0,8.0,17.0,2.0,2.0,3.0,7.0,2.0,,,15.0,31.0,3.0,9.0,14.0,53.0,181,4.0,5.0,3.0,,14.0,8.0,13.0,,2.0,12.0,28.0,20.0,10.0,9.0,,7.0,3.0,1.0,7.0,3.0,10.0,3.0,,4.0,3.0,23.0,1.0,,4.0,5.0,2.0,7.0,3.0,2.0,9.0,2.0,2.0,4.0,7.0,13.0,6.0,2.0,6.0,2.0,18.0,1.0,3.0,6.0,28.0,74,,0.6666666666666666,0.7142857142857143,1.0,0.3333333333333333,,0.3333333333333333,0.4838709677419355,0.8,0.6153846153846154,0.4875,0.875,0.5333333333333333,0.5416666666666666,0.875,0.6136363636363636,0.225,0.032258064516129,,0.25,29.468599033816428,0.6923076923076923,,0.0701754385964912,0.0172413793103448,0.0704225352112676,0.0229885057471264,0.0714285714285714,0.1,0.0833333333333333,0.25,0.7,0.7,0.7142857142857143,0.1,,,0.425,0.4705882352941176,0.4705882352941176,0.625,0.05,0.175,0.4285714285714285,0.4285714285714285,1.0,0.25,0.2,1.0,0.1333333333333333,,,0.475,0.4285714285714285,0.4779775,0.4983833333333334,0.4696733333333333,0.0714285714285714,0.0909090909090909,0.2641509433962264,0.5283018867924528,10.848387096774193,25.288888888888888,0.4404761904761904,3.0,4.0,,1.0,1.0,,1.0,,,3.0,,2.0,3.0,,,0.0714285714285714,0.0344827586206896,,,0.0769230769230769,,,,0.5,0.75,0.3333333333333333,,,2.0,2.0,1.0,0.6666666666666666,0.1111111111111111,,,,1.0,1.0,,2.0,,,,,,1.0,,,0.125,1.0,,,,True,,,,,,,,,,,,,,,,
961,1610612765,John Wallace,John Wallace,961,DET,2961.0,49,2.0,98,98,33,42,18.0,196,4.0,5.0,,,1.0,7.0,4.0,10.0,,,,2.0,,,2.0,9.0,22.0,,2.0,2.0,20.0,100,2.0,4.0,,,4.0,3.0,6.0,,2.0,,6.0,6.0,12.0,,,2.0,,2.0,,2.0,2.0,1.0,1.0,,,6.0,2.0,,5.0,7.0,4.0,11.0,1.0,,,,,1.0,,1.0,,1.0,3.0,,2.0,,1.0,,6.0,33,1.0,0.3333333333333333,0.375,,,,,0.4090909090909091,0.5,0.5,0.375,0.5,0.375,0.4,0.5,0.375,0.0833333333333333,0.0909090909090909,,0.2857142857142857,21.666666666666668,,,0.1351351351351351,0.048780487804878,0.1162790697674418,0.074074074074074,,0.1111111111111111,,0.2083333333333333,0.8,0.8,0.5,0.2916666666666667,0.1428571428571428,0.2,0.4166666666666667,0.4,0.4,,,0.0833333333333333,,,,,,,,0.25,,0.2916666666666667,,0.4326208333333333,0.4489,0.377525,0.04,0.0434782608695652,0.2,0.3,11.44090909090909,26.6,0.336734693877551,1.0,1.0,,2.0,,2.0,1.0,,,2.0,1.0,1.0,2.0,1.0,0.4,,0.1538461538461538,0.0769230769230769,0.1,0.3333333333333333,0.5,,0.5,0.25,1.0,,,,,,,,,,,,,,,2.0,,,0.0526315789473684,,1.0,,,,,,1.0,,,True,,,,,,,,,,,,,,,,
966,1610612765,Jerome Williams,Jerome Williams,966,DET,5750.0,96,-20.0,188,187,51,69,28.0,375,11.0,15.0,3.0,3.0,1.0,4.0,7.0,13.0,,,,1.0,,,,19.0,32.0,,1.0,7.0,45.0,203,6.0,10.0,,2.0,14.0,5.0,7.0,,,2.0,12.0,20.0,18.0,,,1.0,,3.0,3.0,,3.0,,,2.0,1.0,6.0,11.0,1.0,15.0,19.0,15.0,34.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,8.0,1.0,2.0,6.0,1.0,8.0,,4.0,,12.0,51,1.0,0.5263157894736842,0.625,,,,,0.59375,0.6,0.7142857142857143,0.5757575757575758,0.6,0.7142857142857143,0.6081081081081081,0.6363636363636364,0.75,0.0303030303030303,0.09375,0.1333333333333333,0.25,20.27027027027027,0.375,0.1111111111111111,0.217391304347826,0.1896551724137931,0.2093023255813953,0.1647058823529411,0.1428571428571428,0.217391304347826,0.25,0.4545454545454545,0.7333333333333333,0.8461538461538461,0.4545454545454545,0.1212121212121212,0.25,0.3333333333333333,0.3939393939393939,0.5384615384615384,0.5384615384615384,0.7142857142857143,,0.0303030303030303,,,,,0.4285714285714285,1.0,,,,0.4848484848484848,,0.4801257575757576,0.5547375,0.4997428571428571,0.1081081081081081,0.1111111111111111,0.3111111111111111,0.2666666666666666,8.121875,27.8,0.2712765957446808,5.0,9.0,,3.0,3.0,1.0,,,1.0,,,,,,0.1666666666666666,0.1764705882352941,0.1111111111111111,0.2,0.1428571428571428,0.0769230769230769,0.1666666666666666,0.1666666666666666,,0.9,0.5555555555555556,0.2,,,,,,,0.1818181818181818,,,,,,,6.0,2.0,1.0,0.2083333333333333,0.1818181818181818,,,,1.0,,,,2.0,,True,,,,,,,,,,,,,,,,
182,1610612765,Billy Owens,Billy Owens,182,DET,360.0,6,6.0,10,9,4,3,,19,,,,,,,,,,,,,,,,,,,,1.0,1.0,4,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,2.0,,,1.0,1.0,4,,,,,,,,,,,,,,0.5,,0.5,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,
2043,1610612765,Mateen Cleaves,Mateen Cleaves,2043,DET,4561.0,76,-6.0,156,153,40,58,21.0,309,4.0,9.0,,,,2.0,4.0,8.0,,,,1.0,,,1.0,8.0,19.0,,1.0,9.0,25.0,143,,1.0,,,,1.0,3.0,,1.0,2.0,4.0,6.0,10.0,,,,,2.0,13.0,2.0,15.0,,2.0,8.0,4.0,32.0,1.0,,9.0,9.0,1.0,10.0,5.0,2.0,6.0,1.0,5.0,2.0,1.0,8.0,1.0,6.0,12.0,,11.0,1.0,5.0,1.0,4.0,40,1.0,0.375,0.375,,,,,0.4210526315789473,,0.3333333333333333,0.4,,0.25,0.5,,0.4,0.05,0.1052631578947368,0.2222222222222222,,18.0327868852459,0.75,,0.1428571428571428,0.0188679245283018,0.1216216216216216,0.0129870129870129,0.0588235294117647,0.1904761904761904,0.1071428571428571,0.45,0.4444444444444444,0.5714285714285714,0.25,0.1,,,0.4,0.5,0.5,0.5,,0.05,,,,,,,,0.25,,0.5,,0.4883578947368422,0.3452,0.3548333333333333,0.2083333333333333,0.217391304347826,,0.16,8.863157894736842,42.8,0.2564102564102564,,,1.0,,,,3.0,,,,,,,,,,,,,,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,
