EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFtPoints,TwoPtAssists,LongMidRangeAssists,DefThreePtRebounds,Travels,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,DefThreePtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PtsUnassisted2s,NonHeaveArc3FGM,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,BadPassTurnovers,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,SecondChanceArc3FGM,PtsUnassisted3s,PtsPutbacks,Fg3aBlocked,Charge Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3Assists,LostBallSteals,SecondChanceTurnovers,Loose Ball Fouls Drawn,LongMidRangeFGM,Offensive Fouls Drawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Loose Ball Fouls,OffLongMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,DefensiveGoaltends,on,SelfOReb,Charge Fouls,SelfORebPct,Transition Take Fouls,Blocked3s,BlockedArc3,OffensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,Corner3PctBlocked,HeaveAttempts,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawnPct,3SecondViolations,HeaveMakes,BlockedCorner3
1626153,1610612749,Delon Wright,Delon Wright,1626153,MIL,1355.0,23.0,-9.0,50,48,13.0,37.0,7.0,98,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,4.0,5.0,43,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,9.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,1.0,1.0,1.0,0.25,1.0,0.25,0.16666666666666666,0.25,0.75,0.25,0.75,0.4,0.16666666666666666,0.3333333333333333,22.413793103448278,0.3333333333333333,0.09090909090909091,0.041666666666666664,0.25,0.3,0.3333333333333333,0.5,1.0,0.2,0.1,0.2,0.5,0.5,1.0,0.2,1.0,0.5,1.0,0.7,0.56079,0.4941,0.4799,0.6,5.983333333333334,25.25,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,1205.0,20.0,-4.0,45,42,24.0,20.0,3.0,87,2.0,4.0,3.0,1.0,,,,,2.0,,4.0,8.0,,2.0,11.0,42,,2.0,,1.0,5.0,8.0,,2.0,,1.0,2.0,1.0,5.0,4.0,5.0,5.0,,,,,1.0,,1.0,,,,,3.0,,,,5.0,23.0,1.0,1.0,,,,,0.5,0.4,0.3333333333333333,0.5,0.625,0.2,,,24.489795918367346,,0.3333333333333333,0.2,0.2,0.4,0.5,0.5,1.0,0.3,0.1,,,,,0.2,,,,0.6,0.5702299999999999,,0.7422833333333334,0.45454545454545453,4.8875,26.4,0.5333333333333333,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.07692307692307693,0.4,0.5,0.09090909090909091,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,0.3333333333333333,0.1,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1630649,1610612749,Stanley Umude,Stanley Umude,1630649,MIL,5146.0,86.0,-15.0,192,186,79.0,94.0,25.0,378,2.0,3.0,5.0,3.0,2.0,10.0,2.0,5.0,5.0,2.0,2.0,11.0,3.0,15.0,15.0,182,3.0,2.0,3.0,8.0,11.0,2.0,9.0,5.0,1.0,,4.0,,8.0,4.0,13.0,17.0,3.0,3.0,1.0,1.0,2.0,,3.0,1.0,3.0,8.0,1.0,2.0,6.0,,6.0,11.0,78.0,0.5,0.5,1.0,0.2,0.375,0.2,0.18181818181818182,0.25,0.55,0.26785714285714285,0.55,0.5769230769230769,0.09090909090909091,,13.963963963963963,0.3333333333333333,0.09523809523809523,0.13793103448275862,0.10526315789473684,0.11538461538461539,0.6666666666666666,0.6666666666666666,0.5,0.19230769230769232,0.11538461538461539,0.38461538461538464,0.2,0.2,1.0,0.19230769230769232,0.3333333333333333,0.5,0.4,0.6923076923076923,0.5158807692307692,0.51908,0.525785,0.7333333333333333,8.045454545454545,24.753333333333334,0.4114583333333333,1.0,1.0,,3.0,2.0,1.0,,4.0,,8.0,,4.0,,2.0,,,0.5,0.17777777777777778,0.05263157894736842,0.25,0.11764705882352941,,,,0.1,1.0,0.3,0.07142857142857142,0.15384615384615385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,2.0,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.2,0.1,0.25,0.043478260869565216,0.024390243902439025,0.034482758620689655,0.058823529411764705,0.05555555555555555,0.04,0.36363636363636365,0.6666666666666666,0.2,0.2,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1630699,1610612749,MarJon Beauchamp,MarJon Beauchamp,1630699,MIL,3338.0,56.0,-12.0,124,123,50.0,70.0,18.0,247,2.0,2.0,5.0,5.0,2.0,6.0,,1.0,5.0,2.0,4.0,12.0,4.0,11.0,24.0,112,2.0,5.0,1.0,5.0,7.0,2.0,9.0,5.0,1.0,,3.0,,6.0,5.0,10.0,13.0,,,3.0,1.0,4.0,2.0,7.0,3.0,1.0,1.0,,3.0,1.0,,1.0,7.0,50.0,0.25,0.3333333333333333,0.75,0.36363636363636365,0.2,0.36363636363636365,0.3333333333333333,0.43478260869565216,0.35,0.48,0.35,0.4782608695652174,0.08333333333333333,,21.62162162162162,0.42857142857142855,0.18518518518518517,0.14814814814814814,0.2222222222222222,0.08695652173913043,1.0,1.0,0.5,0.21739130434782608,0.21739130434782608,0.2608695652173913,0.3333333333333333,0.3333333333333333,0.5,0.21739130434782608,0.5,0.1,,0.5652173913043478,0.4931521739130435,0.47005,0.47237,0.2916666666666667,12.0,24.80909090909091,0.4032258064516129,1.0,1.0,2.0,4.0,4.0,2.0,,3.0,,3.0,3.0,4.0,,2.0,,,0.4,0.1111111111111111,0.13333333333333333,0.3333333333333333,0.15,0.4,0.5,,0.1,1.0,0.4,0.08,0.14285714285714285,1.0,1.0,,,2.0,1.0,1.0,2.0,1.0,5.0,6.0,2.0,3.0,,2.0,1.0,,2.0,3.0,1.0,1.0,,1.0,,0.5,0.5,0.625,0.625,0.2,0.2857142857142857,,0.027777777777777776,0.06666666666666667,0.045454545454545456,,0.08333333333333333,0.05555555555555555,,1.0,0.4,0.5,1.0,0.25,1.0,,,,0.25,0.4,0.20833333333333334,1.0,3.0,2.0,1.0,1.0,0.09090909090909091,0.2,0.08333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1641857,1610612749,Liam Robbins,Liam Robbins,1641857,MIL,2619.0,44.0,-12.0,98,94,39.0,62.0,12.0,192,1.0,4.0,,,,,,,2.0,,1.0,4.0,,2.0,6.0,88,,2.0,,,3.0,2.0,,2.0,3.0,2.0,2.0,1.0,6.0,2.0,4.0,9.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,5.0,7.0,1.0,5.0,1.0,,1.0,3.0,38.0,1.0,1.0,,,,,0.25,0.16666666666666666,,0.3333333333333333,0.375,0.3333333333333333,0.75,0.75,11.403508771929825,0.5,0.13333333333333333,0.10256410256410256,0.2,0.6666666666666666,0.25,1.0,1.0,,,,,,,0.3333333333333333,,,,1.0,0.6210833333333333,0.6172,0.6546000000000001,0.5,1.1,25.35,0.3979591836734694,,2.0,,,4.0,,3.0,,,2.0,,6.0,,3.0,,,,0.08333333333333333,0.125,,0.10526315789473684,,,,1.0,,,0.3333333333333333,0.42857142857142855,,2.0,,,,,,2.0,,,,,,,3.0,2.0,,,5.0,1.0,,1.0,1.0,,,,,,,,,0.07692307692307693,0.125,0.1,0.125,0.1111111111111111,0.1875,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1627752,1610612749,Taurean Prince,Taurean Prince,1627752,MIL,48.0,1.0,-2.0,2,2,,,,4,,,,,,1.0,,,,,,,,1.0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,1.0,0.5139,,,,,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1631157,1610612749,Ryan Rollins,Ryan Rollins,1631157,MIL,2287.0,38.0,-1.0,86,86,41.0,55.0,11.0,172,3.0,5.0,5.0,2.0,,1.0,,,8.0,2.0,9.0,12.0,1.0,9.0,23.0,75,2.0,5.0,,6.0,8.0,2.0,3.0,8.0,,2.0,7.0,1.0,16.0,,2.0,3.0,3.0,2.0,4.0,,,,4.0,2.0,5.0,7.0,,2.0,,,,6.0,40.0,0.1111111111111111,0.1111111111111111,1.0,0.1111111111111111,,0.1111111111111111,0.75,0.5,0.2727272727272727,0.5227272727272727,0.3333333333333333,0.42857142857142855,,,25.49019607843137,1.0,,0.06896551724137931,,0.23809523809523808,0.6,0.6,0.3333333333333333,0.23809523809523808,0.09523809523809523,0.047619047619047616,,,,0.38095238095238093,1.0,,,0.6666666666666666,0.5385690476190477,0.3549,0.4601545454545455,0.34782608695652173,6.458333333333333,25.655555555555555,0.47674418604651164,,1.0,4.0,6.0,2.0,3.0,2.0,5.0,,2.0,,2.0,,,1.0,,0.6,0.11764705882352941,,,0.14285714285714285,0.8,0.8,,0.09090909090909091,,0.5454545454545454,,,,,,,1.0,,,,1.0,3.0,16.0,1.0,3.0,2.0,1.0,,,,1.0,4.0,,,,,0.5,,0.75,0.75,,,,,0.045454545454545456,0.02564102564102564,,,,,,0.125,0.125,1.0,,,,,,,0.125,0.13043478260869565,1.0,,,,,,,0.16666666666666666,0.5,1.0,1.0,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1641748,1610612749,Andre Jackson Jr.,Andre Jackson Jr.,1641748,MIL,2246.0,37.0,-10.0,84,84,39.0,43.0,15.0,168,4.0,9.0,3.0,1.0,,,,,3.0,1.0,6.0,13.0,3.0,3.0,21.0,90,1.0,9.0,,,10.0,6.0,6.0,3.0,,3.0,4.0,2.0,11.0,3.0,6.0,9.0,2.0,2.0,4.0,2.0,3.0,1.0,7.0,2.0,1.0,3.0,,1.0,3.0,,3.0,10.0,38.0,0.5,0.75,0.6666666666666666,1.0,,1.0,0.46153846153846156,0.65625,0.5555555555555556,0.6176470588235294,0.5,0.1875,,,24.0,0.5714285714285714,0.15,0.16216216216216217,0.08333333333333333,0.5625,0.4444444444444444,0.4444444444444444,0.25,0.1875,0.0625,,,,,0.1875,0.3333333333333333,,,0.75,0.62568125,0.673125,0.6560555555555555,0.47619047619047616,4.161538461538461,26.96666666666667,0.4642857142857143,3.0,7.0,1.0,,,5.0,,1.0,,3.0,1.0,2.0,,1.0,,,0.5555555555555556,0.17647058823529413,0.2857142857142857,,0.18181818181818182,0.3333333333333333,0.3333333333333333,1.0,0.7777777777777778,0.42857142857142855,,0.058823529411764705,0.07142857142857142,2.0,2.0,,,3.0,,2.0,2.0,1.0,7.0,6.0,3.0,,1.0,1.0,2.0,,,3.0,3.0,3.0,,2.0,2.0,1.0,1.0,1.1666666666666667,1.1666666666666667,,,,0.10526315789473684,0.05263157894736842,0.07894736842105263,0.1111111111111111,,0.09090909090909091,0.16666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,1.0,0.3333333333333333,1.0,3.0,4.0,,,,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,
1641753,1610612749,Chris Livingston,Chris Livingston,1641753,MIL,2802.0,47.0,-10.0,104,101,48.0,41.0,15.0,205,2.0,4.0,2.0,,,1.0,,1.0,,,3.0,6.0,,1.0,11.0,108,,3.0,,1.0,6.0,2.0,,,1.0,,3.0,,6.0,4.0,13.0,20.0,1.0,1.0,,,1.0,,1.0,1.0,3.0,6.0,,4.0,,,,6.0,48.0,0.3333333333333333,1.0,,,,,0.5,0.42857142857142855,0.25,0.55,0.5,0.14285714285714285,0.16666666666666666,,8.94308943089431,,0.14285714285714285,0.24489795918367346,0.1875,0.5714285714285714,0.5,0.5,,0.2857142857142857,,0.14285714285714285,,,,,,0.25,,0.7142857142857143,0.6534214285714286,0.6987,0.6296875000000001,0.5454545454545454,2.3666666666666667,23.7,0.46153846153846156,1.0,2.0,1.0,,5.0,1.0,4.0,3.0,,8.0,,6.0,,3.0,,,0.3333333333333333,0.38095238095238093,0.09090909090909091,,0.3333333333333333,0.5,1.0,1.0,0.5,0.5,,0.3,0.3333333333333333,2.0,2.0,,,,,2.0,3.0,,6.0,4.0,,1.0,2.0,4.0,3.0,,1.0,7.0,,,,,1.0,,0.6666666666666666,0.6666666666666666,0.75,0.5,0.125,,0.125,0.2,0.1590909090909091,0.1111111111111111,0.09090909090909091,0.18181818181818182,0.5,,,,,0.6666666666666666,1.0,,,,,,0.5454545454545454,,,4.0,,,,,0.2222222222222222,,,,,,,,,,,3.0,0.25,,2.0,1.0,,,,True,,,,,,,,,,,,,,,,,,
1641890,1610612749,Tyler Smith,Tyler Smith,1641890,MIL,2097.0,35.0,6.0,78,75,23.0,19.0,10.0,153,2.0,2.0,4.0,1.0,1.0,1.0,,,9.0,,5.0,7.0,6.0,10.0,29.0,74,,1.0,2.0,4.0,8.0,10.0,15.0,9.0,1.0,,,,,3.0,6.0,8.0,1.0,,,,1.0,,1.0,,3.0,4.0,,1.0,3.0,,3.0,8.0,23.0,1.0,1.0,0.8333333333333334,0.6,0.5,0.6,0.7142857142857143,0.8235294117647058,0.8,0.8055555555555556,0.8,0.5882352941176471,0.14285714285714285,,21.839080459770116,,0.15789473684210525,0.13157894736842105,0.1111111111111111,0.11764705882352941,1.0,1.0,1.0,0.23529411764705882,0.058823529411764705,0.058823529411764705,1.0,1.0,1.0,0.5294117647058824,,,,0.7058823529411765,0.489414705882353,0.3514,0.5045399999999999,0.27586206896551724,6.557142857142858,26.560000000000002,0.2948717948717949,1.0,1.0,2.0,4.0,1.0,1.0,,,,2.0,,2.0,,1.0,,,1.0,0.10526315789473684,0.25,,0.07692307692307693,0.5,0.6666666666666666,1.0,0.2,1.0,0.8,0.05555555555555555,0.125,1.0,1.0,,,5.0,2.0,2.0,3.0,,4.0,,5.0,,,1.0,1.0,,1.0,2.0,,2.0,1.0,3.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.16666666666666666,,0.07692307692307693,0.0625,0.06896551724137931,0.25,,0.1,0.16666666666666666,1.0,0.5555555555555556,0.5555555555555556,0.8,0.3333333333333333,1.0,,,,0.5,0.5555555555555556,0.13793103448275862,,3.0,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,,True,,,,,,,,,,,,,,,,,,
