EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG3A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,FG3M,FtPoints,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,3SecondViolations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Corner3Assists,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,PenaltyFg3Pct,OffCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,LongMidRangeAssists,FTOffRebounds,SecondChanceTurnovers,Offensive Fouls,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,StepOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,Charge Fouls Drawn,OffLongMidRangeReboundPct,LongMidRangePctBlocked,Transition Take Fouls Drawn,Defensive 3 Seconds Violations,BlockedLongMidRange,on,Transition Take Fouls,BlockedCorner3,3pt And 1 Free Throw Trips,OffensiveGoaltends,Corner3PctBlocked
1628467,1610612742,Maxi Kleber,Maxi Kleber,1628467,DAL,1780.0,30,-7.0,63,62,36,26.0,5.0,125,1.0,1.0,1.0,2.0,2.0,1,1,3.0,2,83,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,36,1.0,1.0,1.0,0.25,0.25,0.75,5.714285714285714,0.0625,0.21052631578947367,0.14285714285714285,0.125,0.14285714285714285,0.4,0.25,1.0,1.0,1.0,0.25,0.5,1.0,1.0,0.5653250000000001,0.489675,1.2,24.866666666666664,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1629023,1610612742,P.J. Washington,P.J. Washington,1629023,DAL,5966.0,99,2.0,214,216,69,54.0,20.0,430,12.0,19.0,3.0,7.0,2.0,20,36,10.0,57,241,4.0,22.0,7.0,4.0,,4.0,,4.0,8.0,8.0,12.0,21.0,25.0,2.0,4.0,11.0,2.0,2.0,3.0,68,0.55,0.55,0.5555555555555556,0.4673913043478261,0.5181818181818182,0.21739130434782608,27.03862660944206,0.2222222222222222,0.17777777777777778,0.20202020202020202,0.043478260869565216,0.21875,0.07692307692307693,0.41304347826086957,0.631578947368421,0.6666666666666666,0.5833333333333334,0.06521739130434782,0.15217391304347827,0.14285714285714285,0.6304347826086957,0.5595804347826087,0.5681285714285715,6.155555555555555,24.6,0.32242990654205606,2.0,4.0,7.0,12.0,1.0,5.0,1.0,2.0,2.0,1.0,14.0,2.0,2.0,1.0,1.0,5.0,10.0,4.0,14.0,18.0,3.0,2.0,1.0,3.0,1.0,4.0,2.0,5.0,4.0,1.0,7.0,1.0,1.0,6.0,8.0,4.0,1.0,1.0,18.0,8.0,1.0,1.0,1.0,3.0,14.0,1.0,1.0,0.1,0.1,0.5,0.35714285714285715,0.1,0.4117647058823529,0.05555555555555555,0.05263157894736842,0.08333333333333333,0.875,0.2,0.0625,0.030303030303030304,0.04938271604938271,0.1,0.047619047619047616,0.047619047619047616,0.3333333333333333,0.4,0.08695652173913043,1.0,0.2608695652173913,0.5833333333333334,0.6363636363636364,0.5714285714285714,0.10869565217391304,0.2,0.2,0.3333333333333333,0.3333333333333333,1.0,0.5,0.2857142857142857,0.5,0.14285714285714285,0.4143,0.14814814814814814,0.18181818181818182,0.017543859649122806,0.24561403508771928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1629655,1610612742,Daniel Gafford,Daniel Gafford,1629655,DAL,3384.0,56,,118,117,39,21.0,20.0,235,16.0,20.0,,,,20,25,,50,137,,24.0,,1.0,1.0,2.0,1.0,,5.0,7.0,8.0,15.0,25.0,4.0,8.0,9.0,4.0,4.0,4.0,39,0.6,0.8,0.8,0.8,0.8064516129032258,,24.46043165467626,0.23529411764705882,0.20588235294117646,0.22058823529411764,0.23529411764705882,0.2,0.2222222222222222,0.8,0.8,0.8,0.625,,,,0.8,0.638544,0.6375857142857143,2.484,,0.3305084745762712,5.0,7.0,3.0,4.0,1.0,1.0,,,,,10.0,9.0,,5.0,19.0,5.0,7.0,5.0,15.0,16.0,,,,10.0,,10.0,1.0,1.0,,1.0,,,3.0,,3.0,2.0,1.0,,13.0,5.0,2.0,,,1.0,15.0,2.0,,,,0.7142857142857143,0.7142857142857143,0.8636363636363636,0.75,,,,,,0.29411764705882354,,0.20408163265306123,0.3333333333333333,0.3125,,0.16666666666666666,0.4,0.2,0.25,0.16,0.75,0.75,0.3333333333333333,0.04,1.0,1.0,,,,,1.0,0.7142857142857143,,0.6334,0.1724137931034483,0.1724137931034483,0.38,0.3,5.0,7.0,7.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.7777777777777778,0.7777777777777778,1.0,0.7777777777777778,0.7142857142857143,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1629656,1610612742,Quentin Grimes,Quentin Grimes,1629656,DAL,3548.0,59,-17.0,129,124,55,36.0,16.0,253,5.0,6.0,4.0,9.0,7.0,6,12,13.0,26,142,9.0,6.0,9.0,7.0,4.0,11.0,3.0,4.0,26.0,4.0,2.0,6.0,8.0,,2.0,3.0,1.0,,1.0,55,0.5,0.6,0.5,0.48,0.5,0.52,22.602739726027398,0.07142857142857142,0.12903225806451613,0.1016949152542373,,0.18181818181818182,,0.24,0.8333333333333334,0.8333333333333334,0.6,0.16,0.36,0.5,0.76,0.536062,0.5622785714285715,5.775000000000001,24.86923076923077,0.4263565891472868,3.0,4.0,,4.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,,2.0,3.0,5.0,2.0,17.0,6.0,6.0,1.0,1.0,1.0,,2.0,,1.0,,1.0,6.0,4.0,1.0,2.0,7.0,4.0,,,2.0,1.0,,,,1.0,17.0,,0.5,0.3076923076923077,0.3076923076923077,0.6,0.5357142857142857,0.25,0.5666666666666667,0.08333333333333333,,0.25,0.8571428571428571,,0.03571428571428571,0.030303030303030304,0.03278688524590164,0.1,,,0.07692307692307693,0.3333333333333333,,1.0,0.16,,,,0.08,0.5,0.5,0.25,0.25,1.0,0.5,0.2857142857142857,0.75,0.14285714285714285,0.46109999999999995,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.6538461538461539,1.0,1.0,1.0,2.0,3.0,,,,,,1.0,0.5,0.25,,0.25,1.0,,1.0,3.0,2.0,3.0,6.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2857142857142857,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1630314,1610612742,Brandon Williams,Brandon Williams,1630314,DAL,29229.0,487,10.0,1038,1033,316,246.0,97.0,2071,50.0,78.0,12.0,48.0,20.0,73,127,60.0,273,1155,21.0,44.0,45.0,49.0,27.0,76.0,13.0,25.0,179.0,16.0,28.0,46.0,58.0,23.0,33.0,57.0,4.0,3.0,5.0,314,0.3013698630136986,0.3055555555555556,0.5748031496062992,0.5828877005347594,0.6319444444444444,0.32085561497326204,22.348816827344436,0.11475409836065574,0.06896551724137931,0.09243697478991597,0.11538461538461539,0.07647058823529412,0.04838709677419355,0.41711229946524064,0.6410256410256411,0.7246376811594203,0.3,0.06417112299465241,0.25668449197860965,0.3508771929824561,0.7379679144385026,0.5553459770114944,0.5480394230769231,5.113385826771653,27.061016949152545,0.3044315992292871,11.0,20.0,18.0,39.0,5.0,10.0,5.0,1.0,4.0,24.0,55.0,5.0,4.0,1.0,16.0,16.0,36.0,25.0,69.0,102.0,60.0,20.0,3.0,8.0,2.0,12.0,,24.0,13.0,11.0,28.0,20.0,11.0,8.0,39.0,8.0,,5.0,66.0,29.0,6.0,1.0,1.0,4.0,69.0,6.0,0.8333333333333334,0.4,0.42105263157894735,0.4444444444444444,0.38596491228070173,0.8,0.4928571428571429,0.15748031496062992,0.11538461538461539,0.28205128205128205,0.717948717948718,0.08695652173913043,0.03162055335968379,0.015151515151515152,0.024390243902439025,0.0625,0.017094017094017096,0.014598540145985401,0.11214953271028037,0.12121212121212122,,0.8,0.20855614973262032,0.46153846153846156,0.6428571428571429,0.3333333333333333,0.053475935828877004,0.5,0.5,0.4166666666666667,0.4166666666666667,1.0,0.4444444444444444,0.3508771929824561,0.55,0.017543859649122806,0.5432,0.14285714285714285,0.19463087248322147,0.05860805860805861,0.25274725274725274,2.0,3.0,3.0,2.0,18.0,7.0,1.0,1.0,7.0,,2.0,0.6,0.8333333333333334,0.2,0.3333333333333333,0.6666666666666666,0.5,,19.0,4.0,4.0,12.0,19.0,14.0,2.0,1.0,0.19047619047619047,0.01639344262295082,0.3958333333333333,0.3958333333333333,0.7894736842105263,,0.2,0.4222222222222222,3.0,3.0,3.0,6.0,1.0,3.0,1.0,1.0,0.75,0.05263157894736842,0.75,1.0,0.01639344262295082,,,,,,,,,,,,,,,,,,,True,,,,,
1630702,1610612742,Jaden Hardy,Jaden Hardy,1630702,DAL,8192.0,137,-4.0,288,288,138,88.0,30.0,576,4.0,11.0,11.0,28.0,11.0,14,33,39.0,79,300,16.0,6.0,28.0,8.0,3.0,11.0,2.0,5.0,25.0,9.0,6.0,16.0,17.0,8.0,15.0,11.0,1.0,,1.0,138,0.21428571428571427,0.21428571428571427,0.42424242424242425,0.4861111111111111,0.5,0.5416666666666666,29.81366459627329,0.08695652173913043,0.1111111111111111,0.1,0.12121212121212122,0.13114754098360656,0.05,0.1527777777777778,0.36363636363636365,0.4,,0.1527777777777778,0.3888888888888889,0.44,0.6944444444444444,0.5175892307692307,0.5058229166666667,7.966666666666666,25.197435897435895,0.4791666666666667,1.0,3.0,7.0,17.0,3.0,5.0,6.0,5.0,2.0,14.0,9.0,1.0,3.0,2.0,8.0,4.0,9.0,3.0,32.0,22.0,39.0,2.0,1.0,,1.0,1.0,,3.0,2.0,1.0,10.0,3.0,8.0,7.0,18.0,11.0,2.0,,14.0,6.0,1.0,,,,32.0,1.0,0.9285714285714286,0.358974358974359,0.358974358974359,0.4444444444444444,0.58,0.8,0.5961538461538461,0.06060606060606061,0.09090909090909091,0.058823529411764705,0.5555555555555556,0.1111111111111111,,0.016666666666666666,0.007874015748031496,,,0.022727272727272728,0.06896551724137931,,,,0.2361111111111111,0.4117647058823529,0.4375,0.42857142857142855,0.06944444444444445,0.6,0.6,0.5454545454545454,0.5454545454545454,1.0,0.5,0.12,0.3333333333333333,0.2,0.5950125,0.07792207792207792,0.15789473684210525,0.10126582278481013,0.4050632911392405,,1.0,,,3.0,2.0,1.0,,1.0,,1.0,,0.75,,0.25,,,3.0,8.0,4.0,7.0,3.0,8.0,1.0,1.0,1.0,0.4375,,0.2857142857142857,0.2962962962962963,0.875,0.6,0.36363636363636365,0.2857142857142857,1.0,2.0,,,,,1.0,,0.6666666666666666,,0.5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.02564102564102564,0.03571428571428571,0.25,1.0,1.0,,,,,,,,True,,,,,
203915,1610612742,Spencer Dinwiddie,Spencer Dinwiddie,203915,DAL,12504.0,208,-22.0,443,444,118,102.0,39.0,887,8.0,14.0,4.0,17.0,4.0,21,41,21.0,77,525,4.0,14.0,17.0,16.0,14.0,30.0,9.0,13.0,74.0,9.0,11.0,20.0,20.0,3.0,5.0,16.0,2.0,2.0,2.0,117,0.3333333333333333,0.3333333333333333,0.5121951219512195,0.5080645161290323,0.5579710144927537,0.3387096774193548,16.322314049586776,0.09565217391304348,0.09473684210526316,0.09523809523809523,0.0784313725490196,0.10144927536231885,0.07692307692307693,0.22580645161290322,0.5714285714285714,0.6666666666666666,0.375,0.06451612903225806,0.27419354838709675,0.36363636363636365,0.5645161290322581,0.5013550847457627,0.49166,6.921951219512195,25.547619047619047,0.26636568848758463,,2.0,10.0,23.0,3.0,4.0,2.0,,1.0,7.0,14.0,2.0,1.0,1.0,3.0,2.0,7.0,2.0,9.0,28.0,9.0,6.0,,,,,,3.0,2.0,1.0,7.0,6.0,3.0,1.0,10.0,4.0,,1.0,19.0,9.0,1.0,,,,9.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.3181818181818182,0.375,0.375,0.14634146341463414,0.14285714285714285,0.17391304347826086,0.7,,,,,,,,0.11764705882352941,0.07692307692307693,,,0.3709677419354839,0.43478260869565216,0.5263157894736842,0.4,0.06451612903225806,0.75,0.75,0.5,0.5,0.5,0.3333333333333333,0.18181818181818182,,,0.4502833333333333,0.14705882352941177,0.1956521739130435,0.03896103896103896,0.11688311688311688,,,1.0,,3.0,2.0,1.0,,4.0,,,0.5,0.3333333333333333,,,,,,5.0,1.0,1.0,12.0,5.0,5.0,,,0.25,,0.29411764705882354,0.29411764705882354,0.4,,0.25,0.29411764705882354,,,,,,2.0,,1.0,,,,,0.045454545454545456,,,,1.0,,,,,,,,,,,,,,,True,,,,,
1641765,1610612742,Olivier-Maxence Prosper,Olivier-Maxence Prosper,1641765,DAL,6663.0,111,-19.0,249,244,104,92.0,28.0,493,9.0,15.0,9.0,3.0,1.0,16,34,12.0,56,254,5.0,20.0,3.0,4.0,4.0,8.0,4.0,1.0,20.0,5.0,7.0,14.0,24.0,1.0,3.0,12.0,,,,104,0.625,0.7142857142857143,0.47058823529411764,0.4782608695652174,0.5,0.2608695652173913,21.14695340501792,0.14,0.08771929824561403,0.11214953271028037,0.05263157894736842,0.0975609756097561,0.0625,0.32608695652173914,0.6,0.6428571428571429,0.5555555555555556,0.1956521739130435,0.06521739130434782,0.0625,0.5869565217391305,0.5590923913043477,0.6187625,5.494117647058823,23.96666666666667,0.41767068273092367,5.0,7.0,6.0,15.0,1.0,4.0,3.0,4.0,,4.0,12.0,5.0,2.0,1.0,7.0,7.0,11.0,7.0,24.0,12.0,12.0,2.0,7.0,3.0,2.0,10.0,1.0,7.0,3.0,4.0,1.0,,2.0,1.0,3.0,1.0,1.0,,22.0,11.0,1.0,,,,24.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6363636363636364,0.53125,0.4375,0.5454545454545454,0.058823529411764705,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.5,0.045454545454545456,0.12727272727272726,0.08264462809917356,0.04,0.0625,0.1282051282051282,0.20833333333333334,0.14285714285714285,0.041666666666666664,,0.32608695652173914,0.4,0.42857142857142855,0.6666666666666666,0.08695652173913043,0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,,0.4375,0.7142857142857143,0.25,0.627175,0.2,0.2558139534883721,0.125,0.42857142857142855,3.0,4.0,3.0,4.0,2.0,1.0,1.0,,2.0,,,0.6,0.42857142857142855,1.0,0.5714285714285714,0.75,0.3333333333333333,1.0,1.0,,1.0,,1.0,,,,0.2,0.125,0.3333333333333333,0.3333333333333333,1.0,0.25,,0.3333333333333333,,,,1.0,,1.0,,,,,,,,,2.0,,,,,,,0.2857142857142857,,,1.0,,,,,,,True,,,,,
203939,1610612742,Dwight Powell,Dwight Powell,203939,DAL,9245.0,154,32.0,327,325,130,93.0,33.0,652,8.0,12.0,,,,10,14,,26,326,,14.0,,12.0,2.0,14.0,2.0,6.0,30.0,9.0,14.0,23.0,37.0,17.0,26.0,12.0,5.0,2.0,5.0,130,0.7,1.0,0.7142857142857143,0.7142857142857143,0.7647058823529411,,6.575342465753425,0.2028985507246377,0.12857142857142856,0.16546762589928057,0.2,0.14285714285714285,0.09523809523809523,0.8571428571428571,0.6666666666666666,0.7272727272727273,0.625,,,,0.8571428571428571,0.6673333333333334,0.6911333333333333,1.657142857142857,,0.39755351681957185,3.0,3.0,2.0,2.0,,,,,,,6.0,5.0,,2.0,8.0,3.0,3.0,4.0,10.0,6.0,,1.0,4.0,10.0,,14.0,1.0,8.0,5.0,3.0,3.0,2.0,4.0,1.0,7.0,3.0,1.0,1.0,7.0,3.0,1.0,,,1.0,10.0,1.0,,,,1.0,1.0,0.6666666666666666,1.0,0.07142857142857142,0.08333333333333333,,0.42857142857142855,,0.1282051282051282,0.06451612903225806,0.1,0.16666666666666666,0.03333333333333333,0.023809523809523808,0.22580645161290322,0.15384615384615385,0.3333333333333333,0.2,0.14285714285714285,1.0,1.0,1.0,,,,,,,,1.0,1.0,,0.4982,0.1875,0.1875,0.3076923076923077,0.38461538461538464,3.0,5.0,3.0,6.0,4.0,,3.0,2.0,1.0,,3.0,0.6,0.6,,1.0,0.6,,,,,,,,,,3.0,,0.15,,,,,,,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,2.0,0.25,,,,,True,,,,,
1641726,1610612742,Dereck Lively II,Dereck Lively II,1641726,DAL,330.0,6,7.0,14,12,10,4.0,1.0,26,,,,,,1,1,,2,16,,2.0,,,1.0,1.0,1.0,,3.0,,2.0,3.0,3.0,,,,1.0,1.0,1.0,10,1.0,1.0,1.0,1.0,1.0,,6.666666666666667,0.5,,0.4,0.5,,,,,,,,,,,0.4348,0.4348,4.0,,0.7142857142857143,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,0.5,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
