EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefensiveGoaltends,FTOffRebounds,Transition Take Fouls,3pt And 1 Free Throw Trips,Corner3PctBlocked,OffFTReboundPct,BlockedCorner3,HeaveMakes,Transition Take Fouls Drawn,OffensiveGoaltends,Defensive 3 Seconds Violations,on
1627750,1610612743,Jamal Murray,Jamal Murray,1627750,DEN,103451.0,1724,289.0,3539,3530,769,605,395.0,7069,102.0,162.0,11.0,18.0,18.0,34.0,81.0,171.0,76.0,166.0,11.0,30.0,1.0,2.0,2.0,7.0,98.0,248.0,5.0,13.0,29.0,68.0,259.0,499.0,109.0,278.0,148.0,993.0,4200,24.0,42.0,6.0,15.0,8.0,74.0,52.0,101.0,31.0,75.0,58.0,255.0,180.0,338.0,210.0,117.0,18.0,4.0,244.0,98.0,31.0,1.0,175.0,114.0,289.0,82.0,32.0,105.0,57.0,13.0,692.0,9.0,24.0,80.0,66.0,1.0,147.0,33.0,180.0,17.0,62.0,44.0,18.0,74.0,12.0,55.0,24.0,3.0,19.0,1.0,4.0,98.0,4.0,27.0,59.0,87,2.0,1.0,2.0,2.0,139.0,1.0,4.0,8.0,166.0,12.0,12.0,56.0,6.0,19.0,22.0,2.0,2.0,13.0,1.0,8.0,24.0,13.0,248.0,761,2.0,13.0,0.3474903474903475,0.36,0.6422018348623854,0.3920863309352518,0.4,0.41333333333333333,0.3978102189781022,0.5190380761523046,0.5714285714285714,0.5148514851485149,0.5437580437580437,0.5789473684210527,0.5596590909090909,0.5803782505910166,0.6065573770491803,0.6200980392156863,0.3577863577863578,0.0035971223021582736,0.06212424849699399,0.08024691358024691,0.09941520467836257,0.006024096385542169,0.004032258064516129,23.53235073694729,0.7551020408163265,0.0136986301369863,0.07568807339449542,0.027842227378190254,0.09803921568627451,0.0140625,0.08649289099526067,0.021970705725699067,0.03735632183908046,0.020958083832335328,0.022222222222222223,0.013888888888888888,0.014705882352941176,0.09059233449477352,0.06728538283062645,0.07142857142857142,0.09886547811993517,0.09547738693467336,0.04657534246575343,0.5416666666666666,0.2084942084942085,0.6296296296296297,0.6845637583892618,0.4803921568627451,0.22007722007722008,0.47368421052631576,0.525974025974026,0.2839506172839506,0.21364221364221364,0.4578313253012048,0.46060606060606063,0.23684210526315788,0.03861003861003861,0.36666666666666664,0.36666666666666664,0.9090909090909091,0.31917631917631917,0.3951612903225806,0.3967611336032389,0.6122448979591837,0.3157894736842105,0.6111111111111112,0.18181818181818182,0.03508771929824561,0.5,1.0,0.22807017543859648,0.38461538461538464,0.8,0.19318181818181818,0.5294117647058824,0.03977272727272727,0.2857142857142857,0.38636363636363635,0.4264705882352941,0.5662805662805663,0.4016393442622951,0.5130025226390685,0.5159906249999999,0.5056456395348836,0.07496977025392987,0.10313075506445672,0.02112676056338028,0.07452165156092648,0.256797583081571,9.498997995991992,26.116187050359716,0.21729302062729586,,,,,,,,,,,,True
1628427,1610612743,Vlatko Čančar,Vlatko Čančar,1628427,DEN,1347.0,22,,50,48,25,7,7.0,98,3.0,4.0,1.0,1.0,3.0,4.0,,,,,,,,,,,,2.0,,,,1.0,3.0,4.0,,2.0,,6.0,48,1.0,1.0,,,,2.0,3.0,4.0,,1.0,,6.0,6.0,,,,,,2.0,,1.0,,,,,,,,,,,1.0,1.0,3.0,2.0,,5.0,2.0,7.0,,,,,,,,2.0,,,,1.0,2.0,,1.0,,3,1.0,,,,,,,,,,,,,,,,,,,,,,6.0,25,1.0,,1.0,1.0,,,,,,0.75,1.0,0.75,0.5,1.0,0.6,0.5,1.0,0.6,0.3333333333333333,,0.25,0.25,,,,14.035087719298247,,,0.13333333333333333,0.14285714285714285,0.23076923076923078,0.06666666666666667,0.17857142857142858,0.09090909090909091,,0.2,,0.09090909090909091,,0.3333333333333333,0.1,,0.375,,,,0.6666666666666666,0.75,1.0,1.0,,,,,,,,,,,,,0.3333333333333333,,,,1.0,1.0,1.0,,,,,,,0.8,0.75,,,0.2,,1.0,,0.6249583333333334,,0.63817,,,,0.3333333333333333,1.0,2.225,26.049999999999997,0.5,1.0,,,,,,,,,,,True
1629008,1610612743,Michael Porter Jr.,Michael Porter Jr.,1629008,DEN,112941.0,1882,339.0,3882,3873,833,618,436.0,7755,166.0,222.0,43.0,67.0,28.0,43.0,52.0,106.0,36.0,95.0,27.0,49.0,2.0,7.0,7.0,11.0,130.0,312.0,7.0,14.0,27.0,56.0,254.0,423.0,157.0,361.0,110.0,1089.0,4572,57.0,95.0,9.0,21.0,16.0,157.0,42.0,74.0,34.0,67.0,22.0,208.0,392.0,116.0,429.0,42.0,70.0,5.0,307.0,130.0,30.0,4.0,82.0,38.0,120.0,31.0,7.0,56.0,24.0,2.0,278.0,30.0,66.0,136.0,128.0,16.0,280.0,99.0,379.0,12.0,36.0,24.0,12.0,47.0,7.0,25.0,24.0,5.0,22.0,4.0,4.0,71.0,8.0,17.0,63.0,105,2.0,,3.0,2.0,100.0,,5.0,,146.0,12.0,1.0,56.0,9.0,11.0,26.0,3.0,3.0,10.0,,16.0,29.0,20.0,208.0,824,5.0,10.0,0.7716535433070866,0.8949771689497716,0.910828025477707,0.43490304709141275,0.42857142857142855,0.5074626865671642,0.4410112359550562,0.6004728132387707,0.6,0.5675675675675675,0.6243622448979592,0.6077586206896551,0.6595744680851063,0.6430260047281324,0.6181102362204725,0.6709677419354839,0.4604591836734694,0.0110803324099723,0.07092198581560284,0.08558558558558559,0.10377358490566038,,0.009615384615384616,20.82670906200318,0.6619718309859155,0.1927710843373494,0.13114754098360656,0.07166123778501629,0.1536723163841808,0.042735042735042736,0.14185921547555078,0.059149722735674676,0.08465608465608465,0.07103825136612021,0.04519774011299435,0.036036036036036036,0.06802721088435375,0.11006289308176101,0.12704918032786885,0.18235294117647058,0.1537290715372907,0.15350877192982457,0.036036036036036036,0.6896551724137931,0.28316326530612246,0.7477477477477478,0.8177339901477833,0.7951807228915663,0.13520408163265307,0.49056603773584906,0.5473684210526316,0.7115384615384616,0.1211734693877551,0.37894736842105264,0.37894736842105264,0.75,0.0625,0.5510204081632653,0.5625,0.8888888888888888,0.3979591836734694,0.4166666666666667,0.42071197411003236,0.9153846153846154,0.5775862068965517,0.6417910447761194,0.32558139534883723,0.0603448275862069,0.2857142857142857,0.5,0.1206896551724138,0.5,1.0,0.3049645390070922,0.6511627906976745,0.07801418439716312,0.6363636363636364,0.3971631205673759,0.48214285714285715,0.7436224489795918,0.4234527687296417,0.5497893453145059,0.5506432926829268,0.551157299270073,0.07784431137724551,0.11991434689507495,0.024456521739130436,0.14416896235078053,0.19100091827364554,7.029787234042552,25.975346260387813,0.2145801133436373,2.0,3.0,2.0,2.0,0.02040816326530612,0.030612244897959183,,,,,,True
1631124,1610612743,Julian Strawther,Julian Strawther,1631124,DEN,36222.0,604,110.0,1250,1251,391,298,140.0,2501,27.0,38.0,4.0,6.0,9.0,13.0,18.0,45.0,1.0,4.0,13.0,25.0,2.0,3.0,3.0,8.0,36.0,95.0,2.0,6.0,8.0,26.0,46.0,87.0,49.0,120.0,31.0,270.0,1441,5.0,8.0,4.0,9.0,,22.0,14.0,28.0,11.0,34.0,16.0,77.0,66.0,26.0,138.0,9.0,4.0,,95.0,36.0,9.0,,19.0,18.0,37.0,15.0,3.0,11.0,7.0,1.0,92.0,3.0,6.0,35.0,16.0,,51.0,9.0,60.0,3.0,18.0,10.0,8.0,9.0,3.0,6.0,9.0,1.0,3.0,,2.0,18.0,1.0,7.0,43.0,66,1.0,,2.0,2.0,38.0,,1.0,2.0,36.0,2.0,,12.0,,7.0,8.0,1.0,1.0,4.0,,4.0,9.0,6.0,76.0,390,2.0,6.0,0.717391304347826,0.75,0.9387755102040817,0.4083333333333333,0.4444444444444444,0.3235294117647059,0.4083333333333333,0.5287356321839081,0.625,0.5,0.5772946859903382,0.6470588235294118,0.49193548387096775,0.6026785714285714,0.6470588235294118,0.5422535211267606,0.5797101449275363,,0.10344827586206896,0.10526315789473684,0.1111111111111111,,,17.066290550070523,0.5,,0.05211726384364821,0.019543973941368076,0.11400651465798045,0.013452914798206279,0.08306188925081433,0.016981132075471698,0.037037037037037035,0.006756756756756757,0.0196078431372549,0.011235955056179775,0.022222222222222223,0.08411214953271028,0.03896103896103896,0.021739130434782608,0.11312217194570136,0.11627906976744186,0.029411764705882353,0.6666666666666666,0.18357487922705315,0.7105263157894737,0.7941176470588235,0.7037037037037037,0.21739130434782608,0.4,0.45,0.7222222222222222,0.01932367149758454,0.25,0.25,1.0,0.12077294685990338,0.52,0.52,1.0,0.45893719806763283,0.37894736842105264,0.37894736842105264,0.9166666666666666,0.35294117647058826,0.6666666666666666,,0.17647058823529413,0.6666666666666666,1.0,0.35294117647058826,0.3333333333333333,1.0,0.20967741935483872,0.6923076923076923,0.12903225806451613,0.375,0.41935483870967744,0.3076923076923077,0.7632850241545893,0.37894736842105264,0.5376128019323673,0.5342142857142856,0.5244072580645162,0.055299539170506916,0.12371134020618557,,0.08148148148148149,0.2851851851851852,6.083908045977013,25.55916666666666,0.3128,,,,,,,,,,,,True
1631128,1610612743,Christian Braun,Christian Braun,1631128,DEN,160518.0,2675,479.0,5515,5534,1374,1030,617.0,11049,305.0,425.0,26.0,39.0,64.0,94.0,66.0,137.0,16.0,35.0,26.0,74.0,1.0,4.0,3.0,11.0,63.0,150.0,11.0,17.0,17.0,34.0,387.0,597.0,89.0,224.0,177.0,1218.0,6437,29.0,49.0,12.0,21.0,12.0,106.0,82.0,136.0,20.0,45.0,51.0,275.0,590.0,184.0,237.0,30.0,42.0,1.0,149.0,63.0,61.0,1.0,133.0,72.0,205.0,46.0,26.0,79.0,44.0,10.0,482.0,41.0,57.0,155.0,134.0,23.0,312.0,98.0,410.0,16.0,85.0,57.0,28.0,50.0,9.0,31.0,31.0,1.0,19.0,6.0,3.0,81.0,5.0,14.0,92.0,170,6.0,,6.0,6.0,143.0,4.0,1.0,1.0,214.0,28.0,,113.0,,8.0,34.0,3.0,3.0,14.0,3.0,17.0,37.0,26.0,273.0,1363,13.0,7.0,0.7622739018087855,0.8060109289617486,0.8876404494382022,0.39732142857142855,0.5714285714285714,0.4444444444444444,0.3991031390134529,0.6482412060301508,0.5918367346938775,0.6029411764705882,0.6339829476248477,0.6714285714285714,0.6187845303867403,0.6663019693654267,0.6973684210526315,0.6578947368421053,0.2728380024360536,0.004464285714285714,0.10217755443886097,0.0988235294117647,0.1386861313868613,,,15.932746196957565,0.6172839506172839,0.18253968253968253,0.09816849816849817,0.043644716692189896,0.11868300153139356,0.0416243654822335,0.10819917633845001,0.04277608031427324,0.045627376425855515,0.0446927374301676,0.037037037037037035,0.0390625,0.05069124423963134,0.08771929824561403,0.09198813056379822,0.13617021276595745,0.12833675564681724,0.09036144578313253,0.05755395683453238,0.7027027027027027,0.5176613885505481,0.7176470588235294,0.7963446475195822,0.7868852459016393,0.1668696711327649,0.48175182481751827,0.559322033898305,0.6818181818181818,0.04263093788063337,0.45714285714285713,0.45714285714285713,0.625,0.09013398294762484,0.35135135135135137,0.3561643835616438,0.9615384615384616,0.18270401948842874,0.42,0.42,0.8571428571428571,0.5571428571428572,0.6666666666666666,0.19230769230769232,0.05714285714285714,0.25,1.0,0.24285714285714285,0.6470588235294118,0.7272727272727273,0.5193370165745856,0.6808510638297872,0.06077348066298342,0.2727272727272727,0.1878453038674033,0.5,0.7904993909866017,0.4228187919463087,0.592751707317073,0.54549625,0.6003122222222222,0.12472406181015452,0.1656891495601173,,0.08702791461412152,0.2257799671592775,4.052763819095477,25.324999999999996,0.24913871260199455,1.0,,1.0,,0.013513513513513514,,,,,,,True
1631212,1610612743,Peyton Watson,Peyton Watson,1631212,DEN,55059.0,918,59.0,1866,1913,504,375,188.0,3779,75.0,109.0,7.0,8.0,20.0,30.0,18.0,40.0,,4.0,14.0,39.0,2.0,3.0,5.0,13.0,10.0,37.0,3.0,6.0,1.0,8.0,93.0,153.0,24.0,76.0,54.0,312.0,2205,10.0,16.0,5.0,9.0,2.0,37.0,25.0,43.0,6.0,21.0,21.0,89.0,142.0,44.0,69.0,3.0,12.0,1.0,36.0,10.0,13.0,,34.0,17.0,51.0,12.0,5.0,18.0,14.0,2.0,119.0,10.0,12.0,67.0,31.0,8.0,106.0,23.0,129.0,3.0,25.0,17.0,8.0,19.0,2.0,12.0,9.0,3.0,7.0,,1.0,28.0,3.0,7.0,43.0,64,3.0,,4.0,,47.0,1.0,1.0,1.0,77.0,5.0,,35.0,,6.0,39.0,8.0,5.0,23.0,3.0,13.0,47.0,24.0,89.0,502,1.0,5.0,0.7634408602150538,0.8160919540229885,0.9583333333333334,0.3157894736842105,0.5555555555555556,0.2857142857142857,0.32,0.6078431372549019,0.625,0.5813953488372093,0.5633187772925764,0.7,0.53125,0.5886792452830188,0.7115384615384616,0.577922077922078,0.3318777292576419,,0.08496732026143791,0.10091743119266056,0.05,,,14.039290848107331,0.6785714285714286,0.1509433962264151,0.06783369803063458,0.027649769585253458,0.1462882096069869,0.031545741324921134,0.10710382513661203,0.02929427430093209,0.03614457831325301,0.015463917525773196,0.04054054054054054,0.028688524590163935,0.0410958904109589,0.0375,0.07692307692307693,0.10526315789473684,0.13988095238095238,0.16393442622950818,0.030927835051546393,0.5106382978723404,0.4759825327510917,0.6880733944954128,0.7653061224489796,0.7866666666666666,0.17467248908296942,0.45,0.47368421052631576,0.6666666666666666,0.017467248908296942,,,,0.1703056768558952,0.358974358974359,0.358974358974359,1.0,0.1615720524017467,0.2702702702702703,0.2702702702702703,0.9,0.32,0.875,0.2857142857142857,0.12,0.6666666666666666,1.0,0.24,0.5,1.0,0.46875,0.6666666666666666,0.203125,0.38461538461538464,0.125,0.125,0.8078602620087336,0.2777777777777778,0.5883699561403508,0.532405,0.5886078124999999,0.13513513513513514,0.1912568306010929,,0.11858974358974358,0.28525641025641024,3.9137254901960774,24.98421052631579,0.27009646302250806,3.0,1.0,1.0,,,0.017857142857142856,3.0,,,,,True
201566,1610612743,Russell Westbrook,Russell Westbrook,201566,DEN,75569.0,1259,97.0,2637,2662,693,499,297.0,5299,122.0,194.0,20.0,37.0,39.0,54.0,19.0,66.0,9.0,28.0,26.0,62.0,3.0,8.0,4.0,9.0,24.0,99.0,1.0,6.0,6.0,24.0,150.0,288.0,50.0,161.0,81.0,531.0,3135,22.0,47.0,4.0,14.0,8.0,64.0,47.0,75.0,10.0,33.0,26.0,150.0,150.0,150.0,141.0,9.0,26.0,,99.0,24.0,31.0,1.0,229.0,60.0,289.0,42.0,18.0,151.0,59.0,19.0,638.0,15.0,42.0,93.0,48.0,11.0,152.0,58.0,210.0,10.0,66.0,38.0,28.0,88.0,21.0,73.0,46.0,10.0,15.0,,3.0,134.0,5.0,33.0,51.0,117,4.0,1.0,4.0,7.0,94.0,3.0,2.0,6.0,126.0,10.0,,61.0,,7.0,16.0,1.0,1.0,7.0,,9.0,17.0,4.0,150.0,687,3.0,7.0,0.5,0.5474452554744526,0.94,0.3105590062111801,0.2857142857142857,0.30303030303030304,0.3105590062111801,0.5208333333333334,0.46808510638297873,0.6266666666666667,0.5011135857461024,0.45901639344262296,0.5740740740740741,0.5236686390532544,0.48484848484848486,0.5952380952380952,0.3585746102449889,0.006211180124223602,0.1076388888888889,0.0979381443298969,0.18181818181818182,,,21.517287680429675,0.6567164179104478,0.18333333333333332,0.07384615384615385,0.06752411575562701,0.15220949263502456,0.033936651583710405,0.11181601903251388,0.05357142857142857,0.046153846153846156,0.09727626459143969,0.047619047619047616,0.03235294117647059,0.0392156862745098,0.05069124423963134,0.07120743034055728,0.12727272727272726,0.13785557986870897,0.19480519480519481,0.046511627906976744,0.23529411764705882,0.43207126948775054,0.6288659793814433,0.6971428571428572,0.5163934426229508,0.14699331848552338,0.2878787878787879,0.35185185185185186,0.42105263157894735,0.062360801781737196,0.32142857142857145,0.32142857142857145,0.4444444444444444,0.13808463251670378,0.41935483870967744,0.4262295081967213,0.9615384615384616,0.22048997772828507,0.24242424242424243,0.24242424242424243,0.9166666666666666,0.6065573770491803,0.5405405405405406,0.3,0.13114754098360656,0.375,0.6666666666666666,0.09836065573770492,0.16666666666666666,,0.5,0.7222222222222222,0.08333333333333333,0.4444444444444444,0.2222222222222222,0.25,0.7906458797327395,0.24242424242424243,0.5697930957683741,0.5573423913043479,0.5666203703703704,0.122,0.17994100294985252,,0.12052730696798493,0.2824858757062147,4.631944444444446,24.92049689440994,0.2627986348122867,1.0,1.0,,,0.016129032258064516,0.013157894736842105,,,,,,True
203999,1610612743,Nikola Jokić,Nikola Jokić,203999,DEN,125514.0,2092,541.0,4355,4357,1206,838,487.0,8712,239.0,334.0,57.0,97.0,76.0,102.0,234.0,418.0,34.0,66.0,5.0,9.0,1.0,1.0,,,102.0,244.0,1.0,7.0,23.0,65.0,507.0,818.0,107.0,253.0,289.0,1624.0,5072,93.0,156.0,2.0,8.0,47.0,239.0,152.0,242.0,23.0,65.0,151.0,524.0,652.0,362.0,273.0,48.0,124.0,15.0,228.0,101.0,55.0,,404.0,202.0,606.0,143.0,59.0,301.0,70.0,33.0,1414.0,39.0,122.0,213.0,326.0,26.0,565.0,164.0,729.0,60.0,101.0,85.0,16.0,134.0,32.0,86.0,57.0,3.0,48.0,,6.0,191.0,10.0,47.0,67.0,133,3.0,,5.0,7.0,332.0,,27.0,5.0,359.0,37.0,7.0,130.0,6.0,56.0,34.0,1.0,1.0,16.0,1.0,17.0,35.0,20.0,519.0,1196,8.0,51.0,0.6429980276134122,0.7325842696629213,0.8504672897196262,0.42292490118577075,0.25,0.35384615384615387,0.44537815126050423,0.6198044009779952,0.5961538461538461,0.628099173553719,0.623249299719888,0.5853658536585366,0.6074918566775245,0.6598694942903752,0.6223958333333334,0.6649616368286445,0.23622782446311857,,0.06723716381418093,0.0688622754491018,0.07416267942583732,0.015151515151515152,,28.696004867166902,0.7015706806282722,0.2765957446808511,0.30812854442344045,0.11925708699902249,0.20964566929133857,0.052,0.2598842815814851,0.09080654258319233,0.1357142857142857,0.1380952380952381,0.03825136612021858,0.046632124352331605,0.07017543859649122,0.3132183908045977,0.30947775628626695,0.29533678756476683,0.20657894736842106,0.21875,0.15789473684210525,0.5714285714285714,0.3118580765639589,0.7155688622754491,0.7684887459807074,0.5941422594142259,0.3902894491129785,0.5598086124401914,0.6046511627906976,0.688034188034188,0.06162464985994398,0.5151515151515151,0.5230769230769231,0.6764705882352942,0.008403361344537815,0.5555555555555556,0.5555555555555556,1.0,0.22782446311858076,0.4180327868852459,0.4180327868852459,0.8431372549019608,0.5914634146341463,0.5876288659793815,0.05263157894736842,0.006097560975609756,1.0,1.0,0.042682926829268296,0.14285714285714285,1.0,0.3322475570032573,0.7450980392156863,,,0.21172638436482086,0.35384615384615387,0.5480859010270775,0.44298245614035087,0.5160710551330799,0.535084251968504,0.5091252577319587,0.11623931623931624,0.14270032930845225,0.023166023166023165,0.14716748768472906,0.3226600985221675,5.9546454767726145,28.41264822134387,0.27692307692307694,,3.0,,,,0.02608695652173913,,1.0,3.0,1.0,3.0,True
1629618,1610612743,Jalen Pickett,Jalen Pickett,1629618,DEN,20012.0,334,136.0,655,660,198,177,80.0,1315,8.0,12.0,2.0,3.0,3.0,3.0,9.0,18.0,5.0,12.0,8.0,22.0,,1.0,4.0,7.0,8.0,23.0,,2.0,1.0,8.0,22.0,42.0,16.0,45.0,3.0,95.0,715,3.0,7.0,,3.0,,6.0,6.0,15.0,5.0,15.0,3.0,30.0,16.0,28.0,36.0,12.0,,,23.0,8.0,2.0,,27.0,7.0,34.0,7.0,,15.0,10.0,2.0,75.0,7.0,1.0,8.0,13.0,1.0,22.0,8.0,30.0,2.0,10.0,7.0,3.0,3.0,2.0,2.0,3.0,,1.0,,1.0,6.0,,1.0,8.0,16,,,2.0,,3.0,,,,5.0,1.0,,2.0,,1.0,5.0,,,1.0,,4.0,5.0,,30.0,198,4.0,1.0,0.36363636363636365,0.36363636363636365,0.75,0.35555555555555557,,0.3333333333333333,0.35555555555555557,0.5238095238095238,0.42857142857142855,0.4,0.5287356321839081,0.3,0.45,0.5337078651685393,0.3,0.46875,0.5172413793103449,,0.047619047619047616,0.08333333333333333,0.05555555555555555,,,12.649800266311585,0.5,0.06666666666666667,0.07647058823529412,0.006756756756756757,0.045454545454545456,0.050359712230215826,0.06069364161849711,0.027874564459930314,0.02,,,0.05,0.05128205128205128,0.08333333333333333,0.03488372093023256,0.16666666666666666,0.04477611940298507,0.047619047619047616,0.044444444444444446,,0.13793103448275862,0.6666666666666666,0.7272727272727273,0.5,0.20689655172413793,0.5,0.5294117647058824,0.2222222222222222,0.13793103448275862,0.4166666666666667,0.4166666666666667,0.4,0.25287356321839083,0.36363636363636365,0.36363636363636365,1.0,0.26436781609195403,0.34782608695652173,0.34782608695652173,0.5,0.3,0.6666666666666666,1.0,0.1,,,0.2,,,0.1,1.0,0.23333333333333334,0.5714285714285714,0.26666666666666666,0.125,0.6551724137931034,0.34782608695652173,0.5106970930232557,0.48742,0.4933568965517241,0.022727272727272728,0.046511627906976744,,0.06315789473684211,0.3157894736842105,10.033333333333331,24.88888888888889,0.30229007633587784,,,,,,,,,,,,True
201599,1610612743,DeAndre Jordan,DeAndre Jordan,201599,DEN,18247.0,304,-19.0,602,603,70,94,70.0,1205,38.0,53.0,13.0,17.0,3.0,3.0,4.0,11.0,,,,,,,,,,,,,,,42.0,64.0,,,8.0,92.0,690,15.0,21.0,,,4.0,34.0,3.0,4.0,,,,6.0,54.0,30.0,,,24.0,,,,5.0,,22.0,5.0,27.0,5.0,,11.0,10.0,1.0,59.0,10.0,25.0,40.0,32.0,7.0,79.0,35.0,114.0,2.0,8.0,6.0,2.0,6.0,2.0,5.0,10.0,,1.0,,,16.0,3.0,,17.0,30,,,2.0,6.0,25.0,,6.0,,19.0,2.0,,10.0,,1.0,11.0,,,5.0,,6.0,11.0,5.0,6.0,69,,1.0,0.6428571428571429,0.9,,,,,,0.65625,0.7142857142857143,0.75,0.65625,0.7142857142857143,0.75,0.6301369863013698,0.6296296296296297,0.6,,,0.078125,0.05660377358490566,0.18181818181818182,,,12.89855072463768,0.375,0.4666666666666667,0.21052631578947367,0.15527950310559005,0.24390243902439024,0.08849557522123894,0.22784810126582278,0.12773722627737227,0.13333333333333333,0.1506849315068493,0.21428571428571427,0.08421052631578947,0.1111111111111111,0.12962962962962962,0.2638888888888889,0.23076923076923078,0.2288135593220339,0.2826086956521739,0.125,0.45454545454545453,0.828125,0.7169811320754716,0.76,0.631578947368421,0.171875,0.36363636363636365,0.4444444444444444,0.75,,,,,,,,,,,,,0.8095238095238095,0.7647058823529411,,,,,,,,0.75,1.0,,,,,0.828125,,0.6257468749999998,0.592325,0.5393749999999999,0.1388888888888889,0.1388888888888889,,0.3695652173913043,0.06521739130434782,2.1109375,,0.11627906976744186,2.0,,,,,,,,,2.0,,True
