EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,AtRimAssists,FTDefRebounds,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,OffTwoPtRebounds,OffRebounds,LostBallSteals,BadPassTurnovers,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,LongMidRangePctAssisted,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,Fg3aBlocked,SelfOReb,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Technical Free Throw Trips,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,HeaveAttempts,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,BlockedCorner3,Clear Path Fouls
1627814,1610612756,Damion Lee,Damion Lee,1627814,PHX,1822.0,30,7,63,62,30,29,3.0,125,4.0,8.0,1.0,4.0,1.0,6.0,1.0,2.0,5.0,12.0,1.0,6.0,6.0,19.0,55.0,1.0,2.0,2.0,3.0,5.0,1.0,2.0,6.0,15.0,8.0,2.0,3.0,6.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,3.0,3.0,6.0,6.0,1.0,1.0,1.0,2.0,3.0,6.0,1.0,2.0,15.0,30,2.0,0.8,0.8,1.0,0.16666666666666666,0.5,0.16666666666666666,0.4166666666666667,0.5,0.6,0.3611111111111111,0.5,0.6428571428571429,0.4523809523809524,0.5,0.75,0.3333333333333333,0.08333333333333333,0.125,31.818181818181817,0.21428571428571427,0.16666666666666666,0.1875,0.16666666666666666,0.3333333333333333,0.2727272727272727,0.4444444444444444,0.5,0.5714285714285714,1.0,0.2222222222222222,0.25,0.25,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.2857142857142857,0.5,0.3333333333333333,0.16666666666666666,0.43335277777777775,0.3413,0.42242142857142856,0.05263157894736842,0.07692307692307693,0.10526315789473684,0.7894736842105263,10.450000000000001,26.36666666666667,0.47619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628420,1610612756,Monté Morris,Monté Morris,1628420,PHX,52.0,1,2,2,2,2,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629006,1610612756,Josh Okogie,Josh Okogie,1629006,PHX,348.0,6,-3,10,11,3,6,,21,,1.0,,,,,,,,2.0,,,,,6.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,2.0,1.0,3.0,3.0,,,,,1.0,,,,,3,,,,,,,,,,,,,,,,,,0.5,1.0,20.0,1.0,0.4,0.5,,,0.25,0.5,,,,,,,,,,,,,0.5,,0.5156,,0.3778,,,,,4.9,,0.3,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641779,1610612756,Jalen Bridges,Jalen Bridges,1641779,PHX,1822.0,30,7,63,62,30,29,3.0,125,,,,,,4.0,,2.0,,,2.0,7.0,3.0,9.0,55.0,,,,,,1.0,3.0,,3.0,,,6.0,4.0,,,,,,,,,,,3.0,1.0,4.0,4.0,,,,,3.0,4.0,2.0,,3.0,30,,,,1.0,0.2857142857142857,0.3333333333333333,0.2857142857142857,,,,0.42857142857142855,,0.5,0.5,,0.5,1.0,,,19.696969696969695,0.07142857142857142,0.16666666666666666,0.125,,,0.2727272727272727,,,,,,,,0.5714285714285714,,,,0.6666666666666666,,1.0,,0.50565,,0.4756500000000001,0.2222222222222222,1.0,,0.3333333333333333,,25.357142857142858,0.47619047619047616,,0.5,,,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,0.75,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642345,1610612756,Oso Ighodaro,Oso Ighodaro,1642345,PHX,1822.0,30,7,63,62,30,29,3.0,125,2.0,2.0,,,,,,,4.0,4.0,,,5.0,13.0,55.0,,,,2.0,2.0,,,2.0,6.0,6.0,2.0,,,,,2.0,1.0,3.0,,1.0,1.0,,7.0,4.0,1.0,6.0,6.0,,,,1.0,4.0,7.0,3.0,1.0,6.0,30,1.0,0.75,0.75,,,,,1.0,,1.0,1.0,,1.0,0.9285714285714286,,1.0,,,,10.606060606060606,0.07142857142857142,0.2222222222222222,0.15625,0.16666666666666666,,0.09090909090909091,0.5,1.0,1.0,1.0,,,,,,,,,,0.5,,0.6199749999999999,,0.8115,0.5,0.5,,0.46153846153846156,5.1,,0.47619047619047616,2.0,,0.42857142857142855,0.5,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642346,1610612756,Ryan Dunn,Ryan Dunn,1642346,PHX,296.0,5,-5,8,9,1,4,,17,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,12.5,,0.25,0.2,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629626,1610612756,Bol Bol,Bol Bol,1629626,PHX,1325.0,22,3,47,47,23,22,2.0,94,1.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,6.0,3.0,13.0,49.0,,1.0,,2.0,4.0,1.0,3.0,1.0,8.0,4.0,,6.0,4.0,2.0,,1.0,1.0,2.0,1.0,,,,5.0,1.0,2.0,3.0,4.0,1.0,,1.0,2.0,3.0,4.0,3.0,,8.0,23,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,0.5,0.5,,0.5,0.5909090909090909,,0.5714285714285714,0.6,,,24.489795918367346,0.2,0.08333333333333333,0.13636363636363635,0.3333333333333333,,,0.3,0.3333333333333333,0.3333333333333333,1.0,0.1,1.0,1.0,0.4,0.5,0.5,1.0,0.2857142857142857,0.5,0.6,0.5,0.4845050000000001,0.4773,0.46635714285714286,0.2727272727272727,0.6,,0.6153846153846154,11.975000000000001,25.333333333333332,0.48936170212765956,,,0.2,,,2.0,,1.0,1.0,,,,1.0,1.0,1.0,0.2,,,,0.14285714285714285,,,,,1.0,,2.0,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,0.125,0.05263157894736842,0.2,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631102,1610612756,TyTy Washington Jr.,TyTy Washington Jr.,1631102,PHX,973.0,16,12,34,33,20,11,2.0,67,,1.0,,1.0,,,,,1.0,3.0,,,,2.0,27.0,,,,1.0,2.0,,,,2.0,2.0,,,,,,2.0,1.0,3.0,1.0,,2.0,,7.0,2.0,,2.0,2.0,1.0,1.0,,,,,,,2.0,20,,1.0,1.0,,,,,0.3333333333333333,,0.5,0.3333333333333333,,0.5,0.3333333333333333,,0.5,,,,8.333333333333334,,0.25,0.11764705882352941,,,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,0.3333333333333333,,0.5342666666666667,,0.5685,,,,1.0,7.566666666666666,,0.5882352941176471,1.0,,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631221,1610612756,Collin Gillespie,Collin Gillespie,1631221,PHX,650.0,11,5,25,22,11,13,2.0,47,,,,,,1.0,,1.0,1.0,1.0,,1.0,4.0,6.0,22.0,,,,1.0,1.0,,1.0,1.0,3.0,2.0,,,1.0,,,3.0,,3.0,,,2.0,,6.0,1.0,,1.0,2.0,,,1.0,1.0,3.0,5.0,3.0,,3.0,11,,1.0,1.0,,,,,1.0,,1.0,0.5,,0.5,0.75,,0.75,0.5,,,14.814814814814813,,0.16666666666666666,0.07692307692307693,,,0.25,,,,,,,,0.5,,,,0.5,,1.0,,0.61375,,0.61375,0.75,1.0,,0.5,1.5,26.9,0.44,1.0,,,0.5,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,0.5,1.0,,1.0,,,,0.1,,,1.0,0.16666666666666666,0.2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626145,1610612756,Tyus Jones,Tyus Jones,1626145,PHX,130421.0,2174,-92,4414,4383,781,707,433.0,8797,85.0,191.0,12.0,34.0,95.0,252.0,11.0,43.0,140.0,282.0,166.0,401.0,51.0,829.0,5204.0,9.0,13.0,66.0,21.0,38.0,21.0,66.0,21.0,126.0,110.0,170.0,435.0,252.0,95.0,16.0,215.0,214.0,429.0,156.0,58.0,89.0,33.0,1072.0,89.0,57.0,156.0,196.0,69.0,42.0,29.0,63.0,76.0,57.0,13.0,11.0,124.0,771,9.0,0.39285714285714285,0.40441176470588236,0.8734939759036144,0.4139650872817955,0.3181818181818182,0.4139650872817955,0.49645390070921985,0.6923076923076923,0.5526315789473685,0.5695461200585652,0.5625,0.5048076923076923,0.5846262341325811,0.5789473684210527,0.5431034482758621,0.5871156661786238,0.05673758865248227,0.06806282722513089,16.35657329789409,0.05423406279733587,0.08452041785375118,0.06939163498098859,0.055384615384615386,0.055865921787709494,0.08173076923076923,0.2796486090775988,0.44502617801047123,0.47752808988764045,0.29411764705882354,0.04978038067349927,0.35294117647058826,0.36363636363636365,0.3689604685212299,0.376984126984127,0.38,0.8,0.41346153846153844,0.2558139534883721,0.6705710102489019,0.376984126984127,0.5230777859237536,0.538301724137931,0.5211679611650484,0.025787965616045846,0.04406779661016949,0.07961399276236429,0.1519903498190591,8.57517730496454,25.160598503740644,0.1769370185772542,57.0,0.047619047619047616,0.09502262443438914,0.08345534407027819,71.0,149.0,10.0,23.0,60.0,31.0,2.0,9.0,91.0,13.0,0.6593406593406593,0.21815519765739386,0.47651006711409394,0.5035460992907801,0.971830985915493,0.22115384615384615,0.43478260869565216,43.0,7.0,9.0,93.0,10.0,,6.0,3.0,2.0,8.0,4.0,3.0,0.08547008547008547,0.5,0.7543859649122807,0.7818181818181819,0.5116279069767442,0.08653846153846154,0.7777777777777778,16.0,40.0,27.0,51.0,0.017094017094017096,0.019880715705765408,0.01845018450184502,0.6666666666666666,24.0,0.022304832713754646,0.02529960053262317,False,3.0,3.0,7.0,11.0,8.0,32.0,15.0,43.0,3.0,63.0,8.0,10.0,15.0,16.0,4.0,3.0,8.0,1.0,3.0,2.0,1.0,3.0,13.0,1.0,3.0,5.0,2.0,2.0,1.0,0.3488372093023256,0.02493765586034913,0.03508771929824561,0.029411764705882353,0.053691275167785234,0.007936507936507936,0.020512820512820513,0.010050251256281407,0.015384615384615385,0.0436046511627907,0.05357142857142857,1.0,0.19642857142857142,0.6363636363636364,0.8571428571428571,0.5714285714285714,0.25,1.0,0.01240694789081886,,,,,,,,,,,
