EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2A,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,Usage,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,AtRimAssists,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Transition Take Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,Corner3FGA,SecondChanceCorner3FGA,PenaltyArc3FGM,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassTurnovers,DeadBallTurnovers,SecondChanceTurnovers,Offensive Fouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,PenaltyFg3Pct,PenaltyEfgPct,SecondChanceTsPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,PenaltyFG2M,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,DefTwoPtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,OffTwoPtRebounds,Loose Ball Fouls Drawn,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,StepOutOfBoundsTurnovers,Loose Ball Fouls,SecondChanceAtRimPctAssisted,Charge Fouls,PenaltyCorner3FGM,Blocked3s,BlockedArc3,DefensiveGoaltends,PenaltyCorner3Accuracy,HeaveAttempts,FTOffRebounds,OffFTReboundPct,on,SecondChanceCorner3FGM,Fg3aBlocked,SelfOReb,Travels,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffAtRimReboundPct,SelfORebPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Technical Free Throw Trips,Defensive 3 Seconds Violations,OffensiveGoaltends,BlockedCorner3,Clear Path Fouls
1626145,1610612756,Tyus Jones,Tyus Jones,1626145,PHX,579.0,10,-13,19,18,8.0,3,37,1.0,1.0,1.0,1.0,2.0,2.0,36.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,8.0,0.5,0.5,0.5,9.090909090909092,0.5,0.5,1.0,1.0,0.43584999999999996,0.4517,13.55,0.42105263157894735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1626164,1610612756,Devin Booker,Devin Booker,1626164,PHX,1046.0,17,-1,37,33,19.0,5,70,4.0,2.0,2.0,3.0,6.0,11.0,48.0,1.0,2.0,2.0,2.0,4.0,,1.0,10.0,19.0,0.5,0.5625,0.6111111111111112,23.80952380952381,0.5,0.25,1.0,1.0,0.44298750000000003,0.444975,12.700000000000001,0.5135135135135135,14.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.3333333333333333,0.25,1.0,0.25,0.25,1.0,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.1111111111111111,0.14285714285714285,0.18181818181818182,26.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1626220,1610612756,Royce O'Neale,Royce O'Neale,1626220,PHX,1528.0,25,13,51,50,14.0,10,101,,,,,,5.0,40.0,,,3.0,1.0,4.0,,3.0,9.0,14.0,,0.3,0.4166666666666667,13.333333333333334,,,,,0.5525399999999999,0.5751,,0.27450980392156865,17.0,,1.0,4.0,1.0,1.0,5.0,2.0,1.0,,3.0,,,4.0,1.0,1.0,,1.0,,2.0,1.0,,3.0,,1.0,,2.0,1.0,3.0,,,0.2,0.2,1.5,1.0,0.5,,,,,0.8,0.25,0.25,1.0,1.0,0.25,0.16666666666666666,1.0,0.6,26.560000000000002,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,6.0,6.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.5,0.46153846153846156,0.21428571428571427,0.2857142857142857,0.12,0.14285714285714285,0.2857142857142857,0.5,0.4,0.2,1.0,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1627814,1610612756,Damion Lee,Damion Lee,1627814,PHX,8641.0,144,25,314,305,121.0,30,619,23.0,1.0,6.0,18.0,37.0,83.0,308.0,16.0,12.0,8.0,3.0,11.0,2.0,3.0,25.0,121.0,0.4864864864864865,0.42567567567567566,0.49404761904761907,27.246376811594203,0.3108108108108108,0.08108108108108109,0.16666666666666666,0.16666666666666666,0.48665675675675674,0.48572321428571424,8.421621621621622,0.3853503184713376,136.0,12.0,5.0,24.0,8.0,9.0,37.0,20.0,12.0,17.0,45.0,24.0,3.0,24.0,5.0,1.0,4.0,7.0,2.0,10.0,1.0,3.0,6.0,,12.0,,21.0,6.0,45.0,0.6666666666666666,0.7058823529411765,0.24324324324324326,0.24324324324324326,0.625,0.5,0.7,0.5217391304347826,0.5714285714285714,0.8333333333333334,,0.32432432432432434,0.20833333333333334,0.20833333333333334,0.2857142857142857,0.6081081081081081,0.20833333333333334,0.0759493670886076,0.14285714285714285,0.5421686746987951,25.489189189189187,13.0,,2.0,1.0,1.0,8.0,2.0,24.0,3.0,11.0,17.0,3.0,20.0,5.0,3.0,,1.0,,0.8888888888888888,0.16666666666666666,0.5,0.6666666666666666,0.13095238095238096,0.04,0.10666666666666667,0.022058823529411766,0.058823529411764705,,0.14516129032258066,0.09090909090909091,0.17567567567567569,0.8,,0.25,0.0963855421686747,5.0,8.0,1.0,1.0,3.0,5.0,4.0,4.0,1.0,1.0,2.0,4.0,1.0,11.0,2.0,3.0,1.0,5.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,5.0,5.0,1.0,0.5,0.6875,0.7,0.08108108108108109,0.125,0.08695652173913043,0.08333333333333333,0.07575757575757576,0.07142857142857142,0.075,0.08333333333333333,0.10810810810810811,0.625,0.7142857142857143,0.4,0.3076923076923077,0.3076923076923077,1.0,0.2,1.0,0.2,1.0,1.0,0.17857142857142858,0.6,0.14285714285714285,0.4181166666666667,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
203994,1610612756,Jusuf Nurkić,Jusuf Nurkić,203994,PHX,445.0,7,-9,14,15,8.0,4,29,3.0,,,4.0,5.0,10.0,21.0,4.0,2.0,,,,,,,8.0,0.8,0.6666666666666666,0.625,55.55555555555556,0.5,,,,0.4787166666666667,0.453925,5.08,0.5714285714285714,,3.0,,1.0,,,1.0,2.0,,2.0,10.0,6.0,,1.0,,,,1.0,1.0,2.0,1.0,,,,2.0,,4.0,,10.0,0.75,0.75,,,0.8333333333333334,0.16666666666666666,0.5,1.0,1.0,0.6666666666666666,,0.16666666666666666,,,,0.5,,,,1.0,26.6,,,,,1.0,3.0,,,,,2.0,2.0,4.0,,1.0,,,,,,1.0,0.5,,,0.3333333333333333,0.25,,,,,,,,,0.3,1.0,2.0,,1.0,1.0,1.0,,,,,1.0,2.0,,4.0,,,,2.0,,,,,1.0,,,2.0,2.0,,0.5,1.0,0.5,,,,,0.6666666666666666,,1.0,,0.3333333333333333,0.5,0.5,1.0,,,,0.5,,,,,0.25,1.0,,0.5144,2.0,1.0,0.4,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
201142,1610612756,Kevin Durant,Kevin Durant,201142,PHX,673.0,11,-9,23,22,13.0,5,45,4.0,1.0,2.0,3.0,6.0,8.0,30.0,3.0,2.0,2.0,,2.0,,1.0,4.0,13.0,0.5,0.42857142857142855,0.5,28.57142857142857,0.5714285714285714,0.2857142857142857,0.5,0.5,0.4583142857142857,0.468475,13.266666666666666,0.5652173913043478,3.0,2.0,,1.0,1.0,,1.0,2.0,1.0,,2.0,4.0,,1.0,,,1.0,,,,,,,,1.0,,2.0,1.0,2.0,0.6666666666666666,0.6666666666666666,,,0.25,0.14285714285714285,,0.5,0.5,1.0,,0.14285714285714285,,,0.25,0.14285714285714285,,0.125,0.14285714285714285,0.25,27.3,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,0.25,,0.25,,0.25,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,0.3333333333333333,,,,,,0.25,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1642345,1610612756,Oso Ighodaro,Oso Ighodaro,1642345,PHX,4514.0,75,21,163,162,64.0,13,325,8.0,,1.0,10.0,13.0,25.0,143.0,4.0,4.0,4.0,4.0,8.0,2.0,2.0,20.0,64.0,0.7692307692307693,0.7692307692307693,0.78125,10.285714285714286,0.6153846153846154,0.07692307692307693,,,0.5541692307692307,0.80785,7.676923076923076,0.39263803680981596,95.0,6.0,,,,,,5.0,,2.0,10.0,16.0,,,,2.0,1.0,,,2.0,1.0,3.0,5.0,,6.0,,7.0,3.0,10.0,0.8,0.8,,,1.0,,,0.75,0.75,0.8333333333333334,,,,,,0.3076923076923077,,0.2,0.2,0.4,,,,,,,,,,,10.0,14.0,,14.0,,2.0,,,2.0,,,1.0,,0.19607843137254902,,0.1518987341772152,,,,0.19444444444444445,0.2,,,,,,4.0,4.0,,,4.0,4.0,,,,,,,,4.0,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,,,,,0.3333333333333333,0.07142857142857142,0.14285714285714285,0.058823529411764705,,0.3076923076923077,1.0,1.0,0.75,,,,,,,,,1.0,1.0,,,,,,,,3.0,1.0,2.0,3.0,1.0,0.3333333333333333,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1628420,1610612756,Monté Morris,Monté Morris,1628420,PHX,5304.0,88,13,198,189,62.0,17,387,14.0,1.0,4.0,11.0,21.0,56.0,194.0,6.0,16.0,11.0,3.0,14.0,2.0,6.0,31.0,62.0,0.5238095238095238,0.5833333333333334,0.6086956521739131,23.963133640552996,0.3333333333333333,0.09523809523809523,0.25,0.25,0.5059690476190476,0.550325,8.761904761904763,0.31313131313131315,88.0,8.0,6.0,13.0,4.0,9.0,21.0,7.0,6.0,5.0,17.0,6.0,9.0,13.0,6.0,1.0,2.0,4.0,1.0,6.0,1.0,1.0,3.0,,7.0,1.0,8.0,3.0,17.0,0.2727272727272727,0.2727272727272727,0.42857142857142855,0.42857142857142855,0.5666666666666667,0.5,0.6666666666666666,0.5714285714285714,0.8,0.375,,0.30952380952380953,0.46153846153846156,0.46153846153846156,0.3333333333333333,0.5714285714285714,0.46153846153846156,0.06666666666666667,0.125,0.30357142857142855,24.895238095238092,8.0,,2.0,1.0,1.0,3.0,2.0,18.0,,7.0,12.0,2.0,14.0,3.0,2.0,1.0,,1.0,0.6666666666666666,0.3333333333333333,0.5,0.5,0.12962962962962962,,0.12371134020618557,0.023529411764705882,,,0.15,0.07142857142857142,0.19047619047619047,0.5,,0.5,0.05357142857142857,2.0,3.0,,,2.0,3.0,3.0,2.0,,1.0,1.0,1.0,,3.0,,4.0,3.0,5.0,,7.0,4.0,3.0,1.0,,,1.0,1.0,,1.0,0.5,0.5,0.19047619047619047,,0.2857142857142857,,0.11627906976744186,0.2857142857142857,0.06666666666666667,0.16666666666666666,0.07142857142857142,0.6666666666666666,0.6666666666666666,,0.375,0.375,1.0,,,0.5,,,0.25,0.6666666666666666,0.16666666666666666,,2.0,,0.05263157894736842,0.08333333333333333,,,,,,,,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1628998,1610612756,Cody Martin,Cody Martin,1628998,PHX,657.0,11,-8,26,25,6.0,1,51,1.0,1.0,1.0,2.0,3.0,6.0,38.0,1.0,,,,,,,,6.0,0.6666666666666666,0.5,0.6,18.51851851851852,0.25,0.25,1.0,1.0,0.5115000000000001,0.7107,7.533333333333334,0.23076923076923078,11.0,,,1.0,,,1.0,2.0,,,2.0,4.0,,1.0,,,,,,,,1.0,1.0,,1.0,,2.0,1.0,2.0,1.0,1.0,,,1.0,0.25,,,,,1.0,0.25,,,,0.5,,0.2,0.25,0.3333333333333333,27.7,,,,,,2.0,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,0.07142857142857142,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,0.14285714285714285,,,0.5,0.25,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,2.0,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
203486,1610612756,Mason Plumlee,Mason Plumlee,203486,PHX,3181.0,53,-3,120,112,43.0,10,232,2.0,,1.0,3.0,5.0,9.0,134.0,1.0,,4.0,3.0,7.0,1.0,2.0,17.0,43.0,0.6,0.6,0.5625,8.461538461538462,0.4,0.2,,,0.5795600000000001,0.4287,5.24,0.35833333333333334,28.0,1.0,,,,,,3.0,,1.0,3.0,6.0,,,,2.0,1.0,1.0,1.0,3.0,1.0,6.0,12.0,,4.0,,6.0,2.0,3.0,1.0,1.0,,,0.75,,0.3333333333333333,0.5,0.5,1.0,,,,,,0.4,,0.2857142857142857,0.2857142857142857,0.3333333333333333,,,,,,1.0,1.0,,,1.0,4.0,17.0,1.0,18.0,,2.0,,1.0,1.0,,,1.0,0.5,0.16,0.038461538461538464,0.23529411764705882,0.020833333333333332,,0.125,0.15789473684210525,0.16666666666666666,,,,,0.1111111111111111,2.0,2.0,,,,,,,,,,,,1.0,,,1.0,8.0,5.0,4.0,2.0,2.0,,,,1.0,1.0,,,1.0,,,,,0.7142857142857143,0.3076923076923077,0.2,0.3333333333333333,0.3333333333333333,0.4,1.0,1.0,1.0,,,,,,,,,,,,,,2.0,,,,2.0,,2.0,2.0,1.0,0.5,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
