EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ThreePtAssists,Arc3Assists,AtRimAssists,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Blocked2s,BlockedShortMidRange,Blocks,LiveBallTurnoverPct,DefShortMidRangeReboundPct,ShortMidRangeFGM,ShortMidRangeFGA,PtsAssisted2s,PtsUnassisted3s,Corner3Assists,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3FGA,FTDefRebounds,ShootingFouls,DefFTReboundPct,Corner3Frequency,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,RecoveredBlocks,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,HeaveAttempts,Fg2aBlocked,Fg3aBlocked,LongMidRangeAssists,OffTwoPtRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Offensive Fouls Drawn,Transition Take Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,SecondChanceFg2Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,FTOffRebounds,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,BlockedCorner3,Transition Take Fouls,OffensiveGoaltends,Clear Path Fouls
1630194,1610612765,Paul Reed,Paul Reed,1630194,DET,582.0,10,7.0,19,20,13.0,14,2.0,39,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,12.0,21,1.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,12.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,12.0,13.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.5,1.0,0.8,1.5,1.3333333333333333,0.8571428571428571,1.5,1.2,0.6,33.333333333333336,0.3333333333333333,0.2,0.5,0.25,0.2857142857142857,0.3333333333333333,1.0,0.5,0.2,0.4,0.5,0.5,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.54161,0.5137333333333334,0.1666666666666666,0.3333333333333333,0.25,1.0,1.9,26.366666666666664,0.6842105263157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631111,1610612765,Wendell Moore Jr.,Wendell Moore Jr.,1631111,DET,425.0,7,4.0,15,16,14.0,13,2.0,31,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,1.0,2.0,,5.0,,,1.0,1.0,,1.0,1.0,,,,,,,14.0,1.0,,,,,,,,,,,,,,,,5.88235294117647,0.5,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631204,1610612765,Marcus Sasser,Marcus Sasser,1631204,DET,757.0,13,9.0,26,27,21.0,20,3.0,53,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,3.0,4.0,1.0,1.0,2.0,11.0,30,,,,2.0,3.0,1.0,1.0,2.0,9.0,4.0,,1.0,1.0,1.0,3.0,1.0,8.0,1.0,,,,1.0,1.0,1.0,2.0,,2.0,,1.0,9.0,21.0,1.0,1.0,,1.0,,1.0,1.0,0.75,0.6666666666666666,0.9,,0.875,0.9166666666666666,,0.9,0.2,27.58620689655173,,,0.1666666666666666,,0.1111111111111111,0.2,,,,0.4,1.0,1.0,0.2,1.0,1.0,,,,,0.25,1.0,0.25,1.0,0.6,1.0,0.58537,0.5080875,,,,0.8181818181818182,3.3750000000000004,24.5,0.8076923076923077,2.0,1.0,,1.0,1.0,2.0,2.0,,,,0.5,,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.4,0.5,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631306,1610612765,Cole Swider,Cole Swider,1631306,DET,785.0,13,10.0,27,28,21.0,20,3.0,55,,,,,,4.0,,,,4.0,,,,5.0,,,30,,,,,,,4.0,,,,,4.0,,,1.0,,3.0,,1.0,,2.0,,2.0,1.0,,,,,,,21.0,,,,,,,,,,,,,,,,1.0,16.666666666666668,,0.1666666666666666,,0.0909090909090909,,,,,0.1666666666666666,,,,0.8,,,,,,,,,1.0,,1.0,,0.50877,0.4947,,,,,,25.42,0.7777777777777778,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.2,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641842,1610612765,Ronald Holland II,Ronald Holland II,1641842,DET,785.0,13,10.0,27,28,21.0,20,3.0,55,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,9.0,30,1.0,1.0,4.0,1.0,2.0,2.0,2.0,,8.0,,6.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,2.0,1.0,,8.0,21.0,,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.5,1.0,0.9,1.0,1.0,0.5,16.666666666666668,,,,,,,,,,,,,0.25,1.0,1.0,1.0,1.0,1.0,1.0,,,0.25,1.0,0.5,1.0,0.470175,0.470175,0.2,0.3333333333333333,0.4444444444444444,0.8888888888888888,8.15,26.3,0.7777777777777778,,,,,,,,1.0,1.0,1.0,,,1.0,2.0,2.0,,,,,,,,1.0,1.0,,0.5,0.5,0.5,1.0,,1.0,,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641709,1610612765,Ausar Thompson,Ausar Thompson,1641709,DET,211.0,4,-2.0,7,8,5.0,5,1.0,15,,,,,,,,,,,,,,,1.0,1.0,9,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,2.0,1.0,,,5.0,,,,,,,,,,,,,0.5,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631214,1610612765,Alondes Williams,Alondes Williams,1631214,DET,223.0,4,6.0,7,7,7.0,7,,14,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,6,,,,1.0,1.0,1.0,1.0,,5.0,2.0,3.0,1.0,1.0,,1.0,,3.0,,,,,,,,,,,,,5.0,7.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.25,,1.25,1.25,,1.25,0.5,28.57142857142857,,,,,,,,,,0.5,1.0,1.0,0.5,1.0,1.0,1.0,,,,0.5,1.0,0.5,1.0,1.0,1.0,0.619625,0.619625,,,,1.0,2.1,24.8,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631323,1610612765,Simone Fontecchio,Simone Fontecchio,1631323,DET,157.0,3,6.0,7,6,3.0,1,1.0,13,,,,,,,,,,,1.0,1.0,,,,2.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,1.0,,,1.0,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.4248,,,,,,10.3,,0.4285714285714285,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627736,1610612765,Malik Beasley,Malik Beasley,1627736,DET,136976.0,2283,175.0,4780,4753,1279.0,1491,558.0,9533,55.0,88.0,9.0,16.0,232.0,600.0,20.0,55.0,64.0,158.0,142.0,305.0,319.0,766.0,95.0,1336.0,5374,29.0,69.0,138.0,26.0,71.0,92.0,205.0,37.0,365.0,104.0,897.0,597.0,232.0,85.0,139.0,27.0,332.0,24.0,93.0,68.0,167.0,47.0,214.0,125.0,108.0,2.0,140.0,44.0,16.0,357.0,1262.0,16.0,6.0,0.9373040752351096,0.4164490861618799,0.4202898550724637,0.448780487804878,0.418086500655308,0.4655737704918032,0.3661971830985915,0.5793650793650794,0.5879629629629629,0.5942028985507246,0.5888888888888889,0.6160714285714286,0.6053511705685619,0.715219421101774,22.197640117994094,0.0585701981050818,0.0892514395393474,0.0217785843920145,0.0730821606899682,0.0214025500910746,0.0188457008244994,0.0316205533596837,0.0697050938337801,0.0944881889763779,0.0821661998132586,0.625,0.7051282051282052,0.5602240896358543,0.3866666666666666,0.3912310286677909,0.918103448275862,0.5092592592592593,0.3636363636363636,0.95,0.0579710144927536,0.5625,0.572463768115942,0.4050632911392405,0.7973856209150327,0.388609715242881,0.5255578199052129,0.5059512867647058,0.0468890892696122,0.1305637982195845,0.1032934131736526,0.2732035928143712,8.361967213114752,25.745751633986927,0.2675732217573222,54.0,39.0,56.0,55.0,22.0,83.0,21.0,3.0,2.0,5.0,0.6626506024096386,0.0486656200941915,63.0,158.0,180.0,60.0,15.0,73.0,50.0,28.0,5.0,3.0,0.6338028169014085,0.6870229007633588,0.6545454545454545,0.1475256769374416,0.3987341772151899,0.4256756756756756,166.0,6.0,61.0,0.0434782608695652,0.1549953314659197,87.0,28.0,47.0,11.0,3.0,0.6,0.5873015873015873,0.5240963855421686,0.5272727272727272,0.9885057471264368,0.1702898550724637,0.5957446808510638,False,6.0,13.0,24.0,59.0,9.0,14.0,20.0,39.0,22.0,3.0,21.0,8.0,2.0,23.0,21.0,23.0,11.0,33.0,1.0,2.0,6.0,1.0,5.0,8.0,1.0,12.0,2.0,16.0,8.0,2.0,2.0,1.0,0.5128205128205128,0.010443864229765,0.0688524590163934,0.1136363636363636,0.0632911392405063,0.0169491525423728,0.0060240963855421,0.0116666666666666,0.0210237659963436,0.005089058524173,0.0306306306306306,0.0273972602739726,0.0728476821192053,0.075,0.0367775831873905,0.0550887021475256,0.4067796610169492,0.4137931034482758,0.7083333333333334,0.1203703703703703,0.4615384615384615,0.1296296296296296,0.6428571428571429,0.8888888888888888,0.4984826388888888,0.0103626943005181,,,,,,,,,,,,
1630191,1610612765,Isaiah Stewart,Isaiah Stewart,1630191,DET,86032.0,1434,8.0,2945,2952,769.0,928,333.0,5897,123.0,181.0,37.0,55.0,14.0,44.0,1.0,4.0,2.0,9.0,158.0,261.0,17.0,53.0,66.0,433.0,3305,1.0,4.0,113.0,50.0,81.0,3.0,11.0,28.0,137.0,84.0,51.0,44.0,14.0,59.0,123.0,24.0,310.0,48.0,108.0,138.0,269.0,130.0,399.0,183.0,90.0,22.0,87.0,40.0,8.0,137.0,768.0,20.0,8.0,1.0,0.320754716981132,0.25,0.2727272727272727,0.320754716981132,0.6053639846743295,0.6172839506172839,0.5843949044585988,0.5426829268292683,0.592391304347826,0.6168091168091168,0.6141304347826086,0.6401869158878505,0.1687898089171974,12.54491017964072,0.1716417910447761,0.1646341463414634,0.0679886685552408,0.1684931506849315,0.091493924231594,0.0608365019011406,0.0888888888888888,0.1264822134387351,0.1604938271604938,0.5764331210191083,0.6795580110497238,0.7109826589595376,0.1401273885350318,0.3181818181818182,0.3181818181818182,1.0,0.048780487804878,0.25,1.0,0.5978260869565217,0.6727272727272727,0.0978260869565217,0.2222222222222222,0.7452229299363057,0.3181818181818182,0.5546123397435897,0.5353989010989011,0.1166180758017492,0.1379310344827586,0.2609699769053117,0.3163972286374134,3.501149425287356,25.371698113207547,0.2611205432937181,64.0,53.0,22.0,26.0,13.0,68.0,17.0,100.0,43.0,101.0,0.3823529411764705,0.2018348623853211,34.0,76.0,232.0,,11.0,28.0,17.0,42.0,1.0,38.0,0.7341772151898734,0.943089430894309,0.6910569105691057,0.2420382165605095,0.4473684210526316,0.4722222222222222,9.0,23.0,85.0,0.3108108108108108,0.0286624203821656,3.0,1.0,2.0,24.0,63.0,0.6237623762376238,0.9117647058823528,0.3333333333333333,0.3333333333333333,1.0,0.0217391304347826,0.5,False,42.0,74.0,1.0,4.0,,,43.0,78.0,70.0,,12.0,,13.0,80.0,21.0,11.0,6.0,13.0,1.0,4.0,6.0,4.0,20.0,4.0,,11.0,,,,1.0,1.0,56.0,0.5512820512820513,,0.0459770114942528,0.0441988950276243,0.0526315789473684,,,,0.1154401154401154,0.145748987854251,0.1002949852507374,0.0934579439252336,0.1565217391304348,0.1764705882352941,0.168,0.0127388535031847,0.25,0.25,,0.902439024390244,0.5675675675675675,,,,0.5762092307692307,,2.0,1.0,9.0,1.0,5.0,0.03125,0.1666666666666666,,,,,
